Time	CylinderSensor	BoxSensor	CylinderSensorX	CylinderSensorY	BoxContact	CylinderContact	
0.0312	0	0	0.05379046	-0.3501775	-0.07	-0.07	
0.0316	0	0	0.05389627	-0.3501662	-0.07	-0.07	
0.032	0	0	0.05400354	-0.3501546	-0.07	-0.07	
0.0324	0	0	0.05411225	-0.3501426	-0.07	-0.07	
0.0328	0	0	0.0542224	-0.3501302	-0.07	-0.07	
0.0332	0	0	0.05433401	-0.3501174	-0.07	-0.07	
0.0336	0	0	0.05444705	-0.3501042	-0.07	-0.07	
0.034	0	0	0.05456154	-0.3500906	-0.07	-0.07	
0.0344	0	0	0.05467746	-0.3500767	-0.07	-0.07	
0.0348	0	0	0.05479482	-0.3500624	-0.07	-0.07	
0.0352	0	0	0.05491361	-0.3500477	-0.07	-0.07	
0.0356	0	0	0.05503383	-0.3500327	-0.07	-0.07	
0.036	0	0	0.05515548	-0.3500173	-0.07	-0.07	
0.0364	0	0	0.05527856	-0.3500015	-0.07	-0.07	
0.0368	0	0	0.05540306	-0.3499853	-0.07	-0.07	
0.0372	0	0	0.05552898	-0.3499688	-0.07	-0.07	
0.0376	0	0	0.05565633	-0.3499519	-0.07	-0.07	
0.038	0	0	0.05578509	-0.3499347	-0.07	-0.07	
0.0384	0	0	0.05591527	-0.3499171	-0.07	-0.07	
0.0388	0	0	0.05604687	-0.3498991	-0.07	-0.07	
0.0392	0	0	0.05617988	-0.3498808	-0.07	-0.07	
0.0396	0	0	0.0563143	-0.3498621	-0.07	-0.07	
0.04	0	0	0.05645012	-0.349843	-0.07	-0.07	
0.0404	0	0	0.05658735	-0.3498236	-0.07	-0.07	
0.0408	0	0	0.05672599	-0.3498038	-0.07	-0.07	
0.0412	0	0	0.05686603	-0.3497837	-0.07	-0.07	
0.0416	0	0	0.05700747	-0.3497632	-0.07	-0.07	
0.042	0	0	0.0571503	-0.3497424	-0.07	-0.07	
0.0424	0	0	0.05729454	-0.3497212	-0.07	-0.07	
0.0428	0	0	0.05744017	-0.3496997	-0.07	-0.07	
0.0432	0	0	0.0575872	-0.3496778	-0.07	-0.07	
0.0436	0	0	0.05773561	-0.3496555	-0.07	-0.07	
0.044	0	0	0.05788542	-0.3496329	-0.07	-0.07	
0.0444	0	0	0.0580366	-0.3496099	-0.07	-0.07	
0.0448	0	0	0.05818918	-0.3495867	-0.07	-0.07	
0.0452	0	0	0.05834314	-0.349563	-0.07	-0.07	
0.0456	0	0	0.05849848	-0.349539	-0.07	-0.07	
0.046	0	0	0.0586552	-0.3495146	-0.07	-0.07	
0.0464	0	0	0.0588133	-0.3494899	-0.07	-0.07	
0.0468	0	0	0.05897278	-0.3494648	-0.07	-0.07	
0.0472	0	0	0.05913363	-0.3494394	-0.07	-0.07	
0.0476	0	0	0.05929584	-0.3494135	-0.07	-0.07	
0.048	0	0	0.05945944	-0.3493874	-0.07	-0.07	
0.0484	0	0	0.0596244	-0.3493609	-0.07	-0.07	
0.0488	0	0	0.05979073	-0.349334	-0.07	-0.07	
0.0492	0	0	0.05995842	-0.3493068	-0.07	-0.07	
0.0496	0	0	0.06012749	-0.3492792	-0.07	-0.07	
0.05	0	0	0.0602979	-0.3492513	-0.07	-0.07	
0.0504	0	0	0.06046968	-0.349223	-0.07	-0.07	
0.0508	0	0	0.06064281	-0.3491943	-0.07	-0.07	
0.0512	0	0	0.0608173	-0.3491653	-0.07	-0.07	
0.0516	0	0	0.06099314	-0.3491359	-0.07	-0.07	
0.052	0	0	0.06117035	-0.3491062	-0.07	-0.07	
0.0524	0	0	0.06134889	-0.349076	-0.07	-0.07	
0.0528	0	0	0.06152879	-0.3490456	-0.07	-0.07	
0.0532	0	0	0.06171004	-0.3490148	-0.07	-0.07	
0.0536	0	0	0.06189264	-0.3489836	-0.07	-0.07	
0.054	0	0	0.06207658	-0.348952	-0.07	-0.07	
0.0544	0	0	0.06226187	-0.3489201	-0.07	-0.07	
0.0548	0	0	0.0624485	-0.3488878	-0.07	-0.07	
0.0552	0	0	0.06263646	-0.3488552	-0.07	-0.07	
0.0556	0	0	0.06282577	-0.3488221	-0.07	-0.07	
0.056	0	0	0.06301641	-0.3487887	-0.07	-0.07	
0.0564	0	0	0.06320839	-0.3487549	-0.07	-0.07	
0.0568	0	0	0.06340169	-0.3487208	-0.07	-0.07	
0.0572	0	0	0.06359634	-0.3486863	-0.07	-0.07	
0.0576	0	0	0.06379231	-0.3486514	-0.07	-0.07	
0.058	0	0	0.06398962	-0.3486161	-0.07	-0.07	
0.0584	0	0	0.06418826	-0.3485804	-0.07	-0.07	
0.0588	0	0	0.06438821	-0.3485444	-0.07	-0.07	
0.0592	0	0	0.06458948	-0.348508	-0.07	-0.07	
0.0596	0	0	0.06479207	-0.3484712	-0.07	-0.07	
0.06	0	0	0.064996	-0.3484341	-0.07	-0.07	
0.0604	0	0	0.06520122	-0.3483965	-0.07	-0.07	
0.0608	0	0	0.06540778	-0.3483585	-0.07	-0.07	
0.0612	0	0	0.06561565	-0.3483202	-0.07	-0.07	
0.0616	0	0	0.06582484	-0.3482815	-0.07	-0.07	
0.062	0	0	0.06603533	-0.3482423	-0.07	-0.07	
0.0624	0	0	0.06624714	-0.3482029	-0.07	-0.07	
0.0628	0	0	0.06646025	-0.3481629	-0.07	-0.07	
0.0632	0	0	0.06667467	-0.3481226	-0.07	-0.07	
0.0636	0	0	0.0668904	-0.3480819	-0.07	-0.07	
0.064	0	0	0.06710743	-0.3480408	-0.07	-0.07	
0.06439999	1	0	0.06732576	-0.3479992	-0.07	-0.07	
0.0648	1	0	0.06754539	-0.3479573	-0.07	-0.07	
0.0652	1	0	0.06776633	-0.347915	-0.07	-0.07	
0.0656	1	0	0.06798855	-0.3478723	-0.07	-0.07	
0.066	1	0	0.06821208	-0.3478291	-0.07	-0.07	
0.0664	1	0	0.06843689	-0.3477856	-0.07	-0.07	
0.0668	1	0	0.068663	-0.3477416	-0.07	-0.07	
0.0672	1	0	0.06889041	-0.3476972	-0.07	-0.07	
0.0676	1	0	0.06911909	-0.3476524	-0.07	-0.05	
0.068	1	0	0.06934907	-0.3476072	-0.07	-0.05	
0.0684	1	0	0.06958033	-0.3475616	-0.07	-0.05	
0.06879999	1	0	0.06981287	-0.3475155	-0.07	-0.05	
0.0692	1	0	0.07004669	-0.3474689	-0.07	-0.05	
0.0696	1	0	0.0702818	-0.347422	-0.07	-0.034	
0.07	1	0	0.07051819	-0.3473747	-0.07	-0.034	
0.0704	1	0	0.07075585	-0.347327	-0.07	-0.034	
0.0708	1	0	0.07099479	-0.3472787	-0.07	-0.034	
0.0712	1	0	0.07123499	-0.3472301	-0.07	-0.034	
0.0716	1	0	0.07147647	-0.347181	-0.07	-0.0212	
0.072	1	0	0.07171922	-0.3471315	-0.07	-0.0212	
0.0724	1	0	0.07196324	-0.3470815	-0.07	-0.0212	
0.0728	1	0	0.07220852	-0.3470311	-0.07	-0.0212	
0.07319999	1	0	0.07245506	-0.3469802	-0.07	-0.0212	
0.0736	1	0	0.07270287	-0.3469288	-0.07	-0.01096	
0.074	1	0	0.07295194	-0.3468771	-0.07	-0.01096	
0.0744	1	0	0.07320226	-0.3468248	-0.07	-0.01096	
0.0748	1	0	0.07345384	-0.3467721	-0.07	-0.01096	
0.0752	1	0	0.07370668	-0.346719	-0.07	-0.01096	
0.0756	1	0	0.07396077	-0.3466654	-0.07	-0.002768002	
0.076	1	0	0.07421612	-0.3466113	-0.07	-0.002768002	
0.0764	1	0	0.0744727	-0.3465567	-0.07	-0.002768002	
0.0768	1	0	0.07473054	-0.3465017	-0.07	-0.002768002	
0.0772	1	0	0.07498962	-0.3464462	-0.07	-0.002768002	
0.07759999	1	0	0.07524995	-0.3463902	-0.07	0.003785595	
0.078	1	0	0.07551152	-0.3463338	-0.07	0.003785595	
0.0784	1	0	0.07577433	-0.3462768	-0.07	0.003785595	
0.0788	1	0	0.07603838	-0.3462195	-0.07	0.003785595	
0.0792	1	0	0.07630365	-0.3461616	-0.07	0.003785595	
0.0796	1	0	0.07657018	-0.3461032	-0.07	0.009028472	
0.08	1	0	0.07683792	-0.3460443	-0.07	0.009028472	
0.0804	1	0	0.07710689	-0.3459849	-0.07	0.009028472	
0.0808	1	0	0.07737711	-0.3459251	-0.07	0.009028472	
0.0812	1	0	0.07764854	-0.3458648	-0.07	0.009028472	
0.0816	1	0	0.0779212	-0.3458039	-0.07	0.01322278	
0.08199999	1	0	0.07819509	-0.3457426	-0.07	0.01322278	
0.0824	1	0	0.07847019	-0.3456807	-0.07	0.01322278	
0.0828	1	0	0.0787465	-0.3456183	-0.07	0.01322278	
0.0832	1	0	0.07902404	-0.3455555	-0.07	0.01322278	
0.0836	1	0	0.07930278	-0.345492	-0.07	0.01657822	
0.084	1	0	0.07958275	-0.3454281	-0.07	0.01657822	
0.0844	1	0	0.07986392	-0.3453637	-0.07	0.01657822	
0.0848	1	0	0.08014631	-0.3452988	-0.07	0.01657822	
0.0852	1	0	0.08042989	-0.3452333	-0.07	0.01657822	
0.0856	1	0	0.08071468	-0.3451673	-0.07	0.01926257	
0.086	1	0	0.08100068	-0.3451008	-0.07	0.01926257	
0.08639999	1	0	0.08128786	-0.3450337	-0.07	0.01926257	
0.08679999	1	0	0.08157625	-0.3449661	-0.07	0.01926257	
0.0872	1	0	0.08186585	-0.344898	-0.07	0.01926257	
0.0876	1	0	0.08215662	-0.3448293	-0.07	0.02141006	
0.088	1	0	0.08244859	-0.3447601	-0.07	0.02141006	
0.0884	1	0	0.08274174	-0.3446904	-0.07	0.02141006	
0.0888	1	0	0.08303608	-0.34462	-0.07	0.02141006	
0.0892	1	0	0.08333161	-0.3445491	-0.07	0.02141006	
0.0896	1	0	0.08362831	-0.3444777	-0.07	0.02312805	
0.09	1	0	0.0839262	-0.3444057	-0.07	0.02312805	
0.0904	1	0	0.08422526	-0.3443332	-0.07	0.02312805	
0.09079999	1	0	0.0845255	-0.3442601	-0.07	0.02312805	
0.09119999	1	0	0.08482692	-0.3441864	-0.07	0.02312805	
0.0916	1	0	0.0851295	-0.3441121	-0.07	0.02450244	
0.092	1	0	0.08543326	-0.3440373	-0.07	0.02450244	
0.0924	1	0	0.08573818	-0.3439619	-0.07	0.02450244	
0.0928	1	0	0.08604427	-0.343886	-0.07	0.02450244	
0.0932	1	0	0.08635152	-0.3438094	-0.07	0.02450244	
0.0936	1	0	0.08665993	-0.3437323	-0.07	0.02560195	
0.094	1	0	0.08696949	-0.3436545	-0.07	0.02560195	
0.0944	1	0	0.08728021	-0.3435763	-0.07	0.02560195	
0.0948	1	0	0.08759209	-0.3434973	-0.07	0.02560195	
0.09519999	1	0	0.08790512	-0.3434179	-0.07	0.02560195	
0.09559999	1	0	0.0882193	-0.3433377	-0.07	0.02648156	
0.096	1	0	0.08853461	-0.343257	-0.07	0.02648156	
0.0964	1	0	0.08885107	-0.3431757	-0.07	0.02648156	
0.0968	1	0	0.08916868	-0.3430938	-0.07	0.02648156	
0.0972	1	0	0.08948743	-0.3430113	-0.07	0.02648156	
0.0976	1	0	0.08980729	-0.3429282	-0.07	0.02718525	
0.098	1	0	0.09012831	-0.3428445	-0.07	0.02718525	
0.0984	1	0	0.09045046	-0.3427601	-0.07	0.02718525	
0.0988	1	0	0.09077372	-0.3426751	-0.07	0.02718525	
0.0992	1	0	0.09109812	-0.3425895	-0.07	0.02718525	
0.09959999	1	0	0.09142365	-0.3425033	-0.07	0.0277482	
0.09999999	1	0	0.09175029	-0.3424164	-0.07	0.0277482	
0.1004	1	0	0.09207805	-0.3423289	-0.07	0.0277482	
0.1008	1	0	0.09240693	-0.3422408	-0.07	0.0277482	
0.1012	1	0	0.09273694	-0.342152	-0.07	0.0277482	
0.1016	1	0	0.09306803	-0.3420626	-0.07	0.02819856	
0.102	1	0	0.09340024	-0.3419725	-0.07	0.02819856	
0.1024	1	0	0.09373356	-0.3418818	-0.07	0.02819856	
0.1028	1	0	0.09406798	-0.3417904	-0.07	0.02819856	
0.1032	1	0	0.0944035	-0.3416984	-0.07	0.02819856	
0.1036	1	0	0.09474012	-0.3416058	-0.07	0.02855884	
0.104	1	0	0.09507784	-0.3415124	-0.07	0.02855884	
0.1044	1	0	0.09541664	-0.3414184	-0.07	0.02855884	
0.1048	1	0	0.09575654	-0.3413238	-0.07	0.02855884	
0.1052	1	0	0.09609752	-0.3412284	-0.07	0.02855884	
0.1056	1	0	0.09643959	-0.3411324	-0.07	0.02884708	
0.106	1	0	0.09678274	-0.3410357	-0.07	0.02884708	
0.1064	1	0	0.09712697	-0.3409383	-0.07	0.02884708	
0.1068	1	0	0.09747227	-0.3408403	-0.07	0.02884708	
0.1072	1	0	0.09781867	-0.3407416	-0.07	0.02884708	
0.1076	1	0	0.09816611	-0.3406421	-0.07	0.02907766	
0.108	1	0	0.09851463	-0.340542	-0.07	0.02907766	
0.1084	1	0	0.09886422	-0.3404412	-0.07	0.02907766	
0.1088	1	0	0.09921487	-0.3403397	-0.07	0.02907766	
0.1092	1	0	0.09956657	-0.3402375	-0.07	0.02907766	
0.1096	1	0	0.09991933	-0.3401346	-0.07	0.02926213	
0.11	1	0	0.1002732	-0.340031	-0.07	0.02926213	
0.1104	1	0	0.100628	-0.3399267	-0.07	0.02926213	
0.1108	1	0	0.1009839	-0.3398216	-0.07	0.02926213	
0.1112	1	0	0.1013409	-0.3397159	-0.07	0.02926213	
0.1116	1	0	0.1016989	-0.3396094	-0.07	0.0294097	
0.112	1	0	0.102058	-0.3395022	-0.07	0.0294097	
0.1124	1	0	0.102418	-0.3393943	-0.07	0.0294097	
0.1128	1	0	0.1027792	-0.3392857	-0.07	0.0294097	
0.1132	1	0	0.1031413	-0.3391763	-0.07	0.0294097	
0.1136	1	0	0.1035045	-0.3390662	-0.07	0.02952776	
0.114	1	0	0.1038687	-0.3389553	-0.07	0.02952776	
0.1144	1	0	0.1042339	-0.3388438	-0.07	0.02952776	
0.1148	1	0	0.1046002	-0.3387314	-0.07	0.02952776	
0.1152	1	0	0.1049674	-0.3386183	-0.07	0.02952776	
0.1156	1	0	0.1053357	-0.3385045	-0.07	0.0296222	
0.116	1	0	0.105705	-0.3383899	-0.07	0.0296222	
0.1164	1	0	0.1060752	-0.3382745	-0.07	0.0296222	
0.1168	1	0	0.1064465	-0.3381584	-0.07	0.0296222	
0.1172	1	0	0.1068188	-0.3380415	-0.07	0.0296222	
0.1176	1	0	0.1071921	-0.3379239	-0.07	0.02969776	
0.118	1	0	0.1075663	-0.3378055	-0.07	0.02969776	
0.1184	1	0	0.1079416	-0.3376863	-0.07	0.02969776	
0.1188	1	0	0.1083179	-0.3375663	-0.07	0.02969776	
0.1192	1	0	0.1086951	-0.3374456	-0.07	0.02969776	
0.1196	1	1	0.1090733	-0.3373241	-0.07	0.02975821	
0.12	1	1	0.1094525	-0.3372017	-0.07	0.02975821	
0.1204	1	1	0.1098327	-0.3370787	-0.07	0.02975821	
0.1208	1	1	0.1102138	-0.3369547	-0.07	0.02975821	
0.1212	1	1	0.1105959	-0.3368301	-0.07	0.02975821	
0.1216	1	1	0.110979	-0.3367046	-0.07	0.02980656	
0.122	1	1	0.111363	-0.3365783	-0.07	0.02980656	
0.1224	1	1	0.111748	-0.3364512	-0.07	0.02980656	
0.1228	1	1	0.112134	-0.3363234	-0.07	0.02980656	
0.1232	1	1	0.1125209	-0.3361946	-0.07	0.02980656	
0.1236	1	1	0.1129087	-0.3360651	-0.07	0.02984525	
0.124	1	1	0.1132975	-0.3359347	-0.07	0.02984525	
0.1244	1	1	0.1136873	-0.3358036	-0.07	0.02984525	
0.1248	1	1	0.114078	-0.3356716	-0.07	0.02984525	
0.1252	1	1	0.1144696	-0.3355388	-0.07	0.02984525	
0.1256	1	1	0.1148621	-0.3354052	-0.07	0.0298762	
0.126	1	1	0.1152556	-0.3352707	-0.07	0.0298762	
0.1264	1	1	0.11565	-0.3351355	-0.07	0.0298762	
0.1268	1	1	0.1160454	-0.3349993	-0.07	0.0298762	
0.1272	1	1	0.1164416	-0.3348624	-0.07	0.0298762	
0.1276	1	1	0.1168388	-0.3347245	-0.07	0.02990096	
0.128	1	1	0.1172368	-0.3345859	-0.07	0.02990096	
0.1284	1	1	0.1176358	-0.3344463	-0.07	0.02990096	
0.1288	1	1	0.1180357	-0.334306	-0.07	0.02990096	
0.1292	1	1	0.1184365	-0.3341647	-0.07	0.02990096	
0.1296	1	1	0.1188382	-0.3340227	-0.07	0.02992077	
0.13	1	1	0.1192408	-0.3338797	-0.07	0.02992077	
0.1304	1	1	0.1196442	-0.3337359	-0.07	0.02992077	
0.1308	1	1	0.1200486	-0.3335912	-0.07	0.02992077	
0.1312	1	1	0.1204538	-0.3334457	-0.07	0.02992077	
0.1316	1	1	0.1208599	-0.3332992	-0.07	0.02993662	
0.132	1	1	0.1212669	-0.3331519	-0.07	0.02993662	
0.1324	1	1	0.1216748	-0.3330038	-0.07	0.02993662	
0.1328	1	1	0.1220835	-0.3328547	-0.07	0.02993662	
0.1332	1	1	0.1224931	-0.3327048	-0.07	0.02993662	
0.1336	1	1	0.1229036	-0.3325539	-0.07	0.02994929	
0.134	1	1	0.1233149	-0.3324021	-0.07	0.02994929	
0.1344	1	1	0.1237271	-0.3322495	-0.07	0.02994929	
0.1348	1	1	0.1241401	-0.332096	-0.07	0.02994929	
0.1352	1	1	0.1245539	-0.3319415	-0.07	0.02994929	
0.1356	1	1	0.1249687	-0.3317862	-0.07	0.02995943	
0.136	1	1	0.1253842	-0.3316299	-0.07	0.02995943	
0.1364	1	1	0.1258006	-0.3314727	-0.07	0.02995943	
0.1368	1	1	0.1262178	-0.3313147	-0.07	0.02995943	
0.1372	1	1	0.1266358	-0.3311557	-0.07	0.02995943	
0.1376	1	1	0.1270547	-0.3309957	-0.07	0.02996755	
0.138	1	1	0.1274744	-0.3308349	-0.07	0.02996755	
0.1384	1	1	0.1278949	-0.3306731	-0.07	0.02996755	
0.1388	1	1	0.1283162	-0.3305104	-0.07	0.02996755	
0.1392	1	1	0.1287383	-0.3303468	-0.07	0.02996755	
0.1396	1	1	0.1291613	-0.3301822	-0.07	0.02997404	
0.14	1	1	0.129585	-0.3300167	-0.07	0.02997404	
0.1404	1	1	0.1300095	-0.3298503	-0.07	0.02997404	
0.1408	1	1	0.1304349	-0.3296829	-0.07	0.02997404	
0.1412	1	1	0.130861	-0.3295145	-0.07	0.02997404	
0.1416	1	1	0.1312878	-0.3293452	-0.07	0.02997923	
0.142	1	1	0.1317155	-0.329175	-0.07	0.02997923	
0.1424	1	1	0.1321439	-0.3290037	-0.07	0.02997923	
0.1428	1	1	0.1325731	-0.3288315	-0.07	0.02997923	
0.1432	1	1	0.1330031	-0.3286584	-0.07	0.02997923	
0.1436	1	1	0.1334339	-0.3284843	-0.07	0.02998338	
0.144	1	1	0.1338654	-0.3283092	-0.07	0.02998338	
0.1444	1	1	0.1342977	-0.3281332	-0.07	0.02998338	
0.1448	1	1	0.1347307	-0.3279562	-0.07	0.02998338	
0.1452	1	1	0.1351644	-0.3277782	-0.07	0.02998338	
0.1456	1	1	0.135599	-0.3275992	-0.07	0.0299867	
0.146	1	1	0.1360342	-0.3274193	-0.07	0.0299867	
0.1464	1	1	0.1364702	-0.3272383	-0.07	0.0299867	
0.1468	1	1	0.1369069	-0.3270563	-0.07	0.0299867	
0.1472	1	1	0.1373444	-0.3268734	-0.07	0.0299867	
0.1476	1	1	0.1377825	-0.3266895	-0.07	0.02998936	
0.148	1	1	0.1382214	-0.3265046	-0.07	0.02998936	
0.1484	1	1	0.138661	-0.3263187	-0.07	0.02998936	
0.1488	1	1	0.1391013	-0.3261318	-0.07	0.02998936	
0.1492	1	1	0.1395424	-0.3259438	-0.07	0.02998936	
0.1496	1	1	0.1399841	-0.3257549	-0.07	0.02999149	
0.15	1	1	0.1404265	-0.325565	-0.07	0.02999149	
0.1504	1	1	0.1408696	-0.3253739	-0.07	0.02999149	
0.1508	1	1	0.1413134	-0.325182	-0.07	0.02999149	
0.1512	1	1	0.141758	-0.324989	-0.07	0.02999149	
0.1516	1	1	0.1422031	-0.324795	-0.07	0.02999319	
0.152	1	1	0.142649	-0.3246	-0.07	0.02999319	
0.1524	1	1	0.1430955	-0.3244039	-0.07	0.02999319	
0.1528	1	1	0.1435427	-0.3242068	-0.07	0.02999319	
0.1532	1	1	0.1439906	-0.3240086	-0.07	0.02999319	
0.1536	1	1	0.1444391	-0.3238095	-0.07	0.02999455	
0.154	1	1	0.1448883	-0.3236093	-0.07	0.02999455	
0.1544	1	1	0.1453381	-0.323408	-0.07	0.02999455	
0.1548	1	1	0.1457886	-0.3232057	-0.07	0.02999455	
0.1552	1	1	0.1462397	-0.3230023	-0.07	0.02999455	
0.1556	1	1	0.1466914	-0.322798	-0.07	0.02999564	
0.156	1	1	0.1471438	-0.3225925	-0.07	0.02999564	
0.1564	1	1	0.1475969	-0.322386	-0.07	0.02999564	
0.1568	1	1	0.1480505	-0.3221785	-0.07	0.02999564	
0.1572	1	1	0.1485047	-0.3219698	-0.07	0.02999564	
0.1576	1	1	0.1489596	-0.3217601	-0.07	0.02999651	
0.158	1	1	0.1494151	-0.3215494	-0.07	0.02999651	
0.1584	1	1	0.1498712	-0.3213376	-0.07	0.02999651	
0.1588	1	1	0.1503279	-0.3211247	-0.07	0.02999651	
0.1592	1	1	0.1507852	-0.3209108	-0.07	0.02999651	
0.1596	1	1	0.1512431	-0.3206957	-0.07	0.02999721	
0.16	1	1	0.1517016	-0.3204796	-0.07	0.02999721	
0.1604	1	1	0.1521606	-0.3202624	-0.07	0.02999721	
0.1608	1	1	0.1526202	-0.3200441	-0.07	0.02999721	
0.1612	1	1	0.1530805	-0.3198248	-0.07	0.02999721	
0.1616	1	1	0.1535413	-0.3196043	-0.07	0.02999777	
0.162	1	1	0.1540026	-0.3193828	-0.07	0.02999777	
0.1624	1	1	0.1544645	-0.3191601	-0.07	0.02999777	
0.1628	1	1	0.1549269	-0.3189364	-0.07	0.02999777	
0.1632	1	1	0.15539	-0.3187116	-0.07	0.02999777	
0.1636	1	1	0.1558535	-0.3184856	-0.07	0.02999821	
0.164	1	1	0.1563176	-0.3182586	-0.07	0.02999821	
0.1644	1	1	0.1567823	-0.3180304	-0.07	0.02999821	
0.1648	1	1	0.1572474	-0.3178012	-0.07	0.02999821	
0.1652	1	1	0.1577131	-0.3175708	-0.07	0.02999821	
0.1656	1	1	0.1581793	-0.3173393	-0.07	0.02999857	
0.166	1	1	0.158646	-0.3171067	-0.07	0.02999857	
0.1664	1	1	0.1591133	-0.316873	-0.07	0.02999857	
0.1668	1	1	0.159581	-0.3166381	-0.07	0.02999857	
