Time	CylinderSensor	BoxSensor	CylinderSensorX	CylinderSensorY	BoxContact	CylinderContact	
0.1672	1	1	0.1600493	-0.3164022	-0.07	0.02999857	
0.1676	1	1	0.160518	-0.3161651	-0.07	0.02999885	
0.168	1	1	0.1609873	-0.3159269	-0.07	0.02999885	
0.1684	1	1	0.161457	-0.3156875	-0.07	0.02999885	
0.1688	1	1	0.1619272	-0.3154471	-0.07	0.02999885	
0.1692	1	1	0.1623979	-0.3152054	-0.07	0.02999885	
0.1696	1	1	0.1628691	-0.3149627	-0.07	0.02999908	
0.17	1	1	0.1633407	-0.3147188	-0.07	0.02999908	
0.1704	1	1	0.1638128	-0.3144737	-0.07	0.02999908	
0.1708	1	1	0.1642854	-0.3142276	-0.07	0.02999908	
0.1712	1	1	0.1647584	-0.3139803	-0.07	0.02999908	
0.1716	1	1	0.1652319	-0.3137318	-0.07	0.02999927	
0.172	1	1	0.1657058	-0.3134822	-0.07	0.02999927	
0.1724	1	1	0.1661802	-0.3132314	-0.07	0.02999927	
0.1728	1	1	0.166655	-0.3129795	-0.07	0.02999927	
0.1732	1	1	0.1671302	-0.3127264	-0.07	0.02999927	
0.1736	1	1	0.1676058	-0.3124722	-0.07	0.02999942	
0.174	1	1	0.1680819	-0.3122168	-0.07	0.02999942	
0.1744	1	1	0.1685584	-0.3119602	-0.07	0.02999942	
0.1748	1	1	0.1690353	-0.3117025	-0.07	0.02999942	
0.1752	1	1	0.1695126	-0.3114436	-0.07	0.02999942	
0.1756	1	1	0.1699903	-0.3111835	-0.07	0.02999953	
0.176	1	1	0.1704684	-0.3109224	-0.07	0.02999953	
0.1764	1	1	0.1709469	-0.3106599	-0.07	0.02999953	
0.1768	1	1	0.1714257	-0.3103963	-0.07	0.02999953	
0.1772	1	1	0.171905	-0.3101316	-0.07	0.02999953	
0.1776	1	1	0.1723846	-0.3098657	-0.07	0.02999962	
0.178	1	1	0.1728646	-0.3095985	-0.07	0.02999962	
0.1784	1	1	0.173345	-0.3093302	-0.07	0.02999962	
0.1788	1	1	0.1738257	-0.3090608	-0.07	0.02999962	
0.1792	1	1	0.1743067	-0.3087901	-0.07	0.02999962	
0.1796	1	1	0.1747882	-0.3085182	-0.07	0.0299997	
0.18	1	1	0.1752699	-0.3082452	-0.07	0.0299997	
0.1804	1	1	0.175752	-0.3079709	-0.07	0.0299997	
0.1808	1	1	0.1762345	-0.3076955	-0.07	0.0299997	
0.1812	1	1	0.1767172	-0.3074188	-0.07	0.0299997	
0.1816	1	1	0.1772003	-0.307141	-0.07	0.02999976	
0.182	1	1	0.1776837	-0.306862	-0.07	0.02999976	
0.1824	1	1	0.1781674	-0.3065817	-0.07	0.02999976	
0.1828	1	1	0.1786515	-0.3063003	-0.07	0.02999976	
0.1832	1	1	0.1791358	-0.3060177	-0.07	0.02999976	
0.1836	1	1	0.1796204	-0.3057338	-0.07	0.0299998	
0.184	1	1	0.1801054	-0.3054488	-0.07	0.0299998	
0.1844	1	1	0.1805906	-0.3051625	-0.07	0.0299998	
0.1848	1	1	0.181076	-0.304875	-0.07	0.0299998	
0.1852	1	1	0.1815618	-0.3045864	-0.07	0.0299998	
0.1856	1	1	0.1820479	-0.3042965	-0.07	0.02999984	
0.186	1	1	0.1825342	-0.3040054	-0.07	0.02999984	
0.1864	1	1	0.1830207	-0.303713	-0.07	0.02999984	
0.1868	1	1	0.1835076	-0.3034194	-0.07	0.02999984	
0.1872	1	1	0.1839946	-0.3031247	-0.07	0.02999984	
0.1876	1	1	0.184482	-0.3028286	-0.07	0.02999987	
0.188	1	1	0.1849695	-0.3025315	-0.07	0.02999987	
0.1884	1	1	0.1854573	-0.302233	-0.07	0.02999987	
0.1888	1	1	0.1859453	-0.3019333	-0.07	0.02999987	
0.1892	1	1	0.1864335	-0.3016324	-0.07	0.02999987	
0.1896	1	1	0.186922	-0.3013303	-0.07	0.0299999	
0.19	1	1	0.1874107	-0.3010269	-0.07	0.0299999	
0.1904	1	1	0.1878995	-0.3007223	-0.07	0.0299999	
0.1908	1	1	0.1883886	-0.3004164	-0.07	0.0299999	
0.1912	1	1	0.1888779	-0.3001093	-0.07	0.0299999	
0.1916	1	1	0.1893673	-0.299801	-0.07	0.02999992	
0.192	1	1	0.189857	-0.2994914	-0.07	0.02999992	
0.1924	1	1	0.1903468	-0.2991806	-0.07	0.02999992	
0.1928	1	1	0.1908368	-0.2988686	-0.07	0.02999992	
0.1932	1	1	0.191327	-0.2985553	-0.07	0.02999992	
0.1936	1	1	0.1918173	-0.2982408	-0.07	0.02999993	
0.194	1	1	0.1923078	-0.297925	-0.07	0.02999993	
0.1944	1	1	0.1927984	-0.297608	-0.07	0.02999993	
0.1948	1	1	0.1932892	-0.2972897	-0.07	0.02999993	
0.1952	1	1	0.1937801	-0.2969702	-0.07	0.02999993	
0.1956	1	1	0.1942712	-0.2966494	-0.07	0.02999995	
0.196	1	1	0.1947624	-0.2963274	-0.07	0.02999995	
0.1964	1	1	0.1952537	-0.2960041	-0.07	0.02999995	
0.1968	1	1	0.1957452	-0.2956796	-0.07	0.02999995	
0.1972	1	1	0.1962367	-0.2953538	-0.07	0.02999995	
0.1976	1	1	0.1967284	-0.2950267	-0.07	0.02999996	
0.198	1	1	0.1972201	-0.2946984	-0.07	0.02999996	
0.1984	1	1	0.197712	-0.2943689	-0.07	0.02999996	
0.1988	1	1	0.198204	-0.2940381	-0.07	0.02999996	
0.1992	1	1	0.198696	-0.293706	-0.07	0.02999996	
0.1996	1	1	0.1991882	-0.2933727	-0.07	0.02999996	
0.2	1	1	0.1996804	-0.2930381	-0.07	0.02999996	
0.2004	1	1	0.2001726	-0.2927022	-0.07	0.02999996	
0.2008	1	1	0.200665	-0.2923651	-0.07	0.02999996	
0.2012	1	1	0.2011574	-0.2920267	-0.07	0.02999996	
0.2016	1	1	0.2016498	-0.2916871	-0.07	0.02999997	
0.202	1	1	0.2021423	-0.2913462	-0.07	0.02999997	
0.2024	1	1	0.2026349	-0.2910039	-0.07	0.02999997	
0.2028	1	1	0.2031274	-0.2906605	-0.07	0.02999997	
0.2032	1	1	0.20362	-0.2903158	-0.07	0.02999997	
0.2036	1	1	0.2041127	-0.2899698	-0.07	0.02999998	
0.204	1	1	0.2046053	-0.2896225	-0.07	0.02999998	
0.2044	0	1	0.205098	-0.289274	-0.07	0.02999998	
0.2048	0	1	0.2055907	-0.2889242	-0.07	0.02999998	
0.2052	0	1	0.2060834	-0.2885731	-0.07	0.02999998	
0.2056	0	1	0.206576	-0.2882208	-0.07	0.02999998	
0.206	0	1	0.2070687	-0.2878672	-0.07	0.02999998	
0.2064	0	1	0.2075614	-0.2875123	-0.07	0.02999998	
0.2068	0	1	0.208054	-0.2871561	-0.07	0.02999998	
0.2072	0	1	0.2085467	-0.2867987	-0.07	0.02999998	
0.2076	0	1	0.2090392	-0.28644	-0.07	0.009999983	
0.208	0	1	0.2095318	-0.28608	-0.07	0.009999983	
0.2084	0	1	0.2100243	-0.2857187	-0.07	0.009999983	
0.2088	0	1	0.2105167	-0.2853561	-0.07	0.009999983	
0.2092	0	1	0.2110092	-0.2849923	-0.07	0.009999983	
0.2096	0	1	0.2115015	-0.2846272	-0.07	-0.006000012	
0.21	0	1	0.2119938	-0.2842608	-0.07	-0.006000012	
0.2104	0	1	0.212486	-0.2838932	-0.07	-0.006000012	
0.2108	0	1	0.2129782	-0.2835242	-0.07	-0.006000012	
0.2112	0	1	0.2134702	-0.283154	-0.07	-0.006000012	
0.2116	0	1	0.2139622	-0.2827825	-0.07	-0.01880001	
0.212	0	1	0.2144541	-0.2824097	-0.07	-0.01880001	
0.2124	0	1	0.2149458	-0.2820356	-0.07	-0.01880001	
0.2128	0	1	0.2154375	-0.2816603	-0.07	-0.01880001	
0.2132	0	1	0.2159291	-0.2812836	-0.07	-0.01880001	
0.2136	0	1	0.2164205	-0.2809057	-0.07	-0.02904001	
0.214	0	1	0.2169119	-0.2805265	-0.07	-0.02904001	
0.2144	0	1	0.2174031	-0.280146	-0.07	-0.02904001	
0.2148	0	1	0.2178942	-0.2797643	-0.07	-0.02904001	
0.2152	0	1	0.2183851	-0.2793812	-0.07	-0.02904001	
0.2156	0	1	0.2188759	-0.2789969	-0.07	-0.037232	
0.216	0	1	0.2193665	-0.2786113	-0.07	-0.037232	
0.2164	0	1	0.219857	-0.2782244	-0.07	-0.037232	
0.2168	0	1	0.2203473	-0.2778362	-0.07	-0.037232	
0.2172	0	1	0.2208374	-0.2774467	-0.07	-0.037232	
0.2176	0	1	0.2213274	-0.277056	-0.07	-0.0437856	
0.218	0	1	0.2218172	-0.276664	-0.07	-0.0437856	
0.2184	0	1	0.2223068	-0.2762707	-0.07	-0.0437856	
0.2188	0	1	0.2227962	-0.2758761	-0.07	-0.0437856	
0.2192	0	1	0.2232854	-0.2754802	-0.07	-0.0437856	
0.2196	0	1	0.2237745	-0.2750831	-0.07	-0.04902848	
0.22	0	1	0.2242633	-0.2746846	-0.07	-0.04902848	
0.2204	0	1	0.2247519	-0.2742849	-0.07	-0.04902848	
0.2208	0	1	0.2252403	-0.2738839	-0.07	-0.04902848	
0.2212	0	1	0.2257284	-0.2734816	-0.07	-0.04902848	
0.2216	0	1	0.2262163	-0.273078	-0.07	-0.05322279	
0.222	0	1	0.226704	-0.2726732	-0.07	-0.05322279	
0.2224	0	1	0.2271915	-0.2722671	-0.07	-0.05322279	
0.2228	0	1	0.2276787	-0.2718596	-0.07	-0.05322279	
0.2232	0	1	0.2281657	-0.271451	-0.07	-0.05322279	
0.2236	0	1	0.2286524	-0.271041	-0.07	-0.05657823	
0.224	0	1	0.2291388	-0.2706297	-0.07	-0.05657823	
0.2244	0	1	0.229625	-0.2702172	-0.07	-0.05657823	
0.2248	0	1	0.2301109	-0.2698034	-0.07	-0.05657823	
0.2252	0	1	0.2305965	-0.2693883	-0.07	-0.05657823	
0.2256	0	1	0.2310818	-0.268972	-0.07	-0.05926258	
0.226	0	1	0.2315669	-0.2685543	-0.07	-0.05926258	
0.2264	0	1	0.2320516	-0.2681354	-0.07	-0.05926258	
0.2268	0	1	0.232536	-0.2677152	-0.07	-0.05926258	
0.2272	0	1	0.2330202	-0.2672938	-0.07	-0.05926258	
0.2276	0	1	0.233504	-0.266871	-0.07	-0.06141007	
0.228	0	1	0.2339875	-0.266447	-0.07	-0.06141007	
0.2284	0	1	0.2344706	-0.2660217	-0.07	-0.06141007	
0.2288	0	1	0.2349534	-0.2655951	-0.07	-0.06141007	
0.2292	0	1	0.2354359	-0.2651673	-0.07	-0.06141007	
0.2296	0	1	0.2359181	-0.2647382	-0.07	-0.06312805	
0.23	0	1	0.2363999	-0.2643078	-0.07	-0.06312805	
0.2304	0	1	0.2368813	-0.2638761	-0.07	-0.06312805	
0.2308	0	1	0.2373625	-0.2634432	-0.07	-0.06312805	
0.2312	0	1	0.2378432	-0.263009	-0.07	-0.06312805	
0.2316	0	1	0.2383235	-0.2625736	-0.07	-0.06450244	
0.232	0	1	0.2388035	-0.2621368	-0.07	-0.06450244	
0.2324	0	1	0.2392831	-0.2616989	-0.07	-0.06450244	
0.2328	0	1	0.2397623	-0.2612596	-0.07	-0.06450244	
0.2332	0	1	0.2402411	-0.2608191	-0.07	-0.06450244	
0.2336	0	1	0.2407195	-0.2603773	-0.07	-0.06560195	
0.234	0	1	0.2411975	-0.2599343	-0.07	-0.06560195	
0.2344	0	1	0.2416751	-0.25949	-0.07	-0.06560195	
0.2348	0	1	0.2421523	-0.2590444	-0.07	-0.06560195	
0.2352	0	1	0.242629	-0.2585976	-0.07	-0.06560195	
0.2356	0	1	0.2431054	-0.2581495	-0.07	-0.06648156	
0.236	0	1	0.2435813	-0.2577002	-0.07	-0.06648156	
0.2364	0	1	0.2440567	-0.2572496	-0.07	-0.06648156	
0.2368	0	1	0.2445317	-0.2567977	-0.07	-0.06648156	
0.2372	0	1	0.2450063	-0.2563446	-0.07	-0.06648156	
0.2376	0	1	0.2454804	-0.2558903	-0.07	-0.06718525	
0.238	0	1	0.245954	-0.2554347	-0.07	-0.06718525	
0.2384	0	1	0.2464272	-0.2549778	-0.07	-0.06718525	
0.2388	0	1	0.2468999	-0.2545197	-0.07	-0.06718525	
0.2392	0	1	0.2473721	-0.2540604	-0.07	-0.06718525	
0.2396	0	1	0.2478438	-0.2535998	-0.07	-0.0677482	
0.24	0	0	0.2483151	-0.2531379	-0.07	-0.0677482	
0.2404	0	0	0.2487859	-0.2526749	-0.07	-0.0677482	
0.2408	0	0	0.2492561	-0.2522106	-0.07	-0.0677482	
0.2412	0	0	0.2497258	-0.251745	-0.07	-0.0677482	
0.2416	0	0	0.2501951	-0.2512782	-0.07	-0.06819856	
0.242	0	0	0.2506638	-0.2508102	-0.07	-0.06819856	
0.2424	0	0	0.251132	-0.2503409	-0.07	-0.06819856	
0.2428	0	0	0.2515997	-0.2498704	-0.07	-0.06819856	
0.2432	0	0	0.2520668	-0.2493987	-0.07	-0.06819856	
0.2436	0	0	0.2525334	-0.2489257	-0.07	-0.06855885	
0.244	0	0	0.2529995	-0.2484515	-0.07	-0.06855885	
0.2444	0	0	0.253465	-0.2479761	-0.07	-0.06855885	
0.2448	0	0	0.2539299	-0.2474994	-0.07	-0.06855885	
0.2452	0	0	0.2543943	-0.2470215	-0.07	-0.06855885	
0.2456	0	0	0.2548581	-0.2465424	-0.07	-0.06884708	
0.246	0	0	0.2553213	-0.2460621	-0.07	-0.06884708	
0.2464	0	0	0.255784	-0.2455806	-0.07	-0.06884708	
0.2468	0	0	0.2562461	-0.2450978	-0.07	-0.06884708	
0.2472	0	0	0.2567076	-0.2446139	-0.07	-0.06884708	
0.2476	0	0	0.2571685	-0.2441287	-0.07	-0.06907766	
0.248	0	0	0.2576288	-0.2436423	-0.07	-0.06907766	
0.2484	0	0	0.2580884	-0.2431547	-0.07	-0.06907766	
0.2488	0	0	0.2585475	-0.2426659	-0.07	-0.06907766	
0.2492	0	0	0.2590059	-0.2421758	-0.07	-0.06907766	
0.2496	0	0	0.2594638	-0.2416846	-0.07	-0.06926213	
0.25	0	0	0.259921	-0.2411921	-0.07	-0.06926213	
0.2504	0	0	0.2603776	-0.2406985	-0.07	-0.06926213	
0.2508	0	0	0.2608335	-0.2402037	-0.07	-0.06926213	
0.2512	0	0	0.2612888	-0.2397076	-0.07	-0.06926213	
0.2516	0	0	0.2617435	-0.2392104	-0.07	-0.06940971	
0.252	0	0	0.2621975	-0.238712	-0.07	-0.06940971	
0.2524	0	0	0.2626508	-0.2382123	-0.07	-0.06940971	
0.2528	0	0	0.2631035	-0.2377116	-0.07	-0.06940971	
0.2532	0	0	0.2635555	-0.2372096	-0.07	-0.06940971	
0.2536	0	0	0.2640068	-0.2367064	-0.07	-0.06952776	
0.254	0	0	0.2644574	-0.236202	-0.07	-0.06952776	
0.2544	0	0	0.2649074	-0.2356965	-0.07	-0.06952776	
0.2548	0	0	0.2653567	-0.2351898	-0.07	-0.06952776	
0.2552	0	0	0.2658052	-0.2346819	-0.07	-0.06952776	
0.2556	0	0	0.2662531	-0.2341729	-0.07	-0.06962221	
0.256	0	0	0.2667003	-0.2336627	-0.07	-0.06962221	
0.2564	0	0	0.2671467	-0.2331513	-0.07	-0.06962221	
0.2568	0	0	0.2675925	-0.2326388	-0.07	-0.06962221	
0.2572	0	0	0.2680375	-0.232125	-0.07	-0.06962221	
0.2576	0	0	0.2684818	-0.2316102	-0.07	-0.06969777	
0.258	0	0	0.2689254	-0.2310942	-0.07	-0.06969777	
0.2584	0	0	0.2693682	-0.230577	-0.07	-0.06969777	
0.2588	0	0	0.2698103	-0.2300587	-0.07	-0.06969777	
0.2592	0	0	0.2702517	-0.2295392	-0.07	-0.06969777	
0.2596	0	0	0.2706922	-0.2290186	-0.07	-0.06975821	
0.26	0	0	0.2711321	-0.2284968	-0.07	-0.06975821	
0.2604	0	0	0.2715711	-0.2279739	-0.07	-0.06975821	
0.2608	0	0	0.2720094	-0.2274498	-0.07	-0.06975821	
0.2612	0	0	0.272447	-0.2269247	-0.07	-0.06975821	
0.2616	0	0	0.2728837	-0.2263983	-0.07	-0.06980658	
0.262	0	0	0.2733197	-0.2258709	-0.07	-0.06980658	
0.2624	0	0	0.2737548	-0.2253423	-0.07	-0.06980658	
0.2628	0	0	0.2741892	-0.2248126	-0.07	-0.06980658	
0.2632	0	0	0.2746228	-0.2242817	-0.07	-0.06980658	
0.2636	0	0	0.2750556	-0.2237498	-0.07	-0.06984526	
0.264	0	0	0.2754876	-0.2232167	-0.07	-0.06984526	
0.2644	0	0	0.2759187	-0.2226825	-0.07	-0.06984526	
0.2648	0	0	0.2763491	-0.2221472	-0.07	-0.06984526	
0.2652	0	0	0.2767785	-0.2216108	-0.07	-0.06984526	
0.2656	0	0	0.2772073	-0.2210733	-0.07	-0.06987621	
0.266	0	0	0.2776351	-0.2205346	-0.07	-0.06987621	
0.2664	0	0	0.2780622	-0.2199949	-0.07	-0.06987621	
0.2668	0	0	0.2784883	-0.2194541	-0.07	-0.06987621	
0.2672	0	0	0.2789137	-0.2189122	-0.07	-0.06987621	
0.2676	0	0	0.2793381	-0.2183692	-0.07	-0.06990097	
0.268	0	0	0.2797618	-0.2178251	-0.07	-0.06990097	
0.2684	0	0	0.2801845	-0.2172799	-0.07	-0.06990097	
0.2688	0	0	0.2806064	-0.2167336	-0.07	-0.06990097	
0.2692	0	0	0.2810274	-0.2161863	-0.07	-0.06990097	
0.2696	0	0	0.2814476	-0.2156378	-0.07	-0.06992077	
0.27	0	0	0.2818668	-0.2150884	-0.07	-0.06992077	
0.2704	0	0	0.2822852	-0.2145378	-0.07	-0.06992077	
0.2708	0	0	0.2827027	-0.2139862	-0.07	-0.06992077	
0.2712	0	0	0.2831193	-0.2134335	-0.07	-0.06992077	
0.2716	0	0	0.283535	-0.2128797	-0.07	-0.06993662	
0.272	0	0	0.2839497	-0.2123249	-0.07	-0.06993662	
0.2724	0	0	0.2843636	-0.2117691	-0.07	-0.06993662	
0.2728	0	0	0.2847766	-0.2112121	-0.07	-0.06993662	
0.2732	0	0	0.2851886	-0.2106542	-0.07	-0.06993662	
0.2736	0	0	0.2855998	-0.2100952	-0.07	-0.06994929	
0.274	0	0	0.2860099	-0.2095351	-0.07	-0.06994929	
0.2744	0	0	0.2864192	-0.208974	-0.07	-0.06994929	
0.2748	0	0	0.2868275	-0.2084119	-0.07	-0.06994929	
0.2752	0	0	0.2872349	-0.2078488	-0.07	-0.06994929	
0.2756	0	0	0.2876413	-0.2072846	-0.07	-0.06995943	
0.276	0	0	0.2880468	-0.2067194	-0.07	-0.06995943	
0.2764	0	0	0.2884513	-0.2061532	-0.07	-0.06995943	
0.2768	0	0	0.2888549	-0.205586	-0.07	-0.06995943	
0.2772	0	0	0.2892575	-0.2050177	-0.07	-0.06995943	
0.2776	0	0	0.2896591	-0.2044485	-0.07	-0.06996755	
0.278	0	0	0.2900598	-0.2038782	-0.07	-0.06996755	
0.2784	0	0	0.2904594	-0.2033069	-0.07	-0.06996755	
0.2788	0	0	0.2908581	-0.2027347	-0.07	-0.06996755	
0.2792	0	0	0.2912558	-0.2021614	-0.07	-0.06996755	
0.2796	0	0	0.2916525	-0.2015872	-0.07	-0.06997404	
0.28	0	0	0.2920483	-0.2010119	-0.07	-0.06997404	
0.2804	0	0	0.292443	-0.2004357	-0.07	-0.06997404	
0.2808	0	0	0.2928367	-0.1998585	-0.07	-0.06997404	
0.2812	0	0	0.2932294	-0.1992804	-0.07	-0.06997404	
0.2816	0	0	0.2936211	-0.1987012	-0.07	-0.06997923	
0.282	0	0	0.2940118	-0.1981211	-0.07	-0.06997923	
0.2824	0	0	0.2944015	-0.19754	-0.07	-0.06997923	
0.2828	0	0	0.2947901	-0.196958	-0.07	-0.06997923	
0.2832	0	0	0.2951777	-0.196375	-0.07	-0.06997923	
0.2836	0	0	0.2955642	-0.1957911	-0.07	-0.06998339	
0.284	0	0	0.2959498	-0.1952062	-0.07	-0.06998339	
0.2844	0	0	0.2963342	-0.1946204	-0.07	-0.06998339	
0.2848	0	0	0.2967177	-0.1940336	-0.07	-0.06998339	
0.2852	0	0	0.2971	-0.1934459	-0.07	-0.06998339	
0.2856	0	0	0.2974814	-0.1928572	-0.07	-0.06998671	
0.286	0	0	0.2978617	-0.1922676	-0.07	-0.06998671	
0.2864	0	0	0.2982409	-0.1916771	-0.07	-0.06998671	
0.2868	0	0	0.298619	-0.1910857	-0.07	-0.06998671	
0.2872	0	0	0.2989961	-0.1904934	-0.07	-0.06998671	
0.2876	0	0	0.2993721	-0.1899001	-0.07	-0.06998937	
0.288	0	0	0.299747	-0.189306	-0.07	-0.06998937	
0.2884	0	0	0.3001209	-0.1887109	-0.07	-0.06998937	
0.2888	0	0	0.3004936	-0.1881149	-0.07	-0.06998937	
0.2892	0	0	0.3008653	-0.1875181	-0.07	-0.06998937	
0.2896	0	0	0.3012359	-0.1869203	-0.07	-0.06999149	
0.29	0	0	0.3016053	-0.1863217	-0.07	-0.06999149	
0.2904	0	0	0.3019737	-0.1857222	-0.07	-0.06999149	
0.2908	0	0	0.302341	-0.1851218	-0.07	-0.06999149	
0.2912	0	0	0.3027071	-0.1845205	-0.07	-0.06999149	
0.2916	0	0	0.3030722	-0.1839183	-0.07	-0.0699932	
0.292	0	0	0.3034361	-0.1833153	-0.07	-0.0699932	
0.2924	0	0	0.3037989	-0.1827114	-0.07	-0.0699932	
0.2928	0	0	0.3041606	-0.1821067	-0.07	-0.0699932	
0.2932	0	0	0.3045212	-0.1815011	-0.07	-0.0699932	
0.2936	0	0	0.3048806	-0.1808947	-0.07	-0.06999455	
0.294	0	0	0.3052389	-0.1802874	-0.07	-0.06999455	
0.2944	0	0	0.305596	-0.1796792	-0.07	-0.06999455	
0.2948	0	0	0.305952	-0.1790703	-0.07	-0.06999455	
0.2952	0	0	0.3063068	-0.1784605	-0.07	-0.06999455	
0.2956	0	0	0.3066606	-0.1778498	-0.07	-0.06999564	
0.296	0	0	0.3070131	-0.1772384	-0.07	-0.06999564	
0.2964	0	0	0.3073646	-0.1766261	-0.07	-0.06999564	
0.2968	0	0	0.3077148	-0.176013	-0.07	-0.06999564	
0.2972	0	0	0.3080638	-0.1753992	-0.07	-0.06999564	
0.2976	0	0	0.3084118	-0.1747845	-0.07	-0.06999651	
0.298	0	0	0.3087585	-0.174169	-0.07	-0.06999651	
0.2984	0	0	0.3091041	-0.1735527	-0.07	-0.06999651	
0.2988	0	0	0.3094485	-0.1729356	-0.07	-0.06999651	
0.2992	0	0	0.3097917	-0.1723177	-0.07	-0.06999651	
0.2996	0	0	0.3101337	-0.1716991	-0.07	-0.06999721	
0.3	0	0	0.3104745	-0.1710797	-0.07	-0.06999721	
0.3004	0	0	0.3108141	-0.1704595	-0.07	-0.06999721	
0.3008	0	0	0.3111526	-0.1698385	-0.07	-0.06999721	
0.3012	0	0	0.3114899	-0.1692168	-0.07	-0.06999721	
0.3016	0	0	0.3118259	-0.1685943	-0.07	-0.06999777	
0.302	0	0	0.3121607	-0.1679711	-0.07	-0.06999777	
0.3024	0	0	0.3124944	-0.1673471	-0.07	-0.06999777	
0.3028	0	0	0.3128268	-0.1667224	-0.07	-0.06999777	
0.3032	0	0	0.313158	-0.1660969	-0.07	-0.06999777	
0.3036	0	0	0.313488	-0.1654707	-0.07	-0.06999822	
0.304	0	0	0.3138168	-0.1648438	-0.07	-0.06999822	
0.3044	0	0	0.3141443	-0.1642161	-0.07	-0.06999822	
0.3048	0	0	0.3144707	-0.1635877	-0.07	-0.06999822	
0.3052	0	0	0.3147958	-0.1629586	-0.07	-0.06999822	
0.3056	0	0	0.3151197	-0.1623288	-0.07	-0.06999857	
0.306	0	0	0.3154423	-0.1616983	-0.07	-0.06999857	
0.3064	0	0	0.3157637	-0.1610671	-0.07	-0.06999857	
0.3068	0	0	0.3160839	-0.1604351	-0.07	-0.06999857	
0.3072	0	0	0.3164028	-0.1598025	-0.07	-0.06999857	
0.3076	0	0	0.3167205	-0.1591692	-0.07	-0.06999886	
0.308	0	0	0.3170369	-0.1585353	-0.07	-0.06999886	
0.3084	0	0	0.317352	-0.1579006	-0.07	-0.06999886	
0.3088	0	0	0.3176659	-0.1572653	-0.07	-0.06999886	
0.3092	0	0	0.3179786	-0.1566293	-0.07	-0.06999886	
0.3096	0	0	0.31829	-0.1559927	-0.07	-0.06999908	
0.31	0	0	0.3186001	-0.1553554	-0.07	-0.06999908	
0.3104	0	0	0.318909	-0.1547174	-0.07	-0.06999908	
0.3108	0	0	0.3192166	-0.1540788	-0.07	-0.06999908	
0.3112	0	0	0.3195229	-0.1534396	-0.07	-0.06999908	
0.3116	0	0	0.319828	-0.1527997	-0.07	-0.06999927	
0.312	0	0	0.3201318	-0.1521592	-0.07	-0.06999927	
0.3124	0	0	0.3204343	-0.1515181	-0.07	-0.06999927	
0.3128	0	0	0.3207355	-0.1508763	-0.07	-0.06999927	
0.3132	0	0	0.3210354	-0.150234	-0.07	-0.06999927	
0.3136	0	0	0.3213341	-0.149591	-0.07	-0.06999942	
0.314	0	0	0.3216314	-0.1489474	-0.07	-0.06999942	
0.3144	0	0	0.3219275	-0.1483033	-0.07	-0.06999942	
0.3148	0	0	0.3222223	-0.1476585	-0.07	-0.06999942	
0.3152	0	0	0.3225158	-0.1470131	-0.07	-0.06999942	
0.3156	0	0	0.3228079	-0.1463672	-0.07	-0.06999953	
0.316	0	0	0.3230988	-0.1457206	-0.07	-0.06999953	
0.3164	0	0	0.3233884	-0.1450736	-0.07	-0.06999953	
0.3168	0	0	0.3236767	-0.1444259	-0.07	-0.06999953	
0.3172	0	0	0.3239636	-0.1437777	-0.07	-0.06999953	
0.3176	0	0	0.3242493	-0.1431289	-0.07	-0.06999963	
0.318	0	0	0.3245337	-0.1424795	-0.07	-0.06999963	
0.3184	0	0	0.3248167	-0.1418296	-0.07	-0.06999963	
0.3188	0	0	0.3250984	-0.1411792	-0.07	-0.06999963	
0.3192	0	0	0.3253788	-0.1405282	-0.07	-0.06999963	
0.3196	0	0	0.3256579	-0.1398767	-0.07	-0.0699997	
0.32	0	0	0.3259357	-0.1392247	-0.07	-0.0699997	
0.3204	0	0	0.326212	-0.1385721	-0.07	-0.0699997	
0.3208	0	0	0.3264872	-0.1379191	-0.07	-0.0699997	
0.3212	0	0	0.326761	-0.1372655	-0.07	-0.0699997	
0.3216	0	0	0.3270334	-0.1366114	-0.07	-0.06999976	
0.322	0	0	0.3273045	-0.1359568	-0.07	-0.06999976	
0.3224	0	0	0.3275743	-0.1353017	-0.07	-0.06999976	
0.3228	0	0	0.3278427	-0.1346461	-0.07	-0.06999976	
0.3232	0	0	0.3281099	-0.1339901	-0.07	-0.06999976	
0.3236	0	0	0.3283756	-0.1333335	-0.07	-0.06999981	
0.324	0	0	0.3286401	-0.1326765	-0.07	-0.06999981	
0.3244	0	0	0.3289032	-0.132019	-0.07	-0.06999981	
0.3248	0	0	0.3291649	-0.1313611	-0.07	-0.06999981	
0.3252	0	0	0.3294253	-0.1307027	-0.07	-0.06999981	
0.3256	0	0	0.3296843	-0.1300439	-0.07	-0.06999984	
0.326	0	0	0.329942	-0.1293846	-0.07	-0.06999984	
0.3264	0	0	0.3301984	-0.1287249	-0.07	-0.06999984	
0.3268	0	0	0.3304534	-0.1280647	-0.07	-0.06999984	
0.3272	0	0	0.330707	-0.1274041	-0.07	-0.06999984	
0.3276	0	0	0.3309593	-0.1267431	-0.07	-0.06999988	
0.328	0	0	0.3312102	-0.1260816	-0.07	-0.06999988	
0.3284	0	0	0.3314598	-0.1254198	-0.07	-0.06999988	
0.3288	0	0	0.331708	-0.1247575	-0.07	-0.06999988	
0.3292	0	0	0.3319548	-0.1240949	-0.07	-0.06999988	
