Time	BoxContact	BoxSensor	BoxSensorX	BoxSensorY	CylinderContact	CylinderSensor	CylinderSensorX	CylinderSensorY	
0.1012	-0.07	0	-0.007101373	-0.3534815	0.03499527	1	0.09215766	-0.3413306	
0.1016	-0.07	0	-0.006763077	-0.3534881	0.03399621	1	0.09248429	-0.3412423	
0.102	-0.07	0	-0.00642354	-0.3534944	0.03399621	1	0.09281202	-0.3411532	
0.1024	-0.07	0	-0.006082763	-0.3535005	0.03399621	1	0.09314085	-0.3410636	
0.1028	-0.07	0	-0.005740749	-0.3535062	0.03399621	1	0.09347078	-0.3409733	
0.1032	-0.07	0	-0.005397499	-0.3535116	0.03399621	1	0.09380182	-0.3408824	
0.1036	-0.07	0	-0.005053014	-0.3535167	0.03319697	1	0.09413395	-0.3407908	
0.104	-0.07	0	-0.004707297	-0.3535214	0.03319697	1	0.09446718	-0.3406986	
0.1044	-0.07	0	-0.004360348	-0.3535258	0.03319697	1	0.09480149	-0.3406057	
0.1048	-0.07	0	-0.00401217	-0.35353	0.03319697	1	0.0951369	-0.3405122	
0.1052	-0.07	0	-0.003662764	-0.3535338	0.03319697	1	0.09547339	-0.340418	
0.1056	-0.07	0	-0.003312132	-0.3535372	0.03255758	1	0.09581096	-0.3403231	
0.106	-0.07	0	-0.002960276	-0.3535403	0.03255758	1	0.09614962	-0.3402276	
0.1064	-0.07	0	-0.002607198	-0.3535431	0.03255758	1	0.09648935	-0.3401314	
0.1068	-0.07	0	-0.002252899	-0.3535455	0.03255758	1	0.09683016	-0.3400345	
0.1072	-0.07	0	-0.001897381	-0.3535476	0.03255758	1	0.09717204	-0.339937	
0.1076	-0.07	0	-0.001540646	-0.3535493	0.03204606	1	0.09751499	-0.3398387	
0.108	-0.07	0	-0.001182695	-0.3535507	0.03204606	1	0.09785902	-0.3397398	
0.1084	-0.07	0	-0.0008235315	-0.3535517	0.03204606	1	0.0982041	-0.3396402	
0.1088	-0.07	0	-0.0004631559	-0.3535524	0.03204606	1	0.09855024	-0.33954	
0.1092	-0.07	0	-0.0001015703	-0.3535527	0.03204606	1	0.09889744	-0.339439	
0.1096	-0.07	0	0.0002612232	-0.3535526	0.03163685	1	0.0992457	-0.3393373	
0.11	-0.07	0	0.0006252229	-0.3535521	0.03163685	1	0.09959501	-0.3392349	
0.1104	-0.07	0	0.0009904269	-0.3535513	0.03163685	1	0.09994537	-0.3391319	
0.1108	-0.07	0	0.001356833	-0.35355	0.03163685	1	0.1002968	-0.3390281	
0.1112	-0.07	0	0.00172444	-0.3535484	0.03163685	1	0.1006492	-0.3389237	
0.1116	-0.07	0	0.002093246	-0.3535464	0.03130948	1	0.1010027	-0.3388185	
0.112	-0.07	0	0.002463248	-0.3535441	0.03130948	1	0.1013573	-0.3387126	
0.1124	-0.07	0	0.002834444	-0.3535413	0.03130948	1	0.1017128	-0.338606	
0.1128	-0.07	0	0.003206834	-0.3535381	0.03130948	1	0.1020694	-0.3384986	
0.1132	-0.07	0	0.003580414	-0.3535345	0.03130948	1	0.1024271	-0.3383906	
0.1136	-0.07	0	0.003955184	-0.3535305	0.03104758	1	0.1027857	-0.3382818	
0.114	-0.07	0	0.004331139	-0.3535261	0.03104758	1	0.1031454	-0.3381723	
0.1144	-0.07	0	0.00470828	-0.3535212	0.03104758	1	0.1035061	-0.338062	
0.1148	-0.07	0	0.005086604	-0.353516	0.03104758	1	0.1038679	-0.3379511	
0.1152	-0.07	0	0.005466109	-0.3535103	0.03104758	1	0.1042306	-0.3378394	
