Time	CylinderSensor	BoxSensor	BoxSensorX	CylinderSensorX	CylinderSensorY	BoxSensorY	
0.0148	0	0	-0.05746753	0.0454816	-0.3511349	-0.5496334	
0.0152	0	0	-0.05769553	0.04533299	-0.351166	-0.5496233	
0.0156	0	0	-0.05792386	0.04518403	-0.3511969	-0.5496129	
0.016	0	0	-0.0581525	0.04503476	-0.3512275	-0.5496023	
0.0164	0	0	-0.05838139	0.04488521	-0.3512579	-0.5495915	
0.0168	0	0	-0.05861051	0.04473541	-0.3512881	-0.5495803	
0.0172	0	0	-0.05883984	0.0445854	-0.3513179	-0.5495688	
0.0176	0	0	-0.05906932	0.04443521	-0.3513476	-0.5495571	
0.018	0	0	-0.05929894	0.04428486	-0.351377	-0.5495451	
0.0184	0	0	-0.05952868	0.04413439	-0.3514061	-0.5495328	
0.0188	0	0	-0.0597585	0.04398381	-0.351435	-0.5495202	
0.0192	0	0	-0.05998839	0.04383315	-0.3514636	-0.5495073	
0.0196	0	0	-0.06021832	0.04368243	-0.351492	-0.5494941	
0.02	0	0	-0.06044828	0.04353167	-0.35152	-0.5494806	
0.0204	0	0	-0.06067824	0.04338088	-0.3515479	-0.5494668	
0.0208	0	0	-0.0609082	0.04323008	-0.3515754	-0.5494527	
0.0212	0	0	-0.06113813	0.0430793	-0.3516027	-0.5494384	
0.0216	0	0	-0.06136802	0.04292854	-0.3516297	-0.5494237	
0.022	0	0	-0.06159786	0.04277781	-0.3516565	-0.5494087	
0.0224	0	0	-0.06182764	0.04262714	-0.351683	-0.5493934	
0.0228	0	0	-0.06205733	0.04247651	-0.3517092	-0.5493779	
0.0232	0	0	-0.06228695	0.04232597	-0.3517352	-0.5493621	
0.0236	0	0	-0.06251647	0.04217549	-0.3517609	-0.5493459	
0.024	0	0	-0.06274588	0.0420251	-0.3517863	-0.5493295	
0.0244	0	0	-0.06297518	0.04187481	-0.3518116	-0.5493128	
0.0248	0	0	-0.06320436	0.04172463	-0.3518365	-0.5492958	
0.0252	0	0	-0.06343342	0.04157455	-0.3518613	-0.5492786	
0.0256	0	0	-0.06366235	0.04142458	-0.3518857	-0.549261	
0.026	0	0	-0.06389115	0.04127473	-0.35191	-0.5492432	
0.0264	0	0	-0.06411981	0.041125	-0.3519339	-0.549225	
0.0268	0	0	-0.06434832	0.0409754	-0.3519576	-0.5492067	
0.0272	0	0	-0.06457668	0.04082593	-0.3519812	-0.5491881	
0.0276	0	0	-0.06480489	0.04067659	-0.3520044	-0.5491692	
0.028	0	0	-0.06503295	0.04052739	-0.3520275	-0.54915	
0.0284	0	0	-0.06526086	0.04037833	-0.3520503	-0.5491306	
0.0288	0	0	-0.06548861	0.04022941	-0.3520729	-0.5491109	
0.0292	0	0	-0.06571621	0.04008063	-0.3520952	-0.549091	
0.0296	0	0	-0.06594364	0.03993198	-0.3521174	-0.5490708	
0.03	0	0	-0.06617091	0.03978349	-0.3521393	-0.5490503	
0.0304	0	0	-0.06639802	0.03963513	-0.352161	-0.5490297	
0.0308	0	0	-0.06662498	0.03948693	-0.3521826	-0.5490088	
0.0312	0	0	-0.06685176	0.03933886	-0.3522039	-0.5489876	
0.0316	0	0	-0.0670784	0.03919094	-0.352225	-0.5489662	
0.032	0	0	-0.06730487	0.03904316	-0.3522459	-0.5489447	
0.0324	0	0	-0.06753118	0.03889553	-0.3522666	-0.5489228	
0.0328	0	0	-0.06775733	0.03874803	-0.3522871	-0.5489008	
0.0332	0	0	-0.06798332	0.03860068	-0.3523074	-0.5488785	
0.0336	0	0	-0.06820916	0.03845346	-0.3523276	-0.548856	
0.034	0	0	-0.06843485	0.03830639	-0.3523475	-0.5488333	
0.0344	0	0	-0.06866037	0.03815946	-0.3523673	-0.5488103	
0.0348	0	0	-0.06888574	0.03801265	-0.3523868	-0.5487871	
0.0352	0	0	-0.06911097	0.03786599	-0.3524063	-0.5487638	
0.0356	0	0	-0.06933604	0.03771945	-0.3524255	-0.5487402	
0.036	0	0	-0.06956097	0.03757305	-0.3524445	-0.5487165	
0.0364	0	0	-0.06978574	0.03742678	-0.3524635	-0.5486925	
0.0368	0	0	-0.07001038	0.03728063	-0.3524822	-0.5486683	
0.0372	0	0	-0.07023486	0.03713461	-0.3525007	-0.5486439	
0.0376	0	0	-0.07045922	0.03698872	-0.3525191	-0.5486194	
0.038	0	0	-0.07068343	0.03684294	-0.3525374	-0.5485947	
0.0384	0	0	-0.07090751	0.03669728	-0.3525554	-0.5485697	
0.0388	0	0	-0.07113145	0.03655174	-0.3525734	-0.5485446	
0.0392	0	0	-0.07135526	0.03640632	-0.3525911	-0.5485193	
0.0396	0	0	-0.07157893	0.03626101	-0.3526088	-0.5484938	
0.04	0	0	-0.07180249	0.03611581	-0.3526262	-0.5484681	
0.0404	0	0	-0.07202591	0.03597073	-0.3526436	-0.5484423	
0.0408	0	0	-0.0722492	0.03582574	-0.3526607	-0.5484163	
0.0412	0	0	-0.07247239	0.03568086	-0.3526778	-0.5483901	
0.0416	0	0	-0.07269543	0.03553609	-0.3526947	-0.5483638	
0.042	0	0	-0.07291838	0.03539141	-0.3527115	-0.5483372	
0.0424	0	0	-0.0731412	0.03524684	-0.3527282	-0.5483106	
0.0428	0	0	-0.07336391	0.03510236	-0.3527447	-0.5482838	
0.0432	0	0	-0.07358651	0.03495797	-0.3527611	-0.5482567	
0.0436	0	0	-0.07380899	0.03481368	-0.3527773	-0.5482296	
0.044	0	0	-0.07403138	0.03466947	-0.3527935	-0.5482022	
0.0444	0	0	-0.07425366	0.03452536	-0.3528095	-0.5481748	
0.0448	0	0	-0.07447582	0.03438133	-0.3528254	-0.5481471	
0.0452	0	0	-0.0746979	0.03423738	-0.3528411	-0.5481194	
0.0456	0	0	-0.07491987	0.03409351	-0.3528568	-0.5480914	
0.046	0	0	-0.07514175	0.03394973	-0.3528723	-0.5480633	
0.0464	0	0	-0.07536353	0.03380602	-0.3528877	-0.5480351	
0.0468	0	0	-0.07558521	0.03366239	-0.352903	-0.5480067	
0.0472	0	0	-0.07580681	0.03351883	-0.3529182	-0.5479782	
0.0476	0	0	-0.07602831	0.03337535	-0.3529333	-0.5479496	
0.048	0	0	-0.07624973	0.03323193	-0.3529483	-0.5479208	
0.0484	0	0	-0.07647105	0.03308858	-0.3529631	-0.5478918	
0.0488	0	0	-0.07669231	0.0329453	-0.3529779	-0.5478628	
0.0492	0	0	-0.07691347	0.03280209	-0.3529925	-0.5478336	
0.0496	0	0	-0.07713454	0.03265893	-0.3530071	-0.5478042	
0.05	0	0	-0.07735556	0.03251584	-0.3530216	-0.5477747	
0.0504	0	0	-0.07757648	0.03237281	-0.3530359	-0.5477452	
0.0508	0	0	-0.07779733	0.03222983	-0.3530501	-0.5477154	
0.0512	0	0	-0.07801811	0.03208692	-0.3530643	-0.5476855	
0.0516	0	0	-0.07823881	0.03194406	-0.3530784	-0.5476555	
0.052	0	0	-0.07845944	0.03180125	-0.3530923	-0.5476254	
0.0524	0	0	-0.07868	0.03165849	-0.3531062	-0.5475951	
0.0528	0	0	-0.07890051	0.03151579	-0.3531199	-0.5475647	
0.0532	0	0	-0.07912093	0.03137313	-0.3531336	-0.5475343	
0.0536	0	0	-0.07934129	0.03123052	-0.3531472	-0.5475037	
0.054	0	0	-0.07956159	0.03108796	-0.3531607	-0.5474729	
0.0544	0	0	-0.07978183	0.03094544	-0.3531741	-0.5474421	
0.0548	0	0	-0.08000201	0.03080297	-0.3531875	-0.5474111	
0.0552	0	0	-0.08022212	0.03066053	-0.3532007	-0.54738	
0.0556	0	0	-0.08044218	0.03051814	-0.3532138	-0.5473487	
0.056	0	0	-0.08066218	0.03037579	-0.3532269	-0.5473174	
0.0564	0	0	-0.08088212	0.03023348	-0.3532399	-0.547286	
0.0568	0	0	-0.08110201	0.0300912	-0.3532527	-0.5472544	
0.0572	0	0	-0.08132184	0.02994897	-0.3532656	-0.5472228	
0.0576	0	0	-0.08154162	0.02980676	-0.3532783	-0.547191	
0.058	0	0	-0.08176135	0.02966459	-0.353291	-0.547159	
0.0584	0	0	-0.08198103	0.02952245	-0.3533035	-0.5471271	
0.0588	0	0	-0.08220066	0.02938035	-0.353316	-0.547095	
0.0592	0	0	-0.08242023	0.02923828	-0.3533284	-0.5470627	
0.0596	0	0	-0.08263977	0.02909623	-0.3533408	-0.5470304	
0.06	0	0	-0.08285926	0.02895422	-0.353353	-0.546998	
0.0604	0	0	-0.08307869	0.02881223	-0.3533652	-0.5469654	
0.0608	0	0	-0.08329809	0.02867028	-0.3533773	-0.5469327	
0.0612	0	0	-0.08351744	0.02852834	-0.3533894	-0.5468999	
0.0616	0	0	-0.08373674	0.02838643	-0.3534013	-0.5468671	
0.062	0	0	-0.08395601	0.02824455	-0.3534132	-0.5468341	
0.0624	0	0	-0.08417523	0.02810269	-0.353425	-0.546801	
0.0628	0	0	-0.08439442	0.02796085	-0.3534367	-0.5467678	
0.0632	0	0	-0.08461356	0.02781904	-0.3534484	-0.5467345	
0.0636	0	0	-0.08483266	0.02767724	-0.3534599	-0.5467011	
0.064	0	0	-0.08505172	0.02753547	-0.3534714	-0.5466676	
0.06439999	0	0	-0.08527075	0.02739372	-0.3534829	-0.546634	
0.0648	0	0	-0.08548974	0.02725199	-0.3534943	-0.5466003	
0.0652	0	0	-0.08570869	0.02711027	-0.3535056	-0.5465665	
0.0656	0	0	-0.08592761	0.02696857	-0.3535168	-0.5465326	
0.066	0	0	-0.0861465	0.02682689	-0.3535279	-0.5464986	
0.0664	0	0	-0.08636533	0.02668523	-0.353539	-0.5464644	
0.0668	0	0	-0.08658415	0.02654358	-0.35355	-0.5464303	
0.0672	0	0	-0.08680294	0.02640194	-0.353561	-0.546396	
0.0676	0	0	-0.08702167	0.02626033	-0.3535719	-0.5463616	
0.068	0	0	-0.0872404	0.02611873	-0.3535827	-0.5463271	
0.0684	0	0	-0.08745908	0.02597713	-0.3535934	-0.5462925	
0.06879999	0	0	-0.08767773	0.02583556	-0.3536041	-0.5462577	
0.0692	0	0	-0.08789635	0.025694	-0.3536147	-0.546223	
0.0696	0	0	-0.08811494	0.02555244	-0.3536253	-0.5461881	
0.07	0	0	-0.0883335	0.0254109	-0.3536358	-0.5461531	
0.0704	0	0	-0.08855204	0.02526937	-0.3536462	-0.546118	
0.0708	0	0	-0.08877053	0.02512786	-0.3536566	-0.5460829	
0.0712	0	0	-0.08898901	0.02498635	-0.3536668	-0.5460476	
0.0716	0	0	-0.08920746	0.02484486	-0.3536771	-0.5460122	
0.072	0	0	-0.08942588	0.02470337	-0.3536873	-0.5459768	
0.0724	0	0	-0.08964426	0.02456189	-0.3536973	-0.5459412	
0.0728	0	0	-0.08986262	0.02442042	-0.3537073	-0.5459055	
0.07319999	0	0	-0.09008096	0.02427896	-0.3537173	-0.5458698	
0.0736	0	0	-0.09029927	0.02413751	-0.3537272	-0.5458339	
0.074	0	0	-0.09051756	0.02399606	-0.3537371	-0.545798	
0.0744	0	0	-0.09073582	0.02385463	-0.3537469	-0.545762	
0.0748	0	0	-0.09095405	0.02371319	-0.3537565	-0.5457258	
0.0752	0	0	-0.09117226	0.02357177	-0.3537662	-0.5456896	
0.0756	0	0	-0.09139044	0.02343035	-0.3537758	-0.5456533	
0.076	0	0	-0.0916086	0.02328894	-0.3537853	-0.5456169	
0.0764	0	0	-0.09182673	0.02314754	-0.3537948	-0.5455804	
0.0768	0	0	-0.09204485	0.02300614	-0.3538042	-0.5455438	
0.0772	0	0	-0.09226292	0.02286474	-0.3538136	-0.5455071	
0.07759999	0	0	-0.09248099	0.02272335	-0.3538228	-0.5454704	
0.078	0	0	-0.09269904	0.02258197	-0.3538321	-0.5454335	
0.0784	0	0	-0.09291705	0.02244059	-0.3538412	-0.5453965	
0.0788	0	0	-0.09313505	0.02229921	-0.3538503	-0.5453594	
0.0792	0	0	-0.09335303	0.02215783	-0.3538593	-0.5453223	
0.0796	0	0	-0.09357097	0.02201646	-0.3538683	-0.545285	
0.08	0	0	-0.09378889	0.0218751	-0.3538772	-0.5452477	
0.0804	0	0	-0.0940068	0.02173373	-0.353886	-0.5452103	
0.0808	0	0	-0.09422468	0.02159238	-0.3538948	-0.5451728	
0.0812	0	0	-0.09444254	0.02145102	-0.3539035	-0.5451351	
0.0816	0	0	-0.09466038	0.02130967	-0.3539122	-0.5450975	
0.08199999	0	0	-0.0948782	0.02116831	-0.3539208	-0.5450596	
0.0824	0	0	-0.09509599	0.02102696	-0.3539294	-0.5450218	
0.0828	0	0	-0.09531378	0.02088562	-0.3539378	-0.5449838	
0.0832	0	0	-0.09553152	0.02074427	-0.3539463	-0.5449457	
0.0836	0	0	-0.09574926	0.02060293	-0.3539546	-0.5449076	
0.084	0	0	-0.09596697	0.02046159	-0.353963	-0.5448694	
0.0844	0	0	-0.09618467	0.02032025	-0.3539712	-0.544831	
0.0848	0	0	-0.09640234	0.02017891	-0.3539794	-0.5447926	
0.0852	0	0	-0.09662	0.02003758	-0.3539875	-0.5447541	
0.0856	0	0	-0.09683763	0.01989625	-0.3539956	-0.5447155	
0.086	0	0	-0.09705525	0.01975491	-0.3540036	-0.5446768	
0.08639999	0	0	-0.09727284	0.01961358	-0.3540116	-0.544638	
0.08679999	0	0	-0.09749042	0.01947225	-0.3540195	-0.5445992	
0.0872	0	0	-0.09770798	0.01933092	-0.3540273	-0.5445601	
0.0876	0	0	-0.09792551	0.01918959	-0.3540351	-0.5445212	
0.088	0	0	-0.09814303	0.01904826	-0.3540428	-0.544482	
0.0884	0	0	-0.09836053	0.01890693	-0.3540505	-0.5444428	
0.0888	0	0	-0.098578	0.0187656	-0.3540581	-0.5444035	
0.0892	0	0	-0.09879547	0.01862428	-0.3540656	-0.5443641	
0.0896	0	0	-0.0990129	0.01848295	-0.3540731	-0.5443246	
0.09	0	0	-0.09923033	0.01834163	-0.3540805	-0.544285	
0.0904	0	0	-0.09944772	0.0182003	-0.3540879	-0.5442454	
0.09079999	0	0	-0.09966511	0.01805897	-0.3540952	-0.5442056	
0.09119999	0	0	-0.09988247	0.01791765	-0.3541025	-0.5441657	
0.0916	0	0	-0.1000998	0.01777632	-0.3541096	-0.5441258	
0.092	0	0	-0.1003171	0.01763499	-0.3541168	-0.5440858	
0.0924	0	0	-0.1005345	0.01749366	-0.3541239	-0.5440457	
0.0928	0	0	-0.1007517	0.01735233	-0.3541309	-0.5440055	
0.0932	0	0	-0.100969	0.01721101	-0.3541379	-0.5439652	
0.0936	0	0	-0.1011863	0.01706968	-0.3541448	-0.5439248	
0.094	0	0	-0.1014035	0.01692835	-0.3541516	-0.5438844	
0.0944	0	0	-0.1016207	0.01678702	-0.3541584	-0.5438439	
0.0948	0	0	-0.1018379	0.01664569	-0.3541652	-0.5438032	
0.09519999	0	0	-0.1020551	0.01650436	-0.3541718	-0.5437624	
0.09559999	0	0	-0.1022723	0.01636302	-0.3541784	-0.5437216	
0.096	0	0	-0.1024894	0.01622169	-0.354185	-0.5436808	
0.0964	0	0	-0.1027065	0.01608036	-0.3541915	-0.5436398	
0.0968	0	0	-0.1029236	0.01593903	-0.3541979	-0.5435987	
0.0972	0	0	-0.1031407	0.01579769	-0.3542043	-0.5435575	
0.0976	0	0	-0.1033578	0.01565636	-0.3542107	-0.5435163	
0.098	0	0	-0.1035748	0.01551502	-0.3542169	-0.5434749	
0.0984	0	0	-0.1037919	0.01537368	-0.3542232	-0.5434335	
0.0988	0	0	-0.1040089	0.01523235	-0.3542293	-0.5433919	
0.0992	0	0	-0.1042259	0.015091	-0.3542354	-0.5433504	
0.09959999	0	0	-0.1044429	0.01494967	-0.3542415	-0.5433087	
0.09999999	0	0	-0.1046598	0.01480833	-0.3542475	-0.543267	
0.1004	0	0	-0.1048768	0.01466698	-0.3542534	-0.543225	
0.1008	0	0	-0.1050937	0.01452564	-0.3542592	-0.5431831	
0.1012	0	0	-0.1053106	0.0143843	-0.3542651	-0.5431411	
0.1016	0	0	-0.1055275	0.01424295	-0.3542708	-0.5430989	
0.102	0	0	-0.1057444	0.01410161	-0.3542765	-0.5430567	
0.1024	0	0	-0.1059612	0.01396026	-0.3542822	-0.5430145	
0.1028	0	0	-0.1061781	0.0138189	-0.3542877	-0.542972	
0.1032	0	0	-0.1063949	0.01367756	-0.3542933	-0.5429296	
0.1036	0	0	-0.1066117	0.01353621	-0.3542988	-0.542887	
0.104	0	0	-0.1068285	0.01339485	-0.3543042	-0.5428443	
0.1044	0	0	-0.1070452	0.0132535	-0.3543095	-0.5428016	
0.1048	0	0	-0.107262	0.01311214	-0.3543148	-0.5427588	
0.1052	0	0	-0.1074787	0.01297079	-0.3543201	-0.5427158	
0.1056	0	0	-0.1076954	0.01282943	-0.3543253	-0.5426729	
0.106	0	0	-0.1079121	0.01268807	-0.3543304	-0.5426298	
0.1064	0	0	-0.1081288	0.01254671	-0.3543355	-0.5425866	
0.1068	0	0	-0.1083455	0.01240535	-0.3543405	-0.5425434	
0.1072	0	0	-0.1085621	0.01226399	-0.3543454	-0.5425	
0.1076	0	0	-0.1087787	0.01212262	-0.3543503	-0.5424566	
0.108	0	0	-0.1089953	0.01198126	-0.3543552	-0.5424131	
0.1084	0	0	-0.1092119	0.01183989	-0.35436	-0.5423695	
0.1088	0	0	-0.1094285	0.01169852	-0.3543647	-0.5423257	
0.1092	0	0	-0.109645	0.01155716	-0.3543694	-0.542282	
0.1096	0	0	-0.1098616	0.01141579	-0.354374	-0.5422382	
0.11	0	0	-0.1100781	0.01127442	-0.3543786	-0.5421942	
0.1104	0	0	-0.1102946	0.01113304	-0.3543831	-0.5421501	
0.1108	0	0	-0.110511	0.01099167	-0.3543875	-0.542106	
0.1112	0	0	-0.1107275	0.0108503	-0.3543919	-0.5420618	
0.1116	0	0	-0.1109439	0.01070892	-0.3543963	-0.5420175	
0.112	0	0	-0.1111604	0.01056754	-0.3544005	-0.5419731	
0.1124	0	0	-0.1113768	0.01042616	-0.3544048	-0.5419286	
0.1128	0	0	-0.1115931	0.01028478	-0.3544089	-0.5418841	
0.1132	0	0	-0.1118095	0.0101434	-0.354413	-0.5418395	
0.1136	0	0	-0.1120259	0.01000202	-0.3544171	-0.5417947	
0.114	0	0	-0.1122422	0.009860635	-0.3544211	-0.5417499	
0.1144	0	0	-0.1124585	0.009719253	-0.354425	-0.541705	
0.1148	0	0	-0.1126748	0.009577862	-0.3544289	-0.54166	
0.1152	0	0	-0.1128911	0.00943648	-0.3544327	-0.5416149	
0.1156	0	0	-0.1131073	0.009295088	-0.3544365	-0.5415697	
0.116	0	0	-0.1133236	0.009153697	-0.3544402	-0.5415245	
0.1164	0	0	-0.1135398	0.009012306	-0.3544439	-0.5414791	
0.1168	0	0	-0.113756	0.008870909	-0.3544475	-0.5414336	
0.1172	0	0	-0.1139722	0.00872952	-0.354451	-0.5413882	
0.1176	0	0	-0.1141883	0.00858812	-0.3544545	-0.5413426	
0.118	0	0	-0.1144045	0.008446723	-0.3544579	-0.5412968	
0.1184	0	0	-0.1146206	0.008305329	-0.3544613	-0.5412511	
0.1188	0	0	-0.1148367	0.008163929	-0.3544646	-0.5412052	
0.1192	0	0	-0.1150528	0.008022529	-0.3544678	-0.5411593	
0.1196	0	0	-0.1152689	0.007881132	-0.354471	-0.5411132	
0.12	0	0	-0.1154849	0.007739726	-0.3544742	-0.5410671	
0.1204	0	0	-0.115701	0.007598326	-0.3544772	-0.5410209	
0.1208	0	0	-0.115917	0.007456922	-0.3544803	-0.5409746	
0.1212	0	0	-0.116133	0.007315516	-0.3544832	-0.5409282	
0.1216	0	0	-0.1163489	0.007174111	-0.3544862	-0.5408817	
0.122	0	0	-0.1165649	0.007032707	-0.3544891	-0.5408351	
0.1224	0	0	-0.1167808	0.006891295	-0.3544918	-0.5407885	
0.1228	0	0	-0.1169968	0.006749889	-0.3544945	-0.5407417	
0.1232	0	0	-0.1172127	0.006608477	-0.3544973	-0.5406949	
0.1236	0	0	-0.1174285	0.006467065	-0.3544999	-0.540648	
0.124	0	0	-0.1176444	0.006325659	-0.3545024	-0.5406011	
0.1244	0	0	-0.1178603	0.006184241	-0.354505	-0.540554	
0.1248	0	0	-0.1180761	0.006042829	-0.3545074	-0.5405068	
0.1252	0	0	-0.1182919	0.005901417	-0.3545098	-0.5404595	
0.1256	0	0	-0.1185077	0.005760002	-0.3545122	-0.5404121	
0.126	0	0	-0.1187234	0.005618587	-0.3545144	-0.5403647	
0.1264	0	0	-0.1189392	0.005477172	-0.3545167	-0.5403172	
0.1268	0	0	-0.1191549	0.005335754	-0.3545189	-0.5402696	
0.1272	0	0	-0.1193706	0.005194336	-0.354521	-0.5402219	
0.1276	0	0	-0.1195863	0.005052921	-0.354523	-0.5401742	
0.128	0	0	-0.119802	0.0049115	-0.3545251	-0.5401263	
0.1284	0	0	-0.1200176	0.004770082	-0.354527	-0.5400783	
0.1288	0	0	-0.1202333	0.004628667	-0.3545289	-0.5400304	
0.1292	0	0	-0.1204489	0.004487246	-0.3545308	-0.5399823	
0.1296	0	0	-0.1206645	0.004345823	-0.3545325	-0.539934	
0.13	0	0	-0.1208801	0.004204396	-0.3545342	-0.5398857	
0.1304	0	0	-0.1210956	0.004062974	-0.3545359	-0.5398374	
0.1308	0	0	-0.1213111	0.003921553	-0.3545375	-0.5397889	
0.1312	0	0	-0.1215267	0.003780133	-0.3545391	-0.5397404	
0.1316	0	0	-0.1217422	0.003638709	-0.3545406	-0.5396917	
0.132	0	0	-0.1219576	0.003497279	-0.354542	-0.539643	
0.1324	0	0	-0.1221731	0.003355855	-0.3545434	-0.5395942	
0.1328	0	0	-0.1223885	0.003214431	-0.3545447	-0.5395454	
0.1332	0	0	-0.122604	0.003073004	-0.354546	-0.5394964	
0.1336	0	0	-0.1228194	0.002931577	-0.3545472	-0.5394472	
0.134	0	0	-0.1230347	0.002790153	-0.3545484	-0.5393981	
0.1344	0	0	-0.1232501	0.002648723	-0.3545495	-0.5393489	
0.1348	0	0	-0.1234654	0.002507299	-0.3545505	-0.5392996	
0.1352	0	0	-0.1236808	0.002365872	-0.3545515	-0.5392502	
0.1356	0	0	-0.1238961	0.002224442	-0.3545524	-0.5392007	
0.136	0	0	-0.1241113	0.002083018	-0.3545533	-0.5391511	
0.1364	0	0	-0.1243266	0.001941586	-0.3545541	-0.5391014	
0.1368	0	0	-0.1245418	0.001800156	-0.3545549	-0.5390517	
0.1372	0	0	-0.1247571	0.001658726	-0.3545556	-0.5390019	
0.1376	0	0	-0.1249723	0.001517296	-0.3545562	-0.5389519	
0.138	0	0	-0.1251875	0.001375866	-0.3545568	-0.5389019	
0.1384	0	0	-0.1254026	0.001234439	-0.3545574	-0.5388518	
0.1388	0	0	-0.1256178	0.001093012	-0.3545578	-0.5388016	
0.1392	0	0	-0.1258329	0.0009515792	-0.3545583	-0.5387513	
0.1396	0	0	-0.126048	0.0008101493	-0.3545586	-0.538701	
0.14	0	0	-0.1262631	0.0006687164	-0.3545589	-0.5386505	
0.1404	0	0	-0.1264781	0.0005272836	-0.3545592	-0.5386	
0.1408	0	0	-0.1266932	0.0003858566	-0.3545594	-0.5385494	
0.1412	0	0	-0.1269082	0.0002444237	-0.3545595	-0.5384987	
0.1416	0	0	-0.1271232	0.0001029968	-0.3545596	-0.538448	
0.142	0	0	-0.1273382	-3.843307E-05	-0.3545596	-0.538397	
0.1424	0	0	-0.1275531	-0.000179863	-0.3545596	-0.5383461	
0.1428	0	0	-0.1277681	-0.0003212929	-0.3545595	-0.538295	
0.1432	0	0	-0.127983	-0.0004627168	-0.3545594	-0.5382439	
0.1436	0	0	-0.1281979	-0.0006041497	-0.3545592	-0.5381927	
0.144	0	0	-0.1284128	-0.0007455856	-0.3545589	-0.5381414	
0.1444	0	0	-0.1286276	-0.0008870125	-0.3545586	-0.5380901	
0.1448	0	0	-0.1288425	-0.001028433	-0.3545583	-0.5380386	
0.1452	0	0	-0.1290573	-0.001169869	-0.3545578	-0.5379871	
0.1456	0	0	-0.1292721	-0.001311296	-0.3545574	-0.5379354	
0.146	0	0	-0.1294868	-0.001452729	-0.3545568	-0.5378837	
0.1464	0	0	-0.1297016	-0.001594156	-0.3545562	-0.5378318	
0.1468	0	0	-0.1299163	-0.001735583	-0.3545556	-0.53778	
0.1472	0	0	-0.130131	-0.001877007	-0.3545549	-0.537728	
0.1476	0	0	-0.1303457	-0.00201844	-0.3545541	-0.5376759	
0.148	0	0	-0.1305604	-0.002159867	-0.3545533	-0.5376238	
0.1484	0	0	-0.130775	-0.002301294	-0.3545524	-0.5375715	
0.1488	0	0	-0.1309897	-0.002442718	-0.3545515	-0.5375192	
0.1492	0	0	-0.1312043	-0.002584141	-0.3545505	-0.5374667	
0.1496	0	0	-0.1314189	-0.002725571	-0.3545494	-0.5374143	
0.15	0	0	-0.1316334	-0.002866998	-0.3545483	-0.5373616	
0.1504	0	0	-0.131848	-0.003008419	-0.3545472	-0.537309	
0.1508	0	0	-0.1320625	-0.00314984	-0.354546	-0.5372562	
0.1512	0	0	-0.132277	-0.00329127	-0.3545447	-0.5372034	
