Time	BoxContact	CylinderContact	CylinderSensor	CylinderSensorX	CylinderSensorY	
0.046	-0.07	-0.07	0	0.05865206	-0.3486544	
0.0464	-0.07	-0.07	0	0.05880684	-0.3486283	
0.0468	-0.07	-0.07	0	0.05896297	-0.3486019	
0.0472	-0.07	-0.07	0	0.05912044	-0.3485753	
0.0476	-0.07	-0.07	0	0.05927924	-0.3485483	
0.048	-0.07	-0.07	0	0.0594394	-0.348521	
0.0484	-0.07	-0.07	0	0.0596009	-0.3484934	
0.0488	-0.07	-0.07	0	0.05976374	-0.3484655	
0.0492	-0.07	-0.07	0	0.05992791	-0.3484373	
0.0496	-0.07	-0.07	0	0.06009342	-0.3484088	
0.05	-0.07	-0.07	0	0.06026027	-0.34838	
0.0504	-0.07	-0.07	0	0.06042846	-0.3483509	
0.0508	-0.07	-0.07	0	0.06059798	-0.3483214	
0.0512	-0.07	-0.07	0	0.06076884	-0.3482916	
0.0516	-0.07	-0.07	0	0.06094103	-0.3482616	
0.052	-0.07	-0.07	0	0.06111455	-0.3482312	
0.0524	-0.07	-0.07	0	0.0612894	-0.3482004	
0.0528	-0.07	-0.07	0	0.06146558	-0.3481694	
0.0532	-0.07	-0.07	0	0.06164309	-0.3481379	
0.0536	-0.07	-0.07	0	0.06182193	-0.3481062	
0.054	-0.07	-0.07	0	0.06200209	-0.3480742	
0.0544	-0.07	-0.07	0	0.06218357	-0.3480418	
0.0548	-0.07	-0.07	0	0.06236639	-0.3480091	
0.0552	-0.07	-0.07	0	0.06255051	-0.3479761	
0.0556	-0.07	-0.07	0	0.06273597	-0.3479427	
0.056	-0.07	-0.07	0	0.06292275	-0.3479089	
0.0564	-0.07	-0.07	0	0.06311084	-0.3478749	
0.0568	-0.07	-0.07	0	0.06330025	-0.3478405	
0.0572	-0.07	-0.07	0	0.06349098	-0.3478057	
0.0576	-0.07	-0.07	0	0.06368303	-0.3477706	
0.058	-0.07	-0.07	0	0.06387638	-0.3477351	
0.0584	-0.07	-0.07	0	0.06407105	-0.3476993	
0.0588	-0.07	-0.07	0	0.06426703	-0.3476631	
0.0592	-0.07	-0.07	0	0.06446432	-0.3476266	
0.0596	-0.07	-0.07	0	0.06466293	-0.3475897	
0.06	-0.07	-0.07	0	0.06486284	-0.3475524	
0.0604	-0.07	-0.07	0	0.06506405	-0.3475148	
0.0608	-0.07	-0.07	0	0.06526657	-0.3474768	
0.0612	-0.07	-0.07	0	0.06547039	-0.3474385	
0.0616	-0.07	-0.07	0	0.06567552	-0.3473998	
0.062	-0.07	-0.07	0	0.06588195	-0.3473607	
0.0624	-0.07	-0.07	0	0.06608967	-0.3473212	
0.0628	-0.07	-0.07	0	0.06629869	-0.3472814	
0.0632	-0.07	-0.07	0	0.06650902	-0.3472412	
0.0636	-0.07	-0.07	0	0.06672063	-0.3472006	
0.064	-0.07	-0.07	0	0.06693354	-0.3471596	
0.06439999	-0.07	-0.07	0	0.06714775	-0.3471182	
0.0648	-0.07	-0.07	0	0.06736323	-0.3470764	
0.0652	-0.07	-0.07	0	0.06758002	-0.3470343	
0.0656	-0.07	-0.07	0	0.06779809	-0.3469917	
0.066	-0.07	-0.07	0	0.06801745	-0.3469488	
0.0664	-0.07	-0.07	0	0.06823809	-0.3469055	
0.0668	-0.07	-0.07	0	0.06846002	-0.3468617	
0.0672	-0.07	-0.07	0	0.06868323	-0.3468176	
0.0676	-0.07	-0.07	0	0.06890772	-0.3467731	
0.068	-0.07	-0.07	0	0.06913349	-0.3467281	
0.0684	-0.07	-0.07	0	0.06936054	-0.3466828	
0.06879999	-0.07	-0.07	1	0.06958886	-0.346637	
0.0692	-0.07	-0.07	1	0.06981846	-0.3465908	
0.0696	-0.07	-0.07	1	0.07004934	-0.3465443	
0.07	-0.07	-0.07	1	0.07028148	-0.3464973	
0.0704	-0.07	-0.07	1	0.07051489	-0.3464498	
0.0708	-0.07	-0.07	2	0.07074957	-0.346402	
0.0712	-0.07	-0.07	2	0.07098552	-0.3463537	
0.0716	-0.07	-0.05	2	0.07122274	-0.346305	
0.072	-0.07	-0.05	2	0.07146122	-0.3462559	
0.0724	-0.07	-0.05	2	0.07170095	-0.3462063	
0.0728	-0.07	-0.05	2	0.07194195	-0.3461563	
0.07319999	-0.07	-0.05	2	0.07218421	-0.3461058	
0.0736	-0.07	-0.01400001	2	0.07242772	-0.346055	
0.074	-0.07	-0.01400001	2	0.07267249	-0.3460037	
0.0744	-0.07	-0.01400001	2	0.07291851	-0.3459519	
0.0748	-0.07	-0.01400001	2	0.07316579	-0.3458997	
0.0752	-0.07	-0.01400001	1	0.07341432	-0.345847	
0.0756	-0.07	0.01479999	1	0.07366409	-0.3457939	
0.076	-0.07	0.01479999	1	0.07391511	-0.3457403	
0.0764	-0.07	0.01479999	1	0.07416737	-0.3456863	
0.0768	-0.07	0.01479999	1	0.07442088	-0.3456318	
0.0772	-0.07	0.01479999	1	0.07467563	-0.3455769	
0.07759999	-0.07	0.01783999	1	0.07493161	-0.3455214	
0.078	-0.07	0.01783999	1	0.07518884	-0.3454655	
0.0784	-0.07	0.01783999	1	0.07544731	-0.3454092	
0.0788	-0.07	0.01783999	1	0.075707	-0.3453524	
0.0792	-0.07	0.01783999	1	0.07596793	-0.345295	
0.0796	-0.07	0.02027199	2	0.07623009	-0.3452372	
0.08	-0.07	0.02027199	2	0.07649347	-0.345179	
0.0804	-0.07	0.02027199	2	0.07675809	-0.3451202	
0.0808	-0.07	0.02027199	2	0.07702392	-0.345061	
0.0812	-0.07	0.02027199	2	0.07729099	-0.3450013	
0.0816	-0.07	0.04221759	2	0.07755927	-0.344941	
0.08199999	-0.07	0.04221759	2	0.07782877	-0.3448803	
0.0824	-0.07	0.04221759	2	0.07809949	-0.3448191	
0.0828	-0.07	0.04221759	2	0.07837143	-0.3447574	
0.0832	-0.07	0.04221759	2	0.07864457	-0.3446952	
0.0836	-0.07	0.05977406	1	0.07891893	-0.3446325	
0.084	-0.07	0.05977406	1	0.07919449	-0.3445693	
0.0844	-0.07	0.05977406	1	0.07947127	-0.3445055	
0.0848	-0.07	0.05977406	1	0.07974925	-0.3444413	
0.0852	-0.07	0.05977406	1	0.08002844	-0.3443765	
0.0856	-0.07	0.05381925	1	0.08030882	-0.3443112	
0.086	-0.07	0.05381925	1	0.0805904	-0.3442454	
0.08639999	-0.07	0.05381925	1	0.08087318	-0.3441791	
0.08679999	-0.07	0.05381925	1	0.08115716	-0.3441122	
0.0872	-0.07	0.05381925	1	0.08144232	-0.3440449	
0.0876	-0.07	0.0490554	1	0.08172868	-0.3439769	
0.088	-0.07	0.0490554	1	0.08201623	-0.3439085	
0.0884	-0.07	0.0490554	1	0.08230496	-0.3438395	
0.0888	-0.07	0.0490554	1	0.08259488	-0.34377	
0.0892	-0.07	0.0490554	1	0.08288598	-0.3436999	
0.0896	-0.07	0.04524432	1	0.08317827	-0.3436293	
0.09	-0.07	0.04524432	1	0.08347172	-0.3435581	
0.0904	-0.07	0.04524432	1	0.08376636	-0.3434864	
0.09079999	-0.07	0.04524432	1	0.08406217	-0.3434141	
0.09119999	-0.07	0.04524432	1	0.08435915	-0.3433413	
0.0916	-0.07	0.04219545	1	0.0846573	-0.3432679	
0.092	-0.07	0.04219545	1	0.08495661	-0.3431939	
0.0924	-0.07	0.04219545	1	0.0852571	-0.3431194	
0.0928	-0.07	0.04219545	1	0.08555873	-0.3430443	
0.0932	-0.07	0.04219545	1	0.08586154	-0.3429686	
0.0936	-0.07	0.03975637	1	0.08616551	-0.3428924	
0.094	-0.07	0.03975637	1	0.08647063	-0.3428155	
0.0944	-0.07	0.03975637	1	0.0867769	-0.3427382	
0.0948	-0.07	0.03975637	1	0.08708432	-0.3426602	
0.09519999	-0.07	0.03975637	1	0.08739289	-0.3425816	
0.09559999	-0.07	0.0378051	1	0.0877026	-0.3425024	
0.096	-0.07	0.0378051	1	0.08801346	-0.3424227	
0.0964	-0.07	0.0378051	1	0.08832546	-0.3423423	
0.0968	-0.07	0.0378051	1	0.08863861	-0.3422614	
0.0972	-0.07	0.0378051	1	0.08895289	-0.3421798	
0.0976	-0.07	0.03624408	1	0.0892683	-0.3420977	
0.098	-0.07	0.03624408	1	0.08958485	-0.3420149	
0.0984	-0.07	0.03624408	1	0.08990252	-0.3419316	
0.0988	-0.07	0.03624408	1	0.09022132	-0.3418475	
0.0992	-0.07	0.03624408	1	0.09054125	-0.341763	
0.09959999	-0.07	0.03499527	1	0.0908623	-0.3416777	
0.09999999	-0.07	0.03499527	1	0.09118446	-0.3415919	
0.1004	-0.07	0.03499527	1	0.09150776	-0.3415054	
0.1008	-0.07	0.03499527	1	0.09183215	-0.3414183	
0.1012	-0.07	0.03499527	1	0.09215766	-0.3413306	
0.1016	-0.07	0.03399621	1	0.09248429	-0.3412423	
0.102	-0.07	0.03399621	1	0.09281202	-0.3411532	
0.1024	-0.07	0.03399621	1	0.09314085	-0.3410636	
0.1028	-0.07	0.03399621	1	0.09347078	-0.3409733	
0.1032	-0.07	0.03399621	1	0.09380182	-0.3408824	
0.1036	-0.07	0.03319697	1	0.09413395	-0.3407908	
0.104	-0.07	0.03319697	1	0.09446718	-0.3406986	
0.1044	-0.07	0.03319697	1	0.09480149	-0.3406057	
0.1048	-0.07	0.03319697	1	0.0951369	-0.3405122	
0.1052	-0.07	0.03319697	1	0.09547339	-0.340418	
0.1056	-0.07	0.03255758	1	0.09581096	-0.3403231	
0.106	-0.07	0.03255758	1	0.09614962	-0.3402276	
0.1064	-0.07	0.03255758	1	0.09648935	-0.3401314	
0.1068	-0.07	0.03255758	1	0.09683016	-0.3400345	
0.1072	-0.07	0.03255758	1	0.09717204	-0.339937	
0.1076	-0.07	0.03204606	1	0.09751499	-0.3398387	
0.108	-0.07	0.03204606	1	0.09785902	-0.3397398	
0.1084	-0.07	0.03204606	1	0.0982041	-0.3396402	
0.1088	-0.07	0.03204606	1	0.09855024	-0.33954	
0.1092	-0.07	0.03204606	1	0.09889744	-0.339439	
0.1096	-0.07	0.03163685	1	0.0992457	-0.3393373	
0.11	-0.07	0.03163685	1	0.09959501	-0.3392349	
0.1104	-0.07	0.03163685	1	0.09994537	-0.3391319	
0.1108	-0.07	0.03163685	1	0.1002968	-0.3390281	
0.1112	-0.07	0.03163685	1	0.1006492	-0.3389237	
0.1116	-0.07	0.03130948	1	0.1010027	-0.3388185	
0.112	-0.07	0.03130948	1	0.1013573	-0.3387126	
0.1124	-0.07	0.03130948	1	0.1017128	-0.338606	
0.1128	-0.07	0.03130948	1	0.1020694	-0.3384986	
0.1132	-0.07	0.03130948	1	0.1024271	-0.3383906	
0.1136	-0.07	0.03104758	1	0.1027857	-0.3382818	
0.114	-0.07	0.03104758	1	0.1031454	-0.3381723	
0.1144	-0.07	0.03104758	1	0.1035061	-0.338062	
0.1148	-0.07	0.03104758	1	0.1038679	-0.3379511	
0.1152	-0.07	0.03104758	1	0.1042306	-0.3378394	
0.1156	-0.07	0.03083806	1	0.1045943	-0.3377269	
0.116	-0.07	0.03083806	1	0.1049591	-0.3376138	
0.1164	-0.07	0.03083806	1	0.1053249	-0.3374998	
0.1168	-0.07	0.03083806	1	0.1056916	-0.3373851	
0.1172	-0.07	0.03083806	1	0.1060594	-0.3372697	
0.1176	-0.07	0.03067045	1	0.1064282	-0.3371535	
0.118	-0.07	0.03067045	1	0.1067979	-0.3370366	
0.1184	-0.07	0.03067045	1	0.1071687	-0.3369188	
0.1188	-0.07	0.03067045	1	0.1075404	-0.3368004	
0.1192	-0.07	0.03067045	1	0.1079131	-0.3366811	
0.1196	-0.07	0.03053636	1	0.1082868	-0.3365611	
0.12	-0.07	0.03053636	1	0.1086615	-0.3364403	
0.1204	-0.07	0.03053636	2	0.1090372	-0.3363188	
0.1208	-0.07	0.03053636	2	0.1094138	-0.3361964	
0.1212	-0.07	0.03053636	2	0.1097914	-0.3360733	
0.1216	-0.07	0.03042909	2	0.1101699	-0.3359494	
0.122	-0.07	0.03042909	2	0.1105495	-0.3358247	
0.1224	-0.07	0.03042909	1	0.1109299	-0.3356992	
0.1228	-0.07	0.03042909	1	0.1113114	-0.3355729	
0.1232	-0.07	0.03042909	2	0.1116938	-0.3354458	
0.1236	-0.07	0.05034327	2	0.1120771	-0.3353179	
0.124	-0.07	0.05034327	2	0.1124614	-0.3351892	
0.1244	-0.07	0.05034327	2	0.1128466	-0.3350597	
0.1248	-0.07	0.05034327	2	0.1132328	-0.3349294	
0.1252	-0.07	0.05034327	1	0.1136199	-0.3347983	
0.1256	-0.07	0.06627461	1	0.1140079	-0.3346663	
0.126	-0.07	0.06627461	1	0.1143968	-0.3345335	
0.1264	-0.07	0.06627461	1	0.1147867	-0.3344	
0.1268	-0.07	0.06627461	1	0.1151775	-0.3342656	
0.1272	-0.07	0.06627461	1	0.1155693	-0.3341303	
0.1276	-0.07	0.05901968	1	0.1159619	-0.3339942	
0.128	-0.07	0.05901968	1	0.1163555	-0.3338573	
0.1284	-0.07	0.05901968	1	0.1167499	-0.3337196	
0.1288	-0.07	0.05901968	1	0.1171453	-0.333581	
0.1292	-0.07	0.05901968	1	0.1175415	-0.3334416	
0.1296	-0.07	0.05321574	1	0.1179387	-0.3333013	
0.13	-0.07	0.05321574	1	0.1183368	-0.3331602	
0.1304	-0.07	0.05321574	1	0.1187357	-0.3330182	
0.1308	-0.07	0.05321574	1	0.1191355	-0.3328753	
0.1312	-0.07	0.05321574	1	0.1195362	-0.3327317	
0.1316	-0.07	0.04857259	1	0.1199378	-0.3325871	
0.132	-0.07	0.04857259	1	0.1203403	-0.3324417	
0.1324	-0.07	0.04857259	2	0.1207437	-0.3322954	
0.1328	-0.07	0.04857259	2	0.1211479	-0.3321482	
0.1332	-0.07	0.04857259	2	0.1215529	-0.3320002	
0.1336	-0.07	0.04485808	2	0.1219589	-0.3318513	
0.134	-0.07	0.04485808	3	0.1223657	-0.3317015	
0.1344	-0.07	0.04485808	2	0.1227733	-0.3315508	
0.1348	-0.07	0.04485808	2	0.1231818	-0.3313992	
0.1352	-0.07	0.04485808	2	0.1235912	-0.3312468	
0.1356	-0.07	0.06188645	1	0.1240014	-0.3310934	
0.136	-0.07	0.06188645	1	0.1244124	-0.3309392	
0.1364	-0.07	0.06188645	1	0.1248243	-0.3307841	
0.1368	-0.07	0.06188645	1	0.125237	-0.330628	
0.1372	-0.07	0.06188645	1	0.1256505	-0.3304711	
0.1376	-0.07	0.05550916	1	0.1260649	-0.3303132	
0.138	-0.07	0.05550916	1	0.12648	-0.3301545	
0.1384	-0.07	0.05550916	1	0.126896	-0.3299948	
0.1388	-0.07	0.05550916	1	0.1273128	-0.3298342	
0.1392	-0.07	0.05550916	1	0.1277304	-0.3296727	
0.1396	-0.07	0.05040733	1	0.1281489	-0.3295103	
0.14	-0.07	0.05040733	1	0.1285681	-0.3293469	
0.1404	-0.07	0.05040733	1	0.1289881	-0.3291827	
0.1408	-0.07	0.05040733	1	0.1294089	-0.3290175	
0.1412	-0.07	0.05040733	1	0.1298305	-0.3288513	
0.1416	-0.07	0.04632586	1	0.1302529	-0.3286842	
0.142	-0.07	0.04632586	1	0.130676	-0.3285162	
0.1424	-0.07	0.04632586	1	0.1311	-0.3283472	
0.1428	-0.07	0.04632586	1	0.1315247	-0.3281773	
0.1432	-0.07	0.04632586	1	0.1319502	-0.3280065	
0.1436	-0.07	0.04306069	1	0.1323764	-0.3278347	
0.144	-0.07	0.04306069	1	0.1328035	-0.3276619	
0.1444	-0.07	0.04306069	1	0.1332312	-0.3274882	
0.1448	-0.07	0.04306069	1	0.1336598	-0.3273135	
0.1452	-0.07	0.04306069	1	0.134089	-0.3271379	
0.1456	-0.07	0.04044855	1	0.1345191	-0.3269613	
0.146	-0.07	0.04044855	1	0.1349498	-0.3267837	
0.1464	-0.07	0.04044855	1	0.1353813	-0.3266052	
0.1468	-0.07	0.04044855	1	0.1358136	-0.3264257	
0.1472	-0.07	0.04044855	1	0.1362465	-0.3262452	
0.1476	-0.07	0.03835884	1	0.1366802	-0.3260638	
0.148	-0.07	0.03835884	1	0.1371146	-0.3258813	
0.1484	-0.07	0.03835884	1	0.1375498	-0.3256979	
0.1488	-0.07	0.03835884	1	0.1379856	-0.3255135	
0.1492	-0.07	0.03835884	1	0.1384221	-0.3253281	
0.1496	-0.07	0.03668708	1	0.1388594	-0.3251416	
0.15	-0.07	0.03668708	1	0.1392974	-0.3249542	
0.1504	-0.07	0.03668708	1	0.139736	-0.3247659	
0.1508	-0.07	0.03668708	1	0.1401753	-0.3245765	
0.1512	-0.07	0.03668708	1	0.1406154	-0.3243861	
0.1516	-0.07	0.03534966	1	0.1410561	-0.3241947	
0.152	-0.07	0.03534966	1	0.1414975	-0.3240022	
0.1524	-0.07	0.03534966	1	0.1419395	-0.3238088	
0.1528	-0.07	0.03534966	1	0.1423823	-0.3236144	
0.1532	-0.07	0.03534966	1	0.1428257	-0.3234189	
0.1536	-0.07	0.03427973	1	0.1432697	-0.3232225	
0.154	-0.07	0.03427973	1	0.1437145	-0.323025	
0.1544	-0.07	0.03427973	1	0.1441598	-0.3228264	
0.1548	-0.07	0.03427973	1	0.1446058	-0.3226269	
0.1552	-0.07	0.03427973	1	0.1450525	-0.3224263	
0.1556	-0.07	0.03342378	1	0.1454998	-0.3222247	
0.156	-0.07	0.03342378	1	0.1459478	-0.3220221	
0.1564	-0.07	0.03342378	1	0.1463963	-0.3218184	
0.1568	-0.07	0.03342378	1	0.1468455	-0.3216136	
0.1572	-0.07	0.03342378	1	0.1472953	-0.3214079	
0.1576	-0.07	0.03273903	1	0.1477458	-0.3212011	
0.158	-0.07	0.03273903	1	0.1481968	-0.3209932	
0.1584	-0.07	0.03273903	1	0.1486485	-0.3207843	
0.1588	-0.07	0.03273903	1	0.1491008	-0.3205743	
0.1592	-0.07	0.03273903	1	0.1495536	-0.3203633	
0.1596	-0.07	0.03219122	1	0.1500071	-0.3201512	
0.16	-0.07	0.03219122	1	0.1504611	-0.319938	
0.1604	-0.07	0.03219122	1	0.1509158	-0.3197238	
0.1608	-0.07	0.03219122	1	0.151371	-0.3195086	
0.1612	-0.07	0.03219122	1	0.1518268	-0.3192922	
0.1616	-0.07	0.03175298	1	0.1522831	-0.3190748	
0.162	-0.07	0.03175298	1	0.1527401	-0.3188563	
0.1624	-0.07	0.03175298	1	0.1531976	-0.3186368	
0.1628	-0.07	0.03175298	1	0.1536556	-0.3184161	
0.1632	-0.07	0.03175298	1	0.1541142	-0.3181944	
0.1636	-0.07	0.03140239	1	0.1545734	-0.3179716	
0.164	-0.07	0.03140239	1	0.1550331	-0.3177477	
0.1644	-0.07	0.03140239	1	0.1554933	-0.3175227	
0.1648	-0.07	0.03140239	1	0.1559541	-0.3172967	
0.1652	-0.07	0.03140239	1	0.1564154	-0.3170695	
0.1656	-0.07	0.03112191	1	0.1568773	-0.3168412	
0.166	-0.07	0.03112191	1	0.1573396	-0.3166119	
0.1664	-0.07	0.03112191	1	0.1578025	-0.3163815	
0.1668	-0.07	0.03112191	1	0.1582659	-0.3161499	
0.1672	-0.07	0.03112191	1	0.1587298	-0.3159173	
0.1676	-0.07	0.03089753	1	0.1591942	-0.3156835	
0.168	-0.07	0.03089753	1	0.159659	-0.3154486	
0.1684	-0.07	0.03089753	1	0.1601244	-0.3152126	
0.1688	-0.07	0.03089753	1	0.1605903	-0.3149755	
0.1692	-0.07	0.03089753	1	0.1610567	-0.3147373	
0.1696	-0.07	0.03071802	1	0.1615235	-0.314498	
0.17	-0.07	0.03071802	1	0.1619908	-0.3142576	
0.1704	-0.07	0.03071802	1	0.1624586	-0.314016	
0.1708	-0.07	0.03071802	1	0.1629268	-0.3137733	
0.1712	-0.07	0.03071802	1	0.1633955	-0.3135295	
0.1716	-0.07	0.03057442	1	0.1638647	-0.3132845	
0.172	-0.07	0.03057442	1	0.1643343	-0.3130384	
0.1724	-0.07	0.03057442	1	0.1648043	-0.3127912	
0.1728	-0.07	0.03057442	1	0.1652748	-0.3125429	
0.1732	-0.07	0.03057442	1	0.1657457	-0.3122934	
0.1736	-0.07	0.03045954	1	0.1662171	-0.3120428	
0.174	-0.07	0.03045954	1	0.1666889	-0.311791	
0.1744	-0.07	0.03045954	1	0.1671611	-0.3115381	
0.1748	-0.07	0.03045954	1	0.1676337	-0.311284	
0.1752	-0.07	0.03045954	1	0.1681067	-0.3110288	
0.1756	-0.07	0.03036763	1	0.1685801	-0.3107725	
0.176	-0.07	0.03036763	1	0.169054	-0.310515	
0.1764	-0.07	0.03036763	1	0.1695282	-0.3102563	
0.1768	-0.07	0.03036763	1	0.1700028	-0.3099965	
0.1772	-0.07	0.03036763	1	0.1704778	-0.3097356	
0.1776	-0.07	0.03029411	1	0.1709531	-0.3094735	
0.178	-0.07	0.03029411	1	0.1714289	-0.3092102	
0.1784	-0.07	0.03029411	1	0.171905	-0.3089457	
0.1788	-0.07	0.03029411	1	0.1723815	-0.3086801	
0.1792	-0.07	0.03029411	1	0.1728583	-0.3084134	
0.1796	-0.07	0.03023528	1	0.1733356	-0.3081454	
0.18	-0.07	0.03023528	1	0.1738131	-0.3078763	
0.1804	-0.07	0.03023528	1	0.174291	-0.307606	
0.1808	-0.07	0.03023528	1	0.1747692	-0.3073345	
0.1812	-0.07	0.03023528	1	0.1752478	-0.3070619	
0.1816	-0.07	0.03018823	1	0.1757267	-0.3067881	
0.182	-0.07	0.03018823	1	0.1762059	-0.3065131	
0.1824	-0.07	0.03018823	1	0.1766855	-0.3062369	
0.1828	-0.07	0.03018823	1	0.1771653	-0.3059596	
0.1832	-0.07	0.03018823	1	0.1776455	-0.305681	
0.1836	-0.07	0.03015058	1	0.1781259	-0.3054013	
0.184	-0.07	0.03015058	1	0.1786067	-0.3051204	
0.1844	-0.07	0.03015058	1	0.1790878	-0.3048383	
0.1848	-0.07	0.03015058	1	0.1795691	-0.304555	
0.1852	-0.07	0.03015058	1	0.1800507	-0.3042705	
0.1856	-0.07	0.03012046	1	0.1805326	-0.3039848	
0.186	-0.07	0.03012046	1	0.1810148	-0.3036979	
0.1864	-0.07	0.03012046	1	0.1814973	-0.3034099	
0.1868	-0.07	0.03012046	1	0.18198	-0.3031206	
0.1872	-0.07	0.03012046	1	0.182463	-0.3028301	
0.1876	-0.07	0.03009637	1	0.1829462	-0.3025385	
0.188	-0.07	0.03009637	1	0.1834296	-0.3022456	
0.1884	-0.07	0.03009637	1	0.1839133	-0.3019515	
0.1888	-0.07	0.03009637	1	0.1843973	-0.3016562	
0.1892	-0.07	0.03009637	1	0.1848814	-0.3013597	
0.1896	-0.07	0.03007709	1	0.1853658	-0.301062	
0.19	-0.07	0.03007709	1	0.1858505	-0.3007631	
0.1904	-0.07	0.03007709	1	0.1863353	-0.300463	
0.1908	-0.07	0.03007709	2	0.1868203	-0.3001616	
0.1912	-0.07	0.03007709	2	0.1873056	-0.2998591	
0.1916	-0.07	0.03006168	1	0.187791	-0.2995553	
0.192	-0.07	0.03006168	2	0.1882766	-0.2992503	
0.1924	-0.07	0.03006168	1	0.1887625	-0.2989441	
0.1928	-0.07	0.03006168	2	0.1892485	-0.2986367	
0.1932	-0.07	0.03006168	3	0.1897347	-0.298328	
0.1936	-0.07	0.03004934	2	0.190221	-0.2980182	
0.194	-0.07	0.03004934	2	0.1907075	-0.2977071	
0.1944	-0.07	0.03004934	3	0.1911942	-0.2973947	
0.1948	-0.07	0.03004934	3	0.1916811	-0.2970812	
0.1952	-0.07	0.03004934	3	0.192168	-0.2967664	
0.1956	-0.07	0.05003947	2	0.1926552	-0.2964504	
0.196	-0.07	0.05003947	2	0.1931424	-0.2961332	
0.1964	-0.07	0.05003947	2	0.1936298	-0.2958147	
0.1968	-0.07	0.05003947	2	0.1941174	-0.295495	
0.1972	-0.07	0.05003947	2	0.194605	-0.2951741	
0.1976	-0.07	0.06603157	2	0.1950928	-0.294852	
0.198	-0.07	0.06603157	2	0.1955807	-0.2945286	
0.1984	-0.07	0.06603157	2	0.1960687	-0.2942039	
0.1988	-0.07	0.06603157	1	0.1965568	-0.293878	
0.1992	-0.07	0.06603157	1	0.197045	-0.293551	
0.1996	-0.07	0.07882526	1	0.1975333	-0.2932226	
0.2	-0.07	0.07882526	1	0.1980217	-0.292893	
0.2004	-0.07	0.07882526	1	0.1985101	-0.2925622	
0.2008	-0.07	0.07882526	1	0.1989986	-0.2922302	
0.2012	-0.07	0.07882526	1	0.1994872	-0.2918968	
0.2016	-0.07	0.0690602	2	0.1999759	-0.2915623	
0.202	-0.07	0.0690602	3	0.2004646	-0.2912265	
0.2024	-0.07	0.0690602	3	0.2009534	-0.2908895	
0.2028	-0.07	0.0690602	3	0.2014422	-0.2905512	
0.2032	-0.07	0.0690602	3	0.201931	-0.2902116	
0.2036	-0.07	0.08124816	4	0.20242	-0.2898709	
0.204	-0.07	0.08124816	4	0.2029089	-0.2895288	
0.2044	-0.07	0.08124816	4	0.2033978	-0.2891856	
0.2048	-0.07	0.08124816	4	0.2038868	-0.2888411	
0.2052	-0.07	0.08124816	3	0.2043758	-0.2884953	
0.2056	-0.07	0.1309985	3	0.2048648	-0.2881483	
0.206	-0.07	0.1309985	3	0.2053537	-0.2878	
0.2064	-0.07	0.1309985	0	0.2058427	-0.2874505	
0.2068	-0.07	0.1309985	0	0.2063317	-0.2870997	
0.2072	-0.07	0.1309985	0	0.2068207	-0.2867477	
0.2076	-0.07	0.1507988	0	0.2073096	-0.2863944	
0.208	-0.07	0.1507988	0	0.2077986	-0.2860398	
0.2084	-0.07	0.1507988	0	0.2082875	-0.285684	
0.2088	-0.07	0.1507988	0	0.2087763	-0.285327	
0.2092	-0.07	0.1507988	0	0.2092651	-0.2849687	
0.2096	-0.07	0.106639	0	0.2097539	-0.2846091	
0.21	-0.07	0.106639	0	0.2102426	-0.2842483	
0.2104	-0.07	0.106639	0	0.2107313	-0.2838862	
0.2108	-0.07	0.106639	0	0.2112199	-0.2835229	
0.2112	-0.07	0.106639	0	0.2117084	-0.2831583	
0.2116	-0.07	0.07131124	0	0.2121969	-0.2827924	
0.212	-0.07	0.07131124	0	0.2126852	-0.2824254	
0.2124	-0.07	0.07131124	0	0.2131735	-0.282057	
0.2128	-0.07	0.07131124	0	0.2136617	-0.2816874	
0.2132	-0.07	0.07131124	0	0.2141498	-0.2813165	
0.2136	-0.07	0.04304899	0	0.2146378	-0.2809443	
0.214	-0.07	0.04304899	0	0.2151257	-0.280571	
0.2144	-0.07	0.04304899	0	0.2156135	-0.2801963	
0.2148	-0.07	0.04304899	0	0.2161011	-0.2798204	
0.2152	-0.07	0.04304899	0	0.2165886	-0.2794432	
0.2156	-0.07	0.02043919	0	0.217076	-0.2790648	
0.216	-0.07	0.02043919	0	0.2175633	-0.2786851	
0.2164	-0.07	0.02043919	0	0.2180504	-0.2783041	
0.2168	-0.07	0.02043919	0	0.2185374	-0.2779219	
0.2172	-0.07	0.02043919	0	0.2190242	-0.2775384	
0.2176	-0.07	0.002351359	0	0.2195109	-0.2771537	
0.218	-0.07	0.002351359	0	0.2199974	-0.2767677	
0.2184	-0.07	0.002351359	0	0.2204837	-0.2763804	
0.2188	-0.07	0.002351359	0	0.2209698	-0.2759919	
0.2192	-0.07	0.002351359	0	0.2214558	-0.2756022	
0.2196	-0.07	-0.01211891	0	0.2219416	-0.2752111	
0.22	-0.07	-0.01211891	0	0.2224272	-0.2748188	
0.2204	-0.07	-0.01211891	0	0.2229126	-0.2744253	
0.2208	-0.07	-0.01211891	0	0.2233978	-0.2740304	
0.2212	-0.07	-0.01211891	0	0.2238828	-0.2736344	
0.2216	-0.07	-0.02369513	0	0.2243675	-0.273237	
0.222	-0.07	-0.02369513	0	0.2248521	-0.2728384	
0.2224	-0.07	-0.02369513	0	0.2253364	-0.2724386	
