Time	LO	LOS	LeftOdor	OS	RO	ROS	RightOdor	
1.125	0.9580351	333.8121	333.8121	0	0.8976067	286.2921	286.2921	
1.126	0.9580351	333.7808	333.7808	0	0.8976067	286.3415	286.3415	
1.127	0.9589031	333.7494	333.7494	0	0.896832	286.3909	286.3909	
1.128	0.9589031	333.7106	333.7106	0	0.896832	286.4467	286.4467	
1.129	0.9597499	333.6716	333.6716	0	0.8960789	286.5024	286.5024	
1.13	0.9597499	333.6253	333.6253	0	0.8960789	286.5645	286.5645	
1.131	0.9605753	333.5786	333.5786	0	0.8953475	286.6263	286.6263	
1.132	0.9605753	333.5249	333.5249	0	0.8953475	286.6947	286.6947	
1.133	0.9613785	333.4707	333.4707	0	0.8946381	286.7628	286.7628	
1.134	0.9613785	333.4094	333.4094	0	0.8946381	286.8374	286.8374	
1.135	0.9621592	333.3477	333.3477	0	0.8939511	286.9118	286.9118	
1.136	0.9621592	333.2787	333.2787	0	0.8939511	286.9927	286.9927	
1.137	0.9629169	333.2094	333.2094	0	0.8932868	287.0733	287.0733	
1.138	0.9629169	333.1328	333.1328	0	0.8932868	287.1602	287.1602	
1.139	0.9636511	333.0559	333.0559	0	0.8926454	287.247	287.247	
1.14	0.9636511	332.9719	332.9719	0	0.8926454	287.3401	287.3401	
1.141	0.9643614	332.8874	332.8874	0	0.8920273	287.433	287.433	
1.142	0.9643614	332.7958	332.7958	0	0.8920273	287.5323	287.5323	
1.143	0.9650475	332.7037	332.7037	0	0.8914328	287.6314	287.6314	
1.144	0.9650475	332.6044	332.6044	0	0.8914328	287.7367	287.7367	
1.145	0.9657087	332.5048	332.5048	0	0.890862	287.8418	287.8418	
1.146	0.9657087	332.3979	332.3979	0	0.890862	287.9531	287.9531	
1.147	0.9663448	332.2907	332.2907	0	0.8903152	288.0642	288.0642	
1.148	0.9663448	332.1763	332.1763	0	0.8903152	288.1815	288.1815	
1.149	0.9669554	332.0616	332.0616	0	0.8897928	288.2986	288.2986	
1.15	0.9669554	331.9396	331.9396	0	0.8897928	288.4218	288.4218	
1.151	0.96754	331.8172	331.8172	0	0.8892949	288.5448	288.5448	
1.152	0.96754	331.6877	331.6877	0	0.8892949	288.674	288.674	
1.153	0.9680982	331.5578	331.5578	0	0.8888217	288.8028	288.8028	
1.154	0.9680982	331.4209	331.4209	0	0.8888217	288.9378	288.9378	
1.155	0.9686297	331.2835	331.2835	0.0005854249	0.8883734	289.0725	289.0725	
1.156	0.9686297	331.139	331.139	0.0005854249	0.8883734	289.2133	289.2133	
1.157	0.9691341	330.9941	330.9941	0.00137628	0.8879503	289.3537	289.3537	
1.158	0.9691341	330.8422	330.8422	0.00137628	0.8879503	289.5002	289.5002	
1.159	0.9696111	330.6897	330.6897	0.002160592	0.8875525	289.6464	289.6464	
1.16	0.9696111	330.5303	330.5303	0.002160592	0.8875525	289.7986	289.7986	
1.161	0.9700603	330.3706	330.3706	0.002937966	0.8871802	289.9504	289.9504	
1.162	0.9700603	330.2037	330.2037	0.002937966	0.8871802	290.1082	290.1082	
1.163	0.9704813	330.0365	330.0365	0.003708008	0.8868336	290.2656	290.2656	
1.164	0.9704813	329.8624	329.8624	0.003708008	0.8868336	290.4289	290.4289	
1.165	0.9708739	329.6877	329.6877	0.004470325	0.8865129	290.5919	290.5919	
1.166	0.9708739	329.5063	329.5063	0.004470325	0.8865129	290.7607	290.7607	
1.167	0.9712377	329.3243	329.3243	0.005224528	0.8862181	290.9291	290.9291	
1.168	0.9712377	329.1355	329.1355	0.005224528	0.8862181	291.1032	291.1032	
1.169	0.9715724	328.9462	328.9462	0.005970234	0.8859495	291.2771	291.2771	
1.17	0.9715724	328.7502	328.7502	0.005970234	0.8859495	291.4566	291.4566	
1.171	0.9718777	328.5536	328.5536	0.006707059	0.8857071	291.6357	291.6357	
1.172	0.9718777	328.3505	328.3505	0.006707059	0.8857071	291.8205	291.8205	
1.173	0.9721534	328.1468	328.1468	0.007434623	0.8854911	292.0049	292.0049	
1.174	0.9721534	327.9364	327.9364	0.007434623	0.8854911	292.1949	292.1949	
1.175	0.9723991	327.7256	327.7256	0.008152554	0.8853016	292.3844	292.3844	
1.176	0.9723991	327.5081	327.5081	0.008152554	0.8853016	292.5795	292.5795	
1.177	0.9726146	327.2902	327.2902	0.008860477	0.8851386	292.7742	292.7742	
1.178	0.9726146	327.0656	327.0656	0.008860477	0.8851386	292.9742	292.9742	
1.179	0.9727998	326.8408	326.8408	0.009558028	0.8850023	293.1739	293.1739	
1.18	0.9727998	326.6093	326.6093	0.009558028	0.8850023	293.3789	293.3789	
1.181	0.9729543	326.3773	326.3773	0.01024484	0.8848927	293.5835	293.5835	
1.182	0.9729543	326.1391	326.1391	0.01024484	0.8848927	293.7934	293.7934	
1.183	0.9730778	325.9003	325.9003	0.01092056	0.8848099	294.0028	294.0028	
1.184	0.9730778	325.6551	325.6551	0.01092056	0.8848099	294.2175	294.2175	
1.185	0.9731703	325.4095	325.4095	0.01158483	0.8847538	294.4316	294.4316	
1.186	0.9731703	325.1576	325.1576	0.01158483	0.8847538	294.6509	294.6509	
1.187	0.9732314	324.9052	324.9052	0.0122373	0.8847246	294.8698	294.8698	
1.188	0.9732314	324.6467	324.6467	0.0122373	0.8847246	295.0936	295.0936	
1.189	0.9732611	324.3876	324.3876	0.01287762	0.8847224	295.317	295.317	
1.19	0.9732611	324.1224	324.1224	0.01287762	0.8847224	295.5453	295.5453	
1.191	0.9732592	323.8568	323.8568	0.01350545	0.8847469	295.7732	295.7732	
1.192	0.9732592	323.5851	323.5851	0.01350545	0.8847469	296.0058	296.0058	
1.193	0.9732254	323.3129	323.3129	0.01412047	0.8847984	296.238	296.238	
1.194	0.9732254	323.0348	323.0348	0.01412047	0.8847984	296.4749	296.4749	
1.195	0.9731597	322.7562	322.7562	0.01472233	0.8848767	296.7114	296.7114	
1.196	0.9731597	322.4718	322.4718	0.01472233	0.8848767	296.9524	296.9524	
1.197	0.9730619	322.1869	322.1869	0.01531071	0.8849818	297.1931	297.1931	
1.198	0.9730619	321.8963	321.8963	0.01531071	0.8849818	297.4381	297.4381	
1.199	0.9729319	321.6051	321.6051	0.0158853	0.8851138	297.6828	297.6828	
1.2	0.9729319	321.3083	321.3083	0.0158853	0.8851138	297.9318	297.9318	
1.201	0.9727695	321.0111	321.0111	0.01644577	0.8852725	298.1804	298.1804	
1.202	0.9727695	320.7082	320.7082	0.01644577	0.8852725	298.4331	298.4331	
1.203	0.9725747	320.4049	320.4049	0.01699182	0.8854579	298.6855	298.6855	
1.204	0.9725747	320.0962	320.0962	0.01699182	0.8854579	298.942	298.942	
1.205	0.9723476	319.7869	319.7869	0.01752316	0.8856698	299.1981	299.1981	
1.206	0.9723476	319.4724	319.4724	0.01752316	0.8856698	299.4582	299.4582	
1.207	0.9720879	319.1573	319.1573	0.01803947	0.8859083	299.7178	299.7178	
1.208	0.9720879	318.8369	318.8369	0.01803947	0.8859083	299.9812	299.9812	
1.209	0.9717956	318.5163	318.5163	0.01854048	0.8861732	300.2442	300.2442	
1.21	0.9717956	318.1904	318.1904	0.01854048	0.8861732	300.511	300.511	
1.211	0.9714706	317.864	317.864	0.01902589	0.8864644	300.7774	300.7774	
1.212	0.9714706	317.5326	317.5326	0.01902589	0.8864644	301.0474	301.0474	
1.213	0.9711131	317.2008	317.2008	0.01949544	0.8867817	301.3169	301.3169	
1.214	0.9711131	316.8641	316.8641	0.01949544	0.8867817	301.5898	301.5898	
1.215	0.9707229	316.5268	316.5268	0.01994884	0.8871251	301.8623	301.8623	
1.216	0.9707229	316.1849	316.1849	0.01994884	0.8871251	302.1383	302.1383	
1.217	0.9703001	315.8424	315.8424	0.02038584	0.8874943	302.4137	302.4137	
1.218	0.9703001	315.4953	315.4953	0.02038584	0.8874943	302.6924	302.6924	
1.219	0.9698446	315.1477	315.1477	0.02080618	0.8878893	302.9705	302.9705	
1.22	0.9698446	314.7956	314.7956	0.02080618	0.8878893	303.2518	303.2518	
1.221	0.9693566	314.4431	314.4431	0.02120961	0.8883097	303.5327	303.5327	
1.222	0.9693566	314.0862	314.0862	0.02120961	0.8883097	303.8164	303.8164	
1.223	0.968836	313.7288	313.7288	0.02159589	0.8887554	304.0997	304.0997	
1.224	0.968836	313.3671	313.3671	0.02159589	0.8887554	304.3858	304.3858	
1.225	0.9682831	313.005	313.005	0.02196478	0.8892263	304.6713	304.6713	
1.226	0.9682831	312.6387	312.6387	0.02196478	0.8892263	304.9597	304.9597	
1.227	0.9676976	312.272	312.272	0.02231605	0.8897221	305.2473	305.2473	
1.228	0.9676976	311.9012	311.9012	0.02231605	0.8897221	305.5377	305.5377	
1.229	0.96708	311.5301	311.5301	0.02264949	0.8902425	305.8274	305.8274	
1.23	0.96708	311.155	311.155	0.02264949	0.8902425	306.1196	306.1196	
1.231	0.9664302	310.7795	310.7795	0.02296487	0.8907873	306.4112	306.4112	
1.232	0.9664302	310.4002	310.4002	0.02296487	0.8907873	306.705	306.705	
1.233	0.9657484	310.0206	310.0206	0.023262	0.8913562	306.9982	306.9982	
1.234	0.9657484	309.6372	309.6372	0.023262	0.8913562	307.2937	307.2937	
1.235	0.9650347	309.2536	309.2536	0.02354068	0.891949	307.5885	307.5885	
1.236	0.9650347	308.8664	308.8664	0.02354068	0.891949	307.8853	307.8853	
1.237	0.9642892	308.4788	308.4788	0.02380073	0.8925653	308.1815	308.1815	
1.238	0.9642892	308.0878	308.0878	0.02380073	0.8925653	308.4795	308.4795	
1.239	0.9635121	307.6966	307.6966	0.02404195	0.8932049	308.7769	308.7769	
1.24	0.9635121	307.3019	307.3019	0.02404195	0.8932049	309.0759	309.0759	
1.241	0.9627037	306.907	306.907	0.02426418	0.8938674	309.3743	309.3743	
1.242	0.9627037	306.509	306.509	0.02426418	0.8938674	309.6743	309.6743	
1.243	0.961864	306.1107	306.1107	0.02446726	0.8945525	309.9734	309.9734	
1.244	0.961864	305.7094	305.7094	0.02446726	0.8945525	310.2741	310.2741	
1.245	0.9609933	305.3077	305.3077	0.02465104	0.8952599	310.574	310.574	
1.246	0.9609933	304.9032	304.9032	0.02465104	0.8952599	310.8752	310.8752	
1.247	0.9600919	304.4984	304.4984	0.02481535	0.8959891	311.1756	311.1756	
1.248	0.9600919	304.0909	304.0909	0.02481535	0.8959891	311.4771	311.4771	
1.249	0.95916	303.6831	303.6831	0.02496007	0.8967398	311.7779	311.7779	
1.25	0.95916	303.2728	303.2728	0.02496007	0.8967398	312.0796	312.0796	
1.251	0.9581978	302.8621	302.8621	0.02508507	0.8975117	312.3804	312.3804	
1.252	0.9581978	302.449	302.449	0.02508507	0.8975117	312.6821	312.6821	
1.253	0.9572056	302.0357	302.0357	0.02519023	0.8983043	312.9829	312.9829	
1.254	0.9572056	301.6201	301.6201	0.02519023	0.8983043	313.2845	313.2845	
1.255	0.9561836	301.2043	301.2043	0.02527544	0.8991171	313.5851	313.5851	
1.256	0.9561836	300.7864	300.7864	0.02527544	0.8991171	313.8862	313.8862	
1.257	0.9551322	300.3682	300.3682	0.02534059	0.8999499	314.1864	314.1864	
1.258	0.9551322	299.9481	299.9481	0.02534059	0.8999499	314.4868	314.4868	
1.259	0.9540516	299.5278	299.5278	0.0253856	0.9008021	314.7863	314.7863	
1.26	0.9540516	299.1057	299.1057	0.0253856	0.9008021	315.0861	315.0861	
1.261	0.9529423	298.6833	298.6833	0.02541039	0.9016732	315.3848	315.3848	
1.262	0.9529423	298.2592	298.2592	0.02541039	0.9016732	315.6836	315.6836	
1.263	0.9518044	297.8349	297.8349	0.02541487	0.9025628	315.9814	315.9814	
1.264	0.9518044	297.409	297.409	0.02541487	0.9025628	316.2792	316.2792	
1.265	0.9506384	296.9829	296.9829	0.02539899	0.9034705	316.5759	316.5759	
1.266	0.9506384	296.5552	296.5552	0.02539899	0.9034705	316.8723	316.8723	
1.267	0.9494445	296.1273	296.1273	0.02536269	0.9043956	317.1676	317.1676	
1.268	0.9494445	295.698	295.698	0.02536269	0.9043956	317.4626	317.4626	
1.269	0.9482234	295.2686	295.2686	0.02530592	0.9053377	317.7566	317.7566	
1.27	0.9482234	294.8379	294.8379	0.02530592	0.9053377	318.05	318.05	
1.271	0.946975	294.407	294.407	0.02522866	0.9062964	318.3423	318.3423	
1.272	0.946975	293.9748	293.9748	0.02522866	0.9062964	318.6338	318.6338	
1.273	0.9456999	293.5425	293.5425	0.02513087	0.907271	318.9243	318.9243	
1.274	0.9456999	293.1092	293.1092	0.02513087	0.907271	319.2139	319.2139	
1.275	0.9443984	292.6756	292.6756	0.02501255	0.908261	319.5024	319.5024	
1.276	0.9443984	292.2411	292.2411	0.02501255	0.908261	319.7899	319.7899	
1.277	0.943071	291.8064	291.8064	0.02487367	0.9092659	320.0761	320.0761	
1.278	0.943071	291.3708	291.3708	0.02487367	0.9092659	320.3613	320.3613	
1.279	0.941718	290.9352	290.9352	0.02471425	0.9102852	320.6452	320.6452	
1.28	0.941718	290.4987	290.4987	0.02471425	0.9102852	320.9277	320.9277	
1.281	0.9403397	290.0621	290.0621	0.02453429	0.9113182	321.2091	321.2091	
1.282	0.9403397	289.6248	289.6248	0.02453429	0.9113182	321.489	321.489	
1.283	0.9389366	289.1875	289.1875	0.02433382	0.9123644	321.7675	321.7675	
1.284	0.9389366	288.7496	288.7496	0.02433382	0.9123644	322.0445	322.0445	
1.285	0.9375092	288.3116	288.3116	0.02411286	0.9134232	322.3203	322.3203	
1.286	0.9375092	287.873	287.873	0.02411286	0.9134232	322.5941	322.5941	
1.287	0.9360576	287.4344	287.4344	0.02387147	0.9144939	322.8667	322.8667	
1.288	0.9360576	286.9955	286.9955	0.02387147	0.9144939	323.1373	323.1373	
1.289	0.9345826	286.5566	286.5566	0.02360968	0.915576	323.4065	323.4065	
1.29	0.9345826	286.1172	286.1172	0.02360968	0.915576	323.6736	323.6736	
1.291	0.9330844	285.6779	285.6779	0.02332755	0.9166688	323.9394	323.9394	
1.292	0.9330844	285.2384	285.2384	0.02332755	0.9166688	324.2029	324.2029	
1.293	0.9315633	284.7989	284.7989	0.02302515	0.9177718	324.4649	324.4649	
1.294	0.9315633	284.3593	284.3593	0.02302515	0.9177718	324.7245	324.7245	
1.295	0.93002	283.9196	283.9196	0.02270256	0.9188843	324.9827	324.9827	
1.296	0.93002	283.48	283.48	0.02270256	0.9188843	325.2383	325.2383	
1.297	0.9284548	283.0404	283.0404	0.02235987	0.9200055	325.4924	325.4924	
1.298	0.9284548	282.601	282.601	0.02235987	0.9200055	325.7437	325.7437	
1.299	0.9268681	282.1614	282.1614	0.02199716	0.9211349	325.9935	325.9935	
1.3	0.9268681	281.7222	281.7222	0.02199716	0.9211349	326.2404	326.2404	
1.301	0.9252604	281.2829	281.2829	0.02161455	0.9222718	326.4858	326.4858	
1.302	0.9252604	280.8441	280.8441	0.02161455	0.9222718	326.7281	326.7281	
1.303	0.9236321	280.4051	280.4051	0.02121215	0.9234155	326.9689	326.9689	
1.304	0.9236321	279.9666	279.9666	0.02121215	0.9234155	327.2064	327.2064	
1.305	0.9219838	279.5281	279.5281	0.02079007	0.9245654	327.4423	327.4423	
1.306	0.9219838	279.0902	279.0902	0.02079007	0.9245654	327.6748	327.6748	
1.307	0.9203159	278.6522	278.6522	0.02034845	0.9257206	327.9057	327.9057	
1.308	0.9203159	278.215	278.215	0.02034845	0.9257206	328.1331	328.1331	
1.309	0.9186286	277.7776	277.7776	0.01988744	0.9268805	328.3588	328.3588	
1.31	0.9186286	277.3412	277.3412	0.01988744	0.9268805	328.5807	328.5807	
1.311	0.9169227	276.9046	276.9046	0.01940717	0.9280444	328.8011	328.8011	
1.312	0.9169227	276.4689	276.4689	0.01940717	0.9280444	329.0175	329.0175	
1.313	0.9151986	276.0333	276.0333	0.01890781	0.9292117	329.2323	329.2323	
1.314	0.9151986	275.5985	275.5985	0.01890781	0.9292117	329.4429	329.4429	
1.315	0.9134566	275.1638	275.1638	0.01838952	0.9303814	329.652	329.652	
1.316	0.9134566	274.73	274.73	0.01838952	0.9303814	329.8567	329.8567	
1.317	0.9116973	274.2964	274.2964	0.01785248	0.9315528	330.0598	330.0598	
1.318	0.9116973	273.8639	273.8639	0.01785248	0.9315528	330.2585	330.2585	
1.319	0.9099212	273.4314	273.4314	0.01729688	0.9327253	330.4555	330.4555	
1.32	0.9099212	273.0001	273.0001	0.01729688	0.9327253	330.648	330.648	
1.321	0.9081286	272.5688	272.5688	0.0167229	0.9338981	330.8387	330.8387	
1.322	0.9081286	272.1388	272.1388	0.0167229	0.9338981	331.0248	331.0248	
1.323	0.9063202	271.7088	271.7088	0.01613075	0.9350705	331.2091	331.2091	
1.324	0.9063202	271.2803	271.2803	0.01613075	0.9350705	331.3885	331.3885	
1.325	0.9044963	270.8518	270.8518	0.01552063	0.9362416	331.5662	331.5662	
1.326	0.9044963	270.4247	270.4247	0.01552063	0.9362416	331.7389	331.7389	
1.327	0.9026574	269.9977	269.9977	0.01489276	0.9374107	331.9098	331.9098	
1.328	0.9026574	269.5721	269.5721	0.01489276	0.9374107	332.0756	332.0756	
1.329	0.9008042	269.1467	269.1467	0.01424737	0.9385771	332.2395	332.2395	
1.33	0.9008042	268.7229	268.7229	0.01424737	0.9385771	332.3982	332.3982	
1.331	0.8989369	268.2991	268.2991	0.0135847	0.9397399	332.555	332.555	
1.332	0.8989369	267.8771	267.8771	0.0135847	0.9397399	332.7065	332.7065	
1.333	0.8970561	267.455	267.455	0.01290497	0.9408984	332.8561	332.8561	
1.334	0.8970561	267.0348	267.0348	0.01290497	0.9408984	333.0001	333.0001	
1.335	0.8951623	266.6146	266.6146	0.01220845	0.9420519	333.1423	333.1423	
1.336	0.8951623	266.1963	266.1963	0.01220845	0.9420519	333.2788	333.2788	
1.337	0.8932559	265.778	265.778	0.01149539	0.9431994	333.4135	333.4135	
1.338	0.8932559	265.3617	265.3617	0.01149539	0.9431994	333.5424	333.5424	
1.339	0.8913375	264.9453	264.9453	0.01076604	0.9443402	333.6692	333.6692	
1.34	0.8913375	264.531	264.531	0.01076604	0.9443402	333.7903	333.7903	
1.341	0.8894075	264.1167	264.1167	0.0100207	0.9454736	333.9093	333.9093	
1.342	0.8894075	263.7046	263.7046	0.0100207	0.9454736	334.0225	334.0225	
1.343	0.8874663	263.2924	263.2924	0.009259621	0.9465987	334.1336	334.1336	
1.344	0.8874663	262.8824	262.8824	0.009259621	0.9465987	334.2386	334.2386	
1.345	0.8855146	262.4725	262.4725	0.008483104	0.9477147	334.3416	334.3416	
1.346	0.8855146	262.0647	262.0647	0.008483104	0.9477147	334.4384	334.4384	
1.347	0.8835526	261.657	261.657	0.00769144	0.9488209	334.5331	334.5331	
1.348	0.8835526	261.2516	261.2516	0.00769144	0.9488209	334.6216	334.6216	
1.349	0.8815809	260.8461	260.8461	0.006884928	0.9499165	334.708	334.708	
1.35	0.8815809	260.4431	260.4431	0.006884928	0.9499165	334.788	334.788	
1.351	0.8796	260.04	260.04	0.006063874	0.9510006	334.8659	334.8659	
1.352	0.8796	259.6395	259.6395	0.006063874	0.9510006	334.9373	334.9373	
1.353	0.8776104	259.2389	259.2389	0.005228592	0.9520725	335.0067	335.0067	
1.354	0.8776104	258.8407	258.8407	0.005228592	0.9520725	335.0695	335.0695	
1.355	0.8756126	258.4426	258.4426	0.0043794	0.9531314	335.1302	335.1302	
1.356	0.8756126	258.047	258.047	0.0043794	0.9531314	335.1842	335.1842	
1.357	0.8736069	257.6513	257.6513	0.003516623	0.9541767	335.236	335.236	
1.358	0.8736069	257.2583	257.2583	0.003516623	0.9541767	335.2811	335.2811	
1.359	0.8715938	256.8653	256.8653	0.002640592	0.9552073	335.3242	335.3242	
1.36	0.8715938	256.4749	256.4749	0.002640592	0.9552073	335.3603	335.3603	
1.361	0.8695739	256.0846	256.0846	0.001751645	0.9562225	335.3944	335.3944	
1.362	0.8695739	255.6968	255.6968	0.001751645	0.9562225	335.4214	335.4214	
1.363	0.8675475	255.3091	255.3091	0.0008501257	0.9572217	335.4464	335.4464	
1.364	0.8675475	254.9242	254.9242	0.0008501257	0.9572217	335.4643	335.4643	
1.365	0.8655151	254.5391	254.5391	0	0.9582042	335.48	335.48	
1.366	0.8655151	254.1569	254.1569	0	0.9582042	335.4887	335.4887	
1.367	0.8634771	253.7747	253.7747	0	0.9591688	335.4953	335.4953	
1.368	0.8634771	253.3952	253.3952	0	0.9591688	335.4947	335.4947	
1.369	0.861434	253.0158	253.0158	0	0.9601152	335.4919	335.4919	
1.37	0.861434	252.6392	252.6392	0	0.9601152	335.482	335.482	
1.371	0.8593863	252.2626	252.2626	0	0.9610424	335.4699	335.4699	
1.372	0.8593863	251.8889	251.8889	0	0.9610424	335.4504	335.4504	
1.373	0.8573344	251.5151	251.5151	0	0.9619498	335.429	335.429	
1.374	0.8573344	251.1443	251.1443	0	0.9619498	335.4001	335.4001	
1.375	0.8552786	250.7734	250.7734	0	0.9628365	335.3691	335.3691	
1.376	0.8552786	250.4055	250.4055	0	0.9628365	335.3306	335.3306	
1.377	0.8532194	250.0376	250.0376	0	0.9637019	335.2901	335.2901	
1.378	0.8532194	249.6727	249.6727	0	0.9637019	335.2421	335.2421	
1.379	0.8511572	249.3076	249.3076	0	0.9645452	335.192	335.192	
1.38	0.8511572	248.9457	248.9457	0	0.9645452	335.1344	335.1344	
1.381	0.8490925	248.5837	248.5837	0	0.9653658	335.0746	335.0746	
1.382	0.8490925	248.2248	248.2248	0	0.9653658	335.0073	335.0073	
1.383	0.8470256	247.8657	247.8657	0	0.966163	334.938	334.938	
1.384	0.8470256	247.5098	247.5098	0	0.966163	334.861	334.861	
1.385	0.8449571	247.1537	247.1537	0	0.966936	334.782	334.782	
1.386	0.8449571	246.8009	246.8009	0	0.966936	334.6952	334.6952	
1.387	0.8428872	246.4478	246.4478	0	0.9676841	334.6065	334.6065	
1.388	0.8428872	246.0981	246.0981	0	0.9676841	334.5101	334.5101	
1.389	0.8408163	245.7481	245.7481	0	0.9684069	334.4116	334.4116	
1.39	0.8408163	245.4013	245.4013	0	0.9684069	334.3053	334.3053	
1.391	0.8387449	245.0545	245.0545	0	0.9691035	334.1971	334.1971	
1.392	0.8387449	244.7107	244.7107	0	0.9691035	334.0811	334.0811	
1.393	0.8366733	244.3669	244.3669	0	0.9697732	333.9631	333.9631	
1.394	0.8366733	244.0264	244.0264	0	0.9697732	333.8375	333.8375	
1.395	0.8346018	243.6856	243.6856	0	0.9704155	333.7097	333.7097	
1.396	0.8346018	243.3481	243.3481	0	0.9704155	333.5741	333.5741	
1.397	0.8325309	243.0104	243.0104	0	0.9710298	333.4367	333.4367	
1.398	0.8325309	242.676	242.676	0	0.9710298	333.2914	333.2914	
1.399	0.8304608	242.3414	242.3414	0	0.9716154	333.1441	333.1441	
1.4	0.8304608	242.0101	242.0101	0	0.9716154	332.9892	332.9892	
1.401	0.8283921	241.6786	241.6786	0	0.9721717	332.8322	332.8322	
1.402	0.8283921	241.3505	241.3505	0	0.9721717	332.6674	332.6674	
1.403	0.8263251	241.0221	241.0221	0	0.9726982	332.5007	332.5007	
1.404	0.8263251	240.697	240.697	0	0.9726982	332.3263	332.3263	
1.405	0.8242599	240.3717	240.3717	0	0.9731942	332.1498	332.1498	
1.406	0.8242599	240.0497	240.0497	0	0.9731942	331.9657	331.9657	
1.407	0.822197	239.7275	239.7275	0	0.9736594	331.7796	331.7796	
1.408	0.822197	239.4086	239.4086	0	0.9736594	331.5857	331.5857	
1.409	0.8201367	239.0895	239.0895	0	0.974093	331.39	331.39	
1.41	0.8201367	238.7737	238.7737	0	0.974093	331.1866	331.1866	
1.411	0.8180794	238.4576	238.4576	0	0.9744945	330.9812	330.9812	
1.412	0.8180794	238.1449	238.1449	0	0.9744945	330.7681	330.7681	
1.413	0.8160252	237.8319	237.8319	0	0.9748635	330.5532	330.5532	
1.414	0.8160252	237.5223	237.5223	0	0.9748635	330.3306	330.3306	
1.415	0.8139746	237.2123	237.2123	0	0.9751994	330.1061	330.1061	
1.416	0.8139746	236.9058	236.9058	0	0.9751994	329.874	329.874	
1.417	0.8119279	236.5989	236.5989	0	0.9755018	329.64	329.64	
1.418	0.8119279	236.2953	236.2953	0	0.9755018	329.3984	329.3984	
1.419	0.8098852	235.9915	235.9915	0	0.9757701	329.155	329.155	
1.42	0.8098852	235.6909	235.6909	0	0.9757701	328.904	328.904	
1.421	0.807847	235.3902	235.3902	0	0.976004	328.6512	328.6512	
1.422	0.807847	235.0927	235.0927	0	0.976004	328.3908	328.3908	
1.423	0.8058134	234.7948	234.7948	0	0.976203	328.1287	328.1287	
1.424	0.8058134	234.5003	234.5003	0	0.976203	327.859	327.859	
1.425	0.8037848	234.2055	234.2055	0	0.9763667	327.5877	327.5877	
1.426	0.8037848	233.9139	233.9139	0	0.9763667	327.3088	327.3088	
1.427	0.8017615	233.6221	233.6221	0	0.9764946	327.0283	327.0283	
1.428	0.8017615	233.3335	233.3335	0	0.9764946	326.7402	326.7402	
1.429	0.7997436	233.0446	233.0446	0	0.9765864	326.4504	326.4504	
1.43	0.7997436	232.7589	232.7589	0	0.9765864	326.1534	326.1534	
1.431	0.7977314	232.4729	232.4729	0	0.9766417	325.8546	325.8546	
1.432	0.7977314	232.1902	232.1902	0	0.9766417	325.5485	325.5485	
1.433	0.7957252	231.9071	231.9071	0	0.9766602	325.2408	325.2408	
1.434	0.7957252	231.6272	231.6272	0	0.9766602	324.9257	324.9257	
1.435	0.7937251	231.3469	231.3469	0	0.9766414	324.609	324.609	
1.436	0.7937251	231.0699	231.0699	0	0.9766414	324.285	324.285	
1.437	0.7917314	230.7926	230.7926	0	0.9765851	323.9597	323.9597	
1.438	0.7917314	230.5183	230.5183	0	0.9765851	323.627	323.627	
1.439	0.7897443	230.2438	230.2438	0	0.976491	323.2928	323.2928	
1.44	0.7897443	229.9724	229.9724	0	0.976491	322.9513	322.9513	
1.441	0.7877641	229.7006	229.7006	0	0.9763588	322.6086	322.6086	
1.442	0.7877641	229.4319	229.4319	0	0.9763588	322.2587	322.2587	
1.443	0.7857908	229.1629	229.1629	0	0.9761881	321.9072	321.9072	
1.444	0.7857908	228.897	228.897	0	0.9761881	321.5487	321.5487	
1.445	0.7838248	228.6307	228.6307	0	0.9759787	321.1889	321.1889	
1.446	0.7838248	228.3675	228.3675	0	0.9759787	320.8221	320.8221	
1.447	0.7818661	228.1039	228.1039	0	0.9757305	320.4539	320.4539	
1.448	0.7818661	227.8433	227.8433	0	0.9757305	320.0787	320.0787	
1.449	0.779915	227.5824	227.5824	0	0.9754431	319.7022	319.7022	
1.45	0.779915	227.3244	227.3244	0	0.9754431	319.3189	319.3189	
1.451	0.7779717	227.0661	227.0661	0	0.9751164	318.9343	318.9343	
1.452	0.7779717	226.8107	226.8107	0	0.9751164	318.5428	318.5428	
1.453	0.7760363	226.555	226.555	0	0.9747502	318.1501	318.1501	
1.454	0.7760363	226.3022	226.3022	0	0.9747502	317.7508	317.7508	
1.455	0.7741088	226.049	226.049	0	0.9743441	317.3502	317.3502	
1.456	0.7741088	225.7987	225.7987	0	0.9743441	316.9429	316.9429	
1.457	0.7721896	225.548	225.548	0	0.9738983	316.5345	316.5345	
1.458	0.7721896	225.3002	225.3002	0	0.9738983	316.1193	316.1193	
1.459	0.7702786	225.0519	225.0519	0	0.9734124	315.7032	315.7032	
1.46	0.7702786	224.8065	224.8065	0	0.9734124	315.2805	315.2805	
1.461	0.7683762	224.5607	224.5607	0	0.9728863	314.8566	314.8566	
1.462	0.7683762	224.3177	224.3177	0	0.9728863	314.4264	314.4264	
1.463	0.7664824	224.0743	224.0743	0	0.97232	313.9951	313.9951	
1.464	0.7664824	223.8336	223.8336	0	0.97232	313.5575	313.5575	
1.465	0.7645971	223.5926	223.5926	0	0.9717133	313.1187	313.1187	
