Time	LO	LOS	LeftOdor	OS	RO	ROS	RightOdor	
2.798	0.9273222	296.3802	296.3802	0.02890356	0.9123319	316.4467	316.4467	
2.799	0.9265682	296.222	296.222	0.02847539	0.9130633	316.5921	316.5921	
2.8	0.9265682	296.0638	296.0638	0.02847539	0.9130633	316.7375	316.7375	
2.801	0.9258101	295.9066	295.9066	0.02804093	0.9137976	316.8835	316.8835	
2.802	0.9258101	295.7496	295.7496	0.02804093	0.9137976	317.0294	317.0294	
2.803	0.9250483	295.5937	295.5937	0.02760024	0.9145346	317.1758	317.1758	
2.804	0.9250483	295.4378	295.4378	0.02760024	0.9145346	317.3222	317.3222	
2.805	0.924283	295.2832	295.2832	0.02715337	0.9152745	317.4691	317.4691	
2.806	0.924283	295.1285	295.1285	0.02715337	0.9152745	317.6161	317.6161	
2.807	0.9235143	294.9751	294.9751	0.02670038	0.9160172	317.7635	317.7635	
2.808	0.9235143	294.8217	294.8217	0.02670038	0.9160172	317.9109	317.9109	
2.809	0.9227425	294.6696	294.6696	0.02624135	0.9167626	318.0588	318.0588	
2.81	0.9227425	294.5174	294.5174	0.02624135	0.9167626	318.2068	318.2068	
2.811	0.9219677	294.3666	294.3666	0.02577632	0.9175109	318.3553	318.3553	
2.812	0.9219677	294.2158	294.2158	0.02577632	0.9175109	318.5037	318.5037	
2.813	0.9211904	294.0662	294.0662	0.02530536	0.9182619	318.6526	318.6526	
2.814	0.9211904	293.9166	293.9166	0.02530536	0.9182619	318.8015	318.8015	
2.815	0.9204105	293.7684	293.7684	0.02482854	0.9190159	318.9509	318.9509	
2.816	0.9204105	293.6202	293.6202	0.02482854	0.9190159	319.1003	319.1003	
2.817	0.9196284	293.4733	293.4733	0.02434592	0.9197726	319.2502	319.2502	
2.818	0.9196284	293.3264	293.3264	0.02434592	0.9197726	319.4001	319.4001	
2.819	0.9188443	293.1809	293.1809	0.02385756	0.9205322	319.5505	319.5505	
2.82	0.9188443	293.0354	293.0354	0.02385756	0.9205322	319.7009	319.7009	
2.821	0.9180582	292.8913	292.8913	0.02336353	0.9212946	319.8517	319.8517	
2.822	0.9180582	292.7472	292.7472	0.02336353	0.9212946	320.0026	320.0026	
2.823	0.9172705	292.6045	292.6045	0.02286389	0.9220598	320.1538	320.1538	
2.824	0.9172705	292.4617	292.4617	0.02286389	0.9220598	320.3052	320.3052	
2.825	0.9164814	292.3204	292.3204	0.02235872	0.9228278	320.457	320.457	
2.826	0.9164814	292.1792	292.1792	0.02235872	0.9228278	320.6087	320.6087	
2.827	0.915691	292.0393	292.0393	0.02184808	0.9235986	320.761	320.761	
2.828	0.915691	291.8995	291.8995	0.02184808	0.9235986	320.9131	320.9131	
2.829	0.9148995	291.7612	291.7612	0.02133204	0.9243723	321.0658	321.0658	
2.83	0.9148995	291.6228	291.6228	0.02133204	0.9243723	321.2184	321.2184	
2.831	0.9141072	291.4859	291.4859	0.02081067	0.9251488	321.3713	321.3713	
2.832	0.9141072	291.349	291.349	0.02081067	0.9251488	321.5244	321.5244	
2.833	0.9133142	291.2137	291.2137	0.02028405	0.9259281	321.6778	321.6778	
2.834	0.9133142	291.0782	291.0782	0.02028405	0.9259281	321.8312	321.8312	
2.835	0.9125208	290.9444	290.9444	0.01975223	0.9267102	321.9849	321.9849	
2.836	0.9125208	290.8105	290.8105	0.01975223	0.9267102	322.1386	322.1386	
2.837	0.911727	290.6782	290.6782	0.01921529	0.9274951	322.2927	322.2927	
2.838	0.911727	290.5459	290.5459	0.01921529	0.9274951	322.4467	322.4467	
2.839	0.9109331	290.4151	290.4151	0.0186733	0.9282828	322.6011	322.6011	
2.84	0.9109331	290.2843	290.2843	0.0186733	0.9282828	322.7555	322.7555	
2.841	0.9101393	290.1551	290.1551	0.01812633	0.9290732	322.9101	322.9101	
2.842	0.9101393	290.0259	290.0259	0.01812633	0.9290732	323.0647	323.0647	
2.843	0.9093458	289.8983	289.8983	0.01757447	0.9298664	323.2197	323.2197	
2.844	0.9093458	289.7707	289.7707	0.01757447	0.9298664	323.3746	323.3746	
2.845	0.9085528	289.6447	289.6447	0.01701777	0.9306622	323.5297	323.5297	
2.846	0.9085528	289.5187	289.5187	0.01701777	0.9306622	323.6847	323.6847	
2.847	0.9077604	289.3943	289.3943	0.01645632	0.9314608	323.84	323.84	
2.848	0.9077604	289.2699	289.2699	0.01645632	0.9314608	323.9953	323.9953	
2.849	0.9069688	289.1472	289.1472	0.01589019	0.9322619	324.1508	324.1508	
2.85	0.9069688	289.0243	289.0243	0.01589019	0.9322619	324.3062	324.3062	
2.851	0.9061783	288.9033	288.9033	0.01531946	0.9330658	324.4617	324.4617	
2.852	0.9061783	288.7821	288.7821	0.01531946	0.9330658	324.6173	324.6173	
2.853	0.9053889	288.6627	288.6627	0.0147442	0.9338722	324.7729	324.7729	
2.854	0.9053889	288.5432	288.5432	0.0147442	0.9338722	324.9286	324.9286	
2.855	0.9046009	288.4254	288.4254	0.01416448	0.9346811	325.0843	325.0843	
2.856	0.9046009	288.3075	288.3075	0.01416448	0.9346811	325.24	325.24	
2.857	0.9038144	288.1914	288.1914	0.01358039	0.9354925	325.3957	325.3957	
2.858	0.9038144	288.0753	288.0753	0.01358039	0.9354925	325.5514	325.5514	
2.859	0.9030296	287.9608	287.9608	0.012992	0.9363064	325.7071	325.7071	
2.86	0.9030296	287.8464	287.8464	0.012992	0.9363064	325.8628	325.8628	
2.861	0.9022466	287.7336	287.7336	0.01239939	0.9371227	326.0184	326.0184	
2.862	0.9022466	287.6208	287.6208	0.01239939	0.9371227	326.174	326.174	
2.863	0.9014657	287.5098	287.5098	0.01180264	0.9379414	326.3295	326.3295	
2.864	0.9014657	287.3988	287.3988	0.01180264	0.9379414	326.4849	326.4849	
2.865	0.900687	287.2895	287.2895	0.01120183	0.9387623	326.6403	326.6403	
2.866	0.900687	287.1802	287.1802	0.01120183	0.9387623	326.7956	326.7956	
2.867	0.8999106	287.0726	287.0726	0.01059704	0.9395854	326.9507	326.9507	
2.868	0.8999106	286.9649	286.9649	0.01059704	0.9395854	327.1058	327.1058	
2.869	0.8991367	286.8591	286.8591	0.009988352	0.9404107	327.2607	327.2607	
2.87	0.8991367	286.7532	286.7532	0.009988352	0.9404107	327.4156	327.4156	
2.871	0.8983655	286.6492	286.6492	0.009375844	0.9412382	327.5701	327.5701	
2.872	0.8983655	286.545	286.545	0.009375844	0.9412382	327.7247	327.7247	
2.873	0.8975971	286.4427	286.4427	0.0087596	0.9420676	327.879	327.879	
2.874	0.8975971	286.3402	286.3402	0.0087596	0.9420676	328.0332	328.0332	
2.875	0.8968318	286.2397	286.2397	0.008139704	0.942899	328.187	328.187	
2.876	0.8968318	286.139	286.139	0.008139704	0.942899	328.3409	328.3409	
2.877	0.8960695	286.0402	286.0402	0.007516237	0.9437323	328.4942	328.4942	
2.878	0.8960695	285.9412	285.9412	0.007516237	0.9437323	328.6476	328.6476	
2.879	0.8953105	285.8442	285.8442	0.006889284	0.9445673	328.8006	328.8006	
2.88	0.8953105	285.7471	285.7471	0.006889284	0.9445673	328.9534	328.9534	
2.881	0.8945549	285.6517	285.6517	0.00625893	0.9454041	329.1058	329.1058	
2.882	0.8945549	285.5563	285.5563	0.00625893	0.9454041	329.2581	329.2581	
2.883	0.8938029	285.4628	285.4628	0.005625261	0.9462423	329.4099	329.4099	
2.884	0.8938029	285.3692	285.3692	0.005625261	0.9462423	329.5617	329.5617	
2.885	0.8930547	285.2775	285.2775	0.004988362	0.947082	329.7128	329.7128	
2.886	0.8930547	285.1856	285.1856	0.004988362	0.947082	329.8639	329.8639	
2.887	0.8923102	285.0956	285.0956	0.00434832	0.9479231	330.0143	330.0143	
2.888	0.8923102	285.0055	285.0055	0.00434832	0.9479231	330.1647	330.1647	
2.889	0.8915698	284.9174	284.9174	0.003705224	0.9487655	330.3145	330.3145	
2.89	0.8915698	284.8291	284.8291	0.003705224	0.9487655	330.464	330.464	
2.891	0.8908334	284.7426	284.7426	0.003059163	0.949609	330.6129	330.6129	
2.892	0.8908334	284.6561	284.6561	0.003059163	0.949609	330.7617	330.7617	
2.893	0.8901013	284.5714	284.5714	0.002410224	0.9504536	330.9097	330.9097	
2.894	0.8901013	284.4866	284.4866	0.002410224	0.9504536	331.0576	331.0576	
2.895	0.8893735	284.4037	284.4037	0.001758495	0.9512991	331.2047	331.2047	
2.896	0.8893735	284.3207	284.3207	0.001758495	0.9512991	331.3516	331.3516	
2.897	0.8886504	284.2396	284.2396	0.00110407	0.9521455	331.4977	331.4977	
2.898	0.8886504	284.1584	284.1584	0.00110407	0.9521455	331.6437	331.6437	
2.899	0.8879317	284.079	284.079	0.000447037	0.9529924	331.7887	331.7887	
2.9	0.8879317	283.9996	283.9996	0.000447037	0.9529924	331.9337	331.9337	
2.901	0.8872178	283.922	283.922	0	0.95384	332.0775	332.0775	
2.902	0.8872178	283.8443	283.8443	0	0.95384	332.2213	332.2213	
2.903	0.8865088	283.7685	283.7685	0	0.9546878	332.3641	332.3641	
2.904	0.8865088	283.6926	283.6926	0	0.9546878	332.5067	332.5067	
2.905	0.8858047	283.6186	283.6186	0	0.9555359	332.6483	332.6483	
2.906	0.8858047	283.5443	283.5443	0	0.9555359	332.7896	332.7896	
2.907	0.8851057	283.4721	283.4721	0	0.9563841	332.93	332.93	
2.908	0.8851057	283.3996	283.3996	0	0.9563841	333.07	333.07	
2.909	0.8844119	283.3291	283.3291	0	0.9572322	333.2089	333.2089	
2.91	0.8844119	283.2585	283.2585	0	0.9572322	333.3477	333.3477	
2.911	0.8837234	283.1897	283.1897	0	0.9580801	333.4852	333.4852	
2.912	0.8837234	283.1207	283.1207	0	0.9580801	333.6225	333.6225	
2.913	0.8830403	283.0536	283.0536	0	0.9589276	333.7585	333.7585	
2.914	0.8830403	282.9865	282.9865	0	0.9589276	333.8943	333.8943	
2.915	0.8823627	282.9211	282.9211	0	0.9597746	334.0287	334.0287	
2.916	0.8823627	282.8556	282.8556	0	0.9597746	334.163	334.163	
2.917	0.8816907	282.7921	282.7921	0	0.9606208	334.2959	334.2959	
2.918	0.8816907	282.7282	282.7282	0	0.9606208	334.4286	334.4286	
2.919	0.8810245	282.6664	282.6664	0	0.9614661	334.5598	334.5598	
2.92	0.8810245	282.6043	282.6043	0	0.9614661	334.6907	334.6907	
2.921	0.8803639	282.5442	282.5442	0	0.9623104	334.8203	334.8203	
2.922	0.8803639	282.4838	282.4838	0	0.9623104	334.9495	334.9495	
2.923	0.8797094	282.4254	282.4254	0	0.9631535	335.0772	335.0772	
2.924	0.8797094	282.3666	282.3666	0	0.9631535	335.2047	335.2047	
2.925	0.8790607	282.3099	282.3099	0	0.963995	335.3306	335.3306	
2.926	0.8790607	282.2529	282.2529	0	0.963995	335.4561	335.4561	
2.927	0.8784181	282.1978	282.1978	0	0.9648349	335.5801	335.5801	
2.928	0.8784181	282.1425	282.1425	0	0.9648349	335.7036	335.7036	
2.929	0.8777816	282.0891	282.0891	0	0.965673	335.8257	335.8257	
2.93	0.8777816	282.0355	282.0355	0	0.965673	335.9473	335.9473	
2.931	0.8771513	281.9837	281.9837	0	0.9665091	336.0672	336.0672	
2.932	0.8771513	281.9317	281.9317	0	0.9665091	336.1867	336.1867	
2.933	0.8765273	281.8816	281.8816	0	0.967343	336.3046	336.3046	
2.934	0.8765273	281.8311	281.8311	0	0.967343	336.422	336.422	
2.935	0.8759096	281.7827	281.7827	0	0.9681744	336.5376	336.5376	
2.936	0.8759096	281.7339	281.7339	0	0.9681744	336.6528	336.6528	
2.937	0.8752984	281.687	281.687	0	0.9690032	336.7662	336.7662	
2.938	0.8752984	281.6399	281.6399	0	0.9690032	336.8792	336.8792	
2.939	0.8746936	281.5946	281.5946	0	0.9698291	336.9903	336.9903	
2.94	0.8746936	281.549	281.549	0	0.9698291	337.101	337.101	
2.941	0.8740954	281.5054	281.5054	0	0.970652	337.2096	337.2096	
2.942	0.8740954	281.4614	281.4614	0	0.970652	337.3179	337.3179	
2.943	0.8735038	281.4193	281.4193	0	0.9714715	337.4241	337.4241	
2.944	0.8735038	281.3769	281.3769	0	0.9714715	337.53	337.53	
2.945	0.8729189	281.3364	281.3364	0	0.9722875	337.6337	337.6337	
2.946	0.8729189	281.2954	281.2954	0	0.9722875	337.737	337.737	
2.947	0.8723407	281.2564	281.2564	0	0.9730998	337.8382	337.8382	
2.948	0.8723407	281.217	281.217	0	0.9730998	337.9389	337.9389	
2.949	0.8717692	281.1795	281.1795	0	0.9739081	338.0374	338.0374	
2.95	0.8717692	281.1416	281.1416	0	0.9739081	338.1355	338.1355	
2.951	0.8712047	281.1057	281.1057	0	0.9747121	338.2314	338.2314	
2.952	0.8712047	281.0693	281.0693	0	0.9747121	338.3267	338.3267	
2.953	0.8706469	281.0349	281.0349	0	0.9755118	338.4199	338.4199	
2.954	0.8706469	280.9999	280.9999	0	0.9755118	338.5125	338.5125	
2.955	0.8700961	280.9669	280.9669	0	0.9763068	338.6027	338.6027	
2.956	0.8700961	280.9335	280.9335	0	0.9763068	338.6925	338.6925	
2.957	0.8695522	280.9019	280.9019	0	0.9770969	338.7799	338.7799	
2.958	0.8695522	280.87	280.87	0	0.9770969	338.8668	338.8668	
2.959	0.8690152	280.8398	280.8398	0	0.9778817	338.9512	338.9512	
2.96	0.8690152	280.8092	280.8092	0	0.9778817	339.0351	339.0351	
2.961	0.8684853	280.7804	280.7804	0	0.9786611	339.1165	339.1165	
2.962	0.8684853	280.7513	280.7513	0	0.9786611	339.1974	339.1974	
2.963	0.8679625	280.7239	280.7239	0	0.9794348	339.2758	339.2758	
2.964	0.8679625	280.6961	280.6961	0	0.9794348	339.3536	339.3536	
2.965	0.8674467	280.67	280.67	0	0.9802027	339.4289	339.4289	
2.966	0.8674467	280.6436	280.6436	0	0.9802027	339.5034	339.5034	
2.967	0.8669379	280.6189	280.6189	0	0.9809644	339.5755	339.5755	
2.968	0.8669379	280.5938	280.5938	0	0.9809644	339.6469	339.6469	
2.969	0.8664363	280.5705	280.5705	0	0.9817196	339.7157	339.7157	
2.97	0.8664363	280.5466	280.5466	0	0.9817196	339.7839	339.7839	
2.971	0.8659418	280.5245	280.5245	0	0.9824682	339.8494	339.8494	
2.972	0.8659418	280.502	280.502	0	0.9824682	339.9142	339.9142	
2.973	0.8654544	280.4812	280.4812	0	0.9832098	339.9763	339.9763	
2.974	0.8654544	280.46	280.46	0	0.9832098	340.0378	340.0378	
2.975	0.8649743	280.4404	280.4404	0	0.9839442	340.0965	340.0965	
2.976	0.8649743	280.4203	280.4203	0	0.9839442	340.1544	340.1544	
2.977	0.8645012	280.402	280.402	0	0.9846711	340.2096	340.2096	
2.978	0.8645012	280.3831	280.3831	0	0.9846711	340.2642	340.2642	
2.979	0.8640354	280.366	280.366	0	0.9853902	340.3158	340.3158	
2.98	0.8640354	280.3484	280.3484	0	0.9853902	340.3668	340.3668	
2.981	0.8635766	280.3323	280.3323	0	0.9861014	340.4148	340.4148	
2.982	0.8635766	280.3158	280.3158	0	0.9861014	340.4621	340.4621	
2.983	0.863125	280.301	280.301	0	0.9868043	340.5065	340.5065	
2.984	0.863125	280.2856	280.2856	0	0.9868043	340.5502	340.5502	
2.985	0.8626806	280.2719	280.2719	0	0.9874986	340.5909	340.5909	
2.986	0.8626806	280.2575	280.2575	0	0.9874986	340.6308	340.6308	
2.987	0.8622433	280.2448	280.2448	0	0.9881841	340.6677	340.6677	
2.988	0.8622433	280.2317	280.2317	0	0.9881841	340.7039	340.7039	
2.989	0.8618131	280.2201	280.2201	0	0.9888604	340.7371	340.7371	
2.99	0.8618131	280.2079	280.2079	0	0.9888604	340.7694	340.7694	
2.991	0.8613901	280.1974	280.1974	0	0.9895275	340.7987	340.7987	
2.992	0.8613901	280.1862	280.1862	0	0.9895275	340.8271	340.8271	
2.993	0.8609741	280.1766	280.1766	0	0.9901848	340.8524	340.8524	
2.994	0.8609741	280.1664	280.1664	0	0.9901848	340.8769	340.8769	
2.995	0.8605652	280.1579	280.1579	0	0.9908323	340.8983	340.8983	
2.996	0.8605652	280.1487	280.1487	0	0.9908323	340.9188	340.9188	
2.997	0.8601635	280.141	280.141	0	0.9914696	340.9362	340.9362	
2.998	0.8601635	280.1327	280.1327	0	0.9914696	340.9527	340.9527	
2.999	0.8597686	280.1259	280.1259	0	0.9920964	340.966	340.966	
3	0.8597686	280.1185	280.1185	0	0.9920964	340.9784	340.9784	
3.001	0.8593808	280.1125	280.1125	0	0.9927124	340.9875	340.9875	
3.002	0.8593808	280.106	280.106	0	0.9927124	340.9959	340.9959	
3.003	0.859	280.1009	280.1009	0	0.9933174	341.0009	341.0009	
3.004	0.859	280.0952	280.0952	0	0.9933174	341.0051	341.0051	
3.005	0.858626	280.091	280.091	0	0.9939111	341.0059	341.0059	
3.006	0.858626	280.0861	280.0861	0	0.9939111	341.0059	341.0059	
3.007	0.8582589	280.0825	280.0825	0	0.9944932	341.0025	341.0025	
3.008	0.8582589	280.0784	280.0784	0	0.9944932	340.9982	340.9982	
3.009	0.8578987	280.0756	280.0756	0	0.9950635	340.9905	340.9905	
3.01	0.8578987	280.0721	280.0721	0	0.9950635	340.9818	340.9818	
3.011	0.8575452	280.0701	280.0701	0	0.9956216	340.9698	340.9698	
3.012	0.8575452	280.0673	280.0673	0	0.9956216	340.9569	340.9569	
3.013	0.8571985	280.0659	280.0659	0	0.9961674	340.9407	340.9407	
3.014	0.8571985	280.0638	280.0638	0	0.9961674	340.9233	340.9233	
3.015	0.8568585	280.063	280.063	0	0.9967005	340.9026	340.9026	
3.016	0.8568585	280.0616	280.0616	0	0.9967005	340.8809	340.8809	
3.017	0.8565251	280.0614	280.0614	0	0.9972206	340.8557	340.8557	
3.018	0.8565251	280.0605	280.0605	0	0.9972206	340.8295	340.8295	
3.019	0.8561983	280.0609	280.0609	0	0.9977275	340.7999	340.7999	
3.02	0.8561983	280.0605	280.0605	0	0.9977275	340.7693	340.7693	
3.021	0.855878	280.0614	280.0614	0	0.998221	340.7352	340.7352	
3.022	0.855878	280.0615	280.0615	0	0.998221	340.7	340.7	
3.023	0.8555641	280.0628	280.0628	0	0.9987006	340.6613	340.6613	
3.024	0.8555641	280.0635	280.0635	0	0.9987006	340.6217	340.6217	
3.025	0.8552566	280.0653	280.0653	0	0.9991663	340.5784	340.5784	
3.026	0.8552566	280.0664	280.0664	0	0.9991663	340.5341	340.5341	
3.027	0.8549554	280.0686	280.0686	0	0.9996176	340.4863	340.4863	
3.028	0.8549554	280.07	280.07	0	0.9996176	340.4374	340.4374	
3.029	0.8546604	280.0726	280.0726	0	1	340.385	340.385	
3.03	0.8546604	280.0744	280.0744	0	1	340.3315	340.3315	
3.031	0.8543715	280.0773	280.0773	0	1	340.2744	340.2744	
3.032	0.8543715	280.0794	280.0794	0	1	340.2163	340.2163	
3.033	0.8540887	280.0826	280.0826	0	1	340.1545	340.1545	
3.034	0.8540887	280.085	280.085	0	1	340.0917	340.0917	
3.035	0.853812	280.0883	280.0883	0	1	340.0253	340.0253	
3.036	0.853812	280.091	280.091	0	1	339.9578	339.9578	
3.037	0.853541	280.0945	280.0945	0	1	339.8867	339.8867	
3.038	0.853541	280.0974	280.0974	0	1	339.8144	339.8144	
3.039	0.8532758	280.101	280.101	0	1	339.7386	339.7386	
3.04	0.8532758	280.1039	280.1039	0	1	339.6617	339.6617	
3.041	0.8530164	280.1076	280.1076	0	1	339.5811	339.5811	
3.042	0.8530164	280.1105	280.1105	0	1	339.4996	339.4996	
3.043	0.8527625	280.1142	280.1142	0	1	339.4144	339.4144	
3.044	0.8527625	280.1171	280.1171	0	1	339.3282	339.3282	
3.045	0.8525141	280.1207	280.1207	0	1	339.2383	339.2383	
3.046	0.8525141	280.1235	280.1235	0	1	339.1474	339.1474	
3.047	0.8522711	280.127	280.127	0	1	339.0529	339.0529	
3.048	0.8522711	280.1296	280.1296	0	1	338.9573	338.9573	
3.049	0.8520333	280.133	280.133	0	1	338.8583	338.8583	
3.05	0.8520333	280.1354	280.1354	0	1	338.7579	338.7579	
3.051	0.8518006	280.1384	280.1384	0	1	338.6542	338.6542	
3.052	0.8518006	280.1405	280.1405	0	1	338.5492	338.5492	
3.053	0.8515729	280.1432	280.1432	0	1	338.4408	338.4408	
3.054	0.8515729	280.145	280.145	0	1	338.3313	338.3313	
3.055	0.8513501	280.1473	280.1473	0	1	338.2183	338.2183	
3.056	0.8513501	280.1487	280.1487	0	1	338.104	338.104	
3.057	0.8511319	280.1506	280.1506	0	1	337.9864	337.9864	
3.058	0.8511319	280.1516	280.1516	0	1	337.8675	337.8675	
3.059	0.8509183	280.153	280.153	0	1	337.7453	337.7453	
3.06	0.8509183	280.1535	280.1535	0	1	337.6218	337.6218	
3.061	0.8507091	280.1544	280.1544	0	1	337.495	337.495	
3.062	0.8507091	280.1543	280.1543	0	1	337.3668	337.3668	
3.063	0.8505042	280.1545	280.1545	0	1	337.2354	337.2354	
3.064	0.8505042	280.1538	280.1538	0	1	337.1027	337.1027	
3.065	0.8503034	280.1534	280.1534	0	1	336.9667	336.9667	
3.066	0.8503034	280.152	280.152	0	1	336.8293	336.8293	
3.067	0.8501065	280.1509	280.1509	0	1	336.6886	336.6886	
3.068	0.8501065	280.1489	280.1489	0	1	336.5467	336.5467	
3.069	0.8499135	280.147	280.147	0	1	336.4015	336.4015	
3.07	0.8499135	280.1441	280.1441	0	1	336.2549	336.2549	
3.071	0.8497241	280.1414	280.1414	0	1	336.1052	336.1052	
3.072	0.8497241	280.1378	280.1378	0	1	335.9541	335.9541	
3.073	0.8495381	280.1342	280.1342	0	1	335.7997	335.7997	
3.074	0.8495381	280.1297	280.1297	0	1	335.6441	335.6441	
3.075	0.8493554	280.1252	280.1252	0	1	335.4852	335.4852	
3.076	0.8493554	280.1198	280.1198	0	1	335.325	335.325	
3.077	0.8491758	280.1143	280.1143	0	1	335.1616	335.1616	
3.078	0.8491758	280.1079	280.1079	0	1	334.9968	334.9968	
3.079	0.8489991	280.1014	280.1014	0	1	334.8289	334.8289	
3.08	0.8489991	280.094	280.094	0	1	334.6596	334.6596	
3.081	0.8488252	280.0865	280.0865	0	1	334.4872	334.4872	
3.082	0.8488252	280.078	280.078	0	1	334.3133	334.3133	
3.083	0.8486539	280.0694	280.0694	0	1	334.1363	334.1363	
3.084	0.8486539	280.0598	280.0598	0	1	333.958	333.958	
3.085	0.848485	280.0501	280.0501	0	1	333.7766	333.7766	
3.086	0.848485	280.0393	280.0393	0	1	333.5938	333.5938	
3.087	0.8483183	280.0284	280.0284	0	1	333.4078	333.4078	
3.088	0.8483183	280.0164	280.0164	0	1	333.2206	333.2206	
3.089	0.8481537	280.0043	280.0043	0	1	333.0301	333.0301	
3.09	0.8481537	279.991	279.991	0	1	332.8383	332.8383	
3.091	0.8479909	279.9776	279.9776	0	1	332.6434	332.6434	
3.092	0.8479909	279.9631	279.9631	0	1	332.4472	332.4472	
3.093	0.8478297	279.9484	279.9484	0	1	332.2479	332.2479	
3.094	0.8478297	279.9326	279.9326	0	1	332.0472	332.0472	
3.095	0.8476701	279.9165	279.9165	0	1	331.8435	331.8435	
3.096	0.8476701	279.8993	279.8993	0	1	331.6384	331.6384	
3.097	0.8475116	279.8819	279.8819	0	1	331.4303	331.4303	
3.098	0.8475116	279.8633	279.8633	0	1	331.2208	331.2208	
3.099	0.8473544	279.8444	279.8444	0	1	331.0082	331.0082	
3.1	0.8473544	279.8244	279.8244	0	1	330.7943	330.7943	
3.101	0.847198	279.804	279.804	0	1	330.5774	330.5774	
3.102	0.847198	279.7826	279.7826	0	1	330.3591	330.3591	
3.103	0.8470423	279.7607	279.7607	0	1	330.1378	330.1378	
3.104	0.8470423	279.7377	279.7377	0	1	329.9151	329.9151	
3.105	0.8468871	279.7143	279.7143	0	1	329.6895	329.6895	
3.106	0.8468871	279.6897	279.6897	0	1	329.4625	329.4625	
3.107	0.8467322	279.6647	279.6647	0	1	329.2325	329.2325	
3.108	0.8467322	279.6387	279.6387	0	1	329.0012	329.0012	
3.109	0.8465774	279.612	279.612	0	1	328.7669	328.7669	
3.11	0.8465774	279.5844	279.5844	0	1	328.5312	328.5312	
3.111	0.8464226	279.556	279.556	0	1	328.2927	328.2927	
3.112	0.8464226	279.5267	279.5267	0	1	328.0527	328.0527	
3.113	0.8462675	279.4968	279.4968	0	1	327.8098	327.8098	
3.114	0.8462675	279.4657	279.4657	0	1	327.5656	327.5656	
3.115	0.8461119	279.434	279.434	0	1	327.3185	327.3185	
3.116	0.8461119	279.4013	279.4013	0	1	327.0699	327.0699	
3.117	0.8459557	279.368	279.368	0	1	326.8185	326.8185	
3.118	0.8459557	279.3334	279.3334	0	1	326.5659	326.5659	
3.119	0.8457987	279.2983	279.2983	0	1	326.3103	326.3103	
3.12	0.8457987	279.2621	279.2621	0	1	326.0533	326.0533	
3.121	0.8456406	279.2251	279.2251	0	1	325.7935	325.7935	
3.122	0.8456406	279.187	279.187	0	1	325.5324	325.5324	
3.123	0.8454813	279.1483	279.1483	0	1	325.2684	325.2684	
3.124	0.8454813	279.1085	279.1085	0	1	325.003	325.003	
3.125	0.8453206	279.068	279.068	0	0.9997681	324.7349	324.7349	
3.126	0.8453206	279.0262	279.0262	0	0.9997681	324.4654	324.4654	
3.127	0.8451582	278.9838	278.9838	0	0.9992569	324.1932	324.1932	
3.128	0.8451582	278.9402	278.9402	0	0.9992569	323.9196	323.9196	
3.129	0.8449941	278.8958	278.8958	0	0.9987234	323.6432	323.6432	
3.13	0.8449941	278.8504	278.8504	0	0.9987234	323.3655	323.3655	
3.131	0.844828	278.804	278.804	0	0.9981675	323.085	323.085	
3.132	0.844828	278.7566	278.7566	0	0.9981675	322.8032	322.8032	
3.133	0.8446597	278.7084	278.7084	0	0.9975892	322.5187	322.5187	
3.134	0.8446597	278.659	278.659	0	0.9975892	322.2329	322.2329	
3.135	0.844489	278.6087	278.6087	0	0.9969885	321.9444	321.9444	
3.136	0.844489	278.5573	278.5573	0	0.9969885	321.6546	321.6546	
3.137	0.8443158	278.5049	278.5049	0	0.9963655	321.3622	321.3622	
3.138	0.8443158	278.4514	278.4514	0	0.9963655	321.0685	321.0685	
3.139	0.8441397	278.3969	278.3969	0	0.9957199	320.7723	320.7723	
3.14	0.8441397	278.3413	278.3413	0	0.9957199	320.4747	320.4747	
3.141	0.8439607	278.2846	278.2846	0	0.9950518	320.1747	320.1747	
3.142	0.8439607	278.2269	278.2269	0	0.9950518	319.8733	319.8733	
3.143	0.8437786	278.1679	278.1679	0	0.9943612	319.5695	319.5695	
3.144	0.8437786	278.1079	278.1079	0	0.9943612	319.2643	319.2643	
3.145	0.843593	278.0467	278.0467	0	0.9936482	318.9568	318.9568	
3.146	0.843593	277.9844	277.9844	0	0.9936482	318.648	318.648	
3.147	0.843404	277.921	277.921	0	0.9929127	318.3369	318.3369	
3.148	0.843404	277.8564	277.8564	0	0.9929127	318.0245	318.0245	
3.149	0.8432112	277.7904	277.7904	0	0.9921546	317.7097	317.7097	
3.15	0.8432112	277.7235	277.7235	0	0.9921546	317.3938	317.3938	
3.151	0.8430144	277.6552	277.6552	0	0.9913741	317.0756	317.0756	
3.152	0.8430144	277.5858	277.5858	0	0.9913741	316.7561	316.7561	
3.153	0.8428135	277.515	277.515	0	0.9905711	316.4344	316.4344	
3.154	0.8428135	277.4431	277.4431	0	0.9905711	316.1115	316.1115	
3.155	0.8426082	277.37	277.37	0	0.9897458	315.7864	315.7864	
3.156	0.8426082	277.2956	277.2956	0	0.9897458	315.4601	315.4601	
3.157	0.8423982	277.2198	277.2198	0	0.988898	315.1317	315.1317	
3.158	0.8423982	277.1429	277.1429	0	0.988898	314.802	314.802	
3.159	0.8421834	277.0645	277.0645	0	0.988028	314.4704	314.4704	
