Time	Px	Py	Pz	Vx	Vy	Vz	
0	0	0.5	-0.0001018266	0	0	0	
0.0005	0	0.5	-0.0001018266	0.04919446	0.006503527	0.04919446	
0.001	2.459723E-05	0.5000033	-7.722936E-05	0.09777202	0.009415926	0.09817717	
0.0015	7.348324E-05	0.500008	-2.814077E-05	0.1466111	0.004510926	0.1472491	
0.002	0.0001467888	0.5000103	4.548376E-05	0.1956526	-0.0003940742	0.196426	
0.0025	0.0002446151	0.5000101	0.0001436968	0.2448518	-0.005299075	0.2457106	
0.003	0.000367041	0.5000075	0.0002665521	0.2941786	-0.01020407	0.2950941	
0.0035	0.0005141303	0.5000023	0.0004140991	0.3436107	-0.01510908	0.3445653	
0.004	0.0006859356	0.4999948	0.0005863818	0.392018	-0.004868563	0.3930888	
0.0045	0.0008819447	0.4999923	0.0007829262	0.4399904	0.009846911	0.441044	
0.005	0.00110194	0.4999973	0.001003448	0.4893032	0.006982431	0.4903364	
0.0055	0.001346592	0.5000008	0.001248616	0.538711	0.003877387	0.5397337	
0.006	0.001615947	0.5000027	0.001518483	0.5881788	0.0008865888	0.589196	
0.0065	0.001910036	0.5000032	0.001813081	0.6377023	-0.002070929	0.6387178	
0.007	0.002228888	0.5000021	0.00213244	0.6874397	-0.004369031	0.6884552	
0.0075	0.002572607	0.5	0.002476668	0.7366837	-4.167017E-05	0.7377021	
0.008	0.002940949	0.4999999	0.002845519	0.7862513	-5.360274E-05	0.7872689	
0.0085	0.003334075	0.4999999	0.003239153	0.8358256	2.385583E-05	0.8368425	
0.009000001	0.003751988	0.4999999	0.003657575	0.8854591	-8.242205E-08	0.8864756	
0.009500001	0.004194717	0.4999999	0.004100813	0.9351109	2.738647E-05	0.9361268	
0.01	0.004662273	0.4999999	0.004568876	0.9847642	3.427267E-05	0.9857799	
0.0105	0.005154655	0.4999999	0.005061766	1.034421	-4.470348E-06	1.035436	
0.011	0.005671866	0.4999999	0.005579484	1.084073	1.266599E-05	1.085088	
0.0115	0.006213902	0.4999999	0.006122028	1.133727	1.266599E-05	1.134742	
0.012	0.006780766	0.4999999	0.006689399	1.18338	1.266599E-05	1.184396	
0.0125	0.007372457	0.4999999	0.007281597	1.233034	1.043081E-05	1.234049	
0.013	0.007988974	0.4999999	0.007898621	1.282688	1.043081E-05	1.283703	
0.0135	0.008630318	0.4999999	0.008540473	1.332341	1.043081E-05	1.333356	
0.014	0.009296488	0.4999999	0.009207151	1.381995	1.043081E-05	1.38301	
0.0145	0.009987486	0.4999999	0.009898656	1.431649	1.043081E-05	1.432663	
