Time	A1	A1Ia	A2	A2Ia	A3	A3Ia	A4	A4Ia	A5	A5Ia	A6	A6Ia	
0	-0.07	0	-0.07	0	-0.07	0	-0.07	0	-0.07	0	-0.07	0	
0.002	-0.07	0	-0.07	0	-0.07	0	-0.07	2.522337E-44	-0.07	1.981338E-40	-0.07	3.978806E-39	
0.004	-0.07	0	-0.07	0	-0.07	0	-0.07	2.802597E-44	-0.07	2.255292E-40	-0.07	4.528512E-39	
0.006	-0.07	3.983615E-39	-0.07	1.983482E-40	-0.07	2.522337E-44	-0.07	1.681558E-44	-0.07	1.347671E-40	-0.07	2.707073E-39	
0.008	-0.07	3.404791E-39	-0.07	1.695179E-40	-0.07	1.961818E-44	-0.07	1.961818E-44	-0.07	1.571276E-40	-0.07	3.155986E-39	
0.01	-0.07	3.305768E-39	-0.07	1.645853E-40	-0.07	1.961818E-44	-0.07	1.961818E-44	-0.07	1.618556E-40	-0.07	3.250884E-39	
0.012	-0.07	3.287746E-39	-0.07	1.636885E-40	-0.07	1.961818E-44	-0.07	1.961818E-44	-0.07	1.627552E-40	-0.07	3.268998E-39	
0.014	-0.07	3.284386E-39	-0.07	1.635217E-40	-0.07	1.961818E-44	-0.07	1.961818E-44	-0.07	1.629346E-40	-0.07	3.272664E-39	
0.016	-0.07	3.283722E-39	-0.07	1.634881E-40	-0.07	1.961818E-44	-0.07	1.961818E-44	-0.07	1.62978E-40	-0.07	3.273534E-39	
0.018	-0.07	3.283559E-39	-0.07	1.634797E-40	-0.07	1.961818E-44	-0.07	1.961818E-44	-0.07	1.62999E-40	-0.07	3.273949E-39	
0.02	-0.07	3.283489E-39	-0.07	1.634769E-40	-0.07	1.961818E-44	-0.07	1.961818E-44	-0.07	1.630159E-40	-0.07	3.274212E-39	
0.022	-0.07	3.283437E-39	-0.07	1.634741E-40	-0.07	1.961818E-44	-0.07	1.961818E-44	-0.07	1.630285E-40	-0.07	3.274448E-39	
0.024	-0.07	3.283391E-39	-0.07	1.634713E-40	-0.07	1.961818E-44	-0.07	1.961818E-44	-0.07	1.630397E-40	-0.07	3.274672E-39	
0.026	-0.07	3.283346E-39	-0.07	1.634699E-40	-0.07	1.961818E-44	-0.07	1.961818E-44	-0.07	1.630523E-40	-0.07	3.274963E-39	
0.028	-0.07	3.283304E-39	-0.07	1.634671E-40	-0.07	1.961818E-44	-0.07	1.961818E-44	-0.07	1.630621E-40	-0.07	3.275221E-39	
0.03	-0.07	3.283263E-39	-0.07	1.634657E-40	-0.07	1.961818E-44	-0.07	1.961818E-44	-0.07	1.630719E-40	-0.07	3.275419E-39	
0.032	-0.07	3.283224E-39	-0.07	1.634629E-40	-0.07	1.961818E-44	-0.07	1.961818E-44	-0.07	1.630817E-40	-0.07	3.275611E-39	
0.034	-0.07	3.283186E-39	-0.07	1.634615E-40	-0.07	1.961818E-44	-0.07	1.961818E-44	-0.07	1.630929E-40	-0.07	3.275843E-39	
0.036	-0.07	3.283151E-39	-0.07	1.634601E-40	-0.07	1.961818E-44	-0.07	1.961818E-44	-0.07	1.631055E-40	-0.07	3.276096E-39	
0.038	-0.07	3.283116E-39	-0.07	1.634573E-40	-0.07	1.961818E-44	-0.07	1.961818E-44	-0.07	1.631139E-40	-0.07	3.276265E-39	
0.04	-0.07	3.283083E-39	-0.07	1.634559E-40	-0.07	1.961818E-44	-0.07	1.961818E-44	-0.07	1.631224E-40	-0.07	3.276428E-39	
0.042	-0.07	3.28305E-39	-0.07	1.634545E-40	-0.07	1.961818E-44	-0.07	1.961818E-44	-0.07	1.631308E-40	-0.07	3.276585E-39	
0.044	-0.07	3.283019E-39	-0.07	1.634531E-40	-0.07	1.961818E-44	-0.07	1.961818E-44	-0.07	1.631406E-40	-0.07	3.276735E-39	
0.046	-0.07	3.282991E-39	-0.07	1.634517E-40	-0.07	1.961818E-44	-0.07	1.961818E-44	-0.07	1.631518E-40	-0.07	3.276931E-39	
0.048	-0.07	3.282962E-39	-0.07	1.634503E-40	-0.07	1.961818E-44	-0.07	1.961818E-44	-0.07	1.631574E-40	-0.07	3.27707E-39	
0.05	-0.07	3.282935E-39	-0.07	1.634489E-40	-0.07	1.961818E-44	-0.07	1.961818E-44	-0.07	1.631644E-40	-0.07	3.277203E-39	
0.052	-0.07	3.282909E-39	-0.07	1.634475E-40	-0.07	1.961818E-44	-0.07	1.961818E-44	-0.07	1.631714E-40	-0.07	3.277332E-39	
0.054	-0.07	3.282884E-39	-0.07	1.634461E-40	-0.07	1.961818E-44	-0.07	1.961818E-44	-0.07	1.63177E-40	-0.07	3.277455E-39	
0.056	-0.07	3.28286E-39	-0.07	1.634447E-40	-0.07	1.961818E-44	-0.07	1.961818E-44	-0.07	1.631826E-40	-0.07	3.277624E-39	
0.058	-0.07	3.282836E-39	-0.07	1.634432E-40	-0.07	1.961818E-44	-0.07	1.961818E-44	-0.07	1.631882E-40	-0.07	3.277738E-39	
0.06	-0.07	3.282814E-39	-0.07	1.634432E-40	-0.07	1.961818E-44	-0.07	1.961818E-44	-0.07	1.631966E-40	-0.07	3.277923E-39	
0.062	-0.07	3.282792E-39	-0.07	1.634418E-40	-0.07	1.961818E-44	-0.07	1.961818E-44	-0.07	1.632022E-40	-0.07	3.278028E-39	
