Time	A1	A1Ia	A2	A2Ia	A3	A3Ia	A4	A4Ia	A5	A5Ia	A6	A6Ia	
0	-0.07	0	-0.07	0	-0.07	0	-0.07	0	-0.07	0	-0.07	0	
0.002	-0.07	5.896504E-26	-0.07	4.271609E-27	-0.07	1.461731E-28	-0.07	2.362776E-30	-0.07	1.804092E-32	-0.07	6.506917E-35	
0.004	-0.07	6.711616E-26	-0.07	4.86225E-27	-0.07	1.663885E-28	-0.07	2.689614E-30	-0.07	2.05371E-32	-0.07	7.4074E-35	
0.006	-0.07	4.010922E-26	-0.07	2.907821E-27	-0.07	2.457243E-28	-0.07	4.277253E-27	-0.07	5.902214E-26	-0.07	3.848638E-25	
0.008	-0.07	4.676311E-26	-0.07	3.389509E-27	-0.07	2.409514E-28	-0.07	3.656011E-27	-0.07	5.044383E-26	-0.07	3.289337E-25	
0.01	-0.07	4.81695E-26	-0.07	3.491375E-27	-0.07	2.407998E-28	-0.07	3.549766E-27	-0.07	4.89762E-26	-0.07	3.193648E-25	
0.012	-0.07	4.843774E-26	-0.07	3.510769E-27	-0.07	2.408035E-28	-0.07	3.530408E-27	-0.07	4.870881E-26	-0.07	3.176237E-25	
0.014	-0.07	4.849111E-26	-0.07	3.514647E-27	-0.07	2.408111E-28	-0.07	3.526804E-27	-0.07	4.865904E-26	-0.07	3.172991E-25	
0.016	-0.07	4.850401E-26	-0.07	3.51558E-27	-0.07	2.408187E-28	-0.07	3.526093E-27	-0.07	4.864921E-26	-0.07	3.17235E-25	
0.018	-0.07	4.850977E-26	-0.07	3.515971E-27	-0.07	2.408269E-28	-0.07	3.525917E-27	-0.07	4.864678E-26	-0.07	3.172192E-25	
0.02	-0.07	4.851404E-26	-0.07	3.516294E-27	-0.07	2.40834E-28	-0.07	3.525842E-27	-0.07	4.864575E-26	-0.07	3.172124E-25	
0.022	-0.07	4.851755E-26	-0.07	3.516528E-27	-0.07	2.408409E-28	-0.07	3.525787E-27	-0.07	4.864498E-26	-0.07	3.172074E-25	
0.024	-0.07	4.852088E-26	-0.07	3.516789E-27	-0.07	2.408474E-28	-0.07	3.525737E-27	-0.07	4.864429E-26	-0.07	3.172029E-25	
0.026	-0.07	4.852407E-26	-0.07	3.51702E-27	-0.07	2.408555E-28	-0.07	3.52569E-27	-0.07	4.864364E-26	-0.07	3.171987E-25	
0.028	-0.07	4.852769E-26	-0.07	3.517268E-27	-0.07	2.408625E-28	-0.07	3.525644E-27	-0.07	4.864302E-26	-0.07	3.171946E-25	
0.03	-0.07	4.853064E-26	-0.07	3.517482E-27	-0.07	2.408683E-28	-0.07	3.525601E-27	-0.07	4.864241E-26	-0.07	3.171907E-25	
0.032	-0.07	4.853347E-26	-0.07	3.517687E-27	-0.07	2.408739E-28	-0.07	3.52556E-27	-0.07	4.864184E-26	-0.07	3.171869E-25	
0.034	-0.07	4.853656E-26	-0.07	3.517911E-27	-0.07	2.408802E-28	-0.07	3.52552E-27	-0.07	4.864128E-26	-0.07	3.171833E-25	
0.036	-0.07	4.853955E-26	-0.07	3.518141E-27	-0.07	2.408867E-28	-0.07	3.525481E-27	-0.07	4.864074E-26	-0.07	3.171798E-25	
0.038	-0.07	4.854206E-26	-0.07	3.518323E-27	-0.07	2.408917E-28	-0.07	3.525443E-27	-0.07	4.864023E-26	-0.07	3.171765E-25	
0.04	-0.07	4.854448E-26	-0.07	3.518498E-27	-0.07	2.408964E-28	-0.07	3.525408E-27	-0.07	4.863974E-26	-0.07	3.171732E-25	
0.042	-0.07	4.85468E-26	-0.07	3.518666E-27	-0.07	2.409003E-28	-0.07	3.525374E-27	-0.07	4.863927E-26	-0.07	3.171702E-25	
0.044	-0.07	4.854958E-26	-0.07	3.518828E-27	-0.07	2.409054E-28	-0.07	3.525341E-27	-0.07	4.863881E-26	-0.07	3.171671E-25	
0.046	-0.07	4.855173E-26	-0.07	3.51901E-27	-0.07	2.409106E-28	-0.07	3.525309E-27	-0.07	4.863837E-26	-0.07	3.171643E-25	
0.048	-0.07	4.855379E-26	-0.07	3.519159E-27	-0.07	2.409146E-28	-0.07	3.525279E-27	-0.07	4.863795E-26	-0.07	3.171616E-25	
0.05	-0.07	4.855578E-26	-0.07	3.519303E-27	-0.07	2.409185E-28	-0.07	3.52525E-27	-0.07	4.863755E-26	-0.07	3.171589E-25	
0.052	-0.07	4.855768E-26	-0.07	3.519441E-27	-0.07	2.409223E-28	-0.07	3.525221E-27	-0.07	4.863715E-26	-0.07	3.171564E-25	
0.054	-0.07	4.855951E-26	-0.07	3.519573E-27	-0.07	2.409259E-28	-0.07	3.525194E-27	-0.07	4.863678E-26	-0.07	3.171539E-25	
0.056	-0.07	4.856127E-26	-0.07	3.519755E-27	-0.07	2.409308E-28	-0.07	3.525168E-27	-0.07	4.863642E-26	-0.07	3.171516E-25	
0.058	-0.07	4.856297E-26	-0.07	3.519878E-27	-0.07	2.409341E-28	-0.07	3.525144E-27	-0.07	4.863608E-26	-0.07	3.171493E-25	
0.06	-0.07	4.85657E-26	-0.07	3.520022E-27	-0.07	2.409373E-28	-0.07	3.525119E-27	-0.07	4.863574E-26	-0.07	3.171472E-25	
0.062	-0.07	4.856727E-26	-0.07	3.520135E-27	-0.07	2.409404E-28	-0.07	3.525096E-27	-0.07	4.863542E-26	-0.07	3.171451E-25	
0.064	-0.07	4.856877E-26	-0.07	3.520244E-27	-0.07	2.409434E-28	-0.07	3.525074E-27	-0.07	4.863512E-26	-0.07	3.171431E-25	
0.066	-0.07	4.857022E-26	-0.07	3.520348E-27	-0.07	2.409462E-28	-0.07	3.525053E-27	-0.07	4.863482E-26	-0.07	3.171412E-25	
0.068	-0.07	4.85716E-26	-0.07	3.520449E-27	-0.07	2.40949E-28	-0.07	3.525033E-27	-0.07	4.863454E-26	-0.07	3.171393E-25	
0.07	-0.07	4.857294E-26	-0.07	3.520546E-27	-0.07	2.409516E-28	-0.07	3.525013E-27	-0.07	4.863427E-26	-0.07	3.171376E-25	
0.072	-0.07	4.857422E-26	-0.07	3.520666E-27	-0.07	2.409555E-28	-0.07	3.524994E-27	-0.07	4.863401E-26	-0.07	3.171359E-25	
0.074	-0.07	4.857545E-26	-0.07	3.520755E-27	-0.07	2.409579E-28	-0.07	3.524976E-27	-0.07	4.863376E-26	-0.07	3.171342E-25	
0.07600001	-0.07	4.857664E-26	-0.07	3.520841E-27	-0.07	2.409602E-28	-0.07	3.524958E-27	-0.07	4.863352E-26	-0.07	3.171326E-25	
0.078	-0.07	4.857815E-26	-0.07	3.520923E-27	-0.07	2.409625E-28	-0.07	3.524942E-27	-0.07	4.863328E-26	-0.07	3.171311E-25	
0.08000001	-0.07	4.857924E-26	-0.07	3.521003E-27	-0.07	2.409647E-28	-0.07	3.524926E-27	-0.07	4.863305E-26	-0.07	3.171297E-25	
0.082	-0.07	4.858029E-26	-0.07	3.521079E-27	-0.07	2.409667E-28	-0.07	3.52491E-27	-0.07	4.863284E-26	-0.07	3.171283E-25	
0.08400001	-0.07	4.85813E-26	-0.07	3.521152E-27	-0.07	2.409687E-28	-0.07	3.524895E-27	-0.07	4.863263E-26	-0.07	3.171269E-25	
0.086	-0.07	4.858228E-26	-0.07	3.521222E-27	-0.07	2.409706E-28	-0.07	3.524881E-27	-0.07	4.863244E-26	-0.07	3.171256E-25	
