Time	A1	A1Ia	A2	A2Ia	A3	A3Ia	A4	A4Ia	A5	A5Ia	A6	A6Ia	
0	-0.07	0	-0.07	0	-0.07	0	-0.07	0	-0.07	0	-0.07	0	
0.002	-0.07	1.784293E-38	-0.07	1.301383E-32	-0.07	4.725553E-28	-0.07	8.543218E-25	-0.07	7.689685E-23	-0.07	3.445923E-22	
0.004	-0.07	2.031351E-38	-0.07	1.48148E-32	-0.07	5.379228E-28	-0.07	9.724499E-25	-0.07	8.75238E-23	-0.07	3.921961E-22	
0.006	-0.07	3.449548E-22	-0.07	7.697276E-23	-0.07	8.554506E-25	-0.07	5.815643E-25	-0.07	5.231057E-23	-0.07	2.344487E-22	
0.008	-0.07	2.948324E-22	-0.07	6.578675E-23	-0.07	7.312023E-25	-0.07	6.779018E-25	-0.07	6.098709E-23	-0.07	2.733252E-22	
0.01	-0.07	2.862577E-22	-0.07	6.387297E-23	-0.07	7.099533E-25	-0.07	6.98275E-25	-0.07	6.282163E-23	-0.07	2.815438E-22	
0.012	-0.07	2.84697E-22	-0.07	6.352473E-23	-0.07	7.060816E-25	-0.07	7.021538E-25	-0.07	6.317073E-23	-0.07	2.831105E-22	
0.014	-0.07	2.844061E-22	-0.07	6.345982E-23	-0.07	7.053608E-25	-0.07	7.029294E-25	-0.07	6.32401E-23	-0.07	2.834236E-22	
0.016	-0.07	2.843487E-22	-0.07	6.344701E-23	-0.07	7.052186E-25	-0.07	7.031161E-25	-0.07	6.325691E-23	-0.07	2.834989E-22	
0.018	-0.07	2.843345E-22	-0.07	6.344384E-23	-0.07	7.051835E-25	-0.07	7.031943E-25	-0.07	6.326444E-23	-0.07	2.835326E-22	
0.02	-0.07	2.843284E-22	-0.07	6.344248E-23	-0.07	7.051684E-25	-0.07	7.032587E-25	-0.07	6.327024E-23	-0.07	2.835554E-22	
0.022	-0.07	2.843239E-22	-0.07	6.344149E-23	-0.07	7.051574E-25	-0.07	7.033055E-25	-0.07	6.327482E-23	-0.07	2.835759E-22	
0.024	-0.07	2.843199E-22	-0.07	6.344059E-23	-0.07	7.051475E-25	-0.07	7.033578E-25	-0.07	6.327916E-23	-0.07	2.835954E-22	
