Time	A4	A4Ia	
0.3	-0.07	3.522916E-27	
0.302	-0.07	3.522919E-27	
0.304	-0.07	3.52292E-27	
0.306	-0.07	3.522922E-27	
0.308	-0.07	3.522924E-27	
0.31	-0.07	3.522926E-27	
0.312	-0.07	3.522928E-27	
0.314	-0.07	3.522929E-27	
0.316	-0.07	3.522931E-27	
0.318	-0.07	3.522933E-27	
0.32	-0.07	3.522934E-27	
0.322	-0.07	3.522936E-27	
0.324	-0.07	3.522937E-27	
0.326	-0.07	3.522938E-27	
0.328	-0.07	3.52294E-27	
0.33	-0.07	3.522941E-27	
0.332	-0.07	3.522943E-27	
0.334	-0.07	3.522944E-27	
0.336	-0.07	3.522945E-27	
0.338	-0.07	3.522946E-27	
0.34	-0.07	3.522948E-27	
0.342	-0.07	3.522949E-27	
0.344	-0.07	3.52295E-27	
0.346	-0.07	3.522951E-27	
0.348	-0.07	3.522953E-27	
0.35	-0.07	3.522953E-27	
0.352	-0.07	3.522955E-27	
0.354	-0.07	3.522956E-27	
0.356	-0.07	3.522957E-27	
0.358	-0.07	3.522957E-27	
0.36	-0.07	3.522958E-27	
0.362	-0.07	3.52296E-27	
0.364	-0.07	3.52296E-27	
0.366	-0.07	3.522961E-27	
0.368	-0.07	3.522962E-27	
0.37	-0.07	3.522963E-27	
0.372	-0.07	3.522964E-27	
0.374	-0.07	3.522965E-27	
0.376	-0.07	3.522965E-27	
0.378	-0.07	3.522966E-27	
0.38	-0.07	3.522967E-27	
0.382	-0.07	3.522968E-27	
0.384	-0.07	3.522968E-27	
0.386	-0.07	3.522969E-27	
0.388	-0.07	3.52297E-27	
0.39	-0.07	3.52297E-27	
0.392	-0.07	3.522971E-27	
0.394	-0.07	3.522972E-27	
0.396	-0.07	3.522972E-27	
0.398	-0.07	3.522973E-27	
0.4	-0.07	3.522973E-27	
0.402	-0.07	3.522974E-27	
0.404	-0.07	3.522975E-27	
0.406	-0.07	3.522976E-27	
0.408	-0.07	3.522976E-27	
0.41	-0.07	3.522977E-27	
0.412	-0.07	3.522977E-27	
0.414	-0.07	3.522977E-27	
0.416	-0.07	3.522978E-27	
0.418	-0.07	3.522978E-27	
0.42	-0.07	3.522979E-27	
0.422	-0.07	3.522979E-27	
0.424	-0.07	3.52298E-27	
0.426	-0.07	3.52298E-27	
0.428	-0.07	3.52298E-27	
0.43	-0.07	3.522981E-27	
0.432	-0.07	3.522982E-27	
0.434	-0.07	3.522982E-27	
0.436	-0.07	3.522982E-27	
0.438	-0.07	3.522983E-27	
0.44	-0.07	3.522983E-27	
0.442	-0.07	3.522983E-27	
0.444	-0.07	3.522984E-27	
0.446	-0.07	3.522984E-27	
0.448	-0.07	3.522984E-27	
0.45	-0.07	3.522985E-27	
0.452	-0.07	3.522985E-27	
0.454	-0.07	3.522985E-27	
0.456	-0.07	3.522985E-27	
0.458	-0.07	3.522986E-27	
0.46	-0.07	3.522987E-27	
0.462	-0.07	3.522987E-27	
0.464	-0.07	3.522987E-27	
0.466	-0.07	3.522987E-27	
0.468	-0.07	3.522988E-27	
0.47	-0.07	3.522988E-27	
0.472	-0.07	3.522988E-27	
0.474	-0.07	3.522988E-27	
0.476	-0.07	3.522988E-27	
0.478	-0.07	3.522989E-27	
0.48	-0.07	3.522989E-27	
0.482	-0.07	3.522989E-27	
0.484	-0.07	3.522989E-27	
0.486	-0.07	3.52299E-27	
0.488	-0.07	3.52299E-27	
0.49	-0.07	3.52299E-27	
0.492	-0.07	3.52299E-27	
0.494	-0.07	3.52299E-27	
0.496	-0.07	3.52299E-27	
0.498	-0.07	3.52299E-27	
0.5	-0.07	3.522991E-27	
0.502	-0.07	3.316213E-08	
0.504	-0.06336758	3.251199E-08	
0.506	-0.05699782	3.251199E-08	
0.508	-0.05075547	3.251199E-08	
0.5100001	-0.04463796	3.251199E-08	
0.512	-0.03864281	3.251198E-08	
0.514	-0.03276755	3.251198E-08	
0.516	-0.0270098	3.251198E-08	
0.518	-0.02136721	3.251198E-08	
0.52	-0.01583747	3.251198E-08	
0.522	-0.01041832	3.251198E-08	
0.524	-0.005107559	3.251198E-08	
0.526	9.699166E-05	3.251198E-08	
0.528	0.005197451	3.251198E-08	
0.53	0.0101959	3.251198E-08	
0.532	0.01509438	3.251198E-08	
0.534	0.01989488	3.251198E-08	
0.536	0.02459938	3.251198E-08	
0.538	0.02920979	3.251198E-08	
0.54	0.03372799	3.251198E-08	
0.5420001	0.03815582	3.251198E-08	
0.544	0.0424951	3.251198E-08	
0.546	0.0467476	3.251198E-08	
0.548	0.05091504	3.251198E-08	
0.55	0.05499914	3.251198E-08	
0.552	0.05900154	3.251198E-08	
0.554	0.0629239	3.251198E-08	
0.5560001	0.06676782	3.251198E-08	
0.558	0.07053486	3.251197E-08	
0.56	0.07422657	3.251197E-08	
0.562	0.07784443	3.251197E-08	
0.564	0.08138994	3.251197E-08	
0.566	0.08486453	3.251197E-08	
0.568	0.08826964	3.251197E-08	
0.5700001	0.09160664	3.251198E-08	
0.572	0.09487691	3.251197E-08	
0.574	0.09808176	3.251197E-08	
0.576	0.1012225	3.251197E-08	
0.578	0.1043005	3.251197E-08	
0.58	0.1073168	3.251197E-08	
0.582	0.1102729	3.251197E-08	
0.5840001	0.1131698	3.251197E-08	
0.586	0.1160088	3.251197E-08	
0.588	0.1187911	3.251197E-08	
0.59	0.1215176	3.251197E-08	
0.592	0.1241897	3.251197E-08	
0.594	0.1268083	3.251197E-08	
0.596	0.1293745	3.251197E-08	
0.598	0.1318894	3.251197E-08	
0.6	0.134354	3.251197E-08	
0.6020001	0.1367693	3.251197E-08	
0.604	0.1391363	3.251197E-08	
0.606	0.141456	3.251197E-08	
0.608	0.1437293	3.251197E-08	
0.61	0.1459571	3.251197E-08	
0.612	0.1481403	3.251197E-08	
0.614	0.1502799	3.251197E-08	
0.6160001	0.1523767	3.251197E-08	
0.618	0.1544316	3.251197E-08	
0.62	0.1564453	3.251197E-08	
0.622	0.1584188	3.251197E-08	
0.624	0.1603528	3.251197E-08	
0.626	0.1622482	3.251197E-08	
0.628	0.1641056	3.251197E-08	
0.6300001	0.1659259	3.251197E-08	
0.632	0.1677098	3.251197E-08	
0.634	0.169458	3.251197E-08	
0.636	0.1711712	3.251197E-08	
0.638	0.1728502	3.251197E-08	
0.64	0.1744955	3.251197E-08	
0.642	0.176108	3.251197E-08	
0.6440001	0.1776883	3.251197E-08	
0.646	0.1792369	3.251197E-08	
0.648	0.1807546	3.251197E-08	
0.65	0.1822419	3.251197E-08	
0.652	0.1836994	3.251197E-08	
0.654	0.1851278	3.251197E-08	
0.656	0.1865277	3.251197E-08	
0.6580001	0.1878995	3.251197E-08	
0.66	0.1892439	3.251197E-08	
0.6620001	0.1905614	3.251197E-08	
0.664	0.1918526	3.251197E-08	
0.666	0.1931179	3.251197E-08	
0.668	0.194358	3.251197E-08	
0.67	0.1955732	3.251197E-08	
0.6720001	0.1967641	3.251197E-08	
0.674	0.1979313	3.251197E-08	
0.6760001	0.199075	3.251197E-08	
0.678	0.2001959	3.251197E-08	
0.68	0.2012944	3.251197E-08	
0.682	0.2023709	3.251197E-08	
0.684	0.2034259	3.251197E-08	
0.686	0.2044598	3.251197E-08	
0.688	0.205473	3.251197E-08	
0.6900001	0.2064659	3.251197E-08	
0.692	0.207439	3.251197E-08	
0.694	0.2083926	3.251197E-08	
0.696	0.2093271	3.251197E-08	
0.698	0.210243	3.251197E-08	
0.7	0.2111405	3.251197E-08	
0.702	0.2120201	3.251197E-08	
0.7040001	0.2128821	3.251197E-08	
0.706	0.2137268	3.251197E-08	
0.708	0.2145547	3.251197E-08	
0.71	0.215366	3.251197E-08	
0.712	0.2161611	3.251197E-08	
0.714	0.2169403	3.251197E-08	
0.716	0.2177038	3.251197E-08	
0.7180001	0.2184522	3.251197E-08	
0.72	0.2191855	3.251197E-08	
0.7220001	0.2199042	3.251197E-08	
0.724	0.2206085	3.251197E-08	
0.726	0.2212987	3.251197E-08	
0.728	0.2219751	3.251197E-08	
0.73	0.222638	3.251197E-08	
0.7320001	0.2232877	3.251197E-08	
0.734	0.2239243	3.251197E-08	
0.7360001	0.2245482	3.251197E-08	
0.738	0.2251596	3.251197E-08	
0.74	0.2257589	3.251197E-08	
0.742	0.2263461	3.251197E-08	
0.744	0.2269216	3.251197E-08	
0.7460001	0.2274855	3.251197E-08	
0.748	0.2280382	3.251197E-08	
0.7500001	0.2285798	3.251197E-08	
0.752	0.2291106	3.251197E-08	
0.754	0.2296308	3.251197E-08	
0.756	0.2301406	3.251197E-08	
0.758	0.2306401	3.251197E-08	
0.7600001	0.2311297	3.251197E-08	
0.762	0.2316095	3.251197E-08	
0.7640001	0.2320797	3.251197E-08	
0.766	0.2325405	3.251197E-08	
0.768	0.2329921	3.251197E-08	
0.77	0.2334347	3.251197E-08	
0.772	0.2338684	3.251197E-08	
0.774	0.2342934	3.251197E-08	
0.776	0.2347099	3.251197E-08	
0.7780001	0.2351182	3.251197E-08	
0.78	0.2355182	3.251197E-08	
0.7820001	0.2359102	3.251197E-08	
0.784	0.2362944	3.251197E-08	
0.786	0.2366709	3.251197E-08	
0.788	0.2370399	3.251197E-08	
0.79	0.2374015	3.251197E-08	
0.7920001	0.2377558	3.251197E-08	
0.794	0.2381031	3.251197E-08	
0.7960001	0.2384435	3.251197E-08	
0.798	0.238777	3.251197E-08	
0.8	0.2391038	3.251197E-08	
0.802	0.2394241	3.251197E-08	
0.804	0.239738	3.251197E-08	
0.8060001	0.2400457	3.251197E-08	
0.808	0.2403471	3.251197E-08	
0.8100001	0.2406426	3.251197E-08	
0.812	0.2409321	3.251197E-08	
0.814	0.2412159	3.251197E-08	
0.816	0.241494	3.251197E-08	
0.818	0.2417665	3.251197E-08	
0.8200001	0.2420335	3.251197E-08	
0.822	0.2422953	3.251197E-08	
0.8240001	0.2425517	3.251197E-08	
0.826	0.2428031	3.251197E-08	
0.8280001	0.2430494	3.251197E-08	
0.83	0.2432908	3.251197E-08	
0.832	0.2435274	3.251197E-08	
0.8340001	0.2437592	3.251197E-08	
0.836	0.2439865	3.251197E-08	
0.8380001	0.2442091	3.251197E-08	
0.84	0.2444273	3.251197E-08	
0.8420001	0.2446412	3.251197E-08	
0.844	0.2448508	3.251197E-08	
0.846	0.2450561	3.251197E-08	
0.848	0.2452574	3.251197E-08	
0.85	0.2454546	3.251197E-08	
0.8520001	0.2456479	3.251197E-08	
0.854	0.2458374	3.251197E-08	
0.8560001	0.246023	3.251197E-08	
0.858	0.2462049	3.251197E-08	
0.86	0.2463832	3.251197E-08	
0.862	0.246558	3.251197E-08	
0.864	0.2467292	3.251197E-08	
0.8660001	0.246897	3.251197E-08	
0.868	0.2470615	3.251197E-08	
0.8700001	0.2472227	3.251197E-08	
0.872	0.2473806	3.251197E-08	
0.874	0.2475354	3.251197E-08	
0.876	0.2476871	3.251197E-08	
0.878	0.2478358	3.251197E-08	
0.8800001	0.2479814	3.251197E-08	
0.882	0.2481242	3.251197E-08	
0.8840001	0.2482641	3.251197E-08	
0.886	0.2484012	3.251197E-08	
0.8880001	0.2485356	3.251197E-08	
0.89	0.2486673	3.251197E-08	
0.892	0.2487963	3.251197E-08	
0.8940001	0.2489228	3.251197E-08	
0.896	0.2490468	3.251197E-08	
0.8980001	0.2491682	3.251197E-08	
0.9	0.2492872	3.251197E-08	
0.9020001	0.2494039	3.251197E-08	
0.904	0.2495182	3.251197E-08	
0.906	0.2496302	3.251197E-08	
0.9080001	0.24974	3.251197E-08	
0.91	0.2498476	3.251197E-08	
0.9120001	0.2499531	3.251197E-08	
0.914	0.2500564	3.251197E-08	
0.9160001	0.2501577	3.251197E-08	
0.918	0.2502569	3.251197E-08	
0.92	0.2503541	3.251197E-08	
0.9220001	0.2504494	3.251197E-08	
0.924	0.2505428	3.251197E-08	
0.9260001	0.2506344	3.251197E-08	
0.928	0.2507241	3.251197E-08	
0.9300001	0.250812	3.251197E-08	
0.932	0.2508982	3.251197E-08	
0.934	0.2509826	3.251197E-08	
0.936	0.2510653	3.251197E-08	
0.938	0.2511464	3.251197E-08	
0.9400001	0.2512259	3.251197E-08	
0.942	0.2513037	3.251197E-08	
0.9440001	0.2513801	3.251197E-08	
0.946	0.2514549	3.251197E-08	
0.9480001	0.2515281	3.251197E-08	
0.95	0.2516	3.251197E-08	
0.952	0.2516704	3.251197E-08	
0.9540001	0.2517394	3.251197E-08	
0.956	0.251807	3.251197E-08	
0.9580001	0.2518732	3.251197E-08	
0.96	0.2519382	3.251197E-08	
0.9620001	0.2520018	3.251197E-08	
0.964	0.2520641	3.251197E-08	
0.966	0.2521253	3.251197E-08	
0.9680001	0.2521852	3.251197E-08	
0.97	0.2522438	3.251197E-08	
0.9720001	0.2523014	3.251197E-08	
0.974	0.2523577	3.251197E-08	
0.9760001	0.252413	3.251197E-08	
0.978	0.2524671	3.251197E-08	
0.98	0.2525201	3.251197E-08	
0.9820001	0.2525721	3.251197E-08	
0.984	0.2526231	3.251197E-08	
0.9860001	0.252673	3.251197E-08	
0.988	0.252722	3.251197E-08	
0.9900001	0.2527699	3.251197E-08	
0.992	0.2528169	3.251198E-08	
0.994	0.252863	3.251198E-08	
0.9960001	0.2529081	3.251198E-08	
0.998	0.2529523	3.251198E-08	
1	0.2529957	3.251198E-08	
1.002	0.2530382	3.5371E-27	
1.004	0.2465774	3.523003E-27	
1.006	0.2402458	3.523E-27	
1.008	0.2340409	3.523E-27	
1.01	0.2279601	3.523E-27	
1.012	0.2220009	3.523E-27	
1.014	0.2161609	3.523E-27	
1.016	0.2104377	3.523E-27	
1.018	0.2048289	3.523E-27	
1.02	0.1993323	3.523E-27	
1.022	0.1939457	3.523E-27	
1.024	0.1886668	3.523E-27	
1.026	0.1834934	3.523E-27	
1.028	0.1784236	3.523E-27	
1.03	0.1734551	3.523E-27	
1.032	0.168586	3.523E-27	
1.034	0.1638143	3.523E-27	
1.036	0.159138	3.523E-27	
1.038	0.1545552	3.523E-27	
1.04	0.1500641	3.523E-27	
1.042	0.1456628	3.523E-27	
1.044	0.1413496	3.523E-27	
1.046	0.1371226	3.523E-27	
1.048	0.1329801	3.523E-27	
1.05	0.1289205	3.523E-27	
1.052	0.1249421	3.523E-27	
1.054	0.1210433	3.523E-27	
1.056	0.1172224	3.523E-27	
1.058	0.113478	3.523E-27	
1.06	0.1098084	3.523E-27	
1.062	0.1062122	3.523E-27	
1.064	0.102688	3.522999E-27	
1.066	0.09923422	3.522999E-27	
1.068	0.09584954	3.522999E-27	
1.07	0.09253255	3.522999E-27	
1.072	0.08928189	3.522999E-27	
1.074	0.08609625	3.522999E-27	
1.076	0.08297432	3.522999E-27	
1.078	0.07991483	3.522999E-27	
1.08	0.07691654	3.522999E-27	
1.082	0.07397821	3.522999E-27	
1.084	0.07109865	3.522999E-27	
1.086	0.06827668	3.522999E-27	
1.088	0.06551114	3.522999E-27	
1.09	0.06280092	3.522999E-27	
1.092	0.06014491	3.522999E-27	
1.094	0.057542	3.522999E-27	
1.096	0.05499116	3.522999E-27	
1.098	0.05249134	3.522999E-27	
1.1	0.05004151	3.522999E-27	
1.102	0.04764068	3.522999E-27	
1.104	0.04528787	3.522999E-27	
1.106	0.04298211	3.522999E-27	
1.108	0.04072247	3.522999E-27	
1.11	0.03850802	3.522999E-27	
1.112	0.03633786	3.522999E-27	
1.114	0.0342111	3.522999E-27	
1.116	0.03212687	3.522999E-27	
1.118	0.03008433	3.522999E-27	
1.12	0.02808265	3.522999E-27	
1.122	0.02612099	3.522999E-27	
1.124	0.02419857	3.522999E-27	
1.126	0.0223146	3.522999E-27	
1.128	0.02046831	3.522999E-27	
1.13	0.01865894	3.522999E-27	
1.132	0.01688576	3.522999E-27	
1.134	0.01514805	3.522999E-27	
1.136	0.01344509	3.522999E-27	
1.138	0.01177619	3.522999E-27	
1.14	0.01014066	3.522999E-27	
1.142	0.008537851	3.522999E-27	
1.144	0.006967098	3.522999E-27	
1.146	0.005427755	3.522999E-27	
1.148	0.003919199	3.522999E-27	
1.15	0.002440818	3.522999E-27	
1.152	0.0009920001	3.522999E-27	
1.154	-0.0004278421	3.522999E-27	
1.156	-0.001819283	3.522999E-27	
1.158	-0.003182895	3.522999E-27	
1.16	-0.004519239	3.522999E-27	
1.162	-0.005828857	3.522999E-27	
1.164	-0.00711228	3.522999E-27	
1.166	-0.008370034	3.522999E-27	
1.168	-0.009602632	3.522999E-27	
1.17	-0.01081058	3.522999E-27	
1.172	-0.01199437	3.522999E-27	
1.174	-0.01315448	3.522999E-27	
1.176	-0.01429139	3.522999E-27	
1.178	-0.01540556	3.522999E-27	
1.18	-0.01649745	3.522999E-27	
1.182	-0.0175675	3.522999E-27	
1.184	-0.01861615	3.522999E-27	
1.186	-0.01964383	3.522999E-27	
1.188	-0.02065096	3.522999E-27	
1.19	-0.02163794	3.522999E-27	
1.192	-0.02260518	3.522999E-27	
1.194	-0.02355308	3.522999E-27	
1.196	-0.02448202	3.522999E-27	
1.198	-0.02539238	3.522999E-27	
1.2	-0.02628453	3.522999E-27	
1.202	-0.02715884	3.522999E-27	
1.204	-0.02801566	3.522999E-27	
1.206	-0.02885535	3.522999E-27	
1.208	-0.02967824	3.522999E-27	
1.21	-0.03048468	3.522999E-27	
1.212	-0.03127499	3.522999E-27	
1.214	-0.03204948	3.522999E-27	
1.216	-0.03280849	3.522999E-27	
1.218	-0.03355232	3.522999E-27	
1.22	-0.03428128	3.522999E-27	
1.222	-0.03499565	3.522999E-27	
1.224	-0.03569574	3.522999E-27	
1.226	-0.03638182	3.522999E-27	
1.228	-0.03705418	3.522999E-27	
1.23	-0.0377131	3.522999E-27	
1.232	-0.03835884	3.522999E-27	
1.234	-0.03899166	3.522999E-27	
1.236	-0.03961183	3.522999E-27	
1.238	-0.04021959	3.522999E-27	
1.24	-0.0408152	3.522999E-27	
1.242	-0.0413989	3.522999E-27	
1.244	-0.04197092	3.522999E-27	
1.246	-0.0425315	3.522999E-27	
1.248	-0.04308087	3.522999E-27	
1.25	-0.04361925	3.522999E-27	
1.252	-0.04414687	3.522999E-27	
1.254	-0.04466393	3.522999E-27	
1.256	-0.04517065	3.522999E-27	
1.258	-0.04566724	3.522999E-27	
1.26	-0.0461539	3.522999E-27	
1.262	-0.04663082	3.522999E-27	
1.264	-0.0470982	3.522999E-27	
1.266	-0.04755624	3.522999E-27	
1.268	-0.04800511	3.522999E-27	
1.27	-0.04844501	3.522999E-27	
1.272	-0.04887611	3.522999E-27	
1.274	-0.04929859	3.522999E-27	
1.276	-0.04971262	3.522999E-27	
1.278	-0.05011836	3.522999E-27	
1.28	-0.05051599	3.522999E-27	
1.282	-0.05090567	3.522999E-27	
1.284	-0.05128756	3.522999E-27	
1.286	-0.05166181	3.522999E-27	
1.288	-0.05202857	3.522999E-27	
1.29	-0.052388	3.522999E-27	
1.292	-0.05274025	3.522998E-27	
1.294	-0.05308544	3.522998E-27	
1.296	-0.05342373	3.522998E-27	
1.298	-0.05375525	3.522998E-27	
1.3	-0.05408015	3.522998E-27	
1.302	-0.05439855	3.522998E-27	
1.304	-0.05471058	3.522998E-27	
1.306	-0.05501636	3.522998E-27	
1.308	-0.05531604	3.522998E-27	
1.31	-0.05560972	3.522998E-27	
1.312	-0.05589752	3.522998E-27	
1.314	-0.05617957	3.522998E-27	
1.316	-0.05645598	3.522998E-27	
1.318	-0.05672686	3.522998E-27	
1.32	-0.05699232	3.522998E-27	
1.322	-0.05725248	3.522998E-27	
1.324	-0.05750743	3.522998E-27	
1.326	-0.05775728	3.522998E-27	
1.328	-0.05800213	3.522998E-27	
1.33	-0.05824209	3.522998E-27	
1.332	-0.05847725	3.522998E-27	
1.334	-0.0587077	3.522998E-27	
1.336	-0.05893355	3.522998E-27	
1.338	-0.05915488	3.522998E-27	
1.34	-0.05937178	3.522998E-27	
1.342	-0.05958435	3.522998E-27	
1.344	-0.05979266	3.522998E-27	
1.346	-0.05999681	3.522998E-27	
1.348	-0.06019687	3.522998E-27	
1.35	-0.06039293	3.522998E-27	
1.352	-0.06058507	3.522998E-27	
1.354	-0.06077337	3.522998E-27	
1.356	-0.0609579	3.522998E-27	
1.358	-0.06113875	3.522998E-27	
1.36	-0.06131597	3.522998E-27	
1.362	-0.06148965	3.522998E-27	
1.364	-0.06165986	3.522998E-27	
1.366	-0.06182666	3.522998E-27	
1.368	-0.06199013	3.522998E-27	
1.37	-0.06215033	3.522998E-27	
1.372	-0.06230732	3.522998E-27	
1.374	-0.06246117	3.522998E-27	
1.376	-0.06261195	3.522998E-27	
1.378	-0.06275971	3.522998E-27	
1.38	-0.06290451	3.522998E-27	
1.382	-0.06304643	3.522998E-27	
1.384	-0.0631855	3.522998E-27	
1.386	-0.06332178	3.522998E-27	
1.388	-0.06345535	3.522998E-27	
1.39	-0.06358624	3.522998E-27	
1.392	-0.06371452	3.522998E-27	
1.394	-0.06384023	3.522998E-27	
1.396	-0.06396343	3.522998E-27	
1.398	-0.06408416	3.522998E-27	
1.4	-0.06420247	3.522998E-27	
1.402	-0.06431843	3.522998E-27	
1.404	-0.06443205	3.522998E-27	
1.406	-0.06454341	3.522998E-27	
1.408	-0.06465255	3.522998E-27	
1.41	-0.06475949	3.522998E-27	
1.412	-0.06486431	3.522998E-27	
1.414	-0.06496702	3.522998E-27	
1.416	-0.06506768	3.522998E-27	
1.418	-0.06516632	3.522998E-27	
1.42	-0.065263	3.522998E-27	
1.422	-0.06535774	3.522998E-27	
1.424	-0.06545059	3.522998E-27	
1.426	-0.06554157	3.522998E-27	
1.428	-0.06563074	3.522998E-27	
1.43	-0.06571813	3.522998E-27	
1.432	-0.06580377	3.522998E-27	
1.434	-0.06588769	3.522998E-27	
1.436	-0.06596994	3.522998E-27	
1.438	-0.06605054	3.522998E-27	
1.44	-0.06612953	3.522998E-27	
1.442	-0.06620693	3.522998E-27	
1.444	-0.06628279	3.522998E-27	
1.446	-0.06635714	3.522998E-27	
1.448	-0.06643	3.522998E-27	
1.45	-0.06650139	3.522998E-27	
1.452	-0.06657137	3.522998E-27	
1.454	-0.06663994	3.522998E-27	
1.456	-0.06670714	3.522998E-27	
1.458	-0.066773	3.522998E-27	
1.46	-0.06683754	3.522998E-27	
1.462	-0.06690079	3.522998E-27	
1.464	-0.06696277	3.522998E-27	
1.466	-0.06702352	3.522998E-27	
1.468	-0.06708305	3.522998E-27	
1.47	-0.06714138	3.522998E-27	
