Time	AVm	Arm	BIa	BVm	JointPos	
0	0	0	0	-0.05	0	
0.0002	0	0	0	-0.05	0	
0.0004	0	0	0	-0.05	0	
0.0006	0	0	0	-0.05	0	
0.0008	0	0	0	-0.05	0	
0.0009999999	0	0	0	-0.05	0	
0.0012	0	0	0	-0.05	0	
0.0014	0	0	0	-0.05	0	
0.0016	0	0	0	-0.05	0	
0.0018	0	0	-1.206619E-19	-0.05	-2.413239E-12	
0.002	0	0	-1.206619E-19	-0.05	-2.413239E-12	
0.0022	0	0	-1.206619E-19	-0.05	-2.413239E-12	
0.0024	0	0	-1.206619E-19	-0.05	-2.413239E-12	
0.0026	0	0	-1.206619E-19	-0.05	-2.413239E-12	
0.0028	0	-9.809999E-06	-1.206619E-19	-0.05	-2.413239E-12	
0.003	0	-9.809999E-06	-1.206619E-19	-0.05	-2.413239E-12	
0.0032	0	-9.809999E-06	-1.206619E-19	-0.05	-2.413239E-12	
0.0034	0	-9.809999E-06	-1.206619E-19	-0.05	-2.413239E-12	
0.0036	0	-9.809999E-06	-1.206619E-19	-0.05	-2.413239E-12	
0.0038	0	-9.504211E-06	-7.528231E-13	-0.05	-1.505646E-05	
0.004	0	-9.504211E-06	-7.528231E-13	-0.05000003	-1.505646E-05	
0.0042	0	-9.504211E-06	-7.528231E-13	-0.05000006	-1.505646E-05	
0.0044	0	-9.504211E-06	-7.528231E-13	-0.05000009	-1.505646E-05	
0.0046	0	-9.504211E-06	-7.528231E-13	-0.05000011	-1.505646E-05	
0.0048	0	-8.784419E-06	-1.1391E-12	-0.05000013	-2.2782E-05	
0.005	0	-8.784419E-06	-1.1391E-12	-0.05000018	-2.2782E-05	
0.0052	0	-8.784419E-06	-1.1391E-12	-0.05000021	-2.2782E-05	
0.0054	0	-8.784419E-06	-1.1391E-12	-0.05000025	-2.2782E-05	
0.0056	0	-8.784419E-06	-1.1391E-12	-0.05000028	-2.2782E-05	
0.0058	0	-7.528739E-06	-1.061845E-12	-0.05000032	-2.123689E-05	
0.006	0	-7.528739E-06	-1.061845E-12	-0.05000035	-2.123689E-05	
0.0062	0	-7.528739E-06	-1.061845E-12	-0.05000038	-2.123689E-05	
0.0064	0	-7.528739E-06	-1.061845E-12	-0.0500004	-2.123689E-05	
0.0066	0	-7.528739E-06	-1.061845E-12	-0.05000043	-2.123689E-05	
0.0068	0	-6.490204E-06	-1.00004E-12	-0.05000045	-2.000079E-05	
0.007	0	-6.490204E-06	-1.00004E-12	-0.05000047	-2.000079E-05	
0.0072	0	-6.490204E-06	-1.00004E-12	-0.0500005	-2.000079E-05	
0.0074	0	-6.490204E-06	-1.00004E-12	-0.05000051	-2.000079E-05	
0.0076	0	-6.490204E-06	-1.00004E-12	-0.05000053	-2.000079E-05	
0.0078	0	-5.632181E-06	-9.505967E-13	-0.05000055	-1.901193E-05	
0.007999999	0	-5.632181E-06	-9.505967E-13	-0.05000057	-1.901193E-05	
0.0082	0	-5.632181E-06	-9.505967E-13	-0.05000058	-1.901193E-05	
0.0084	0	-5.632181E-06	-9.505967E-13	-0.0500006	-1.901193E-05	
0.008599999	0	-5.632181E-06	-9.505967E-13	-0.05000061	-1.901193E-05	
0.0088	0	-4.924007E-06	-9.110416E-13	-0.05000062	-1.822083E-05	
0.009	0	-4.924007E-06	-9.110416E-13	-0.05000063	-1.822083E-05	
0.0092	0	-4.924007E-06	-9.110416E-13	-0.05000065	-1.822083E-05	
0.0094	0	-4.924007E-06	-9.110416E-13	-0.05000066	-1.822083E-05	
0.0096	0	-4.924007E-06	-9.110416E-13	-0.05000067	-1.822083E-05	
0.0098	0	-4.340065E-06	-8.793986E-13	-0.05000068	-1.758797E-05	
0.01	0	-4.340065E-06	-8.793986E-13	-0.05000068	-1.758797E-05	
0.0102	0	-4.340065E-06	-8.793986E-13	-0.05000069	-1.758797E-05	
0.0104	0	-4.340065E-06	-8.793986E-13	-0.0500007	-1.758797E-05	
0.0106	0	-4.340065E-06	-8.793986E-13	-0.0500007	-1.758797E-05	
0.0108	0	-3.858987E-06	-8.540833E-13	-0.05000071	-1.708167E-05	
0.011	0	-3.858987E-06	-8.540833E-13	-0.05000072	-1.708167E-05	
0.0112	0	-3.858987E-06	-8.540833E-13	-0.05000072	-1.708167E-05	
0.0114	0	-3.858987E-06	-8.540833E-13	-0.05000073	-1.708167E-05	
0.0116	0	-3.858987E-06	-8.540833E-13	-0.05000073	-1.708167E-05	
0.0118	0	-3.462987E-06	-8.338314E-13	-0.05000074	-1.667663E-05	
0.012	0	-3.462987E-06	-8.338314E-13	-0.05000074	-1.667663E-05	
0.0122	0	-3.462987E-06	-8.338314E-13	-0.05000075	-1.667663E-05	
0.0124	0	-3.462987E-06	-8.338314E-13	-0.05000075	-1.667663E-05	
0.0126	0	-3.462987E-06	-8.338314E-13	-0.05000075	-1.667663E-05	
0.0128	0	-3.137275E-06	-8.176293E-13	-0.05000076	-1.635259E-05	
0.013	0	-3.137275E-06	-8.176293E-13	-0.05000076	-1.635259E-05	
0.0132	0	-3.137275E-06	-8.176293E-13	-0.05000076	-1.635259E-05	
0.0134	0	-3.137275E-06	-8.176293E-13	-0.05000076	-1.635259E-05	
0.0136	0	-3.137275E-06	-8.176293E-13	-0.05000076	-1.635259E-05	
0.0138	0	-2.869577E-06	-8.046686E-13	-0.05000077	-1.609337E-05	
0.014	0	-2.869577E-06	-8.046686E-13	-0.05000077	-1.609337E-05	
0.0142	0	-2.869577E-06	-8.046686E-13	-0.05000077	-1.609337E-05	
0.0144	0	-2.869577E-06	-8.046686E-13	-0.05000077	-1.609337E-05	
0.0146	0	-2.869577E-06	-8.046686E-13	-0.05000077	-1.609337E-05	
0.0148	0	-2.649715E-06	-7.942989E-13	-0.05000078	-1.588598E-05	
0.015	0	-2.649715E-06	-7.942989E-13	-0.05000078	-1.588598E-05	
0.0152	0	-2.649715E-06	-7.942989E-13	-0.05000078	-1.588598E-05	
