Time	FF	Vm	Intrinsic	External	
0	0	-7.5E-05	-2E-09	5E-10	
0.0005	0	-0.000149625	-2E-09	5E-10	
0.001	0	-0.0002238769	-2E-09	5E-10	
0.0015	0	-0.0002977575	-2E-09	5E-10	
0.002	0	-0.0003712687	-2E-09	5E-10	
0.0025	0	-0.0004444124	-2E-09	5E-10	
0.003	0	-0.0005171903	-2E-09	5E-10	
0.0035	0	-0.0005896044	-2E-09	5E-10	
0.004	0	-0.0006616564	-2E-09	5E-10	
0.0045	0	-0.0007333481	-2E-09	5E-10	
0.005	0	-0.0008046813	-2E-09	5E-10	
0.0055	0	-0.0008756579	-2E-09	5E-10	
0.006	0	-0.0009462797	-2E-09	5E-10	
0.0065	0	-0.001016548	-2E-09	5E-10	
0.007	0	-0.001086466	-2E-09	5E-10	
0.0075	0	-0.001156033	-2E-09	5E-10	
0.008	0	-0.001225253	-2E-09	5E-10	
0.0085	0	-0.001294127	-2E-09	5E-10	
0.009000001	0	-0.001362656	-2E-09	5E-10	
0.009500001	0	-0.001430843	-2E-09	5E-10	
0.01	0	-0.001498689	-2E-09	5E-10	
0.0105	0	-0.001566195	-2E-09	5E-10	
0.011	0	-0.001633364	-2E-09	5E-10	
0.0115	0	-0.001700198	-2E-09	5E-10	
0.012	0	-0.001766697	-2E-09	5E-10	
0.0125	0	-0.001832863	-2E-09	5E-10	
0.013	0	-0.001898699	-2E-09	5E-10	
0.0135	0	-0.001964205	-2E-09	5E-10	
0.014	0	-0.002029384	-2E-09	5E-10	
0.0145	0	-0.002094237	-2E-09	5E-10	
0.015	0	-0.002158766	-2E-09	5E-10	
0.0155	0	-0.002222972	-2E-09	5E-10	
0.016	0	-0.002286857	-2E-09	5E-10	
0.0165	0	-0.002350423	-2E-09	5E-10	
0.017	0	-0.002413671	-2E-09	5E-10	
0.0175	0	-0.002476603	-2E-09	5E-10	
0.018	0	-0.00253922	-2E-09	5E-10	
0.0185	0	-0.002601524	-2E-09	5E-10	
0.019	0	-0.002663516	-2E-09	5E-10	
0.0195	0	-0.002725198	-2E-09	5E-10	
0.02	0	-0.002786572	-2E-09	5E-10	
0.0205	0	-0.002847639	-2E-09	5E-10	
0.021	0	-0.002908401	-2E-09	5E-10	
0.0215	0	-0.002968859	-2E-09	5E-10	
0.022	0	-0.003029015	-2E-09	5E-10	
0.0225	0	-0.00308887	-2E-09	5E-10	
0.023	0	-0.003148426	-2E-09	5E-10	
0.0235	0	-0.003207684	-2E-09	5E-10	
0.024	0	-0.003266645	-2E-09	5E-10	
0.0245	0	-0.003325312	-2E-09	5E-10	
0.025	0	-0.003383685	-2E-09	5E-10	
0.0255	0	-0.003441767	-2E-09	5E-10	
0.026	0	-0.003499558	-2E-09	5E-10	
0.0265	0	-0.00355706	-2E-09	5E-10	
0.027	0	-0.003614275	-2E-09	5E-10	
0.0275	0	-0.003671204	-2E-09	5E-10	
0.028	0	-0.003727847	-2E-09	5E-10	
0.0285	0	-0.003784208	-2E-09	5E-10	
0.029	0	-0.003840287	-2E-09	5E-10	
0.0295	0	-0.003896086	-2E-09	5E-10	
0.03	0	-0.003951605	-2E-09	5E-10	
0.0305	0	-0.004006847	-2E-09	5E-10	
0.031	0	-0.004061813	-2E-09	5E-10	
0.0315	0	-0.004116504	-2E-09	5E-10	
0.032	0	-0.004170922	-2E-09	5E-10	
0.0325	0	-0.004225067	-2E-09	5E-10	
0.033	0	-0.004278942	-2E-09	5E-10	
