Time	FF_1	FF_2	Vm_2	Vm_1	Ie_1	Ii_2	
0	0	0	-0.07	0	0	0	
0.002	0	0	-0.06	0	0	5E-09	
0.004	0	0	-0.052	0	0	5E-09	
0.006	0	0.04400003	-0.0456	0	0	5E-09	
0.008	0	0.09520003	-0.04048	0	0	5E-09	
0.01	0	0.13616	-0.036384	0	0	5E-09	
0.012	0	0.168928	-0.0331072	0	0	5E-09	
0.014	0	0.1951424	-0.03048576	0	0	5E-09	
0.016	0	0.2161139	-0.02838861	0	0	5E-09	
0.018	0	0.2328911	-0.02671089	0	0	5E-09	
0.02	0	0.2463129	-0.02536871	0	0	5E-09	
0.022	0	0.2570503	-0.02429497	0	0	5E-09	
0.024	0	0.2656403	-0.02343598	0	0	5E-09	
0.026	0	0.2725122	-0.02274878	0	0	5E-09	
0.028	0	0.2780098	-0.02219902	0	0	5E-09	
0.03	0	0.2824078	-0.02175922	0	0	5E-09	
0.032	0	0.2859263	-0.02140738	0	0	5E-09	
0.034	0	0.288741	-0.0211259	0	0	5E-09	
0.036	0	0.2909928	-0.02090072	0	0	5E-09	
0.038	0	0.2927942	-0.02072058	0	0	5E-09	
0.04	0	0.2942354	-0.02057646	0	0	5E-09	
0.042	0	0.2953883	-0.02046117	0	0	5E-09	
0.044	0	0.2963106	-0.02036894	0	0	5E-09	
0.046	0	0.2970485	-0.02029515	0	0	5E-09	
0.048	0	0.2976388	-0.02023612	0	0	5E-09	
0.05	0	0.298111	-0.0201889	0	0	5E-09	
0.052	0	0.2984888	-0.02015112	0	0	5E-09	
0.054	0	0.2987911	-0.0201209	0	0	5E-09	
0.056	0	0.2990328	-0.02009672	0	0	5E-09	
0.058	0	0.2992263	-0.02007737	0	0	5E-09	
0.06	0	0.299381	-0.0200619	0	0	5E-09	
0.062	0	0.2995048	-0.02004952	0	0	5E-09	
0.064	0	0.2996039	-0.02003961	0	0	5E-09	
0.066	0	0.2996831	-0.02003169	0	0	5E-09	
0.068	0	0.2997465	-0.02002535	0	0	5E-09	
0.07	0	0.2997972	-0.02002028	0	0	5E-09	
0.072	0	0.2998377	-0.02001623	0	0	5E-09	
0.074	0	0.2998702	-0.02001298	0	0	5E-09	
0.07600001	0	0.2998962	-0.02001039	0	0	5E-09	
0.078	0	0.2999169	-0.02000831	0	0	5E-09	
0.08000001	0	0.2999335	-0.02000665	0	0	5E-09	
0.082	0	0.2999468	-0.02000532	0	0	5E-09	
0.08400001	0	0.2999575	-0.02000425	0	0	5E-09	
0.086	0	0.299966	-0.0200034	0	0	5E-09	
0.08800001	0	0.2999728	-0.02000272	0	0	5E-09	
0.09	0	0.2999782	-0.02000218	0	0	5E-09	
0.09200001	0	0.2999826	-0.02000174	0	0	5E-09	
0.094	0	0.2999861	-0.0200014	0	0	5E-09	
0.096	0	0.2999888	-0.02000112	0	0	5E-09	
0.098	0	0.2999911	-0.02000089	0	0	5E-09	
0.1	0	0.2999929	-0.02000071	0	-4E-09	5E-09	
0.102	0	0.2999943	-0.02000057	-0.008	-4E-09	5E-09	
0.104	0	0.2999954	-0.02000046	-0.0144	-4E-09	5E-09	
0.106	0	0.2999964	-0.02000036	-0.01952	-4E-09	5E-09	
0.108	0	0.2999971	-0.02000029	-0.023616	-4E-09	5E-09	
0.11	0	0.2999977	-0.02000023	-0.0268928	-4E-09	5E-09	
0.112	0	0.2999981	-0.02000019	-0.02951424	-4E-09	5E-09	
0.114	0	0.2999985	-0.02000015	-0.03161139	-4E-09	5E-09	
0.116	0	0.2999988	-0.02000012	-0.03328912	-4E-09	5E-09	
0.118	0	0.299999	-0.0200001	-0.03463129	-4E-09	5E-09	
0.12	0	0.2999992	-0.02000008	-0.03570503	-4E-09	5E-09	
0.122	0	0.2999994	-0.02000007	-0.03656403	-4E-09	5E-09	
0.124	0	0.2999995	-0.02000005	-0.03725122	-4E-09	5E-09	
0.126	0	0.2999996	-0.02000004	-0.03780098	-4E-09	5E-09	
0.128	0	0.2999997	-0.02000003	-0.03824078	-4E-09	5E-09	
0.13	0	0.2999998	-0.02000003	-0.03859262	-4E-09	5E-09	
0.132	0	0.2999998	-0.02000002	-0.0388741	-4E-09	5E-09	
0.134	0	0.2999998	-0.02000002	-0.03909928	-4E-09	5E-09	
0.136	0	0.2999999	-0.02000001	-0.03927942	-4E-09	5E-09	
0.138	0	0.2999999	-0.02000001	-0.03942354	-4E-09	5E-09	
0.14	0	0.2999999	-0.02000001	-0.03953883	-4E-09	5E-09	
0.142	0	0.2999999	-0.02000001	-0.03963106	-4E-09	5E-09	
0.144	0	0.2999999	-0.02000001	-0.03970485	-4E-09	5E-09	
0.146	0	0.2999999	-0.02000001	-0.03976388	-4E-09	5E-09	
0.148	0	0.2999999	-0.02000001	-0.0398111	-4E-09	5E-09	
0.15	0	0.2999999	-0.02000001	-0.03984888	-4E-09	5E-09	
0.152	0	0.2999999	-0.02000001	-0.03987911	-4E-09	5E-09	
0.154	0	0.2999999	-0.02000001	-0.03990328	-4E-09	5E-09	
0.156	0	0.2999999	-0.02000001	-0.03992262	-4E-09	5E-09	
0.158	0	0.2999999	-0.02000001	-0.0399381	-4E-09	5E-09	
0.16	0	0.2999999	-0.02000001	-0.03995048	-4E-09	5E-09	
0.162	0	0.2999999	-0.02000001	-0.03996038	-4E-09	5E-09	
0.164	0	0.2999999	-0.02000001	-0.03996831	-4E-09	5E-09	
0.166	0	0.2999999	-0.02000001	-0.03997464	-4E-09	5E-09	
0.168	0	0.2999999	-0.02000001	-0.03997971	-4E-09	5E-09	
0.17	0	0.2999999	-0.02000001	-0.03998377	-4E-09	5E-09	
0.172	0	0.2999999	-0.02000001	-0.03998702	-4E-09	5E-09	
0.174	0	0.2999999	-0.02000001	-0.03998961	-4E-09	5E-09	
0.176	0	0.2999999	-0.02000001	-0.03999169	-4E-09	5E-09	
0.178	0	0.2999999	-0.02000001	-0.03999335	-4E-09	5E-09	
0.18	0	0.2999999	-0.02000001	-0.03999468	-4E-09	5E-09	
0.182	0	0.2999999	-0.02000001	-0.03999574	-4E-09	5E-09	
0.184	0	0.2999999	-0.02000001	-0.03999659	-4E-09	5E-09	
0.186	0	0.2999999	-0.02000001	-0.03999728	-4E-09	5E-09	
0.188	0	0.2999999	-0.02000001	-0.03999782	-4E-09	5E-09	
0.19	0	0.2999999	-0.02000001	-0.03999826	-4E-09	5E-09	
0.192	0	0.2999999	-0.02000001	-0.0399986	-4E-09	5E-09	
0.194	0	0.2999999	-0.02000001	-0.03999888	-4E-09	5E-09	
0.196	0	0.2999999	-0.02000001	-0.03999911	-4E-09	5E-09	
0.198	0	0.2999999	-0.02000001	-0.03999928	-4E-09	5E-09	
0.2	0	0.2999999	-0.02000001	-0.03999943	0	5E-09	
0.202	0	0.2999999	-0.02000001	-0.03199954	0	5E-09	
0.204	0	0.2999999	-0.02000001	-0.02559963	0	5E-09	
0.206	0	0.2999999	-0.02000001	-0.0204797	0	5E-09	
0.208	0	0.2999999	-0.02000001	-0.01638376	0	5E-09	
0.21	0	0.2999999	-0.02000001	-0.01310701	0	5E-09	
0.212	0	0.2999999	-0.02000001	-0.01048561	0	5E-09	
0.214	0	0.2999999	-0.02000001	-0.008388486	0	5E-09	
0.216	0	0.2999999	-0.02000001	-0.006710788	0	5E-09	
0.218	0	0.2999999	-0.02000001	-0.00536863	0	5E-09	
0.22	0	0.2999999	-0.02000001	-0.004294904	0	5E-09	
0.222	0	0.2999999	-0.02000001	-0.003435923	0	5E-09	
0.224	0	0.2999999	-0.02000001	-0.002748739	0	5E-09	
0.226	0	0.2999999	-0.02000001	-0.002198991	0	5E-09	
0.228	0	0.2999999	-0.02000001	-0.001759193	0	5E-09	
0.23	0	0.2999999	-0.02000001	-0.001407354	0	5E-09	
0.232	0	0.2999999	-0.02000001	-0.001125883	0	5E-09	
0.234	0	0.2999999	-0.02000001	-0.0009007066	0	5E-09	
0.236	0	0.2999999	-0.02000001	-0.0007205653	0	5E-09	
0.238	0	0.2999999	-0.02000001	-0.0005764522	0	5E-09	
0.24	0	0.2999999	-0.02000001	-0.0004611618	0	5E-09	
0.242	0	0.2999999	-0.02000001	-0.0003689294	0	5E-09	
0.244	0	0.2999999	-0.02000001	-0.0002951435	0	5E-09	
0.246	0	0.2999999	-0.02000001	-0.0002361148	0	5E-09	
0.248	0	0.2999999	-0.02000001	-0.0001888918	0	5E-09	
0.25	0	0.2999999	-0.02000001	-0.0001511135	0	5E-09	
0.252	0	0.2999999	-0.02000001	-0.0001208908	0	5E-09	
0.254	0	0.2999999	-0.02000001	-9.671261E-05	0	5E-09	
0.256	0	0.2999999	-0.02000001	-7.737009E-05	0	5E-09	
0.258	0	0.2999999	-0.02000001	-6.189607E-05	0	5E-09	
0.26	0	0.2999999	-0.02000001	-4.951685E-05	0	5E-09	
0.262	0	0.2999999	-0.02000001	-3.961348E-05	0	5E-09	
0.264	0	0.2999999	-0.02000001	-3.169079E-05	0	5E-09	
0.266	0	0.2999999	-0.02000001	-2.535263E-05	0	5E-09	
0.268	0	0.2999999	-0.02000001	-2.02821E-05	0	5E-09	
0.27	0	0.2999999	-0.02000001	-1.622568E-05	0	5E-09	
0.272	0	0.2999999	-0.02000001	-1.298054E-05	0	5E-09	
0.274	0	0.2999999	-0.02000001	-1.038444E-05	0	5E-09	
0.276	0	0.2999999	-0.02000001	-8.307548E-06	0	5E-09	
0.278	0	0.2999999	-0.02000001	-6.646038E-06	0	5E-09	
0.28	0	0.2999999	-0.02000001	-5.316831E-06	0	5E-09	
0.282	0	0.2999999	-0.02000001	-4.253464E-06	0	5E-09	
0.284	0	0.2999999	-0.02000001	-3.402771E-06	0	5E-09	
0.286	0	0.2999999	-0.02000001	-2.722217E-06	0	5E-09	
0.288	0	0.2999999	-0.02000001	-2.177774E-06	0	5E-09	
0.29	0	0.2999999	-0.02000001	-1.742219E-06	0	5E-09	
0.292	0	0.2999999	-0.02000001	-1.393775E-06	0	5E-09	
0.294	0	0.2999999	-0.02000001	-1.11502E-06	0	5E-09	
0.296	0	0.2999999	-0.02000001	-8.92016E-07	0	5E-09	
0.298	0	0.2999999	-0.02000001	-7.136128E-07	0	5E-09	
0.3	0	0.2999999	-0.02000001	-5.708903E-07	2E-09	5E-09	
0.302	0.05999315	0.2999999	-0.02000001	0.003999543	2E-09	5E-09	
0.304	0.1079945	0.3119985	-0.01880015	0.007199635	2E-09	5E-09	
0.306	0.1463956	0.3311977	-0.01688023	0.009759708	2E-09	5E-09	
0.308	0.1771165	0.3542373	-0.01457627	0.01180777	2E-09	5E-09	
0.31	0.2016932	0.3788131	-0.01211869	0.01344621	2E-09	5E-09	
0.312	0.2213546	0.4033892	-0.009661086	0.01475697	2E-09	5E-09	
0.314	0.2370836	0.4269822	-0.007301778	0.01580558	2E-09	5E-09	
0.316	0.2496669	0.4490025	-0.005099751	0.01664446	2E-09	5E-09	
0.318	0.2597335	0.4691354	-0.003086463	0.01731557	2E-09	5E-09	
0.32	0.2677868	0.487255	-0.001274496	0.01785246	2E-09	5E-09	
0.322	0.2742295	0.5033614	0.0003361404	0.01828196	2E-09	5E-09	
0.324	0.2793836	0.517535	0.001753502	0.01862557	2E-09	5E-09	
0.326	0.2835069	0.5299048	0.002990477	0.01890046	2E-09	5E-09	
0.328	0.2868055	0.5406252	0.004062518	0.01912037	2E-09	5E-09	
0.33	0.2894444	0.5498613	0.004986122	0.01929629	2E-09	5E-09	
0.332	0.2915555	0.5577778	0.005777784	0.01943703	2E-09	5E-09	
0.334	0.2932444	0.5645334	0.006453335	0.01954963	2E-09	5E-09	
0.336	0.2945955	0.5702756	0.007027559	0.0196397	2E-09	5E-09	
0.338	0.2956764	0.5751396	0.007513955	0.01971176	2E-09	5E-09	
0.34	0.2965411	0.5792469	0.007924691	0.01976941	2E-09	5E-09	
0.342	0.2972329	0.5827058	0.008270577	0.01981553	2E-09	5E-09	
0.344	0.2977863	0.5856112	0.008561119	0.01985242	2E-09	5E-09	
0.346	0.2982291	0.5880462	0.008804619	0.01988194	2E-09	5E-09	
0.348	0.2985833	0.5900828	0.009008273	0.01990555	2E-09	5E-09	
0.35	0.2988666	0.5917828	0.009178281	0.01992444	2E-09	5E-09	
0.352	0.2990933	0.5931996	0.009319954	0.01993955	2E-09	5E-09	
0.354	0.2992746	0.5943783	0.009437829	0.01995164	2E-09	5E-09	
0.356	0.2994197	0.5953575	0.009535752	0.01996131	2E-09	5E-09	
0.358	0.2995358	0.5961699	0.009616993	0.01996905	2E-09	5E-09	
0.36	0.2996286	0.5968431	0.009684309	0.01997524	2E-09	5E-09	
0.362	0.2997029	0.5974002	0.009740017	0.01998019	2E-09	5E-09	
0.364	0.2997623	0.5978607	0.009786069	0.01998415	2E-09	5E-09	
0.366	0.2998098	0.598241	0.009824105	0.01998732	2E-09	5E-09	
0.368	0.2998479	0.5985548	0.009855479	0.01998986	2E-09	5E-09	
0.37	0.2998783	0.5988134	0.00988134	0.01999189	2E-09	5E-09	
0.372	0.2999026	0.5990264	0.009902641	0.01999351	2E-09	5E-09	
0.374	0.2999221	0.5992017	0.009920165	0.01999481	2E-09	5E-09	
0.376	0.2999377	0.5993457	0.009934574	0.01999585	2E-09	5E-09	
0.378	0.2999502	0.5994641	0.009946413	0.01999668	2E-09	5E-09	
0.38	0.2999601	0.5995614	0.009956136	0.01999734	2E-09	5E-09	
0.382	0.2999681	0.5996411	0.009964108	0.01999787	2E-09	5E-09	
0.384	0.2999744	0.5997065	0.00997065	0.0199983	2E-09	5E-09	
0.386	0.2999796	0.5997601	0.009976007	0.01999864	2E-09	5E-09	
0.388	0.2999837	0.599804	0.009980395	0.01999891	2E-09	5E-09	
0.39	0.2999869	0.5998399	0.009983987	0.01999913	2E-09	5E-09	
0.392	0.2999895	0.5998693	0.00998693	0.0199993	2E-09	5E-09	
0.394	0.2999916	0.5998934	0.009989336	0.01999944	2E-09	5E-09	
0.396	0.2999933	0.5999131	0.009991303	0.01999955	2E-09	5E-09	
0.398	0.2999946	0.5999292	0.009992912	0.01999964	2E-09	5E-09	
0.4	0.2999957	0.5999423	0.009994224	0.01999971	0	5E-09	
0.402	0.2399966	0.599953	0.009995297	0.01599977	0	5E-09	
0.404	0.1919972	0.5879617	0.00879617	0.01279982	0	5E-09	
0.406	0.1535978	0.5687688	0.006876878	0.01023985	0	5E-09	
0.408	0.1228782	0.5457346	0.004573457	0.008191881	0	5E-09	
0.41	0.09830257	0.5211633	0.00211633	0.006553505	0	5E-09	
0.412	0.07864206	0.4965912	-0.0003408864	0.005242804	0	5E-09	
0.414	0.06291364	0.4730014	-0.002699867	0.004194243	0	5E-09	
0.416	0.05033091	0.4509838	-0.004901618	0.003355394	0	5E-09	
0.418	0.04026473	0.4308532	-0.006914675	0.002684315	0	5E-09	
0.42	0.03221178	0.4127356	-0.008726444	0.002147452	0	5E-09	
0.422	0.02576942	0.3966308	-0.01033692	0.001717962	0	5E-09	
0.424	0.02061554	0.3824585	-0.01175415	0.001374369	0	5E-09	
0.426	0.01649243	0.3700899	-0.01299101	0.001099495	0	5E-09	
0.428	0.01319395	0.3593705	-0.01406296	0.0008795963	0	5E-09	
0.43	0.01055516	0.3501351	-0.01498649	0.0007036771	0	5E-09	
0.432	0.008444125	0.3422192	-0.01577808	0.0005629417	0	5E-09	
0.434	0.0067553	0.3354642	-0.01645358	0.0004503533	0	5E-09	
0.436	0.00540424	0.3297224	-0.01702776	0.0003602826	0	5E-09	
0.438	0.004323392	0.3248588	-0.01751412	0.0002882261	0	5E-09	
0.44	0.003458713	0.3207517	-0.01792483	0.0002305809	0	5E-09	
0.442	0.002766971	0.3172931	-0.01827069	0.0001844647	0	5E-09	
0.444	0.002213576	0.3143879	-0.01856121	0.0001475718	0	5E-09	
0.446	0.001770861	0.311953	-0.0188047	0.0001180574	0	5E-09	
0.448	0.001416689	0.3099166	-0.01900834	9.444592E-05	0	5E-09	
