Time	Eat	Energy	Food_Near	Mouth	OdorSensor	
0	0	4998	0	0	12396.7	
0.0004	0	4996	0	0	12396.7	
0.0008	0	4994	0	0	12397.05	
0.0012	0	4992	0	0	12396.63	
0.0016	0	4990	0	0	12396.64	
0.002	0	4988	0	0	12396.65	
0.0024	0	4986	0	0	12396.66	
0.0028	0	4984	0	0	12396.67	
0.0032	0	4982	0	0	12396.67	
0.0036	0	4980	0.02	0	12396.67	
0.004	0	4978	0.02	0	12396.68	
0.0044	0	4976	0.02	0	12396.69	
0.0048	0	4974	0.02	0	12396.69	
0.0052	0	4972	0.02	0	12396.69	
0.0056	0.0004	4970	0.0396	0	12396.69	
0.006	0.0004	4968	0.0396	2E-06	12396.69	
0.0064	0.0004	4966.002	0.0396	2E-06	12396.69	
0.0068	0.0004	4964.004	0.0396	2E-06	12396.69	
0.0072	0.0004	4962.006	0.0396	2E-06	12396.69	
0.0076	0.001184	4960.008	0.058808	2E-06	12396.69	
0.007999999	0.001184	4958.01	0.058808	5.919999E-06	12396.69	
0.0084	0.001184	4956.016	0.058808	5.919999E-06	12396.69	
0.0088	0.001184	4954.021	0.058808	5.919999E-06	12396.69	
0.0092	0.001184	4952.027	0.058808	5.919999E-06	12396.69	
0.0096	0.00233648	4950.033	0.07763184	5.919999E-06	12396.69	
0.01	0.00233648	4948.039	0.07763184	1.16824E-05	12396.69	
0.0104	0.00233648	4946.051	0.07763184	1.16824E-05	12396.69	
0.0108	0.00233648	4944.063	0.07763184	1.16824E-05	12396.68	
0.0112	0.00233648	4942.074	0.07763184	1.16824E-05	12396.68	
0.0116	0.003842387	4940.086	0.09607919	1.16824E-05	12396.68	
0.012	0.003842387	4938.098	0.09607919	1.921193E-05	12396.68	
0.0124	0.003842387	4936.117	0.09607919	1.921193E-05	12396.68	
0.0128	0.003842387	4934.136	0.09607919	1.921193E-05	12396.68	
0.0132	0.003842387	4932.155	0.09607919	1.921193E-05	12396.68	
0.0136	0.005687122	4930.174	0.1141576	1.921193E-05	12396.68	
0.014	0.005687122	4928.193	0.1141576	2.843561E-05	12396.67	
0.0144	0.005687122	4926.221	0.1141576	2.843561E-05	12396.67	
0.0148	0.005687122	4924.25	0.1141576	2.843561E-05	12396.67	
0.0152	0.005687122	4922.278	0.1141576	2.843561E-05	12396.66	
0.0156	0.007856532	4920.306	0.1318745	2.843561E-05	12396.66	
0.016	0.007856532	4918.334	0.1318745	3.928266E-05	12396.66	
0.0164	0.007856532	4916.374	0.1318745	3.928266E-05	12396.65	
0.0168	0.007856532	4914.413	0.1318745	3.928266E-05	12396.65	
0.0172	0.007856532	4912.452	0.1318745	3.928266E-05	12396.65	
0.0176	0.01033689	4910.491	0.149237	3.928266E-05	12396.64	
0.018	0.01033689	4908.53	0.149237	5.168445E-05	12396.64	
0.0184	0.01033689	4906.582	0.149237	5.168445E-05	12396.63	
0.0188	0.01033689	4904.633	0.149237	5.168445E-05	12396.63	
0.0192	0.01033689	4902.685	0.149237	5.168445E-05	12396.62	
0.0196	0.01311489	4900.737	0.1662522	5.168445E-05	12396.62	
0.02	0.01311489	4898.789	0.1662522	6.557446E-05	12396.61	
0.0204	0.01311489	4896.854	0.1662522	6.557446E-05	12396.6	
0.0208	0.01311489	4894.919	0.1662522	6.557446E-05	12396.59	
0.0212	0.01311489	4892.985	0.1662522	6.557446E-05	12396.59	
0.0216	0.01617764	4891.05	0.1829272	6.557446E-05	12396.58	
0.022	0.01617764	4889.116	0.1829272	8.088819E-05	12396.57	
0.0224	0.01617764	4887.197	0.1829272	8.088819E-05	12396.56	
0.0228	0.01617764	4885.278	0.1829272	8.088819E-05	12396.56	
0.0232	0.01617764	4883.359	0.1829272	8.088819E-05	12396.55	
0.0236	0.01951263	4881.44	0.1992686	8.088819E-05	12396.54	
0.024	0.01951263	4879.521	0.1992686	9.756313E-05	12396.53	
0.0244	0.01951263	4877.619	0.1992686	9.756313E-05	12396.52	
0.0248	0.01951263	4875.716	0.1992686	9.756313E-05	12396.51	
0.0252	0.01951263	4873.814	0.1992686	9.756313E-05	12396.5	
0.0256	0.02310775	4871.912	0.2152833	9.756313E-05	12396.48	
0.026	0.02310775	4870.009	0.2152833	0.0001155387	12396.47	
0.0264	0.02310775	4868.125	0.2152833	0.0001155387	12396.45	
0.0268	0.02310775	4866.241	0.2152833	0.0001155387	12396.44	
0.0272	0.02310775	4864.356	0.2152833	0.0001155387	12396.42	
0.0276	0.02695126	4862.472	0.2309776	0.0001155387	12396.41	
0.028	0.02695126	4860.588	0.2309776	0.0001347563	12396.39	
0.0284	0.02695126	4858.723	0.2309776	0.0001347563	12396.38	
0.0288	0.02695126	4856.857	0.2309776	0.0001347563	12396.36	
0.0292	0.02695126	4854.992	0.2309776	0.0001347563	12396.34	
0.0296	0.03103178	4853.127	0.246358	0.0001347563	12396.32	
0.03	0.03103178	4851.262	0.246358	0.0001551589	12396.3	
0.0304	0.03103178	4849.417	0.246358	0.0001551589	12396.27	
0.0308	0.03103178	4847.572	0.246358	0.0001551589	12396.25	
0.0312	0.03103178	4845.728	0.246358	0.0001551589	12396.23	
0.0316	0.03533831	4843.883	0.2614309	0.0001551589	12396.21	
0.032	0.03533831	4842.038	0.2614309	0.0001766915	12396.18	
0.0324	0.03533831	4840.215	0.2614309	0.0001766915	12396.15	
0.0328	0.03533831	4838.392	0.2614309	0.0001766915	12396.12	
0.0332	0.03533831	4836.568	0.2614309	0.0001766915	12396.09	
0.0336	0.03986016	4834.745	0.2762022	0.0001766915	12396.06	
0.034	0.03986016	4832.922	0.2762022	0.0001993008	12396.03	
0.0344	0.03986016	4831.121	0.2762022	0.0001993008	12396	
0.0348	0.03986016	4829.32	0.2762022	0.0001993008	12395.97	
0.0352	0.03986016	4827.52	0.2762022	0.0001993008	12395.93	
0.0356	0.044587	4825.719	0.2906782	0.0001993008	12395.9	
0.036	0.044587	4823.918	0.2906782	0.000222935	12395.86	
0.0364	0.044587	4822.141	0.2906782	0.000222935	12395.82	
0.0368	0.044587	4820.364	0.2906782	0.000222935	12395.78	
0.0372	0.044587	4818.587	0.2906782	0.000222935	12395.74	
0.0376	0.04950882	4816.811	0.3048646	0.000222935	12395.7	
