Time	Eat	Energy	Food_Near	Mouth	OdorSensor	
0	0	9999.2	0	0	12396.7	
0.0004	0	9998.4	0	0	12396.7	
0.0008	0	9997.601	0	0	12397.05	
0.0012	0	9996.801	0	0	12396.63	
0.0016	0	9996.001	0	0	12396.64	
0.002	0	9995.201	0	0	12396.65	
0.0024	0	9994.401	0	0	12396.66	
0.0028	0	9993.602	0	0	12396.67	
0.0032	0	9992.802	0	0	12396.67	
0.0036	0	9992.002	0.02	0	12396.67	
0.004	0	9991.202	0.02	0	12396.68	
0.0044	0	9990.402	0.02	0	12396.69	
0.0048	0	9989.603	0.02	0	12396.69	
0.0052	0	9988.803	0.02	0	12396.69	
0.0056	0.0004	9988.003	0.0396	0	12396.69	
0.006	0.0004	9987.203	0.0396	2E-06	12396.69	
0.0064	0.0004	9986.405	0.0396	2E-06	12396.69	
0.0068	0.0004	9985.607	0.0396	2E-06	12396.69	
0.0072	0.0004	9984.81	0.0396	2E-06	12396.69	
0.0076	0.001184	9984.012	0.058808	2E-06	12396.69	
0.007999999	0.001184	9983.214	0.058808	5.919999E-06	12396.69	
0.0084	0.001184	9982.42	0.058808	5.919999E-06	12396.69	
0.0088	0.001184	9981.626	0.058808	5.919999E-06	12396.69	
0.0092	0.001184	9980.832	0.058808	5.919999E-06	12396.69	
0.0096	0.00233648	9980.038	0.07763184	5.919999E-06	12396.69	
0.01	0.00233648	9979.244	0.07763184	1.16824E-05	12396.69	
0.0104	0.00233648	9978.456	0.07763184	1.16824E-05	12396.69	
0.0108	0.00233648	9977.668	0.07763184	1.16824E-05	12396.68	
0.0112	0.00233648	9976.88	0.07763184	1.16824E-05	12396.68	
0.0116	0.003842387	9976.092	0.09607919	1.16824E-05	12396.68	
0.012	0.003842387	9975.304	0.09607919	1.921193E-05	12396.68	
0.0124	0.003842387	9974.523	0.09607919	1.921193E-05	12396.68	
0.0128	0.003842387	9973.743	0.09607919	1.921193E-05	12396.68	
0.0132	0.003842387	9972.963	0.09607919	1.921193E-05	12396.68	
0.0136	0.005687122	9972.183	0.1141576	1.921193E-05	12396.68	
0.014	0.005687122	9971.402	0.1141576	2.843561E-05	12396.67	
0.0144	0.005687122	9970.631	0.1141576	2.843561E-05	12396.67	
0.0148	0.005687122	9969.859	0.1141576	2.843561E-05	12396.67	
0.0152	0.005687122	9969.088	0.1141576	2.843561E-05	12396.66	
0.0156	0.007856532	9968.316	0.1318745	2.843561E-05	12396.66	
0.016	0.007856532	9967.545	0.1318745	3.928266E-05	12396.66	
0.0164	0.007856532	9966.784	0.1318745	3.928266E-05	12396.65	
0.0168	0.007856532	9966.023	0.1318745	3.928266E-05	12396.65	
0.0172	0.007856532	9965.263	0.1318745	3.928266E-05	12396.65	
0.0176	0.01033689	9964.502	0.149237	3.928266E-05	12396.64	
0.018	0.01033689	9963.741	0.149237	5.168445E-05	12396.64	
0.0184	0.01033689	9962.993	0.149237	5.168445E-05	12396.63	
0.0188	0.01033689	9962.245	0.149237	5.168445E-05	12396.63	
0.0192	0.01033689	9961.497	0.149237	5.168445E-05	12396.62	
0.0196	0.01311489	9960.749	0.1662522	5.168445E-05	12396.62	
0.02	0.01311489	9960.001	0.1662522	6.557446E-05	12396.61	
0.0204	0.01311489	9959.267	0.1662522	6.557446E-05	12396.6	
0.0208	0.01311489	9958.532	0.1662522	6.557446E-05	12396.59	
0.0212	0.01311489	9957.798	0.1662522	6.557446E-05	12396.59	
0.0216	0.01617764	9957.063	0.1829272	6.557446E-05	12396.58	
0.022	0.01617764	9956.329	0.1829272	8.088819E-05	12396.57	
0.0224	0.01617764	9955.61	0.1829272	8.088819E-05	12396.56	
0.0228	0.01617764	9954.892	0.1829272	8.088819E-05	12396.56	
0.0232	0.01617764	9954.173	0.1829272	8.088819E-05	12396.55	
0.0236	0.01951263	9953.454	0.1992686	8.088819E-05	12396.54	
0.024	0.01951263	9952.735	0.1992686	9.756313E-05	12396.53	
0.0244	0.01951263	9952.033	0.1992686	9.756313E-05	12396.52	
0.0248	0.01951263	9951.331	0.1992686	9.756313E-05	12396.51	
0.0252	0.01951263	9950.629	0.1992686	9.756313E-05	12396.5	
0.0256	0.02310775	9949.927	0.2152833	9.756313E-05	12396.48	
0.026	0.02310775	9949.225	0.2152833	0.0001155387	12396.47	
0.0264	0.02310775	9948.54	0.2152833	0.0001155387	12396.45	
0.0268	0.02310775	9947.855	0.2152833	0.0001155387	12396.44	
0.0272	0.02310775	9947.171	0.2152833	0.0001155387	12396.42	
0.0276	0.02695126	9946.486	0.2309776	0.0001155387	12396.41	
0.028	0.02695126	9945.802	0.2309776	0.0001347563	12396.39	
0.0284	0.02695126	9945.137	0.2309776	0.0001347563	12396.38	
0.0288	0.02695126	9944.472	0.2309776	0.0001347563	12396.36	
0.0292	0.02695126	9943.807	0.2309776	0.0001347563	12396.34	
0.0296	0.03103178	9943.142	0.246358	0.0001347563	12396.32	
0.03	0.03103178	9942.477	0.246358	0.0001551589	12396.3	
0.0304	0.03103178	9941.832	0.246358	0.0001551589	12396.27	
0.0308	0.03103178	9941.188	0.246358	0.0001551589	12396.25	
0.0312	0.03103178	9940.543	0.246358	0.0001551589	12396.23	
0.0316	0.03533831	9939.898	0.2614309	0.0001551589	12396.21	
0.032	0.03533831	9939.254	0.2614309	0.0001766915	12396.18	
0.0324	0.03533831	9938.631	0.2614309	0.0001766915	12396.15	
0.0328	0.03533831	9938.008	0.2614309	0.0001766915	12396.12	
0.0332	0.03533831	9937.385	0.2614309	0.0001766915	12396.09	
0.0336	0.03986016	9936.762	0.2762022	0.0001766915	12396.06	
0.034	0.03986016	9936.139	0.2762022	0.0001993008	12396.03	
0.0344	0.03986016	9935.538	0.2762022	0.0001993008	12396	
0.0348	0.03986016	9934.938	0.2762022	0.0001993008	12395.97	
0.0352	0.03986016	9934.337	0.2762022	0.0001993008	12395.93	
0.0356	0.044587	9933.736	0.2906782	0.0001993008	12395.9	
0.036	0.044587	9933.136	0.2906782	0.000222935	12395.86	
0.0364	0.044587	9932.559	0.2906782	0.000222935	12395.82	
0.0368	0.044587	9931.981	0.2906782	0.000222935	12395.78	
0.0372	0.044587	9931.404	0.2906782	0.000222935	12395.74	
0.0376	0.04950882	9930.827	0.3048646	0.000222935	12395.7	
0.038	0.04950882	9930.25	0.3048646	0.0002475441	12395.65	
0.0384	0.04950882	9929.697	0.3048646	0.0002475441	12395.61	
0.0388	0.04950882	9929.145	0.3048646	0.0002475441	12395.56	
0.0392	0.04950882	9928.592	0.3048646	0.0002475441	12395.51	
0.0396	0.05461594	9928.039	0.3187673	0.0002475441	12395.46	
0.04	0.05461594	9927.486	0.3187673	0.0002730797	12395.41	
0.0404	0.05461594	9926.96	0.3187673	0.0002730797	12395.36	
0.0408	0.05461594	9926.434	0.3187673	0.0002730797	12395.3	
0.0412	0.05461594	9925.907	0.3187673	0.0002730797	12395.25	
0.0416	0.05989897	9925.381	0.332392	0.0002730797	12395.19	
0.042	0.05989897	9924.854	0.332392	0.0002994948	12395.13	
0.0424	0.05989897	9924.354	0.332392	0.0002994948	12395.07	
0.0428	0.05989897	9923.854	0.332392	0.0002994948	12395	
0.0432	0.05989897	9923.354	0.332392	0.0002994948	12394.94	
0.0436	0.06534883	9922.854	0.3457441	0.0002994948	12394.87	
0.044	0.06534883	9922.354	0.3457441	0.0003267441	12394.8	
0.0444	0.06534883	9921.882	0.3457441	0.0003267441	12394.73	
0.0448	0.06534883	9921.409	0.3457441	0.0003267441	12394.65	
0.0452	0.06534883	9920.937	0.3457441	0.0003267441	12394.58	
0.0456	0.07095674	9920.464	0.3588292	0.0003267441	12394.5	
0.046	0.07095674	9919.991	0.3588292	0.0003547837	12394.42	
0.0464	0.07095674	9919.546	0.3588292	0.0003547837	12394.34	
0.0468	0.07095674	9919.101	0.3588292	0.0003547837	12394.26	
0.0472	0.07095674	9918.655	0.3588292	0.0003547837	12394.17	
0.0476	0.07671419	9918.21	0.3716527	0.0003547837	12394.08	
0.048	0.07671419	9917.765	0.3716527	0.0003835709	12393.99	
0.0484	0.07671419	9917.349	0.3716527	0.0003835709	12393.9	
0.0488	0.07671419	9916.933	0.3716527	0.0003835709	12393.8	
0.0492	0.07671419	9916.517	0.3716527	0.0003835709	12393.71	
0.0496	0.08261296	9916.101	0.3842196	0.0003835709	12393.61	
0.05	0.08261296	9915.685	0.3842196	0.0004130648	12393.5	
0.0504	0.08261296	9915.298	0.3842196	0.0004130648	12393.39	
0.0508	0.08261296	9914.911	0.3842196	0.0004130648	12393.29	
0.0512	0.08261296	9914.524	0.3842196	0.0004130648	12393.18	
0.0516	0.08864509	9914.138	0.3965352	0.0004130648	12393.06	
0.052	0.08864509	9913.751	0.3965352	0.0004432254	12392.95	
0.0524	0.08864509	9913.395	0.3965352	0.0004432254	12392.83	
0.0528	0.08864509	9913.038	0.3965352	0.0004432254	12392.71	
0.0532	0.08864509	9912.682	0.3965352	0.0004432254	12392.58	
0.0536	0.09480289	9912.325	0.4086045	0.0004432254	12392.45	
0.054	0.09480289	9911.969	0.4086045	0.0004740145	12392.32	
0.0544	0.09480289	9911.643	0.4086045	0.0004740145	12392.19	
0.0548	0.09480289	9911.316	0.4086045	0.0004740145	12392.05	
0.0552	0.09480289	9910.99	0.4086045	0.0004740145	12391.92	
0.0556	0.1010789	9910.664	0.4204324	0.0004740145	12391.77	
0.056	0.1010789	9910.338	0.4204324	0.0005053947	12391.63	
0.0564	0.1010789	9910.044	0.4204324	0.0005053947	12391.47	
0.0568	0.1010789	9909.75	0.4204324	0.0005053947	12391.32	
0.0572	0.1010789	9909.456	0.4204324	0.0005053947	12391.17	
0.0576	0.107466	9909.162	0.4320238	0.0005053947	12391.01	
0.058	0.107466	9908.868	0.4320238	0.0005373299	12390.85	
0.0584	0.107466	9908.605	0.4320238	0.0005373299	12390.68	
0.0588	0.107466	9908.343	0.4320238	0.0005373299	12390.51	
0.0592	0.107466	9908.08	0.4320238	0.0005373299	12390.34	
0.0596	0.1139571	9907.817	0.4433833	0.0005373299	12390.16	
0.06	0.1139571	9907.555	0.4433833	0.0005697857	12389.98	
0.0604	0.1139571	9907.324	0.4433833	0.0005697857	12389.8	
0.0608	0.1139571	9907.094	0.4433833	0.0005697857	12389.61	
0.0612	0.1139571	9906.863	0.4433833	0.0005697857	12389.42	
0.0616	0.1205457	9906.633	0.4545156	0.0005697857	12389.22	
0.062	0.1205457	9906.402	0.4545156	0.0006027283	12389.02	
0.0624	0.1205457	9906.205	0.4545156	0.0006027283	12388.82	
0.0628	0.1205457	9906.008	0.4545156	0.0006027283	12388.61	
0.0632	0.1205457	9905.811	0.4545156	0.0006027283	12388.4	
0.0636	0.1272251	9905.613	0.4654253	0.0006027283	12388.18	
0.064	0.1272251	9905.416	0.4654253	0.0006361253	12387.96	
0.06439999	0.1272251	9905.252	0.4654253	0.0006361253	12387.74	
0.0648	0.1272251	9905.088	0.4654253	0.0006361253	12387.51	
0.0652	0.1272251	9904.924	0.4654253	0.0006361253	12387.28	
0.0656	0.1339891	9904.76	0.4761168	0.0006361253	12387.04	
0.066	0.1339891	9904.596	0.4761168	0.0006699453	12386.8	
0.0664	0.1339891	9904.466	0.4761168	0.0006699453	12386.55	
0.0668	0.1339891	9904.336	0.4761168	0.0006699453	12386.3	
0.0672	0.1339891	9904.206	0.4761168	0.0006699453	12386.05	
