Time	Eat	Energy	Food_Near	Mouth	OdorSensor	
0	0	19999.2	0	0	12396.7	
0.0004	0	19998.4	0	0	12396.7	
0.0008	0	19997.6	0	0	12397.05	
0.0012	0	19996.8	0	0	12396.63	
0.0016	0	19996	0	0	12396.64	
0.002	0	19995.2	0	0	12396.65	
0.0024	0	19994.39	0	0	12396.66	
0.0028	0	19993.59	0	0	12396.67	
0.0032	0	19992.79	0	0	12396.67	
0.0036	0	19991.99	0.02	0	12396.67	
0.004	0	19991.19	0.02	0	12396.68	
0.0044	0	19990.39	0.02	0	12396.69	
0.0048	0	19989.59	0.02	0	12396.69	
0.0052	0	19988.79	0.02	0	12396.69	
0.0056	0.0004	19987.99	0.0396	0	12396.69	
0.006	0.0004	19987.19	0.0396	2E-06	12396.69	
0.0064	0.0004	19986.39	0.0396	2E-06	12396.69	
0.0068	0.0004	19985.59	0.0396	2E-06	12396.69	
0.0072	0.0004	19984.79	0.0396	2E-06	12396.69	
0.0076	0.001184	19983.99	0.058808	2E-06	12396.69	
0.007999999	0.001184	19983.19	0.058808	5.919999E-06	12396.69	
0.0084	0.001184	19982.4	0.058808	5.919999E-06	12396.69	
0.0088	0.001184	19981.6	0.058808	5.919999E-06	12396.69	
0.0092	0.001184	19980.81	0.058808	5.919999E-06	12396.69	
0.0096	0.00233648	19980.01	0.07763184	5.919999E-06	12396.69	
0.01	0.00233648	19979.22	0.07763184	1.16824E-05	12396.69	
0.0104	0.00233648	19978.43	0.07763184	1.16824E-05	12396.69	
0.0108	0.00233648	19977.64	0.07763184	1.16824E-05	12396.68	
0.0112	0.00233648	19976.85	0.07763184	1.16824E-05	12396.68	
0.0116	0.003842387	19976.06	0.09607919	1.16824E-05	12396.68	
0.012	0.003842387	19975.27	0.09607919	1.921193E-05	12396.68	
0.0124	0.003842387	19974.49	0.09607919	1.921193E-05	12396.68	
0.0128	0.003842387	19973.71	0.09607919	1.921193E-05	12396.68	
0.0132	0.003842387	19972.93	0.09607919	1.921193E-05	12396.68	
0.0136	0.005687122	19972.15	0.1141576	1.921193E-05	12396.68	
0.014	0.005687122	19971.37	0.1141576	2.843561E-05	12396.67	
0.0144	0.005687122	19970.6	0.1141576	2.843561E-05	12396.67	
0.0148	0.005687122	19969.82	0.1141576	2.843561E-05	12396.67	
0.0152	0.005687122	19969.05	0.1141576	2.843561E-05	12396.66	
