Time	OdorSensor	Mouth	Eat	Food_Near	Energy	
0	6666.666	0	0	0	9999.98	
0.0004	6666.666	0	0	0	9999.961	
0.0008	6666.666	0	0	0	9999.941	
0.0012	6666.666	0	0	0	9999.922	
0.0016	6666.666	0	0	0	9999.902	
0.002	6666.666	0	0	0	9999.883	
0.0024	6666.666	0	0	0	9999.863	
0.0028	6666.666	0	0	0	9999.844	
0.0032	6666.666	0	0	0	9999.824	
0.0036	6666.666	0	0	0.02	9999.805	
0.004	6666.666	0	0	0.02	9999.785	
0.0044	6666.666	0	0	0.02	9999.766	
0.0048	6666.666	0	0	0.02	9999.746	
0.0052	6666.666	0	0	0.02	9999.727	
0.0056	6666.666	0	0.0004	0.03959999	9999.707	
0.006	6666.666	2E-06	0.0004	0.03959999	9999.688	
0.0064	6666.666	2E-06	0.0004	0.03959999	9999.67	
0.0068	6666.666	2E-06	0.0004	0.03959999	9999.652	
0.0072	6666.666	2E-06	0.0004	0.03959999	9999.635	
0.0076	6666.666	2E-06	0.001184	0.05880799	9999.617	
0.007999999	6666.666	5.919998E-06	0.001184	0.05880799	9999.6	
0.0084	6666.666	5.919998E-06	0.001184	0.05880799	9999.586	
0.0088	6666.666	5.919998E-06	0.001184	0.05880799	9999.572	
0.0092	6666.666	5.919998E-06	0.001184	0.05880799	9999.559	
0.0096	6666.666	5.919998E-06	0.002336479	0.07763183	9999.545	
0.01	6666.666	1.16824E-05	0.002336479	0.07763183	9999.531	
0.0104	6666.666	1.16824E-05	0.002336479	0.07763183	9999.523	
0.0108	6666.666	1.16824E-05	0.002336479	0.07763183	9999.516	
0.0112	6666.665	1.16824E-05	0.002336479	0.07763183	9999.508	
0.0116	6666.665	1.16824E-05	0.003842386	0.09607919	9999.5	
0.012	6666.662	1.921193E-05	0.003842386	0.09607919	9999.492	
0.0124	6666.662	1.921193E-05	0.003842386	0.09607919	9999.492	
0.0128	6666.662	1.921193E-05	0.003842386	0.09607919	9999.492	
0.0132	6666.662	1.921193E-05	0.003842386	0.09607919	9999.492	
0.0136	6666.662	1.921193E-05	0.005687122	0.1141576	9999.492	
0.014	6666.662	2.843561E-05	0.005687122	0.1141576	9999.492	
0.0144	6666.662	2.843561E-05	0.005687122	0.1141576	9999.501	
0.0148	6666.662	2.843561E-05	0.005687122	0.1141576	9999.51	
0.0152	6666.662	2.843561E-05	0.005687122	0.1141576	9999.519	
0.0156	6666.662	2.843561E-05	0.007856532	0.1318744	9999.527	
0.016	6666.66	3.928266E-05	0.007856532	0.1318744	9999.536	
0.0164	6666.66	3.928266E-05	0.007856532	0.1318744	9999.556	
0.0168	6666.66	3.928266E-05	0.007856532	0.1318744	9999.575	
0.0172	6666.66	3.928266E-05	0.007856532	0.1318744	9999.595	
0.0176	6666.66	3.928266E-05	0.01033689	0.1492369	9999.614	
0.018	6666.658	5.168445E-05	0.01033689	0.1492369	9999.634	
0.0184	6666.658	5.168445E-05	0.01033689	0.1492369	9999.666	
0.0188	6666.658	5.168445E-05	0.01033689	0.1492369	9999.698	
0.0192	6666.657	5.168445E-05	0.01033689	0.1492369	9999.73	
0.0196	6666.656	5.168445E-05	0.01311489	0.1662522	9999.763	
0.02	6666.655	6.557446E-05	0.01311489	0.1662522	9999.795	
0.0204	6666.654	6.557446E-05	0.01311489	0.1662522	9999.841	
0.0208	6666.654	6.557446E-05	0.01311489	0.1662522	9999.887	
0.0212	6666.651	6.557446E-05	0.01311489	0.1662522	9999.933	
0.0216	6666.649	6.557446E-05	0.01617764	0.1829272	9999.979	
0.022	6666.646	8.088819E-05	0.01617764	0.1829272	10000.02	
0.0224	6666.646	8.088819E-05	0.01617764	0.1829272	10000.09	
0.0228	6666.641	8.088819E-05	0.01617764	0.1829272	10000.15	
0.0232	6666.64	8.088819E-05	0.01617764	0.1829272	10000.21	
0.0236	6666.639	8.088819E-05	0.01951263	0.1992686	10000.27	
0.024	6666.637	9.756313E-05	0.01951263	0.1992686	10000.33	
0.0244	6666.634	9.756313E-05	0.01951263	0.1992686	10000.41	
0.0248	6666.63	9.756313E-05	0.01951263	0.1992686	10000.49	
0.0252	6666.626	9.756313E-05	0.01951263	0.1992686	10000.57	
0.0256	6666.624	9.756313E-05	0.02310775	0.2152833	10000.64	
0.026	6666.622	0.0001155387	0.02310775	0.2152833	10000.72	
0.0264	6666.618	0.0001155387	0.02310775	0.2152833	10000.82	
0.0268	6666.616	0.0001155387	0.02310775	0.2152833	10000.91	
0.0272	6666.611	0.0001155387	0.02310775	0.2152833	10001.01	
0.0276	6666.606	0.0001155387	0.02695126	0.2309776	10001.11	
0.028	6666.601	0.0001347563	0.02695126	0.2309776	10001.2	
0.0284	6666.597	0.0001347563	0.02695126	0.2309776	10001.32	
0.0288	6666.59	0.0001347563	0.02695126	0.2309776	10001.43	
0.0292	6666.586	0.0001347563	0.02695126	0.2309776	10001.55	
0.0296	6666.58	0.0001347563	0.03103178	0.246358	10001.66	
0.03	6666.575	0.0001551589	0.03103178	0.246358	10001.78	
0.0304	6666.569	0.0001551589	0.03103178	0.246358	10001.91	
0.0308	6666.563	0.0001551589	0.03103178	0.246358	10002.05	
0.0312	6666.556	0.0001551589	0.03103178	0.246358	10002.18	
0.0316	6666.547	0.0001551589	0.03533831	0.2614309	10002.32	
0.032	6666.539	0.0001766915	0.03533831	0.2614309	10002.46	
0.0324	6666.529	0.0001766915	0.03533831	0.2614309	10002.61	
0.0328	6666.522	0.0001766915	0.03533831	0.2614309	10002.77	
0.0332	6666.514	0.0001766915	0.03533831	0.2614309	10002.93	
0.0336	6666.507	0.0001766915	0.03986016	0.2762023	10003.08	
0.034	6666.497	0.0001993008	0.03986016	0.2762023	10003.24	
0.0344	6666.486	0.0001993008	0.03986016	0.2762023	10003.42	
0.0348	6666.477	0.0001993008	0.03986016	0.2762023	10003.6	
0.0352	6666.467	0.0001993008	0.03986016	0.2762023	10003.78	
0.0356	6666.457	0.0001993008	0.044587	0.2906782	10003.96	
0.036	6666.446	0.000222935	0.044587	0.2906782	10004.14	
0.0364	6666.435	0.000222935	0.044587	0.2906782	10004.34	
0.0368	6666.423	0.000222935	0.044587	0.2906782	10004.55	
0.0372	6666.412	0.000222935	0.044587	0.2906782	10004.75	
0.0376	6666.401	0.000222935	0.04950883	0.3048646	10004.95	
0.038	6666.387	0.0002475441	0.04950883	0.3048646	10005.16	
0.0384	6666.372	0.0002475441	0.04950883	0.3048646	10005.38	
0.0388	6666.357	0.0002475441	0.04950883	0.3048646	10005.61	
0.0392	6666.342	0.0002475441	0.04950883	0.3048646	10005.84	
0.0396	6666.328	0.0002475441	0.05461594	0.3187674	10006.07	
0.04	6666.312	0.0002730797	0.05461594	0.3187674	10006.29	
0.0404	6666.295	0.0002730797	0.05461594	0.3187674	10006.55	
0.0408	6666.28	0.0002730797	0.05461594	0.3187674	10006.8	
0.0412	6666.263	0.0002730797	0.05461594	0.3187674	10007.06	
0.0416	6666.247	0.0002730797	0.05989898	0.332392	10007.31	
0.042	6666.229	0.0002994949	0.05989898	0.332392	10007.56	
0.0424	6666.21	0.0002994949	0.05989898	0.332392	10007.84	
0.0428	6666.19	0.0002994949	0.05989898	0.332392	10008.12	
0.0432	6666.17	0.0002994949	0.05989898	0.332392	10008.4	
0.0436	6666.149	0.0002994949	0.06534883	0.3457442	10008.68	
0.044	6666.128	0.0003267442	0.06534883	0.3457442	10008.96	
0.0444	6666.106	0.0003267442	0.06534883	0.3457442	10009.27	
0.0448	6666.083	0.0003267442	0.06534883	0.3457442	10009.58	
0.0452	6666.061	0.0003267442	0.06534883	0.3457442	10009.89	
0.0456	6666.037	0.0003267442	0.07095674	0.3588293	10010.2	
0.046	6666.013	0.0003547837	0.07095674	0.3588293	10010.5	
0.0464	6665.988	0.0003547837	0.07095674	0.3588293	10010.84	
0.0468	6665.961	0.0003547837	0.07095674	0.3588293	10011.17	
0.0472	6665.936	0.0003547837	0.07095674	0.3588293	10011.51	
0.0476	6665.908	0.0003547837	0.0767142	0.3716527	10011.84	
0.048	6665.878	0.000383571	0.0767142	0.3716527	10012.18	
0.0484	6665.849	0.000383571	0.0767142	0.3716527	10012.54	
0.0488	6665.821	0.000383571	0.0767142	0.3716527	10012.91	
0.0492	6665.791	0.000383571	0.0767142	0.3716527	10013.27	
0.0496	6665.759	0.000383571	0.08261297	0.3842196	10013.63	
0.05	6665.727	0.0004130648	0.08261297	0.3842196	10014	
0.0504	6665.695	0.0004130648	0.08261297	0.3842196	10014.39	
0.0508	6665.662	0.0004130648	0.08261297	0.3842196	10014.79	
0.0512	6665.629	0.0004130648	0.08261297	0.3842196	10015.18	
0.0516	6665.594	0.0004130648	0.0886451	0.3965352	10015.57	
0.052	6665.558	0.0004432255	0.0886451	0.3965352	10015.97	
0.0524	6665.518	0.0004432255	0.0886451	0.3965352	10016.39	
0.0528	6665.48	0.0004432255	0.0886451	0.3965352	10016.81	
0.0532	6665.441	0.0004432255	0.0886451	0.3965352	10017.24	
0.0536	6665.399	0.0004432255	0.0948029	0.4086046	10017.66	
0.054	6665.359	0.0004740145	0.0948029	0.4086046	10018.09	
0.0544	6665.317	0.0004740145	0.0948029	0.4086046	10018.54	
0.0548	6665.274	0.0004740145	0.0948029	0.4086046	10018.99	
0.0552	6665.23	0.0004740145	0.0948029	0.4086046	10019.45	
0.0556	6665.183	0.0004740145	0.1010789	0.4204324	10019.9	
0.056	6665.14	0.0005053947	0.1010789	0.4204324	10020.36	
0.0564	6665.092	0.0005053947	0.1010789	0.4204324	10020.84	
0.0568	6665.045	0.0005053947	0.1010789	0.4204324	10021.33	
0.0572	6664.997	0.0005053947	0.1010789	0.4204324	10021.82	
0.0576	6664.946	0.0005053947	0.107466	0.4320238	10022.3	
0.058	6664.895	0.00053733	0.107466	0.4320238	10022.79	
0.0584	6664.842	0.00053733	0.107466	0.4320238	10023.31	
0.0588	6664.79	0.00053733	0.107466	0.4320238	10023.82	
0.0592	6664.734	0.00053733	0.107466	0.4320238	10024.34	
0.0596	6664.677	0.00053733	0.1139572	0.4433833	10024.86	
0.06	6664.62	0.0005697858	0.1139572	0.4433833	10025.38	
0.0604	6664.561	0.0005697858	0.1139572	0.4433833	10025.93	
0.0608	6664.5	0.0005697858	0.1139572	0.4433833	10026.48	
0.0612	6664.439	0.0005697858	0.1139572	0.4433833	10027.03	
0.0616	6664.378	0.0005697858	0.1205457	0.4545157	10027.58	
0.062	6664.314	0.0006027284	0.1205457	0.4545157	10028.13	
0.0624	6664.249	0.0006027284	0.1205457	0.4545157	10028.71	
0.0628	6664.182	0.0006027284	0.1205457	0.4545157	10029.29	
0.0632	6664.115	0.0006027284	0.1205457	0.4545157	10029.87	
0.0636	6664.045	0.0006027284	0.1272251	0.4654254	10030.46	
0.064	6663.973	0.0006361254	0.1272251	0.4654254	10031.04	
0.06439999	6663.902	0.0006361254	0.1272251	0.4654254	10031.66	
0.0648	6663.829	0.0006361254	0.1272251	0.4654254	10032.27	
0.0652	6663.756	0.0006361254	0.1272251	0.4654254	10032.89	
0.0656	6663.68	0.0006361254	0.1339891	0.4761169	10033.5	
0.066	6663.603	0.0006699454	0.1339891	0.4761169	10034.12	
0.0664	6663.521	0.0006699454	0.1339891	0.4761169	10034.77	
0.0668	6663.441	0.0006699454	0.1339891	0.4761169	10035.42	
0.0672	6663.358	0.0006699454	0.1339891	0.4761169	10036.07	
0.0676	6663.276	0.0006699454	0.1408316	0.4865946	10036.72	
0.068	6663.19	0.0007041582	0.1408316	0.4865946	10037.37	
0.0684	6663.104	0.0007041582	0.1408316	0.4865946	10038.06	
0.06879999	6663.014	0.0007041582	0.1408316	0.4865946	10038.74	
0.0692	6662.924	0.0007041582	0.1408316	0.4865946	10039.43	
0.0696	6662.833	0.0007041582	0.1477469	0.4968626	10040.11	
0.07	6662.74	0.0007387345	0.1477469	0.4968626	10040.8	
0.0704	6662.645	0.0007387345	0.1477469	0.4968626	10041.51	
0.0708	6662.549	0.0007387345	0.1477469	0.4968626	10042.23	
0.0712	6662.452	0.0007387345	0.1477469	0.4968626	10042.95	
0.0716	6662.35	0.0007387345	0.1547292	0.5069254	10043.67	
0.072	6662.248	0.0007736461	0.1547292	0.5069254	10044.39	
0.0724	6662.146	0.0007736461	0.1547292	0.5069254	10045.14	
0.0728	6662.04	0.0007736461	0.1547292	0.5069254	10045.9	
0.07319999	6661.933	0.0007736461	0.1547292	0.5069254	10046.65	
0.0736	6661.823	0.0007736461	0.1617731	0.5167869	10047.41	
0.074	6661.712	0.0008088656	0.1617731	0.5167869	10048.16	
0.0744	6661.6	0.0008088656	0.1617731	0.5167869	10048.95	
0.0748	6661.483	0.0008088656	0.1617731	0.5167869	10049.74	
0.0752	6661.369	0.0008088656	0.1617731	0.5167869	10050.53	
0.0756	6661.251	0.0008088656	0.1688734	0.5264511	10051.32	
0.076	6661.129	0.000844367	0.1688734	0.5264511	10052.1	
0.0764	6661.008	0.000844367	0.1688734	0.5264511	10052.93	
0.0768	6660.883	0.000844367	0.1688734	0.5264511	10053.75	
0.0772	6660.756	0.000844367	0.1688734	0.5264511	10054.58	
0.07759999	6660.629	0.000844367	0.176025	0.5359221	10055.41	
0.078	6660.498	0.0008801247	0.176025	0.5359221	10056.23	
0.0784	6660.366	0.0008801247	0.176025	0.5359221	10057.09	
0.0788	6660.23	0.0008801247	0.176025	0.5359221	10057.95	
0.0792	6660.093	0.0008801247	0.176025	0.5359221	10058.81	
0.0796	6659.955	0.0008801247	0.1832229	0.5452037	10059.67	
0.08	6659.814	0.0009161145	0.1832229	0.5452037	10060.53	
0.0804	6659.671	0.0009161145	0.1832229	0.5452037	10061.43	
0.0808	6659.525	0.0009161145	0.1832229	0.5452037	10062.33	
0.0812	6659.378	0.0009161145	0.1832229	0.5452037	10063.22	
