Time	OdorSensor	Mouth	Eat	Food_Near	Energy	
0	12396.7	0	0	0	4998	
0.0004	12396.7	0	0	0	4996	
0.0008	12396.7	0	0	0	4994	
0.0012	12396.7	0	0	0	4992	
0.0016	12396.7	0	0	0	4990	
0.002	12396.7	0	0	0	4988	
0.0024	12396.7	0	0	0	4986	
0.0028	12396.7	0	0	0	4984	
0.0032	12396.7	0	0	0	4982	
0.0036	12396.7	0	0	0.02	4980	
0.004	12396.7	0	0	0.02	4978	
0.0044	12396.7	0	0	0.02	4976	
0.0048	12396.7	0	0	0.02	4974	
0.0052	12396.7	0	0	0.02	4972	
0.0056	12396.7	0	0.0004	0.03959999	4970	
0.006	12396.7	2E-06	0.0004	0.03959999	4968	
0.0064	12396.7	2E-06	0.0004	0.03959999	4966.002	
0.0068	12396.7	2E-06	0.0004	0.03959999	4964.004	
0.0072	12396.7	2E-06	0.0004	0.03959999	4962.006	
0.0076	12396.7	2E-06	0.001184	0.05880799	4960.008	
0.007999999	12396.7	5.919998E-06	0.001184	0.05880799	4958.01	
0.0084	12396.7	5.919998E-06	0.001184	0.05880799	4956.016	
0.0088	12396.7	5.919998E-06	0.001184	0.05880799	4954.021	
0.0092	12396.7	5.919998E-06	0.001184	0.05880799	4952.027	
0.0096	12396.7	5.919998E-06	0.002336479	0.07763183	4950.033	
0.01	12396.7	1.16824E-05	0.002336479	0.07763183	4948.039	
0.0104	12396.7	1.16824E-05	0.002336479	0.07763183	4946.051	
0.0108	12396.7	1.16824E-05	0.002336479	0.07763183	4944.063	
0.0112	12396.7	1.16824E-05	0.002336479	0.07763183	4942.074	
0.0116	12396.7	1.16824E-05	0.003842386	0.09607919	4940.086	
0.012	12396.69	1.921193E-05	0.003842386	0.09607919	4938.098	
0.0124	12396.69	1.921193E-05	0.003842386	0.09607919	4936.117	
0.0128	12396.69	1.921193E-05	0.003842386	0.09607919	4934.136	
0.0132	12396.69	1.921193E-05	0.003842386	0.09607919	4932.155	
0.0136	12396.69	1.921193E-05	0.005687122	0.1141576	4930.174	
0.014	12396.69	2.843561E-05	0.005687122	0.1141576	4928.193	
0.0144	12396.69	2.843561E-05	0.005687122	0.1141576	4926.221	
0.0148	12396.69	2.843561E-05	0.005687122	0.1141576	4924.25	
0.0152	12396.68	2.843561E-05	0.005687122	0.1141576	4922.278	
0.0156	12396.68	2.843561E-05	0.007856532	0.1318744	4920.306	
0.016	12396.68	3.928266E-05	0.007856532	0.1318744	4918.334	
