Time	FrameRate	TotalStepTimeSmoothed	
0.5	29.68769	0.0008014702	
0.5008	29.68769	0.000801467	
0.5016	29.68769	0.0008014416	
0.5024	29.68769	0.0008014175	
0.5032	29.69201	0.0008013945	
0.504	29.69201	0.000801462	
0.5048	29.69201	0.0008014814	
0.5056	29.69201	0.0008014553	
0.5064	29.69201	0.0008014305	
0.5072	29.69201	0.0008014515	
0.508	29.69201	0.0008014715	
0.5088	29.69201	0.0008014682	
0.5096	29.69201	0.0008014873	
0.5104	29.69201	0.0008014832	
0.5112	29.69201	0.000801457	
0.512	29.69201	0.0008014544	
0.5128	29.69201	0.0008014519	
0.5136	29.69201	0.0008014719	
0.5144	29.69201	0.0008014686	
0.5152	29.69201	0.0008014654	
0.516	29.69201	0.00080144	
0.5168	29.69201	0.000801416	
0.5176	29.69201	0.0008014155	
0.5184	29.69201	0.0008014149	
0.5192	29.69201	0.0008013921	
0.52	29.69201	0.0008013928	
0.5208	29.69201	0.0008013934	
0.5216	29.69201	0.000801684	
0.5224	29.69201	0.0008016924	
0.5232	29.69201	0.000801678	
0.524	29.69201	0.0008016644	
0.5248	29.69201	0.0008016514	
0.5256	29.69201	0.0008016391	
0.5264	29.69201	0.0008016274	
0.5272	29.69201	0.0008016163	
0.528	29.69201	0.0008015834	
0.5288	29.69201	0.0008015745	
0.5296	29.69201	0.0008015884	
0.5304	29.69201	0.0008016015	
0.5312	29.69201	0.0008015917	
0.532	29.69201	0.0008015824	
0.5328	29.69201	0.0008015958	
0.5336	29.69201	0.0008015863	
0.5344	29.69201	0.0008015772	
0.5352	29.69201	0.0008015463	
0.536	29.69201	0.0008015615	
0.5368	29.68375	0.0008015537	
0.5376	29.68375	0.0008015909	
0.5384	29.68375	0.000801604	
0.5392	29.68375	0.0008016163	
0.54	29.68375	0.000801628	
0.5408	29.68375	0.0008016392	
0.5416	29.68375	0.0008016498	
0.5424	29.68375	0.0008016376	
0.5432	29.68375	0.0008016037	
0.544	29.68375	0.0008015937	
0.5448	29.68375	0.0008015843	
0.5456	29.68375	0.0008015976	
0.5464	29.68375	0.0008016103	
0.5472	29.68375	0.0008015777	
0.548	29.68375	0.0008015467	
0.5488	29.68375	0.000801562	
0.5496	29.68375	0.0008015318	
0.5504	29.68375	0.0008015478	
0.5512	29.68375	0.0008015406	
0.552	29.68375	0.0008015339	
0.5528	29.68375	0.0008015274	
0.5536	29.68375	0.0008015213	
0.5544	29.68375	0.0008014932	
0.5552	29.68375	0.0008015111	
0.556	29.68375	0.0008015058	
0.5568	29.68375	0.0008015007	
0.5576	29.68375	0.0008015183	
0.5584	29.68375	0.0008014903	
0.5592	29.68375	0.0008015083	
0.56	29.68375	0.0008015031	
0.5608	29.68375	0.0008014759	
0.5616	29.68375	0.00080145	
0.5624	29.68375	0.0008014478	
0.5632	29.68375	0.0008014233	
0.564	29.68375	0.0008014448	
0.5648	29.68375	0.0008014428	
0.5656	29.68375	0.0008014409	
0.5664	29.68375	0.0008014168	
0.5672	29.68375	0.0008014162	
0.568	29.68375	0.0008014156	
0.5688	29.68375	0.0008013928	
0.5696	29.68375	0.0008013934	
0.5704	29.68965	0.0008013717	
0.5712	29.68965	0.000801418	
0.572	29.68965	0.000801395	
0.5728	29.68965	0.0008013732	
0.5736	29.68965	0.0008013748	
0.5744	29.68965	0.0008013763	
0.5752	29.68965	0.0008014	
0.576	29.68965	0.0008021588	
0.5768	29.68965	0.0008020988	
0.5776	29.68965	0.0008020641	
0.5784	29.68965	0.0008022989	
0.5792	29.68965	0.0008022096	
0.58	29.68965	0.0008021471	
0.5808	29.68965	0.0008021323	
0.5816	29.68965	0.0008020736	
0.5824	29.68965	0.0008020402	
0.5832	29.68965	0.0008019861	
0.584	29.68965	0.0008019794	
0.5848	29.68965	0.0008019507	
0.5856	29.68965	0.0008019011	
0.5864	29.68965	0.0008018763	
0.5872	29.68965	0.0008018304	
0.588	29.68965	0.0008018315	
