Time	Eat	Energy	Food_Near	Mouth	OdorSensor	
0	0	9999.8	0	0	12396.7	
0.0004	0	9999.6	0	0	12396.7	
0.0008	0	9999.399	0	0	12397.05	
0.0012	0	9999.199	0	0	12396.63	
0.0016	0	9998.999	0	0	12396.64	
0.002	0	9998.799	0.02	0	12396.65	
0.0024	0	9998.599	0.02	0	12396.66	
0.0028	0	9998.398	0.02	0	12396.67	
0.0032	0	9998.198	0.02	0	12396.67	
0.0036	0	9997.998	0.02	0	12396.67	
0.004	0.0004	9997.798	0.0396	0	12396.68	
0.0044	0.0004	9997.598	0.0396	2E-06	12396.69	
0.0048	0.0004	9997.399	0.0396	2E-06	12396.69	
0.0052	0.0004	9997.201	0.0396	2E-06	12396.69	
0.0056	0.0004	9997.003	0.0396	2E-06	12396.69	
0.006	0.001184	9996.805	0.058808	2E-06	12396.69	
0.0064	0.001184	9996.606	0.058808	5.919999E-06	12396.69	
0.0068	0.001184	9996.412	0.058808	5.919999E-06	12396.69	
0.0072	0.001184	9996.218	0.058808	5.919999E-06	12396.69	
0.0076	0.001184	9996.023	0.058808	5.919999E-06	12396.69	
0.007999999	0.00233648	9995.829	0.07763184	5.919999E-06	12396.69	
0.0084	0.00233648	9995.635	0.07763184	1.16824E-05	12396.69	
0.0088	0.00233648	9995.446	0.07763184	1.16824E-05	12396.69	
0.0092	0.00233648	9995.258	0.07763184	1.16824E-05	12396.69	
0.0096	0.00233648	9995.069	0.07763184	1.16824E-05	12396.69	
0.01	0.003842387	9994.881	0.09607919	1.16824E-05	12396.69	
0.0104	0.003842387	9994.692	0.09607919	1.921193E-05	12396.69	
0.0108	0.003842387	9994.512	0.09607919	1.921193E-05	12396.68	
0.0112	0.003842387	9994.331	0.09607919	1.921193E-05	12396.68	
0.0116	0.003842387	9994.15	0.09607919	1.921193E-05	12396.68	
0.012	0.005687122	9993.97	0.1141576	1.921193E-05	12396.68	
0.0124	0.005687122	9993.789	0.1141576	2.843561E-05	12396.68	
0.0128	0.005687122	9993.617	0.1141576	2.843561E-05	12396.68	
0.0132	0.005687122	9993.445	0.1141576	2.843561E-05	12396.68	
0.0136	0.005687122	9993.273	0.1141576	2.843561E-05	12396.68	
0.014	0.007856532	9993.102	0.1318745	2.843561E-05	12396.67	
0.0144	0.007856532	9992.93	0.1318745	3.928266E-05	12396.67	
0.0148	0.007856532	9992.769	0.1318745	3.928266E-05	12396.67	
0.0152	0.007856532	9992.607	0.1318745	3.928266E-05	12396.66	
0.0156	0.007856532	9992.446	0.1318745	3.928266E-05	12396.66	
0.016	0.01033689	9992.285	0.149237	3.928266E-05	12396.66	
0.0164	0.01033689	9992.124	0.149237	5.168445E-05	12396.65	
