Time	Eat	Energy	Food_Near	Mouth	OdorSensor	
0	0	9999.98	0	0	8888.889	
0.0004	0	9999.961	0	0	8888.889	
0.0008	0	9999.941	0	0	8889.075	
0.0012	0	9999.922	0	0	8888.853	
0.0016	0	9999.902	0	0	8888.857	
0.002	0	9999.883	0	0	8888.863	
0.0024	0	9999.863	0	0	8888.869	
0.0028	0	9999.844	0	0	8888.875	
0.0032	0	9999.824	0	0	8888.881	
0.0036	0	9999.805	0	0	8888.881	
0.004	0	9999.785	0	0	8888.881	
0.0044	0	9999.766	0	0	8888.883	
0.0048	0	9999.746	0	0	8888.883	
0.0052	0	9999.727	0	0	8888.886	
0.0056	0	9999.707	0	0	8888.889	
0.006	0	9999.688	0	0	8888.889	
0.0064	0	9999.668	0	0	8888.889	
0.0068	0	9999.648	0	0	8888.889	
0.0072	0	9999.629	0	0	8888.889	
0.0076	0	9999.609	0	0	8888.889	
0.007999999	0	9999.59	0	0	8888.889	
0.0084	0	9999.57	0	0	8888.889	
0.0088	0	9999.551	0	0	8888.889	
0.0092	0	9999.531	0	0	8888.888	
0.0096	0	9999.512	0	0	8888.888	
0.01	0	9999.492	0	0	8888.888	
0.0104	0	9999.473	0	0	8888.888	
0.0108	0	9999.453	0	0	8888.885	
0.0112	0	9999.434	0	0	8888.885	
0.0116	0	9999.414	0	0	8888.885	
0.012	0	9999.395	0	0	8888.885	
0.0124	0	9999.375	0	0	8888.885	
0.0128	0	9999.355	0	0	8888.883	
0.0132	0	9999.336	0	0	8888.883	
0.0136	0	9999.316	0	0	8888.883	
0.014	0	9999.297	0	0	8888.879	
0.0144	0	9999.277	0	0	8888.878	
0.0148	0	9999.258	0	0	8888.876	
0.0152	0	9999.238	0	0	8888.875	
0.0156	0	9999.219	0	0	8888.873	
0.016	0	9999.199	0	0	8888.872	
0.0164	0	9999.18	0	0	8888.87	
0.0168	0	9999.16	0	0	8888.869	
0.0172	0	9999.141	0	0	8888.869	
0.0176	0	9999.121	0	0	8888.866	
0.018	0	9999.102	0	0	8888.863	
0.0184	0	9999.082	0	0	8888.86	
0.0188	0	9999.063	0	0	8888.859	
0.0192	0	9999.043	0	0	8888.857	
0.0196	0	9999.023	0	0	8888.854	
0.02	0	9999.004	0	0	8888.853	
0.0204	0	9998.984	0	0	8888.848	
0.0208	0	9998.965	0	0	8888.847	
0.0212	0	9998.945	0	0	8888.842	
0.0216	0	9998.926	0	0	8888.84	
0.022	0	9998.906	0	0	8888.837	
0.0224	0	9998.887	0	0	8888.834	
0.0228	0	9998.867	0	0	8888.828	
0.0232	0	9998.848	0	0	8888.825	
0.0236	0	9998.828	0	0	8888.821	
0.024	0	9998.809	0	0	8888.816	
0.0244	0	9998.789	0	0	8888.814	
0.0248	0	9998.77	0	0	8888.809	
0.0252	0	9998.75	0	0	8888.802	
0.0256	0	9998.73	0	0	8888.797	
0.026	0	9998.711	0	0	8888.791	
0.0264	0	9998.691	0	0	8888.786	
0.0268	0	9998.672	0	0	8888.778	
0.0272	0	9998.652	0	0	8888.771	
0.0276	0	9998.633	0	0	8888.766	
0.028	0	9998.613	0	0	8888.758	
0.0284	0	9998.594	0	0	8888.752	
0.0288	0	9998.574	0	0	8888.743	
0.0292	0	9998.555	0	0	8888.735	
0.0296	0	9998.535	0	0	8888.725	
0.03	0	9998.516	0	0	8888.715	
0.0304	0	9998.496	0	0	8888.707	
0.0308	0	9998.477	0	0	8888.695	
0.0312	0	9998.457	0	0	8888.687	
0.0316	0	9998.438	0	0	8888.676	
0.032	0	9998.418	0	0	8888.666	
0.0324	0	9998.398	0	0	8888.653	
0.0328	0	9998.379	0	0	8888.641	
0.0332	0	9998.359	0	0	8888.628	
0.0336	0	9998.34	0	0	8888.615	
0.034	0	9998.32	0	0	8888.601	
0.0344	0	9998.301	0	0	8888.588	
0.0348	0	9998.281	0	0	8888.574	
0.0352	0	9998.262	0	0	8888.557	
0.0356	0	9998.242	0	0	8888.541	
0.036	0	9998.223	0	0	8888.525	
0.0364	0	9998.203	0	0	8888.509	
0.0368	0	9998.184	0	0	8888.492	
0.0372	0	9998.164	0	0	8888.475	
0.0376	0	9998.145	0	0	8888.455	
0.038	0	9998.125	0	0	8888.436	
0.0384	0	9998.105	0	0	8888.416	
0.0388	0	9998.086	0	0	8888.396	
0.0392	0	9998.066	0	0	8888.376	
0.0396	0	9998.047	0	0	8888.354	
0.04	0	9998.027	0	0	8888.331	
0.0404	0	9998.008	0	0	8888.307	
0.0408	0	9997.988	0	0	8888.284	
0.0412	0	9997.969	0	0	8888.259	
0.0416	0	9997.949	0	0	8888.232	
0.042	0	9997.93	0	0	8888.206	
0.0424	0	9997.91	0	0	8888.18	
0.0428	0	9997.891	0	0	8888.153	
0.0432	0	9997.871	0	0	8888.123	
0.0436	0	9997.852	0	0	8888.094	
