Time	OdorSensor	Mouth	Eat	Food_Near	
1.208	1468.495	1.177166E-06	0.0002354332	2.090627E-05	
1.2084	1469.872	1.177166E-06	0.0002354332	2.090627E-05	
1.2088	1471.254	1.177166E-06	0.0002354332	2.090627E-05	
1.2092	1472.642	1.177166E-06	0.0002354332	2.090627E-05	
1.2096	1474.036	1.177166E-06	0.0002311427	2.048815E-05	
1.21	1475.435	1.155713E-06	0.0002311427	2.048815E-05	
1.2104	1476.839	1.155713E-06	0.0002311427	2.048815E-05	
1.2108	1478.25	1.155713E-06	0.0002311427	2.048815E-05	
1.2112	1479.665	1.155713E-06	0.0002311427	2.048815E-05	
1.2116	1481.087	1.155713E-06	0.0002269296	2.007838E-05	
1.212	1482.514	1.134648E-06	0.0002269296	2.007838E-05	
1.2124	1483.947	1.134648E-06	0.0002269296	2.007838E-05	
1.2128	1485.385	1.134648E-06	0.0002269296	2.007838E-05	
1.2132	1486.83	1.134648E-06	0.0002269296	2.007838E-05	
1.2136	1488.28	1.134648E-06	0.0002227926	1.967682E-05	
1.214	1489.735	1.113963E-06	0.0002227926	1.967682E-05	
1.2144	1491.197	1.113963E-06	0.0002227926	1.967682E-05	
1.2148	1492.664	1.113963E-06	0.0002227926	1.967682E-05	
1.2152	1494.137	1.113963E-06	0.0002227926	1.967682E-05	
1.2156	1495.616	1.113963E-06	0.0002187303	1.928328E-05	
1.216	1497.101	1.093651E-06	0.0002187303	1.928328E-05	
1.2164	1498.592	1.093651E-06	0.0002187303	1.928328E-05	
1.2168	1500.089	1.093651E-06	0.0002187303	1.928328E-05	
1.2172	1501.591	1.093651E-06	0.0002187303	1.928328E-05	
1.2176	1503.099	1.093651E-06	0.0002147413	1.889761E-05	
1.218	1504.614	1.073707E-06	0.0002147413	1.889761E-05	
1.2184	1506.134	1.073707E-06	0.0002147413	1.889761E-05	
1.2188	1507.661	1.073707E-06	0.0002147413	1.889761E-05	
1.2192	1509.193	1.073707E-06	0.0002147413	1.889761E-05	
1.2196	1510.732	1.073707E-06	0.0002108245	1.851966E-05	
1.22	1512.276	1.054122E-06	0.0002108245	1.851966E-05	
1.2204	1513.827	1.054122E-06	0.0002108245	1.851966E-05	
1.2208	1515.384	1.054122E-06	0.0002108245	1.851966E-05	
1.2212	1516.947	1.054122E-06	0.0002108245	1.851966E-05	
1.2216	1518.516	1.054122E-06	0.0002069784	1.814927E-05	
1.222	1520.091	1.034892E-06	0.0002069784	1.814927E-05	
1.2224	1521.672	1.034892E-06	0.0002069784	1.814927E-05	
1.2228	1523.26	1.034892E-06	0.0002069784	1.814927E-05	
1.2232	1524.854	1.034892E-06	0.0002069784	1.814927E-05	
1.2236	1526.455	1.034892E-06	0.0002032018	1.778628E-05	
1.224	1528.061	1.016009E-06	0.0002032018	1.778628E-05	
1.2244	1529.674	1.016009E-06	0.0002032018	1.778628E-05	
1.2248	1531.293	1.016009E-06	0.0002032018	1.778628E-05	
1.2252	1532.918	1.016009E-06	0.0002032018	1.778628E-05	
1.2256	1534.551	1.016009E-06	0.0001994935	1.743056E-05	
1.226	1536.189	9.974675E-07	0.0001994935	1.743056E-05	
1.2264	1537.834	9.974675E-07	0.0001994935	1.743056E-05	
1.2268	1539.485	9.974675E-07	0.0001994935	1.743056E-05	
1.2272	1541.143	9.974675E-07	0.0001994935	1.743056E-05	
1.2276	1542.807	9.974675E-07	0.0001958522	1.708195E-05	
1.228	1544.478	9.792612E-07	0.0001958522	1.708195E-05	
1.2284	1546.155	9.792612E-07	0.0001958522	1.708195E-05	
1.2288	1547.839	9.792612E-07	0.0001958522	1.708195E-05	
1.2292	1549.529	9.792612E-07	0.0001958522	1.708195E-05	
1.2296	1551.226	9.792612E-07	0.0001922768	1.674031E-05	
1.23	1552.93	9.613842E-07	0.0001922768	1.674031E-05	
1.2304	1554.641	9.613842E-07	0.0001922768	1.674031E-05	
1.2308	1556.358	9.613842E-07	0.0001922768	1.674031E-05	
1.2312	1558.082	9.613842E-07	0.0001922768	1.674031E-05	
1.2316	1559.812	9.613842E-07	0.0001887661	1.64055E-05	
1.232	1561.55	9.438306E-07	0.0001887661	1.64055E-05	
1.2324	1563.294	9.438306E-07	0.0001887661	1.64055E-05	
1.2328	1565.045	9.438306E-07	0.0001887661	1.64055E-05	
1.2332	1566.803	9.438306E-07	0.0001887661	1.64055E-05	
1.2336	1568.568	9.438306E-07	0.0001853189	1.607739E-05	
1.234	1570.34	9.265945E-07	0.0001853189	1.607739E-05	
1.2344	1572.118	9.265945E-07	0.0001853189	1.607739E-05	
1.2348	1573.904	9.265945E-07	0.0001853189	1.607739E-05	
1.2352	1575.696	9.265945E-07	0.0001853189	1.607739E-05	
1.2356	1577.496	9.265945E-07	0.0001819341	1.575584E-05	
1.236	1579.302	9.096703E-07	0.0001819341	1.575584E-05	
1.2364	1581.116	9.096703E-07	0.0001819341	1.575584E-05	
1.2368	1582.937	9.096703E-07	0.0001819341	1.575584E-05	
1.2372	1584.765	9.096703E-07	0.0001819341	1.575584E-05	
1.2376	1586.6	9.096703E-07	0.0001786105	1.544073E-05	
1.238	1588.442	8.930525E-07	0.0001786105	1.544073E-05	
1.2384	1590.291	8.930525E-07	0.0001786105	1.544073E-05	
1.2388	1592.148	8.930525E-07	0.0001786105	1.544073E-05	
1.2392	1594.012	8.930525E-07	0.0001786105	1.544073E-05	
1.2396	1595.883	8.930525E-07	0.0001753471	1.513191E-05	
1.24	1597.761	8.767355E-07	0.0001753471	1.513191E-05	
1.2404	1599.647	8.767355E-07	0.0001753471	1.513191E-05	
1.2408	1601.54	8.767355E-07	0.0001753471	1.513191E-05	
1.2412	1603.441	8.767355E-07	0.0001753471	1.513191E-05	
1.2416	1605.349	8.767355E-07	0.0001721428	1.482927E-05	
1.242	1607.264	8.607141E-07	0.0001721428	1.482927E-05	
1.2424	1609.187	8.607141E-07	0.0001721428	1.482927E-05	
1.2428	1611.118	8.607141E-07	0.0001721428	1.482927E-05	
1.2432	1613.056	8.607141E-07	0.0001721428	1.482927E-05	
1.2436	1615.001	8.607141E-07	0.0001689965	1.453269E-05	
1.244	1616.954	8.449827E-07	0.0001689965	1.453269E-05	
1.2444	1618.915	8.449827E-07	0.0001689965	1.453269E-05	
1.2448	1620.883	8.449827E-07	0.0001689965	1.453269E-05	
1.2452	1622.86	8.449827E-07	0.0001689965	1.453269E-05	
1.2456	1624.843	8.449827E-07	0.0001659073	1.424203E-05	
1.246	1626.835	8.295362E-07	0.0001659073	1.424203E-05	
1.2464	1628.834	8.295362E-07	0.0001659073	1.424203E-05	
1.2468	1630.842	8.295362E-07	0.0001659073	1.424203E-05	
1.2472	1632.856	8.295362E-07	0.0001659073	1.424203E-05	
1.2476	1634.879	8.295362E-07	0.0001628739	1.395719E-05	
1.248	1636.91	8.143697E-07	0.0001628739	1.395719E-05	
1.2484	1638.949	8.143697E-07	0.0001628739	1.395719E-05	
1.2488	1640.996	8.143697E-07	0.0001628739	1.395719E-05	
1.2492	1643.05	8.143697E-07	0.0001628739	1.395719E-05	
1.2496	1645.113	8.143697E-07	0.0001598956	1.367805E-05	
1.25	1647.184	7.99478E-07	0.0001598956	1.367805E-05	
1.2504	1649.263	7.99478E-07	0.0001598956	1.367805E-05	
1.2508	1651.35	7.99478E-07	0.0001598956	1.367805E-05	
1.2512	1653.445	7.99478E-07	0.0001598956	1.367805E-05	
1.2516	1655.548	7.99478E-07	0.0001569712	1.340449E-05	
1.252	1657.66	7.848562E-07	0.0001569712	1.340449E-05	
1.2524	1659.779	7.848562E-07	0.0001569712	1.340449E-05	
1.2528	1661.908	7.848562E-07	0.0001569712	1.340449E-05	
1.2532	1664.044	7.848562E-07	0.0001569712	1.340449E-05	
1.2536	1666.189	7.848562E-07	0.0001540999	1.31364E-05	
1.254	1668.342	7.704996E-07	0.0001540999	1.31364E-05	
1.2544	1670.503	7.704996E-07	0.0001540999	1.31364E-05	
1.2548	1672.673	7.704996E-07	0.0001540999	1.31364E-05	
1.2552	1674.852	7.704996E-07	0.0001540999	1.31364E-05	
1.2556	1677.039	7.704996E-07	0.0001512807	1.287367E-05	
1.256	1679.235	7.564033E-07	0.0001512807	1.287367E-05	
1.2564	1681.439	7.564033E-07	0.0001512807	1.287367E-05	
1.2568	1683.652	7.564033E-07	0.0001512807	1.287367E-05	
1.2572	1685.873	7.564033E-07	0.0001512807	1.287367E-05	
1.2576	1688.103	7.564033E-07	0.0001485125	1.26162E-05	
1.258	1690.342	7.425625E-07	0.0001485125	1.26162E-05	
1.2584	1692.59	7.425625E-07	0.0001485125	1.26162E-05	
1.2588	1694.846	7.425625E-07	0.0001485125	1.26162E-05	
1.2592	1697.111	7.425625E-07	0.0001485125	1.26162E-05	
1.2596	1699.386	7.425625E-07	0.0001457946	1.236387E-05	
1.26	1701.669	7.28973E-07	0.0001457946	1.236387E-05	
1.2604	1703.961	7.28973E-07	0.0001457946	1.236387E-05	
1.2608	1706.262	7.28973E-07	0.0001457946	1.236387E-05	
1.2612	1708.572	7.28973E-07	0.0001457946	1.236387E-05	
1.2616	1710.891	7.28973E-07	0.000143126	1.21166E-05	
1.262	1713.219	7.156298E-07	0.000143126	1.21166E-05	
1.2624	1715.556	7.156298E-07	0.000143126	1.21166E-05	
1.2628	1717.902	7.156298E-07	0.000143126	1.21166E-05	
1.2632	1720.258	7.156298E-07	0.000143126	1.21166E-05	
1.2636	1722.623	7.156298E-07	0.0001405058	1.187426E-05	
1.264	1724.997	7.025289E-07	0.0001405058	1.187426E-05	
1.2644	1727.381	7.025289E-07	0.0001405058	1.187426E-05	
1.2648	1729.773	7.025289E-07	0.0001405058	1.187426E-05	
1.2652	1732.176	7.025289E-07	0.0001405058	1.187426E-05	
1.2656	1734.587	7.025289E-07	0.0001379332	1.163678E-05	
1.266	1737.008	6.896657E-07	0.0001379332	1.163678E-05	
1.2664	1739.439	6.896657E-07	0.0001379332	1.163678E-05	
1.2668	1741.879	6.896657E-07	0.0001379332	1.163678E-05	
1.2672	1744.329	6.896657E-07	0.0001379332	1.163678E-05	
1.2676	1746.788	6.896657E-07	0.0001354072	1.140404E-05	
1.268	1749.257	6.770362E-07	0.0001354072	1.140404E-05	
1.2684	1751.736	6.770362E-07	0.0001354072	1.140404E-05	
1.2688	1754.224	6.770362E-07	0.0001354072	1.140404E-05	
1.2692	1756.723	6.770362E-07	0.0001354072	1.140404E-05	
1.2696	1759.231	6.770362E-07	0.0001329272	1.117596E-05	
1.27	1761.749	6.646358E-07	0.0001329272	1.117596E-05	
1.2704	1764.277	6.646358E-07	0.0001329272	1.117596E-05	
1.2708	1766.814	6.646358E-07	0.0001329272	1.117596E-05	
1.2712	1769.362	6.646358E-07	0.0001329272	1.117596E-05	
1.2716	1771.92	6.646358E-07	0.0001304921	1.095244E-05	
1.272	1774.488	6.524606E-07	0.0001304921	1.095244E-05	
1.2724	1777.066	6.524606E-07	0.0001304921	1.095244E-05	
1.2728	1779.654	6.524606E-07	0.0001304921	1.095244E-05	
1.2732	1782.253	6.524606E-07	0.0001304921	1.095244E-05	
1.2736	1784.862	6.524606E-07	0.0001281013	1.073339E-05	
1.274	1787.481	6.405067E-07	0.0001281013	1.073339E-05	
1.2744	1790.11	6.405067E-07	0.0001281013	1.073339E-05	
1.2748	1792.75	6.405067E-07	0.0001281013	1.073339E-05	
1.2752	1795.4	6.405067E-07	0.0001281013	1.073339E-05	
1.2756	1798.06	6.405067E-07	0.000125754	1.051873E-05	
1.276	1800.732	6.287699E-07	0.000125754	1.051873E-05	
1.2764	1803.413	6.287699E-07	0.000125754	1.051873E-05	
1.2768	1806.105	6.287699E-07	0.000125754	1.051873E-05	
1.2772	1808.809	6.287699E-07	0.000125754	1.051873E-05	
1.2776	1811.522	6.287699E-07	0.0001234493	1.030835E-05	
1.278	1814.246	6.172463E-07	0.0001234493	1.030835E-05	
1.2784	1816.981	6.172463E-07	0.0001234493	1.030835E-05	
1.2788	1819.727	6.172463E-07	0.0001234493	1.030835E-05	
1.2792	1822.484	6.172463E-07	0.0001234493	1.030835E-05	
1.2796	1825.252	6.172463E-07	0.0001211865	1.010219E-05	
1.28	1828.03	6.059323E-07	0.0001211865	1.010219E-05	
1.2804	1830.82	6.059323E-07	0.0001211865	1.010219E-05	
1.2808	1833.621	6.059323E-07	0.0001211865	1.010219E-05	
1.2812	1836.433	6.059323E-07	0.0001211865	1.010219E-05	
1.2816	1839.256	6.059323E-07	0.0001189648	9.900142E-06	
1.282	1842.09	5.948239E-07	0.0001189648	9.900142E-06	
1.2824	1844.935	5.948239E-07	0.0001189648	9.900142E-06	
1.2828	1847.792	5.948239E-07	0.0001189648	9.900142E-06	
1.2832	1850.661	5.948239E-07	0.0001189648	9.900142E-06	
1.2836	1853.54	5.948239E-07	0.0001167835	9.702139E-06	
1.284	1856.431	5.839174E-07	0.0001167835	9.702139E-06	
1.2844	1859.334	5.839174E-07	0.0001167835	9.702139E-06	
1.2848	1862.248	5.839174E-07	0.0001167835	9.702139E-06	
1.2852	1865.173	5.839174E-07	0.0001167835	9.702139E-06	
1.2856	1868.11	5.839174E-07	0.0001146419	9.508096E-06	
1.286	1871.059	5.732093E-07	0.0001146419	9.508096E-06	
1.2864	1874.02	5.732093E-07	0.0001146419	9.508096E-06	
1.2868	1876.992	5.732093E-07	0.0001146419	9.508096E-06	
1.2872	1879.977	5.732093E-07	0.0001146419	9.508096E-06	
1.2876	1882.973	5.732093E-07	0.0001125392	9.317935E-06	
1.288	1885.981	5.626958E-07	0.0001125392	9.317935E-06	
1.2884	1889.001	5.626958E-07	0.0001125392	9.317935E-06	
1.2888	1892.034	5.626958E-07	0.0001125392	9.317935E-06	
1.2892	1895.078	5.626958E-07	0.0001125392	9.317935E-06	
1.2896	1898.134	5.626958E-07	0.0001104747	9.131576E-06	
1.29	1901.203	5.523738E-07	0.0001104747	9.131576E-06	
1.2904	1904.284	5.523738E-07	0.0001104747	9.131576E-06	
1.2908	1907.378	5.523738E-07	0.0001104747	9.131576E-06	
1.2912	1910.483	5.523738E-07	0.0001104747	9.131576E-06	
1.2916	1913.601	5.523738E-07	0.0001084479	8.948944E-06	
1.292	1916.732	5.422394E-07	0.0001084479	8.948944E-06	
1.2924	1919.875	5.422394E-07	0.0001084479	8.948944E-06	
1.2928	1923.031	5.422394E-07	0.0001084479	8.948944E-06	
1.2932	1926.199	5.422394E-07	0.0001084479	8.948944E-06	
1.2936	1929.38	5.422394E-07	0.0001064579	8.769965E-06	
1.294	1932.574	5.322896E-07	0.0001064579	8.769965E-06	
1.2944	1935.781	5.322896E-07	0.0001064579	8.769965E-06	
1.2948	1939	5.322896E-07	0.0001064579	8.769965E-06	
1.2952	1942.233	5.322896E-07	0.0001064579	8.769965E-06	
1.2956	1945.478	5.322896E-07	0.0001045041	8.594566E-06	
1.296	1948.736	5.225207E-07	0.0001045041	8.594566E-06	
1.2964	1952.008	5.225207E-07	0.0001045041	8.594566E-06	
1.2968	1955.293	5.225207E-07	0.0001045041	8.594566E-06	
1.2972	1958.591	5.225207E-07	0.0001045041	8.594566E-06	
1.2976	1961.902	5.225207E-07	0.000102586	8.422675E-06	
1.298	1965.227	5.129298E-07	0.000102586	8.422675E-06	
1.2984	1968.565	5.129298E-07	0.000102586	8.422675E-06	
1.2988	1971.916	5.129298E-07	0.000102586	8.422675E-06	
1.2992	1975.281	5.129298E-07	0.000102586	8.422675E-06	
1.2996	1978.66	5.129298E-07	0.0001007027	8.254221E-06	
1.3	1982.052	5.035135E-07	0.0001007027	8.254221E-06	
1.3004	1985.458	5.035135E-07	0.0001007027	8.254221E-06	
1.3008	1988.877	5.035135E-07	0.0001007027	8.254221E-06	
1.3012	1992.31	5.035135E-07	0.0001007027	8.254221E-06	
1.3016	1995.758	5.035135E-07	9.885374E-05	8.089137E-06	
1.302	1999.219	4.942686E-07	9.885374E-05	8.089137E-06	
1.3024	2002.694	4.942686E-07	9.885374E-05	8.089137E-06	
1.3028	2006.184	4.942686E-07	9.885374E-05	8.089137E-06	
1.3032	2009.688	4.942686E-07	9.885374E-05	8.089137E-06	
1.3036	2013.205	4.942686E-07	9.703844E-05	7.927354E-06	
1.304	2016.737	4.851922E-07	9.703844E-05	7.927354E-06	
1.3044	2020.283	4.851922E-07	9.703844E-05	7.927354E-06	
1.3048	2023.844	4.851922E-07	9.703844E-05	7.927354E-06	
1.3052	2027.419	4.851922E-07	9.703844E-05	7.927354E-06	
1.3056	2031.009	4.851922E-07	9.525623E-05	7.768807E-06	
1.306	2034.613	4.762811E-07	9.525623E-05	7.768807E-06	
1.3064	2038.231	4.762811E-07	9.525623E-05	7.768807E-06	
1.3068	2041.865	4.762811E-07	9.525623E-05	7.768807E-06	
1.3072	2045.513	4.762811E-07	9.525623E-05	7.768807E-06	
1.3076	2049.176	4.762811E-07	9.350647E-05	7.613431E-06	
1.308	2052.854	4.675324E-07	9.350647E-05	7.613431E-06	
1.3084	2056.548	4.675324E-07	9.350647E-05	7.613431E-06	
1.3088	2060.255	4.675324E-07	9.350647E-05	7.613431E-06	
1.3092	2063.979	4.675324E-07	9.350647E-05	7.613431E-06	
1.3096	2067.717	4.675324E-07	9.178861E-05	7.461162E-06	
1.31	2071.47	4.58943E-07	9.178861E-05	7.461162E-06	
1.3104	2075.24	4.58943E-07	9.178861E-05	7.461162E-06	
1.3108	2079.024	4.58943E-07	9.178861E-05	7.461162E-06	
1.3112	2082.823	4.58943E-07	9.178861E-05	7.461162E-06	
1.3116	2086.639	4.58943E-07	9.010207E-05	7.311939E-06	
1.312	2090.47	4.505103E-07	9.010207E-05	7.311939E-06	
1.3124	2094.317	4.505103E-07	9.010207E-05	7.311939E-06	
1.3128	2098.179	4.505103E-07	9.010207E-05	7.311939E-06	
1.3132	2102.057	4.505103E-07	9.010207E-05	7.311939E-06	
1.3136	2105.951	4.505103E-07	8.844626E-05	7.1657E-06	
1.314	2109.861	4.422313E-07	8.844626E-05	7.1657E-06	
1.3144	2113.788	4.422313E-07	8.844626E-05	7.1657E-06	
1.3148	2117.73	4.422313E-07	8.844626E-05	7.1657E-06	
1.3152	2121.688	4.422313E-07	8.844626E-05	7.1657E-06	
1.3156	2125.663	4.422313E-07	8.682066E-05	7.022386E-06	
1.316	2129.654	4.341033E-07	8.682066E-05	7.022386E-06	
1.3164	2133.661	4.341033E-07	8.682066E-05	7.022386E-06	
1.3168	2137.685	4.341033E-07	8.682066E-05	7.022386E-06	
1.3172	2141.725	4.341033E-07	8.682066E-05	7.022386E-06	
1.3176	2145.782	4.341033E-07	8.522469E-05	6.881938E-06	
1.318	2149.856	4.261234E-07	8.522469E-05	6.881938E-06	
1.3184	2153.946	4.261234E-07	8.522469E-05	6.881938E-06	
1.3188	2158.053	4.261234E-07	8.522469E-05	6.881938E-06	
1.3192	2162.178	4.261234E-07	8.522469E-05	6.881938E-06	
1.3196	2166.319	4.261234E-07	8.365783E-05	6.744299E-06	
1.32	2170.478	4.182891E-07	8.365783E-05	6.744299E-06	
1.3204	2174.653	4.182891E-07	8.365783E-05	6.744299E-06	
1.3208	2178.846	4.182891E-07	8.365783E-05	6.744299E-06	
1.3212	2183.056	4.182891E-07	8.365783E-05	6.744299E-06	
1.3216	2187.284	4.182891E-07	8.211956E-05	6.609414E-06	
1.322	2191.53	4.105978E-07	8.211956E-05	6.609414E-06	
1.3224	2195.792	4.105978E-07	8.211956E-05	6.609414E-06	
1.3228	2200.073	4.105978E-07	8.211956E-05	6.609414E-06	
1.3232	2204.37	4.105978E-07	8.211956E-05	6.609414E-06	
1.3236	2208.687	4.105978E-07	8.060935E-05	6.477225E-06	
1.324	2213.02	4.030468E-07	8.060935E-05	6.477225E-06	
1.3244	2217.372	4.030468E-07	8.060935E-05	6.477225E-06	
1.3248	2221.741	4.030468E-07	8.060935E-05	6.477225E-06	
1.3252	2226.13	4.030468E-07	8.060935E-05	6.477225E-06	
1.3256	2230.536	4.030468E-07	7.912671E-05	6.347681E-06	
1.326	2234.96	3.956335E-07	7.912671E-05	6.347681E-06	
1.3264	2239.403	3.956335E-07	7.912671E-05	6.347681E-06	
1.3268	2243.865	3.956335E-07	7.912671E-05	6.347681E-06	
1.3272	2248.345	3.956335E-07	7.912671E-05	6.347681E-06	
1.3276	2252.844	3.956335E-07	7.767113E-05	6.220727E-06	
1.328	2257.361	3.883557E-07	7.767113E-05	6.220727E-06	
1.3284	2261.897	3.883557E-07	7.767113E-05	6.220727E-06	
1.3288	2266.453	3.883557E-07	7.767113E-05	6.220727E-06	
1.3292	2271.028	3.883557E-07	7.767113E-05	6.220727E-06	
1.3296	2275.621	3.883557E-07	7.624213E-05	6.096313E-06	
1.33	2280.233	3.812106E-07	7.624213E-05	6.096313E-06	
1.3304	2284.865	3.812106E-07	7.624213E-05	6.096313E-06	
1.3308	2289.516	3.812106E-07	7.624213E-05	6.096313E-06	
1.3312	2294.186	3.812106E-07	7.624213E-05	6.096313E-06	
1.3316	2298.876	3.812106E-07	7.48392E-05	5.974387E-06	
1.332	2303.586	3.74196E-07	7.48392E-05	5.974387E-06	
1.3324	2308.316	3.74196E-07	7.48392E-05	5.974387E-06	
1.3328	2313.065	3.74196E-07	7.48392E-05	5.974387E-06	
1.3332	2317.834	3.74196E-07	7.48392E-05	5.974387E-06	
1.3336	2322.624	3.74196E-07	7.346191E-05	5.854899E-06	
1.334	2327.433	3.673096E-07	7.346191E-05	5.854899E-06	
1.3344	2332.262	3.673096E-07	7.346191E-05	5.854899E-06	
1.3348	2337.112	3.673096E-07	7.346191E-05	5.854899E-06	
1.3352	2341.982	3.673096E-07	7.346191E-05	5.854899E-06	
1.3356	2346.873	3.673096E-07	7.210977E-05	5.737801E-06	
1.336	2351.785	3.605488E-07	7.210977E-05	5.737801E-06	
1.3364	2356.717	3.605488E-07	7.210977E-05	5.737801E-06	
1.3368	2361.669	3.605488E-07	7.210977E-05	5.737801E-06	
1.3372	2366.643	3.605488E-07	7.210977E-05	5.737801E-06	
1.3376	2371.637	3.605488E-07	7.078233E-05	5.623045E-06	
1.338	2376.653	3.539116E-07	7.078233E-05	5.623045E-06	
1.3384	2381.69	3.539116E-07	7.078233E-05	5.623045E-06	
1.3388	2386.748	3.539116E-07	7.078233E-05	5.623045E-06	
1.3392	2391.828	3.539116E-07	7.078233E-05	5.623045E-06	
1.3396	2396.928	3.539116E-07	6.947915E-05	5.510584E-06	
1.34	2402.051	3.473957E-07	6.947915E-05	5.510584E-06	
1.3404	2407.195	3.473957E-07	6.947915E-05	5.510584E-06	
1.3408	2412.361	3.473957E-07	6.947915E-05	5.510584E-06	
1.3412	2417.548	3.473957E-07	6.947915E-05	5.510584E-06	
1.3416	2422.758	3.473957E-07	6.819977E-05	5.400373E-06	
1.342	2427.99	3.409988E-07	6.819977E-05	5.400373E-06	
1.3424	2433.244	3.409988E-07	6.819977E-05	5.400373E-06	
1.3428	2438.52	3.409988E-07	6.819977E-05	5.400373E-06	
1.3432	2443.819	3.409988E-07	6.819977E-05	5.400373E-06	
1.3436	2449.14	3.409988E-07	6.694378E-05	5.292365E-06	
1.344	2454.483	3.347189E-07	6.694378E-05	5.292365E-06	
1.3444	2459.85	3.347189E-07	6.694378E-05	5.292365E-06	
1.3448	2465.238	3.347189E-07	6.694378E-05	5.292365E-06	
1.3452	2470.651	3.347189E-07	6.694378E-05	5.292365E-06	
1.3456	2476.086	3.347189E-07	6.571075E-05	5.186517E-06	
1.346	2481.544	3.285538E-07	6.571075E-05	5.186517E-06	
1.3464	2487.026	3.285538E-07	6.571075E-05	5.186517E-06	
1.3468	2492.531	3.285538E-07	6.571075E-05	5.186517E-06	
1.3472	2498.059	3.285538E-07	6.571075E-05	5.186517E-06	
1.3476	2503.611	3.285538E-07	6.450027E-05	5.082788E-06	
1.348	2509.186	3.225013E-07	6.450027E-05	5.082788E-06	
1.3484	2514.786	3.225013E-07	6.450027E-05	5.082788E-06	
1.3488	2520.409	3.225013E-07	6.450027E-05	5.082788E-06	
1.3492	2526.057	3.225013E-07	6.450027E-05	5.082788E-06	
1.3496	2531.728	3.225013E-07	6.331192E-05	4.981131E-06	
1.35	2537.423	3.165596E-07	6.331192E-05	4.981131E-06	
1.3504	2543.143	3.165596E-07	6.331192E-05	4.981131E-06	
1.3508	2548.888	3.165596E-07	6.331192E-05	4.981131E-06	
1.3512	2554.657	3.165596E-07	6.331192E-05	4.981131E-06	
1.3516	2560.451	3.165596E-07	6.214531E-05	4.881509E-06	
1.352	2566.269	3.107265E-07	6.214531E-05	4.881509E-06	
1.3524	2572.112	3.107265E-07	6.214531E-05	4.881509E-06	
1.3528	2577.981	3.107265E-07	6.214531E-05	4.881509E-06	
1.3532	2583.875	3.107265E-07	6.214531E-05	4.881509E-06	
1.3536	2589.794	3.107265E-07	6.100003E-05	4.783878E-06	
1.354	2595.738	3.050001E-07	6.100003E-05	4.783878E-06	
1.3544	2601.708	3.050001E-07	6.100003E-05	4.783878E-06	
1.3548	2607.703	3.050001E-07	6.100003E-05	4.783878E-06	
1.3552	2613.725	3.050001E-07	6.100003E-05	4.783878E-06	
1.3556	2619.771	3.050001E-07	5.987571E-05	4.688201E-06	
1.356	2625.844	2.993785E-07	5.987571E-05	4.688201E-06	
1.3564	2631.944	2.993785E-07	5.987571E-05	4.688201E-06	
1.3568	2638.07	2.993785E-07	5.987571E-05	4.688201E-06	
1.3572	2644.221	2.993785E-07	5.987571E-05	4.688201E-06	
1.3576	2650.399	2.993785E-07	5.877196E-05	4.594437E-06	
1.358	2656.605	2.938598E-07	5.877196E-05	4.594437E-06	
1.3584	2662.836	2.938598E-07	5.877196E-05	4.594437E-06	
1.3588	2669.095	2.938598E-07	5.877196E-05	4.594437E-06	
1.3592	2675.381	2.938598E-07	5.877196E-05	4.594437E-06	
1.3596	2681.693	2.938598E-07	5.768841E-05	4.502548E-06	
1.36	2688.033	2.88442E-07	5.768841E-05	4.502548E-06	
1.3604	2694.4	2.88442E-07	5.768841E-05	4.502548E-06	
1.3608	2700.795	2.88442E-07	5.768841E-05	4.502548E-06	
1.3612	2707.218	2.88442E-07	5.768841E-05	4.502548E-06	
1.3616	2713.667	2.88442E-07	5.662469E-05	4.412497E-06	
1.362	2720.146	2.831234E-07	5.662469E-05	4.412497E-06	
1.3624	2726.652	2.831234E-07	5.662469E-05	4.412497E-06	
1.3628	2733.186	2.831234E-07	5.662469E-05	4.412497E-06	
1.3632	2739.749	2.831234E-07	5.662469E-05	4.412497E-06	
1.3636	2746.339	2.831234E-07	5.558044E-05	4.324247E-06	
1.364	2752.959	2.779022E-07	5.558044E-05	4.324247E-06	
1.3644	2759.606	2.779022E-07	5.558044E-05	4.324247E-06	
1.3648	2766.284	2.779022E-07	5.558044E-05	4.324247E-06	
1.3652	2772.989	2.779022E-07	5.558044E-05	4.324247E-06	
1.3656	2779.724	2.779022E-07	5.455532E-05	4.237762E-06	
1.366	2786.489	2.727766E-07	5.455532E-05	4.237762E-06	
1.3664	2793.282	2.727766E-07	5.455532E-05	4.237762E-06	
1.3668	2800.104	2.727766E-07	5.455532E-05	4.237762E-06	
1.3672	2806.958	2.727766E-07	5.455532E-05	4.237762E-06	
1.3676	2813.84	2.727766E-07	5.354897E-05	4.153007E-06	
1.368	2820.752	2.677448E-07	5.354897E-05	4.153007E-06	
1.3684	2827.694	2.677448E-07	5.354897E-05	4.153007E-06	
1.3688	2834.667	2.677448E-07	5.354897E-05	4.153007E-06	
1.3692	2841.669	2.677448E-07	5.354897E-05	4.153007E-06	
1.3696	2848.702	2.677448E-07	5.256105E-05	4.069946E-06	
1.37	2855.766	2.628052E-07	5.256105E-05	4.069946E-06	
1.3704	2862.86	2.628052E-07	5.256105E-05	4.069946E-06	
1.3708	2869.985	2.628052E-07	5.256105E-05	4.069946E-06	
