Time	OdorSensor	Mouth	Eat	Food_Near	
0.0184	8888.807	5.168445E-05	0.01033689	0.1492369	
0.0188	8888.8	5.168445E-05	0.01033689	0.1492369	
0.0192	8888.791	5.168445E-05	0.01033689	0.1492369	
0.0196	8888.779	5.168445E-05	0.01311489	0.1662522	
0.02	8888.771	6.557446E-05	0.01311489	0.1662522	
0.0204	8888.757	6.557446E-05	0.01311489	0.1662522	
0.0208	8888.745	6.557446E-05	0.01311489	0.1662522	
0.0212	8888.73	6.557446E-05	0.01311489	0.1662522	
0.0216	8888.717	6.557446E-05	0.01617764	0.1829272	
0.022	8888.697	8.088819E-05	0.01617764	0.1829272	
0.0224	8888.683	8.088819E-05	0.01617764	0.1829272	
0.0228	8888.664	8.088819E-05	0.01617764	0.1829272	
0.0232	8888.646	8.088819E-05	0.01617764	0.1829272	
0.0236	8888.626	8.088819E-05	0.01951263	0.1992686	
0.024	8888.604	9.756313E-05	0.01951263	0.1992686	
0.0244	8888.582	9.756313E-05	0.01951263	0.1992686	
0.0248	8888.557	9.756313E-05	0.01951263	0.1992686	
0.0252	8888.531	9.756313E-05	0.01951263	0.1992686	
0.0256	8888.503	9.756313E-05	0.02310775	0.2152833	
0.026	8888.475	0.0001155387	0.02310775	0.2152833	
0.0264	8888.442	0.0001155387	0.02310775	0.2152833	
0.0268	8888.412	0.0001155387	0.02310775	0.2152833	
0.0272	8888.378	0.0001155387	0.02310775	0.2152833	
0.0276	8888.342	0.0001155387	0.02695126	0.2309776	
0.028	8888.302	0.0001347563	0.02695126	0.2309776	
0.0284	8888.263	0.0001347563	0.02695126	0.2309776	
0.0288	8888.22	0.0001347563	0.02695126	0.2309776	
0.0292	8888.178	0.0001347563	0.02695126	0.2309776	
0.0296	8888.133	0.0001347563	0.03103178	0.246358	
0.03	8888.085	0.0001551589	0.03103178	0.246358	
0.0304	8888.034	0.0001551589	0.03103178	0.246358	
0.0308	8887.98	0.0001551589	0.03103178	0.246358	
0.0312	8887.926	0.0001551589	0.03103178	0.246358	
0.0316	8887.866	0.0001551589	0.03533831	0.2614309	
0.032	8887.805	0.0001766915	0.03533831	0.2614309	
0.0324	8887.742	0.0001766915	0.03533831	0.2614309	
0.0328	8887.678	0.0001766915	0.03533831	0.2614309	
0.0332	8887.607	0.0001766915	0.03533831	0.2614309	
0.0336	8887.536	0.0001766915	0.03986016	0.2762023	
0.034	8887.462	0.0001993008	0.03986016	0.2762023	
0.0344	8887.386	0.0001993008	0.03986016	0.2762023	
0.0348	8887.304	0.0001993008	0.03986016	0.2762023	
0.0352	8887.22	0.0001993008	0.03986016	0.2762023	
0.0356	8887.132	0.0001993008	0.044587	0.2906782	
0.036	8887.041	0.000222935	0.044587	0.2906782	
0.0364	8886.949	0.000222935	0.044587	0.2906782	
0.0368	8886.852	0.000222935	0.044587	0.2906782	
0.0372	8886.751	0.000222935	0.044587	0.2906782	
0.0376	8886.646	0.000222935	0.04950883	0.3048646	
0.038	8886.538	0.0002475441	0.04950883	0.3048646	
0.0384	8886.427	0.0002475441	0.04950883	0.3048646	
0.0388	8886.308	0.0002475441	0.04950883	0.3048646	
0.0392	8886.187	0.0002475441	0.04950883	0.3048646	
0.0396	8886.063	0.0002475441	0.05461594	0.3187674	
0.04	8885.936	0.0002730797	0.05461594	0.3187674	
0.0404	8885.8	0.0002730797	0.05461594	0.3187674	
0.0408	8885.663	0.0002730797	0.05461594	0.3187674	
0.0412	8885.52	0.0002730797	0.05461594	0.3187674	
0.0416	8885.372	0.0002730797	0.05989898	0.332392	
0.042	8885.22	0.0002994949	0.05989898	0.332392	
0.0424	8885.063	0.0002994949	0.05989898	0.332392	
0.0428	8884.903	0.0002994949	0.05989898	0.332392	
0.0432	8884.736	0.0002994949	0.05989898	0.332392	
0.0436	8884.563	0.0002994949	0.06534883	0.3457442	
0.044	8884.389	0.0003267442	0.06534883	0.3457442	
0.0444	8884.208	0.0003267442	0.06534883	0.3457442	
0.0448	8884.021	0.0003267442	0.06534883	0.3457442	
0.0452	8883.829	0.0003267442	0.06534883	0.3457442	
0.0456	8883.632	0.0003267442	0.07095674	0.3588293	
0.046	8883.427	0.0003547837	0.07095674	0.3588293	
0.0464	8883.215	0.0003547837	0.07095674	0.3588293	
0.0468	8882.998	0.0003547837	0.07095674	0.3588293	
0.0472	8882.778	0.0003547837	0.07095674	0.3588293	
0.0476	8882.55	0.0003547837	0.0767142	0.3716527	
0.048	8882.315	0.000383571	0.0767142	0.3716527	
0.0484	8882.075	0.000383571	0.0767142	0.3716527	
0.0488	8881.83	0.000383571	0.0767142	0.3716527	
0.0492	8881.574	0.000383571	0.0767142	0.3716527	
0.0496	8881.314	0.000383571	0.08261297	0.3842196	
0.05	8881.047	0.0004130648	0.08261297	0.3842196	
0.0504	8880.772	0.0004130648	0.08261297	0.3842196	
0.0508	8880.489	0.0004130648	0.08261297	0.3842196	
0.0512	8880.202	0.0004130648	0.08261297	0.3842196	
0.0516	8879.905	0.0004130648	0.0886451	0.3965352	
0.052	8879.602	0.0004432255	0.0886451	0.3965352	
0.0524	8879.291	0.0004432255	0.0886451	0.3965352	
0.0528	8878.973	0.0004432255	0.0886451	0.3965352	
0.0532	8878.645	0.0004432255	0.0886451	0.3965352	
0.0536	8878.309	0.0004432255	0.0948029	0.4086046	
0.054	8877.966	0.0004740145	0.0948029	0.4086046	
0.0544	8877.616	0.0004740145	0.0948029	0.4086046	
0.0548	8877.26	0.0004740145	0.0948029	0.4086046	
0.0552	8876.893	0.0004740145	0.0948029	0.4086046	
0.0556	8876.514	0.0004740145	0.1010789	0.4204324	
0.056	8876.132	0.0005053947	0.1010789	0.4204324	
0.0564	8875.739	0.0005053947	0.1010789	0.4204324	
0.0568	8875.337	0.0005053947	0.1010789	0.4204324	
0.0572	8874.927	0.0005053947	0.1010789	0.4204324	
0.0576	8874.508	0.0005053947	0.107466	0.4320238	
0.058	8874.078	0.00053733	0.107466	0.4320238	
0.0584	8873.641	0.00053733	0.107466	0.4320238	
0.0588	8873.19	0.00053733	0.107466	0.4320238	
0.0592	8872.732	0.00053733	0.107466	0.4320238	
0.0596	8872.267	0.00053733	0.1139572	0.4433833	
0.06	8871.789	0.0005697858	0.1139572	0.4433833	
0.0604	8871.3	0.0005697858	0.1139572	0.4433833	
0.0608	8870.801	0.0005697858	0.1139572	0.4433833	
0.0612	8870.291	0.0005697858	0.1139572	0.4433833	
0.0616	8869.774	0.0005697858	0.1205457	0.4545157	
0.062	8869.246	0.0006027284	0.1205457	0.4545157	
0.0624	8868.704	0.0006027284	0.1205457	0.4545157	
0.0628	8868.153	0.0006027284	0.1205457	0.4545157	
0.0632	8867.593	0.0006027284	0.1205457	0.4545157	
0.0636	8867.02	0.0006027284	0.1272251	0.4654254	
0.064	8866.432	0.0006361254	0.1272251	0.4654254	
0.06439999	8865.838	0.0006361254	0.1272251	0.4654254	
0.0648	8865.23	0.0006361254	0.1272251	0.4654254	
0.0652	8864.611	0.0006361254	0.1272251	0.4654254	
0.0656	8863.976	0.0006361254	0.1339891	0.4761169	
0.066	8863.333	0.0006699454	0.1339891	0.4761169	
0.0664	8862.676	0.0006699454	0.1339891	0.4761169	
0.0668	8862.007	0.0006699454	0.1339891	0.4761169	
0.0672	8861.325	0.0006699454	0.1339891	0.4761169	
0.0676	8860.634	0.0006699454	0.1408316	0.4865946	
0.068	8859.924	0.0007041582	0.1408316	0.4865946	
0.0684	8859.207	0.0007041582	0.1408316	0.4865946	
0.06879999	8858.474	0.0007041582	0.1408316	0.4865946	
0.0692	8857.729	0.0007041582	0.1408316	0.4865946	
0.0696	8856.971	0.0007041582	0.1477469	0.4968626	
0.07	8856.196	0.0007387345	0.1477469	0.4968626	
0.0704	8855.411	0.0007387345	0.1477469	0.4968626	
0.0708	8854.611	0.0007387345	0.1477469	0.4968626	
0.0712	8853.799	0.0007387345	0.1477469	0.4968626	
0.0716	8852.97	0.0007387345	0.1547292	0.5069254	
0.072	8852.128	0.0007736461	0.1547292	0.5069254	
0.0724	8851.271	0.0007736461	0.1547292	0.5069254	
0.0728	8850.4	0.0007736461	0.1547292	0.5069254	
0.07319999	8849.514	0.0007736461	0.1547292	0.5069254	
0.0736	8848.61	0.0007736461	0.1617731	0.5167869	
0.074	8847.693	0.0008088656	0.1617731	0.5167869	
0.0744	8846.763	0.0008088656	0.1617731	0.5167869	
0.0748	8845.814	0.0008088656	0.1617731	0.5167869	
0.0752	8844.854	0.0008088656	0.1617731	0.5167869	
0.0756	8843.875	0.0008088656	0.1688734	0.5264511	
0.076	8842.881	0.000844367	0.1688734	0.5264511	
0.0764	8841.87	0.000844367	0.1688734	0.5264511	
0.0768	8840.842	0.000844367	0.1688734	0.5264511	
0.0772	8839.8	0.000844367	0.1688734	0.5264511	
0.07759999	8838.741	0.000844367	0.176025	0.5359221	
0.078	8837.664	0.0008801247	0.176025	0.5359221	
0.0784	8836.57	0.0008801247	0.176025	0.5359221	
0.0788	8835.46	0.0008801247	0.176025	0.5359221	
0.0792	8834.334	0.0008801247	0.176025	0.5359221	
0.0796	8833.191	0.0008801247	0.1832229	0.5452037	
0.08	8832.029	0.0009161145	0.1832229	0.5452037	
0.0804	8830.849	0.0009161145	0.1832229	0.5452037	
0.0808	8829.65	0.0009161145	0.1832229	0.5452037	
0.0812	8828.436	0.0009161145	0.1832229	0.5452037	
0.0816	8827.201	0.0009161145	0.1904625	0.5542996	
0.08199999	8825.949	0.0009523126	0.1904625	0.5542996	
0.0824	8824.679	0.0009523126	0.1904625	0.5542996	
0.0828	8823.389	0.0009523126	0.1904625	0.5542996	
0.0832	8822.08	0.0009523126	0.1904625	0.5542996	
0.0836	8820.75	0.0009523126	0.1977393	0.5632136	
0.084	8819.404	0.0009886964	0.1977393	0.5632136	
0.0844	8818.039	0.0009886964	0.1977393	0.5632136	
0.0848	8816.655	0.0009886964	0.1977393	0.5632136	
0.0852	8815.253	0.0009886964	0.1977393	0.5632136	
0.0856	8813.827	0.0009886964	0.2050488	0.5719494	
0.086	8812.381	0.001025244	0.2050488	0.5719494	
0.08639999	8810.918	0.001025244	0.2050488	0.5719494	
0.08679999	8809.433	0.001025244	0.2050488	0.5719494	
0.0872	8807.926	0.001025244	0.2050488	0.5719494	
0.0876	8806.398	0.001025244	0.2123868	0.5805104	
0.088	8804.852	0.001061934	0.2123868	0.5805104	
0.0884	8803.283	0.001061934	0.2123868	0.5805104	
0.0888	8801.696	0.001061934	0.2123868	0.5805104	
0.0892	8800.084	0.001061934	0.2123868	0.5805104	
0.0896	8798.453	0.001061934	0.2197492	0.5889002	
0.09	8796.798	0.001098746	0.2197492	0.5889002	
0.0904	8795.123	0.001098746	0.2197492	0.5889002	
0.09079999	8793.424	0.001098746	0.2197492	0.5889002	
0.09119999	8791.703	0.001098746	0.2197492	0.5889002	
0.0916	8789.959	0.001098746	0.2271323	0.5971222	
0.092	8788.193	0.001135661	0.2271323	0.5971222	
0.0924	8786.403	0.001135661	0.2271323	0.5971222	
0.0928	8784.592	0.001135661	0.2271323	0.5971222	
0.0932	8782.755	0.001135661	0.2271323	0.5971222	
0.0936	8780.896	0.001135661	0.2345321	0.6051797	
0.094	8779.017	0.00117266	0.2345321	0.6051797	
0.0944	8777.113	0.00117266	0.2345321	0.6051797	
0.0948	8775.185	0.00117266	0.2345321	0.6051797	
0.09519999	8773.232	0.00117266	0.2345321	0.6051797	
0.09559999	8771.256	0.00117266	0.241945	0.6130762	
0.096	8769.255	0.001209725	0.241945	0.6130762	
0.0964	8767.229	0.001209725	0.241945	0.6130762	
0.0968	8765.178	0.001209725	0.241945	0.6130762	
0.0972	8763.102	0.001209725	0.241945	0.6130762	
0.0976	8761.001	0.001209725	0.2493677	0.6208146	
0.098	8758.875	0.001246838	0.2493677	0.6208146	
0.0984	8756.726	0.001246838	0.2493677	0.6208146	
0.0988	8754.549	0.001246838	0.2493677	0.6208146	
0.0992	8752.347	0.001246838	0.2493677	0.6208146	
0.09959999	8750.116	0.001246838	0.2567966	0.6283984	
0.09999999	8747.861	0.001283983	0.2567966	0.6283984	
0.1004	8745.583	0.001283983	0.2567966	0.6283984	
0.1008	8743.272	0.001283983	0.2567966	0.6283984	
0.1012	8740.938	0.001283983	0.2567966	0.6283984	
0.1016	8738.575	0.001283983	0.2642286	0.6358304	
0.102	8736.186	0.001321143	0.2642286	0.6358304	
0.1024	8733.771	0.001321143	0.2642286	0.6358304	
0.1028	8731.33	0.001321143	0.2642286	0.6358304	
0.1032	8728.86	0.001321143	0.2642286	0.6358304	
0.1036	8726.362	0.001321143	0.2716607	0.6431138	
0.104	8723.834	0.001358303	0.2716607	0.6431138	
0.1044	8721.281	0.001358303	0.2716607	0.6431138	
0.1048	8718.7	0.001358303	0.2716607	0.6431138	
0.1052	8716.088	0.001358303	0.2716607	0.6431138	
0.1056	8713.45	0.001358303	0.2790897	0.6502515	
0.106	8710.784	0.001395449	0.2790897	0.6502515	
0.1064	8708.091	0.001395449	0.2790897	0.6502515	
0.1068	8705.366	0.001395449	0.2790897	0.6502515	
0.1072	8702.617	0.001395449	0.2790897	0.6502515	
0.1076	8699.837	0.001395449	0.2865129	0.6572465	
0.108	8697.027	0.001432565	0.2865129	0.6572465	
0.1084	8694.187	0.001432565	0.2865129	0.6572465	
0.1088	8691.318	0.001432565	0.2865129	0.6572465	
0.1092	8688.419	0.001432565	0.2865129	0.6572465	
0.1096	8685.49	0.001432565	0.2939276	0.6641015	
0.11	8682.528	0.001469638	0.2939276	0.6641015	
0.1104	8679.536	0.001469638	0.2939276	0.6641015	
0.1108	8676.516	0.001469638	0.2939276	0.6641015	
0.1112	8673.461	0.001469638	0.2939276	0.6641015	
0.1116	8670.381	0.001469638	0.3013311	0.6708195	
0.112	8667.264	0.001506655	0.3013311	0.6708195	
0.1124	8664.118	0.001506655	0.3013311	0.6708195	
0.1128	8660.941	0.001506655	0.3013311	0.6708195	
0.1132	8657.733	0.001506655	0.3013311	0.6708195	
0.1136	8654.492	0.001506655	0.3087209	0.6774032	
0.114	8651.219	0.001543604	0.3087209	0.6774032	
0.1144	8647.916	0.001543604	0.3087209	0.6774032	
0.1148	8644.577	0.001543604	0.3087209	0.6774032	
0.1152	8641.211	0.001543604	0.3087209	0.6774032	
0.1156	8637.808	0.001543604	0.3160945	0.6838551	
0.116	8634.375	0.001580472	0.3160945	0.6838551	
0.1164	8630.908	0.001580472	0.3160945	0.6838551	
0.1168	8627.408	0.001580472	0.3160945	0.6838551	
0.1172	8623.875	0.001580472	0.3160945	0.6838551	
0.1176	8620.309	0.001580472	0.3234497	0.690178	
0.118	8616.709	0.001617249	0.3234497	0.690178	
0.1184	8613.078	0.001617249	0.3234497	0.690178	
0.1188	8609.412	0.001617249	0.3234497	0.690178	
0.1192	8605.711	0.001617249	0.3234497	0.690178	
0.1196	8601.978	0.001617249	0.3307843	0.6963744	
0.12	8598.208	0.001653921	0.3307843	0.6963744	
0.1204	8594.406	0.001653921	0.3307843	0.6963744	
0.1208	8590.569	0.001653921	0.3307843	0.6963744	
0.1212	8586.698	0.001653921	0.3307843	0.6963744	
0.1216	8582.792	0.001653921	0.3380961	0.7024469	
0.122	8578.853	0.00169048	0.3380961	0.7024469	
0.1224	8574.875	0.00169048	0.3380961	0.7024469	
0.1228	8570.865	0.00169048	0.3380961	0.7024469	
0.1232	8566.819	0.00169048	0.3380961	0.7024469	
0.1236	8562.737	0.00169048	0.3453831	0.708398	
0.124	8558.619	0.001726915	0.3453831	0.708398	
0.1244	8554.468	0.001726915	0.3453831	0.708398	
0.1248	8550.279	0.001726915	0.3453831	0.708398	
0.1252	8546.055	0.001726915	0.3453831	0.708398	
0.1256	8541.794	0.001726915	0.3526434	0.71423	
0.126	8537.498	0.001763217	0.3526434	0.71423	
0.1264	8533.164	0.001763217	0.3526434	0.71423	
0.1268	8528.795	0.001763217	0.3526434	0.71423	
0.1272	8524.392	0.001763217	0.3526434	0.71423	
0.1276	8519.948	0.001763217	0.3598751	0.7199454	
0.128	8515.468	0.001799376	0.3598751	0.7199454	
0.1284	8510.953	0.001799376	0.3598751	0.7199454	
0.1288	8506.401	0.001799376	0.3598751	0.7199454	
0.1292	8501.81	0.001799376	0.3598751	0.7199454	
0.1296	8497.184	0.001799376	0.3670765	0.7255465	
0.13	8492.52	0.001835383	0.3670765	0.7255465	
0.1304	8487.817	0.001835383	0.3670765	0.7255465	
0.1308	8483.076	0.001835383	0.3670765	0.7255465	
0.1312	8478.298	0.001835383	0.3670765	0.7255465	
0.1316	8473.485	0.001835383	0.3742459	0.7310356	
0.132	8468.633	0.001871229	0.3742459	0.7310356	
0.1324	8463.741	0.001871229	0.3742459	0.7310356	
0.1328	8458.812	0.001871229	0.3742459	0.7310356	
0.1332	8453.846	0.001871229	0.3742459	0.7310356	
0.1336	8448.84	0.001871229	0.3813817	0.7364149	
0.134	8443.796	0.001906908	0.3813817	0.7364149	
0.1344	8438.716	0.001906908	0.3813817	0.7364149	
0.1348	8433.593	0.001906908	0.3813817	0.7364149	
0.1352	8428.434	0.001906908	0.3813817	0.7364149	
0.1356	8423.235	0.001906908	0.3884824	0.7416867	
0.136	8417.999	0.001942412	0.3884824	0.7416867	
0.1364	8412.723	0.001942412	0.3884824	0.7416867	
0.1368	8407.408	0.001942412	0.3884824	0.7416867	
0.1372	8402.053	0.001942412	0.3884824	0.7416867	
0.1376	8396.659	0.001942412	0.3955464	0.7468529	
0.138	8391.228	0.001977732	0.3955464	0.7468529	
0.1384	8385.756	0.001977732	0.3955464	0.7468529	
0.1388	8380.244	0.001977732	0.3955464	0.7468529	
0.1392	8374.691	0.001977732	0.3955464	0.7468529	
0.1396	8369.1	0.001977732	0.4025726	0.7519159	
0.14	8363.469	0.002012863	0.4025726	0.7519159	
0.1404	8357.799	0.002012863	0.4025726	0.7519159	
0.1408	8352.089	0.002012863	0.4025726	0.7519159	
0.1412	8346.34	0.002012863	0.4025726	0.7519159	
0.1416	8340.549	0.002012863	0.4095594	0.7568776	
0.142	8334.719	0.002047797	0.4095594	0.7568776	
0.1424	8328.851	0.002047797	0.4095594	0.7568776	
0.1428	8322.939	0.002047797	0.4095594	0.7568776	
0.1432	8316.988	0.002047797	0.4095594	0.7568776	
0.1436	8310.998	0.002047797	0.4165058	0.7617401	
0.144	8304.968	0.002082529	0.4165058	0.7617401	
0.1444	8298.896	0.002082529	0.4165058	0.7617401	
0.1448	8292.784	0.002082529	0.4165058	0.7617401	
0.1452	8286.632	0.002082529	0.4165058	0.7617401	
0.1456	8280.438	0.002082529	0.4234105	0.7665052	
0.146	8274.206	0.002117052	0.4234105	0.7665052	
0.1464	8267.931	0.002117052	0.4234105	0.7665052	
0.1468	8261.617	0.002117052	0.4234105	0.7665052	
0.1472	8255.262	0.002117052	0.4234105	0.7665052	
0.1476	8248.864	0.002117052	0.4302724	0.7711751	
0.148	8242.428	0.002151362	0.4302724	0.7711751	
0.1484	8235.949	0.002151362	0.4302724	0.7711751	
0.1488	8229.429	0.002151362	0.4302724	0.7711751	
0.1492	8222.869	0.002151362	0.4302724	0.7711751	
0.1496	8216.269	0.002151362	0.4370904	0.7757516	
0.15	8209.628	0.002185452	0.4370904	0.7757516	
0.1504	8202.945	0.002185452	0.4370904	0.7757516	
0.1508	8196.221	0.002185452	0.4370904	0.7757516	
0.1512	8189.456	0.002185452	0.4370904	0.7757516	
0.1516	8182.649	0.002185452	0.4438636	0.7802366	
0.152	8175.802	0.002219318	0.4438636	0.7802366	
0.1524	8168.915	0.002219318	0.4438636	0.7802366	
0.1528	8161.985	0.002219318	0.4438636	0.7802366	
0.1532	8155.014	0.002219318	0.4438636	0.7802366	
0.1536	8148.003	0.002219318	0.4505911	0.7846318	
0.154	8140.951	0.002252955	0.4505911	0.7846318	
0.1544	8133.857	0.002252955	0.4505911	0.7846318	
0.1548	8126.724	0.002252955	0.4505911	0.7846318	
0.1552	8119.549	0.002252955	0.4505911	0.7846318	
0.1556	8112.332	0.002252955	0.4572719	0.7889391	
0.156	8105.074	0.00228636	0.4572719	0.7889391	
0.1564	8097.777	0.00228636	0.4572719	0.7889391	
0.1568	8090.436	0.00228636	0.4572719	0.7889391	
0.1572	8083.054	0.00228636	0.4572719	0.7889391	
0.1576	8075.631	0.00228636	0.4639053	0.7931601	
0.158	8068.168	0.002319526	0.4639053	0.7931601	
0.1584	8060.663	0.002319526	0.4639053	0.7931601	
0.1588	8053.118	0.002319526	0.4639053	0.7931601	
0.1592	8045.533	0.002319526	0.4639053	0.7931601	
0.1596	8037.906	0.002319526	0.4704903	0.7972866	
0.16	8030.239	0.002352452	0.4704903	0.7972866	
0.1604	8022.53	0.002352452	0.4704903	0.7972866	
0.1608	8014.779	0.002352452	0.4704903	0.7972866	
0.1612	8006.989	0.002352452	0.4704903	0.7972866	
0.1616	7999.158	0.002352452	0.4770263	0.8008992	
0.162	7991.287	0.002385131	0.4770263	0.8008992	
0.1624	7983.373	0.002385131	0.4770263	0.8008992	
0.1628	7975.419	0.002385131	0.4770263	0.8008992	
0.1632	7967.425	0.002385131	0.4770263	0.8008992	
0.1636	7959.39	0.002385131	0.4835037	0.7944603	
0.164	7951.316	0.002417519	0.4835037	0.7944603	
0.1644	7943.199	0.002417519	0.4835037	0.7944603	
0.1648	7935.045	0.002417519	0.4835037	0.7944603	
0.1652	7926.848	0.002417519	0.4835037	0.7944603	
0.1656	7918.612	0.002417519	0.4897228	0.7789099	
0.166	7910.335	0.002448614	0.4897228	0.7789099	
0.1664	7902.021	0.002448614	0.4897228	0.7789099	
0.1668	7893.664	0.002448614	0.4897228	0.7789099	
0.1672	7885.267	0.002448614	0.4897228	0.7789099	
0.1676	7876.83	0.002448614	0.4955066	0.7633376	
0.168	7868.353	0.002477533	0.4955066	0.7633376	
0.1684	7859.837	0.002477533	0.4955066	0.7633376	
0.1688	7851.28	0.002477533	0.4955066	0.7633376	
0.1692	7842.685	0.002477533	0.4955066	0.7633376	
0.1696	7834.05	0.002477533	0.5008633	0.7480708	
0.17	7825.376	0.002504316	0.5008633	0.7480708	
0.1704	7816.661	0.002504316	0.5008633	0.7480708	
0.1708	7807.91	0.002504316	0.5008633	0.7480708	
0.1712	7799.118	0.002504316	0.5008633	0.7480708	
0.1716	7790.285	0.002504316	0.5058074	0.7331094	
0.172	7781.414	0.002529037	0.5058074	0.7331094	
0.1724	7772.505	0.002529037	0.5058074	0.7331094	
0.1728	7763.559	0.002529037	0.5058074	0.7331094	
0.1732	7754.572	0.002529037	0.5058074	0.7331094	
0.1736	7745.546	0.002529037	0.5103534	0.7184472	
0.174	7736.483	0.002551767	0.5103534	0.7184472	
0.1744	7727.381	0.002551767	0.5103534	0.7184472	
0.1748	7718.24	0.002551767	0.5103534	0.7184472	
0.1752	7709.061	0.002551767	0.5103534	0.7184472	
0.1756	7699.844	0.002551767	0.5145153	0.7040782	
0.176	7690.589	0.002572576	0.5145153	0.7040782	
0.1764	7681.298	0.002572576	0.5145153	0.7040782	
0.1768	7671.969	0.002572576	0.5145153	0.7040782	
0.1772	7662.601	0.002572576	0.5145153	0.7040782	
0.1776	7653.196	0.002572576	0.5183066	0.6899966	
0.178	7643.755	0.002591533	0.5183066	0.6899966	
0.1784	7634.276	0.002591533	0.5183066	0.6899966	
0.1788	7624.762	0.002591533	0.5183066	0.6899966	
0.1792	7615.209	0.002591533	0.5183066	0.6899966	
0.1796	7605.618	0.002591533	0.5217404	0.6761967	
0.18	7595.994	0.002608702	0.5217404	0.6761967	
0.1804	7586.332	0.002608702	0.5217404	0.6761967	
0.1808	7576.633	0.002608702	0.5217404	0.6761967	
0.1812	7566.899	0.002608702	0.5217404	0.6761967	
0.1816	7557.128	0.002608702	0.5248295	0.6626728	
0.182	7547.323	0.002624148	0.5248295	0.6626728	
0.1824	7537.48	0.002624148	0.5248295	0.6626728	
0.1828	7527.603	0.002624148	0.5248295	0.6626728	
0.1832	7517.689	0.002624148	0.5248295	0.6626728	
0.1836	7507.742	0.002624148	0.5275863	0.6494193	
0.184	7497.759	0.002637932	0.5275863	0.6494193	
0.1844	7487.741	0.002637932	0.5275863	0.6494193	
0.1848	7477.688	0.002637932	0.5275863	0.6494193	
0.1852	7467.601	0.002637932	0.5275863	0.6494193	
0.1856	7457.479	0.002637932	0.530023	0.6364309	
0.186	7447.324	0.002650115	0.530023	0.6364309	
0.1864	7437.134	0.002650115	0.530023	0.6364309	
0.1868	7426.911	0.002650115	0.530023	0.6364309	
0.1872	7416.655	0.002650115	0.530023	0.6364309	
0.1876	7406.363	0.002650115	0.5321512	0.6237023	
0.188	7396.04	0.002660756	0.5321512	0.6237023	
0.1884	7385.683	0.002660756	0.5321512	0.6237023	
0.1888	7375.293	0.002660756	0.5321512	0.6237023	
0.1892	7364.871	0.002660756	0.5321512	0.6237023	
0.1896	7354.414	0.002660756	0.5339822	0.6112282	
0.19	7343.927	0.002669911	0.5339822	0.6112282	
0.1904	7333.406	0.002669911	0.5339822	0.6112282	
0.1908	7322.856	0.002669911	0.5339822	0.6112282	
0.1912	7312.271	0.002669911	0.5339822	0.6112282	
0.1916	7301.656	0.002669911	0.5355271	0.5990037	
0.192	7291.009	0.002677636	0.5355271	0.5990037	
0.1924	7280.331	0.002677636	0.5355271	0.5990037	
0.1928	7269.623	0.002677636	0.5355271	0.5990037	
0.1932	7258.883	0.002677636	0.5355271	0.5990037	
