Time	FrameRate	TotalStepTimeSmoothed	
0.5	14.48286	0.00300182	
0.5004	14.48286	0.003001792	
0.5008	14.48286	0.003001765	
0.5012	14.48286	0.003001762	
0.5016	14.48286	0.003001736	
0.502	14.48286	0.003001712	
0.5024	14.48286	0.003001689	
0.5028	14.48286	0.003001712	
0.5032	14.48286	0.003001689	
0.5036	14.48286	0.003001667	
0.504	14.48286	0.003001646	
0.5044	14.48286	0.003001649	
0.5048	14.48286	0.003001629	
0.5052	14.48286	0.00300161	
0.5056	14.48286	0.003001614	
0.506	14.48286	0.003001596	
0.5064	14.48305	0.003001579	
0.5068	14.48305	0.00300163	
0.5072	14.48305	0.003001633	
0.5076	14.48305	0.003001636	
0.508	14.48305	0.00300164	
0.5084	14.48305	0.00300162	
0.5088	14.48305	0.003001624	
0.5092	14.48305	0.003001628	
0.5096	14.48305	0.003001609	
0.51	14.48305	0.003001591	
0.5104	14.48305	0.003001574	
0.5108	14.48305	0.00300158	
0.5112	14.48305	0.003001587	
0.5116	14.48305	0.003001592	
0.512	14.48305	0.003001597	
0.5124	14.48305	0.003001603	
0.5128	14.48305	0.003001585	
0.5132	14.48305	0.003001569	
0.5136	14.48305	0.003001575	
0.514	14.48305	0.003001604	
0.5144	14.48305	0.003001608	
0.5148	14.48305	0.003001591	
0.5152	14.48305	0.003001574	
0.5156	14.48258	0.003001558	
0.516	14.48258	0.003001609	
0.5164	14.48258	0.003001591	
0.5168	14.48258	0.003001574	
0.5172	14.48258	0.003001581	
0.5176	14.48258	0.003001564	
0.518	14.48258	0.003001571	
0.5184	14.48258	0.003001555	
0.5188	14.48258	0.00300154	
0.5192	14.48258	0.003001526	
0.5196	14.48258	0.003001512	
0.52	14.48258	0.003001499	
0.5204	14.48258	0.003001487	
0.5208	14.48258	0.003001497	
0.5212	14.48258	0.003001507	
0.5216	14.48258	0.003001495	
0.522	14.48258	0.003001482	
0.5224	14.48258	0.003001471	
0.5228	14.48258	0.00300146	
0.5232	14.48258	0.00300145	
0.5236	14.48258	0.00300144	
0.524	14.48258	0.003001453	
0.5244	14.48258	0.003001443	
0.5248	14.48361	0.003001433	
0.5252	14.48361	0.003001491	
0.5256	14.48361	0.003001524	
0.526	14.48361	0.003001533	
0.5264	14.48361	0.003001519	
0.5268	14.48361	0.003001528	
0.5272	14.48361	0.003001514	
0.5276	14.48361	0.003001546	
0.528	14.48361	0.003001553	
0.5284	14.48361	0.003001538	
0.5288	14.48361	0.003001524	
0.5292	14.48361	0.003001511	
