Time	FrameRate	TotalStepTimeSmoothed	
0.5	29.96035	0.0004017059	
0.5004	29.96035	0.0004017004	
0.5008	29.96035	0.0004016728	
0.5012	29.96035	0.0004016243	
0.5016	29.96035	0.0004015782	
0.502	29.96035	0.0004015344	
0.5024	29.96035	0.0004015598	
0.5028	29.96035	0.0004015392	
0.5032	29.96035	0.0004015197	
0.5036	29.96035	0.0004015458	
0.504	29.96035	0.0004015259	
0.5044	29.96035	0.0004015517	
0.5048	29.96035	0.0004015315	
0.5052	29.96035	0.0004015124	
0.5056	29.96035	0.0004015165	
0.506	29.96035	0.0004014981	
0.5064	29.96035	0.0004015029	
0.5068	29.96035	0.0004015075	
0.5072	29.96035	0.0004014896	
0.5076	29.96035	0.0004014726	
0.508	29.96035	0.0004014787	
0.5084	29.96035	0.0004014622	
0.5088	29.96035	0.0004014465	
0.5092	29.96035	0.0004014316	
0.5096	29.96035	0.0004014398	
0.51	29.96035	0.0004014252	
0.5104	29.96035	0.0004014114	
0.5108	29.96035	0.0004014206	
0.5112	29.96035	0.000401407	
0.5116	29.96035	0.0004013941	
0.512	29.96035	0.0004013818	
0.5124	29.96035	0.0004013925	
0.5128	29.96035	0.0004014026	
0.5132	29.96035	0.0004013676	
0.5136	29.96035	0.000401379	
0.514	29.96035	0.0004013674	
0.5144	29.96035	0.0004013788	
0.5148	29.96035	0.0004013673	
0.5152	29.96035	0.0004013341	
0.5156	29.96035	0.0004013471	
0.516	29.96035	0.0004013372	
0.5164	29.96035	0.0004013724	
0.5168	29.96035	0.0004013389	
0.5172	29.96035	0.0004013294	
0.5176	29.96035	0.0004013426	
0.518	29.96035	0.0004013553	
0.5184	29.96035	0.0004013673	
0.5188	29.96035	0.0004013563	
0.5192	29.96035	0.0004017476	
0.5196	29.96035	0.0004017176	
0.52	29.96035	0.0004016892	
0.5204	29.96035	0.0004016622	
0.5208	29.96035	0.0004016588	
0.5212	29.96035	0.0004016556	
0.5216	29.96035	0.0004016303	
0.522	29.96035	0.0004016062	
0.5224	29.96035	0.0004016279	
0.5228	29.96035	0.0004016263	
0.5232	29.96035	0.0004016024	
0.5236	29.96035	0.000401602	
0.524	29.96035	0.0004016017	
0.5244	29.96035	0.0004016013	
0.5248	29.96035	0.000401601	
0.5252	29.96035	0.0004015784	
0.5256	29.96035	0.0004015569	
0.526	29.96035	0.0004015365	
0.5264	29.96035	0.0004015394	
0.5268	29.96035	0.0004015199	
0.5272	29.96035	0.0004015013	
0.5276	29.96035	0.000401506	
0.528	29.96035	0.0004014882	
0.5284	29.96035	0.0004014712	
0.5288	29.96035	0.0004014551	
0.5292	29.96035	0.000401462	
0.5296	29.96035	0.0004014687	
0.53	29.96035	0.0004014527	
0.5304	29.96035	0.0004014821	
0.5308	29.96035	0.0004014654	
0.5312	29.96596	0.0004014496	
0.5316	29.96596	0.0004014569	
0.532	29.96596	0.0004014415	
0.5324	29.96596	0.0004014268	
0.5328	29.96596	0.0004014129	
0.5332	29.96596	0.0004013997	
0.5336	29.96596	0.0004014095	
0.534	29.96596	0.0004014187	
0.5344	29.96596	0.0004014499	
0.5348	29.96596	0.0004014348	
0.5352	29.96596	0.0004014428	
0.5356	29.96596	0.0004014504	
0.536	29.96596	0.0004014576	
0.5364	29.96596	0.0004014422	
0.5368	29.96596	0.0004014275	
0.5372	29.96596	0.0004014136	
0.5376	29.96596	0.0004014003	
0.538	29.96596	0.0004013877	
0.5384	29.96596	0.0004013758	
0.5388	29.96596	0.0004013868	
0.5392	29.96596	0.0004013972	
0.5396	29.96596	0.0004013848	
0.54	29.96596	0.000401373	
0.5404	29.96596	0.0004014064	
0.5408	29.96596	0.0004013935	
0.5412	29.96596	0.0004014036	
0.5416	29.96596	0.0004013908	
0.542	29.96596	0.0004013787	
0.5424	29.96596	0.0004014118	
0.5428	29.96596	0.000401421	
0.5432	29.96596	0.0004014297	
0.5436	29.96596	0.0004014156	
0.544	29.96596	0.0004014023	
0.5444	29.96596	0.0004014119	
0.5448	29.96596	0.0004014211	
0.5452	29.96596	0.0004014075	
0.5456	29.96596	0.0004013722	
0.546	29.96596	0.000401361	
0.5464	29.96596	0.0004013727	
0.5468	29.96596	0.0004013615	
0.5472	29.96596	0.0004013732	
0.5476	29.96596	0.0004013843	
0.548	29.96596	0.0004013725	
0.5484	29.96596	0.0004013836	
0.5488	29.96596	0.0004013719	
0.5492	29.96596	0.0004013607	
0.5496	29.96596	0.0004013501	
0.55	29.96596	0.0004013624	
0.5504	29.96596	0.000401374	
0.5508	29.96596	0.0004013627	
0.5512	29.96596	0.0004013744	
0.5516	29.96596	0.0004013854	
0.552	29.96596	0.0004013959	
0.5524	29.96596	0.0004014058	
0.5528	29.96596	0.0004014153	
0.5532	29.96596	0.0004014243	
0.5536	29.96596	0.0004014105	
0.554	29.96596	0.0004013974	
0.5544	29.96596	0.000401385	
0.5548	29.96596	0.0004013732	
0.5552	29.96596	0.0004013843	
0.5556	29.96596	0.0004013725	
0.556	29.96596	0.0004013613	
0.5564	29.96596	0.0004013507	
0.5568	29.96596	0.0004013182	
0.5572	29.96596	0.0004012875	
0.5576	29.96596	0.0004012805	
0.558	29.96596	0.0004012962	
0.5584	29.96596	0.0004012889	
0.5588	29.96596	0.0004012596	
0.5592	29.96596	0.000401254	
0.5596	29.96596	0.0004012711	
0.56	29.96596	0.0004012873	
0.5604	29.96596	0.0004013027	
0.5608	29.96596	0.000401295	
0.5612	29.96596	0.0004016893	
0.5616	29.96596	0.0004017069	
0.562	29.96596	0.0004017013	
0.5624	29.96596	0.000401696	
0.5628	29.96596	0.0004016686	
0.5632	29.96596	0.0004016649	
0.5636	29.96596	0.0004016391	
0.564	29.96596	0.0004016369	
0.5644	29.75153	0.0004140396	
0.5648	29.75153	0.000413462	
0.5652	29.75153	0.0004128909	
0.5656	29.75153	0.0004123262	
0.566	29.75153	0.0004117896	
0.5664	29.75153	0.0004112799	
0.5668	29.75153	0.0004107733	
0.5672	29.75153	0.0004103367	
0.5676	29.75153	0.0004098996	
0.568	29.75153	0.0004094621	
0.5684	29.75153	0.000409091	
0.5688	29.75153	0.0004086939	
0.5692	29.75153	0.000408339	
0.5696	29.75153	0.0004080241	
0.57	29.75153	0.0004076803	
0.5704	29.75153	0.000407376	
0.5708	29.75153	0.000407087	
0.5712	29.75153	0.0004068124	
0.5716	29.75153	0.0004065515	
0.572	29.75153	0.0004062814	
0.5724	29.75153	0.0004060247	
0.5728	29.75153	0.0004057809	
0.5732	29.75153	0.0004055493	
0.5736	29.75153	0.0004053516	
0.574	29.75153	0.0004051638	
0.5744	29.75153	0.0004049853	
0.5748	29.75153	0.0004048381	
0.5752	29.75153	0.0004046537	
0.5756	29.75153	0.0004044784	
0.576	29.75153	0.0004043342	
0.5764	29.75153	0.000404175	
0.5768	29.75153	0.0004040237	
0.5772	29.75153	0.0004039022	
0.5776	29.75153	0.0004037646	
0.578	29.75153	0.0004036338	
0.5784	29.75153	0.0004035095	
0.5788	29.75153	0.0004033915	
0.5792	29.75153	0.000403257	
0.5796	29.75153	0.0004031293	
0.58	29.75153	0.0004030303	
0.5804	29.75153	0.0004029362	
0.5808	29.75153	0.0004031145	
0.5812	29.75153	0.0004030163	
0.5816	29.75153	0.0004029006	
0.582	29.75153	0.0004028576	
0.5824	29.75153	0.0004027722	
0.5828	29.75153	0.0004027133	
0.5832	29.75153	0.0004026574	
0.5836	29.75153	0.000402582	
0.584	29.75153	0.0004025326	
0.5844	29.75153	0.0004024634	
0.5848	29.75153	0.00040242	
0.5852	29.75153	0.0004023564	
0.5856	29.75153	0.0004022738	
0.586	29.75153	0.0004022175	
0.5864	29.75153	0.0004021641	
0.5868	29.75153	0.0004021133	
0.5872	29.75153	0.0004020874	
0.5876	29.75153	0.0004020851	
0.588	29.75153	0.0004020606	
0.5884	29.75153	0.0004020373	
0.5888	29.75153	0.0004019929	
0.5892	29.75153	0.0004019507	
0.5896	29.75153	0.0004019329	
0.59	29.75153	0.0004018937	
0.5904	29.75153	0.0004018788	
0.5908	29.75153	0.0004018423	
0.5912	29.75153	0.0004018076	
0.5916	29.75153	0.0004021763	
0.592	29.75153	0.0004021472	
0.5924	29.75153	0.0004020973	
0.5928	29.75153	0.0004020498	
0.5932	29.75153	0.0004020048	
0.5936	29.75153	0.000401962	
0.594	29.75153	0.0004019436	
0.5944	29.75153	0.0004018816	
0.5948	29.75153	0.0004018226	
0.5952	29.75153	0.0004017889	
0.5956	29.75153	0.0004017792	
0.596	29.75153	0.00040177	
0.5964	29.75153	0.0004017836	
0.5968	29.75153	0.0004017741	
0.5972	29.75153	0.0004017429	
0.5976	29.96515	0.0004018693	
0.598	29.96515	0.0004019002	
0.5984	29.96515	0.0004018627	
0.5988	29.96515	0.0004018047	
0.5992	29.96515	0.0004017719	
0.5996	29.96515	0.0004017407	
0.6	29.96515	0.0004017111	
0.6004	29.96515	0.000401683	
0.6008	29.96515	0.0004016786	
0.6012	29.96515	0.0004016521	
0.6016	29.96515	0.0004016493	
0.602	29.96515	0.0004016242	
0.6024	29.96515	0.0004016451	
0.6028	29.96515	0.0004016203	
0.6032	29.96515	0.0004015967	
0.6036	29.96515	0.0004015743	
0.604	29.96515	0.000401553	
0.6044	29.96515	0.0004015551	
0.6048	29.96515	0.0004015794	
0.6052	29.96515	0.0004015579	
0.6056	29.96515	0.0004015374	
0.606	29.96515	0.000401518	
0.6064	29.96515	0.0004014995	
0.6068	29.96515	0.000401482	
0.6072	29.96515	0.0004014653	
0.6076	29.96515	0.0004014495	
0.608	29.96515	0.0004014344	
0.6084	29.96515	0.0004014201	
0.6088	29.96515	0.0004014512	
0.6092	29.96515	0.0004014361	
0.6096	29.96515	0.0004016002	
0.61	29.96515	0.0004015776	
0.6104	29.96515	0.0004015785	
0.6108	29.96515	0.0004015793	
0.6112	29.96515	0.0004015801	
0.6116	29.96515	0.0004015808	
0.612	29.96515	0.0004015815	
0.6124	29.96515	0.0004016045	
0.6128	29.96515	0.0004016263	
0.6132	29.96515	0.0004016471	
0.6136	29.96515	0.0004016222	
0.614	29.96515	0.0004015985	
0.6144	29.96515	0.0004015983	
0.6148	29.96515	0.0004015982	
0.6152	29.96515	0.000401598	
0.6156	29.96515	0.0004015978	
0.616	29.96515	0.0004015977	
0.6164	29.96515	0.0004016199	
0.6168	29.96515	0.0004015963	
0.6172	29.96515	0.0004016186	
0.6176	29.96515	0.0004016174	
0.618	29.96515	0.0004016386	
0.6184	29.96515	0.0004016141	
0.6188	29.96515	0.0004015685	
0.6192	29.96515	0.0004015475	
0.6196	29.96515	0.0004015276	
0.62	29.96515	0.0004014863	
0.6204	29.96515	0.0004014918	
0.6208	29.96515	0.0004014746	
0.6212	29.96515	0.0004015029	
0.6216	29.96515	0.0004014852	
