Time	OdorSensor	Mouth	Eat	Food_Near	Energy	
0	12396.7	0	0	0	19999.2	
0.0004	12396.7	0	0	0	19998.4	
0.0008	12396.7	0	0	0	19997.6	
0.0012	12396.7	0	0	0	19996.8	
0.0016	12396.7	0	0	0	19996	
0.002	12396.7	0	0	0	19995.2	
0.0024	12396.7	0	0	0	19994.39	
0.0028	12396.7	0	0	0	19993.59	
0.0032	12396.7	0	0	0	19992.79	
0.0036	12396.7	0	0	0.02	19991.99	
0.004	12396.7	0	0	0.02	19991.19	
0.0044	12396.7	0	0	0.02	19990.39	
0.0048	12396.7	0	0	0.02	19989.59	
0.0052	12396.7	0	0	0.02	19988.79	
0.0056	12396.7	0	0.0004	0.03959999	19987.99	
0.006	12396.7	2E-06	0.0004	0.03959999	19987.19	
0.0064	12396.7	2E-06	0.0004	0.03959999	19986.39	
0.0068	12396.7	2E-06	0.0004	0.03959999	19985.59	
0.0072	12396.7	2E-06	0.0004	0.03959999	19984.79	
0.0076	12396.7	2E-06	0.001184	0.05880799	19983.99	
0.007999999	12396.7	5.919998E-06	0.001184	0.05880799	19983.19	
0.0084	12396.7	5.919998E-06	0.001184	0.05880799	19982.4	
0.0088	12396.7	5.919998E-06	0.001184	0.05880799	19981.6	
0.0092	12396.7	5.919998E-06	0.001184	0.05880799	19980.81	
0.0096	12396.7	5.919998E-06	0.002336479	0.07763183	19980.01	
0.01	12396.7	1.16824E-05	0.002336479	0.07763183	19979.22	
0.0104	12396.7	1.16824E-05	0.002336479	0.07763183	19978.43	
0.0108	12396.7	1.16824E-05	0.002336479	0.07763183	19977.64	
0.0112	12396.7	1.16824E-05	0.002336479	0.07763183	19976.85	
0.0116	12396.7	1.16824E-05	0.003842386	0.09607919	19976.06	
0.012	12396.69	1.921193E-05	0.003842386	0.09607919	19975.27	
0.0124	12396.69	1.921193E-05	0.003842386	0.09607919	19974.49	
0.0128	12396.69	1.921193E-05	0.003842386	0.09607919	19973.71	
0.0132	12396.69	1.921193E-05	0.003842386	0.09607919	19972.93	
0.0136	12396.69	1.921193E-05	0.005687122	0.1141576	19972.15	
0.014	12396.69	2.843561E-05	0.005687122	0.1141576	19971.37	
0.0144	12396.69	2.843561E-05	0.005687122	0.1141576	19970.6	
0.0148	12396.69	2.843561E-05	0.005687122	0.1141576	19969.82	
0.0152	12396.68	2.843561E-05	0.005687122	0.1141576	19969.05	
0.0156	12396.68	2.843561E-05	0.007856532	0.1318744	19968.28	
0.016	12396.68	3.928266E-05	0.007856532	0.1318744	19967.51	
0.0164	12396.68	3.928266E-05	0.007856532	0.1318744	19966.75	
0.0168	12396.68	3.928266E-05	0.007856532	0.1318744	19965.99	
0.0172	12396.68	3.928266E-05	0.007856532	0.1318744	19965.22	
0.0176	12396.68	3.928266E-05	0.01033689	0.1492369	19964.46	
0.018	12396.67	5.168445E-05	0.01033689	0.1492369	19963.7	
0.0184	12396.67	5.168445E-05	0.01033689	0.1492369	19962.95	
0.0188	12396.67	5.168445E-05	0.01033689	0.1492369	19962.2	
0.0192	12396.67	5.168445E-05	0.01033689	0.1492369	19961.45	
0.0196	12396.67	5.168445E-05	0.01311489	0.1662522	19960.7	
0.02	12396.66	6.557446E-05	0.01311489	0.1662522	19959.95	
0.0204	12396.66	6.557446E-05	0.01311489	0.1662522	19959.22	
