Time	A	B	
1.9896	0.4599261	0	
1.992	0.4586461	0	
1.9944	0.4573666	0	
1.9968	0.4560879	0	
1.9992	0.4548101	0	
2.0016	0.4535335	0	
2.004	0.452258	0	
2.0064	0.4509836	0	
2.0088	0.4497106	0	
2.0112	0.448439	0	
2.0136	0.4471692	0	
2.016	0.4459006	0	
2.0184	0.4446338	0	
2.0208	0.4433689	0	
2.0232	0.4421057	0	
2.0256	0.4408447	0	
2.028	0.4395853	0	
2.0304	0.4383283	0	
2.0328	0.4370733	0	
2.0352	0.4358208	0	
2.0376	0.4345704	0	
2.04	0.4333227	0	
2.0424	0.4320772	0	
2.0448	0.4308344	0	
2.0472	0.4295944	0	
2.0496	0.428357	0	
2.052	0.4271224	0	
2.0544	0.4258907	0	
2.0568	0.4246618	0	
2.0592	0.4234358	0	
2.0616	0.4222128	0	
2.064	0.420993	0	
2.0664	0.4197761	0	
2.0688	0.4185624	0	
2.0712	0.417352	0	
2.0736	0.4161448	0	
2.076	0.414941	0	
2.0784	0.4137404	0	
2.0808	0.4125433	0	
2.0832	0.4113495	0	
2.0856	0.4101595	0	
2.088	0.4089729	0	
2.0904	0.4077902	0	
2.0928	0.4066108	0	
2.0952	0.4054351	0	
2.0976	0.404263	0	
2.1	0.403095	0.00119102	
2.1024	0.4019023	0.003343105	
2.1048	0.4006625	0.005491972	
2.1072	0.3993772	0.007638574	
2.1096	0.3980469	0.009783983	
2.112	0.3966728	0.01192892	
2.1144	0.3952558	0.01407421	
2.1168	0.3937972	0.01622105	
2.1192	0.3922975	0.01836991	
2.1216	0.3907578	0.02052152	
2.124	0.3891789	0.02267683	
2.1264	0.3875613	0.02483642	
2.1288	0.3859062	0.0270009	
2.1312	0.384214	0.02917099	
2.1336	0.3824859	0.03134716	
2.136	0.3807219	0.03353012	
2.1384	0.3789232	0.03572035	
2.1408	0.3770903	0.03791821	
2.1432	0.375224	0.0401243	
2.1456	0.3733246	0.04233921	
2.148	0.371393	0.04456329	
2.1504	0.3694293	0.0467968	
2.1528	0.3674347	0.04904032	
2.1552	0.3654094	0.05129409	
2.1576	0.3633535	0.05355871	
2.16	0.3612683	0.05583417	
2.1624	0.3591536	0.05812109	
2.1648	0.3570102	0.06041944	
2.1672	0.3548387	0.06272972	
2.1696	0.3526392	0.06505215	
2.172	0.3504121	0.06738687	
2.1744	0.3481582	0.06973433	
2.1768	0.3458775	0.07209456	
2.1792	0.3435707	0.0744679	
2.1816	0.3412381	0.07685435	
2.184	0.3388799	0.07925415	
2.1864	0.3364968	0.08166754	
2.1888	0.334089	0.08409441	
2.1912	0.3316569	0.0865351	
2.1936	0.3292007	0.08898985	
2.196	0.326721	0.09145844	
2.1984	0.3242178	0.09394121	
2.2008	0.3216916	0.09643829	
2.2032	0.3191428	0.09894955	
2.2056	0.3165715	0.1014751	
2.208	0.3139781	0.104015	
2.2104	0.3113627	0.1065695	
2.2128	0.3087258	0.1091385	
2.2152	0.3060676	0.1117219	
2.2176	0.3033885	0.1143199	
2.22	0.3006887	0.1169323	
2.2224	0.2979685	0.1195594	
2.2248	0.2952282	0.1222011	
2.2272	0.2924681	0.1248572	
2.2296	0.2896881	0.1275278	
2.232	0.286889	0.130213	
2.2344	0.2840707	0.1329126	
2.2368	0.2812335	0.1356268	
2.2392	0.2783779	0.1383553	
2.2416	0.2755038	0.1410981	
2.244	0.2726115	0.1438552	
2.2464	0.2697015	0.1466266	
2.2488	0.2667738	0.1494122	
2.2512	0.2638288	0.1522118	
2.2536	0.2608665	0.1550254	
2.256	0.2578875	0.1578529	
2.2584	0.2548915	0.1606941	
2.2608	0.2518793	0.1635492	
2.2632	0.2488508	0.166418	
2.2656	0.2458066	0.1693002	
2.268	0.2427465	0.1721959	
2.2704	0.2396709	0.175105	
2.2728	0.2365801	0.1780273	
2.2752	0.2334741	0.1809626	
2.2776	0.2303531	0.1839108	
2.28	0.2272178	0.1868721	
2.2824	0.224068	0.1898462	
2.2848	0.2209041	0.1928326	
2.2872	0.2177263	0.1958315	
2.2896	0.2145349	0.1988428	
2.292	0.2113298	0.2018663	
2.2944	0.2081115	0.2049016	
2.2968	0.2048804	0.2079489	
2.2992	0.2016362	0.2110078	
2.3016	0.1983796	0.2140782	
2.304	0.1951106	0.21716	
2.3064	0.1918296	0.220253	
2.3088	0.1885366	0.223357	
2.3112	0.1852322	0.226472	
2.3136	0.1819162	0.2295977	
2.316	0.1785892	0.232734	
2.3184	0.1752512	0.2358805	
2.3208	0.1719024	0.2390373	
2.3232	0.1685432	0.242204	
2.3256	0.1651738	0.2453804	
2.328	0.1617939	0.2485664	
2.3304	0.1584047	0.2517619	
2.3328	0.1550056	0.2549667	
2.3352	0.1515973	0.2581805	
2.3376	0.1481798	0.261403	
2.34	0.1447536	0.2646341	
2.3424	0.1413188	0.2678739	
2.3448	0.1378753	0.2711215	
2.3472	0.134424	0.2743772	
2.3496	0.1309646	0.2776408	
2.352	0.1274978	0.2809119	
2.3544	0.1240234	0.2841905	
2.3568	0.1205419	0.2874762	
2.3592	0.1170533	0.2907689	
2.3616	0.1135582	0.2940682	
2.364	0.1100565	0.2973739	
2.3664	0.1065487	0.3006861	
2.3688	0.1030349	0.3040041	
2.3712	0.09951532	0.307328	
2.3736	0.09599018	0.3106574	
2.376	0.09246004	0.3139923	
2.3784	0.08892488	0.3173323	
2.3808	0.08538496	0.3206769	
2.3832	0.08184075	0.3240265	
2.3856	0.07829213	0.3273804	
2.388	0.07473958	0.3307384	
2.3904	0.07118332	0.3341002	
2.3928	0.06762362	0.337466	
2.3952	0.06406069	0.3408351	
2.3976	0.0604949	0.3442073	
2.4	0.05692649	0.3475823	
2.4024	0.05335569	0.3509604	
2.4048	0.04978275	0.3543406	
2.4072	0.0462079	0.357723	
2.4096	0.04263127	0.3611073	
2.412	0.03905356	0.3644934	
2.4144	0.03547454	0.3678808	
2.4168	0.03189492	0.3712695	
2.4192	0.02831447	0.3746591	
2.4216	0.02473366	0.3780493	
2.424	0.02115309	0.3814398	
2.4264	0.01757264	0.3848305	
2.4288	0.01399267	0.388221	
2.4312	0.01041353	0.3916111	
2.4336	0.006835461	0.3950006	
2.436	0.003258705	0.3983891	
2.4384	0	0.4017766	
2.4408	0	0.4051547	
2.4432	0	0.4084464	
2.4456	0	0.4116527	
2.448	0	0.4147749	
2.4504	0	0.4178145	
2.4528	0	0.4207728	
2.4552	0	0.4236515	
2.4576	0	0.4264513	
2.46	0	0.4291739	
2.4624	0	0.4318206	
2.4648	0	0.4343925	
2.4672	0	0.4368908	
2.4696	0	0.4393169	
2.472	0	0.4416718	
2.4744	0	0.443957	
2.4768	0	0.4461734	
2.4792	0	0.4483221	
2.4816	0	0.4504045	
2.484	0	0.4524215	
2.4864	0	0.4543742	
2.4888	0	0.4562638	
2.4912	0	0.4580914	
2.4936	0	0.4598581	
2.496	0	0.4615645	
2.4984	0	0.4632123	
2.5008	0	0.464802	
2.5032	0	0.4663348	
2.5056	0	0.4678118	
2.508	0	0.4692338	
2.5104	0	0.4706017	
2.5128	0	0.4719166	
2.5152	0	0.4731792	
2.5176	0	0.4743909	
2.52	0	0.4755522	
2.5224	0	0.4766641	
2.5248	0	0.4777273	
2.5272	0	0.478743	
2.5296	0	0.4797118	
2.532	0	0.4806345	
2.5344	0	0.4815121	
2.5368	0	0.4823453	
2.5392	0	0.4831349	
2.5416	0	0.4838818	
2.544	0	0.4845868	
2.5464	0	0.4852505	
2.5488	0	0.4858737	
2.5512	0	0.4864571	
2.5536	0	0.4870018	
2.556	0	0.4875081	
2.5584	0	0.4879768	
2.5608	0	0.4884087	
2.5632	0	0.4888042	
2.5656	0	0.4891645	
2.568	0	0.4894899	
2.5704	0	0.489781	
2.5728	0	0.4900389	
2.5752	0	0.4902637	
2.5776	0	0.4904563	
2.58	0	0.4906176	
2.5824	0	0.4907479	
2.5848	0	0.4908476	
2.5872	0	0.4909174	
2.5896	0	0.4909582	
2.592	0	0.4909703	
2.5944	0	0.4909544	
2.5968	0	0.490911	
2.5992	0	0.4908406	
2.6016	0	0.4907438	
2.604	0	0.4906212	
2.6064	0	0.490473	
2.6088	0	0.4903004	
2.6112	0	0.4901031	
2.6136	0	0.4898821	
2.616	0	0.4896379	
2.6184	0	0.4893707	
2.6208	0	0.4890811	
2.6232	0	0.4887699	
2.6256	0	0.4884368	
2.628	0	0.488083	
2.6304	0	0.4877086	
2.6328	0	0.4873142	
2.6352	0	0.4869001	
2.6376	0	0.4864668	
2.64	0	0.4860146	
2.6424	0	0.4855442	
2.6448	0	0.4850559	
2.6472	0	0.4845501	
2.6496	0	0.4840271	
2.652	0	0.4834874	
2.6544	0	0.4829313	
2.6568	0	0.4823592	
2.6592	0	0.4817712	
2.6616	0	0.4811682	
2.664	0	0.4805503	
2.6664	0	0.4799176	
2.6688	0	0.4792709	
2.6712	0	0.4786104	
2.6736	0	0.4779363	
2.676	0	0.4772491	
2.6784	0	0.4765488	
2.6808	0	0.4758362	
2.6832	0	0.4751114	
2.6856	0	0.4743744	
2.688	0	0.4736261	
2.6904	0	0.4728664	
2.6928	0	0.4720958	
2.6952	0	0.4713143	
2.6976	0	0.4705226	
2.7	0	0.4697208	
2.7024	0	0.468909	
2.7048	0	0.4680877	
2.7072	0	0.467257	
2.7096	0	0.4664174	
2.712	0	0.4655687	
2.7144	0	0.4647118	
2.7168	0	0.4638466	
2.7192	0	0.4629732	
2.7216	0	0.462092	
2.724	0	0.4612035	
2.7264	0	0.4603075	
2.7288	0	0.4594043	
2.7312	0	0.4584947	
2.7336	0	0.4575781	
2.736	0	0.456655	
2.7384	0	0.455726	
2.7408	0	0.4547907	
2.7432	0	0.4538498	
2.7456	0	0.4529034	
2.748	0	0.4519515	
2.7504	0	0.4509946	
2.7528	0	0.4500324	
2.7552	0	0.4490656	
2.7576	0	0.4480941	
2.76	0	0.4471183	
2.7624	0	0.4461383	
2.7648	0	0.445154	
2.7672	0	0.4441658	
2.7696	0	0.4431741	
2.772	0	0.4421786	
2.7744	0	0.44118	
2.7768	0	0.440178	
2.7792	0	0.4391732	
2.7816	0	0.4381655	
2.784	0	0.4371548	
2.7864	0	0.4361416	
2.7888	0	0.4351259	
2.7912	0	0.4341081	
2.7936	0	0.4330881	
2.796	0	0.432066	
2.7984	0	0.4310421	
2.8008	0	0.4300164	
2.8032	0	0.4289892	
2.8056	0	0.4279603	
2.808	0	0.4269302	
2.8104	0	0.4258989	
2.8128	0	0.4248666	
2.8152	0	0.423833	
2.8176	0	0.4227986	
2.82	0	0.4217634	
2.8224	0	0.4207278	
2.8248	0	0.4196917	
2.8272	0	0.418655	
2.8296	0	0.4176179	
2.832	0	0.4165808	
2.8344	0	0.4155437	
2.8368	0	0.4145062	
2.8392	0	0.413469	
2.8416	0	0.412432	
2.844	0	0.4113952	
2.8464	0	0.4103589	
2.8488	0	0.4093231	
2.8512	0	0.408288	
2.8536	0	0.4072535	
2.856	0	0.4062197	
2.8584	0	0.4051868	
2.8608	0	0.4041545	
2.8632	0	0.4031236	
2.8656	0	0.4020935	
2.868	0	0.4010648	
2.8704	0	0.4000369	
2.8728	0	0.3990105	
2.8752	0	0.3979856	
2.8776	0	0.396962	
2.88	0	0.3959399	
2.8824	0	0.3949195	
2.8848	0	0.3939005	
2.8872	0	0.3928834	
2.8896	0	0.3918681	
2.892	0	0.3908546	
2.8944	0	0.3898431	
2.8968	0	0.3888334	
2.8992	0	0.3878258	
2.9016	0	0.3868203	
2.904	0	0.3858169	
2.9064	0	0.3848156	
2.9088	0	0.3838164	
2.9112	0	0.3828194	
2.9136	0	0.3818251	
2.916	0	0.380833	
2.9184	0	0.3798435	
2.9208	0	0.3788562	
2.9232	0	0.3778715	
2.9256	0	0.3768893	
2.928	0	0.3759099	
2.9304	0	0.374933	
2.9328	0	0.3739588	
2.9352	0	0.3729873	
2.9376	0	0.3720186	
2.94	0	0.3710526	
2.9424	0	0.3700895	
2.9448	0	0.3691294	
2.9472	0	0.3681723	
2.9496	0	0.3672179	
2.952	0	0.3662666	
2.9544	0	0.3653182	
2.9568	0.001431942	0.364373	
2.9592	0.003351927	0.3633966	
2.9616	0.005268931	0.3623781	
2.964	0.007183909	0.3613187	
2.9664	0.009097457	0.3602194	
2.9688	0.01101053	0.3590806	
2.9712	0.01292372	0.3579036	
2.9736	0.01483822	0.356689	
2.976	0.01675451	0.3554379	
2.9784	0.01867294	0.3541507	
2.9808	0.02059484	0.3528284	
2.9832	0.02252018	0.3514715	
2.9856	0.02444994	0.350081	
2.988	0.02638447	0.348657	
2.9904	0.02832437	0.3472008	
2.9928	0.03027034	0.3457128	
2.9952	0.03222251	0.3441935	
2.9976	0.03418159	0.3426433	
3	0.03614783	0.341063	
3.0024	0.03812194	0.3394533	
3.0048	0.04010403	0.3378143	
3.0072	0.04209459	0.336147	
3.0096	0.04409397	0.3344516	
3.012	0.04610252	0.3327283	
3.0144	0.0481205	0.330978	
3.0168	0.05014813	0.3292011	
3.0192	0.05218601	0.3273979	
3.0216	0.05423415	0.3255688	
3.024	0.05629277	0.3237141	
3.0264	0.05836225	0.3218346	
3.0288	0.06044269	0.3199302	
3.0312	0.06253445	0.3180015	
3.0336	0.06463742	0.3160489	
3.036	0.0667522	0.3140726	
3.0384	0.06887865	0.3120732	
3.0408	0.07101715	0.3100508	
3.0432	0.07316756	0.3080058	
3.0456	0.07533014	0.3059385	
3.048	0.07750511	0.3038495	
3.0504	0.07969248	0.3017385	
3.0528	0.08189237	0.2996062	
3.0552	0.0841049	0.2974528	
3.0576	0.08633006	0.2952785	
3.06	0.08856797	0.2930839	
3.0624	0.09081888	0.2908689	
3.0648	0.09308255	0.2886338	
3.0672	0.09535921	0.2863791	
3.0696	0.09764862	0.2841048	
3.072	0.09995139	0.2818112	
3.0744	0.1022669	0.2794986	
3.0768	0.1045955	0.2771676	
3.0792	0.1069373	0.2748179	
3.0816	0.109292	0.2724501	
3.084	0.1116598	0.2700641	
3.0864	0.1140406	0.2676604	
3.0888	0.1164346	0.265239	
3.0912	0.1188413	0.2628005	
3.0936	0.121261	0.2603447	
3.096	0.1236938	0.257872	
3.0984	0.1261394	0.2553827	
3.1008	0.128598	0.252877	
3.1032	0.1310691	0.2503546	
3.1056	0.133553	0.2478166	
3.108	0.1360499	0.2452625	
3.1104	0.1385592	0.2426932	
3.1128	0.1410809	0.2401081	
3.1152	0.1436151	0.2375079	
3.1176	0.1461619	0.2348928	
3.12	0.148721	0.2322628	
3.1224	0.1512921	0.2296181	
3.1248	0.1538755	0.2269591	
3.1272	0.1564709	0.2242861	
3.1296	0.1590782	0.221599	
3.132	0.1616975	0.2188978	
3.1344	0.1643285	0.2161834	
3.1368	0.1669711	0.2134554	
3.1392	0.1696252	0.2107143	
3.1416	0.1722904	0.2079602	
3.144	0.1749672	0.2051935	
3.1464	0.1776551	0.202414	
3.1488	0.180354	0.1996224	
3.1512	0.1830639	0.1968184	
3.1536	0.1857843	0.1940024	
3.156	0.1885155	0.1911746	
3.1584	0.1912571	0.1883353	
3.1608	0.1940092	0.1854846	
3.1632	0.1967715	0.1826227	
3.1656	0.1995438	0.1797497	
3.168	0.2023259	0.1768658	
3.1704	0.2051181	0.1739717	
3.1728	0.2079196	0.1710669	
3.1752	0.2107307	0.1681519	
3.1776	0.2135512	0.1652268	
3.18	0.2163806	0.1622922	
3.1824	0.2192191	0.1593481	
3.1848	0.2220664	0.1563945	
3.1872	0.2249224	0.1534319	
3.1896	0.2277868	0.1504601	
3.192	0.2306595	0.1474797	
3.1944	0.2335403	0.1444907	
3.1968	0.236429	0.1414931	
3.1992	0.2393255	0.1384873	
3.2016	0.2422295	0.1354737	
3.204	0.245141	0.1324526	
3.2064	0.2480597	0.1294239	
3.2088	0.2509855	0.1263876	
3.2112	0.2539182	0.1233445	
3.2136	0.2568575	0.1202943	
3.216	0.2598032	0.1172379	
3.2184	0.2627552	0.114175	
3.2208	0.2657132	0.1111056	
3.2232	0.2686772	0.1080302	
3.2256	0.2716469	0.104949	
3.228	0.2746221	0.1018624	
3.2304	0.2776027	0.09877038	
3.2328	0.2805882	0.09567308	
3.2352	0.2835785	0.09257102	
3.2376	0.2865738	0.08946395	
3.24	0.2895732	0.08635271	
3.2424	0.2925771	0.08323693	
3.2448	0.2955849	0.08011723	
3.2472	0.2985966	0.07699382	
3.2496	0.3016119	0.07386684	
3.252	0.3046306	0.07073653	
3.2544	0.3076527	0.06760299	
3.2568	0.3106774	0.0644666	
3.2592	0.3137051	0.0613277	
3.2616	0.3167351	0.05818629	
3.264	0.3197676	0.05504227	
3.2664	0.3228022	0.05189657	
3.2688	0.3258386	0.04874897	
3.2712	0.3288766	0.04559994	
3.2736	0.3319161	0.04244995	
3.276	0.3349566	0.03929842	
3.2784	0.3379984	0.03614628	
3.2808	0.3410404	0.03299367	
3.2832	0.3440833	0.02984083	
3.2856	0.3471262	0.02668762	
3.288	0.3501692	0.02353477	
3.2904	0.353212	0.02038205	
3.2928	0.3562543	0.01723027	
3.2952	0.3592961	0.01407909	
3.2976	0.3623369	0.01092899	
3.3	0.3653765	0.007780433	
3.3024	0.3684144	0.004633427	
3.3048	0.371451	0.001488209	
3.3072	0.3744857	0	
3.3096	0.3774788	0	
3.312	0.3803957	0	
3.3144	0.3832371	0	
3.3168	0.3860046	0	
3.3192	0.3886993	0	
3.3216	0.3913224	0	
3.324	0.3938751	0	
3.3264	0.3963585	0	
3.3288	0.3987738	0	
3.3312	0.4011219	0	
3.3336	0.4034044	0	
3.336	0.405622	0	
3.3384	0.4077758	0	
3.3408	0.409867	0	
3.3432	0.4118966	0	
3.3456	0.4138654	0	
3.348	0.4157748	0	
3.3504	0.4176257	0	
3.3528	0.4194188	0	
3.3552	0.4211553	0	
3.3576	0.4228363	0	
3.36	0.4244624	0	
3.3624	0.4260348	0	
3.3648	0.4275542	0	
3.3672	0.4290221	0	
3.3696	0.4304386	0	
3.372	0.4318051	0	
3.3744	0.4331223	0	
3.3768	0.4343908	0	
3.3792	0.4356116	0	
3.3816	0.4367856	0	
3.384	0.437914	0	
3.3864	0.438997	0	
3.3888	0.4400356	0	
3.3912	0.4410306	0	
3.3936	0.441983	0	
3.396	0.4428929	0	
3.3984	0.4437619	0	
3.4008	0.4445903	0	
3.4032	0.4453789	0	
3.4056	0.4461281	0	
3.408	0.4468389	0	
3.4104	0.4475121	0	
3.4128	0.4481483	0	
3.4152	0.448748	0	
3.4176	0.4493121	0	
3.42	0.449841	0	
3.4224	0.4503357	0	
3.4248	0.4507965	0	
3.4272	0.4512242	0	
3.4296	0.4516193	0	
3.432	0.4519826	0	
3.4344	0.4523146	0	
3.4368	0.452616	0	
3.4392	0.4528869	0	
3.4416	0.4531286	0	
3.444	0.453341	0	
3.4464	0.4535251	0	
3.4488	0.4536813	0	
3.4512	0.4538101	0	
3.4536	0.4539121	0	
3.456	0.4539878	0	
3.4584	0.4540375	0	
3.4608	0.4540622	0	
3.4632	0.454062	0	
3.4656	0.4540375	0	
3.468	0.4539893	0	
3.4704	0.4539179	0	
3.4728	0.4538233	0	
3.4752	0.4537064	0	
3.4776	0.4535677	0	
3.48	0.4534074	0	
3.4824	0.4532261	0	
3.4848	0.4530241	0	
3.4872	0.4528021	0	
3.4896	0.4525602	0	
3.492	0.4522991	0	
3.4944	0.452019	0	
3.4968	0.4517204	0	
3.4992	0.4514034	0	
3.5016	0.4510689	0	
3.504	0.450717	0	
3.5064	0.4503481	0	
3.5088	0.4499627	0	
3.5112	0.449561	0	
3.5136	0.4491433	0	
3.516	0.4487102	0	
3.5184	0.4482617	0	
3.5208	0.4477988	0	
3.5232	0.4473213	0	
3.5256	0.4468294	0	
3.528	0.4463238	0	
3.5304	0.4458046	0	
3.5328	0.4452723	0	
3.5352	0.4447272	0	
3.5376	0.4441695	0	
3.54	0.4435993	0	
3.5424	0.4430175	0	
3.5448	0.4424241	0	
3.5472	0.441819	0	
3.5496	0.441203	0	
3.552	0.4405761	0	
3.5544	0.4399385	0	
3.5568	0.4392908	0	
3.5592	0.4386331	0	
3.5616	0.4379656	0	
3.564	0.4372884	0	
3.5664	0.4366021	0	
3.5688	0.435907	0	
3.5712	0.4352031	0	
3.5736	0.4344906	0	
3.576	0.4337699	0	
3.5784	0.4330412	0	
3.5808	0.4323047	0	
3.5832	0.4315606	0	
3.5856	0.4308091	0	
3.588	0.4300505	0	
3.5904	0.4292849	0	
3.5928	0.4285127	0	
3.5952	0.4277339	0	
3.5976	0.4269489	0	
3.6	0.4261576	0	
3.6024	0.4253606	0	
3.6048	0.4245578	0	
3.6072	0.4237494	0	
3.6096	0.422936	0	
3.612	0.4221172	0	
3.6144	0.4212935	0	
3.6168	0.420465	0	
3.6192	0.4196318	0	
3.6216	0.4187945	0	
3.624	0.4179525	0	
3.6264	0.4171064	0	
3.6288	0.4162565	0	
3.6312	0.415403	0	
3.6336	0.4145457	0	
3.636	0.4136848	0	
3.6384	0.4128206	0	
3.6408	0.4119531	0	
3.6432	0.4110827	0	
3.6456	0.4102095	0	
3.648	0.4093336	0	
3.6504	0.4084549	0	
3.6528	0.4075739	0	
3.6552	0.4066906	0	
3.6576	0.405805	0	
3.66	0.4049172	0	
3.6624	0.4040276	0	
3.6648	0.403136	0	
3.6672	0.402243	0	
3.6696	0.4013482	0	
3.672	0.400452	0	
3.6744	0.3995544	0	
3.6768	0.3986555	0	
3.6792	0.3977555	0	
3.6816	0.3968546	0	
3.684	0.3959526	0	
3.6864	0.3950499	0	
3.6888	0.3941464	0	
3.6912	0.3932424	0	
3.6936	0.3923378	0	
3.696	0.3914328	0	
3.6984	0.3905275	0	
3.7008	0.3896221	0	
3.7032	0.3887163	0	
3.7056	0.3878107	0	
3.708	0.386905	0	
3.7104	0.3859996	0	
3.7128	0.3850942	0	
3.7152	0.3841892	0	
3.7176	0.3832847	0	
3.72	0.3823805	0	
3.7224	0.3814766	0	
3.7248	0.3805736	0	
3.7272	0.3796711	0	
3.7296	0.3787695	0	
3.732	0.3778687	0	
3.7344	0.3769687	0	
3.7368	0.3760698	0	
3.7392	0.3751719	0	
3.7416	0.374275	0	
3.744	0.3733793	0	
3.7464	0.3724848	0	
3.7488	0.3715916	0	
3.7512	0.3706998	0	
3.7536	0.3698094	0	
3.756	0.3689206	0	
3.7584	0.3680331	0	
3.7608	0.3671473	0	
3.7632	0.366263	0	
3.7656	0.3653802	0	
3.768	0.3644994	0	
3.7704	0.3636204	0	
3.7728	0.362743	0	
3.7752	0.3618675	0	
3.7776	0.3609942	0	
3.78	0.3601227	0	
3.7824	0.3592532	0	
3.7848	0.3583856	0	
3.7872	0.3575203	0	
3.7896	0.356657	0	
3.792	0.3557961	0	
3.7944	0.3549371	0	
3.7968	0.3540807	0	
3.7992	0.3532263	0	
3.8016	0.3523746	0	
3.804	0.3515249	0	
3.8064	0.3506777	0	
3.8088	0.3498329	0	
3.8112	0.3489907	0.0005925894	
3.8136	0.3481367	0.002349854	
3.816	0.3472437	0.004104972	
3.8184	0.3463125	0.005858302	
3.8208	0.3453439	0.007611036	
3.8232	0.3443389	0.00936377	
3.8256	0.343298	0.01111722	
3.828	0.3422223	0.0128721	
3.8304	0.3411123	0.01462913	
3.8328	0.3399688	0.01638889	
3.8352	0.3387922	0.01815176	
3.8376	0.3375835	0.01991868	
3.84	0.3363432	0.02169001	
3.8424	0.335072	0.02346623	
3.8448	0.3337704	0.02524793	
3.8472	0.3324389	0.02703571	
3.8496	0.3310782	0.02882957	
3.852	0.3296885	0.03063023	
3.8544	0.3282708	0.03243816	
3.8568	0.3268253	0.0342536	
3.8592	0.3253524	0.03607702	
3.8616	0.3238528	0.03790879	
3.864	0.3223269	0.03974915	
3.8664	0.320775	0.04159844	
3.8688	0.3191977	0.04345691	
3.8712	0.3175951	0.0453248	
3.8736	0.3159679	0.04720247	
3.876	0.3143164	0.04909015	
3.8784	0.3126408	0.05098808	
3.8808	0.3109416	0.05289638	
3.8832	0.309219	0.05481553	
3.8856	0.3074732	0.05674529	
3.888	0.3057051	0.05868638	
3.8904	0.3039145	0.06063843	
3.8928	0.3021022	0.06260192	
3.8952	0.3002679	0.06457686	
3.8976	0.2984124	0.06656349	
3.9	0.296536	0.06856179	
3.9024	0.2946386	0.07057202	
3.9048	0.2927204	0.07259417	
3.9072	0.2907821	0.07462847	
3.9096	0.2888241	0.07667482	
3.912	0.2868458	0.07873344	
3.9144	0.2848482	0.08080435	
3.9168	0.2828313	0.08288753	
3.9192	0.2807955	0.08498323	
3.9216	0.2787409	0.08709157	
3.924	0.2766675	0.08921206	
3.9264	0.2745759	0.09134519	
3.9288	0.2724662	0.09349084	
3.9312	0.2703385	0.09564912	
3.9336	0.2681935	0.09782004	
3.936	0.2660307	0.1000034	
3.9384	0.2638508	0.1021992	
3.9408	0.2616538	0.1044077	
3.9432	0.2594401	0.1066287	
3.9456	0.2572097	0.1088624	
3.948	0.2549629	0.1111084	
3.9504	0.2527	0.1133672	
3.9528	0.250421	0.1156383	
3.9552	0.2481263	0.1179217	
3.9576	0.2458158	0.1202176	
3.96	0.2434899	0.1225257	
3.9624	0.2411488	0.124846	
3.9648	0.2387928	0.1271787	
3.9672	0.2364217	0.1295234	
3.9696	0.234036	0.1318802	
3.972	0.2316358	0.134249	
3.9744	0.2292215	0.1366298	
3.9768	0.2267929	0.1390225	
3.9792	0.2243503	0.1414267	
3.9816	0.2218943	0.1438427	
3.984	0.2194245	0.1462702	
3.9864	0.2169414	0.1487093	
3.9888	0.2144451	0.1511599	
3.9912	0.211936	0.1536218	
3.9936	0.2094138	0.1560947	
3.996	0.2068791	0.1585789	
3.9984	0.2043319	0.1610742	
4.0008	0.2017725	0.1635801	
4.0032	0.1992007	0.1660969	
4.0056	0.1966175	0.1686244	
4.008	0.1940222	0.1711621	
4.0104	0.1914152	0.1737105	
4.0128	0.1887969	0.1762692	
4.0152	0.1861676	0.1788379	
4.0176	0.1835272	0.1814166	
4.02	0.180876	0.1840053	
4.0224	0.1782141	0.1866038	
4.0248	0.1755419	0.1892117	
4.0272	0.1728594	0.1918292	
4.0296	0.1701669	0.194456	
4.032	0.1674641	0.1970921	
4.0344	0.164752	0.1997371	
4.0368	0.1620301	0.202391	
4.0392	0.1592991	0.2050536	
4.0416	0.1565588	0.2077248	
4.044	0.1538097	0.2104044	
4.0464	0.1510516	0.2130924	
4.0488	0.148285	0.2157884	
4.0512	0.1455101	0.2184924	
4.0536	0.1427269	0.221204	
4.056	0.1399359	0.2239236	
4.0584	0.1371368	0.2266504	
4.0608	0.1343303	0.2293845	
4.0632	0.1315161	0.2321258	
4.0656	0.128695	0.2348739	
4.068	0.1258667	0.2376289	
4.0704	0.1230315	0.2403904	
4.0728	0.1201898	0.2431585	
4.0752	0.1173416	0.2459326	
4.0776	0.1144869	0.2487128	
4.08	0.1116264	0.2514988	
4.0824	0.10876	0.2542906	
4.0848	0.1058881	0.2570878	
4.0872	0.1030107	0.2598906	
4.0896	0.1001279	0.2626982	
4.092	0.09724021	0.2655108	
4.0944	0.09434772	0.2683282	
4.0968	0.09145033	0.27115	
4.0992	0.08854878	0.2739763	
4.1016	0.08564281	0.2768067	
4.104	0.08273292	0.279641	
4.1064	0.07981944	0.2824792	
4.1088	0.07690227	0.2853206	
4.1112	0.07398164	0.2881658	
4.1136	0.07105803	0.2910137	
4.116	0.06813133	0.2938648	
4.1184	0.06520224	0.2967187	
4.1208	0.06227016	0.299575	
4.1232	0.05933583	0.3024337	
4.1256	0.05639946	0.3052945	
4.128	0.05346119	0.3081574	
4.1304	0.05052114	0.3110218	
4.1328	0.04757977	0.3138877	
4.1352	0.04463732	0.3167548	
4.1376	0.04169393	0.3196231	
4.14	0.03874969	0.3224922	
4.1424	0.03580499	0.3253621	
4.1448	0.03285992	0.3282322	
