Time	A	B	BVth	AVth	
1.128	0.304978	0.3135022	0.1678604	0.1688114	
1.1304	0.3043448	0.3128214	0.1679364	0.1688817	
1.1328	0.3037149	0.3121444	0.1680119	0.1689515	
1.1352	0.3030884	0.311471	0.168087	0.1690209	
1.1376	0.3024657	0.3108014	0.1681616	0.1690899	
1.14	0.3012304	0.3094735	0.1683095	0.1692266	
1.1424	0.3006183	0.3088152	0.1683828	0.1692943	
1.1448	0.3000095	0.3081607	0.1684556	0.1693617	
1.1472	0.299404	0.3075097	0.168528	0.1694286	
1.1496	0.298802	0.3068621	0.1685999	0.1694951	
1.152	0.2976084	0.305578	0.1687426	0.1696269	
1.1544	0.2970167	0.3049413	0.1688132	0.1696922	
1.1568	0.2964282	0.3043083	0.1688835	0.1697571	
1.1592	0.2958431	0.3036789	0.1689533	0.1698216	
1.1616	0.2952615	0.303053	0.1690226	0.1698857	
1.164	0.294108	0.3018118	0.1691601	0.1700128	
1.1664	0.2935362	0.3011965	0.1692283	0.1700757	
1.1688	0.2929676	0.3005846	0.169296	0.1701383	
1.1712	0.2924023	0.2999761	0.1693633	0.1702005	
1.1736	0.29184	0.2993712	0.1694302	0.1702623	
1.176	0.2907255	0.2981715	0.1695627	0.1703847	
1.1784	0.2901729	0.2975768	0.1696284	0.1704454	
1.1808	0.2896237	0.2969854	0.1696937	0.1705057	
1.1832	0.2890776	0.2963973	0.1697585	0.1705657	
1.1856	0.2885345	0.2958126	0.169823	0.1706252	
1.188	0.2874576	0.2946533	0.1699508	0.1707433	
1.1904	0.2869239	0.2940786	0.1700141	0.1708018	
1.1928	0.286393	0.2935071	0.1700771	0.1708599	
1.1952	0.2858654	0.2929389	0.1701396	0.1709177	
1.1976	0.2853409	0.2923739	0.1702018	0.1709751	
1.2	0.2843006	0.2912536	0.170325	0.1710889	
1.2024	0.283785	0.2906985	0.170386	0.1711453	
1.2048	0.2832724	0.2901462	0.1704466	0.1712013	
1.2072	0.2827628	0.2895972	0.1705069	0.171257	
1.2096	0.2822561	0.2890514	0.1705669	0.1713123	
1.212	0.2812517	0.287969	0.1706856	0.1714219	
1.2144	0.2807539	0.2874324	0.1707444	0.1714762	
1.2168	0.2802588	0.2868991	0.1708029	0.1715302	
1.2192	0.2797667	0.2863687	0.170861	0.1715839	
1.2216	0.2792776	0.2858416	0.1709187	0.1716372	
1.224	0.2783076	0.2847961	0.1710332	0.1717429	
1.2264	0.2778268	0.2842778	0.1710899	0.1717952	
1.2288	0.2773488	0.2837627	0.1711462	0.1718472	
1.2312	0.2768735	0.2832505	0.1712022	0.1718989	
1.2336	0.276401	0.2827411	0.1712579	0.1719503	
1.236	0.2754643	0.2817311	0.1713682	0.1720521	
1.2384	0.2750001	0.2812308	0.1714228	0.1721025	
1.2408	0.2745388	0.2807332	0.1714771	0.1721527	
1.2432	0.27408	0.2802385	0.1715311	0.1722025	
1.2456	0.2736239	0.2797467	0.1715847	0.172252	
1.248	0.2727197	0.2787715	0.171691	0.1723501	
1.2504	0.2722716	0.2782882	0.1717436	0.1723987	
1.2528	0.271826	0.2778077	0.171796	0.172447	
1.2552	0.2713832	0.2773299	0.171848	0.1724949	
1.2576	0.2709429	0.2768551	0.1718997	0.1725426	
1.26	0.2700701	0.2759135	0.1720021	0.1726371	
1.2624	0.2696377	0.2754468	0.1720528	0.172684	
1.2648	0.2692075	0.2749828	0.1721032	0.1727305	
1.2672	0.26878	0.2745215	0.1721533	0.1727767	
1.2696	0.2683549	0.2740631	0.1722031	0.1728227	
1.272	0.2675124	0.2731538	0.1723018	0.1729137	
1.2744	0.267095	0.2727032	0.1723507	0.1729588	
1.2768	0.2666799	0.2722553	0.1723993	0.1730037	
1.2792	0.2662674	0.2718101	0.1724476	0.1730482	
1.2816	0.2658571	0.2713673	0.1724956	0.1730925	
1.284	0.2650442	0.2704897	0.1725906	0.1731802	
1.2864	0.2646413	0.2700546	0.1726377	0.1732236	
1.2888	0.2642409	0.2696222	0.1726846	0.1732668	
1.2912	0.2638426	0.2691925	0.1727311	0.1733097	
1.2936	0.2634466	0.2687651	0.1727773	0.1733524	
1.296	0.2626618	0.2679179	0.1728689	0.1734369	
1.2984	0.262273	0.2674983	0.1729143	0.1734787	
1.3008	0.2618864	0.2670809	0.1729594	0.1735203	
1.3032	0.2615021	0.2666659	0.1730042	0.1735616	
1.3056	0.2611202	0.2662534	0.1730487	0.1736027	
1.308	0.260363	0.2654359	0.173137	0.1736841	
1.3104	0.2599878	0.2650305	0.1731807	0.1737244	
1.3128	0.2596149	0.2646278	0.1732241	0.1737645	
1.3152	0.2592442	0.2642274	0.1732673	0.1738043	
1.3176	0.2588756	0.2638295	0.1733102	0.1738439	
1.32	0.2581452	0.2630405	0.1733952	0.1739222	
1.3224	0.2577834	0.2626497	0.1734373	0.1739611	
1.3248	0.2574236	0.262261	0.1734791	0.1739996	
1.3272	0.257066	0.2618747	0.1735207	0.174038	
1.3296	0.2567105	0.2614906	0.173562	0.1740761	
1.332	0.256006	0.2607293	0.1736439	0.1741516	
1.3344	0.2556568	0.2603521	0.1736845	0.174189	
1.3368	0.2553099	0.2599772	0.1737248	0.1742261	
1.3392	0.2549651	0.2596046	0.1737648	0.174263	
1.3416	0.2546221	0.2592338	0.1738046	0.1742997	
1.344	0.2539424	0.2584994	0.1738835	0.1743724	
1.3464	0.2536057	0.2581354	0.1739226	0.1744084	
1.3488	0.2532709	0.2577735	0.1739614	0.1744442	
1.3512	0.252938	0.2574139	0.174	0.1744798	
1.3536	0.2526072	0.2570564	0.1740383	0.1745151	
1.356	0.2519516	0.2563477	0.1741143	0.1745852	
1.3584	0.2516266	0.2559963	0.1741519	0.1746198	
1.3608	0.2513039	0.2556474	0.1741893	0.1746543	
1.3632	0.250983	0.2553006	0.1742264	0.1746885	
1.3656	0.2506639	0.2549555	0.1742633	0.1747226	
1.368	0.2500316	0.2542721	0.1743365	0.17479	
1.3704	0.2497184	0.2539333	0.1743727	0.1748234	
1.3728	0.2494071	0.2535967	0.1744087	0.1748566	
1.3752	0.2490975	0.2532618	0.1744445	0.1748895	
1.3776	0.2487899	0.2529293	0.1744801	0.1749223	
1.38	0.2481802	0.25227	0.1745505	0.1749872	
1.3824	0.2478783	0.2519433	0.1745854	0.1750194	
1.3848	0.247578	0.2516186	0.1746201	0.1750513	
1.3872	0.2472795	0.2512959	0.1746545	0.1750831	
1.3896	0.2469829	0.250975	0.1746888	0.1751146	
1.392	0.246395	0.250339	0.1747566	0.1751772	
1.3944	0.2461038	0.250024	0.1747902	0.1752081	
1.3968	0.2458141	0.2497109	0.1748236	0.1752389	
1.3992	0.2455266	0.2493999	0.1748568	0.1752695	
1.4016	0.2452404	0.2490904	0.1748898	0.1752998	
1.404	0.2446736	0.2484772	0.1749551	0.17536	
1.4064	0.2443929	0.2481734	0.1749874	0.1753898	
1.4088	0.2441138	0.2478714	0.1750196	0.1754194	
1.4112	0.2438364	0.2475713	0.1750515	0.1754489	
1.4136	0.2435606	0.2472728	0.1750833	0.1754781	
1.416	0.243014	0.2466816	0.1751462	0.1755361	
1.4184	0.2427433	0.2463887	0.1751773	0.1755648	
1.4208	0.2424741	0.2460972	0.1752083	0.1755933	
1.4232	0.2422068	0.2458079	0.1752391	0.1756216	
1.4256	0.2419409	0.2455204	0.1752696	0.1756498	
1.428	0.2414141	0.2449501	0.1753302	0.1757056	
1.4304	0.2411532	0.2446675	0.1753602	0.1757332	
1.4328	0.2408938	0.2443868	0.17539	0.1757607	
1.4352	0.240636	0.2441077	0.1754196	0.175788	
1.4376	0.2403798	0.2438304	0.175449	0.1758151	
1.44	0.2398723	0.2432806	0.1755074	0.1758688	
1.4424	0.2396209	0.2430083	0.1755362	0.1758954	
1.4448	0.2393708	0.2427375	0.1755649	0.1759218	
1.4472	0.2391222	0.2424684	0.1755935	0.1759481	
1.4496	0.2388754	0.2422011	0.1756218	0.1759742	
1.452	0.2383859	0.2416711	0.1756779	0.1760259	
1.4544	0.2381436	0.2414086	0.1757057	0.1760515	
1.4568	0.2379025	0.2411475	0.1757334	0.1760769	
1.4592	0.2376629	0.2408884	0.1757608	0.1761022	
1.4616	0.2374249	0.2406305	0.1757881	0.1761273	
1.464	0.2369533	0.2401198	0.1758421	0.1761771	
1.4664	0.2367196	0.2398669	0.1758689	0.1762017	
1.4688	0.2364873	0.2396154	0.1758955	0.1762262	
1.4712	0.2362565	0.2393653	0.1759219	0.1762505	
1.4736	0.2360269	0.239117	0.1759482	0.1762747	
1.476	0.2355723	0.2386247	0.1760002	0.1763226	
1.4784	0.2353473	0.2383807	0.176026	0.1763463	
1.4808	0.2351235	0.2381383	0.1760516	0.1763699	
1.4832	0.234901	0.2378973	0.176077	0.1763933	
1.4856	0.2346799	0.2376578	0.1761023	0.1764166	
1.488	0.2342417	0.2371835	0.1761523	0.1764627	
1.4904	0.2340246	0.2369485	0.1761771	0.1764855	
1.4928	0.2338091	0.2367147	0.1762018	0.1765082	
1.4952	0.2335947	0.2364826	0.1762263	0.1765308	
1.4976	0.2333817	0.2362518	0.1762506	0.1765532	
1.5	0.2329595	0.2357947	0.1762988	0.1765975	
1.5024	0.2327504	0.235568	0.1763227	0.1766195	
1.5048	0.2325426	0.235343	0.1763464	0.1766413	
1.5072	0.232336	0.2351193	0.17637	0.176663	
1.5096	0.2321306	0.2348968	0.1763934	0.1766846	
1.512	0.2317241	0.2344562	0.1764398	0.1767273	
1.5144	0.2315226	0.2342379	0.1764627	0.1767485	
1.5168	0.2313223	0.2340207	0.1764856	0.1767695	
1.5192	0.2311233	0.2338052	0.1765083	0.1767904	
1.5216	0.2309256	0.2335908	0.1765308	0.1768111	
1.524	0.2305337	0.2331665	0.1765755	0.1768522	
1.5264	0.2303396	0.2329559	0.1765976	0.1768726	
1.5288	0.2301466	0.2327471	0.1766195	0.1768928	
1.5312	0.2299548	0.2325392	0.1766414	0.1769129	
1.5336	0.2297643	0.2323327	0.1766631	0.1769329	
1.536	0.2293867	0.2319235	0.1767061	0.1769724	
1.5384	0.2291999	0.2317208	0.1767273	0.176992	
1.5408	0.2290139	0.2315191	0.1767485	0.1770115	
1.5432	0.2288291	0.2313191	0.1767695	0.1770308	
1.5456	0.2286456	0.23112	0.1767904	0.17705	
1.548	0.2282819	0.2307259	0.1768318	0.1770881	
1.5504	0.2281017	0.2305305	0.1768522	0.177107	
1.5528	0.2279228	0.2303364	0.1768726	0.1771257	
1.5552	0.2277449	0.2301437	0.1768928	0.1771443	
1.5576	0.227568	0.229952	0.1769129	0.1771628	
1.56	0.2272177	0.2295721	0.1769527	0.1771994	
1.5624	0.2270442	0.2293838	0.1769724	0.1772176	
1.5648	0.2268716	0.2291969	0.176992	0.1772356	
1.5672	0.2267003	0.2290111	0.1770115	0.1772535	
1.5696	0.22653	0.2288264	0.1770308	0.1772713	
1.572	0.2261925	0.2284603	0.1770692	0.1773065	
1.5744	0.2260255	0.2282792	0.1770881	0.177324	
1.5768	0.2258592	0.2280991	0.177107	0.1773414	
1.5792	0.2256939	0.2279202	0.1771257	0.1773586	
1.5816	0.2255299	0.2277422	0.1771443	0.1773757	
1.584	0.2252049	0.2273898	0.1771812	0.1774096	
1.5864	0.225044	0.2272153	0.1771994	0.1774264	
1.5888	0.2248839	0.2270417	0.1772176	0.1774431	
1.5912	0.224725	0.2268693	0.1772356	0.1774597	
1.5936	0.2245669	0.2266979	0.1772535	0.1774762	
1.596	0.224254	0.2263583	0.177289	0.1775088	
1.5984	0.2240988	0.2261901	0.1773066	0.177525	
1.6008	0.2239449	0.2260231	0.177324	0.177541	
1.6032	0.2237916	0.2258569	0.1773414	0.177557	
1.6056	0.2236395	0.2256918	0.1773586	0.1775729	
1.608	0.2233377	0.2253649	0.1773927	0.1776043	
1.6104	0.2231884	0.2252029	0.1774096	0.1776198	
1.6128	0.22304	0.2250419	0.1774264	0.1776353	
1.6152	0.2228924	0.224882	0.1774431	0.1776507	
1.6176	0.2227458	0.2247231	0.1774597	0.1776659	
1.62	0.2224557	0.2244081	0.1774925	0.1776961	
1.6224	0.2223117	0.2242522	0.1775088	0.1777111	
1.6248	0.2221688	0.2240973	0.177525	0.177726	
1.6272	0.2220268	0.2239431	0.177541	0.1777407	
1.6296	0.2218858	0.2237899	0.177557	0.1777554	
1.632	0.2216061	0.2234867	0.1775886	0.1777845	
1.6344	0.2214679	0.2233362	0.1776043	0.1777989	
1.6368	0.22133	0.223187	0.1776198	0.1778132	
1.6392	0.2211936	0.2230384	0.1776353	0.1778274	
1.6416	0.2210574	0.222891	0.1776506	0.1778415	
1.644	0.2207882	0.2225987	0.1776811	0.1778695	
1.6464	0.2206551	0.2224542	0.1776961	0.1778833	
1.6488	0.2205225	0.2223104	0.1777111	0.1778971	
1.6512	0.2203909	0.2221676	0.1777259	0.1779108	
1.6536	0.22026	0.2220255	0.1777407	0.1779243	
1.656	0.2200007	0.2217443	0.17777	0.1779513	
1.6584	0.2198725	0.2216049	0.1777845	0.1779646	
1.6608	0.2197448	0.2214664	0.1777989	0.1779778	
1.6632	0.219618	0.2213289	0.1778132	0.177991	
1.6656	0.2194921	0.2211922	0.1778274	0.1780041	
1.668	0.2192426	0.2209213	0.1778555	0.1780299	
1.6704	0.2191188	0.220787	0.1778695	0.1780428	
1.6728	0.2189959	0.2206537	0.1778833	0.1780555	
1.6752	0.2188739	0.2205212	0.1778971	0.1780681	
1.6776	0.2187526	0.2203895	0.1779107	0.1780807	
1.68	0.2185125	0.2201285	0.1779378	0.1781056	
1.6824	0.2183933	0.2199994	0.1779512	0.178118	
1.6848	0.2182752	0.219871	0.1779646	0.1781302	
1.6872	0.2181576	0.2197434	0.1779778	0.1781424	
1.6896	0.2180408	0.2196165	0.177991	0.1781545	
1.692	0.2178097	0.2193655	0.178017	0.1781784	
1.6944	0.217695	0.2192413	0.1780299	0.1781903	
1.6968	0.2175812	0.2191178	0.1780427	0.1782021	
1.6992	0.2174679	0.218995	0.1780555	0.1782138	
1.7016	0.2173555	0.2188729	0.1780681	0.1782254	
1.704	0.2171329	0.2186311	0.1780932	0.1782485	
1.7064	0.2170225	0.2185113	0.1781056	0.1782599	
1.7088	0.2169129	0.2183923	0.1781179	0.1782712	
1.7112	0.216804	0.218274	0.1781302	0.1782825	
1.7136	0.2166958	0.2181565	0.1781424	0.1782937	
1.716	0.2164814	0.2179236	0.1781665	0.1783158	
1.7184	0.2163754	0.2178085	0.1781784	0.1783268	
1.7208	0.21627	0.2176937	0.1781903	0.1783377	
1.7232	0.2161652	0.2175798	0.1782021	0.1783486	
1.7256	0.2160609	0.2174668	0.1782138	0.1783593	
1.728	0.2158544	0.2172427	0.178237	0.1783807	
1.7304	0.2157524	0.2171319	0.1782485	0.1783912	
1.7328	0.2156509	0.2170217	0.1782599	0.1784017	
1.7352	0.2155499	0.216912	0.1782712	0.1784121	
1.7376	0.2154497	0.2168031	0.1782825	0.1784225	
1.74	0.215251	0.2165874	0.1783048	0.178443	
1.7424	0.2151525	0.2164806	0.1783158	0.1784532	
1.7448	0.2150548	0.2163745	0.1783268	0.1784633	
1.7472	0.2149576	0.216269	0.1783377	0.1784733	
1.7496	0.2148612	0.2161641	0.1783485	0.1784832	
1.752	0.2146698	0.2159564	0.17837	0.178503	
1.7544	0.2145751	0.2158537	0.1783806	0.1785128	
1.7568	0.214481	0.2157514	0.1783912	0.1785225	
1.7592	0.2143875	0.21565	0.1784017	0.1785321	
1.7616	0.2142948	0.2155492	0.1784121	0.1785417	
1.764	0.2141109	0.2153492	0.1784327	0.1785606	
1.7664	0.2140198	0.2152503	0.178443	0.17857	
1.7688	0.2139291	0.2151518	0.1784531	0.1785794	
1.7712	0.2138392	0.215054	0.1784632	0.1785887	
1.7736	0.2137496	0.2149569	0.1784732	0.1785979	
1.776	0.2135725	0.2147644	0.1784931	0.1786161	
1.7784	0.2134849	0.2146692	0.1785029	0.1786252	
1.7808	0.213398	0.2145743	0.1785127	0.1786341	
1.7832	0.2133113	0.2144804	0.1785224	0.178643	
1.7856	0.2132254	0.2143868	0.1785321	0.1786519	
1.788	0.2130548	0.2142016	0.1785512	0.1786694	
1.7904	0.2129704	0.21411	0.1785606	0.1786781	
1.7928	0.2128865	0.2140189	0.17857	0.1786868	
1.7952	0.212803	0.2139283	0.1785793	0.1786954	
1.7976	0.2127202	0.2138383	0.1785886	0.1787039	
1.8	0.2125562	0.2136599	0.178607	0.1787208	
1.8024	0.2124751	0.2135717	0.1786161	0.1787291	
1.8048	0.2123945	0.213484	0.1786251	0.1787374	
1.8072	0.2123142	0.213397	0.1786341	0.1787457	
1.8096	0.2122345	0.2133106	0.178643	0.1787539	
1.812	0.2120764	0.2131391	0.1786607	0.1787701	
1.8144	0.2119982	0.2130541	0.1786694	0.1787782	
1.8168	0.2119206	0.2129695	0.1786781	0.1787862	
1.8192	0.2118435	0.2128859	0.1786868	0.1787941	
1.8216	0.2117666	0.2128025	0.1786954	0.178802	
1.824	0.2116148	0.2126373	0.1787123	0.1788176	
1.8264	0.2115396	0.2125558	0.1787207	0.1788253	
1.8288	0.2114649	0.2124745	0.1787291	0.178833	
1.8312	0.2113905	0.2123939	0.1787374	0.1788406	
1.8336	0.2113168	0.2123138	0.1787457	0.1788482	
1.836	0.2111702	0.2121545	0.178762	0.1788633	
1.8384	0.211098	0.2120758	0.1787701	0.1788707	
1.8408	0.211026	0.2119976	0.1787782	0.1788781	
1.8432	0.2109543	0.2119199	0.1787861	0.1788854	
1.8456	0.2108835	0.2118428	0.1787941	0.1788927	
1.848	0.210743	0.2116902	0.1788098	0.1789072	
1.8504	0.2106732	0.2116144	0.1788176	0.1789143	
1.8528	0.2106041	0.211539	0.1788253	0.1789214	
1.8552	0.2105354	0.2114644	0.178833	0.1789284	
1.8576	0.210467	0.2113901	0.1788406	0.1789355	
1.86	0.2103316	0.2112429	0.1788557	0.1789494	
1.8624	0.2102644	0.2111701	0.1788632	0.1789563	
1.8648	0.2101979	0.2110976	0.1788707	0.1789631	
1.8672	0.2101316	0.2110256	0.1788781	0.1789699	
1.8696	0.2100657	0.2109542	0.1788854	0.1789766	
1.872	0.2099353	0.2108127	0.1788999	0.17899	
1.8744	0.2098708	0.2107426	0.1789071	0.1789966	
1.8768	0.2098067	0.2106729	0.1789143	0.1790032	
1.8792	0.209743	0.2106037	0.1789214	0.1790097	
1.8816	0.2096798	0.210535	0.1789284	0.1790162	
1.884	0.2095546	0.2103987	0.1789424	0.179029	
1.8864	0.2094924	0.2103312	0.1789494	0.1790354	
1.8888	0.2094307	0.2102641	0.1789562	0.1790417	
1.8912	0.2093694	0.2101976	0.1789631	0.179048	
1.8936	0.2093084	0.2101314	0.1789699	0.1790543	
1.896	0.2091879	0.2100002	0.1789833	0.1790666	
1.8984	0.2091283	0.2099351	0.17899	0.1790727	
1.9008	0.2090689	0.2098706	0.1789966	0.1790788	
1.9032	0.2090101	0.2098066	0.1790032	0.1790848	
1.9056	0.2089516	0.209743	0.1790097	0.1790908	
1.908	0.2088356	0.209617	0.1790226	0.1791027	
1.9104	0.2087783	0.2095548	0.179029	0.1791086	
1.9128	0.2087212	0.2094927	0.1790354	0.1791144	
1.9152	0.2086647	0.2094309	0.1790417	0.1791202	
1.9176	0.2086083	0.2093694	0.179048	0.179126	
1.92	0.2084967	0.2092481	0.1790604	0.1791374	
1.9224	0.2084414	0.209188	0.1790666	0.1791431	
1.9248	0.2083867	0.2091284	0.1790727	0.1791487	
1.9272	0.2083319	0.2090691	0.1790788	0.1791543	
1.9296	0.2082777	0.2090104	0.1790848	0.1791598	
1.932	0.2081703	0.2088935	0.1790968	0.1791708	
1.9344	0.2081171	0.2088357	0.1791027	0.1791762	
1.9368	0.2080642	0.2087784	0.1791085	0.1791816	
1.9392	0.2080117	0.2087213	0.1791144	0.179187	
1.9416	0.2079597	0.2086647	0.1791202	0.1791923	
1.944	0.2078564	0.2085525	0.1791317	0.1792029	
1.9464	0.2078054	0.2084969	0.1791374	0.1792081	
1.9488	0.2077547	0.2084416	0.179143	0.1792133	
1.9512	0.2077043	0.2083867	0.1791486	0.1792185	
1.9536	0.207654	0.2083323	0.1791542	0.1792236	
1.956	0.2075548	0.2082241	0.1791653	0.1792337	
1.9584	0.2075057	0.2081707	0.1791708	0.1792387	
1.9608	0.2074568	0.2081174	0.1791762	0.1792437	
1.9632	0.2074081	0.2080646	0.1791816	0.1792487	
1.9656	0.2073598	0.2080121	0.179187	0.1792536	
1.968	0.2072641	0.2079082	0.1791976	0.1792634	
1.9704	0.2072167	0.2078568	0.1792029	0.1792683	
1.9728	0.2071697	0.2078056	0.1792081	0.1792731	
1.9752	0.207123	0.207755	0.1792133	0.1792778	
1.9776	0.2070768	0.2077047	0.1792184	0.1792826	
1.98	0.2069848	0.2076044	0.1792286	0.179292	
1.9824	0.2069391	0.2075551	0.1792337	0.1792966	
1.9848	0.2068938	0.2075058	0.1792387	0.1793012	
1.9872	0.2068489	0.2074571	0.1792437	0.1793058	
1.9896	0.2068042	0.2074082	0.1792487	0.1793104	
1.992	0.2067157	0.207312	0.1792585	0.1793194	
1.9944	0.2066717	0.2072642	0.1792634	0.1793239	
1.9968	0.2066283	0.2072169	0.1792682	0.1793283	
1.9992	0.206585	0.2071698	0.1792731	0.1793327	
