Time	Rotation	
0	0	
0.0004	0	
0.0008	0	
0.0012	-4.235165E-22	
0.0016	-8.470329E-22	
0.002	-2.147536E-13	
0.0024	-2.147536E-13	
0.0028	-2.147536E-13	
0.0032	-2.147536E-13	
0.0036	-2.147536E-13	
0.004	-2.147536E-13	
0.0044	-2.147536E-13	
0.0048	-4.315463E-13	
0.0052	-6.483794E-13	
0.0056	-6.483794E-13	
0.006	-6.483794E-13	
0.0064	-6.483794E-13	
0.0068	-6.483794E-13	
0.0072	-8.652705E-13	
0.0076	-6.483962E-13	
0.007999999	-6.483962E-13	
0.0084	-8.652423E-13	
0.0088	-8.652423E-13	
0.0092	-1.082054E-12	
0.0096	-1.082054E-12	
0.01	-1.082054E-12	
0.0104	-1.082054E-12	
0.0108	-1.082054E-12	
0.0112	-1.298794E-12	
0.0116	-1.298794E-12	
0.012	-1.082091E-12	
0.0124	-1.298771E-12	
0.0128	-1.082117E-12	
0.0132	-1.082117E-12	
0.0136	-1.298733E-12	
0.014	-1.298733E-12	
0.0144	-1.298733E-12	
0.0148	-1.298733E-12	
0.0152	-1.298733E-12	
0.0156	-1.298733E-12	
0.016	-1.298733E-12	
0.0164	-1.298733E-12	
0.0168	-1.298733E-12	
0.0172	-1.298733E-12	
0.0176	-1.298733E-12	
0.018	-1.51522E-12	
0.0184	-1.51522E-12	
0.0188	-1.51522E-12	
0.0192	-1.51522E-12	
0.0196	-1.51522E-12	
0.02	-1.51522E-12	
0.0204	-1.73164E-12	
0.0208	-1.73164E-12	
0.0212	-1.73164E-12	
0.0216	-1.73164E-12	
0.022	-1.515269E-12	
0.0224	-1.515269E-12	
0.0228	-1.73161E-12	
0.0232	-1.73161E-12	
0.0236	-1.73161E-12	
0.024	-1.515308E-12	
0.0244	-1.515308E-12	
0.0248	-1.515308E-12	
0.0252	-1.515308E-12	
0.0256	-1.731564E-12	
0.026	-1.731564E-12	
0.0264	-1.731564E-12	
0.0268	-1.731564E-12	
0.0272	-1.731564E-12	
0.0276	-1.731564E-12	
0.028	-1.947761E-12	
0.0284	-1.947761E-12	
0.0288	-1.947761E-12	
0.0292	-1.947761E-12	
0.0296	-1.947761E-12	
0.03	-1.947761E-12	
0.0304	-2.163903E-12	
0.0308	-1.94778E-12	
0.0312	-1.94778E-12	
0.0316	-1.94778E-12	
0.032	-1.94778E-12	
0.0324	-2.163861E-12	
0.0328	-2.379923E-12	
0.0332	-2.595965E-12	
0.0336	-2.595965E-12	
0.034	-2.595965E-12	
0.0344	-2.595965E-12	
0.0348	-2.595965E-12	
0.0352	-2.595965E-12	
0.0356	-2.595965E-12	
0.036	-2.379985E-12	
0.0364	-2.379985E-12	
0.0368	-2.379985E-12	
0.0372	-2.379985E-12	
0.0376	-2.59593E-12	
0.038	-2.59593E-12	
0.0384	-2.59593E-12	
0.0388	-2.59593E-12	
0.0392	-2.59593E-12	
0.0396	-2.59593E-12	
0.04	-2.811825E-12	
0.0404	-2.811825E-12	
0.0408	-3.027697E-12	
0.0412	-3.027697E-12	
0.0416	-2.811849E-12	
0.042	-2.811849E-12	
0.0424	-2.811849E-12	
0.0428	-2.811849E-12	
0.0432	-2.811849E-12	
0.0436	-2.811849E-12	
0.044	-2.811849E-12	
0.0444	-2.811849E-12	
0.0448	-2.811849E-12	
0.0452	-2.811849E-12	
0.0456	-2.811849E-12	
0.046	-2.811849E-12	
0.0464	-2.811849E-12	
0.0468	-3.027614E-12	
0.0472	-3.027614E-12	
0.0476	-3.243357E-12	
0.048	-3.02763E-12	
0.0484	-3.24334E-12	
0.0488	-3.24334E-12	
0.0492	-3.24334E-12	
0.0496	-3.24334E-12	
0.05	-3.24334E-12	
0.0504	-3.24334E-12	
0.0508	-3.459003E-12	
0.0512	-3.459003E-12	
0.0516	-3.674644E-12	
0.052	-3.674644E-12	
0.0524	-3.674644E-12	
0.0528	-3.890257E-12	
0.0532	-4.105855E-12	
0.0536	-4.105855E-12	
0.054	-4.105855E-12	
0.0544	-4.105855E-12	
0.0548	-4.105855E-12	
0.0552	-4.105855E-12	
0.0556	-4.105855E-12	
0.056	-4.105855E-12	
0.0564	-4.105855E-12	
0.0568	-4.105855E-12	
0.0572	-4.105855E-12	
0.0576	-4.105855E-12	
0.058	-3.890328E-12	
0.0584	-3.890328E-12	
0.0588	-4.105836E-12	
0.0592	-4.321328E-12	
0.0596	-4.321328E-12	
0.06	-4.321328E-12	
0.0604	-4.536794E-12	
0.0608	-4.536794E-12	
0.0612	-4.752238E-12	
0.0616	-4.752238E-12	
0.062	-4.967662E-12	
0.0624	-5.18307E-12	
0.0628	-5.398462E-12	
0.0632	-5.398462E-12	
0.0636	-5.398462E-12	
0.064	-5.183098E-12	
0.06439999	-5.398447E-12	
0.0648	-5.398447E-12	
0.0652	-5.398447E-12	
0.0656	-5.61377E-12	
0.066	-5.61377E-12	
0.0664	-5.61377E-12	
0.0668	-5.61377E-12	
0.0672	-5.61377E-12	
0.0676	-5.61377E-12	
0.068	-5.61377E-12	
0.0684	-5.82905E-12	
0.06879999	-6.044317E-12	
0.0692	-6.044317E-12	
0.0696	-6.044317E-12	
0.07	-6.044317E-12	
0.0704	-6.044317E-12	
0.0708	-6.25955E-12	
0.0712	-6.47477E-12	
0.0716	-6.47477E-12	
0.072	-6.47477E-12	
0.0724	-6.47477E-12	
0.0728	-6.47477E-12	
0.07319999	-6.47477E-12	
0.0736	-6.689953E-12	
0.074	-6.689953E-12	
0.0744	-6.689953E-12	
0.0748	-6.689953E-12	
0.0752	-6.689953E-12	
0.0756	-6.689953E-12	
0.076	-6.689953E-12	
0.0764	-6.689953E-12	
0.0768	-6.689953E-12	
0.0772	-6.689953E-12	
0.07759999	-6.689953E-12	
0.078	-6.689953E-12	
0.0784	-6.689953E-12	
0.0788	-6.905077E-12	
0.0792	-6.905077E-12	
0.0796	-6.689971E-12	
0.08	-6.905064E-12	
0.0804	-7.120141E-12	
0.0808	-7.120141E-12	
0.0812	-7.120141E-12	
0.0816	-7.120141E-12	
0.08199999	-7.120141E-12	
0.0824	-7.120141E-12	
0.0828	-7.335182E-12	
0.0832	-7.335182E-12	
0.0836	-7.335182E-12	
0.084	-7.5502E-12	
0.0844	-7.5502E-12	
0.0848	-7.335199E-12	
0.0852	-7.335199E-12	
0.0856	-7.550183E-12	
0.086	-7.550183E-12	
0.08639999	-7.765148E-12	
0.08679999	-7.765148E-12	
0.0872	-7.980094E-12	
0.0876	-7.980094E-12	
0.088	-7.980094E-12	
0.0884	-8.195017E-12	
0.0888	-8.195017E-12	
0.0892	-8.195017E-12	
0.0896	-8.195017E-12	
0.09	-8.195017E-12	
0.0904	-8.195017E-12	
0.09079999	-7.980126E-12	
0.09119999	-7.980126E-12	
0.0916	-7.980126E-12	
0.092	-8.194997E-12	
0.0924	-8.409854E-12	
0.0928	-8.409854E-12	
0.0932	-8.409854E-12	
0.0936	-8.62469E-12	
0.094	-8.62469E-12	
0.0944	-8.62469E-12	
0.0948	-8.62469E-12	
0.09519999	-8.839499E-12	
0.09559999	-8.839499E-12	
0.096	-8.839499E-12	
0.0964	-8.839499E-12	
0.0968	-8.839499E-12	
0.0972	-8.839499E-12	
0.0976	-9.054279E-12	
0.098	-9.054279E-12	
0.0984	-9.269043E-12	
0.0988	-9.483794E-12	
0.0992	-9.698531E-12	
0.09959999	-9.483807E-12	
0.09999999	-9.483807E-12	
