Time	Rotation	
0	0	
0.0004	0	
0.0008	5.419147E-17	
0.0012	5.419147E-17	
0.0016	1.088431E-16	
0.002	1.088431E-16	
0.0024	1.637255E-16	
0.0028	2.186842E-16	
0.0032	2.737003E-16	
0.0036	3.28759E-16	
0.004	3.838495E-16	
0.0044	4.389632E-16	
0.0048	4.940938E-16	
0.0052	5.492365E-16	
0.0056	6.043881E-16	
0.006	6.595458E-16	
0.0064	7.147078E-16	
0.0068	7.698725E-16	
0.0072	8.250391E-16	
0.0076	8.802069E-16	
0.007999999	9.353752E-16	
0.0084	9.905436E-16	
0.0088	1.045712E-15	
0.0092	1.10088E-15	
0.0096	1.156048E-15	
0.01	1.211214E-15	
0.0104	1.266381E-15	
0.0108	1.321546E-15	
0.0112	1.376711E-15	
0.0116	1.431876E-15	
0.012	1.487039E-15	
0.0124	1.542202E-15	
0.0128	1.597364E-15	
0.0132	1.652525E-15	
0.0136	1.707685E-15	
0.014	1.762845E-15	
0.0144	1.818004E-15	
0.0148	1.873162E-15	
0.0152	1.92832E-15	
0.0156	1.983477E-15	
0.016	2.038633E-15	
0.0164	2.093789E-15	
0.0168	2.148944E-15	
0.0172	2.204098E-15	
0.0176	2.259252E-15	
0.018	2.314405E-15	
0.0184	2.369557E-15	
0.0188	2.424709E-15	
0.0192	2.479861E-15	
0.0196	2.535012E-15	
0.02	2.590162E-15	
0.0204	2.645312E-15	
0.0208	2.700461E-15	
0.0212	2.75561E-15	
0.0216	2.810758E-15	
0.022	2.865906E-15	
0.0224	2.921053E-15	
0.0228	2.9762E-15	
0.0232	3.031347E-15	
0.0236	3.086493E-15	
0.024	3.141638E-15	
0.0244	3.196783E-15	
0.0248	3.251928E-15	
0.0252	3.307072E-15	
0.0256	3.362216E-15	
0.026	3.417359E-15	
0.0264	3.472502E-15	
0.0268	3.527645E-15	
0.0272	3.582788E-15	
0.0276	3.637929E-15	
0.028	3.693071E-15	
0.0284	3.748212E-15	
0.0288	3.803353E-15	
0.0292	3.858494E-15	
0.0296	3.913634E-15	
0.03	3.968774E-15	
0.0304	4.023914E-15	
0.0308	4.079053E-15	
0.0312	4.134192E-15	
0.0316	4.189331E-15	
0.032	4.244469E-15	
0.0324	4.299607E-15	
0.0328	4.354745E-15	
0.0332	4.409883E-15	
0.0336	4.46502E-15	
0.034	4.520157E-15	
0.0344	4.575294E-15	
0.0348	4.630431E-15	
0.0352	4.685567E-15	
0.0356	4.740704E-15	
0.036	4.79584E-15	
0.0364	4.850975E-15	
0.0368	4.906111E-15	
0.0372	4.961246E-15	
0.0376	5.016381E-15	
0.038	5.071515E-15	
0.0384	5.12665E-15	
0.0388	5.181784E-15	
0.0392	5.236918E-15	
0.0396	5.292052E-15	
0.04	5.347186E-15	
0.0404	5.40232E-15	
0.0408	5.457453E-15	
0.0412	5.512586E-15	
0.0416	5.56772E-15	
0.042	5.622852E-15	
0.0424	5.677985E-15	
0.0428	5.733118E-15	
0.0432	5.78825E-15	
0.0436	5.843382E-15	
0.044	5.898515E-15	
0.0444	5.953646E-15	
0.0448	6.008778E-15	
0.0452	6.06391E-15	
0.0456	6.119041E-15	
0.046	6.174173E-15	
0.0464	6.229304E-15	
0.0468	6.284436E-15	
0.0472	6.339566E-15	
0.0476	6.394697E-15	
0.048	6.449828E-15	
0.0484	6.504959E-15	
0.0488	6.560089E-15	
0.0492	6.61522E-15	
0.0496	6.67035E-15	
0.05	6.72548E-15	
0.0504	6.78061E-15	
0.0508	6.83574E-15	
0.0512	6.89087E-15	
0.0516	6.946E-15	
0.052	7.001129E-15	
0.0524	7.056259E-15	
0.0528	7.111388E-15	
0.0532	7.166517E-15	
0.0536	7.221646E-15	
0.054	7.276775E-15	
0.0544	7.331904E-15	
0.0548	7.387034E-15	
0.0552	7.442163E-15	
0.0556	7.497292E-15	
0.056	7.552421E-15	
0.0564	7.607549E-15	
0.0568	7.662678E-15	
0.0572	7.717806E-15	
0.0576	7.772934E-15	
0.058	7.828063E-15	
0.0584	7.883191E-15	
0.0588	7.938319E-15	
0.0592	7.993417E-15	
0.0596	8.04851E-15	
0.06	8.103602E-15	
0.0604	8.158692E-15	
0.0608	8.213782E-15	
0.0612	8.26887E-15	
0.0616	8.323959E-15	
0.062	8.379046E-15	
0.0624	8.434134E-15	
0.0628	8.489221E-15	
0.0632	8.544308E-15	
0.0636	8.599394E-15	
0.064	8.654481E-15	
0.06439999	8.709568E-15	
0.0648	8.764655E-15	
0.0652	8.819742E-15	
0.0656	8.874828E-15	
0.066	8.929914E-15	
0.0664	8.985E-15	
0.0668	9.040086E-15	
0.0672	9.095172E-15	
0.0676	9.150258E-15	
0.068	9.205344E-15	
0.0684	9.26043E-15	
0.06879999	9.315516E-15	
0.0692	9.370602E-15	
0.0696	9.425688E-15	
0.07	9.480774E-15	
0.0704	9.53586E-15	
0.0708	9.590946E-15	
0.0712	9.646032E-15	
0.0716	9.701117E-15	
0.072	9.756203E-15	
0.0724	9.811289E-15	
0.0728	9.866375E-15	
0.07319999	9.921461E-15	
0.0736	9.976547E-15	
0.074	1.003163E-14	
0.0744	1.008672E-14	
0.0748	1.01418E-14	
0.0752	1.019689E-14	
0.0756	1.025198E-14	
0.076	1.030706E-14	
0.0764	1.036215E-14	
0.0768	1.041723E-14	
0.0772	1.047232E-14	
0.07759999	1.05274E-14	
0.078	1.058249E-14	
0.0784	1.063757E-14	
0.0788	1.069266E-14	
0.0792	1.074774E-14	
0.0796	1.080283E-14	
0.08	1.085791E-14	
0.0804	1.0913E-14	
0.0808	1.096808E-14	
0.0812	1.102317E-14	
0.0816	1.107825E-14	
0.08199999	1.113334E-14	
0.0824	1.118842E-14	
0.0828	1.124351E-14	
0.0832	1.129859E-14	
0.0836	1.135368E-14	
0.084	1.140876E-14	
0.0844	1.146385E-14	
0.0848	1.151893E-14	
0.0852	1.157402E-14	
0.0856	1.16291E-14	
0.086	1.168419E-14	
0.08639999	1.173927E-14	
0.08679999	1.179436E-14	
0.0872	1.184944E-14	
0.0876	1.190453E-14	
0.088	1.195961E-14	
0.0884	1.20147E-14	
0.0888	1.206978E-14	
0.0892	1.212487E-14	
0.0896	1.217996E-14	
0.09	1.223504E-14	
0.0904	1.229013E-14	
0.09079999	1.234521E-14	
0.09119999	1.24003E-14	
0.0916	1.245538E-14	
0.092	1.251047E-14	
0.0924	1.256555E-14	
0.0928	1.262064E-14	
0.0932	1.267572E-14	
0.0936	1.273081E-14	
0.094	1.278589E-14	
0.0944	1.284098E-14	
0.0948	1.289606E-14	
0.09519999	1.295115E-14	
0.09559999	1.300623E-14	
0.096	1.306132E-14	
0.0964	1.31164E-14	
0.0968	1.317149E-14	
0.0972	1.322657E-14	
0.0976	1.328166E-14	
0.098	1.333674E-14	
0.0984	1.339183E-14	
0.0988	1.344691E-14	
0.0992	1.3502E-14	
0.09959999	1.355708E-14	
0.09999999	1.361217E-14	
0.1004	1.366725E-14	
0.1008	1.372234E-14	
0.1012	1.377742E-14	
0.1016	1.383251E-14	
0.102	1.388759E-14	
0.1024	1.394268E-14	
0.1028	1.399776E-14	
0.1032	1.405285E-14	
0.1036	1.410793E-14	
0.104	1.416302E-14	
0.1044	1.42181E-14	
0.1048	1.427319E-14	
0.1052	1.432827E-14	
0.1056	1.438336E-14	
0.106	1.443844E-14	
0.1064	1.449352E-14	
0.1068	1.454861E-14	
0.1072	1.460369E-14	
