Time	Vm	
0	-0.0696079	
0.0002	-0.06923116	
0.0004	-0.0688692	
0.0006	-0.06852144	
0.0008	-0.06818731	
0.0009999999	-0.06786628	
0.0012	-0.06755784	
0.0014	-0.06726149	
0.0016	-0.06697676	
0.0018	-0.0667032	
0.002	-0.06644037	
0.0022	-0.06618784	
0.0024	-0.06594521	
0.0026	-0.06571209	
0.0028	-0.06548811	
0.003	-0.06527292	
0.0032	-0.06506616	
0.0034	-0.06486752	
0.0036	-0.06467666	
0.0038	-0.06449328	
0.004	-0.0643171	
0.0042	-0.06414783	
0.0044	-0.06398518	
0.0046	-0.06382892	
0.0048	-0.06367879	
0.005	-0.06353454	
0.0052	-0.06339595	
0.0054	-0.0632628	
0.0056	-0.06313486	
0.0058	-0.06301194	
0.006	-0.06289384	
0.0062	-0.06278037	
0.0064	-0.06267135	
0.0066	-0.06256661	
0.0068	-0.06246597	
0.007	-0.06236928	
0.0072	-0.06227637	
0.0074	-0.06218712	
0.0076	-0.06210136	
0.0078	-0.06201897	
0.007999999	-0.06193981	
0.0082	-0.06186374	
0.0084	-0.06179066	
0.008599999	-0.06172045	
0.0088	-0.06165299	
0.009	-0.06158818	
0.0092	-0.0615259	
0.0094	-0.06146607	
0.0096	-0.06140858	
0.0098	-0.06135336	
0.01	-0.06130029	
0.0102	-0.0612493	
0.0104	-0.06120032	
0.0106	-0.06115325	
0.0108	-0.06110803	
0.011	-0.06106458	
0.0112	-0.06102284	
0.0114	-0.06098273	
0.0116	-0.0609442	
0.0118	-0.06090718	
0.012	-0.0608716	
0.0122	-0.06083743	
0.0124	-0.06080459	
0.0126	-0.06077304	
0.0128	-0.06074273	
0.013	-0.06071361	
0.0132	-0.06068563	
0.0134	-0.06065875	
0.0136	-0.06063291	
0.0138	-0.0606081	
0.014	-0.06058426	
0.0142	-0.06056135	
0.0144	-0.06053934	
0.0146	-0.06051819	
0.0148	-0.06049787	
0.015	-0.06047835	
0.0152	-0.06045959	
0.0154	-0.06044157	
0.0156	-0.06042426	
0.0158	-0.06040762	
0.016	-0.06039163	
0.0162	-0.06037628	
0.0164	-0.06036153	
0.0166	-0.06034735	
0.0168	-0.06033373	
0.017	-0.06032065	
0.0172	-0.06030808	
0.0174	-0.060296	
0.0176	-0.06028439	
0.0178	-0.06027324	
0.018	-0.06026253	
0.0182	-0.06025223	
0.0184	-0.06024235	
0.0186	-0.06023284	
0.0188	-0.06022372	
0.019	-0.06021494	
0.0192	-0.06020651	
0.0194	-0.06019842	
0.0196	-0.06019064	
0.0198	-0.06018316	
0.02	-0.06017598	
0.0202	-0.06016908	
0.0204	-0.06016245	
0.0206	-0.06015608	
0.0208	-0.06014996	
0.021	-0.06014407	
0.0212	-0.06013842	
0.0214	-0.060133	
0.0216	-0.06012778	
0.0218	-0.06012277	
0.022	-0.06011796	
0.0222	-0.06011333	
0.0224	-0.06010889	
0.0226	-0.06010462	
0.0228	-0.06010052	
0.023	-0.06009658	
0.0232	-0.06009279	
0.0234	-0.06008915	
0.0236	-0.06008565	
0.0238	-0.0600823	
0.024	-0.06007907	
0.0242	-0.06007597	
0.0244	-0.06007299	
0.0246	-0.06007013	
0.0248	-0.06006738	
0.025	-0.06006474	
0.0252	-0.0600622	
0.0254	-0.06005975	
0.0256	-0.06005741	
0.0258	-0.06005516	
0.026	-0.060053	
0.0262	-0.06005092	
0.0264	-0.06004892	
0.0266	-0.060047	
0.0268	-0.06004516	
0.027	-0.06004339	
0.0272	-0.06004169	
0.0274	-0.06004005	
0.0276	-0.06003848	
0.0278	-0.06003697	
0.028	-0.06003552	
0.0282	-0.06003413	
0.0284	-0.06003279	
0.0286	-0.06003151	
0.0288	-0.06003027	
0.029	-0.06002908	
0.0292	-0.06002794	
0.0294	-0.06002685	
0.0296	-0.0600258	
0.0298	-0.06002478	
0.03	-0.06002381	
0.0302	-0.06002288	
0.0304	-0.06002198	
0.0306	-0.06002112	
0.0308	-0.06002029	
0.031	-0.06001949	
0.0312	-0.06001873	
0.0314	-0.060018	
0.0316	-0.06001729	
0.0318	-0.06001662	
0.032	-0.06001597	
0.0322	-0.06001534	
0.0324	-0.06001474	
0.0326	-0.06001416	
0.0328	-0.0600136	
0.033	-0.06001307	
0.0332	-0.06001256	
0.0334	-0.06001206	
0.0336	-0.06001159	
0.0338	-0.06001114	
0.034	-0.06001071	
0.0342	-0.06001028	
0.0344	-0.06000988	
0.0346	-0.06000949	
0.0348	-0.06000912	
0.035	-0.06000876	
0.0352	-0.06000841	
0.0354	-0.06000809	
0.0356	-0.06000777	
0.0358	-0.06000746	
0.036	-0.06000717	
0.0362	-0.06000689	
0.0364	-0.06000662	
0.0366	-0.06000636	
0.0368	-0.06000611	
0.037	-0.06000587	
0.0372	-0.06000564	
0.0374	-0.06000542	
0.0376	-0.0600052	
0.0378	-0.060005	
0.038	-0.0600048	
0.0382	-0.06000461	
0.0384	-0.06000442	
0.0386	-0.06000425	
0.0388	-0.06000408	
0.039	-0.06000392	
0.0392	-0.06000377	
0.0394	-0.06000362	
0.0396	-0.06000348	
0.0398	-0.06000334	
0.04	-0.06000321	
0.0402	-0.06000309	
0.0404	-0.06000297	
0.0406	-0.06000285	
0.0408	-0.06000274	
0.041	-0.06000263	
0.0412	-0.06000253	
0.0414	-0.06000243	
0.0416	-0.06000233	
0.0418	-0.06000224	
0.042	-0.06000216	
0.0422	-0.06000207	
0.0424	-0.06000199	
0.0426	-0.06000191	
0.0428	-0.06000184	
0.043	-0.06000176	
0.0432	-0.0600017	
0.0434	-0.06000163	
0.0436	-0.06000157	
0.0438	-0.06000151	
0.044	-0.06000145	
0.0442	-0.06000139	
0.0444	-0.06000134	
0.0446	-0.06000128	
0.0448	-0.06000123	
0.045	-0.06000118	
0.0452	-0.06000114	
0.0454	-0.06000109	
0.0456	-0.06000105	
0.0458	-0.06000101	
0.046	-0.06000097	
0.0462	-0.06000093	
0.0464	-0.06000089	
0.0466	-0.06000086	
0.0468	-0.06000083	
0.047	-0.06000079	
0.0472	-0.06000076	
0.0474	-0.06000073	
0.0476	-0.0600007	
0.0478	-0.06000068	
0.048	-0.06000065	
0.0482	-0.06000062	
0.0484	-0.0600006	
0.0486	-0.06000058	
0.0488	-0.06000056	
0.049	-0.06000054	
0.0492	-0.06000051	
0.0494	-0.06000049	
0.0496	-0.06000047	
0.0498	-0.06000045	
0.05	-0.05882411	
0.0502	-0.05769391	
0.0504	-0.05660801	
0.0506	-0.05556469	
0.0508	-0.05456229	
0.051	-0.05359919	
0.0512	-0.05267385	
0.0514	-0.0517848	
0.0516	-0.0509306	
0.0518	-0.0501099	
0.052	-0.04932138	
0.0522	-0.04856378	
0.0524	-0.04783588	
0.0526	-0.04713653	
0.0528	-0.0464646	
0.053	0	
0.0532	-0.04614046	
0.0534	-0.04637834	
0.0536	-0.04654385	
0.0538	-0.04664648	
0.054	-0.0466944	
0.0542	-0.04669458	
0.0544	-0.04665308	
0.0546	-0.04657515	
0.0548	-0.04646535	
0.055	-0.04632769	
0.0552	-0.04616568	
0.0554	-0.04598245	
0.0556	-0.04578072	
0.0558	-0.04556296	
0.056	0	
0.0562	-0.04603404	
0.0564	-0.04659351	
0.0566	-0.04703109	
0.0568	-0.04736445	
0.057	-0.04760836	
0.0572	-0.0477752	
0.0574	-0.04787543	
0.0576	-0.04791794	
0.0578	-0.0479103	
0.058	-0.04785902	
0.0582	-0.04776971	
0.0584	-0.04764724	
0.0586	-0.04749583	
0.0588	-0.04731921	
0.059	-0.04712061	
0.0592	-0.04690293	
0.0594	-0.0466687	
0.0596	-0.04642019	
0.0598	-0.04615941	
0.06	-0.04588817	
0.0602	-0.04560809	
0.0604	-0.04532064	
0.0606	-0.04502711	
0.0608	-0.04472871	
0.061	0	
0.0612	-0.04510555	
0.0614	-0.04564953	
0.0616	-0.04607796	
0.0618	-0.04640713	
0.062	-0.04665071	
0.0622	-0.04682027	
0.0624	-0.04692561	
0.0626	-0.04697512	
0.0628	-0.04697597	
0.063	-0.04693438	
0.0632	-0.0468557	
0.0634	-0.0467446	
0.0636	-0.04660518	
0.0638	-0.04644104	
0.064	-0.04625532	
0.0642	-0.04605083	
0.06439999	-0.04583005	
0.0646	-0.0455952	
0.0648	-0.04534825	
0.065	-0.04509098	
0.0652	-0.04482498	
0.0654	-0.04455169	
0.0656	-0.04427239	
0.0658	-0.04398825	
0.066	0	
0.0662	-0.04442158	
0.0664	-0.04500387	
0.06659999	-0.04546716	
0.0668	-0.04582813	
0.067	-0.04610081	
0.0672	-0.04629706	
0.0674	-0.04642696	
0.0676	-0.04649911	
0.0678	-0.04652093	
0.068	-0.04649877	
0.0682	-0.04643817	
0.0684	-0.04634394	
0.0686	-0.0462203	
0.06879999	-0.04607094	
0.069	-0.04589912	
0.0692	-0.04570772	
0.0694	-0.0454993	
0.0696	-0.04527615	
0.0698	-0.0450403	
0.07	-0.04479358	
0.0702	-0.04453763	
0.0704	-0.04427392	
0.0706	-0.04400378	
0.0708	-0.04372841	
0.07099999	-0.04344892	
0.0712	0	
0.0714	-0.04391402	
0.0716	-0.04452074	
0.0718	-0.04500656	
0.072	-0.04538836	
0.0722	-0.04568032	
0.0724	-0.04589445	
0.0726	-0.04604097	
0.0728	-0.04612861	
0.073	-0.04616487	
0.07319999	-0.04615624	
0.0734	-0.04610832	
0.0736	-0.04602602	
0.0738	-0.04591361	
0.074	-0.04577485	
0.0742	-0.04561308	
0.0744	-0.04543121	
0.0746	-0.04523186	
0.0748	-0.04501734	
0.075	-0.04478974	
0.0752	-0.0445509	
0.07539999	-0.0443025	
0.0756	-0.04404604	
0.0758	-0.04378287	
0.076	-0.04351421	
0.0762	-0.04324118	
0.0764	0	
0.0766	-0.04372622	
0.0768	-0.04434522	
0.077	-0.04484211	
0.0772	-0.0452339	
0.0774	-0.04553492	
0.07759999	-0.04575729	
0.0778	-0.04591133	
0.078	-0.04600585	
0.0782	-0.04604843	
0.0784	-0.04604561	
0.0786	-0.04600306	
0.0788	-0.04592573	
0.079	-0.04581793	
0.0792	-0.04568347	
0.0794	-0.04552569	
0.0796	-0.04534756	
0.07979999	-0.04515172	
0.08	-0.04494049	
0.0802	-0.04471599	
0.0804	-0.04448007	
0.0806	-0.04423444	
0.0808	-0.04398059	
0.081	-0.0437199	
0.0812	-0.0434536	
0.0814	-0.04318281	
0.0816	-0.04290853	
0.0818	0	
0.08199999	-0.04340646	
0.0822	-0.04403805	
0.0824	-0.04454681	
0.0826	-0.04494977	
0.0828	-0.04526131	
0.083	-0.04549359	
0.0832	-0.04565697	
0.0834	-0.0457603	
0.0836	-0.04581121	
0.0838	-0.04581627	
0.084	-0.04578119	
0.08419999	-0.04571095	
0.0844	-0.04560991	
0.0846	-0.04548189	
0.0848	-0.04533026	
0.085	-0.04515801	
0.0852	-0.0449678	
0.0854	-0.04476198	
0.0856	-0.04454267	
0.0858	-0.04431177	
0.086	-0.04407096	
0.0862	-0.04382178	
0.08639999	-0.0435656	
0.0866	-0.04330366	
0.08679999	-0.0430371	
0.087	-0.04276693	
0.0872	0	
0.0874	-0.04327797	
0.0876	-0.04391776	
0.0878	-0.04443392	
0.088	-0.04484359	
0.0882	-0.04516122	
0.0884	-0.04539905	
0.08859999	-0.0455675	
0.0888	-0.04567548	
0.08899999	-0.04573066	
0.0892	-0.04573967	
0.0894	-0.04570824	
0.0896	-0.04564138	
0.0898	-0.04554348	
0.09	-0.04541838	
0.0902	-0.04526948	
0.0904	-0.04509979	
0.0906	-0.04491198	
0.09079999	-0.04470842	
0.091	-0.04449124	
0.09119999	-0.04426235	
0.0914	-0.04402344	
0.0916	-0.04377606	
0.0918	-0.04352159	
0.092	-0.04326129	
0.0922	-0.04299628	
0.0924	-0.04272759	
0.0926	0	
0.0928	-0.04324282	
0.09299999	-0.0438851	
0.0932	-0.04440349	
0.09339999	-0.04481516	
0.0936	-0.0451346	
0.0938	-0.04537407	
0.094	-0.045544	
0.0942	-0.04565334	
0.0944	-0.04570977	
0.0946	-0.04571991	
0.0948	-0.04568952	
0.095	-0.04562363	
0.09519999	-0.04552662	
0.0954	-0.04540234	
0.09559999	-0.04525422	
0.0958	-0.04508524	
0.096	-0.0448981	
0.0962	-0.04469517	
0.0964	-0.04447857	
0.0966	-0.04425022	
0.0968	-0.04401184	
0.097	-0.04376494	
0.0972	-0.04351093	
0.09739999	-0.04325106	
0.0976	-0.04298646	
0.09779999	-0.04271815	
0.098	-0.04244708	
0.0982	0	
0.0984	-0.04297101	
0.0986	-0.0436231	
0.0988	-0.04415083	
0.099	-0.04457139	
0.0992	-0.04489926	
0.0994	-0.04514673	
0.09959999	-0.04532427	
0.0998	-0.04544082	
0.09999999	-0.04666431	
0.1002	-0.04776809	
0.1004	-0.04876608	
0.1006	-0.04967029	
0.1008	-0.05049115	
0.101	-0.0512377	
0.1012	-0.05191786	
0.1014	-0.05253853	
0.1016	-0.05310578	
0.1018	-0.05362495	
0.102	-0.05410076	
0.1022	-0.05453737	
0.1024	-0.0549385	
0.1026	-0.05530743	
0.1028	-0.0556471	
0.103	-0.05596015	
0.1032	-0.05624892	
0.1034	-0.05651552	
0.1036	-0.05676186	
0.1038	-0.05698964	
0.104	-0.05720041	
0.1042	-0.05739558	
0.1044	-0.0575764	
0.1046	-0.05774403	
0.1048	-0.05789952	
0.105	-0.05804382	
0.1052	-0.05817779	
0.1054	-0.05830223	
0.1056	-0.05841788	
0.1058	-0.05852538	
0.106	-0.05862535	
0.1062	-0.05871835	
0.1064	-0.0588049	
0.1066	-0.05888546	
0.1068	-0.05896046	
0.107	-0.05903032	
0.1072	-0.05909539	
0.1074	-0.05915602	
0.1076	-0.05921252	
0.1078	-0.05926519	
0.108	-0.0593143	
0.1082	-0.05936008	
0.1084	-0.05940278	
0.1086	-0.0594426	
0.1088	-0.05947975	
0.109	-0.0595144	
0.1092	-0.05954674	
0.1094	-0.05957691	
0.1096	-0.05960507	
0.1098	-0.05963135	
0.11	-0.05965587	
0.1102	-0.05967877	
0.1104	-0.05970014	
0.1106	-0.05972009	
0.1108	-0.05973872	
0.111	-0.05975611	
0.1112	-0.05977235	
0.1114	-0.0597875	
0.1116	-0.05980166	
0.1118	-0.05981488	
0.112	-0.05982722	
0.1122	-0.05983874	
0.1124	-0.0598495	
0.1126	-0.05985955	
0.1128	-0.05986894	
0.113	-0.0598777	
0.1132	-0.05988588	
0.1134	-0.05989352	
0.1136	-0.05990065	
0.1138	-0.05990732	
0.114	-0.05991354	
0.1142	-0.05991935	
0.1144	-0.05992477	
0.1146	-0.05992984	
0.1148	-0.05993457	
0.115	-0.05993898	
0.1152	-0.0599431	
0.1154	-0.05994695	
0.1156	-0.05995054	
0.1158	-0.05995389	
0.116	-0.05995702	
0.1162	-0.05995994	
0.1164	-0.05996267	
0.1166	-0.05996522	
0.1168	-0.05996759	
0.117	-0.05996981	
