Time	MeshX	MeshY	
0	0	-0.3	
0.001	0	-0.3	
0.002	-6.176598E-05	-0.3	
0.003	-0.0001108525	-0.3	
0.004	-0.0002096328	-0.3	
0.005	-0.0003629772	-0.2999998	
0.006	-0.0005685905	-0.2999996	
0.007	-0.0008211341	-0.2999991	
0.008	-0.001114363	-0.2999983	
0.009000001	-0.001442232	-0.2999969	
0.01	-0.001799405	-0.2999952	
0.011	-0.002181402	-0.2999927	
0.012	-0.002584578	-0.2999897	
0.013	-0.00300601	-0.2999859	
0.014	-0.003443363	-0.2999813	
0.015	-0.003894766	-0.2999759	
0.016	-0.004358697	-0.2999696	
0.017	-0.004833897	-0.2999625	
0.018	-0.005319306	-0.2999544	
0.019	-0.005814008	-0.2999453	
0.02	-0.006317199	-0.2999352	
0.021	-0.006828165	-0.2999241	
0.022	-0.007346261	-0.2999119	
0.023	-0.0078709	-0.2998987	
0.024	-0.008401544	-0.2998844	
0.025	-0.008937703	-0.299869	
0.026	-0.009478922	-0.2998524	
0.027	-0.01002479	-0.2998347	
0.028	-0.01057491	-0.2998159	
0.029	-0.01112894	-0.2997959	
0.03	-0.01168656	-0.2997747	
0.031	-0.01224746	-0.2997524	
0.032	-0.01281136	-0.2997288	
0.033	-0.01337802	-0.2997041	
0.034	-0.01394721	-0.2996782	
0.035	-0.0145187	-0.2996511	
0.036	-0.01509231	-0.2996228	
0.037	-0.01566785	-0.2995933	
0.038	-0.01624516	-0.2995626	
0.039	-0.01682408	-0.2995307	
0.04	-0.01740448	-0.2994975	
0.041	-0.01798622	-0.2994632	
0.042	-0.01856919	-0.2994276	
0.043	-0.01915328	-0.2993908	
0.044	-0.01973839	-0.2993528	
0.045	-0.02032443	-0.2993136	
0.046	-0.0209113	-0.2992732	
0.047	-0.02149894	-0.2992316	
0.048	-0.02208727	-0.2991888	
0.049	-0.02267623	-0.2991447	
0.05	-0.02326575	-0.2990995	
0.051	-0.02385578	-0.299053	
0.052	-0.02444627	-0.2990053	
0.053	-0.02503716	-0.2989564	
0.054	-0.02562843	-0.2989063	
0.055	-0.02622001	-0.298855	
0.056	-0.02681189	-0.2988026	
0.057	-0.02740401	-0.2987488	
0.058	-0.02799636	-0.2986939	
0.059	-0.02858889	-0.2986378	
0.06	-0.02918158	-0.2985805	
0.061	-0.02977442	-0.298522	
0.062	-0.03036736	-0.2984622	
0.063	-0.03096039	-0.2984013	
0.064	-0.0315535	-0.2983392	
0.06500001	-0.03214664	-0.2982759	
0.066	-0.03273983	-0.2982114	
0.067	-0.03333302	-0.2981457	
0.068	-0.03392622	-0.2980787	
0.06900001	-0.03451939	-0.2980107	
0.07	-0.03511254	-0.2979414	
0.071	-0.03570564	-0.297871	
0.072	-0.03629867	-0.2977993	
0.07300001	-0.03689165	-0.2977265	
0.074	-0.03748453	-0.2976525	
0.075	-0.03807733	-0.2975772	
0.07600001	-0.03867002	-0.2975008	
0.07700001	-0.0392626	-0.2974232	
0.078	-0.03985505	-0.2973445	
0.079	-0.04044737	-0.2972645	
0.08000001	-0.04103954	-0.2971834	
0.081	-0.04163156	-0.2971011	
0.082	-0.04222343	-0.2970176	
0.083	-0.04281513	-0.296933	
0.08400001	-0.04340664	-0.2968472	
0.085	-0.04399797	-0.2967602	
0.086	-0.04458911	-0.296672	
0.087	-0.04518005	-0.2965827	
0.08800001	-0.04577078	-0.2964922	
0.089	-0.04636129	-0.2964005	
0.09	-0.04695158	-0.2963077	
0.09100001	-0.04754164	-0.2962136	
0.09200001	-0.04813146	-0.2961185	
0.093	-0.04872104	-0.2960221	
0.094	-0.04931036	-0.2959247	
0.09500001	-0.04989943	-0.295826	
0.096	-0.05048823	-0.2957262	
0.097	-0.05107677	-0.2956253	
0.098	-0.05166502	-0.2955232	
0.09900001	-0.05225299	-0.2954199	
0.1	-0.05284067	-0.2953155	
