Time	MeshX	MeshY	
0	0	-0.3	
0.001	-0.0005166494	-0.3000008	
0.002	-0.001103577	-0.2999992	
0.003	-0.001701311	-0.2999962	
0.004	-0.002301268	-0.2999922	
0.005	-0.002902155	-0.2999872	
0.006	-0.003503721	-0.2999814	
0.007	-0.004105856	-0.2999748	
0.008	-0.004708465	-0.2999671	
0.009000001	-0.005311451	-0.2999586	
0.01	-0.005914723	-0.299949	
0.011	-0.006518189	-0.2999384	
0.012	-0.007121771	-0.2999267	
0.013	-0.007725395	-0.2999139	
0.014	-0.008328996	-0.2998999	
0.015	-0.008932519	-0.2998847	
0.016	-0.009535919	-0.2998682	
0.017	-0.01013916	-0.2998505	
0.018	-0.01074221	-0.2998315	
0.019	-0.01134505	-0.2998112	
0.02	-0.01194767	-0.2997896	
0.021	-0.01255005	-0.2997667	
0.022	-0.0131522	-0.2997424	
0.023	-0.01375411	-0.2997169	
0.024	-0.0143558	-0.29969	
0.025	-0.01495725	-0.2996618	
0.026	-0.01555849	-0.2996324	
0.027	-0.01615951	-0.2996016	
0.028	-0.01676033	-0.2995696	
0.029	-0.01736097	-0.2995363	
0.03	-0.01796142	-0.2995018	
0.031	-0.0185617	-0.299466	
0.032	-0.01916181	-0.2994289	
0.033	-0.01976177	-0.2993906	
0.034	-0.02036157	-0.2993511	
0.035	-0.02096123	-0.2993103	
0.036	-0.02156075	-0.2992682	
0.037	-0.02216013	-0.299225	
0.038	-0.02275937	-0.2991806	
0.039	-0.02335848	-0.2991349	
0.04	-0.02395746	-0.299088	
0.041	-0.02455631	-0.2990399	
0.042	-0.02515503	-0.2989906	
0.043	-0.02575362	-0.29894	
0.044	-0.02635207	-0.2988883	
0.045	-0.02695039	-0.2988354	
0.046	-0.02754858	-0.2987812	
0.047	-0.02814662	-0.2987258	
0.048	-0.02874453	-0.2986692	
0.049	-0.0293423	-0.2986115	
0.05	-0.02993994	-0.2985525	
0.051	-0.03053743	-0.2984923	
0.052	-0.03113477	-0.2984309	
0.053	-0.03173197	-0.2983683	
0.054	-0.03232902	-0.2983045	
0.055	-0.03292591	-0.2982394	
0.056	-0.03352266	-0.2981732	
0.057	-0.03411926	-0.2981058	
0.058	-0.03471569	-0.2980372	
0.059	-0.03531197	-0.2979674	
0.06	-0.0359081	-0.2978964	
0.061	-0.03650406	-0.2978242	
0.062	-0.03709986	-0.2977507	
0.063	-0.0376955	-0.2976761	
0.064	-0.03829097	-0.2976003	
0.06500001	-0.03888628	-0.2975233	
0.066	-0.03948142	-0.2974451	
0.067	-0.04007639	-0.2973657	
0.068	-0.04067119	-0.2972851	
0.06900001	-0.04126581	-0.2972032	
0.07	-0.04186025	-0.2971203	
0.071	-0.04245452	-0.2970361	
0.072	-0.04304862	-0.2969507	
0.07300001	-0.04364253	-0.2968641	
0.074	-0.04423625	-0.2967764	
0.075	-0.0448298	-0.2966874	
0.07600001	-0.04542316	-0.2965972	
0.07700001	-0.04601632	-0.2965059	
0.078	-0.0466093	-0.2964134	
0.079	-0.04720208	-0.2963197	
0.08000001	-0.04779468	-0.2962248	
0.081	-0.04838707	-0.2961287	
0.082	-0.04897926	-0.2960314	
0.083	-0.04957125	-0.2959329	
0.08400001	-0.05016304	-0.2958333	
0.085	-0.05075463	-0.2957324	
0.086	-0.051346	-0.2956304	
0.087	-0.05193717	-0.2955272	
0.08800001	-0.05252812	-0.2954227	
0.089	-0.05311887	-0.2953171	
0.09	-0.05370939	-0.2952104	
0.09100001	-0.05429969	-0.2951024	
0.09200001	-0.05488978	-0.2949934	
0.093	-0.05547964	-0.294883	
0.094	-0.05606928	-0.2947715	
0.09500001	-0.0566587	-0.2946589	
0.096	-0.05724788	-0.294545	
0.097	-0.05783683	-0.29443	
0.098	-0.05842555	-0.2943138	
0.09900001	-0.05901402	-0.2941964	
0.1	-0.05960226	-0.2940778	
0.101	-0.06019026	-0.2939581	
0.102	-0.06077803	-0.2938372	
0.103	-0.06136553	-0.2937151	
0.104	-0.06195281	-0.2935918	
0.105	-0.06253982	-0.2934674	
0.106	-0.06312659	-0.2933417	
0.107	-0.0637131	-0.2932149	
0.108	-0.06429935	-0.293087	
0.109	-0.06488535	-0.2929578	
0.11	-0.06547108	-0.2928275	
0.111	-0.06605655	-0.292696	
0.112	-0.06664176	-0.2925634	
0.113	-0.0672267	-0.2924295	
0.114	-0.06781137	-0.2922946	
0.115	-0.06839577	-0.2921584	
0.116	-0.06897989	-0.292021	
0.117	-0.06956374	-0.2918826	
0.118	-0.0701473	-0.2917429	
0.119	-0.07073059	-0.2916021	
0.12	-0.07131358	-0.29146	
0.121	-0.0718963	-0.2913169	
0.122	-0.07247873	-0.2911726	
0.123	-0.07306086	-0.291027	
0.124	-0.0736427	-0.2908804	
0.125	-0.07422425	-0.2907325	
0.126	-0.07480551	-0.2905835	
0.127	-0.07538645	-0.2904333	
0.128	-0.0759671	-0.290282	
0.129	-0.07654744	-0.2901295	
0.13	-0.07712748	-0.2899759	
0.131	-0.0777072	-0.2898211	
0.132	-0.07828662	-0.2896651	
0.133	-0.07886573	-0.289508	
0.134	-0.07944452	-0.2893497	
0.135	-0.08002298	-0.2891903	
0.136	-0.08060113	-0.2890297	
0.137	-0.08117896	-0.288868	
0.138	-0.08175646	-0.2887051	
0.139	-0.08233363	-0.288541	
0.14	-0.08291048	-0.2883758	
0.141	-0.08348699	-0.2882094	
0.142	-0.08406316	-0.2880419	
0.143	-0.08463901	-0.2878732	
0.144	-0.08521452	-0.2877034	
0.145	-0.08578967	-0.2875324	
0.146	-0.0863645	-0.2873603	
0.147	-0.08693897	-0.287187	
0.148	-0.0875131	-0.2870126	
0.149	-0.08808687	-0.286837	
0.15	-0.08866029	-0.2866603	
