Time	MeshX	MeshY	
0	0	-0.3	
0.001	0	-0.3	
0.002	-6.184089E-05	-0.3	
0.003	-0.0001097564	-0.3	
0.004	-0.0002030363	-0.3	
0.005	-0.0003503468	-0.2999999	
0.006	-0.0005508279	-0.2999996	
0.007	-0.0007995573	-0.2999991	
0.008	-0.001090217	-0.2999983	
0.009000001	-0.001416499	-0.2999971	
0.01	-0.001772765	-0.2999953	
0.011	-0.002154274	-0.299993	
0.012	-0.002557179	-0.2999899	
0.013	-0.002978421	-0.2999862	
0.014	-0.003415581	-0.2999817	
0.015	-0.003866744	-0.2999763	
0.016	-0.00433037	-0.2999701	
0.017	-0.004805201	-0.299963	
0.018	-0.005290185	-0.2999549	
0.019	-0.00578442	-0.2999459	
0.02	-0.00628712	-0.2999359	
0.021	-0.006797581	-0.2999248	
0.022	-0.007315172	-0.2999128	
0.023	-0.007839315	-0.2998996	
0.024	-0.008369478	-0.2998853	
0.025	-0.008905176	-0.29987	
0.026	-0.009445959	-0.2998535	
0.027	-0.009991411	-0.2998359	
0.028	-0.01054115	-0.2998171	
0.029	-0.01109483	-0.2997971	
0.03	-0.01165211	-0.299776	
0.031	-0.0122127	-0.2997538	
0.032	-0.01277632	-0.2997303	
0.033	-0.01334272	-0.2997057	
0.034	-0.01391166	-0.2996798	
0.035	-0.01448294	-0.2996528	
0.036	-0.01505634	-0.2996246	
0.037	-0.0156317	-0.2995952	
0.038	-0.01620883	-0.2995645	
0.039	-0.0167876	-0.2995327	
0.04	-0.01736786	-0.2994996	
0.041	-0.01794947	-0.2994654	
0.042	-0.01853232	-0.2994299	
0.043	-0.0191163	-0.2993932	
0.044	-0.01970131	-0.2993553	
0.045	-0.02028725	-0.2993161	
0.046	-0.02087405	-0.2992758	
0.047	-0.02146161	-0.2992342	
0.048	-0.02204988	-0.2991915	
0.049	-0.02263877	-0.2991475	
0.05	-0.02322824	-0.2991024	
0.051	-0.02381822	-0.299056	
0.052	-0.02440866	-0.2990084	
0.053	-0.02499951	-0.2989596	
0.054	-0.02559073	-0.2989095	
0.055	-0.02618228	-0.2988583	
0.056	-0.02677413	-0.2988059	
0.057	-0.02736622	-0.2987523	
0.058	-0.02795855	-0.2986974	
0.059	-0.02855106	-0.2986414	
0.06	-0.02914373	-0.2985842	
0.061	-0.02973655	-0.2985257	
0.062	-0.03032948	-0.2984661	
0.063	-0.0309225	-0.2984052	
0.064	-0.03151559	-0.2983432	
0.06500001	-0.03210874	-0.29828	
0.066	-0.03270191	-0.2982155	
0.067	-0.0332951	-0.2981499	
0.068	-0.03388829	-0.2980831	
0.06900001	-0.03448147	-0.2980151	
0.07	-0.03507461	-0.2979459	
0.071	-0.03566771	-0.2978755	
0.072	-0.03626075	-0.2978039	
0.07300001	-0.03685373	-0.2977311	
0.074	-0.03744661	-0.2976572	
0.075	-0.03803941	-0.2975821	
0.07600001	-0.03863211	-0.2975057	
0.07700001	-0.03922469	-0.2974282	
0.078	-0.03981715	-0.2973495	
0.079	-0.04040947	-0.2972697	
0.08000001	-0.04100166	-0.2971886	
0.081	-0.04159369	-0.2971064	
0.082	-0.04218556	-0.297023	
0.083	-0.04277727	-0.2969384	
0.08400001	-0.04336879	-0.2968527	
0.085	-0.04396014	-0.2967658	
0.086	-0.04455128	-0.2966777	
0.087	-0.04514223	-0.2965884	
0.08800001	-0.04573298	-0.296498	
0.089	-0.0463235	-0.2964064	
0.09	-0.04691381	-0.2963136	
0.09100001	-0.04750388	-0.2962197	
0.09200001	-0.04809372	-0.2961246	
0.093	-0.04868331	-0.2960283	
0.094	-0.04927265	-0.295931	
0.09500001	-0.04986173	-0.2958324	
0.096	-0.05045055	-0.2957327	
0.097	-0.0510391	-0.2956318	
0.098	-0.05162738	-0.2955298	
0.09900001	-0.05221536	-0.2954266	
0.1	-0.05280306	-0.2953222	
