Time	Tension	Length	
4.873	9.995845	0.4999864	
4.874	9.995845	0.4999864	
4.875	9.995845	0.4999864	
4.876	9.995845	0.4999864	
4.877	9.995845	0.4999864	
4.878	9.995845	0.4999864	
4.879	9.995845	0.4999864	
4.88	9.995845	0.4999864	
4.881	9.995845	0.4999864	
4.882	9.995845	0.4999864	
4.883	9.995845	0.4999864	
4.884	9.995845	0.4999864	
4.885	9.995845	0.4999864	
4.886	9.995845	0.4999864	
4.887	9.995845	0.4999864	
4.888	9.995845	0.4999864	
4.889	9.995845	0.4999864	
4.89	9.995845	0.4999864	
4.891	9.995845	0.4999864	
4.892	9.995845	0.4999864	
4.893	9.995845	0.4999864	
4.894	9.995845	0.4999864	
4.895	9.995845	0.4999864	
4.896	9.995845	0.4999864	
4.897	9.995845	0.4999864	
4.898	9.995845	0.4999864	
4.899	9.995845	0.4999864	
4.9	9.995845	0.4999864	
4.901	9.995845	0.4999864	
4.902	9.995845	0.4999864	
4.903	9.995845	0.4999864	
4.904	9.995845	0.4999864	
4.905	9.995845	0.4999864	
4.906	9.995845	0.4999864	
4.907	9.995845	0.4999864	
4.908	9.995845	0.4999864	
4.909	9.995845	0.4999864	
4.91	9.995845	0.4999864	
4.911	9.995845	0.4999864	
4.912	9.995845	0.4999864	
4.913	9.995845	0.4999864	
4.914	9.995845	0.4999864	
4.915	9.995845	0.4999864	
4.916	9.995845	0.4999864	
4.917	9.995845	0.4999864	
4.918	9.995845	0.4999864	
4.919	9.995845	0.4999864	
4.92	9.995845	0.4999864	
4.921	9.995845	0.4999864	
4.922	9.995845	0.4999864	
4.923	9.995845	0.4999864	
4.924	9.995845	0.4999864	
4.925	9.995845	0.4999864	
4.926	9.995845	0.4999864	
4.927	9.995845	0.4999864	
4.928	9.995845	0.4999864	
4.929	9.995845	0.4999864	
4.93	9.995845	0.4999864	
4.931	9.995845	0.4999864	
4.932	9.995845	0.4999864	
4.933	9.995845	0.4999864	
4.934	9.995845	0.4999864	
4.935	9.995845	0.4999864	
4.936	9.995845	0.4999864	
4.937	9.995845	0.4999864	
4.938	9.995845	0.4999864	
4.939	9.995845	0.4999864	
4.94	9.995845	0.4999864	
4.941	9.995845	0.4999864	
4.942	9.995845	0.4999864	
4.943	9.995845	0.4999864	
4.944	9.995845	0.4999864	
4.945	9.995845	0.4999864	
4.946	9.995845	0.4999864	
4.947	9.995845	0.4999864	
4.948	9.995845	0.4999864	
4.949	9.995845	0.4999864	
4.95	9.995845	0.4999864	
4.951	9.995845	0.4999864	
4.952	9.995845	0.4999864	
4.953	9.995845	0.4999864	
4.954	9.995845	0.4999864	
4.955	9.995845	0.4999864	
4.956	9.995845	0.4999864	
4.957	9.995845	0.4999864	
4.958	9.995845	0.4999864	
4.959	9.995845	0.4999864	
4.96	9.995845	0.4999864	
4.961	9.995845	0.4999864	
4.962	9.995845	0.4999864	
4.963	9.995845	0.4999864	
4.964	9.995845	0.4999864	
4.965	9.995845	0.4999864	
4.966	9.995845	0.4999864	
4.967	9.995845	0.4999864	
4.968	9.995845	0.4999864	
4.969	9.995845	0.4999864	
4.97	9.995845	0.4999864	
4.971	9.995845	0.4999864	
4.972	9.995845	0.4999864	
4.973	9.995845	0.4999864	
4.974	9.995845	0.4999864	
4.975	9.995845	0.4999864	
4.976	9.995845	0.4999864	
4.977	9.995845	0.4999864	
4.978	9.995845	0.4999864	
4.979	9.995845	0.4999864	
4.98	9.995845	0.4999864	
4.981	9.995845	0.4999864	
4.982	9.995845	0.4999864	
4.983	9.995845	0.4999864	
4.984	9.995845	0.4999864	
4.985	9.995845	0.4999864	
4.986	9.995845	0.4999864	
4.987	9.995845	0.4999864	
4.988	9.995845	0.4999864	
4.989	9.995845	0.4999864	
4.99	9.995845	0.4999864	
4.991	9.995845	0.4999864	
4.992	9.995845	0.4999864	
4.993	9.995845	0.4999864	
4.994	9.995845	0.4999864	
4.995	9.995845	0.4999864	
4.996	9.995845	0.4999864	
4.997	9.995845	0.4999864	
4.998	9.995845	0.4999864	
4.999	9.995845	0.4999864	
5	9.995845	0.4999864	
5.001	9.995845	0.4999864	
5.002	10.19562	0.5003854	
5.003	10.3946	0.5007849	
5.004	10.59259	0.5011843	
5.005	10.78955	0.5015838	
5.006	10.98551	0.5019832	
5.007	11.1805	0.5023826	
5.008	11.37447	0.5027819	
5.009	11.56743	0.5031812	
5.01	11.75945	0.5035806	
5.011	11.95047	0.5039799	
5.012	12.14053	0.5043792	
5.013	12.32959	0.5047784	
5.014	12.51773	0.5051777	
5.015	12.70488	0.5055769	
5.016	12.89109	0.5059761	
5.017	13.07635	0.5063754	
5.018	13.26064	0.5067745	
5.019	13.44399	0.5071737	
5.02	13.62644	0.5075729	
5.021	13.80793	0.5079721	
5.022	13.98846	0.5083712	
5.023	14.16811	0.5087704	
5.024	14.3468	0.5091695	
5.025	14.52458	0.5095686	
5.026	14.70145	0.5099677	
5.027	14.47781	0.5095685	
5.028	14.45444	0.5095669	
5.029	14.43217	0.5095673	
5.03	14.4098	0.5095671	
5.031	14.38757	0.509567	
5.032	14.36548	0.5095669	
5.033	14.34352	0.5095668	
5.034	14.32174	0.5095667	
5.035	14.30006	0.5095666	
5.036	14.27854	0.5095665	
5.037	14.25716	0.5095665	
5.038	14.23591	0.5095664	
5.039	14.2148	0.5095664	
5.04	14.19382	0.5095663	
5.041	14.17297	0.5095662	
5.042	14.15225	0.5095662	
5.043	14.13169	0.5095662	
5.044	14.11122	0.5095661	
5.045	14.09092	0.5095661	
5.046	14.07071	0.5095661	
5.047	14.05066	0.5095661	
5.048	14.0307	0.509566	
5.049	14.0109	0.509566	
5.05	13.99119	0.5095659	
5.051	13.97164	0.5095659	
5.052	13.9522	0.5095659	
5.053	13.93289	0.5095659	
5.054	13.9137	0.5095659	
5.055	13.89463	0.5095659	
5.056	13.87568	0.5095659	
5.057	13.85685	0.5095659	
5.058	13.83813	0.5095659	
5.059	13.81953	0.5095659	
5.06	13.80105	0.5095659	
5.061	13.78268	0.5095659	
5.062	13.76443	0.5095659	
5.063	13.74629	0.5095659	
5.064	13.72827	0.5095659	
5.065	13.71036	0.5095659	
5.066	13.69256	0.5095659	
5.067	13.67487	0.5095659	
5.068	13.65729	0.5095659	
5.069	13.63982	0.5095659	
5.07	13.62246	0.5095659	
5.071	13.60521	0.5095659	
5.072	13.58807	0.5095659	
5.073	13.57104	0.5095659	
5.074	13.55411	0.5095659	
5.075	13.53728	0.5095659	
5.076	13.52057	0.5095659	
5.077	13.50398	0.509566	
5.078	13.48747	0.509566	
5.079	13.4711	0.5095661	
5.08	13.45479	0.5095661	
5.081	13.43859	0.5095661	
5.082	13.42249	0.5095661	
5.083	13.40652	0.5095661	
5.084	13.39062	0.5095661	
5.085	13.37485	0.5095662	
5.086	13.35915	0.5095662	
5.087	13.34354	0.5095662	
5.088	13.32806	0.5095662	
5.089	13.31268	0.5095663	
5.09	13.29737	0.5095663	
5.091	13.28215	0.5095663	
5.092	13.26703	0.5095663	
5.093	13.25203	0.5095664	
5.094	13.23709	0.5095664	
5.095	13.22228	0.5095664	
5.096	13.20753	0.5095664	
5.097	13.19288	0.5095664	
5.098	13.17831	0.5095664	
5.099	13.16387	0.5095665	
5.1	13.14948	0.5095665	
5.101	13.13522	0.5095665	
5.102	13.12101	0.5095665	
5.103	13.1069	0.5095665	
5.104	13.09287	0.5095665	
5.105	13.07896	0.5095666	
5.106	13.06511	0.5095666	
5.107	13.05134	0.5095666	
5.108	13.03769	0.5095667	
5.109	13.02409	0.5095667	
5.11	13.01058	0.5095667	
5.111	12.99719	0.5095667	
5.112	12.98384	0.5095667	
5.113	12.97059	0.5095667	
5.114	12.95741	0.5095667	
5.115	12.94435	0.5095668	
5.116	12.93133	0.5095668	
5.117	12.9184	0.5095668	
5.118	12.90558	0.5095668	
5.119	12.89281	0.5095668	
5.12	12.88012	0.5095668	
5.121	12.86751	0.5095668	
5.122	12.85501	0.5095669	
5.123	12.84256	0.5095669	
5.124	12.83018	0.5095669	
5.125	12.81791	0.509567	
5.126	12.80569	0.509567	
5.127	12.79355	0.509567	
5.128	12.78148	0.509567	
5.129	12.76952	0.509567	
5.13	12.7576	0.509567	
5.131	12.74575	0.509567	
5.132	12.73401	0.5095671	
5.133	12.72231	0.5095671	
5.134	12.71069	0.5095671	
5.135	12.69914	0.5095671	
5.136	12.68769	0.5095671	
5.137	12.67628	0.5095671	
5.138	12.66498	0.5095672	
5.139	12.65371	0.5095672	
5.14	12.64252	0.5095672	
5.141	12.63139	0.5095672	
5.142	12.62033	0.5095672	
5.143	12.60938	0.5095673	
5.144	12.59846	0.5095673	
5.145	12.58761	0.5095673	
5.146	12.57686	0.5095673	
5.147	12.56614	0.5095673	
5.148	12.5555	0.5095673	
5.149	12.54491	0.5095673	
5.15	12.53443	0.5095674	
5.151	12.52398	0.5095674	
5.152	12.51359	0.5095674	
5.153	12.50327	0.5095674	
5.154	12.49302	0.5095674	
5.155	12.48286	0.5095674	
5.156	12.47273	0.5095674	
5.157	12.46267	0.5095674	
5.158	12.4527	0.5095675	
5.159	12.44276	0.5095675	
5.16	12.43288	0.5095675	
5.161	12.42307	0.5095675	
5.162	12.41331	0.5095675	
5.163	12.40362	0.5095675	
5.164	12.39399	0.5095675	
5.165	12.38445	0.5095676	
5.166	12.37494	0.5095676	
5.167	12.36551	0.5095676	
5.168	12.35612	0.5095676	
5.169	12.34679	0.5095676	
5.17	12.33751	0.5095676	
5.171	12.32829	0.5095676	
5.172	12.31913	0.5095676	
5.173	12.31003	0.5095676	
5.174	12.30101	0.5095677	
5.175	12.29202	0.5095677	
5.176	12.28309	0.5095677	
5.177	12.27424	0.5095677	
5.178	12.26541	0.5095677	
5.179	12.25665	0.5095677	
5.18	12.24793	0.5095677	
5.181	12.23927	0.5095677	
5.182	12.23067	0.5095677	
5.183	12.22212	0.5095677	
5.184	12.21365	0.5095678	
5.185	12.20521	0.5095678	
5.186	12.19682	0.5095678	
5.187	12.18848	0.5095678	
5.188	12.18019	0.5095678	
5.189	12.17198	0.5095679	
5.19	12.1638	0.5095679	
5.191	12.15567	0.5095679	
5.192	12.14758	0.5095679	
5.193	12.13955	0.5095679	
5.194	12.1316	0.5095679	
5.195	12.12367	0.5095679	
5.196	12.11579	0.5095679	
5.197	12.10795	0.5095679	
5.198	12.10017	0.5095679	
5.199	12.09244	0.5095679	
5.2	12.08475	0.5095679	
5.201	12.07714	0.509568	
5.202	12.06955	0.509568	
5.203	12.06201	0.509568	
5.204	12.05451	0.509568	
5.205	12.04709	0.509568	
5.206	12.03969	0.509568	
5.207	12.03233	0.509568	
5.208	12.02502	0.509568	
5.209	12.01778	0.5095681	
5.21	12.01056	0.5095681	
5.211	12.00339	0.5095681	
5.212	11.99626	0.5095681	
5.213	11.98917	0.5095681	
5.214	11.98213	0.5095681	
5.215	11.97516	0.5095682	
5.216	11.96821	0.5095682	
5.217	11.9613	0.5095682	
5.218	11.95443	0.5095682	
5.219	11.94761	0.5095682	
5.22	11.94083	0.5095682	
5.221	11.93409	0.5095682	
5.222	11.92742	0.5095682	
5.223	11.92077	0.5095682	
5.224	11.91415	0.5095682	
5.225	11.90758	0.5095682	
5.226	11.90105	0.5095682	
5.227	11.89456	0.5095682	
5.228	11.88814	0.5095683	
5.229	11.88173	0.5095683	
5.23	11.87536	0.5095683	
5.231	11.86903	0.5095683	
5.232	11.86274	0.5095683	
5.233	11.85649	0.5095683	
5.234	11.85028	0.5095683	
5.235	11.8441	0.5095683	
5.236	11.83797	0.5095683	
5.237	11.83187	0.5095683	
5.238	11.82584	0.5095683	
5.239	11.81982	0.5095683	
5.24	11.81384	0.5095683	
5.241	11.8079	0.5095683	
5.242	11.80199	0.5095683	
5.243	11.79612	0.5095683	
5.244	11.79031	0.5095684	
5.245	11.78451	0.5095684	
5.246	11.77875	0.5095684	
5.247	11.77303	0.5095684	
5.248	11.76733	0.5095684	
5.249	11.76168	0.5095684	
5.25	11.75606	0.5095684	
5.251	11.75048	0.5095684	
5.252	11.74496	0.5095685	
5.253	11.73944	0.5095685	
5.254	11.73396	0.5095685	
5.255	11.72852	0.5095685	
5.256	11.7231	0.5095685	
5.257	11.71773	0.5095685	
5.258	11.71238	0.5095685	
5.259	11.70707	0.5095685	
5.26	11.70182	0.5095685	
5.261	11.69658	0.5095685	
5.262	11.69137	0.5095685	
5.263	11.68619	0.5095685	
5.264	11.68104	0.5095685	
5.265	11.67592	0.5095685	
5.266	11.67084	0.5095685	
5.267	11.66582	0.5095686	
5.268	11.6608	0.5095686	
5.269	11.65581	0.5095686	
5.27	11.65085	0.5095686	
5.271	11.64593	0.5095686	
5.272	11.64103	0.5095686	
5.273	11.63616	0.5095686	
5.274	11.63133	0.5095686	
5.275	11.62652	0.5095686	
5.276	11.62175	0.5095686	
5.277	11.61704	0.5095686	
5.278	11.61232	0.5095686	
5.279	11.60764	0.5095686	
5.28	11.60298	0.5095686	
5.281	11.59835	0.5095686	
5.282	11.59375	0.5095686	
5.283	11.58918	0.5095686	
5.284	11.58467	0.5095687	
5.285	11.58016	0.5095687	
5.286	11.57568	0.5095687	
5.287	11.57122	0.5095687	
5.288	11.56679	0.5095687	
5.289	11.56239	0.5095687	
5.29	11.55801	0.5095687	
5.291	11.55367	0.5095687	
5.292	11.54935	0.5095687	
5.293	11.54506	0.5095687	
5.294	11.54079	0.5095687	
5.295	11.53655	0.5095687	
5.296	11.53234	0.5095687	
5.297	11.52816	0.5095687	
5.298	11.524	0.5095687	
5.299	11.51989	0.5095688	
5.3	11.51579	0.5095688	
5.301	11.5117	0.5095688	
5.302	11.50765	0.5095688	
5.303	11.50361	0.5095688	
5.304	11.49961	0.5095688	
5.305	11.49563	0.5095688	
5.306	11.49167	0.5095688	
5.307	11.48777	0.5095688	
5.308	11.48386	0.5095688	
5.309	11.47998	0.5095688	
5.31	11.47612	0.5095688	
5.311	11.47229	0.5095688	
5.312	11.46848	0.5095688	
5.313	11.46469	0.5095688	
5.314	11.46093	0.5095688	
5.315	11.45719	0.5095688	
5.316	11.45347	0.5095688	
5.317	11.44978	0.5095688	
5.318	11.44611	0.5095688	
5.319	11.44246	0.5095688	
5.32	11.43884	0.5095688	
5.321	11.43524	0.5095688	
5.322	11.43169	0.5095689	
5.323	11.42816	0.5095689	
5.324	11.42463	0.5095689	
5.325	11.42112	0.5095689	
5.326	11.41763	0.5095689	
5.327	11.41416	0.5095689	
5.328	11.41071	0.5095689	
5.329	11.40728	0.5095689	
5.33	11.40388	0.5095689	
5.331	11.4005	0.5095689	
5.332	11.39714	0.5095689	
5.333	11.3938	0.5095689	
5.334	11.39048	0.5095689	
5.335	11.38718	0.5095689	
5.336	11.3839	0.5095689	
5.337	11.38064	0.5095689	
5.338	11.3774	0.5095689	
5.339	11.37419	0.5095689	
5.34	11.37099	0.5095689	
5.341	11.36781	0.5095689	
5.342	11.36465	0.5095689	
5.343	11.36155	0.509569	
5.344	11.35843	0.509569	
5.345	11.35533	0.509569	
5.346	11.35225	0.509569	
5.347	11.34919	0.509569	
5.348	11.34615	0.509569	
5.349	11.34313	0.509569	
5.35	11.34012	0.509569	
5.351	11.33714	0.509569	
5.352	11.3342	0.509569	
5.353	11.33126	0.509569	
5.354	11.32833	0.509569	
5.355	11.32542	0.509569	
5.356	11.32252	0.509569	
5.357	11.31965	0.509569	
5.358	11.31679	0.509569	
5.359	11.31396	0.509569	
5.36	11.31113	0.509569	
5.361	11.30833	0.509569	
5.362	11.30555	0.509569	
5.363	11.30278	0.509569	
5.364	11.30003	0.509569	
5.365	11.29729	0.509569	
5.366	11.29458	0.509569	
5.367	11.29188	0.509569	
5.368	11.2892	0.509569	
5.369	11.28653	0.509569	
5.37	11.28388	0.509569	
5.371	11.28125	0.509569	
5.372	11.27863	0.509569	
5.373	11.27603	0.509569	
5.374	11.27345	0.509569	
5.375	11.27091	0.5095691	
5.376	11.26836	0.5095691	
5.377	11.26582	0.5095691	
5.378	11.2633	0.5095691	
5.379	11.2608	0.5095691	
5.38	11.25831	0.5095691	
5.381	11.25584	0.5095691	
5.382	11.25338	0.5095691	
5.383	11.25094	0.5095691	
5.384	11.24851	0.5095691	
5.385	11.2461	0.5095691	
5.386	11.2437	0.5095691	
5.387	11.24135	0.5095692	
5.388	11.23898	0.5095692	
5.389	11.23663	0.5095692	
5.39	11.23429	0.5095692	
5.391	11.23197	0.5095692	
5.392	11.22966	0.5095692	
5.393	11.22737	0.5095692	
5.394	11.22509	0.5095692	
5.395	11.22283	0.5095692	
5.396	11.22057	0.5095692	
5.397	11.21834	0.5095692	
5.398	11.21611	0.5095692	
5.399	11.21391	0.5095692	
5.4	11.21171	0.5095692	
5.401	11.20953	0.5095692	
5.402	11.20736	0.5095692	
5.403	11.20521	0.5095692	
5.404	11.20306	0.5095692	
5.405	11.20094	0.5095692	
5.406	11.19882	0.5095692	
5.407	11.19672	0.5095692	
5.408	11.19463	0.5095692	
5.409	11.19259	0.5095692	
5.41	11.19053	0.5095692	
5.411	11.18848	0.5095692	
5.412	11.18644	0.5095692	
5.413	11.18442	0.5095692	
5.414	11.18241	0.5095692	
5.415	11.18041	0.5095692	
5.416	11.17842	0.5095692	
5.417	11.17645	0.5095692	
5.418	11.17449	0.5095692	
5.419	11.17254	0.5095692	
5.42	11.1706	0.5095692	
5.421	11.16868	0.5095692	
5.422	11.16677	0.5095692	
5.423	11.16487	0.5095692	
5.424	11.16298	0.5095692	
5.425	11.1611	0.5095692	
5.426	11.15924	0.5095692	
5.427	11.15738	0.5095692	
5.428	11.15554	0.5095692	
5.429	11.15371	0.5095692	
5.43	11.15189	0.5095692	
5.431	11.15008	0.5095692	
5.432	11.14829	0.5095692	
5.433	11.14653	0.5095693	
5.434	11.14476	0.5095693	
5.435	11.14299	0.5095693	
5.436	11.14124	0.5095693	
5.437	11.1395	0.5095693	
5.438	11.13777	0.5095693	
5.439	11.13605	0.5095693	
5.44	11.13434	0.5095693	
5.441	11.13264	0.5095693	
5.442	11.13096	0.5095693	
5.443	11.12928	0.5095693	
5.444	11.12761	0.5095693	
5.445	11.12596	0.5095693	
5.446	11.12431	0.5095693	
5.447	11.12268	0.5095693	
5.448	11.12105	0.5095693	
5.449	11.11944	0.5095693	
5.45	11.11783	0.5095693	
5.451	11.11624	0.5095693	
5.452	11.11468	0.5095693	
5.453	11.11311	0.5095693	
5.454	11.11154	0.5095693	
5.455	11.10999	0.5095693	
5.456	11.10844	0.5095693	
5.457	11.1069	0.5095693	
5.458	11.10538	0.5095693	
5.459	11.10386	0.5095693	
5.46	11.10235	0.5095693	
5.461	11.10085	0.5095693	
5.462	11.09937	0.5095693	
5.463	11.09789	0.5095693	
5.464	11.09642	0.5095693	
5.465	11.09496	0.5095693	
5.466	11.0935	0.5095693	
5.467	11.09206	0.5095693	
5.468	11.09063	0.5095693	
5.469	11.0892	0.5095693	
5.47	11.08779	0.5095693	
5.471	11.08638	0.5095693	
5.472	11.08498	0.5095693	
5.473	11.08359	0.5095693	
5.474	11.08221	0.5095693	
5.475	11.08084	0.5095693	
5.476	11.07948	0.5095693	
5.477	11.07812	0.5095693	
5.478	11.07677	0.5095693	
5.479	11.07544	0.5095693	
5.48	11.07411	0.5095693	
5.481	11.07279	0.5095693	
5.482	11.07147	0.5095693	
5.483	11.07017	0.5095693	
5.484	11.06887	0.5095693	
5.485	11.06758	0.5095693	
5.486	11.0663	0.5095693	
5.487	11.06503	0.5095693	
5.488	11.06376	0.5095693	
5.489	11.06251	0.5095693	
5.49	11.06126	0.5095693	
5.491	11.06002	0.5095693	
5.492	11.05878	0.5095693	
5.493	11.05759	0.5095694	
5.494	11.05637	0.5095694	
5.495	11.05516	0.5095694	
5.496	11.05396	0.5095694	
5.497	11.05276	0.5095694	
5.498	11.05157	0.5095694	
5.499	11.05039	0.5095694	
5.5	11.04922	0.5095694	
5.501	11.04805	0.5095694	
5.502	11.0469	0.5095694	
5.503	11.04574	0.5095694	
5.504	11.0446	0.5095694	
5.505	11.04346	0.5095694	
5.506	11.04233	0.5095694	
5.507	11.04121	0.5095694	
5.508	11.04009	0.5095694	
5.509	11.03899	0.5095694	
5.51	11.03788	0.5095694	
5.511	11.03679	0.5095694	
5.512	11.0357	0.5095694	
5.513	11.03462	0.5095694	
5.514	11.03354	0.5095694	
5.515	11.03248	0.5095694	
5.516	11.03141	0.5095694	
5.517	11.03036	0.5095694	
5.518	11.02931	0.5095694	
5.519	11.02827	0.5095694	
5.52	11.02724	0.5095694	
5.521	11.02621	0.5095694	
5.522	11.02519	0.5095694	
5.523	11.02417	0.5095694	
5.524	11.02316	0.5095694	
5.525	11.02216	0.5095694	
5.526	11.02116	0.5095694	
5.527	11.02017	0.5095694	
5.528	11.01919	0.5095694	
5.529	11.01821	0.5095694	
5.53	11.01724	0.5095694	
5.531	11.01627	0.5095694	
5.532	11.01531	0.5095694	
5.533	11.01436	0.5095694	
5.534	11.01344	0.5095695	
5.535	11.0125	0.5095695	
5.536	11.01156	0.5095695	
5.537	11.01063	0.5095695	
5.538	11.0097	0.5095695	
5.539	11.00878	0.5095695	
5.54	11.00787	0.5095695	
5.541	11.00696	0.5095695	
5.542	11.00606	0.5095695	
5.543	11.00517	0.5095695	
5.544	11.00427	0.5095695	
5.545	11.00339	0.5095695	
5.546	11.00251	0.5095695	
5.547	11.00164	0.5095695	
5.548	11.00077	0.5095695	
5.549	10.9999	0.5095695	
5.55	10.99905	0.5095695	
5.551	10.99819	0.5095695	
5.552	10.99735	0.5095695	
5.553	10.99651	0.5095695	
5.554	10.99567	0.5095695	
5.555	10.99484	0.5095695	
5.556	10.99401	0.5095695	
5.557	10.99319	0.5095695	
5.558	10.99238	0.5095695	
5.559	10.99156	0.5095695	
5.56	10.99076	0.5095695	
5.561	10.98996	0.5095695	
5.562	10.98916	0.5095695	
5.563	10.98837	0.5095695	
5.564	10.98759	0.5095695	
5.565	10.98681	0.5095695	
5.566	10.98603	0.5095695	
5.567	10.98526	0.5095695	
5.568	10.98449	0.5095695	
5.569	10.98373	0.5095695	
5.57	10.98298	0.5095695	
5.571	10.98223	0.5095695	
5.572	10.98148	0.5095695	
5.573	10.98074	0.5095695	
5.574	10.98	0.5095695	
5.575	10.97926	0.5095695	
5.576	10.97854	0.5095695	
5.577	10.97781	0.5095695	
5.578	10.97709	0.5095695	
5.579	10.97638	0.5095695	
5.58	10.97567	0.5095695	
5.581	10.97496	0.5095695	
5.582	10.97426	0.5095695	
5.583	10.97356	0.5095695	
5.584	10.97287	0.5095695	
5.585	10.97218	0.5095695	
5.586	10.97149	0.5095695	
5.587	10.97081	0.5095695	
5.588	10.97014	0.5095695	
5.589	10.96947	0.5095695	
5.59	10.9688	0.5095695	
5.591	10.96814	0.5095695	
5.592	10.96748	0.5095695	
5.593	10.96682	0.5095695	
5.594	10.96617	0.5095695	
5.595	10.96553	0.5095695	
5.596	10.96488	0.5095695	
5.597	10.96424	0.5095695	
5.598	10.96361	0.5095695	
5.599	10.96298	0.5095695	
5.6	10.96235	0.5095695	
5.601	10.96173	0.5095695	
5.602	10.96111	0.5095695	
5.603	10.96049	0.5095695	
5.604	10.95988	0.5095695	
5.605	10.95928	0.5095695	
5.606	10.95867	0.5095695	
5.607	10.95807	0.5095695	
5.608	10.95748	0.5095695	
5.609	10.95688	0.5095695	
5.61	10.9563	0.5095695	
5.611	10.95574	0.5095695	
5.612	10.95516	0.5095695	
5.613	10.95458	0.5095695	
5.614	10.95401	0.5095695	
5.615	10.95344	0.5095695	
5.616	10.95287	0.5095695	
5.617	10.95231	0.5095695	
5.618	10.95175	0.5095695	
5.619	10.95119	0.5095695	
5.62	10.95064	0.5095695	
5.621	10.95009	0.5095695	
5.622	10.94954	0.5095695	
5.623	10.949	0.5095695	
5.624	10.94846	0.5095695	
5.625	10.94792	0.5095695	
5.626	10.94739	0.5095695	
5.627	10.94686	0.5095695	
5.628	10.94633	0.5095695	
5.629	10.94581	0.5095695	
5.63	10.94529	0.5095695	
5.631	10.94477	0.5095695	
5.632	10.94426	0.5095695	
5.633	10.94375	0.5095695	
5.634	10.94324	0.5095695	
5.635	10.94274	0.5095695	
5.636	10.94224	0.5095695	
5.637	10.94174	0.5095695	
5.638	10.94125	0.5095695	
5.639	10.94076	0.5095695	
5.64	10.94027	0.5095695	
5.641	10.93979	0.5095695	
5.642	10.9393	0.5095695	
5.643	10.93883	0.5095695	
5.644	10.93835	0.5095695	
5.645	10.93788	0.5095695	
5.646	10.93741	0.5095695	
5.647	10.93694	0.5095695	
5.648	10.93647	0.5095695	
5.649	10.93601	0.5095695	
5.65	10.93555	0.5095695	
5.651	10.9351	0.5095695	
5.652	10.93465	0.5095695	
5.653	10.9342	0.5095695	
5.654	10.93375	0.5095695	
5.655	10.9333	0.5095695	
5.656	10.93286	0.5095695	
5.657	10.93242	0.5095695	
5.658	10.93199	0.5095695	
5.659	10.93155	0.5095695	
5.66	10.93112	0.5095695	
5.661	10.9307	0.5095695	
5.662	10.93027	0.5095695	
5.663	10.92985	0.5095695	
5.664	10.92943	0.5095695	
5.665	10.92901	0.5095695	
5.666	10.9286	0.5095695	
5.667	10.92819	0.5095695	
5.668	10.92778	0.5095695	
5.669	10.92737	0.5095695	
5.67	10.92696	0.5095695	
5.671	10.92656	0.5095695	
5.672	10.92616	0.5095695	
5.673	10.92577	0.5095695	
5.674	10.92537	0.5095695	
5.675	10.92501	0.5095696	
5.676	10.92462	0.5095696	
5.677	10.92423	0.5095696	
5.678	10.92385	0.5095696	
5.679	10.92347	0.5095696	
5.68	10.92309	0.5095696	
5.681	10.92271	0.5095696	
5.682	10.92234	0.5095696	
5.683	10.92196	0.5095696	
5.684	10.92159	0.5095696	
5.685	10.92122	0.5095696	
5.686	10.92086	0.5095696	
5.687	10.9205	0.5095696	
5.688	10.92013	0.5095696	
5.689	10.91978	0.5095696	
5.69	10.91942	0.5095696	
5.691	10.91906	0.5095696	
5.692	10.91871	0.5095696	
5.693	10.91836	0.5095696	
5.694	10.91801	0.5095696	
5.695	10.91767	0.5095696	
5.696	10.91732	0.5095696	
5.697	10.91698	0.5095696	
5.698	10.91664	0.5095696	
5.699	10.91631	0.5095696	
5.7	10.91597	0.5095696	
5.701	10.91564	0.5095696	
5.702	10.91531	0.5095696	
5.703	10.91498	0.5095696	
5.704	10.91465	0.5095696	
5.705	10.91433	0.5095696	
5.706	10.914	0.5095696	
5.707	10.91368	0.5095696	
5.708	10.91336	0.5095696	
5.709	10.91305	0.5095696	
5.71	10.91273	0.5095696	
5.711	10.91242	0.5095696	
5.712	10.91211	0.5095696	
5.713	10.9118	0.5095696	
5.714	10.91149	0.5095696	
5.715	10.91119	0.5095696	
5.716	10.91088	0.5095696	
5.717	10.91058	0.5095696	
5.718	10.91028	0.5095696	
5.719	10.90999	0.5095696	
5.72	10.90969	0.5095696	
5.721	10.9094	0.5095696	
5.722	10.90911	0.5095696	
5.723	10.90882	0.5095696	
5.724	10.90853	0.5095696	
5.725	10.90824	0.5095696	
5.726	10.90796	0.5095696	
5.727	10.90767	0.5095696	
5.728	10.90739	0.5095696	
5.729	10.90711	0.5095696	
5.73	10.90683	0.5095696	
5.731	10.90656	0.5095696	
5.732	10.90629	0.5095696	
5.733	10.90601	0.5095696	
5.734	10.90574	0.5095696	
5.735	10.90547	0.5095696	
5.736	10.90521	0.5095696	
5.737	10.90494	0.5095696	
5.738	10.90468	0.5095696	
5.739	10.90441	0.5095696	
5.74	10.90415	0.5095696	
5.741	10.90389	0.5095696	
5.742	10.90364	0.5095696	
5.743	10.90338	0.5095696	
5.744	10.90313	0.5095696	
5.745	10.90287	0.5095696	
5.746	10.90262	0.5095696	
5.747	10.90237	0.5095696	
5.748	10.90212	0.5095696	
5.749	10.90188	0.5095696	
