Time	Tension	Length	
4.136	9.995845	0.4999864	
4.137	9.995845	0.4999864	
4.138	9.995845	0.4999864	
4.139	9.995845	0.4999864	
4.14	9.995845	0.4999864	
4.141	9.995845	0.4999864	
4.142	9.995845	0.4999864	
4.143	9.995845	0.4999864	
4.144	9.995845	0.4999864	
4.145	9.995845	0.4999864	
4.146	9.995845	0.4999864	
4.147	9.995845	0.4999864	
4.148	9.995845	0.4999864	
4.149	9.995845	0.4999864	
4.15	9.995845	0.4999864	
4.151	9.995845	0.4999864	
4.152	9.995845	0.4999864	
4.153	9.995845	0.4999864	
4.154	9.995845	0.4999864	
4.155	9.995845	0.4999864	
4.156	9.995845	0.4999864	
4.157	9.995845	0.4999864	
4.158	9.995845	0.4999864	
4.159	9.995845	0.4999864	
4.16	9.995845	0.4999864	
4.161	9.995845	0.4999864	
4.162	9.995845	0.4999864	
4.163	9.995845	0.4999864	
4.164	9.995845	0.4999864	
4.165	9.995845	0.4999864	
4.166	9.995845	0.4999864	
4.167	9.995845	0.4999864	
4.168	9.995845	0.4999864	
4.169	9.995845	0.4999864	
4.17	9.995845	0.4999864	
4.171	9.995845	0.4999864	
4.172	9.995845	0.4999864	
4.173	9.995845	0.4999864	
4.174	9.995845	0.4999864	
4.175	9.995845	0.4999864	
4.176	9.995845	0.4999864	
4.177	9.995845	0.4999864	
4.178	9.995845	0.4999864	
4.179	9.995845	0.4999864	
4.18	9.995845	0.4999864	
4.181	9.995845	0.4999864	
4.182	9.995845	0.4999864	
4.183	9.995845	0.4999864	
4.184	9.995845	0.4999864	
4.185	9.995845	0.4999864	
4.186	9.995845	0.4999864	
4.187	9.995845	0.4999864	
4.188	9.995845	0.4999864	
4.189	9.995845	0.4999864	
4.19	9.995845	0.4999864	
4.191	9.995845	0.4999864	
4.192	9.995845	0.4999864	
4.193	9.995845	0.4999864	
4.194	9.995845	0.4999864	
4.195	9.995845	0.4999864	
4.196	9.995845	0.4999864	
4.197	9.995845	0.4999864	
4.198	9.995845	0.4999864	
4.199	9.995845	0.4999864	
4.2	9.995845	0.4999864	
4.201	9.995845	0.4999864	
4.202	9.995845	0.4999864	
4.203	9.995845	0.4999864	
4.204	9.995845	0.4999864	
4.205	9.995845	0.4999864	
4.206	9.995845	0.4999864	
4.207	9.995845	0.4999864	
4.208	9.995845	0.4999864	
4.209	9.995845	0.4999864	
4.21	9.995845	0.4999864	
4.211	9.995845	0.4999864	
4.212	9.995845	0.4999864	
4.213	9.995845	0.4999864	
4.214	9.995845	0.4999864	
4.215	9.995845	0.4999864	
4.216	9.995845	0.4999864	
4.217	9.995845	0.4999864	
4.218	9.995845	0.4999864	
4.219	9.995845	0.4999864	
4.22	9.995845	0.4999864	
4.221	9.995845	0.4999864	
4.222	9.995845	0.4999864	
4.223	9.995845	0.4999864	
4.224	9.995845	0.4999864	
4.225	9.995845	0.4999864	
4.226	9.995845	0.4999864	
4.227	9.995845	0.4999864	
4.228	9.995845	0.4999864	
4.229	9.995845	0.4999864	
4.23	9.995845	0.4999864	
4.231	9.995845	0.4999864	
4.232	9.995845	0.4999864	
4.233	9.995845	0.4999864	
4.234	9.995845	0.4999864	
4.235	9.995845	0.4999864	
4.236	9.995845	0.4999864	
4.237	9.995845	0.4999864	
4.238	9.995845	0.4999864	
4.239	9.995845	0.4999864	
4.24	9.995845	0.4999864	
4.241	9.995845	0.4999864	
4.242	9.995845	0.4999864	
4.243	9.995845	0.4999864	
4.244	9.995845	0.4999864	
4.245	9.995845	0.4999864	
4.246	9.995845	0.4999864	
4.247	9.995845	0.4999864	
4.248	9.995845	0.4999864	
4.249	9.995845	0.4999864	
4.25	9.995845	0.4999864	
4.251	9.995845	0.4999864	
4.252	9.995845	0.4999864	
4.253	9.995845	0.4999864	
4.254	9.995845	0.4999864	
4.255	9.995845	0.4999864	
4.256	9.995845	0.4999864	
4.257	9.995845	0.4999864	
4.258	9.995845	0.4999864	
4.259	9.995845	0.4999864	
4.26	9.995845	0.4999864	
4.261	9.995845	0.4999864	
4.262	9.995845	0.4999864	
4.263	9.995845	0.4999864	
4.264	9.995845	0.4999864	
4.265	9.995845	0.4999864	
4.266	9.995845	0.4999864	
4.267	9.995845	0.4999864	
4.268	9.995845	0.4999864	
4.269	9.995845	0.4999864	
4.27	9.995845	0.4999864	
4.271	9.995845	0.4999864	
4.272	9.995845	0.4999864	
4.273	9.995845	0.4999864	
4.274	9.995845	0.4999864	
4.275	9.995845	0.4999864	
4.276	9.995845	0.4999864	
4.277	9.995845	0.4999864	
4.278	9.995845	0.4999864	
4.279	9.995845	0.4999864	
4.28	9.995845	0.4999864	
4.281	9.995845	0.4999864	
4.282	9.995845	0.4999864	
4.283	9.995845	0.4999864	
4.284	9.995845	0.4999864	
4.285	9.995845	0.4999864	
4.286	9.995845	0.4999864	
4.287	9.995845	0.4999864	
4.288	9.995845	0.4999864	
4.289	9.995845	0.4999864	
4.29	9.995845	0.4999864	
4.291	9.995845	0.4999864	
4.292	9.995845	0.4999864	
4.293	9.995845	0.4999864	
4.294	9.995845	0.4999864	
4.295	9.995845	0.4999864	
4.296	9.995845	0.4999864	
4.297	9.995845	0.4999864	
4.298	9.995845	0.4999864	
4.299	9.995845	0.4999864	
4.3	9.995845	0.4999864	
4.301	9.995845	0.4999864	
4.302	9.995845	0.4999864	
4.303	9.995845	0.4999864	
4.304	9.995845	0.4999864	
4.305	9.995845	0.4999864	
4.306	9.995845	0.4999864	
4.307	9.995845	0.4999864	
4.308	9.995845	0.4999864	
4.309	9.995845	0.4999864	
4.31	9.995845	0.4999864	
4.311	9.995845	0.4999864	
4.312	9.995845	0.4999864	
4.313	9.995845	0.4999864	
4.314	9.995845	0.4999864	
4.315	9.995845	0.4999864	
4.316	9.995845	0.4999864	
4.317	9.995845	0.4999864	
4.318	9.995845	0.4999864	
4.319	9.995845	0.4999864	
4.32	9.995845	0.4999864	
4.321	9.995845	0.4999864	
4.322	9.995845	0.4999864	
4.323	9.995845	0.4999864	
4.324	9.995845	0.4999864	
4.325	9.995845	0.4999864	
4.326	9.995845	0.4999864	
4.327	9.995845	0.4999864	
4.328	9.995845	0.4999864	
4.329	9.995845	0.4999864	
4.33	9.995845	0.4999864	
4.331	9.995845	0.4999864	
4.332	9.995845	0.4999864	
4.333	9.995845	0.4999864	
4.334	9.995845	0.4999864	
4.335	9.995845	0.4999864	
4.336	9.995845	0.4999864	
4.337	9.995845	0.4999864	
4.338	9.995845	0.4999864	
4.339	9.995845	0.4999864	
4.34	9.995845	0.4999864	
4.341	9.995845	0.4999864	
4.342	9.995845	0.4999864	
4.343	9.995845	0.4999864	
4.344	9.995845	0.4999864	
4.345	9.995845	0.4999864	
4.346	9.995845	0.4999864	
4.347	9.995845	0.4999864	
4.348	9.995845	0.4999864	
4.349	9.995845	0.4999864	
4.35	9.995845	0.4999864	
4.351	9.995845	0.4999864	
4.352	9.995845	0.4999864	
4.353	9.995845	0.4999864	
4.354	9.995845	0.4999864	
4.355	9.995845	0.4999864	
4.356	9.995845	0.4999864	
4.357	9.995845	0.4999864	
4.358	9.995845	0.4999864	
4.359	9.995845	0.4999864	
4.36	9.995845	0.4999864	
4.361	9.995845	0.4999864	
4.362	9.995845	0.4999864	
4.363	9.995845	0.4999864	
4.364	9.995845	0.4999864	
4.365	9.995845	0.4999864	
4.366	9.995845	0.4999864	
4.367	9.995845	0.4999864	
4.368	9.995845	0.4999864	
4.369	9.995845	0.4999864	
4.37	9.995845	0.4999864	
4.371	9.995845	0.4999864	
4.372	9.995845	0.4999864	
4.373	9.995845	0.4999864	
4.374	9.995845	0.4999864	
4.375	9.995845	0.4999864	
4.376	9.995845	0.4999864	
4.377	9.995845	0.4999864	
4.378	9.995845	0.4999864	
4.379	9.995845	0.4999864	
4.38	9.995845	0.4999864	
4.381	9.995845	0.4999864	
4.382	9.995845	0.4999864	
4.383	9.995845	0.4999864	
4.384	9.995845	0.4999864	
4.385	9.995845	0.4999864	
4.386	9.995845	0.4999864	
4.387	9.995845	0.4999864	
4.388	9.995845	0.4999864	
4.389	9.995845	0.4999864	
4.39	9.995845	0.4999864	
4.391	9.995845	0.4999864	
4.392	9.995845	0.4999864	
4.393	9.995845	0.4999864	
4.394	9.995845	0.4999864	
4.395	9.995845	0.4999864	
4.396	9.995845	0.4999864	
4.397	9.995845	0.4999864	
4.398	9.995845	0.4999864	
4.399	9.995845	0.4999864	
4.4	9.995845	0.4999864	
4.401	9.995845	0.4999864	
4.402	9.995845	0.4999864	
4.403	9.995845	0.4999864	
4.404	9.995845	0.4999864	
4.405	9.995845	0.4999864	
4.406	9.995845	0.4999864	
4.407	9.995845	0.4999864	
4.408	9.995845	0.4999864	
4.409	9.995845	0.4999864	
4.41	9.995845	0.4999864	
4.411	9.995845	0.4999864	
4.412	9.995845	0.4999864	
4.413	9.995845	0.4999864	
4.414	9.995845	0.4999864	
4.415	9.995845	0.4999864	
4.416	9.995845	0.4999864	
4.417	9.995845	0.4999864	
4.418	9.995845	0.4999864	
4.419	9.995845	0.4999864	
4.42	9.995845	0.4999864	
4.421	9.995845	0.4999864	
4.422	9.995845	0.4999864	
4.423	9.995845	0.4999864	
4.424	9.995845	0.4999864	
4.425	9.995845	0.4999864	
4.426	9.995845	0.4999864	
4.427	9.995845	0.4999864	
4.428	9.995845	0.4999864	
4.429	9.995845	0.4999864	
4.43	9.995845	0.4999864	
4.431	9.995845	0.4999864	
4.432	9.995845	0.4999864	
4.433	9.995845	0.4999864	
4.434	9.995845	0.4999864	
4.435	9.995845	0.4999864	
4.436	9.995845	0.4999864	
4.437	9.995845	0.4999864	
4.438	9.995845	0.4999864	
4.439	9.995845	0.4999864	
4.44	9.995845	0.4999864	
4.441	9.995845	0.4999864	
4.442	9.995845	0.4999864	
4.443	9.995845	0.4999864	
4.444	9.995845	0.4999864	
4.445	9.995845	0.4999864	
4.446	9.995845	0.4999864	
4.447	9.995845	0.4999864	
4.448	9.995845	0.4999864	
4.449	9.995845	0.4999864	
4.45	9.995845	0.4999864	
4.451	9.995845	0.4999864	
4.452	9.995845	0.4999864	
4.453	9.995845	0.4999864	
4.454	9.995845	0.4999864	
4.455	9.995845	0.4999864	
4.456	9.995845	0.4999864	
4.457	9.995845	0.4999864	
4.458	9.995845	0.4999864	
4.459	9.995845	0.4999864	
4.46	9.995845	0.4999864	
4.461	9.995845	0.4999864	
4.462	9.995845	0.4999864	
4.463	9.995845	0.4999864	
4.464	9.995845	0.4999864	
4.465	9.995845	0.4999864	
4.466	9.995845	0.4999864	
4.467	9.995845	0.4999864	
4.468	9.995845	0.4999864	
4.469	9.995845	0.4999864	
4.47	9.995845	0.4999864	
4.471	9.995845	0.4999864	
4.472	9.995845	0.4999864	
4.473	9.995845	0.4999864	
4.474	9.995845	0.4999864	
4.475	9.995845	0.4999864	
4.476	9.995845	0.4999864	
4.477	9.995845	0.4999864	
4.478	9.995845	0.4999864	
4.479	9.995845	0.4999864	
4.48	9.995845	0.4999864	
4.481	9.995845	0.4999864	
4.482	9.995845	0.4999864	
4.483	9.995845	0.4999864	
4.484	9.995845	0.4999864	
4.485	9.995845	0.4999864	
4.486	9.995845	0.4999864	
4.487	9.995845	0.4999864	
4.488	9.995845	0.4999864	
4.489	9.995845	0.4999864	
4.49	9.995845	0.4999864	
4.491	9.995845	0.4999864	
4.492	9.995845	0.4999864	
4.493	9.995845	0.4999864	
4.494	9.995845	0.4999864	
4.495	9.995845	0.4999864	
4.496	9.995845	0.4999864	
4.497	9.995845	0.4999864	
4.498	9.995845	0.4999864	
4.499	9.995845	0.4999864	
4.5	9.995845	0.4999864	
4.501	9.995845	0.4999864	
4.502	9.995845	0.4999864	
4.503	9.995845	0.4999864	
4.504	9.995845	0.4999864	
4.505	9.995845	0.4999864	
4.506	9.995845	0.4999864	
4.507	9.995845	0.4999864	
4.508	9.995845	0.4999864	
4.509	9.995845	0.4999864	
4.51	9.995845	0.4999864	
4.511	9.995845	0.4999864	
4.512	9.995845	0.4999864	
4.513	9.995845	0.4999864	
4.514	9.995845	0.4999864	
4.515	9.995845	0.4999864	
4.516	9.995845	0.4999864	
4.517	9.995845	0.4999864	
4.518	9.995845	0.4999864	
4.519	9.995845	0.4999864	
4.52	9.995845	0.4999864	
4.521	9.995845	0.4999864	
4.522	9.995845	0.4999864	
4.523	9.995845	0.4999864	
4.524	9.995845	0.4999864	
4.525	9.995845	0.4999864	
4.526	9.995845	0.4999864	
4.527	9.995845	0.4999864	
4.528	9.995845	0.4999864	
4.529	9.995845	0.4999864	
4.53	9.995845	0.4999864	
4.531	9.995845	0.4999864	
4.532	9.995845	0.4999864	
4.533	9.995845	0.4999864	
4.534	9.995845	0.4999864	
4.535	9.995845	0.4999864	
4.536	9.995845	0.4999864	
4.537	9.995845	0.4999864	
4.538	9.995845	0.4999864	
4.539	9.995845	0.4999864	
4.54	9.995845	0.4999864	
4.541	9.995845	0.4999864	
4.542	9.995845	0.4999864	
4.543	9.995845	0.4999864	
4.544	9.995845	0.4999864	
4.545	9.995845	0.4999864	
4.546	9.995845	0.4999864	
4.547	9.995845	0.4999864	
4.548	9.995845	0.4999864	
4.549	9.995845	0.4999864	
4.55	9.995845	0.4999864	
4.551	9.995845	0.4999864	
4.552	9.995845	0.4999864	
4.553	9.995845	0.4999864	
4.554	9.995845	0.4999864	
4.555	9.995845	0.4999864	
4.556	9.995845	0.4999864	
4.557	9.995845	0.4999864	
4.558	9.995845	0.4999864	
4.559	9.995845	0.4999864	
4.56	9.995845	0.4999864	
4.561	9.995845	0.4999864	
4.562	9.995845	0.4999864	
4.563	9.995845	0.4999864	
4.564	9.995845	0.4999864	
4.565	9.995845	0.4999864	
4.566	9.995845	0.4999864	
4.567	9.995845	0.4999864	
4.568	9.995845	0.4999864	
4.569	9.995845	0.4999864	
4.57	9.995845	0.4999864	
4.571	9.995845	0.4999864	
4.572	9.995845	0.4999864	
4.573	9.995845	0.4999864	
4.574	9.995845	0.4999864	
4.575	9.995845	0.4999864	
4.576	9.995845	0.4999864	
4.577	9.995845	0.4999864	
4.578	9.995845	0.4999864	
4.579	9.995845	0.4999864	
4.58	9.995845	0.4999864	
4.581	9.995845	0.4999864	
4.582	9.995845	0.4999864	
4.583	9.995845	0.4999864	
4.584	9.995845	0.4999864	
4.585	9.995845	0.4999864	
4.586	9.995845	0.4999864	
4.587	9.995845	0.4999864	
4.588	9.995845	0.4999864	
4.589	9.995845	0.4999864	
4.59	9.995845	0.4999864	
4.591	9.995845	0.4999864	
4.592	9.995845	0.4999864	
4.593	9.995845	0.4999864	
4.594	9.995845	0.4999864	
4.595	9.995845	0.4999864	
4.596	9.995845	0.4999864	
4.597	9.995845	0.4999864	
4.598	9.995845	0.4999864	
4.599	9.995845	0.4999864	
4.6	9.995845	0.4999864	
4.601	9.995845	0.4999864	
4.602	9.995845	0.4999864	
4.603	9.995845	0.4999864	
4.604	9.995845	0.4999864	
4.605	9.995845	0.4999864	
4.606	9.995845	0.4999864	
4.607	9.995845	0.4999864	
4.608	9.995845	0.4999864	
4.609	9.995845	0.4999864	
4.61	9.995845	0.4999864	
4.611	9.995845	0.4999864	
4.612	9.995845	0.4999864	
4.613	9.995845	0.4999864	
4.614	9.995845	0.4999864	
4.615	9.995845	0.4999864	
4.616	9.995845	0.4999864	
4.617	9.995845	0.4999864	
4.618	9.995845	0.4999864	
4.619	9.995845	0.4999864	
4.62	9.995845	0.4999864	
4.621	9.995845	0.4999864	
4.622	9.995845	0.4999864	
4.623	9.995845	0.4999864	
4.624	9.995845	0.4999864	
4.625	9.995845	0.4999864	
4.626	9.995845	0.4999864	
4.627	9.995845	0.4999864	
4.628	9.995845	0.4999864	
4.629	9.995845	0.4999864	
4.63	9.995845	0.4999864	
4.631	9.995845	0.4999864	
4.632	9.995845	0.4999864	
4.633	9.995845	0.4999864	
4.634	9.995845	0.4999864	
4.635	9.995845	0.4999864	
4.636	9.995845	0.4999864	
4.637	9.995845	0.4999864	
4.638	9.995845	0.4999864	
4.639	9.995845	0.4999864	
4.64	9.995845	0.4999864	
4.641	9.995845	0.4999864	
4.642	9.995845	0.4999864	
4.643	9.995845	0.4999864	
4.644	9.995845	0.4999864	
4.645	9.995845	0.4999864	
4.646	9.995845	0.4999864	
4.647	9.995845	0.4999864	
4.648	9.995845	0.4999864	
4.649	9.995845	0.4999864	
4.65	9.995845	0.4999864	
4.651	9.995845	0.4999864	
4.652	9.995845	0.4999864	
4.653	9.995845	0.4999864	
4.654	9.995845	0.4999864	
4.655	9.995845	0.4999864	
4.656	9.995845	0.4999864	
4.657	9.995845	0.4999864	
4.658	9.995845	0.4999864	
4.659	9.995845	0.4999864	
4.66	9.995845	0.4999864	
4.661	9.995845	0.4999864	
4.662	9.995845	0.4999864	
4.663	9.995845	0.4999864	
4.664	9.995845	0.4999864	
4.665	9.995845	0.4999864	
4.666	9.995845	0.4999864	
4.667	9.995845	0.4999864	
4.668	9.995845	0.4999864	
4.669	9.995845	0.4999864	
4.67	9.995845	0.4999864	
4.671	9.995845	0.4999864	
4.672	9.995845	0.4999864	
4.673	9.995845	0.4999864	
4.674	9.995845	0.4999864	
4.675	9.995845	0.4999864	
4.676	9.995845	0.4999864	
4.677	9.995845	0.4999864	
4.678	9.995845	0.4999864	
4.679	9.995845	0.4999864	
4.68	9.995845	0.4999864	
4.681	9.995845	0.4999864	
4.682	9.995845	0.4999864	
4.683	9.995845	0.4999864	
4.684	9.995845	0.4999864	
4.685	9.995845	0.4999864	
4.686	9.995845	0.4999864	
4.687	9.995845	0.4999864	
4.688	9.995845	0.4999864	
4.689	9.995845	0.4999864	
4.69	9.995845	0.4999864	
4.691	9.995845	0.4999864	
4.692	9.995845	0.4999864	
4.693	9.995845	0.4999864	
4.694	9.995845	0.4999864	
4.695	9.995845	0.4999864	
4.696	9.995845	0.4999864	
4.697	9.995845	0.4999864	
4.698	9.995845	0.4999864	
4.699	9.995845	0.4999864	
4.7	9.995845	0.4999864	
4.701	9.995845	0.4999864	
4.702	9.995845	0.4999864	
4.703	9.995845	0.4999864	
4.704	9.995845	0.4999864	
4.705	9.995845	0.4999864	
4.706	9.995845	0.4999864	
4.707	9.995845	0.4999864	
4.708	9.995845	0.4999864	
4.709	9.995845	0.4999864	
4.71	9.995845	0.4999864	
4.711	9.995845	0.4999864	
4.712	9.995845	0.4999864	
4.713	9.995845	0.4999864	
4.714	9.995845	0.4999864	
4.715	9.995845	0.4999864	
4.716	9.995845	0.4999864	
4.717	9.995845	0.4999864	
4.718	9.995845	0.4999864	
4.719	9.995845	0.4999864	
4.72	9.995845	0.4999864	
4.721	9.995845	0.4999864	
4.722	9.995845	0.4999864	
4.723	9.995845	0.4999864	
4.724	9.995845	0.4999864	
4.725	9.995845	0.4999864	
4.726	9.995845	0.4999864	
4.727	9.995845	0.4999864	
4.728	9.995845	0.4999864	
4.729	9.995845	0.4999864	
4.73	9.995845	0.4999864	
4.731	9.995845	0.4999864	
4.732	9.995845	0.4999864	
4.733	9.995845	0.4999864	
4.734	9.995845	0.4999864	
4.735	9.995845	0.4999864	
4.736	9.995845	0.4999864	
4.737	9.995845	0.4999864	
4.738	9.995845	0.4999864	
4.739	9.995845	0.4999864	
4.74	9.995845	0.4999864	
4.741	9.995845	0.4999864	
4.742	9.995845	0.4999864	
4.743	9.995845	0.4999864	
4.744	9.995845	0.4999864	
4.745	9.995845	0.4999864	
4.746	9.995845	0.4999864	
4.747	9.995845	0.4999864	
4.748	9.995845	0.4999864	
4.749	9.995845	0.4999864	
4.75	9.995845	0.4999864	
4.751	9.995845	0.4999864	
4.752	9.995845	0.4999864	
4.753	9.995845	0.4999864	
4.754	9.995845	0.4999864	
4.755	9.995845	0.4999864	
4.756	9.995845	0.4999864	
4.757	9.995845	0.4999864	
4.758	9.995845	0.4999864	
4.759	9.995845	0.4999864	
4.76	9.995845	0.4999864	
4.761	9.995845	0.4999864	
4.762	9.995845	0.4999864	
4.763	9.995845	0.4999864	
4.764	9.995845	0.4999864	
4.765	9.995845	0.4999864	
4.766	9.995845	0.4999864	
4.767	9.995845	0.4999864	
4.768	9.995845	0.4999864	
4.769	9.995845	0.4999864	
4.77	9.995845	0.4999864	
4.771	9.995845	0.4999864	
4.772	9.995845	0.4999864	
4.773	9.995845	0.4999864	
4.774	9.995845	0.4999864	
4.775	9.995845	0.4999864	
4.776	9.995845	0.4999864	
4.777	9.995845	0.4999864	
4.778	9.995845	0.4999864	
4.779	9.995845	0.4999864	
4.78	9.995845	0.4999864	
4.781	9.995845	0.4999864	
4.782	9.995845	0.4999864	
4.783	9.995845	0.4999864	
4.784	9.995845	0.4999864	
4.785	9.995845	0.4999864	
4.786	9.995845	0.4999864	
4.787	9.995845	0.4999864	
4.788	9.995845	0.4999864	
4.789	9.995845	0.4999864	
4.79	9.995845	0.4999864	
4.791	9.995845	0.4999864	
4.792	9.995845	0.4999864	
4.793	9.995845	0.4999864	
4.794	9.995845	0.4999864	
4.795	9.995845	0.4999864	
4.796	9.995845	0.4999864	
4.797	9.995845	0.4999864	
4.798	9.995845	0.4999864	
4.799	9.995845	0.4999864	
4.8	9.995845	0.4999864	
4.801	9.995845	0.4999864	
4.802	9.995845	0.4999864	
4.803	9.995845	0.4999864	
4.804	9.995845	0.4999864	
4.805	9.995845	0.4999864	
4.806	9.995845	0.4999864	
4.807	9.995845	0.4999864	
4.808	9.995845	0.4999864	
4.809	9.995845	0.4999864	
4.81	9.995845	0.4999864	
4.811	9.995845	0.4999864	
4.812	9.995845	0.4999864	
4.813	9.995845	0.4999864	
4.814	9.995845	0.4999864	
4.815	9.995845	0.4999864	
4.816	9.995845	0.4999864	
4.817	9.995845	0.4999864	
4.818	9.995845	0.4999864	
4.819	9.995845	0.4999864	
4.82	9.995845	0.4999864	
4.821	9.995845	0.4999864	
4.822	9.995845	0.4999864	
4.823	9.995845	0.4999864	
4.824	9.995845	0.4999864	
4.825	9.995845	0.4999864	
4.826	9.995845	0.4999864	
4.827	9.995845	0.4999864	
4.828	9.995845	0.4999864	
4.829	9.995845	0.4999864	
4.83	9.995845	0.4999864	
4.831	9.995845	0.4999864	
4.832	9.995845	0.4999864	
4.833	9.995845	0.4999864	
4.834	9.995845	0.4999864	
4.835	9.995845	0.4999864	
4.836	9.995845	0.4999864	
4.837	9.995845	0.4999864	
4.838	9.995845	0.4999864	
4.839	9.995845	0.4999864	
4.84	9.995845	0.4999864	
4.841	9.995845	0.4999864	
4.842	9.995845	0.4999864	
4.843	9.995845	0.4999864	
4.844	9.995845	0.4999864	
4.845	9.995845	0.4999864	
4.846	9.995845	0.4999864	
4.847	9.995845	0.4999864	
4.848	9.995845	0.4999864	
4.849	9.995845	0.4999864	
4.85	9.995845	0.4999864	
4.851	9.995845	0.4999864	
4.852	9.995845	0.4999864	
4.853	9.995845	0.4999864	
4.854	9.995845	0.4999864	
4.855	9.995845	0.4999864	
4.856	9.995845	0.4999864	
4.857	9.995845	0.4999864	
4.858	9.995845	0.4999864	
4.859	9.995845	0.4999864	
4.86	9.995845	0.4999864	
4.861	9.995845	0.4999864	
4.862	9.995845	0.4999864	
4.863	9.995845	0.4999864	
4.864	9.995845	0.4999864	
4.865	9.995845	0.4999864	
4.866	9.995845	0.4999864	
4.867	9.995845	0.4999864	
4.868	9.995845	0.4999864	
4.869	9.995845	0.4999864	
4.87	9.995845	0.4999864	
4.871	9.995845	0.4999864	
4.872	9.995845	0.4999864	
