Time	Length	Velocity	
5.079	0.3346423	-8.940697E-05	
5.08	0.3346421	-0.0001490116	
5.081	0.334642	-0.0001192093	
5.082	0.3346419	-0.0001192093	
5.083	0.3346417	-0.0001490116	
5.084	0.3346416	-0.0001490116	
5.085	0.3346414	-0.0001490116	
5.086	0.3346413	-0.0001490116	
5.087	0.3346411	-0.0001788139	
5.088	0.3346409	-0.0001490116	
5.089	0.3346408	-0.0001788139	
5.09	0.3346406	-0.0001788139	
5.091	0.3346404	-0.0001788139	
5.092	0.3346402	-0.0001788139	
5.093	0.3346401	-0.0001788139	
5.094	0.3346399	-0.0001788139	
5.095	0.3346397	-0.0001788139	
5.096	0.3346395	-0.0001788139	
5.097	0.3346393	-0.0002086163	
5.098	0.3346391	-0.0002384186	
5.099	0.3346389	-0.0001788139	
5.1	0.3346387	-0.0002384186	
5.101	0.3346384	-0.0002086163	
5.102	0.3346382	-0.0002086163	
5.103	0.334638	-0.0002086163	
5.104	0.3346378	-0.0002086163	
5.105	0.3346376	-0.0002086163	
5.106	0.3346374	-0.0002384186	
5.107	0.3346371	-0.0002384186	
5.108	0.3346369	-0.0002384186	
5.109	0.3346366	-0.0002682209	
5.11	0.3346364	-0.0002682209	
5.111	0.3346361	-0.0002384186	
5.112	0.3346359	-0.0002384186	
5.113	0.3346356	-0.0002980233	
5.114	0.3346354	-0.0002086163	
5.115	0.3346351	-0.0002682209	
5.116	0.3346348	-0.0002980233	
5.117	0.3346346	-0.0002384186	
5.118	0.3346343	-0.0002980233	
5.119	0.3346339	-0.0003278256	
5.12	0.3346337	-0.0002682209	
5.121	0.3346334	-0.0002384186	
5.122	0.3346331	-0.0002980233	
5.123	0.3346328	-0.0002980233	
5.124	0.3346325	-0.0002980233	
5.125	0.3346322	-0.0002980233	
5.126	0.3346319	-0.0002980233	
5.127	0.3346317	-0.0002980233	
5.128	0.3346313	-0.0003278256	
5.129	0.3346311	-0.0002682209	
5.13	0.3346307	-0.0003278256	
5.131	0.3346304	-0.0002980233	
5.132	0.3346301	-0.0003278256	
5.133	0.3346298	-0.0002980233	
5.134	0.3346295	-0.0003278256	
5.135	0.3346292	-0.0002980233	
5.136	0.3346289	-0.0003278256	
5.137	0.3346286	-0.0002980233	
5.138	0.3346282	-0.0003278256	
5.139	0.3346279	-0.0003278256	
5.14	0.3346276	-0.0002980233	
5.141	0.3346272	-0.0003576279	
5.142	0.3346269	-0.0002980233	
5.143	0.3346266	-0.0003278256	
5.144	0.3346263	-0.0003278256	
5.145	0.3346259	-0.0003576279	
5.146	0.3346256	-0.0003278256	
5.147	0.3346253	-0.0003278256	
5.148	0.3346249	-0.0003278256	
5.149	0.3346246	-0.0003278256	
5.15	0.3346243	-0.0003576279	
5.151	0.3346239	-0.0003278256	
5.152	0.3346236	-0.0003278256	
5.153	0.3346233	-0.0003278256	
5.154	0.3346229	-0.0003278256	
5.155	0.3346226	-0.0003576279	
5.156	0.3346223	-0.0003278256	
5.157	0.3346219	-0.0003278256	
5.158	0.3346216	-0.0003278256	
5.159	0.3346213	-0.0003278256	
5.16	0.3346209	-0.0003576279	
5.161	0.3346206	-0.0003278256	
5.162	0.3346203	-0.0003278256	
5.163	0.3346199	-0.0003278256	
5.164	0.3346196	-0.0003278256	
5.165	0.3346193	-0.0003576279	
5.166	0.3346189	-0.0003278256	
5.167	0.3346186	-0.0003278256	
5.168	0.3346183	-0.0003278256	
5.169	0.3346179	-0.0003278256	
5.17	0.3346176	-0.0003278256	
5.171	0.3346173	-0.0002980233	
5.172	0.334617	-0.0003278256	
5.173	0.3346166	-0.0003576279	
5.174	0.3346163	-0.0002980233	
5.175	0.334616	-0.0003278256	
5.176	0.3346157	-0.0003278256	
5.177	0.3346153	-0.0003278256	
5.178	0.3346151	-0.0002980233	
5.179	0.3346147	-0.0003278256	
5.18	0.3346145	-0.0002682209	
5.181	0.3346141	-0.0003278256	
5.182	0.3346139	-0.0002682209	
5.183	0.3346135	-0.0003576279	
5.184	0.3346132	-0.0002980233	
5.185	0.3346129	-0.0002682209	
5.186	0.3346126	-0.0002980233	
5.187	0.3346123	-0.0002980233	
5.188	0.334612	-0.0002980233	
5.189	0.3346117	-0.0002980233	
5.19	0.3346115	-0.0002682209	
5.191	0.3346112	-0.0002980233	
5.192	0.3346109	-0.0002682209	
5.193	0.3346107	-0.0002384186	
5.194	0.3346104	-0.0002980233	
5.195	0.3346101	-0.0002682209	
5.196	0.3346098	-0.0002682209	
5.197	0.3346096	-0.0002384186	
5.198	0.3346093	-0.0002980233	
5.199	0.3346091	-0.0002384186	
5.2	0.3346088	-0.0002384186	
5.201	0.3346086	-0.0002384186	
5.202	0.3346083	-0.0002384186	
5.203	0.3346081	-0.0002384186	
5.204	0.3346079	-0.0002384186	
5.205	0.3346076	-0.0002384186	
5.206	0.3346074	-0.0002384186	
5.207	0.3346072	-0.0002384186	
5.208	0.3346069	-0.0002086163	
5.209	0.3346067	-0.0002384186	
5.21	0.3346065	-0.0002086163	
5.211	0.3346063	-0.0002384186	
5.212	0.334606	-0.0002384186	
5.213	0.3346058	-0.0002086163	
5.214	0.3346056	-0.0001788139	
5.215	0.3346054	-0.0002384186	
5.216	0.3346052	-0.0002086163	
5.217	0.3346049	-0.0002384186	
5.218	0.3346047	-0.0002086163	
5.219	0.3346045	-0.0002086163	
5.22	0.3346043	-0.0002384186	
5.221	0.3346041	-0.0001788139	
5.222	0.3346039	-0.0002384186	
5.223	0.3346037	-0.0002086163	
5.224	0.3346035	-0.0002086163	
5.225	0.3346033	-0.0002086163	
5.226	0.334603	-0.0002086163	
5.227	0.3346028	-0.0002384186	
5.228	0.3346026	-0.0002086163	
5.229	0.3346024	-0.0002384186	
5.23	0.3346021	-0.0002086163	
5.231	0.3346019	-0.0002086163	
5.232	0.3346017	-0.0002086163	
5.233	0.3346015	-0.0002384186	
5.234	0.3346013	-0.0002086163	
5.235	0.3346011	-0.0002086163	
5.236	0.3346009	-0.0002086163	
5.237	0.3346006	-0.0002384186	
5.238	0.3346004	-0.0002384186	
5.239	0.3346002	-0.0002086163	
5.24	0.3345999	-0.0002384186	
5.241	0.3345997	-0.0002384186	
5.242	0.3345995	-0.0002086163	
5.243	0.3345993	-0.0002086163	
5.244	0.334599	-0.0002384186	
5.245	0.3345988	-0.0002086163	
5.246	0.3345986	-0.0002086163	
5.247	0.3345984	-0.0002384186	
5.248	0.3345982	-0.0002384186	
5.249	0.3345979	-0.0002384186	
5.25	0.3345977	-0.0002384186	
5.251	0.3345974	-0.0002384186	
5.252	0.3345972	-0.0002384186	
5.253	0.334597	-0.0002384186	
5.254	0.3345967	-0.0002384186	
5.255	0.3345965	-0.0002384186	
5.256	0.3345962	-0.0002384186	
5.257	0.334596	-0.0002384186	
5.258	0.3345958	-0.0002384186	
5.259	0.3345955	-0.0002384186	
5.26	0.3345953	-0.0002682209	
5.261	0.334595	-0.0002384186	
5.262	0.3345948	-0.0002682209	
5.263	0.3345945	-0.0002384186	
5.264	0.3345942	-0.0002980233	
5.265	0.334594	-0.0002384186	
5.266	0.3345937	-0.0002682209	
5.267	0.3345935	-0.0002384186	
5.268	0.3345932	-0.0002682209	
5.269	0.3345929	-0.0002682209	
5.27	0.3345927	-0.0002682209	
5.271	0.3345924	-0.0002384186	
5.272	0.3345922	-0.0002682209	
5.273	0.3345919	-0.0002682209	
5.274	0.3345916	-0.0002980233	
5.275	0.3345914	-0.0002384186	
5.276	0.3345911	-0.0002682209	
5.277	0.3345908	-0.0002980233	
5.278	0.3345905	-0.0002682209	
5.279	0.3345903	-0.0002384186	
5.28	0.33459	-0.0002980233	
5.281	0.3345897	-0.0002384186	
5.282	0.3345895	-0.0002980233	
5.283	0.3345892	-0.0002682209	
5.284	0.3345889	-0.0002980233	
5.285	0.3345886	-0.0002682209	
5.286	0.3345883	-0.0002980233	
5.287	0.3345881	-0.0002682209	
5.288	0.3345878	-0.0002682209	
5.289	0.3345875	-0.0002384186	
5.29	0.3345872	-0.0002980233	
5.291	0.334587	-0.0002682209	
5.292	0.3345867	-0.0002682209	
5.293	0.3345864	-0.0002980233	
5.294	0.3345861	-0.0002682209	
5.295	0.3345859	-0.0002682209	
5.296	0.3345856	-0.0002980233	
5.297	0.3345853	-0.0002980233	
5.298	0.334585	-0.0002384186	
5.299	0.3345848	-0.0002682209	
5.3	0.3345845	-0.0002980233	
5.301	0.3345842	-0.0002682209	
5.302	0.3345839	-0.0002980233	
5.303	0.3345837	-0.0002384186	
5.304	0.3345834	-0.0002980233	
5.305	0.3345831	-0.0002682209	
5.306	0.3345828	-0.0002682209	
5.307	0.3345825	-0.0002980233	
5.308	0.3345823	-0.0002384186	
5.309	0.334582	-0.0002682209	
5.31	0.3345817	-0.0002980233	
5.311	0.3345815	-0.0002682209	
5.312	0.3345812	-0.0002384186	
5.313	0.3345809	-0.0002980233	
5.314	0.3345806	-0.0002980233	
5.315	0.3345804	-0.0002086163	
5.316	0.3345802	-0.0002682209	
5.317	0.3345799	-0.0002384186	
5.318	0.3345796	-0.0002980233	
5.319	0.3345794	-0.0002384186	
5.32	0.3345791	-0.0002980233	
5.321	0.3345788	-0.0002384186	
5.322	0.3345786	-0.0002682209	
5.323	0.3345783	-0.0002384186	
5.324	0.3345781	-0.0002384186	
5.325	0.3345779	-0.0002384186	
5.326	0.3345776	-0.0002682209	
5.327	0.3345773	-0.0002682209	
5.328	0.3345771	-0.0002682209	
5.329	0.3345768	-0.0002384186	
5.33	0.3345766	-0.0002384186	
5.331	0.3345763	-0.0002384186	
5.332	0.3345761	-0.0002384186	
5.333	0.3345759	-0.0002086163	
5.334	0.3345757	-0.0002086163	
5.335	0.3345754	-0.0002384186	
5.336	0.3345752	-0.0002086163	
5.337	0.334575	-0.0002086163	
5.338	0.3345748	-0.0002384186	
5.339	0.3345746	-0.0002384186	
5.34	0.3345743	-0.0002086163	
5.341	0.3345742	-0.0001788139	
5.342	0.334574	-0.0002086163	
5.343	0.3345737	-0.0002384186	
5.344	0.3345735	-0.0001788139	
5.345	0.3345734	-0.0001788139	
5.346	0.3345732	-0.0001788139	
5.347	0.334573	-0.0002086163	
5.348	0.3345728	-0.0001788139	
5.349	0.3345726	-0.0001788139	
5.35	0.3345724	-0.0001788139	
5.351	0.3345723	-0.0001788139	
5.352	0.3345721	-0.0001788139	
5.353	0.3345719	-0.0001490116	
5.354	0.3345718	-0.0001192093	
5.355	0.3345717	-0.0001490116	
5.356	0.3345715	-0.0002086163	
5.357	0.3345713	-0.0001490116	
5.358	0.3345712	-0.0001490116	
5.359	0.334571	-0.0001490116	
5.36	0.3345709	-0.0001490116	
5.361	0.3345708	-8.940697E-05	
5.362	0.3345706	-0.0001490116	
5.363	0.3345705	-0.0001192093	
5.364	0.3345704	-0.0001192093	
5.365	0.3345703	-0.0001192093	
5.366	0.3345701	-0.0001192093	
5.367	0.33457	-0.0001192093	
5.368	0.3345699	-0.0001192093	
5.369	0.3345698	-5.960465E-05	
5.37	0.3345697	-0.0001192093	
5.371	0.3345697	-5.960465E-05	
5.372	0.3345696	-5.960465E-05	
5.373	0.3345695	-0.0001192093	
5.374	0.3345694	-8.940697E-05	
5.375	0.3345693	-8.940697E-05	
5.376	0.3345692	-5.960465E-05	
5.377	0.3345692	-5.960465E-05	
5.378	0.3345691	-8.940697E-05	
5.379	0.3345691	-2.980232E-05	
5.38	0.334569	-2.980232E-05	
5.381	0.3345689	-8.940697E-05	
5.382	0.3345689	-2.980232E-05	
5.383	0.3345689	-2.980232E-05	
5.384	0.3345688	-5.960465E-05	
5.385	0.3345687	-8.940697E-05	
5.386	0.3345687	-2.980232E-05	
5.387	0.3345687	-2.980232E-05	
5.388	0.3345686	-5.960465E-05	
5.389	0.3345686	-2.980232E-05	
5.39	0.3345686	0	
5.391	0.3345685	-5.960465E-05	
5.392	0.3345685	0	
5.393	0.3345685	-5.960465E-05	
5.394	0.3345685	0	
5.395	0.3345684	-8.940697E-05	
5.396	0.3345684	-2.980232E-05	
5.397	0.3345683	-2.980232E-05	
5.398	0.3345683	0	
5.399	0.3345683	-2.980232E-05	
5.4	0.3345682	-5.960465E-05	
5.401	0.3345682	0	
5.402	0.3345682	-5.960465E-05	
5.403	0.3345681	-5.960465E-05	
5.404	0.3345681	-2.980232E-05	
5.405	0.334568	-5.960465E-05	
5.406	0.334568	-5.960465E-05	
5.407	0.3345679	-2.980232E-05	
5.408	0.3345679	-5.960465E-05	
5.409	0.3345679	0	
5.41	0.3345678	-5.960465E-05	
5.411	0.3345677	-8.940697E-05	
5.412	0.3345677	-5.960465E-05	
5.413	0.3345676	-5.960465E-05	
5.414	0.3345675	-8.940697E-05	
5.415	0.3345675	0	
5.416	0.3345674	-8.940697E-05	
5.417	0.3345674	-5.960465E-05	
5.418	0.3345673	-8.940697E-05	
5.419	0.3345672	-5.960465E-05	
5.42	0.3345671	-0.0001192093	
5.421	0.3345671	-2.980232E-05	
5.422	0.334567	-8.940697E-05	
5.423	0.3345669	-0.0001192093	
5.424	0.3345668	-5.960465E-05	
5.425	0.3345667	-8.940697E-05	
5.426	0.3345666	-8.940697E-05	
5.427	0.3345665	-0.0001192093	
5.428	0.3345664	-8.940697E-05	
5.429	0.3345663	-0.0001192093	
5.43	0.3345662	-8.940697E-05	
5.431	0.3345661	-0.0001192093	
5.432	0.334566	-0.0001192093	
5.433	0.3345658	-0.0001192093	
5.434	0.3345657	-0.0001192093	
5.435	0.3345656	-0.0001192093	
5.436	0.3345655	-0.0001192093	
5.437	0.3345654	-0.0001192093	
5.438	0.3345653	-0.0001192093	
5.439	0.3345651	-0.0001490116	
5.44	0.334565	-0.0001490116	
5.441	0.3345648	-0.0001490116	
5.442	0.3345647	-0.0001490116	
5.443	0.3345645	-0.0001490116	
5.444	0.3345644	-0.0001490116	
5.445	0.3345642	-0.0001490116	
5.446	0.3345641	-0.0001490116	
5.447	0.3345639	-0.0001490116	
5.448	0.3345637	-0.0001788139	
5.449	0.3345636	-0.0001490116	
5.45	0.3345634	-0.0002086163	
5.451	0.3345632	-0.0001490116	
5.452	0.334563	-0.0001788139	
5.453	0.3345629	-0.0001788139	
5.454	0.3345627	-0.0001788139	
5.455	0.3345625	-0.0001788139	
5.456	0.3345623	-0.0001788139	
5.457	0.3345622	-0.0001788139	
5.458	0.3345619	-0.0002086163	
5.459	0.3345618	-0.0001788139	
5.46	0.3345616	-0.0002086163	
5.461	0.3345613	-0.0002384186	
5.462	0.3345611	-0.0001788139	
5.463	0.3345609	-0.0002086163	
5.464	0.3345607	-0.0002086163	
5.465	0.3345605	-0.0002086163	
5.466	0.3345603	-0.0002384186	
5.467	0.3345601	-0.0001788139	
5.468	0.3345599	-0.0002384186	
5.469	0.3345596	-0.0002086163	
5.47	0.3345594	-0.0002384186	
5.471	0.3345592	-0.0002384186	
5.472	0.334559	-0.0002086163	
5.473	0.3345588	-0.0002086163	
5.474	0.3345585	-0.0002384186	
5.475	0.3345583	-0.0002384186	
5.476	0.334558	-0.0002384186	
5.477	0.3345578	-0.0002384186	
5.478	0.3345576	-0.0002086163	
5.479	0.3345573	-0.0002682209	
5.48	0.3345571	-0.0002384186	
5.481	0.3345568	-0.0002384186	
5.482	0.3345566	-0.0002086163	
5.483	0.3345564	-0.0002682209	
5.484	0.3345561	-0.0002384186	
5.485	0.3345559	-0.0002682209	
5.486	0.3345556	-0.0002384186	
5.487	0.3345554	-0.0002384186	
5.488	0.3345551	-0.0002682209	
5.489	0.3345549	-0.0002384186	
5.49	0.3345547	-0.0002086163	
5.491	0.3345544	-0.0002682209	
5.492	0.3345542	-0.0002384186	
5.493	0.3345539	-0.0002682209	
5.494	0.3345537	-0.0002086163	
5.495	0.3345534	-0.0002980233	
5.496	0.3345532	-0.0002384186	
5.497	0.3345529	-0.0002682209	
5.498	0.3345526	-0.0002384186	
5.499	0.3345524	-0.0002384186	
5.5	0.3345521	-0.0002682209	
5.501	0.3345519	-0.0002384186	
5.502	0.3345517	-0.0002384186	
5.503	0.3345514	-0.0002682209	
5.504	0.3345511	-0.0002682209	
5.505	0.3345508	-0.0002980233	
5.506	0.3345506	-0.0002086163	
5.507	0.3345504	-0.0002384186	
5.508	0.3345501	-0.0002384186	
5.509	0.3345499	-0.0002682209	
5.51	0.3345496	-0.0002384186	
5.511	0.3345494	-0.0002384186	
5.512	0.3345492	-0.0002384186	
5.513	0.3345489	-0.0002384186	
5.514	0.3345487	-0.0002384186	
5.515	0.3345484	-0.0002384186	
5.516	0.3345482	-0.0002682209	
5.517	0.3345479	-0.0002384186	
5.518	0.3345477	-0.0002384186	
5.519	0.3345475	-0.0002086163	
5.52	0.3345473	-0.0002384186	
5.521	0.334547	-0.0002384186	
5.522	0.3345468	-0.0002384186	
5.523	0.3345465	-0.0002384186	
5.524	0.3345463	-0.0002384186	
5.525	0.3345461	-0.0002086163	
5.526	0.3345459	-0.0002384186	
5.527	0.3345456	-0.0002086163	
5.528	0.3345454	-0.0002086163	
5.529	0.3345452	-0.0002086163	
5.53	0.334545	-0.0002384186	
5.531	0.3345448	-0.0002086163	
5.532	0.3345446	-0.0002086163	
5.533	0.3345444	-0.0001788139	
5.534	0.3345442	-0.0002086163	
5.535	0.334544	-0.0001788139	
5.536	0.3345438	-0.0002086163	
5.537	0.3345436	-0.0002086163	
5.538	0.3345434	-0.0001788139	
5.539	0.3345432	-0.0001788139	
5.54	0.334543	-0.0002086163	
5.541	0.3345428	-0.0001788139	
5.542	0.3345427	-0.0001788139	
5.543	0.3345425	-0.0001788139	
5.544	0.3345424	-0.0001192093	
5.545	0.3345422	-0.0002086163	
5.546	0.334542	-0.0001490116	
5.547	0.3345419	-0.0001192093	
5.548	0.3345417	-0.0001788139	
5.549	0.3345416	-0.0001490116	
5.55	0.3345414	-0.0001490116	
5.551	0.3345413	-0.0001192093	
5.552	0.3345411	-0.0001490116	
5.553	0.3345411	-8.940697E-05	
5.554	0.3345409	-0.0001490116	
5.555	0.3345408	-0.0001192093	
5.556	0.3345406	-0.0001490116	
5.557	0.3345405	-8.940697E-05	
5.558	0.3345404	-0.0001490116	
5.559	0.3345402	-0.0001490116	
5.56	0.3345402	-5.960465E-05	
5.561	0.33454	-0.0001490116	
5.562	0.3345399	-0.0001192093	
5.563	0.3345398	-8.940697E-05	
5.564	0.3345397	-8.940697E-05	
5.565	0.3345396	-0.0001192093	
5.566	0.3345395	-0.0001192093	
5.567	0.3345394	-0.0001192093	
5.568	0.3345393	-8.940697E-05	
5.569	0.3345392	-0.0001192093	
5.57	0.3345391	-8.940697E-05	
5.571	0.334539	-0.0001192093	
5.572	0.3345389	-8.940697E-05	
5.573	0.3345388	-0.0001192093	
5.574	0.3345387	-8.940697E-05	
5.575	0.3345386	-8.940697E-05	
5.576	0.3345384	-0.0001490116	
5.577	0.3345384	-5.960465E-05	
5.578	0.3345383	-8.940697E-05	
5.579	0.3345382	-0.0001192093	
5.58	0.3345381	-8.940697E-05	
5.581	0.334538	-8.940697E-05	
5.582	0.3345379	-0.0001192093	
5.583	0.3345378	-5.960465E-05	
5.584	0.3345377	-0.0001490116	
5.585	0.3345376	-5.960465E-05	
5.586	0.3345374	-0.0001490116	
5.587	0.3345374	-8.940697E-05	
5.588	0.3345373	-8.940697E-05	
5.589	0.3345371	-0.0001192093	
5.59	0.3345371	-8.940697E-05	
5.591	0.334537	-8.940697E-05	
5.592	0.3345369	-0.0001192093	
5.593	0.3345368	-8.940697E-05	
5.594	0.3345366	-0.0001192093	
5.595	0.3345365	-0.0001192093	
5.596	0.3345364	-0.0001192093	
5.597	0.3345363	-8.940697E-05	
5.598	0.3345362	-0.0001490116	
5.599	0.334536	-0.0001192093	
5.6	0.334536	-5.960465E-05	
5.601	0.3345359	-8.940697E-05	
5.602	0.3345357	-0.0001490116	
5.603	0.3345357	-8.940697E-05	
5.604	0.3345355	-0.0001490116	
5.605	0.3345354	-0.0001490116	
5.606	0.3345352	-0.0001192093	
5.607	0.3345351	-0.0001490116	
5.608	0.334535	-5.960465E-05	
5.609	0.3345349	-0.0001490116	
5.61	0.3345348	-8.940697E-05	
5.611	0.3345346	-0.0001490116	
5.612	0.3345345	-0.0001192093	
5.613	0.3345344	-0.0001490116	
5.614	0.3345343	-0.0001192093	
5.615	0.3345341	-0.0001192093	
5.616	0.334534	-0.0001490116	
5.617	0.3345338	-0.0001490116	
5.618	0.3345337	-0.0001192093	
5.619	0.3345336	-0.0001192093	
5.62	0.3345334	-0.0001788139	
5.621	0.3345333	-8.940697E-05	
5.622	0.3345332	-0.0001490116	
5.623	0.3345331	-0.0001192093	
5.624	0.3345329	-0.0001490116	
5.625	0.3345328	-0.0001490116	
5.626	0.3345326	-0.0001192093	
5.627	0.3345325	-0.0001490116	
5.628	0.3345324	-0.0001490116	
5.629	0.3345322	-0.0001192093	
5.63	0.3345321	-0.0001192093	
5.631	0.334532	-0.0001192093	
5.632	0.3345318	-0.0001490116	
5.633	0.3345317	-0.0001490116	
5.634	0.3345315	-0.0001490116	
5.635	0.3345314	-0.0001490116	
5.636	0.3345313	-0.0001192093	
5.637	0.3345311	-0.0001490116	
5.638	0.334531	-0.0001192093	
5.639	0.3345309	-0.0001490116	
5.64	0.3345307	-0.0001490116	
5.641	0.3345306	-0.0001490116	
5.642	0.3345304	-0.0001192093	
5.643	0.3345303	-0.0001192093	
5.644	0.3345302	-0.0001490116	
5.645	0.33453	-0.0001490116	
5.646	0.3345299	-0.0001192093	
5.647	0.3345298	-0.0001192093	
5.648	0.3345296	-0.0001490116	
5.649	0.3345295	-0.0001490116	
5.65	0.3345294	-0.0001192093	
5.651	0.3345292	-0.0001490116	
5.652	0.3345291	-0.0001490116	
5.653	0.3345289	-0.0001490116	
5.654	0.3345288	-0.0001192093	
5.655	0.3345287	-0.0001192093	
5.656	0.3345285	-0.0001490116	
5.657	0.3345284	-0.0001192093	
5.658	0.3345283	-0.0001192093	
5.659	0.3345282	-0.0001192093	
5.66	0.334528	-0.0001490116	
5.661	0.3345279	-0.0001490116	
5.662	0.3345278	-0.0001192093	
5.663	0.3345276	-0.0001192093	
5.664	0.3345276	-8.940697E-05	
5.665	0.3345274	-0.0001192093	
5.666	0.3345273	-0.0001192093	
5.667	0.3345272	-8.940697E-05	
5.668	0.3345271	-0.0001490116	
5.669	0.334527	-8.940697E-05	
5.67	0.3345268	-0.0001490116	
5.671	0.3345267	-8.940697E-05	
5.672	0.3345266	-0.0001192093	
5.673	0.3345265	-8.940697E-05	
5.674	0.3345264	-8.940697E-05	
5.675	0.3345264	-8.940697E-05	
5.676	0.3345263	-8.940697E-05	
5.677	0.3345262	-8.940697E-05	
5.678	0.3345261	-8.940697E-05	
5.679	0.334526	-5.960465E-05	
5.68	0.3345259	-0.0001192093	
5.681	0.3345258	-8.940697E-05	
5.682	0.3345258	-2.980232E-05	
5.683	0.3345257	-8.940697E-05	
5.684	0.3345256	-5.960465E-05	
5.685	0.3345256	-5.960465E-05	
5.686	0.3345255	-8.940697E-05	
5.687	0.3345254	-5.960465E-05	
5.688	0.3345254	-2.980232E-05	
5.689	0.3345253	-8.940697E-05	
5.69	0.3345253	-5.960465E-05	
5.691	0.3345252	-5.960465E-05	
5.692	0.3345252	0	
5.693	0.3345251	-5.960465E-05	
5.694	0.3345251	-2.980232E-05	
5.695	0.3345251	-2.980232E-05	
5.696	0.334525	-2.980232E-05	
5.697	0.334525	-2.980232E-05	
5.698	0.334525	-2.980232E-05	
5.699	0.334525	-2.980232E-05	
5.7	0.334525	0	
5.701	0.334525	0	
5.702	0.334525	0	
5.703	0.334525	0	
5.704	0.334525	0	
5.705	0.334525	0	
5.706	0.334525	0	
5.707	0.334525	2.980232E-05	
5.708	0.334525	2.980232E-05	
5.709	0.3345251	5.960465E-05	
5.71	0.3345251	0	
5.711	0.3345251	5.960465E-05	
5.712	0.3345252	5.960465E-05	
5.713	0.3345252	2.980232E-05	
5.714	0.3345253	5.960465E-05	
5.715	0.3345253	5.960465E-05	
5.716	0.3345254	5.960465E-05	
5.717	0.3345254	2.980232E-05	
5.718	0.3345256	0.0001192093	
5.719	0.3345256	8.940697E-05	
5.72	0.3345257	8.940697E-05	
5.721	0.3345258	8.940697E-05	
5.722	0.3345259	8.940697E-05	
5.723	0.334526	0.0001192093	
5.724	0.3345262	0.0001192093	
5.725	0.3345263	0.0001192093	
5.726	0.3345264	8.940697E-05	
5.727	0.3345265	0.0001490116	
5.728	0.3345266	0.0001192093	
5.729	0.3345268	0.0001788139	
5.73	0.334527	0.0001490116	
5.731	0.3345271	0.0001490116	
5.732	0.3345272	0.0001192093	
5.733	0.3345274	0.0001490116	
5.734	0.3345276	0.0002086163	
5.735	0.3345277	0.0001192093	
5.736	0.3345279	0.0001788139	
5.737	0.3345281	0.0001788139	
5.738	0.3345282	0.0001788139	
5.739	0.3345284	0.0001788139	
5.74	0.3345286	0.0002086163	
5.741	0.3345288	0.0001490116	
5.742	0.334529	0.0001788139	
5.743	0.3345291	0.0001788139	
5.744	0.3345293	0.0002086163	
5.745	0.3345295	0.0001490116	
5.746	0.3345297	0.0002086163	
5.747	0.3345299	0.0002384186	
5.748	0.3345301	0.0001788139	
5.749	0.3345303	0.0002086163	
5.75	0.3345305	0.0001788139	
