Time	Length	Velocity	
11.413	0.3257648	-0.004589558	
11.414	0.3257602	-0.004559756	
11.415	0.3257557	-0.004559756	
11.416	0.3257511	-0.004559756	
11.417	0.3257465	-0.004589558	
11.418	0.325742	-0.004559756	
11.419	0.3257374	-0.004559756	
11.42	0.3257329	-0.004559756	
11.421	0.3257283	-0.004559756	
11.422	0.3257237	-0.004559756	
11.423	0.3257192	-0.004529953	
11.424	0.3257146	-0.004589558	
11.425	0.3257101	-0.004529953	
11.426	0.3257055	-0.004559756	
11.427	0.325701	-0.004529953	
11.428	0.3256965	-0.004529953	
11.429	0.3256919	-0.004559756	
11.43	0.3256874	-0.004500151	
11.431	0.3256828	-0.004559756	
11.432	0.3256783	-0.004529953	
11.433	0.3256738	-0.004529953	
11.434	0.3256693	-0.004529953	
11.435	0.3256648	-0.004500151	
11.436	0.3256602	-0.004559756	
11.437	0.3256557	-0.004529953	
11.438	0.3256512	-0.004500151	
11.439	0.3256467	-0.004500151	
11.44	0.3256421	-0.004529953	
11.441	0.3256376	-0.004500151	
11.442	0.3256331	-0.004500151	
11.443	0.3256286	-0.004529953	
11.444	0.3256241	-0.004529953	
11.445	0.3256196	-0.004470349	
11.446	0.325615	-0.004559756	
11.447	0.3256106	-0.004440547	
11.448	0.3256061	-0.004500151	
11.449	0.3256016	-0.004500151	
11.45	0.3255971	-0.004470349	
11.451	0.3255926	-0.004529953	
11.452	0.3255881	-0.004500151	
11.453	0.3255836	-0.004470349	
11.454	0.3255792	-0.004470349	
11.455	0.3255747	-0.004440547	
11.456	0.3255702	-0.004529953	
11.457	0.3255658	-0.004440547	
11.458	0.3255613	-0.004470349	
11.459	0.3255568	-0.004440547	
11.46	0.3255524	-0.004470349	
11.461	0.3255479	-0.004470349	
11.462	0.3255435	-0.004440547	
11.463	0.325539	-0.004470349	
11.464	0.3255346	-0.004410744	
11.465	0.3255301	-0.004470349	
11.466	0.3255256	-0.004470349	
11.467	0.3255212	-0.004410744	
11.468	0.3255168	-0.004440547	
11.469	0.3255124	-0.004410744	
11.47	0.3255079	-0.004500151	
11.471	0.3255035	-0.004410744	
11.472	0.325499	-0.004440547	
11.473	0.3254946	-0.004410744	
11.474	0.3254902	-0.004410744	
11.475	0.3254858	-0.004410744	
11.476	0.3254814	-0.004440547	
11.477	0.3254769	-0.004410744	
11.478	0.3254725	-0.004410744	
11.479	0.3254681	-0.004410744	
11.48	0.3254637	-0.004440547	
11.481	0.3254593	-0.00435114	
11.482	0.3254549	-0.004410744	
11.483	0.3254505	-0.004410744	
11.484	0.3254461	-0.004410744	
11.485	0.3254417	-0.004410744	
11.486	0.3254373	-0.004380942	
11.487	0.3254329	-0.004380942	
11.488	0.3254285	-0.004380942	
11.489	0.3254242	-0.004380942	
11.49	0.3254198	-0.004410744	
11.491	0.3254154	-0.004380942	
11.492	0.325411	-0.00435114	
11.493	0.3254066	-0.004380942	
11.494	0.3254023	-0.00435114	
11.495	0.3253979	-0.004380942	
11.496	0.3253935	-0.004380942	
11.497	0.3253892	-0.004321337	
11.498	0.3253848	-0.004380942	
11.499	0.3253804	-0.004380942	
11.5	0.3253761	-0.00435114	
11.501	0.3253717	-0.00435114	
11.502	0.3253674	-0.004321337	
11.503	0.3253631	-0.004321337	
11.504	0.3253587	-0.00435114	
11.505	0.3253544	-0.004321337	
11.506	0.3253501	-0.00435114	
11.507	0.3253458	-0.004321337	
11.508	0.3253415	-0.004291535	
11.509	0.3253371	-0.004321337	
11.51	0.3253329	-0.004291535	
11.511	0.3253286	-0.004291535	
11.512	0.3253242	-0.004321337	
11.513	0.32532	-0.004261733	
11.514	0.3253157	-0.004291535	
11.515	0.3253114	-0.004291535	
11.516	0.3253071	-0.004261733	
11.517	0.3253029	-0.004261733	
11.518	0.3252986	-0.00423193	
11.519	0.3252943	-0.004291535	
11.52	0.3252901	-0.004291535	
11.521	0.3252859	-0.004202128	
11.522	0.3252816	-0.004261733	
11.523	0.3252774	-0.00423193	
11.524	0.3252731	-0.00423193	
11.525	0.3252689	-0.00423193	
11.526	0.3252647	-0.00423193	
11.527	0.3252604	-0.004261733	
11.528	0.3252562	-0.004202128	
11.529	0.325252	-0.004202128	
11.53	0.3252477	-0.004261733	
11.531	0.3252435	-0.004202128	
11.532	0.3252393	-0.004202128	
11.533	0.3252351	-0.004202128	
11.534	0.3252309	-0.004202128	
11.535	0.3252268	-0.004172326	
11.536	0.3252226	-0.004202128	
11.537	0.3252183	-0.004202128	
11.538	0.3252141	-0.004202128	
11.539	0.3252099	-0.004202128	
11.54	0.3252058	-0.004172326	
11.541	0.3252016	-0.004172326	
11.542	0.3251974	-0.004172326	
11.543	0.3251933	-0.004142523	
11.544	0.3251891	-0.004172326	
11.545	0.3251849	-0.004172326	
11.546	0.3251808	-0.004142523	
11.547	0.3251766	-0.004172326	
11.548	0.3251725	-0.004112721	
11.549	0.3251683	-0.004172326	
11.55	0.3251642	-0.004142523	
11.551	0.3251601	-0.004112721	
11.552	0.3251559	-0.004142523	
11.553	0.3251518	-0.004112721	
11.554	0.3251477	-0.004112721	
11.555	0.3251436	-0.004112721	
11.556	0.3251395	-0.004112721	
11.557	0.3251354	-0.004112721	
11.558	0.3251313	-0.004082919	
11.559	0.3251272	-0.004112721	
11.56	0.3251231	-0.004082919	
11.561	0.325119	-0.004112721	
11.562	0.3251149	-0.004082919	
11.563	0.3251108	-0.004082919	
11.564	0.3251067	-0.004112721	
11.565	0.3251027	-0.004053116	
11.566	0.3250986	-0.004053116	
11.567	0.3250946	-0.004053116	
11.568	0.3250905	-0.004053116	
11.569	0.3250864	-0.004053116	
11.57	0.3250824	-0.004053116	
11.571	0.3250784	-0.004023314	
11.572	0.3250743	-0.004023314	
11.573	0.3250703	-0.004023314	
11.574	0.3250663	-0.004053116	
11.575	0.3250622	-0.004023314	
11.576	0.3250583	-0.003993512	
11.577	0.3250542	-0.004023314	
11.578	0.3250502	-0.003993512	
11.579	0.3250462	-0.003993512	
11.58	0.3250422	-0.003993512	
11.581	0.3250383	-0.003993512	
11.582	0.3250342	-0.004023314	
11.583	0.3250303	-0.003963709	
11.584	0.3250262	-0.004023314	
11.585	0.3250223	-0.003933907	
11.586	0.3250183	-0.003993512	
11.587	0.3250143	-0.003993512	
11.588	0.3250104	-0.003933907	
11.589	0.3250064	-0.003963709	
11.59	0.3250024	-0.003993512	
11.591	0.3249985	-0.003963709	
11.592	0.3249945	-0.003933907	
11.593	0.3249906	-0.003933907	
11.594	0.3249866	-0.003963709	
11.595	0.3249827	-0.003933907	
11.596	0.3249788	-0.003933907	
11.597	0.3249748	-0.003963709	
11.598	0.3249708	-0.003963709	
11.599	0.3249669	-0.003904104	
11.6	0.324963	-0.003933907	
11.601	0.3249591	-0.003904104	
11.602	0.3249552	-0.003933907	
11.603	0.3249513	-0.003904104	
11.604	0.3249473	-0.003933907	
11.605	0.3249434	-0.003933907	
11.606	0.3249395	-0.003904104	
11.607	0.3249356	-0.003874302	
11.608	0.3249317	-0.003933907	
11.609	0.3249278	-0.003904104	
11.61	0.3249239	-0.003904104	
11.611	0.32492	-0.0038445	
11.612	0.3249161	-0.003933907	
11.613	0.3249123	-0.0038445	
11.614	0.3249083	-0.003904104	
11.615	0.3249045	-0.003874302	
11.616	0.3249006	-0.003874302	
11.617	0.3248968	-0.0038445	
11.618	0.3248928	-0.003904104	
11.619	0.324889	-0.003874302	
11.62	0.3248851	-0.003874302	
11.621	0.3248813	-0.003814697	
11.622	0.3248774	-0.003874302	
11.623	0.3248735	-0.003874302	
11.624	0.3248697	-0.003814697	
11.625	0.3248659	-0.003814697	
11.626	0.3248621	-0.0038445	
11.627	0.3248582	-0.0038445	
11.628	0.3248544	-0.003814697	
11.629	0.3248506	-0.0038445	
11.63	0.3248467	-0.0038445	
11.631	0.3248429	-0.003814697	
11.632	0.3248391	-0.003784895	
11.633	0.3248353	-0.003814697	
11.634	0.3248315	-0.003814697	
11.635	0.3248277	-0.003784895	
11.636	0.3248239	-0.003784895	
11.637	0.3248201	-0.0038445	
11.638	0.3248163	-0.003784895	
11.639	0.3248125	-0.003784895	
11.64	0.3248087	-0.003814697	
11.641	0.3248049	-0.003814697	
11.642	0.3248011	-0.003755093	
11.643	0.3247973	-0.003784895	
11.644	0.3247935	-0.003784895	
11.645	0.3247898	-0.003784895	
11.646	0.324786	-0.003755093	
11.647	0.3247822	-0.003784895	
11.648	0.3247784	-0.003784895	
11.649	0.3247747	-0.003784895	
11.65	0.3247709	-0.003784895	
11.651	0.3247671	-0.003755093	
11.652	0.3247634	-0.003755093	
11.653	0.3247596	-0.003755093	
11.654	0.3247558	-0.003755093	
11.655	0.3247521	-0.003784895	
11.656	0.3247483	-0.003725291	
11.657	0.3247446	-0.003784895	
11.658	0.3247408	-0.003725291	
11.659	0.324737	-0.003784895	
11.66	0.3247333	-0.003725291	
11.661	0.3247295	-0.003784895	
11.662	0.3247258	-0.003755093	
11.663	0.324722	-0.003755093	
11.664	0.3247183	-0.003725291	
11.665	0.3247145	-0.003755093	
11.666	0.3247108	-0.003725291	
11.667	0.3247071	-0.003725291	
11.668	0.3247034	-0.003725291	
11.669	0.3246996	-0.003725291	
11.67	0.3246959	-0.003725291	
11.671	0.3246922	-0.003725291	
11.672	0.3246884	-0.003755093	
11.673	0.3246847	-0.003725291	
11.674	0.324681	-0.003695488	
11.675	0.3246773	-0.003695488	
11.676	0.3246736	-0.003725291	
11.677	0.3246699	-0.003695488	
11.678	0.3246662	-0.003725291	
11.679	0.3246625	-0.003665686	
11.68	0.3246588	-0.003725291	
11.681	0.3246551	-0.003635884	
11.682	0.3246514	-0.003725291	
11.683	0.3246478	-0.003665686	
11.684	0.324644	-0.003725291	
11.685	0.3246404	-0.003665686	
11.686	0.3246367	-0.003695488	
11.687	0.324633	-0.003665686	
11.688	0.3246293	-0.003665686	
11.689	0.3246257	-0.003665686	
11.69	0.324622	-0.003665686	
11.691	0.3246183	-0.003695488	
11.692	0.3246146	-0.003695488	
11.693	0.324611	-0.003635884	
11.694	0.3246073	-0.003665686	
11.695	0.3246036	-0.003665686	
11.696	0.3246	-0.003665686	
11.697	0.3245963	-0.003635884	
11.698	0.3245927	-0.003635884	
11.699	0.3245891	-0.003635884	
11.7	0.3245854	-0.003665686	
11.701	0.3245818	-0.003635884	
11.702	0.3245781	-0.003665686	
11.703	0.3245744	-0.003665686	
11.704	0.3245708	-0.003635884	
11.705	0.3245672	-0.003635884	
11.706	0.3245635	-0.003665686	
11.707	0.3245599	-0.003635884	
11.708	0.3245562	-0.003635884	
11.709	0.3245526	-0.003635884	
11.71	0.324549	-0.003635884	
11.711	0.3245453	-0.003665686	
11.712	0.3245417	-0.003606081	
11.713	0.3245381	-0.003635884	
11.714	0.3245344	-0.003635884	
11.715	0.3245308	-0.003635884	
11.716	0.3245271	-0.003665686	
11.717	0.3245235	-0.003576279	
11.718	0.3245199	-0.003635884	
11.719	0.3245163	-0.003635884	
11.72	0.3245126	-0.003635884	
11.721	0.324509	-0.003635884	
11.722	0.3245054	-0.003606081	
11.723	0.3245018	-0.003606081	
11.724	0.3244981	-0.003635884	
11.725	0.3244946	-0.003576279	
11.726	0.3244909	-0.003635884	
11.727	0.3244873	-0.003635884	
11.728	0.3244837	-0.003576279	
11.729	0.3244801	-0.003635884	
11.73	0.3244765	-0.003635884	
11.731	0.3244729	-0.003576279	
11.732	0.3244692	-0.003635884	
11.733	0.3244656	-0.003635884	
11.734	0.3244621	-0.003546477	
11.735	0.3244585	-0.003606081	
11.736	0.3244549	-0.003576279	
11.737	0.3244513	-0.003576279	
11.738	0.3244477	-0.003606081	
11.739	0.3244441	-0.003606081	
11.74	0.3244405	-0.003576279	
11.741	0.3244369	-0.003576279	
11.742	0.3244334	-0.003576279	
11.743	0.3244298	-0.003606081	
11.744	0.3244262	-0.003546477	
11.745	0.3244226	-0.003606081	
11.746	0.3244191	-0.003516674	
11.747	0.3244155	-0.003606081	
11.748	0.3244119	-0.003576279	
11.749	0.3244084	-0.003546477	
11.75	0.3244047	-0.003606081	
11.751	0.3244012	-0.003576279	
11.752	0.3243976	-0.003546477	
11.753	0.324394	-0.003576279	
11.754	0.3243905	-0.003546477	
11.755	0.3243869	-0.003606081	
11.756	0.3243833	-0.003546477	
11.757	0.3243798	-0.003576279	
11.758	0.3243762	-0.003576279	
11.759	0.3243726	-0.003576279	
11.76	0.324369	-0.003576279	
11.761	0.3243655	-0.003576279	
11.762	0.3243619	-0.003576279	
11.763	0.3243583	-0.003576279	
11.764	0.3243547	-0.003576279	
11.765	0.3243512	-0.003546477	
11.766	0.3243476	-0.003576279	
11.767	0.324344	-0.003576279	
11.768	0.3243405	-0.003576279	
11.769	0.3243369	-0.003546477	
11.77	0.3243333	-0.003576279	
11.771	0.3243298	-0.003546477	
11.772	0.3243262	-0.003546477	
11.773	0.3243227	-0.003576279	
11.774	0.3243191	-0.003576279	
11.775	0.3243155	-0.003576279	
11.776	0.3243119	-0.003576279	
11.777	0.3243084	-0.003546477	
11.778	0.3243048	-0.003546477	
11.779	0.3243013	-0.003576279	
11.78	0.3242978	-0.003516674	
11.781	0.3242942	-0.003576279	
11.782	0.3242906	-0.003546477	
11.783	0.3242871	-0.003576279	
11.784	0.3242835	-0.003546477	
11.785	0.32428	-0.003546477	
11.786	0.3242764	-0.003546477	
11.787	0.3242728	-0.003576279	
11.788	0.3242693	-0.003516674	
11.789	0.3242658	-0.003516674	
11.79	0.3242623	-0.003546477	
11.791	0.3242587	-0.003546477	
11.792	0.3242552	-0.003546477	
11.793	0.3242516	-0.003546477	
11.794	0.3242481	-0.003516674	
11.795	0.3242446	-0.003516674	
11.796	0.324241	-0.003546477	
11.797	0.3242375	-0.003516674	
11.798	0.324234	-0.003546477	
11.799	0.3242304	-0.003546477	
11.8	0.3242269	-0.003516674	
11.801	0.3242234	-0.003516674	
11.802	0.3242199	-0.003516674	
11.803	0.3242163	-0.003546477	
11.804	0.3242128	-0.003546477	
11.805	0.3242092	-0.003546477	
11.806	0.3242057	-0.003516674	
11.807	0.3242022	-0.003546477	
11.808	0.3241987	-0.003516674	
11.809	0.3241951	-0.003546477	
11.81	0.3241916	-0.003516674	
11.811	0.3241881	-0.003516674	
11.812	0.3241845	-0.003546477	
11.813	0.3241811	-0.003486872	
11.814	0.3241775	-0.003576279	
11.815	0.3241739	-0.003546477	
11.816	0.3241704	-0.003516674	
11.817	0.3241669	-0.003516674	
11.818	0.3241633	-0.003546477	
11.819	0.3241598	-0.003516674	
11.82	0.3241563	-0.003516674	
11.821	0.3241528	-0.003516674	
11.822	0.3241493	-0.003516674	
11.823	0.3241458	-0.003516674	
11.824	0.3241422	-0.003576279	
11.825	0.3241387	-0.003486872	
11.826	0.3241352	-0.003546477	
11.827	0.3241316	-0.003516674	
11.828	0.3241281	-0.003516674	
11.829	0.3241246	-0.003546477	
11.83	0.3241211	-0.003516674	
11.831	0.3241175	-0.003546477	
11.832	0.324114	-0.003486872	
11.833	0.3241105	-0.003546477	
11.834	0.324107	-0.003516674	
11.835	0.3241034	-0.003516674	
11.836	0.3240999	-0.003546477	
11.837	0.3240964	-0.003516674	
11.838	0.3240929	-0.003516674	
11.839	0.3240893	-0.003546477	
11.84	0.3240858	-0.003516674	
11.841	0.3240823	-0.003486872	
11.842	0.3240788	-0.003516674	
11.843	0.3240753	-0.003486872	
11.844	0.3240718	-0.003546477	
11.845	0.3240683	-0.003486872	
11.846	0.3240647	-0.003546477	
11.847	0.3240612	-0.003486872	
11.848	0.3240577	-0.003516674	
11.849	0.3240542	-0.003516674	
11.85	0.3240507	-0.003516674	
11.851	0.3240472	-0.003486872	
11.852	0.3240437	-0.003486872	
11.853	0.3240402	-0.003486872	
11.854	0.3240367	-0.003516674	
11.855	0.3240332	-0.003486872	
11.856	0.3240297	-0.003486872	
11.857	0.3240263	-0.003486872	
11.858	0.3240227	-0.003516674	
11.859	0.3240192	-0.003516674	
11.86	0.3240157	-0.003516674	
11.861	0.3240122	-0.00345707	
11.862	0.3240087	-0.003516674	
11.863	0.3240052	-0.003486872	
11.864	0.3240018	-0.003486872	
11.865	0.3239983	-0.003486872	
11.866	0.3239948	-0.003516674	
11.867	0.3239913	-0.00345707	
11.868	0.3239878	-0.003516674	
11.869	0.3239843	-0.003486872	
11.87	0.3239808	-0.003486872	
11.871	0.3239773	-0.003516674	
11.872	0.3239738	-0.003516674	
11.873	0.3239703	-0.00345707	
11.874	0.3239668	-0.003486872	
11.875	0.3239633	-0.003516674	
11.876	0.3239598	-0.003516674	
11.877	0.3239563	-0.003486872	
11.878	0.3239528	-0.003486872	
11.879	0.3239493	-0.003516674	
11.88	0.3239458	-0.003486872	
11.881	0.3239423	-0.003516674	
11.882	0.3239388	-0.003486872	
11.883	0.3239353	-0.003486872	
11.884	0.3239318	-0.003486872	
11.885	0.3239283	-0.003516674	
11.886	0.3239248	-0.003486872	
11.887	0.3239214	-0.003486872	
11.888	0.3239179	-0.003486872	
11.889	0.3239144	-0.003486872	
11.89	0.323911	-0.003427267	
11.891	0.3239075	-0.003486872	
11.892	0.323904	-0.00345707	
11.893	0.3239005	-0.003486872	
11.894	0.3238971	-0.00345707	
11.895	0.3238936	-0.003486872	
11.896	0.3238901	-0.003486872	
11.897	0.3238866	-0.00345707	
11.898	0.3238831	-0.003486872	
11.899	0.3238797	-0.00345707	
11.9	0.3238763	-0.003427267	
11.901	0.3238728	-0.00345707	
11.902	0.3238694	-0.003427267	
11.903	0.323866	-0.003397465	
11.904	0.3238625	-0.003486872	
11.905	0.3238591	-0.003427267	
11.906	0.3238556	-0.00345707	
11.907	0.3238522	-0.00345707	
11.908	0.3238488	-0.003397465	
11.909	0.3238453	-0.003427267	
11.91	0.3238419	-0.003397465	
11.911	0.3238385	-0.003427267	
11.912	0.3238351	-0.003397465	
11.913	0.3238316	-0.00345707	
11.914	0.3238283	-0.003367663	
11.915	0.3238249	-0.003427267	
11.916	0.3238214	-0.003427267	
11.917	0.323818	-0.003397465	
11.918	0.3238146	-0.003397465	
11.919	0.3238113	-0.003367663	
11.92	0.3238078	-0.003427267	
11.921	0.3238044	-0.003427267	
11.922	0.323801	-0.003397465	
11.923	0.3237976	-0.003397465	
11.924	0.3237942	-0.003397465	
11.925	0.3237908	-0.003367663	
11.926	0.3237874	-0.003427267	
11.927	0.3237841	-0.003367663	
11.928	0.3237807	-0.003367663	
11.929	0.3237773	-0.003397465	
11.93	0.323774	-0.00333786	
11.931	0.3237706	-0.003397465	
11.932	0.3237672	-0.003367663	
11.933	0.3237638	-0.00333786	
11.934	0.3237605	-0.003367663	
11.935	0.3237571	-0.003367663	
11.936	0.3237537	-0.003367663	
11.937	0.3237504	-0.003367663	
11.938	0.323747	-0.003367663	
11.939	0.3237437	-0.00333786	
11.94	0.3237404	-0.003308058	
11.941	0.323737	-0.003367663	
11.942	0.3237337	-0.00333786	
11.943	0.3237303	-0.00333786	
11.944	0.323727	-0.00333786	
11.945	0.3237237	-0.003308058	
11.946	0.3237203	-0.00333786	
11.947	0.3237171	-0.003278256	
11.948	0.3237137	-0.003308058	
11.949	0.3237104	-0.00333786	
11.95	0.3237071	-0.00333786	
11.951	0.3237038	-0.003278256	
11.952	0.3237005	-0.003278256	
11.953	0.3236972	-0.00333786	
11.954	0.3236939	-0.003308058	
11.955	0.3236906	-0.003248453	
11.956	0.3236874	-0.003248453	
11.957	0.3236841	-0.003308058	
11.958	0.3236808	-0.003308058	
11.959	0.3236775	-0.003248453	
11.96	0.3236742	-0.003278256	
11.961	0.323671	-0.003278256	
11.962	0.3236677	-0.003248453	
11.963	0.3236644	-0.003278256	
11.964	0.3236612	-0.003218651	
11.965	0.3236579	-0.003278256	
11.966	0.3236547	-0.003218651	
11.967	0.3236515	-0.003248453	
11.968	0.3236482	-0.003278256	
11.969	0.323645	-0.003218651	
11.97	0.3236417	-0.003218651	
11.971	0.3236385	-0.003218651	
11.972	0.3236353	-0.003218651	
11.973	0.3236321	-0.003218651	
11.974	0.3236289	-0.003218651	
11.975	0.3236257	-0.003218651	
11.976	0.3236225	-0.003188849	
11.977	0.3236192	-0.003248453	
11.978	0.323616	-0.003218651	
11.979	0.3236128	-0.003188849	
11.98	0.3236097	-0.003159046	
11.981	0.3236064	-0.003218651	
11.982	0.3236032	-0.003188849	
11.983	0.3236001	-0.003188849	
11.984	0.3235969	-0.003159046	
11.985	0.3235937	-0.003188849	
11.986	0.3235905	-0.003159046	
11.987	0.3235874	-0.003188849	
11.988	0.3235842	-0.003188849	
11.989	0.323581	-0.003159046	
11.99	0.3235778	-0.003188849	
11.991	0.3235747	-0.003159046	
11.992	0.3235715	-0.003159046	
11.993	0.3235683	-0.003188849	
11.994	0.3235652	-0.003099442	
11.995	0.323562	-0.003188849	
11.996	0.3235589	-0.003129244	
11.997	0.3235557	-0.003159046	
11.998	0.3235526	-0.003159046	
11.999	0.3235495	-0.003099442	
12	0.3235464	-0.003129244	
12.001	0.3235432	-0.003159046	
12.002	0.3235401	-0.003129244	
12.003	0.323537	-0.003099442	
12.004	0.3235338	-0.003159046	
12.005	0.3235307	-0.003099442	
12.006	0.3235276	-0.003129244	
12.007	0.3235244	-0.003129244	
12.008	0.3235214	-0.003069639	
12.009	0.3235183	-0.003099442	
12.01	0.3235152	-0.003039837	
12.011	0.3235121	-0.003099442	
12.012	0.323509	-0.003099442	
12.013	0.323506	-0.003069639	
12.014	0.3235029	-0.003099442	
12.015	0.3234998	-0.003099442	
12.016	0.3234967	-0.003069639	
12.017	0.3234936	-0.003099442	
12.018	0.3234906	-0.003039837	
12.019	0.3234875	-0.003069639	
12.02	0.3234845	-0.003039837	
12.021	0.3234814	-0.003039837	
12.022	0.3234783	-0.003099442	
12.023	0.3234753	-0.003010035	
12.024	0.3234722	-0.003069639	
12.025	0.3234692	-0.003039837	
12.026	0.3234662	-0.003039837	
12.027	0.3234631	-0.003069639	
12.028	0.3234601	-0.003010035	
12.029	0.323457	-0.003039837	
12.03	0.323454	-0.003010035	
12.031	0.323451	-0.003039837	
12.032	0.3234479	-0.003039837	
12.033	0.3234449	-0.003010035	
12.034	0.3234419	-0.003039837	
12.035	0.3234389	-0.003039837	
12.036	0.3234359	-0.002980232	
12.037	0.3234328	-0.003039837	
12.038	0.3234298	-0.003039837	
12.039	0.3234268	-0.003010035	
12.04	0.3234237	-0.003039837	
12.041	0.3234208	-0.002980232	
12.042	0.3234178	-0.003010035	
12.043	0.3234147	-0.003010035	
12.044	0.3234117	-0.003039837	
12.045	0.3234087	-0.003010035	
12.046	0.3234057	-0.002980232	
12.047	0.3234027	-0.003010035	
12.048	0.3233997	-0.003010035	
12.049	0.3233967	-0.003010035	
12.05	0.3233937	-0.002980232	
12.051	0.3233907	-0.003010035	
12.052	0.3233877	-0.002980232	
12.053	0.3233847	-0.002980232	
12.054	0.3233818	-0.002980232	
12.055	0.3233788	-0.002980232	
12.056	0.3233758	-0.002980232	
12.057	0.3233728	-0.002980232	
12.058	0.3233698	-0.002980232	
12.059	0.3233668	-0.003010035	
12.06	0.3233638	-0.002980232	
12.061	0.3233609	-0.00295043	
12.062	0.3233579	-0.002980232	
12.063	0.323355	-0.00295043	
12.064	0.323352	-0.00295043	
12.065	0.3233491	-0.00295043	
12.066	0.3233461	-0.002980232	
12.067	0.3233431	-0.00295043	
12.068	0.3233401	-0.002980232	
12.069	0.3233373	-0.002890826	
12.07	0.3233343	-0.002980232	
12.071	0.3233313	-0.00295043	
12.072	0.3233284	-0.00295043	
12.073	0.3233255	-0.002920628	
12.074	0.3233225	-0.00295043	
12.075	0.3233196	-0.002890826	
12.076	0.3233167	-0.002920628	
12.077	0.3233138	-0.002920628	
12.078	0.3233109	-0.002920628	
12.079	0.3233079	-0.002920628	
12.08	0.323305	-0.00295043	
12.081	0.3233021	-0.002920628	
12.082	0.3232991	-0.002920628	
12.083	0.3232962	-0.002920628	
12.084	0.3232933	-0.002920628	
12.085	0.3232904	-0.002890826	
12.086	0.3232875	-0.00295043	
12.087	0.3232846	-0.002890826	
12.088	0.3232817	-0.002890826	
12.089	0.3232788	-0.002920628	
12.09	0.3232758	-0.002920628	
12.091	0.3232729	-0.002920628	
12.092	0.32327	-0.002920628	
12.093	0.3232671	-0.002920628	
12.094	0.3232642	-0.002890826	
12.095	0.3232613	-0.002890826	
12.096	0.3232584	-0.002890826	
12.097	0.3232555	-0.002890826	
12.098	0.3232526	-0.002890826	
12.099	0.3232497	-0.002890826	
12.1	0.3232468	-0.002920628	
12.101	0.3232439	-0.002890826	
12.102	0.323241	-0.002920628	
12.103	0.3232381	-0.002861023	
12.104	0.3232352	-0.002890826	
12.105	0.3232324	-0.002890826	
12.106	0.3232294	-0.002920628	
12.107	0.3232265	-0.002890826	
12.108	0.3232237	-0.002890826	
12.109	0.3232208	-0.002861023	
12.11	0.3232179	-0.002920628	
12.111	0.323215	-0.002861023	
12.112	0.3232121	-0.002890826	
12.113	0.3232093	-0.002861023	
12.114	0.3232064	-0.002861023	
12.115	0.3232035	-0.002920628	
12.116	0.3232006	-0.002861023	
12.117	0.3231978	-0.002861023	
12.118	0.3231949	-0.002861023	
12.119	0.323192	-0.002890826	
12.12	0.3231891	-0.002861023	
12.121	0.3231863	-0.002831221	
12.122	0.3231835	-0.002831221	
12.123	0.3231806	-0.002861023	
12.124	0.3231778	-0.002831221	
12.125	0.3231749	-0.002890826	
12.126	0.3231721	-0.002831221	
12.127	0.3231692	-0.002890826	
12.128	0.3231663	-0.002831221	
12.129	0.3231635	-0.002861023	
12.13	0.3231606	-0.002861023	
12.131	0.3231578	-0.002801419	
12.132	0.323155	-0.002861023	
12.133	0.3231521	-0.002831221	
12.134	0.3231493	-0.002861023	
12.135	0.3231464	-0.002831221	
12.136	0.3231436	-0.002861023	
12.137	0.3231407	-0.002861023	
12.138	0.3231379	-0.002831221	
12.139	0.3231351	-0.002801419	
12.14	0.3231322	-0.002831221	
12.141	0.3231294	-0.002861023	
12.142	0.3231266	-0.002831221	
12.143	0.3231237	-0.002831221	
12.144	0.3231209	-0.002861023	
12.145	0.3231181	-0.002801419	
12.146	0.3231152	-0.002861023	
12.147	0.3231123	-0.002861023	
12.148	0.3231095	-0.002801419	
12.149	0.3231067	-0.002831221	
12.15	0.3231039	-0.002831221	
12.151	0.323101	-0.002861023	
12.152	0.3230982	-0.002771616	
12.153	0.3230954	-0.002861023	
12.154	0.3230926	-0.002831221	
12.155	0.3230897	-0.002831221	
12.156	0.3230869	-0.002831221	
12.157	0.3230841	-0.002801419	
12.158	0.3230812	-0.002861023	
12.159	0.3230784	-0.002831221	
12.16	0.3230756	-0.002831221	
12.161	0.3230728	-0.002801419	
12.162	0.3230699	-0.002861023	
12.163	0.323067	-0.002861023	
12.164	0.3230642	-0.002831221	
12.165	0.3230614	-0.002801419	
12.166	0.3230586	-0.002801419	
12.167	0.3230558	-0.002831221	
12.168	0.3230529	-0.002831221	
12.169	0.3230501	-0.002831221	
12.17	0.3230473	-0.002861023	
12.171	0.3230444	-0.002801419	
12.172	0.3230416	-0.002801419	
12.173	0.3230388	-0.002861023	
12.174	0.323036	-0.002831221	
12.175	0.3230332	-0.002771616	
12.176	0.3230304	-0.002801419	
12.177	0.3230276	-0.002801419	
12.178	0.3230248	-0.002801419	
12.179	0.3230219	-0.002831221	
12.18	0.3230191	-0.002831221	
12.181	0.3230163	-0.002801419	
12.182	0.3230135	-0.002801419	
12.183	0.3230107	-0.002771616	
12.184	0.3230079	-0.002831221	
12.185	0.3230051	-0.002801419	
12.186	0.3230023	-0.002801419	
12.187	0.3229995	-0.002771616	
12.188	0.3229967	-0.002831221	
12.189	0.3229939	-0.002801419	
12.19	0.3229911	-0.002801419	
12.191	0.3229883	-0.002831221	
12.192	0.3229855	-0.002771616	
