Time	Eat	Energy	Food_Near	Mouth	OdorSensor	
0	0	9999.8	0	0	0	
0.0004	0	9999.6	0	0	0	
0.0008	0	9999.399	0	0	0	
0.0012	0	9999.199	0	0	0	
0.0016	0	9998.999	0	0	0	
0.002	0	9998.799	0	0	0	
0.0024	0	9998.599	0	0	0	
0.0028	0	9998.398	0	0	0	
0.0032	0	9998.198	0	0	0	
0.0036	0	9997.998	0	0	0	
0.004	0	9997.798	0	0	0	
0.0044	0	9997.598	0	0	0	
0.0048	0	9997.397	0	0	0	
0.0052	0	9997.197	0	0	0	
0.0056	0	9996.997	0	0	0	
0.006	0	9996.797	0	0	0	
0.0064	0	9996.597	0	0	0	
0.0068	0	9996.396	0	0	0	
0.0072	0	9996.196	0	0	0	
0.0076	0	9995.996	0	0	0	
0.007999999	0	9995.796	0	0	0	
0.0084	0	9995.596	0	0	0	
0.0088	0	9995.396	0	0	0	
0.0092	0	9995.195	0	0	0	
0.0096	0	9994.995	0	0	0	
0.01	0	9994.795	0	0	0	
0.0104	0	9994.595	0	0	0	
0.0108	0	9994.395	0	0	0	
0.0112	0	9994.194	0	0	0	
0.0116	0	9993.994	0	0	0	
0.012	0	9993.794	0	0	0	
0.0124	0	9993.594	0	0	0	
0.0128	0	9993.394	0	0	0	
0.0132	0	9993.193	0	0	0	
0.0136	0	9992.993	0	0	0	
0.014	0	9992.793	0	0	0	
0.0144	0	9992.593	0	0	0	
0.0148	0	9992.393	0	0	0	
0.0152	0	9992.192	0	0	0	
0.0156	0	9991.992	0	0	0	
0.016	0	9991.792	0	0	0	
0.0164	0	9991.592	0	0	0	
0.0168	0	9991.392	0	0	0	
0.0172	0	9991.191	0	0	0	
0.0176	0	9990.991	0	0	0	
0.018	0	9990.791	0	0	0	
0.0184	0	9990.591	0	0	0	
0.0188	0	9990.391	0	0	0	
0.0192	0	9990.19	0	0	0	
0.0196	0	9989.99	0	0	0	
0.02	0	9989.79	0	0	0	
0.0204	0	9989.59	0	0	0	
0.0208	0	9989.39	0	0	0	
0.0212	0	9989.189	0	0	0	
0.0216	0	9988.989	0	0	0	
0.022	0	9988.789	0	0	0	
0.0224	0	9988.589	0	0	0	
0.0228	0	9988.389	0	0	0	
0.0232	0	9988.188	0	0	0	
0.0236	0	9987.988	0	0	0	
0.024	0	9987.788	0	0	0	
0.0244	0	9987.588	0	0	0	
0.0248	0	9987.388	0	0	0	
0.0252	0	9987.188	0	0	0	
0.0256	0	9986.987	0	0	0	
0.026	0	9986.787	0	0	0	
0.0264	0	9986.587	0	0	0	
0.0268	0	9986.387	0	0	0	
0.0272	0	9986.187	0	0	0	
0.0276	0	9985.986	0	0	0	
0.028	0	9985.786	0	0	0	
0.0284	0	9985.586	0	0	0	
0.0288	0	9985.386	0	0	0	
0.0292	0	9985.186	0	0	0	
0.0296	0	9984.985	0	0	0	
0.03	0	9984.785	0	0	0	
0.0304	0	9984.585	0	0	0	
0.0308	0	9984.385	0	0	0	
0.0312	0	9984.185	0	0	0	
0.0316	0	9983.984	0	0	0	
0.032	0	9983.784	0	0	0	
0.0324	0	9983.584	0	0	0	
0.0328	0	9983.384	0	0	0	
0.0332	0	9983.184	0	0	0	
0.0336	0	9982.983	0	0	0	
0.034	0	9982.783	0	0	0	
0.0344	0	9982.583	0	0	0	
0.0348	0	9982.383	0	0	0	
0.0352	0	9982.183	0	0	0	
0.0356	0	9981.982	0	0	0	
0.036	0	9981.782	0	0	0	
0.0364	0	9981.582	0	0	0	
