Time	8	9	10	7	
0	-0.05901974	-0.05960789	-0.05960789	-0.05901974	
0.0002	-0.05807997	-0.05923306	-0.05923225	-0.05808084	
0.0004	-0.05717933	-0.05887488	-0.05887244	-0.05718204	
0.0006	-0.0563165	-0.05853271	-0.05852788	-0.05632204	
0.0008	-0.05549015	-0.05820598	-0.05819797	-0.05549955	
0.0009999999	-0.05469899	-0.05789408	-0.05788214	-0.0547133	
0.0012	-0.05394173	-0.05759643	-0.05757985	-0.05396201	
0.0014	-0.05321714	-0.05731248	-0.05729057	-0.05324443	
0.0016	-0.05252398	-0.05704166	-0.05701376	-0.05255932	
0.0018	-0.05186107	-0.05678346	-0.05674894	-0.05190546	
0.002	-0.05122723	-0.05653733	-0.05649563	-0.05128165	
0.0022	-0.05062132	-0.0563028	-0.05625333	-0.05068672	
0.0024	-0.05004226	-0.05607935	-0.05602163	-0.05011952	
0.0026	-0.04948895	-0.05586653	-0.05580006	-0.04957894	
0.0028	-0.04896035	-0.05566387	-0.05558822	-0.04906387	
0.003	-0.04845547	-0.05547094	-0.0553857	-0.04857327	
0.0032	-0.04797331	-0.05528731	-0.0551921	-0.0481061	
0.0034	-0.04751294	-0.05511255	-0.05500706	-0.04766136	
0.0036	-0.04707343	-0.05494629	-0.0548302	-0.04723809	
0.0038	-0.0466539	-0.05478814	-0.05466119	-0.04683534	
0.004	-0.04625351	-0.05463773	-0.05449968	-0.04645222	
0.0042	-0.04587142	-0.05449471	-0.05434536	-0.04608784	
0.0044	-0.04550685	-0.05435874	-0.05419792	-0.04574137	
0.0046	-0.04515903	-0.05422949	-0.05405705	-0.045412	
0.0048	-0.04482724	-0.05410666	-0.05392248	-0.04509894	
0.005	-0.04451076	-0.05398994	-0.05379393	-0.04480144	
0.0052	-0.04420892	-0.05387905	-0.05367114	-0.04451878	
0.0054	-0.04392106	-0.05377371	-0.05355385	-0.04425028	
0.0056	-0.04364657	-0.05367366	-0.05344183	-0.04399525	
0.0058	-0.04338484	-0.05357865	-0.05333484	-0.04375307	
0.006	-0.0431353	-0.05348843	-0.05323266	-0.04352312	
0.0062	-0.04289739	-0.05340279	-0.05313509	-0.04330482	
0.0064	-0.04267059	-0.05332148	-0.05304191	-0.04309762	
0.0066	-0.0424544	-0.05324432	-0.05295292	-0.04290095	
0.0068	-0.04224831	-0.05317108	-0.05286796	-0.04271434	
0.007	-0.04205189	-0.05310159	-0.05278683	-0.04253727	
0.0072	-0.04186467	-0.05303565	-0.05270936	-0.04236928	
0.0074	-0.04168624	-0.05297311	-0.05263539	-0.04220993	
0.0076	-0.04151618	-0.05291378	-0.05256477	-0.04205878	
0.0078	-0.04135413	-0.05285751	-0.05249734	-0.04191544	
0.007999999	-0.04119968	-0.05280414	-0.05243297	-0.04177951	
0.0082	-0.04105251	-0.05275354	-0.0523715	-0.04165063	
0.0084	-0.04091227	-0.05270556	-0.05231282	-0.04152843	
0.008599999	-0.04077863	-0.05266008	-0.0522568	-0.0414126	
0.0088	-0.04065129	-0.05261697	-0.05220332	-0.04130279	
0.009	-0.04052995	-0.0525761	-0.05215226	-0.04119872	
0.0092	-0.04041434	-0.05253738	-0.05210352	-0.04110008	
0.0094	-0.04030417	-0.05250068	-0.05205698	-0.04100661	
0.0096	-0.0401992	-0.0524659	-0.05201256	-0.04091804	
0.0098	-0.04009918	-0.05243296	-0.05197015	-0.04083412	
0.01	-0.04000388	-0.05240175	-0.05192966	-0.04075462	
0.0102	-0.03991308	-0.05237218	-0.05189101	-0.0406793	
0.0104	-0.03982656	-0.05234418	-0.05185412	-0.04060795	
0.0106	-0.03974413	-0.05231767	-0.05181889	-0.04054037	
0.0108	-0.03966558	-0.05229256	-0.05178527	-0.04047637	
0.011	-0.03959074	-0.05226879	-0.05175317	-0.04041576	
0.0112	-0.03951943	-0.05224628	-0.05172253	-0.04035835	
0.0114	-0.03945148	-0.05222498	-0.05169327	-0.040304	
0.0116	-0.03938674	-0.05220481	-0.05166534	-0.04025254	
0.0118	-0.03932505	-0.05218572	-0.05163869	-0.04020381	
0.012	-0.03926627	-0.05216766	-0.05161323	-0.04015768	
0.0122	-0.03921026	-0.05215057	-0.05158893	-0.04011402	
0.0124	-0.03915688	-0.0521344	-0.05156574	-0.04007269	
0.0126	-0.03910603	-0.0521191	-0.05154359	-0.04003356	
0.0128	-0.03905756	-0.05210463	-0.05152244	-0.03999653	
0.013	-0.03901137	-0.05209095	-0.05150226	-0.03996149	
0.0132	-0.03896736	-0.052078	-0.05148299	-0.03992832	
0.0134	-0.03892542	-0.05206577	-0.05146459	-0.03989694	
0.0136	-0.03888545	-0.0520542	-0.05144703	-0.03986725	
0.0138	-0.03884736	-0.05204326	-0.05143026	-0.03983916	
0.014	-0.03881106	-0.05203293	-0.05141425	-0.03981258	
0.0142	-0.03877646	-0.05202315	-0.05139896	-0.03978744	
0.0144	-0.03874348	-0.05201392	-0.05138437	-0.03976366	
