Time	OdorSensor	Mouth	Eat	Food_Near	Energy	FoodQty	
0.0704	12384.32	0.0007387345	0.1477469	0.4968626	10009.54	70.75518	
0.0708	12384.02	0.0007387345	0.1477469	0.4968626	10010.08	71.15444	
0.0712	12383.72	0.0007387345	0.1477469	0.4968626	10010.61	71.5537	
0.0716	12383.42	0.0007387345	0.1547292	0.5069254	10011.15	71.95296	
0.072	12383.1	0.0007736461	0.1547292	0.5069254	10011.69	72.35223	
0.0724	12382.79	0.0007736461	0.1547292	0.5069254	10012.26	72.75146	
0.0728	12382.46	0.0007736461	0.1547292	0.5069254	10012.84	73.15069	
0.07319999	12382.13	0.0007736461	0.1547292	0.5069254	10013.41	73.54992	
0.0736	12381.79	0.0007736461	0.1617731	0.5167869	10013.98	73.94915	
0.074	12381.45	0.0008088656	0.1617731	0.5167869	10014.56	74.34838	
0.0744	12381.11	0.0008088656	0.1617731	0.5167869	10015.16	74.74757	
0.0748	12380.75	0.0008088656	0.1617731	0.5167869	10015.77	75.14677	
0.0752	12380.4	0.0008088656	0.1617731	0.5167869	10016.38	75.54596	
0.0756	12380.04	0.0008088656	0.1688734	0.5264511	10016.99	75.94515	
0.076	12379.67	0.000844367	0.1688734	0.5264511	10017.6	76.34435	
0.0764	12379.29	0.000844367	0.1688734	0.5264511	10018.24	76.7435	
0.0768	12378.91	0.000844367	0.1688734	0.5264511	10018.89	77.14265	
0.0772	12378.52	0.000844367	0.1688734	0.5264511	10019.53	77.54181	
0.07759999	12378.13	0.000844367	0.176025	0.5359221	10020.18	77.94096	
0.078	12377.73	0.0008801247	0.176025	0.5359221	10020.82	78.34012	
0.0784	12377.32	0.0008801247	0.176025	0.5359221	10021.5	78.73924	
0.0788	12376.91	0.0008801247	0.176025	0.5359221	10022.18	79.13837	
0.0792	12376.48	0.0008801247	0.176025	0.5359221	10022.86	79.53749	
0.0796	12376.06	0.0008801247	0.1832229	0.5452037	10023.54	79.93661	
0.08	12375.63	0.0009161145	0.1832229	0.5452037	10024.22	80.33574	
0.0804	12375.19	0.0009161145	0.1832229	0.5452037	10024.93	80.73483	
0.0808	12374.74	0.0009161145	0.1832229	0.5452037	10025.65	81.13391	
0.0812	12374.29	0.0009161145	0.1832229	0.5452037	10026.37	81.533	
0.0816	12373.84	0.0009161145	0.1904625	0.5542996	10027.08	81.93208	
0.08199999	12373.37	0.0009523126	0.1904625	0.5542996	10027.8	82.33117	
0.0824	12372.9	0.0009523126	0.1904625	0.5542996	10028.55	82.73022	
0.0828	12372.42	0.0009523126	0.1904625	0.5542996	10029.3	83.12926	
0.0832	12371.93	0.0009523126	0.1904625	0.5542996	10030.05	83.52831	
0.0836	12371.43	0.0009523126	0.1977393	0.5632136	10030.81	83.92736	
0.084	12370.93	0.0009886964	0.1977393	0.5632136	10031.56	84.32641	
0.0844	12370.42	0.0009886964	0.1977393	0.5632136	10032.35	84.72542	
0.0848	12369.91	0.0009886964	0.1977393	0.5632136	10033.13	85.12443	
0.0852	12369.38	0.0009886964	0.1977393	0.5632136	10033.92	85.52344	
0.0856	12368.85	0.0009886964	0.2050488	0.5719494	10034.71	85.92245	
0.086	12368.31	0.001025244	0.2050488	0.5719494	10035.5	86.32146	
0.08639999	12367.76	0.001025244	0.2050488	0.5719494	10036.32	86.72044	
0.08679999	12367.21	0.001025244	0.2050488	0.5719494	10037.15	87.11942	
0.0872	12366.64	0.001025244	0.2050488	0.5719494	10037.97	87.51839	
0.0876	12366.07	0.001025244	0.2123868	0.5805104	10038.8	87.91737	
0.088	12365.49	0.001061934	0.2123868	0.5805104	10039.62	88.31635	
0.0884	12364.91	0.001061934	0.2123868	0.5805104	10040.49	88.71529	
0.0888	12364.32	0.001061934	0.2123868	0.5805104	10041.35	89.11423	
0.0892	12363.71	0.001061934	0.2123868	0.5805104	10042.21	89.51318	
0.0896	12363.1	0.001061934	0.2197492	0.5889002	10043.07	89.91212	
0.09	12362.49	0.001098746	0.2197492	0.5889002	10043.93	90.31106	
0.0904	12361.86	0.001098746	0.2197492	0.5889002	10044.83	90.70996	
0.09079999	12361.22	0.001098746	0.2197492	0.5889002	10045.73	91.10886	
0.09119999	12360.58	0.001098746	0.2197492	0.5889002	10046.63	91.50777	
0.0916	12359.92	0.001098746	0.2271323	0.5971222	10047.52	91.90667	
0.092	12359.26	0.001135661	0.2271323	0.5971222	10048.42	92.30557	
0.0924	12358.59	0.001135661	0.2271323	0.5971222	10049.36	92.70444	
0.0928	12357.91	0.001135661	0.2271323	0.5971222	10050.29	93.1033	
0.0932	12357.22	0.001135661	0.2271323	0.5971222	10051.23	93.50217	
0.0936	12356.52	0.001135661	0.2345321	0.6051797	10052.17	93.90103	
0.094	12355.82	0.00117266	0.2345321	0.6051797	10053.1	94.2999	
0.0944	12355.1	0.00117266	0.2345321	0.6051797	10054.07	94.69872	
0.0948	12354.38	0.00117266	0.2345321	0.6051797	10055.05	95.09755	
0.09519999	12353.65	0.00117266	0.2345321	0.6051797	10056.02	95.49638	
0.09559999	12352.91	0.00117266	0.241945	0.6130762	10056.99	95.8952	
0.096	12352.16	0.001209725	0.241945	0.6130762	10057.96	96.29403	
0.0964	12351.4	0.001209725	0.241945	0.6130762	10058.97	96.69282	
0.0968	12350.63	0.001209725	0.241945	0.6130762	10059.98	97.09161	
0.0972	12349.85	0.001209725	0.241945	0.6130762	10060.99	97.49039	
0.0976	12349.06	0.001209725	0.2493677	0.6208146	10062	97.88918	
0.098	12348.26	0.001246838	0.2493677	0.6208146	10063.01	98.28797	
0.0984	12347.45	0.001246838	0.2493677	0.6208146	10064.06	98.68673	
0.0988	12346.63	0.001246838	0.2493677	0.6208146	10065.11	99.08549	
0.0992	12345.8	0.001246838	0.2493677	0.6208146	10066.15	99.48425	
0.09959999	12344.95	0.001246838	0.2567966	0.6283984	10067.2	99.883	
0.09999999	12344.1	0.001283983	0.2567966	0.6283984	10068.25	100.2818	
0.1004	12343.24	0.001283983	0.2567966	0.6283984	10069.33	100.6805	
0.1008	12342.37	0.001283983	0.2567966	0.6283984	10070.42	101.0792	
0.1012	12341.49	0.001283983	0.2567966	0.6283984	10071.5	101.4779	
0.1016	12340.6	0.001283983	0.2642286	0.6358304	10072.58	101.8766	
0.102	12339.7	0.001321143	0.2642286	0.6358304	10073.67	102.2754	
0.1024	12338.78	0.001321143	0.2642286	0.6358304	10074.79	102.674	
0.1028	12337.85	0.001321143	0.2642286	0.6358304	10075.91	103.0727	
0.1032	12336.92	0.001321143	0.2642286	0.6358304	10077.03	103.4714	
0.1036	12335.97	0.001321143	0.2716607	0.6431138	10078.15	103.8701	
0.104	12335.02	0.001358303	0.2716607	0.6431138	10079.27	104.2688	
0.1044	12334.05	0.001358303	0.2716607	0.6431138	10080.43	104.6674	
0.1048	12333.07	0.001358303	0.2716607	0.6431138	10081.59	105.0661	
0.1052	12332.08	0.001358303	0.2716607	0.6431138	10082.75	105.4647	
0.1056	12331.08	0.001358303	0.2790897	0.6502515	10083.91	105.8633	
0.106	12330.06	0.001395449	0.2790897	0.6502515	10085.06	106.262	
0.1064	12329.04	0.001395449	0.2790897	0.6502515	10086.26	106.6606	
0.1068	12328.01	0.001395449	0.2790897	0.6502515	10087.45	107.0592	
0.1072	12326.96	0.001395449	0.2790897	0.6502515	10088.65	107.4578	
0.1076	12325.91	0.001395449	0.2865129	0.6572465	10089.84	107.8564	
0.108	12324.84	0.001432565	0.2865129	0.6572465	10091.04	108.255	
0.1084	12323.76	0.001432565	0.2865129	0.6572465	10092.27	108.6536	
0.1088	12322.67	0.001432565	0.2865129	0.6572465	10093.5	109.0521	
0.1092	12321.57	0.001432565	0.2865129	0.6572465	10094.74	109.4507	
0.1096	12320.46	0.001432565	0.2939276	0.6641015	10095.97	109.8493	
0.11	12319.33	0.001469638	0.2939276	0.6641015	10097.2	110.2478	
0.1104	12318.19	0.001469638	0.2939276	0.6641015	10098.47	110.6464	
0.1108	12317.03	0.001469638	0.2939276	0.6641015	10099.74	111.0449	
0.1112	12315.87	0.001469638	0.2939276	0.6641015	10101.01	111.4434	
0.1116	12314.7	0.001469638	0.3013311	0.6708195	10102.28	111.842	
0.112	12313.5	0.001506655	0.3013311	0.6708195	10103.55	112.2405	
0.1124	12312.3	0.001506655	0.3013311	0.6708195	10104.86	112.639	
0.1128	12311.09	0.001506655	0.3013311	0.6708195	10106.16	113.0375	
0.1132	12309.86	0.001506655	0.3013311	0.6708195	10107.47	113.436	
0.1136	12308.62	0.001506655	0.3087209	0.6774032	10108.78	113.8345	
0.114	12307.37	0.001543604	0.3087209	0.6774032	10110.08	114.233	
0.1144	12306.1	0.001543604	0.3087209	0.6774032	10111.43	114.6314	
0.1148	12304.83	0.001543604	0.3087209	0.6774032	10112.77	115.0299	
0.1152	12303.53	0.001543604	0.3087209	0.6774032	10114.11	115.4284	
0.1156	12302.23	0.001543604	0.3160945	0.6838551	10115.46	115.8268	
0.116	12300.91	0.001580472	0.3160945	0.6838551	10116.8	116.2253	
0.1164	12299.58	0.001580472	0.3160945	0.6838551	10116.6	116.6253	
0.1168	12298.23	0.001580472	0.3160945	0.6838551	10116.4	117.0253	
0.1172	12296.87	0.001580472	0.3160945	0.6838551	10116.2	117.4253	
0.1176	12295.49	0.001580472	0.3234497	0.690178	10116	117.8253	
0.118	12294.1	0.001617249	0.3234497	0.690178	10115.8	118.2253	
0.1184	12292.7	0.001617249	0.3234497	0.690178	10115.6	118.6253	
0.1188	12291.29	0.001617249	0.3234497	0.690178	10115.4	119.0253	
0.1192	12289.86	0.001617249	0.3234497	0.690178	10115.2	119.4253	
0.1196	12288.42	0.001617249	0.3307843	0.6963744	10115	119.8253	
0.12	12286.97	0.001653921	0.3307843	0.6963744	10114.8	120.2253	
0.1204	12285.5	0.001653921	0.3307843	0.6963744	10114.6	120.6253	
0.1208	12284.01	0.001653921	0.3307843	0.6963744	10114.4	121.0253	
0.1212	12282.52	0.001653921	0.3307843	0.6963744	10114.2	121.4253	
0.1216	12281.01	0.001653921	0.3380961	0.7024469	10114	121.8253	
0.122	12279.48	0.00169048	0.3380961	0.7024469	10113.8	122.2253	
0.1224	12277.94	0.00169048	0.3380961	0.7024469	10113.6	122.6253	
0.1228	12276.38	0.00169048	0.3380961	0.7024469	10113.4	123.0253	
0.1232	12274.81	0.00169048	0.3380961	0.7024469	10113.2	123.4253	
0.1236	12273.22	0.00169048	0.3453831	0.708398	10113	123.8253	
0.124	12271.62	0.001726915	0.3453831	0.708398	10112.8	124.2253	
0.1244	12270.01	0.001726915	0.3453831	0.708398	10112.6	124.6253	
0.1248	12268.38	0.001726915	0.3453831	0.708398	10112.4	125.0253	
0.1252	12266.73	0.001726915	0.3453831	0.708398	10112.2	125.4253	
0.1256	12265.06	0.001726915	0.3526434	0.71423	10112	125.8253	
0.126	12263.38	0.001763217	0.3526434	0.71423	10111.8	126.2253	
0.1264	12261.69	0.001763217	0.3526434	0.71423	10111.6	126.6253	
0.1268	12259.97	0.001763217	0.3526434	0.71423	10111.4	127.0253	
0.1272	12258.25	0.001763217	0.3526434	0.71423	10111.2	127.4253	
0.1276	12256.51	0.001763217	0.3598751	0.7199454	10111	127.8253	
0.128	12254.75	0.001799376	0.3598751	0.7199454	10110.8	128.2253	
0.1284	12252.98	0.001799376	0.3598751	0.7199454	10110.6	128.6253	
0.1288	12251.19	0.001799376	0.3598751	0.7199454	10110.4	129.0253	
0.1292	12249.39	0.001799376	0.3598751	0.7199454	10110.2	129.4253	
0.1296	12247.57	0.001799376	0.3670765	0.7255465	10110	129.8253	
0.13	12245.73	0.001835383	0.3670765	0.7255465	10109.79	130.2253	
0.1304	12243.88	0.001835383	0.3670765	0.7255465	10109.59	130.6253	
0.1308	12242	0.001835383	0.3670765	0.7255465	10109.39	131.0253	
0.1312	12240.12	0.001835383	0.3670765	0.7255465	10109.19	131.4253	
0.1316	12238.22	0.001835383	0.3742459	0.7310356	10108.99	131.8253	
0.132	12236.3	0.001871229	0.3742459	0.7310356	10108.79	132.2253	
0.1324	12234.36	0.001871229	0.3742459	0.7310356	10108.59	132.6253	
0.1328	12232.41	0.001871229	0.3742459	0.7310356	10108.39	133.0253	
0.1332	12230.44	0.001871229	0.3742459	0.7310356	10108.19	133.4252	
0.1336	12228.45	0.001871229	0.3813817	0.7364149	10107.99	133.8252	
0.134	12226.45	0.001906908	0.3813817	0.7364149	10107.79	134.2252	
0.1344	12224.43	0.001906908	0.3813817	0.7364149	10107.59	134.6252	
0.1348	12222.39	0.001906908	0.3813817	0.7364149	10107.39	135.0252	
0.1352	12220.34	0.001906908	0.3813817	0.7364149	10107.19	135.4252	
0.1356	12218.26	0.001906908	0.3884824	0.7416867	10106.99	135.8252	
0.136	12216.18	0.001942412	0.3884824	0.7416867	10106.79	136.2252	
0.1364	12214.07	0.001942412	0.3884824	0.7416867	10106.59	136.6252	
0.1368	12211.94	0.001942412	0.3884824	0.7416867	10106.39	137.0252	
0.1372	12209.8	0.001942412	0.3884824	0.7416867	10106.19	137.4252	
0.1376	12207.64	0.001942412	0.3955464	0.7468529	10105.99	137.8252	
0.138	12205.46	0.001977732	0.3955464	0.7468529	10105.79	138.2252	
0.1384	12203.27	0.001977732	0.3955464	0.7468529	10105.59	138.6252	
0.1388	12201.05	0.001977732	0.3955464	0.7468529	10105.39	139.0252	
0.1392	12198.82	0.001977732	0.3955464	0.7468529	10105.19	139.4252	
0.1396	12196.57	0.001977732	0.4025726	0.7519159	10104.99	139.8251	
0.14	12194.3	0.002012863	0.4025726	0.7519159	10104.79	140.2251	
0.1404	12192.01	0.002012863	0.4025726	0.7519159	10104.59	140.6251	
0.1408	12189.71	0.002012863	0.4025726	0.7519159	10104.39	141.0251	
0.1412	12187.39	0.002012863	0.4025726	0.7519159	10104.19	141.4251	
0.1416	12185.04	0.002012863	0.4095594	0.7568776	10103.99	141.8251	
0.142	12182.68	0.002047797	0.4095594	0.7568776	10103.79	142.2251	
0.1424	12180.3	0.002047797	0.4095594	0.7568776	10103.59	142.6251	
0.1428	12177.91	0.002047797	0.4095594	0.7568776	10103.39	143.0251	
0.1432	12175.49	0.002047797	0.4095594	0.7568776	10103.19	143.4251	
0.1436	12173.05	0.002047797	0.4165058	0.7617401	10102.99	143.8251	
