Time	OdorSensor	Mouth	Eat	Food_Near	Energy	FoodQty	
0.5036	4211.262	0.004527861	0.9009207	0.6595366	9922.813	503.8196	
0.504	4204.399	0.004504604	0.9009207	0.6595366	9922.612	504.2196	
0.5044	4197.552	0.004504604	0.9009207	0.6595366	9922.412	504.6196	
0.5048	4190.718	0.004504604	0.9009207	0.6595366	9922.212	505.0196	
0.5052	4183.898	0.004504604	0.9009207	0.6595366	9922.012	505.4196	
0.5056	4177.094	0.004504604	0.8960931	0.6463459	9921.812	505.8196	
0.506	4170.303	0.004480466	0.8960931	0.6463459	9921.611	506.2196	
0.5064	4163.527	0.004480466	0.8960931	0.6463459	9921.411	506.6196	
0.5068	4156.764	0.004480466	0.8960931	0.6463459	9921.211	507.0196	
0.5072	4150.016	0.004480466	0.8960931	0.6463459	9921.011	507.4196	
0.5076	4143.281	0.004480466	0.8910981	0.6334189	9920.811	507.8195	
0.508	4136.561	0.004455491	0.8910981	0.6334189	9920.61	508.2195	
0.5084	4129.855	0.004455491	0.8910981	0.6334189	9920.41	508.6195	
0.5088	4123.164	0.004455491	0.8910981	0.6334189	9920.21	509.0195	
0.5092	4116.486	0.004455491	0.8910981	0.6334189	9920.01	509.4195	
0.5096	4109.822	0.004455491	0.8859446	0.6207505	9919.81	509.8195	
0.51	4103.172	0.004429723	0.8859446	0.6207505	9919.609	510.2195	
0.5104	4096.537	0.004429723	0.8859446	0.6207505	9919.409	510.6195	
0.5108	4089.916	0.004429723	0.8859446	0.6207505	9919.209	511.0195	
0.5112	4083.307	0.004429723	0.8859446	0.6207505	9919.009	511.4195	
0.5116	4076.714	0.004429723	0.8806407	0.6083356	9918.809	511.8195	
0.512	4070.135	0.004403204	0.8806407	0.6083356	9918.608	512.2195	
0.5124	4063.569	0.004403204	0.8806407	0.6083356	9918.408	512.6195	
0.5128	4057.017	0.004403204	0.8806407	0.6083356	9918.208	513.0195	
0.5132	4050.479	0.004403204	0.8806407	0.6083356	9918.008	513.4196	
0.5136	4043.955	0.004403204	0.8751947	0.5961688	9917.808	513.8196	
0.514	4037.444	0.004375973	0.8751947	0.5961688	9917.607	514.2196	
0.5144	4030.948	0.004375973	0.8751947	0.5961688	9917.407	514.6196	
0.5148	4024.464	0.004375973	0.8751947	0.5961688	9917.207	515.0197	
0.5152	4017.996	0.004375973	0.8751947	0.5961688	9917.007	515.4197	
0.5156	4011.541	0.004375973	0.8696142	0.5842454	9916.807	515.8197	
0.516	4005.099	0.004348071	0.8696142	0.5842454	9916.606	516.2197	
0.5164	3998.671	0.004348071	0.8696142	0.5842454	9916.406	516.6198	
0.5168	3992.257	0.004348071	0.8696142	0.5842454	9916.206	517.0198	
0.5172	3985.857	0.004348071	0.8696142	0.5842454	9916.006	517.4198	
0.5176	3979.471	0.004348071	0.8639068	0.5725605	9915.806	517.8198	
0.518	3973.098	0.004319534	0.8639068	0.5725605	9915.605	518.2198	
0.5184	3966.739	0.004319534	0.8639068	0.5725605	9915.405	518.6199	
0.5188	3960.393	0.004319534	0.8639068	0.5725605	9915.205	519.0199	
0.5192	3954.06	0.004319534	0.8639068	0.5725605	9915.005	519.4199	
0.5196	3947.742	0.004319534	0.8580799	0.5611093	9914.805	519.8199	
0.52	3941.437	0.004290399	0.8580799	0.5611093	9914.604	520.22	
0.5204	3935.145	0.004290399	0.8580799	0.5611093	9914.404	520.62	
0.5208	3928.868	0.004290399	0.8580799	0.5611093	9914.204	521.02	
0.5212	3922.603	0.004290399	0.8580799	0.5611093	9914.004	521.42	
0.5216	3916.352	0.004290399	0.8521405	0.5498872	9913.804	521.8201	
0.522	3910.115	0.004260703	0.8521405	0.5498872	9913.604	522.2201	
0.5224	3903.891	0.004260703	0.8521405	0.5498872	9913.403	522.6201	
0.5228	3897.68	0.004260703	0.8521405	0.5498872	9913.203	523.0201	
0.5232	3891.483	0.004260703	0.8521405	0.5498872	9913.003	523.4202	
0.5236	3885.299	0.004260703	0.8460954	0.5388894	9912.803	523.8202	
0.524	3879.128	0.004230477	0.8460954	0.5388894	9912.603	524.2202	
0.5244	3872.971	0.004230477	0.8460954	0.5388894	9912.402	524.6202	
0.5248	3866.827	0.004230477	0.8460954	0.5388894	9912.202	525.0203	
0.5252	3860.696	0.004230477	0.8460954	0.5388894	9912.002	525.4203	
0.5256	3854.579	0.004230477	0.8399513	0.5281116	9911.802	525.8203	
0.526	3848.474	0.004199756	0.8399513	0.5281116	9911.602	526.2203	
0.5264	3842.383	0.004199756	0.8399513	0.5281116	9911.401	526.6204	
0.5268	3836.305	0.004199756	0.8399513	0.5281116	9911.201	527.0204	
0.5272	3830.241	0.004199756	0.8399513	0.5281116	9911.001	527.4204	
0.5276	3824.19	0.004199756	0.8337145	0.5175494	9910.801	527.8204	
0.528	3818.151	0.004168572	0.8337145	0.5175494	9910.601	528.2205	
0.5284	3812.126	0.004168572	0.8337145	0.5175494	9910.4	528.6205	
0.5288	3806.113	0.004168572	0.8337145	0.5175494	9910.2	529.0205	
0.5292	3800.114	0.004168572	0.8337145	0.5175494	9910	529.4205	
0.5296	3794.127	0.004168572	0.8273911	0.5071985	9909.8	529.8206	
0.53	3788.154	0.004136956	0.8273911	0.5071985	9909.6	530.2206	
0.5304	3782.195	0.004136956	0.8273911	0.5071985	9909.399	530.6206	
0.5308	3776.247	0.004136956	0.8273911	0.5071985	9909.199	531.0206	
0.5312	3770.313	0.004136956	0.8273911	0.5071985	9908.999	531.4207	
0.5316	3764.392	0.004136956	0.8209873	0.4970545	9908.799	531.8207	
0.532	3758.483	0.004104936	0.8209873	0.4970545	9908.599	532.2207	
0.5324	3752.588	0.004104936	0.8209873	0.4970545	9908.398	532.6207	
0.5328	3746.705	0.004104936	0.8209873	0.4970545	9908.198	533.0208	
0.5332	3740.836	0.004104936	0.8209873	0.4970545	9907.998	533.4208	
0.5336	3734.979	0.004104936	0.8145087	0.4871134	9907.798	533.8208	
0.534	3729.135	0.004072543	0.8145087	0.4871134	9907.598	534.2208	
0.5344	3723.304	0.004072543	0.8145087	0.4871134	9907.397	534.6208	
0.5348	3717.485	0.004072543	0.8145087	0.4871134	9907.197	535.0209	
0.5352	3711.68	0.004072543	0.8145087	0.4871134	9906.997	535.4209	
0.5356	3705.888	0.004072543	0.8079607	0.4773711	9906.797	535.8209	
0.536	3700.107	0.004039804	0.8079607	0.4773711	9906.597	536.2209	
0.5364	3694.34	0.004039804	0.8079607	0.4773711	9906.396	536.621	
0.5368	3688.584	0.004039804	0.8079607	0.4773711	9906.196	537.021	
0.5372	3682.843	0.004039804	0.8079607	0.4773711	9905.996	537.421	
0.5376	3677.113	0.004039804	0.801349	0.4678237	9905.796	537.821	
0.538	3671.396	0.004006745	0.801349	0.4678237	9905.596	538.2211	
0.5384	3665.691	0.004006745	0.801349	0.4678237	9905.396	538.6211	
0.5388	3660	0.004006745	0.801349	0.4678237	9905.195	539.0211	
0.5392	3654.32	0.004006745	0.801349	0.4678237	9904.995	539.4211	
0.5396	3648.653	0.004006745	0.7946784	0.4584672	9904.795	539.8212	
0.54	3642.999	0.003973392	0.7946784	0.4584672	9904.595	540.2212	
0.5404	3637.357	0.003973392	0.7946784	0.4584672	9904.395	540.6212	
0.5408	3631.727	0.003973392	0.7946784	0.4584672	9904.194	541.0212	
0.5412	3626.111	0.003973392	0.7946784	0.4584672	9903.994	541.4213	
0.5416	3620.505	0.003973392	0.7879543	0.4492978	9903.794	541.8213	
0.542	3614.913	0.003939771	0.7879543	0.4492978	9903.594	542.2213	
0.5424	3609.333	0.003939771	0.7879543	0.4492978	9903.394	542.6213	
0.5428	3603.766	0.003939771	0.7879543	0.4492978	9903.193	543.0214	
0.5432	3598.211	0.003939771	0.7879543	0.4492978	9902.993	543.4214	
0.5436	3592.668	0.003939771	0.7811812	0.4403119	9902.793	543.8214	
0.544	3587.137	0.003905906	0.7811812	0.4403119	9902.593	544.2214	
0.5444	3581.619	0.003905906	0.7811812	0.4403119	9902.393	544.6215	
0.5448	3576.112	0.003905906	0.7811812	0.4403119	9902.192	545.0215	
0.5452	3570.618	0.003905906	0.7811812	0.4403119	9901.992	545.4215	
0.5456	3565.137	0.003905906	0.7743638	0.4315056	9901.792	545.8215	
0.546	3559.667	0.003871819	0.7743638	0.4315056	9901.592	546.2216	
0.5464	3554.209	0.003871819	0.7743638	0.4315056	9901.392	546.6216	
0.5468	3548.764	0.003871819	0.7743638	0.4315056	9901.191	547.0216	
0.5472	3543.33	0.003871819	0.7743638	0.4315056	9900.991	547.4216	
0.5476	3537.909	0.003871819	0.7675067	0.4228755	9900.791	547.8217	
0.548	3532.5	0.003837533	0.7675067	0.4228755	9900.591	548.2217	
0.5484	3527.103	0.003837533	0.7675067	0.4228755	9900.391	548.6217	
0.5488	3521.719	0.003837533	0.7675067	0.4228755	9900.19	549.0217	
0.5492	3516.345	0.003837533	0.7675067	0.4228755	9899.99	549.4218	
0.5496	3510.984	0.003837533	0.760614	0.414418	9899.79	549.8218	
0.55	3505.634	0.00380307	0.760614	0.414418	9899.59	550.2218	
0.5504	3500.297	0.00380307	0.760614	0.414418	9899.39	550.6218	
0.5508	3494.971	0.00380307	0.760614	0.414418	9899.189	551.0219	
0.5512	3489.658	0.00380307	0.760614	0.414418	9898.989	551.4219	
0.5516	3484.356	0.00380307	0.7536901	0.4061296	9898.789	551.8219	
0.552	3479.066	0.003768451	0.7536901	0.4061296	9898.589	552.2219	
0.5524	3473.788	0.003768451	0.7536901	0.4061296	9898.389	552.6219	
0.5528	3468.522	0.003768451	0.7536901	0.4061296	9898.188	553.022	
0.5532	3463.268	0.003768451	0.7536901	0.4061296	9897.988	553.422	
0.5536	3458.025	0.003768451	0.7467389	0.398007	9897.788	553.822	
0.554	3452.794	0.003733695	0.7467389	0.398007	9897.588	554.222	
0.5544	3447.574	0.003733695	0.7467389	0.398007	9897.388	554.6221	
0.5548	3442.367	0.003733695	0.7467389	0.398007	9897.188	555.0221	
0.5552	3437.171	0.003733695	0.7467389	0.398007	9896.987	555.4221	
0.5556	3431.987	0.003733695	0.7397643	0.3900469	9896.787	555.8221	
0.556	3426.814	0.003698821	0.7397643	0.3900469	9896.587	556.2222	
0.5564	3421.654	0.003698821	0.7397643	0.3900469	9896.387	556.6222	
0.5568	3416.503	0.003698821	0.7397643	0.3900469	9896.187	557.0222	
0.5572	3411.365	0.003698821	0.7397643	0.3900469	9895.986	557.4222	
0.5576	3406.239	0.003698821	0.7327699	0.382246	9895.786	557.8223	
0.558	3401.123	0.00366385	0.7327699	0.382246	9895.586	558.2223	
0.5584	3396.02	0.00366385	0.7327699	0.382246	9895.386	558.6223	
0.5588	3390.928	0.00366385	0.7327699	0.382246	9895.186	559.0223	
0.5592	3385.847	0.00366385	0.7327699	0.382246	9894.985	559.4224	
0.5596	3380.778	0.00366385	0.7257594	0.374601	9894.785	559.8224	
0.56	3375.72	0.003628797	0.7257594	0.374601	9894.585	560.2224	
0.5604	3370.673	0.003628797	0.7257594	0.374601	9894.385	560.6224	
0.5608	3365.638	0.003628797	0.7257594	0.374601	9894.185	561.0225	
0.5612	3360.614	0.003628797	0.7257594	0.374601	9893.984	561.4225	
0.5616	3355.602	0.003628797	0.7187363	0.367109	9893.784	561.8225	
0.562	3350.6	0.003593681	0.7187363	0.367109	9893.584	562.2225	
0.5624	3345.61	0.003593681	0.7187363	0.367109	9893.384	562.6226	
0.5628	3340.632	0.003593681	0.7187363	0.367109	9893.184	563.0226	
0.5632	3335.665	0.003593681	0.7187363	0.367109	9892.983	563.4226	
0.5636	3330.708	0.003593681	0.7117038	0.3597668	9892.783	563.8226	
0.564	3325.763	0.003558519	0.7117038	0.3597668	9892.583	564.2227	
0.5644	3320.829	0.003558519	0.7117038	0.3597668	9892.383	564.6227	
0.5648	3315.906	0.003558519	0.7117038	0.3597668	9892.183	565.0227	
0.5652	3310.994	0.003558519	0.7117038	0.3597668	9891.982	565.4227	
0.5656	3306.094	0.003558519	0.7046651	0.3525715	9891.782	565.8228	
0.566	3301.204	0.003523325	0.7046651	0.3525715	9891.582	566.2228	
0.5664	3296.325	0.003523325	0.7046651	0.3525715	9891.382	566.6228	
0.5668	3291.458	0.003523325	0.7046651	0.3525715	9891.182	567.0228	
0.5672	3286.601	0.003523325	0.7046651	0.3525715	9890.981	567.4229	
0.5676	3281.755	0.003523325	0.6976232	0.3455201	9890.781	567.8229	
0.568	3276.92	0.003488116	0.6976232	0.3455201	9890.581	568.2229	
0.5684	3272.097	0.003488116	0.6976232	0.3455201	9890.381	568.6229	
0.5688	3267.284	0.003488116	0.6976232	0.3455201	9890.181	569.0229	
0.5692	3262.482	0.003488116	0.6976232	0.3455201	9889.98	569.423	
0.5696	3257.69	0.003488116	0.6905811	0.3386097	9889.78	569.823	
0.57	3252.91	0.003452906	0.6905811	0.3386097	9889.58	570.223	
0.5704	3248.141	0.003452906	0.6905811	0.3386097	9889.38	570.623	
0.5708	3243.383	0.003452906	0.6905811	0.3386097	9889.18	571.0231	
0.5712	3238.635	0.003452906	0.6905811	0.3386097	9888.979	571.4231	
0.5716	3233.897	0.003452906	0.6835417	0.3318375	9888.779	571.8231	
0.572	3229.171	0.003417708	0.6835417	0.3318375	9888.579	572.2231	
0.5724	3224.455	0.003417708	0.6835417	0.3318375	9888.379	572.6232	
0.5728	3219.751	0.003417708	0.6835417	0.3318375	9888.179	573.0232	
0.5732	3215.056	0.003417708	0.6835417	0.3318375	9887.979	573.4232	
0.5736	3210.372	0.003417708	0.6765076	0.3252007	9887.778	573.8232	
0.574	3205.698	0.003382538	0.6765076	0.3252007	9887.578	574.2233	
0.5744	3201.036	0.003382538	0.6765076	0.3252007	9887.378	574.6233	
0.5748	3196.385	0.003382538	0.6765076	0.3252007	9887.178	575.0233	
0.5752	3191.743	0.003382538	0.6765076	0.3252007	9886.978	575.4233	
0.5756	3187.113	0.003382538	0.6694815	0.3186967	9886.777	575.8234	
0.576	3182.493	0.003347407	0.6694815	0.3186967	9886.577	576.2234	
0.5764	3177.883	0.003347407	0.6694815	0.3186967	9886.377	576.6234	
0.5768	3173.283	0.003347407	0.6694815	0.3186967	9886.177	577.0234	
0.5772	3168.695	0.003347407	0.6694815	0.3186967	9885.977	577.4235	
0.5776	3164.116	0.003347407	0.6624658	0.3123228	9885.776	577.8235	
0.578	3159.548	0.003312329	0.6624658	0.3123228	9885.576	578.2235	
0.5784	3154.991	0.003312329	0.6624658	0.3123228	9885.376	578.6235	
0.5788	3150.444	0.003312329	0.6624658	0.3123228	9885.176	579.0236	
0.5792	3145.907	0.003312329	0.6624658	0.3123228	9884.976	579.4236	
0.5796	3141.381	0.003312329	0.6554629	0.3060763	9884.775	579.8236	
0.58	3136.864	0.003277314	0.6554629	0.3060763	9884.575	580.2236	
0.5804	3132.359	0.003277314	0.6554629	0.3060763	9884.375	580.6237	
0.5808	3127.863	0.003277314	0.6554629	0.3060763	9884.175	581.0237	
0.5812	3123.377	0.003277314	0.6554629	0.3060763	9883.975	581.4237	
0.5816	3118.902	0.003277314	0.6484752	0.2999548	9883.774	581.8237	
0.582	3114.437	0.003242376	0.6484752	0.2999548	9883.574	582.2238	
0.5824	3109.982	0.003242376	0.6484752	0.2999548	9883.374	582.6238	
0.5828	3105.537	0.003242376	0.6484752	0.2999548	9883.174	583.0238	
0.5832	3101.103	0.003242376	0.6484752	0.2999548	9882.974	583.4238	
0.5836	3096.678	0.003242376	0.6415048	0.2939557	9882.773	583.8239	
0.584	3092.265	0.003207524	0.6415048	0.2939557	9882.573	584.2239	
0.5844	3087.86	0.003207524	0.6415048	0.2939557	9882.373	584.6239	
0.5848	3083.466	0.003207524	0.6415048	0.2939557	9882.173	585.0239	
0.5852	3079.082	0.003207524	0.6415048	0.2939557	9881.973	585.424	
0.5856	3074.708	0.003207524	0.6345538	0.2880766	9881.772	585.824	
0.586	3070.344	0.003172769	0.6345538	0.2880766	9881.572	586.224	
0.5864	3065.989	0.003172769	0.6345538	0.2880766	9881.372	586.624	
0.5868	3061.645	0.003172769	0.6345538	0.2880766	9881.172	587.024	
0.5872	3057.311	0.003172769	0.6345538	0.2880766	9880.972	587.4241	
0.5876	3052.987	0.003172769	0.6276243	0.282315	9880.771	587.8241	
0.588	3048.672	0.003138121	0.6276243	0.282315	9880.571	588.2241	
0.5884	3044.367	0.003138121	0.6276243	0.282315	9880.371	588.6241	
0.5888	3040.073	0.003138121	0.6276243	0.282315	9880.171	589.0242	
0.5892	3035.788	0.003138121	0.6276243	0.282315	9879.971	589.4242	
0.5896	3031.513	0.003138121	0.6207181	0.2766688	9879.771	589.8242	
0.59	3027.247	0.00310359	0.6207181	0.2766688	9879.57	590.2242	
0.5904	3022.991	0.00310359	0.6207181	0.2766688	9879.37	590.6243	
0.5908	3018.745	0.00310359	0.6207181	0.2766688	9879.17	591.0243	
0.5912	3014.509	0.00310359	0.6207181	0.2766688	9878.97	591.4243	
0.5916	3010.283	0.00310359	0.6138371	0.2711354	9878.77	591.8243	
0.592	3006.066	0.003069186	0.6138371	0.2711354	9878.569	592.2244	
0.5924	3001.859	0.003069186	0.6138371	0.2711354	9878.369	592.6244	
0.5928	2997.661	0.003069186	0.6138371	0.2711354	9878.169	593.0244	
0.5932	2993.473	0.003069186	0.6138371	0.2711354	9877.969	593.4244	
0.5936	2989.295	0.003069186	0.6069831	0.2657127	9877.769	593.8245	
0.594	2985.126	0.003034915	0.6069831	0.2657127	9877.568	594.2245	
0.5944	2980.968	0.003034915	0.6069831	0.2657127	9877.368	594.6245	
0.5948	2976.817	0.003034915	0.6069831	0.2657127	9877.168	595.0245	
0.5952	2972.678	0.003034915	0.6069831	0.2657127	9876.968	595.4246	
0.5956	2968.547	0.003034915	0.6001576	0.2603984	9876.768	595.8246	
0.596	2964.426	0.003000788	0.6001576	0.2603984	9876.567	596.2246	
0.5964	2960.314	0.003000788	0.6001576	0.2603984	9876.367	596.6246	
0.5968	2956.212	0.003000788	0.6001576	0.2603984	9876.167	597.0247	
0.5972	2952.119	0.003000788	0.6001576	0.2603984	9875.967	597.4247	
0.5976	2948.036	0.003000788	0.5933625	0.2551905	9875.767	597.8247	
0.598	2943.962	0.002966812	0.5933625	0.2551905	9875.566	598.2247	
0.5984	2939.897	0.002966812	0.5933625	0.2551905	9875.366	598.6248	
0.5988	2935.842	0.002966812	0.5933625	0.2551905	9875.166	599.0248	
0.5992	2931.796	0.002966812	0.5933625	0.2551905	9874.966	599.4248	
0.5996	2927.759	0.002966812	0.586599	0.2500866	9874.766	599.8248	
0.6	2923.731	0.002932995	0.586599	0.2500866	9874.565	600.2249	
0.6004	2919.713	0.002932995	0.586599	0.2500866	9874.365	600.6249	
0.6008	2915.704	0.002932995	0.586599	0.2500866	9874.165	601.0249	
0.6012	2911.705	0.002932995	0.586599	0.2500866	9873.965	601.4249	
0.6016	2907.714	0.002932995	0.5798687	0.2450849	9873.765	601.825	
0.602	2903.733	0.002899344	0.5798687	0.2450849	9873.564	602.225	
0.6024	2899.76	0.002899344	0.5798687	0.2450849	9873.364	602.625	
0.6028	2895.797	0.002899344	0.5798687	0.2450849	9873.164	603.025	
0.6032	2891.843	0.002899344	0.5798687	0.2450849	9872.964	603.425	
0.6036	2887.898	0.002899344	0.573173	0.2401832	9872.764	603.8251	
0.604	2883.962	0.002865865	0.573173	0.2401832	9872.563	604.2251	
0.6044	2880.035	0.002865865	0.573173	0.2401832	9872.363	604.6251	
0.6048	2876.118	0.002865865	0.573173	0.2401832	9872.163	605.0251	
0.6052	2872.209	0.002865865	0.573173	0.2401832	9871.963	605.4252	
0.6056	2868.309	0.002865865	0.5665132	0.2353795	9871.763	605.8252	
0.606	2864.419	0.002832566	0.5665132	0.2353795	9871.563	606.2252	
0.6064	2860.537	0.002832566	0.5665132	0.2353795	9871.362	606.6252	
0.6068	2856.664	0.002832566	0.5665132	0.2353795	9871.162	607.0253	
0.6072	2852.8	0.002832566	0.5665132	0.2353795	9870.962	607.4253	
0.6076	2848.945	0.002832566	0.5598906	0.2306719	9870.762	607.8253	
0.608	2845.099	0.002799453	0.5598906	0.2306719	9870.562	608.2253	
0.6084	2841.262	0.002799453	0.5598906	0.2306719	9870.361	608.6254	
0.6088	2837.433	0.002799453	0.5598906	0.2306719	9870.161	609.0254	
0.6092	2833.614	0.002799453	0.5598906	0.2306719	9869.961	609.4254	
0.6096	2829.802	0.002799453	0.5533062	0.2260585	9869.761	609.8254	
0.61	2826	0.002766531	0.5533062	0.2260585	9869.561	610.2255	
0.6104	2822.207	0.002766531	0.5533062	0.2260585	9869.36	610.6255	
0.6108	2818.423	0.002766531	0.5533062	0.2260585	9869.16	611.0255	
0.6112	2814.647	0.002766531	0.5533062	0.2260585	9868.96	611.4255	
0.6116	2810.88	0.002766531	0.5467612	0.2215374	9868.76	611.8256	
0.612	2807.121	0.002733806	0.5467612	0.2215374	9868.56	612.2256	
0.6124	2803.372	0.002733806	0.5467612	0.2215374	9868.359	612.6256	
0.6128	2799.63	0.002733806	0.5467612	0.2215374	9868.159	613.0256	
0.6132	2795.898	0.002733806	0.5467612	0.2215374	9867.959	613.4257	
0.6136	2792.173	0.002733806	0.5402567	0.2171066	9867.759	613.8257	
0.614	2788.458	0.002701284	0.5402567	0.2171066	9867.559	614.2257	
0.6144	2784.752	0.002701284	0.5402567	0.2171066	9867.358	614.6257	
0.6148	2781.054	0.002701284	0.5402567	0.2171066	9867.158	615.0258	
0.6152	2777.364	0.002701284	0.5402567	0.2171066	9866.958	615.4258	
0.6156	2773.683	0.002701284	0.5337937	0.2127645	9866.758	615.8258	
0.616	2770.01	0.002668969	0.5337937	0.2127645	9866.558	616.2258	
0.6164	2766.346	0.002668969	0.5337937	0.2127645	9866.357	616.6259	
0.6168	2762.69	0.002668969	0.5337937	0.2127645	9866.157	617.0259	
0.6172	2759.043	0.002668969	0.5337937	0.2127645	9865.957	617.4259	
0.6176	2755.404	0.002668969	0.5273732	0.2085092	9865.757	617.8259	
0.618	2751.774	0.002636866	0.5273732	0.2085092	9865.557	618.226	
0.6184	2748.151	0.002636866	0.5273732	0.2085092	9865.356	618.626	
0.6188	2744.538	0.002636866	0.5273732	0.2085092	9865.156	619.026	
0.6192	2740.932	0.002636866	0.5273732	0.2085092	9864.956	619.426	
0.6196	2737.335	0.002636866	0.5209959	0.204339	9864.756	619.826	
0.62	2733.747	0.00260498	0.5209959	0.204339	9864.556	620.2261	
0.6204	2730.167	0.00260498	0.5209959	0.204339	9864.355	620.6261	
0.6208	2726.594	0.00260498	0.5209959	0.204339	9864.155	621.0261	
0.6212	2723.03	0.00260498	0.5209959	0.204339	9863.955	621.4261	
0.6216	2719.475	0.00260498	0.5146627	0.2002522	9863.755	621.8262	
0.622	2715.927	0.002573314	0.5146627	0.2002522	9863.555	622.2262	
0.6224	2712.388	0.002573314	0.5146627	0.2002522	9863.354	622.6262	
0.6228	2708.857	0.002573314	0.5146627	0.2002522	9863.154	623.0262	
0.6232	2705.334	0.002573314	0.5146627	0.2002522	9862.954	623.4263	
0.6236	2701.819	0.002573314	0.5083745	0.1962472	9862.754	623.8263	
0.624	2698.313	0.002541872	0.5083745	0.1962472	9862.554	624.2263	
0.6244	2694.814	0.002541872	0.5083745	0.1962472	9862.354	624.6263	
0.6248	2691.324	0.002541872	0.5083745	0.1962472	9862.153	625.0264	
0.6252	2687.842	0.002541872	0.5083745	0.1962472	9861.953	625.4264	
0.6256	2684.367	0.002541872	0.502132	0.1923223	9861.753	625.8264	
0.626	2680.901	0.00251066	0.502132	0.1923223	9861.553	626.2264	
0.6264	2677.443	0.00251066	0.502132	0.1923223	9861.353	626.6265	
0.6268	2673.992	0.00251066	0.502132	0.1923223	9861.152	627.0265	
0.6272	2670.551	0.00251066	0.502132	0.1923223	9860.952	627.4265	
0.6276	2667.116	0.00251066	0.4959358	0.1884758	9860.752	627.8265	
0.628	2663.69	0.002479679	0.4959358	0.1884758	9860.552	628.2266	
0.6284	2660.271	0.002479679	0.4959358	0.1884758	9860.352	628.6266	
0.6288	2656.861	0.002479679	0.4959358	0.1884758	9860.151	629.0266	
0.6292	2653.459	0.002479679	0.4959358	0.1884758	9859.951	629.4266	
0.6296	2650.064	0.002479679	0.4897866	0.1847063	9859.751	629.8267	
0.63	2646.677	0.002448933	0.4897866	0.1847063	9859.551	630.2267	
0.6304	2643.298	0.002448933	0.4897866	0.1847063	9859.351	630.6267	
0.6308	2639.927	0.002448933	0.4897866	0.1847063	9859.15	631.0267	
0.6312	2636.563	0.002448933	0.4897866	0.1847063	9858.95	631.4268	
0.6316	2633.208	0.002448933	0.483685	0.1810122	9858.75	631.8268	
0.632	2629.86	0.002418425	0.483685	0.1810122	9858.55	632.2268	
0.6324	2626.52	0.002418425	0.483685	0.1810122	9858.35	632.6268	
0.6328	2623.187	0.002418425	0.483685	0.1810122	9858.149	633.0269	
0.6332	2619.863	0.002418425	0.483685	0.1810122	9857.949	633.4269	
0.6336	2616.546	0.002418425	0.4776315	0.1773919	9857.749	633.8269	
0.634	2613.238	0.002388158	0.4776315	0.1773919	9857.549	634.2269	
0.6344	2609.936	0.002388158	0.4776315	0.1773919	9857.349	634.627	
0.6348	2606.642	0.002388158	0.4776315	0.1773919	9857.148	635.027	
0.6352	2603.355	0.002388158	0.4776315	0.1773919	9856.948	635.427	
0.6356	2600.077	0.002388158	0.4716268	0.1738441	9856.748	635.827	
0.636	2596.806	0.002358134	0.4716268	0.1738441	9856.548	636.2271	
0.6364	2593.542	0.002358134	0.4716268	0.1738441	9856.348	636.6271	
0.6368	2590.286	0.002358134	0.4716268	0.1738441	9856.147	637.0271	
0.6372	2587.038	0.002358134	0.4716268	0.1738441	9855.947	637.4271	
0.6376	2583.797	0.002358134	0.4656711	0.1703672	9855.747	637.8271	
0.638	2580.564	0.002328355	0.4656711	0.1703672	9855.547	638.2272	
0.6384	2577.338	0.002328355	0.4656711	0.1703672	9855.347	638.6272	
0.6388	2574.12	0.002328355	0.4656711	0.1703672	9855.146	639.0272	
0.6392	2570.909	0.002328355	0.4656711	0.1703672	9854.946	639.4272	
0.6396	2567.705	0.002328355	0.459765	0.1669599	9854.746	639.8273	
0.64	2564.509	0.002298825	0.459765	0.1669599	9854.546	640.2273	
0.6404	2561.321	0.002298825	0.459765	0.1669599	9854.346	640.6273	
0.6408	2558.14	0.002298825	0.459765	0.1669599	9854.146	641.0273	
0.6412	2554.966	0.002298825	0.459765	0.1669599	9853.945	641.4274	
0.6416	2551.8	0.002298825	0.4539089	0.1636207	9853.745	641.8274	
0.642	2548.64	0.002269544	0.4539089	0.1636207	9853.545	642.2274	
0.6424	2545.489	0.002269544	0.4539089	0.1636207	9853.345	642.6274	
0.6428	2542.344	0.002269544	0.4539089	0.1636207	9853.145	643.0275	
0.6432	2539.207	0.002269544	0.4539089	0.1636207	9852.944	643.4275	
0.6436	2536.077	0.002269544	0.4481031	0.1603483	9852.744	643.8275	
0.644	2532.955	0.002240516	0.4481031	0.1603483	9852.544	644.2275	
0.6444	2529.839	0.002240516	0.4481031	0.1603483	9852.344	644.6276	
0.6448	2526.731	0.002240516	0.4481031	0.1603483	9852.144	645.0276	
0.6452	2523.63	0.002240516	0.4481031	0.1603483	9851.943	645.4276	
0.6456	2520.536	0.002240516	0.4423481	0.1571413	9851.743	645.8276	
0.646	2517.45	0.00221174	0.4423481	0.1571413	9851.543	646.2277	
0.6464	2514.371	0.00221174	0.4423481	0.1571413	9851.343	646.6277	
0.6468	2511.299	0.00221174	0.4423481	0.1571413	9851.143	647.0277	
0.6472	2508.233	0.00221174	0.4423481	0.1571413	9850.942	647.4277	
0.6476	2505.176	0.00221174	0.4366439	0.1539985	9850.742	647.8278	
0.648	2502.125	0.00218322	0.4366439	0.1539985	9850.542	648.2278	
