Time	FF	Vm	Ii	
0	0	0	0	
0.002	0	-0.0002	-1E-09	
0.004	0	-0.000396	-1E-09	
0.006	0	-0.00058808	-1E-09	
0.008	0	-0.0007763185	-1E-09	
0.01	0	-0.0009607921	-1E-09	
0.012	0	-0.001141576	-1E-09	
0.014	0	-0.001318745	-1E-09	
0.016	0	-0.00149237	-1E-09	
0.018	0	-0.001662523	-1E-09	
0.02	0	-0.001829272	-1E-09	
0.022	0	-0.001992687	-1E-09	
0.024	0	-0.002152833	-1E-09	
0.026	0	-0.002309776	-1E-09	
0.028	0	-0.002463581	-1E-09	
0.03	0	-0.002614309	-1E-09	
0.032	0	-0.002762023	-1E-09	
0.034	0	-0.002906783	-1E-09	
0.036	0	-0.003048647	-1E-09	
0.038	0	-0.003187674	-1E-09	
0.04	0	-0.003323921	-1E-09	
0.042	0	-0.003457442	-1E-09	
0.044	0	-0.003588293	-1E-09	
0.046	0	-0.003716527	-1E-09	
0.048	0	-0.003842197	-1E-09	
0.05	0	-0.003965353	-1E-09	
0.052	0	-0.004086046	-1E-09	
0.054	0	-0.004204324	-1E-09	
0.056	0	-0.004320238	-1E-09	
0.058	0	-0.004433833	-1E-09	
0.06	0	-0.004545156	-1E-09	
0.062	0	-0.004654253	-1E-09	
0.064	0	-0.004761168	-1E-09	
0.066	0	-0.004865945	-1E-09	
0.068	0	-0.004968626	-1E-09	
0.07	0	-0.005069254	-1E-09	
0.072	0	-0.005167868	-1E-09	
0.074	0	-0.005264511	-1E-09	
0.07600001	0	-0.005359221	-1E-09	
0.078	0	-0.005452036	-1E-09	
0.08000001	0	-0.005542996	-1E-09	
0.082	0	-0.005632136	-1E-09	
0.08400001	0	-0.005719493	-1E-09	
0.086	0	-0.005805103	-1E-09	
0.08800001	0	-0.005889001	-1E-09	
0.09	0	-0.005971221	-1E-09	
0.09200001	0	-0.006051796	-1E-09	
0.094	0	-0.006130761	-1E-09	
0.096	0	-0.006208146	-1E-09	
0.098	0	-0.006283983	-1E-09	
0.1	0	-0.006358303	-1E-09	
0.102	0	-0.006431137	-1E-09	
0.104	0	-0.006502514	-1E-09	
0.106	0	-0.006572464	-1E-09	
0.108	0	-0.006641015	-1E-09	
0.11	0	-0.006708195	-1E-09	
0.112	0	-0.006774031	-1E-09	
0.114	0	-0.00683855	-1E-09	
0.116	0	-0.006901779	-1E-09	
0.118	0	-0.006963743	-1E-09	
0.12	0	-0.007024468	-1E-09	
0.122	0	-0.007083979	-1E-09	
0.124	0	-0.007142299	-1E-09	
0.126	0	-0.007199453	-1E-09	
0.128	0	-0.007255464	-1E-09	
0.13	0	-0.007310355	-1E-09	
0.132	0	-0.007364148	-1E-09	
0.134	0	-0.007416865	-1E-09	
0.136	0	-0.007468528	-1E-09	
