Time	MV	Muscle2	
0.0158	-0.06758697	0.001982734	
0.016	-0.06766086	0.001982734	
0.0162	-0.0677357	0.001982734	
0.0164	-0.06781144	0.001982734	
0.0166	-0.06788799	0.001982734	
0.0168	-0.0679653	0.002103781	
0.017	-0.06804329	0.002103781	
0.0172	-0.0681219	0.002103781	
0.0174	-0.06820108	0.002103781	
0.0176	-0.06828078	0.002103781	
0.0178	-0.06836095	0.002224073	
0.018	-0.06844154	0.002224073	
0.0182	-0.06852252	0.002224073	
0.0184	-0.06860384	0.002224073	
0.0186	-0.06868546	0.002224073	
0.0188	-0.06876735	0.002343612	
0.019	-0.06884947	0.002343612	
0.0192	-0.06893181	0.002343612	
0.0194	-0.06901432	0.002343612	
0.0196	-0.06909698	0.002343612	
0.0198	-0.06917978	0.002462404	
0.02	-0.06926268	0.002462404	
0.0202	-0.06934565	0.002462404	
0.0204	-0.06942869	0.002462404	
0.0206	-0.06951176	0.002462404	
0.0208	-0.06959487	0.002580454	
0.021	-0.06967799	0.002580454	
0.0212	-0.06976109	0.002580454	
0.0214	-0.06984418	0.002580454	
0.0216	-0.06992722	0.002580454	
0.0218	-0.07001022	0.002697766	
0.022	-0.07009316	0.002697766	
0.0222	-0.07017604	0.002697766	
0.0224	-0.07025882	0.002697766	
0.0226	-0.07034151	0.002697766	
0.0228	-0.07042411	0.002814345	
0.023	-0.0705066	0.002814345	
0.0232	-0.07058898	0.002814345	
0.0234	-0.07067122	0.002814345	
0.0236	-0.07075335	0.002814345	
0.0238	-0.07083534	0.002930195	
0.024	-0.07091717	0.002930195	
0.0242	-0.07099887	0.002930195	
0.0244	-0.07108042	0.002930195	
0.0246	-0.07116181	0.002930195	
0.0248	-0.07124303	0.003045321	
0.025	-0.07132409	0.003045321	
0.0252	-0.07140499	0.003045321	
0.0254	-0.07148571	0.003045321	
0.0256	-0.07156625	0.003045321	
0.0258	-0.07164661	0.003159728	
0.026	-0.07172679	0.003159728	
0.0262	-0.0718068	0.003159728	
0.0264	-0.07188661	0.003159728	
0.0266	-0.07196623	0.003159728	
0.0268	-0.07204567	0.00327342	
0.027	-0.07212491	0.00327342	
0.0272	-0.07220396	0.00327342	
0.0274	-0.07228282	0.00327342	
0.0276	-0.07236148	0.00327342	
0.0278	-0.07243994	0.003386401	
0.028	-0.07251821	0.003386401	
0.0282	-0.07259627	0.003386401	
0.0284	-0.07267413	0.003386401	
0.0286	-0.07275178	0.003386401	
0.0288	-0.07282924	0.003498676	
0.029	-0.07290649	0.003498676	
0.0292	-0.07298354	0.003498676	
0.0294	-0.07306039	0.003498676	
0.0296	-0.07313704	0.003498676	
0.0298	-0.07321348	0.003610249	
0.03	-0.07328971	0.003610249	
0.0302	-0.07336574	0.003610249	
0.0304	-0.07344156	0.003610249	
0.0306	-0.07351717	0.003610249	
0.0308	-0.07359258	0.003721124	
0.031	-0.07366779	0.003721124	
0.0312	-0.07374278	0.003721124	
0.0314	-0.07381757	0.003721124	
0.0316	-0.07389216	0.003721124	
0.0318	-0.07396654	0.003831307	
0.032	-0.07404071	0.003831307	
0.0322	-0.07411469	0.003831307	
0.0324	-0.07418845	0.003831307	
0.0326	-0.07426201	0.003831307	
0.0328	-0.07433537	0.003940802	
0.033	-0.07440852	0.003940802	
0.0332	-0.07448146	0.003940802	
0.0334	-0.0745542	0.003940802	
0.0336	-0.07462674	0.003940802	
0.0338	-0.07469908	0.004049611	
0.034	-0.07477121	0.004049611	
0.0342	-0.07484314	0.004049611	
0.0344	-0.07491487	0.004049611	
0.0346	-0.0749864	0.004049611	
0.0348	-0.07505772	0.004157741	
0.035	-0.07512885	0.004157741	
0.0352	-0.07519977	0.004157741	
0.0354	-0.07527049	0.004157741	
0.0356	-0.07534102	0.004157741	
0.0358	-0.07541135	0.004265195	
0.036	-0.07548147	0.004265195	
0.0362	-0.07555141	0.004265195	
0.0364	-0.07562114	0.004265195	
0.0366	-0.07569067	0.004265195	
0.0368	-0.07576001	0.004371977	
0.037	-0.07582915	0.004371977	
0.0372	-0.07589809	0.004371977	
0.0374	-0.07596684	0.004371977	
0.0376	-0.07603539	0.004371977	
0.0378	-0.07610375	0.004478092	
0.038	-0.0761719	0.004478092	
0.0382	-0.07623988	0.004478092	
0.0384	-0.07630765	0.004478092	
0.0386	-0.07637525	0.004478092	
0.0388	-0.07644264	0.004583544	
0.039	-0.07650983	0.004583544	
0.0392	-0.07657684	0.004583544	
0.0394	-0.07664366	0.004583544	
0.0396	-0.07671029	0.004583544	
0.0398	-0.07677673	0.004688337	
0.04	-0.07684297	0.004688337	
0.0402	-0.07690904	0.004688337	
0.0404	-0.07697491	0.004688337	
0.0406	-0.07545715	0.004688337	
0.0408	-0.07407823	0.004792475	
0.041	-0.07282424	0.004792475	
0.0412	-0.07168292	0.004792475	
0.0414	-0.07064342	0.004792475	
0.0416	-0.06969615	0.004792475	
0.0418	-0.0688326	0.004895961	
0.042	-0.06804515	0.004895961	
0.0422	-0.06732703	0.004895961	
0.0424	-0.06667215	0.004895961	
0.0426	-0.06607509	0.004895961	
0.0428	-0.06553091	0.004998801	
0.043	-0.06503522	0.004998801	
0.0432	-0.064584	0.004998801	
0.0434	-0.06417366	0.004998801	
0.0436	-0.06380091	0.004998801	
0.0438	-0.06346279	0.005100999	
0.044	-0.06315657	0.005100999	
0.0442	-0.0628798	0.005100999	
0.0444	-0.06263022	0.005100999	
0.0446	-0.06240577	0.005100999	
0.0448	-0.06220457	0.005202557	
0.045	-0.06202489	0.005202557	
0.0452	-0.06186514	0.005202557	
0.0454	-0.06172387	0.005202557	
0.0456	-0.06159972	0.005202557	
0.0458	-0.06149147	0.005303481	
0.046	-0.06139797	0.005303481	
0.0462	-0.06131818	0.005303481	
0.0464	-0.06125111	0.005303481	
0.0466	-0.06119588	0.005303481	
0.0468	-0.06115165	0.005403774	
0.047	-0.06111765	0.005403774	
0.0472	-0.06109316	0.005403774	
0.0474	-0.06107752	0.005403774	
0.0476	-0.06107013	0.005403774	
0.0478	-0.0610704	0.005503441	
0.048	-0.06107781	0.005503441	
0.0482	-0.06109187	0.005503441	
0.0484	-0.0611121	0.005503441	
0.0486	-0.0611381	0.005503441	
0.0488	-0.06116946	0.005602484	
0.049	-0.0612058	0.005602484	
0.0492	-0.06124679	0.005602484	
0.0494	-0.06129211	0.005602484	
0.0496	-0.06134144	0.005602484	
0.0498	-0.06139452	0.005700909	
0.05	-0.06145108	0.005700909	
0.0502	-0.06151088	0.005700909	
0.0504	-0.06157368	0.005700909	
0.0506	-0.06163929	0.005700909	
0.0508	-0.0617075	0.005798718	
0.051	-0.06177811	0.005798718	
0.0512	-0.06185097	0.005798718	
0.0514	-0.0619259	0.005798718	
0.0516	-0.06200277	0.005798718	
0.0518	-0.06208141	0.005895916	
0.052	-0.06216171	0.005895916	
0.0522	-0.06224354	0.005895916	
0.0524	-0.06232678	0.005895916	
0.0526	-0.06241133	0.005895916	
0.0528	-0.06249708	0.005992506	
0.053	-0.06258393	0.005992506	
0.0532	-0.06267181	0.005992506	
0.0534	-0.06276062	0.005992506	
0.0536	-0.0628503	0.005992506	
0.0538	-0.06294076	0.006088493	
0.054	-0.06303193	0.006088493	
0.0542	-0.06312377	0.006088493	
0.0544	-0.06321619	0.006088493	
0.0546	-0.06330916	0.006088493	
0.0548	-0.06340262	0.00618388	
0.055	-0.06349652	0.00618388	
0.0552	-0.0635908	0.00618388	
0.0554	-0.06368544	0.00618388	
0.0556	-0.06378039	0.00618388	
0.0558	-0.06387562	0.00627867	
0.056	-0.06397107	0.00627867	
0.0562	-0.06406675	0.00627867	
0.0564	-0.06416258	0.00627867	
0.0566	-0.06425858	0.00627867	
0.0568	-0.06435468	0.006372869	
0.057	-0.06445088	0.006372869	
0.0572	-0.06454715	0.006372869	
0.0574	-0.06464347	0.006372869	
0.0576	-0.06473982	0.006372869	
0.0578	-0.06483618	0.006466478	
0.058	-0.06493253	0.006466478	
0.0582	-0.06502885	0.006466478	
0.0584	-0.06512514	0.006466478	
0.0586	-0.06522137	0.006466478	
0.0588	-0.06531753	0.006559502	
0.059	-0.06541362	0.006559502	
0.0592	-0.0655096	0.006559502	
0.0594	-0.06560548	0.006559502	
0.0596	-0.06570125	0.006559502	
0.0598	-0.06579689	0.006651945	
0.06	-0.0658924	0.006651945	
0.0602	-0.06598777	0.006651945	
0.0604	-0.06608298	0.006651945	
0.0606	-0.06617804	0.006651945	
0.0608	-0.06627294	0.006743811	
0.061	-0.06636766	0.006743811	
0.0612	-0.0664622	0.006743811	
0.0614	-0.06655657	0.006743811	
0.0616	-0.06665076	0.006743811	
0.0618	-0.06674475	0.006835102	
0.062	-0.06683855	0.006835102	
0.0622	-0.06693214	0.006835102	
0.0624	-0.06702553	0.006835102	
0.0626	-0.06711872	0.006835102	
0.0628	-0.0672117	0.006925822	
0.063	-0.06730446	0.006925822	
0.0632	-0.06739701	0.006925822	
0.0634	-0.06748933	0.006925822	
0.0636	-0.06758144	0.006925822	
0.0638	-0.06767333	0.007015976	
0.064	-0.067765	0.007015976	
0.0642	-0.06785644	0.007015976	
0.06439999	-0.06794765	0.007015976	
0.0646	-0.06803863	0.007015976	
0.0648	-0.06812938	0.007105566	
0.065	-0.0682199	0.007105566	
0.0652	-0.06831019	0.007105566	
0.0654	-0.06840024	0.007105566	
0.0656	-0.06849006	0.007105566	
0.0658	-0.06857964	0.007194596	
0.066	-0.06866899	0.007194596	
0.0662	-0.0687581	0.007194596	
0.0664	-0.06884698	0.007194596	
0.06659999	-0.06893562	0.007194596	
0.0668	-0.06902402	0.00728307	
0.067	-0.06911218	0.00728307	
0.0672	-0.06920011	0.00728307	
0.0674	-0.06928779	0.00728307	
0.0676	-0.06937524	0.00728307	
0.0678	-0.06946245	0.00737099	
0.068	-0.06954943	0.00737099	
0.0682	-0.06963615	0.00737099	
0.0684	-0.06972264	0.00737099	
0.0686	-0.06980891	0.00737099	
0.06879999	-0.06989492	0.007458361	
0.069	-0.06998071	0.007458361	
0.0692	-0.07006625	0.007458361	
0.0694	-0.07015156	0.007458361	
0.0696	-0.07023662	0.007458361	
0.0698	-0.07032146	0.007545187	
0.07	-0.07040605	0.007545187	
0.0702	-0.07049041	0.007545187	
0.0704	-0.07057453	0.007545187	
0.0706	-0.07065842	0.007545187	
0.0708	-0.07074206	0.007631469	
0.07099999	-0.07082549	0.007631469	
0.0712	-0.07090867	0.007631469	
0.0714	-0.07099161	0.007631469	
0.0716	-0.07107434	0.007631469	
0.0718	-0.07115681	0.007717212	
0.072	-0.07123907	0.007717212	
0.0722	-0.07132109	0.007717212	
0.0724	-0.07140287	0.007717212	
0.0726	-0.07148443	0.007717212	
0.0728	-0.07156575	0.007802419	
0.073	-0.07164684	0.007802419	
0.07319999	-0.07172771	0.007802419	
0.0734	-0.07180835	0.007802419	
0.0736	-0.07188874	0.007802419	
0.0738	-0.07196893	0.007887094	
0.074	-0.07204887	0.007887094	
0.0742	-0.0721286	0.007887094	
0.0744	-0.0722081	0.007887094	
0.0746	-0.07228737	0.007887094	
0.0748	-0.07236642	0.00797124	
0.075	-0.07244524	0.00797124	
0.0752	-0.07252384	0.00797124	
0.07539999	-0.07260222	0.00797124	
0.0756	-0.07268038	0.00797124	
0.0758	-0.07275831	0.00805486	
0.076	-0.07283602	0.00805486	
0.0762	-0.07291351	0.00805486	
0.0764	-0.07299078	0.00805486	
0.0766	-0.07306784	0.00805486	
0.0768	-0.07314467	0.008137957	
0.077	-0.07322128	0.008137957	
0.0772	-0.07329768	0.008137957	
0.0774	-0.07337385	0.008137957	
0.07759999	-0.07344981	0.008137957	
0.0778	-0.07352556	0.008220535	
0.078	-0.07360109	0.008220535	
0.0782	-0.0736764	0.008220535	
0.0784	-0.07375149	0.008220535	
0.0786	-0.07382638	0.008220535	
0.0788	-0.07390105	0.008302596	
0.079	-0.07397551	0.008302596	
0.0792	-0.07404976	0.008302596	
0.0794	-0.07412379	0.008302596	
0.0796	-0.07419762	0.008302596	
0.07979999	-0.07427122	0.008384145	
0.08	-0.07434463	0.008384145	
0.0802	-0.07441781	0.008384145	
0.0804	-0.0744908	0.008384145	
0.0806	-0.07456358	0.008384145	
0.0808	-0.07463615	0.008465184	
0.081	-0.07470851	0.008465184	
0.0812	-0.07478067	0.008465184	
0.0814	-0.07485262	0.008465184	
0.0816	-0.07492437	0.008465184	
0.0818	-0.07499591	0.008545716	
0.08199999	-0.07506724	0.008545716	
0.0822	-0.07513838	0.008545716	
0.0824	-0.07520931	0.008545716	
0.0826	-0.07528005	0.008545716	
0.0828	-0.07535057	0.008625746	
0.083	-0.0754209	0.008625746	
0.0832	-0.07549102	0.008625746	
0.0834	-0.07556094	0.008625746	
0.0836	-0.07563067	0.008625746	
0.0838	-0.07570019	0.008705275	
0.084	-0.07576952	0.008705275	
0.08419999	-0.07583866	0.008705275	
0.0844	-0.07590759	0.008705275	
0.0846	-0.07597632	0.008705275	
0.0848	-0.07604486	0.008784307	
0.085	-0.0761132	0.008784307	
0.0852	-0.07618136	0.008784307	
0.0854	-0.07624932	0.008784307	
0.0856	-0.07631708	0.008784307	
0.0858	-0.07638464	0.008862846	
0.086	-0.07645202	0.008862846	
0.0862	-0.07651921	0.008862846	
0.08639999	-0.07658619	0.008862846	
0.0866	-0.076653	0.008862846	
0.08679999	-0.07671961	0.008940892	
0.087	-0.07678603	0.008940892	
0.0872	-0.07685226	0.008940892	
0.0874	-0.0769183	0.008940892	
0.0876	-0.07698416	0.008940892	
0.0878	-0.07704983	0.009018452	
0.088	-0.07711531	0.009018452	
0.0882	-0.0771806	0.009018452	
0.0884	-0.07724571	0.009018452	
0.08859999	-0.07731063	0.009018452	
0.0888	-0.07737537	0.009095526	
0.08899999	-0.07743992	0.009095526	
0.0892	-0.07750428	0.009095526	
0.0894	-0.07756846	0.009095526	
0.0896	-0.07763246	0.009095526	
0.0898	-0.07769627	0.009172119	
0.09	-0.07775991	0.009172119	
0.0902	-0.07782336	0.009172119	
0.0904	-0.07788663	0.009172119	
0.0906	-0.07794973	0.009172119	
0.09079999	-0.07801264	0.009248233	
0.091	-0.07807536	0.009248233	
0.09119999	-0.07813792	0.009248233	
0.0914	-0.07820029	0.009248233	
0.0916	-0.07826248	0.009248233	
0.0918	-0.0783245	0.009323872	
0.092	-0.07674516	0.009323872	
0.0922	-0.07531042	0.009323872	
0.0924	-0.07400572	0.009323872	
0.0926	-0.0728182	0.009323872	
0.0928	-0.07173656	0.009399038	
0.09299999	-0.07075076	0.009399038	
0.0932	-0.06985189	0.009399038	
0.09339999	-0.06903204	0.009399038	
0.0936	-0.06828412	0.009399038	
0.0938	-0.0676018	0.009473734	
0.094	-0.06697941	0.009473734	
0.0942	-0.06641184	0.009473734	
0.0944	-0.06589448	0.009473734	
0.0946	-0.06542321	0.009473734	
0.0948	-0.06499424	0.009547963	
0.095	-0.06460419	0.009547963	
0.09519999	-0.06424996	0.009547963	
0.0954	-0.06392873	0.009547963	
0.09559999	-0.06363796	0.009547963	
0.0958	-0.06337531	0.009621728	
0.096	-0.06313863	0.009621728	
0.0962	-0.06292599	0.009621728	
0.0964	-0.06273557	0.009621728	
0.0966	-0.06256574	0.009621728	
0.0968	-0.062415	0.009695033	
0.097	-0.06228194	0.009695033	
0.0972	-0.0621653	0.009695033	
0.09739999	-0.06206389	0.009695033	
0.0976	-0.06197662	0.009695033	
0.09779999	-0.0619025	0.009767879	
0.098	-0.06184059	0.009767879	
0.0982	-0.06179003	0.009767879	
0.0984	-0.06175004	0.009767879	
0.0986	-0.06171985	0.009767879	
0.0988	-0.06169881	0.00984027	
0.099	-0.06168626	0.00984027	
0.0992	-0.06168162	0.00984027	
0.0994	-0.06168435	0.00984027	
0.09959999	-0.06169394	0.00984027	
0.0998	-0.0617099	0.009912208	
0.09999999	-0.06173181	0.009912208	
0.1002	-0.06175925	0.009912208	
0.1004	-0.06179184	0.009912208	
0.1006	-0.06182922	0.009912208	
0.1008	-0.06187106	0.009983696	
0.101	-0.06191705	0.009983696	
0.1012	-0.06196691	0.009983696	
0.1014	-0.06202036	0.009983696	
0.1016	-0.06207716	0.009983696	
0.1018	-0.06213707	0.01005474	
0.102	-0.06219986	0.01005474	
0.1022	-0.06226534	0.01005474	
0.1024	-0.06233332	0.01005474	
0.1026	-0.06240362	0.01005474	
0.1028	-0.06247605	0.01012534	
0.103	-0.06255049	0.01012534	
0.1032	-0.06262678	0.01012534	
0.1034	-0.06270477	0.01012534	
0.1036	-0.06278436	0.01012534	
0.1038	-0.0628654	0.01019549	
0.104	-0.06294779	0.01019549	
0.1042	-0.06303144	0.01019549	
0.1044	-0.06311624	0.01019549	
0.1046	-0.06320211	0.01019549	
0.1048	-0.06328894	0.01026521	
0.105	-0.06337667	0.01026521	
0.1052	-0.06346522	0.01026521	
0.1054	-0.06355452	0.01026521	
0.1056	-0.0636445	0.01026521	
0.1058	-0.06373511	0.01033449	
0.106	-0.06382629	0.01033449	
0.1062	-0.06391798	0.01033449	
0.1064	-0.06401013	0.01033449	
0.1066	-0.0641027	0.01033449	
0.1068	-0.06419564	0.01040334	
0.107	-0.06428891	0.01040334	
0.1072	-0.06438248	0.01040334	
0.1074	-0.0644763	0.01040334	
0.1076	-0.06457034	0.01040334	
0.1078	-0.06466457	0.01047176	
0.108	-0.06475896	0.01047176	
0.1082	-0.06485348	0.01047176	
0.1084	-0.06494812	0.01047176	
0.1086	-0.06504285	0.01047176	
0.1088	-0.06513763	0.01053975	
0.109	-0.06523246	0.01053975	
0.1092	-0.0653273	0.01053975	
0.1094	-0.06542215	0.01053975	
0.1096	-0.06551699	0.01053975	
0.1098	-0.06561179	0.01060732	
0.11	-0.06570654	0.01060732	
0.1102	-0.06580124	0.01060732	
0.1104	-0.06589586	0.01060732	
0.1106	-0.0659904	0.01060732	
0.1108	-0.06608485	0.01067446	
0.111	-0.06617919	0.01067446	
0.1112	-0.06627341	0.01067446	
0.1114	-0.06636751	0.01067446	
0.1116	-0.06646147	0.01067446	
0.1118	-0.06655529	0.01074119	
0.112	-0.06664895	0.01074119	
0.1122	-0.06674246	0.01074119	
0.1124	-0.06683581	0.01074119	
0.1126	-0.06692898	0.01074119	
0.1128	-0.06702199	0.01080749	
0.113	-0.06711481	0.01080749	
0.1132	-0.06720744	0.01080749	
0.1134	-0.06729989	0.01080749	
0.1136	-0.06739214	0.01080749	
0.1138	-0.06748421	0.01087339	
0.114	-0.06757607	0.01087339	
0.1142	-0.06766772	0.01087339	
0.1144	-0.06775916	0.01087339	
0.1146	-0.06785039	0.01087339	
0.1148	-0.0679414	0.01093887	
0.115	-0.06803221	0.01093887	
0.1152	-0.0681228	0.01093887	
0.1154	-0.06821317	0.01093887	
0.1156	-0.06830332	0.01093887	
0.1158	-0.06839325	0.01100394	
0.116	-0.06848295	0.01100394	
0.1162	-0.06857242	0.01100394	
0.1164	-0.06866167	0.01100394	
0.1166	-0.06875069	0.01100394	
0.1168	-0.06883948	0.0110686	
0.117	-0.06892804	0.0110686	
0.1172	-0.06901637	0.0110686	
0.1174	-0.06910446	0.0110686	
0.1176	-0.06919232	0.0110686	
0.1178	-0.06927995	0.01113287	
0.118	-0.06936736	0.01113287	
0.1182	-0.06945452	0.01113287	
0.1184	-0.06954145	0.01113287	
0.1186	-0.06962814	0.01113287	
0.1188	-0.06971461	0.01119673	
0.119	-0.06980083	0.01119673	
0.1192	-0.06988683	0.01119673	
0.1194	-0.06997258	0.01119673	
0.1196	-0.07005811	0.01119673	
0.1198	-0.07014339	0.01126019	
0.12	-0.07022845	0.01126019	
0.1202	-0.07031326	0.01126019	
0.1204	-0.07039784	0.01126019	
0.1206	-0.07048219	0.01126019	
0.1208	-0.0705663	0.01132325	
0.121	-0.07065019	0.01132325	
0.1212	-0.07073384	0.01132325	
0.1214	-0.07081726	0.01132325	
0.1216	-0.07090045	0.01132325	
0.1218	-0.07098339	0.01138592	
0.122	-0.07106612	0.01138592	
0.1222	-0.0711486	0.01138592	
0.1224	-0.07123087	0.01138592	
0.1226	-0.07131289	0.01138592	
0.1228	-0.07139468	0.0114482	
0.123	-0.07147625	0.0114482	
0.1232	-0.07155759	0.0114482	
0.1234	-0.07163869	0.0114482	
0.1236	-0.07171956	0.0114482	
0.1238	-0.07180021	0.01151009	
0.124	-0.07188063	0.01151009	
0.1242	-0.07196082	0.01151009	
0.1244	-0.07204079	0.01151009	
0.1246	-0.07212053	0.01151009	
0.1248	-0.07220004	0.01157159	
0.125	-0.07227933	0.01157159	
0.1252	-0.0723584	0.01157159	
0.1254	-0.07243724	0.01157159	
0.1256	-0.07251585	0.01157159	
0.1258	-0.07259425	0.0116327	
0.126	-0.07267242	0.0116327	
0.1262	-0.07275037	0.0116327	
0.1264	-0.07282809	0.0116327	
0.1266	-0.0729056	0.0116327	
0.1268	-0.07298288	0.01169344	
0.127	-0.07305995	0.01169344	
0.1272	-0.0731368	0.01169344	
0.1274	-0.07321344	0.01169344	
0.1276	-0.07328984	0.01169344	
0.1278	-0.07336604	0.0117538	
0.128	-0.07344202	0.0117538	
0.1282	-0.07351778	0.0117538	
0.1284	-0.07359333	0.0117538	
0.1286	-0.07366866	0.0117538	
0.1288	-0.07374378	0.01181377	
0.129	-0.07381868	0.01181377	
0.1292	-0.07389337	0.01181377	
0.1294	-0.07396785	0.01181377	
0.1296	-0.07404211	0.01181377	
0.1298	-0.07411616	0.01187338	
0.13	-0.07419001	0.01187338	
0.1302	-0.07426364	0.01187338	
0.1304	-0.07433707	0.01187338	
0.1306	-0.07441027	0.01187338	
0.1308	-0.07448328	0.01193261	
0.131	-0.07455608	0.01193261	
0.1312	-0.07462866	0.01193261	
0.1314	-0.07470105	0.01193261	
0.1316	-0.07477322	0.01193261	
0.1318	-0.07484519	0.01199147	
0.132	-0.07491696	0.01199147	
0.1322	-0.07498853	0.01199147	
0.1324	-0.07505988	0.01199147	
0.1326	-0.07513104	0.01199147	
0.1328	-0.07520199	0.01204996	
0.133	-0.07527274	0.01204996	
0.1332	-0.07534328	0.01204996	
0.1334	-0.07541364	0.01204996	
0.1336	-0.07548378	0.01204996	
0.1338	-0.07555372	0.01210809	
0.134	-0.07562348	0.01210809	
0.1342	-0.07569303	0.01210809	
0.1344	-0.07576238	0.01210809	
0.1346	-0.07583153	0.01210809	
0.1348	-0.07590048	0.01216586	
0.135	-0.07596924	0.01216586	
0.1352	-0.07603779	0.01216586	
0.1354	-0.07610616	0.01216586	
0.1356	-0.07617433	0.01216586	
0.1358	-0.07624231	0.01222326	
0.136	-0.07631009	0.01222326	
0.1362	-0.07637767	0.01222326	
0.1364	-0.07644507	0.01222326	
0.1366	-0.07651228	0.01222326	
0.1368	-0.0765793	0.0122803	
0.137	-0.07664612	0.0122803	
0.1372	-0.07671275	0.0122803	
0.1374	-0.07677919	0.0122803	
0.1376	-0.07684544	0.0122803	
0.1378	-0.07691151	0.01233699	
0.138	-0.07697738	0.01233699	
0.1382	-0.07704306	0.01233699	
0.1384	-0.07710856	0.01233699	
0.1386	-0.07717387	0.01233699	
0.1388	-0.077239	0.01239333	
0.139	-0.07730394	0.01239333	
0.1392	-0.0773687	0.01239333	
0.1394	-0.07743327	0.01239333	
0.1396	-0.07749765	0.01239333	
0.1398	-0.07756185	0.01244931	
0.14	-0.07762587	0.01244931	
0.1402	-0.07768971	0.01244931	
0.1404	-0.07775336	0.01244931	
0.1406	-0.07781684	0.01244931	
0.1408	-0.07788013	0.01250494	
0.141	-0.07794324	0.01250494	
0.1412	-0.07800616	0.01250494	
0.1414	-0.07806892	0.01250494	
0.1416	-0.07813148	0.01250494	
0.1418	-0.07819388	0.01256022	
0.142	-0.07825609	0.01256022	
0.1422	-0.07831813	0.01256022	
0.1424	-0.07837999	0.01256022	
0.1426	-0.07844167	0.01256022	
0.1428	-0.07850318	0.01261516	
0.143	-0.07856452	0.01261516	
0.1432	-0.07862567	0.01261516	
0.1434	-0.07702272	0.01261516	
0.1436	-0.07556672	0.01261516	
0.1438	-0.07424286	0.01266976	
0.144	-0.07303803	0.01266976	
0.1442	-0.07194071	0.01266976	
0.1444	-0.07094068	0.01266976	
0.1446	-0.07002889	0.01266976	
0.1448	-0.06919724	0.01272401	
0.145	-0.06843857	0.01272401	
0.1452	-0.06774642	0.01272401	
0.1454	-0.06711503	0.01272401	
0.1456	-0.0665392	0.01272401	
0.1458	-0.06601427	0.01277793	
0.146	-0.06553601	0.01277793	
0.1462	-0.06510064	0.01277793	
0.1464	-0.06470466	0.01277793	
0.1466	-0.06434498	0.01277793	
0.1468	-0.06401872	0.0128315	
0.147	-0.06372329	0.0128315	
0.1472	-0.06345632	0.0128315	
0.1474	-0.06321564	0.0128315	
0.1476	-0.06299929	0.0128315	
0.1478	-0.06280543	0.01288475	
0.148	-0.0626324	0.01288475	
