Time	MV	Muscle2	Len	
0	-0.1	0	-0.05	
0.0002	-0.1	0	-0.05	
0.0004	-0.09872524	0	-0.05	
0.0006	-0.09755266	0	-0.05	
0.0008	-0.09647334	0.0001335144	-0.05	
0.0009999999	-0.09547926	0.0001335144	-0.05	
0.0012	-0.09456321	0.0001335144	-0.04999999	
0.0014	-0.09371868	0.0001335144	-0.04999999	
0.0016	-0.09293979	0.0001335144	-0.04999999	
0.0018	-0.09222121	0.0004769329	-0.04999998	
0.002	-0.0915581	0.0004769329	-0.04999996	
0.0022	-0.09094607	0.0004769329	-0.04999994	
0.0024	-0.09038112	0.0004769329	-0.04999993	
0.0026	-0.08818138	0.0004769329	-0.04999991	
0.0028	-0.08618664	0.001706261	-0.0499999	
0.003	-0.08437519	0.001706261	-0.04999984	
0.0032	-0.08272804	0.001706261	-0.04999977	
0.0034	-0.08122853	0.001706261	-0.04999972	
0.0036	-0.07986203	0.001706261	-0.04999966	
0.0038	-0.07861561	0.004809124	-0.04999961	
0.004	-0.07747783	0.004809124	-0.04999943	
0.0042	-0.07643855	0.004809124	-0.04999927	
0.0044	-0.07548872	0.004809124	-0.04999911	
0.0046	-0.07462031	0.004809124	-0.04999895	
0.0048	-0.07382612	0.01694313	-0.0499988	
0.005	-0.07309967	0.01694313	-0.04999819	
0.0052	-0.07243518	0.01694313	-0.04999759	
0.0054	-0.07182742	0.01694313	-0.04999702	
0.0056	-0.07127167	0.01694313	-0.04999648	
0.0058	-0.07076367	0.04394245	-0.04999595	
0.006	-0.07029957	0.04394245	-0.04999438	
0.0062	-0.06987585	0.04394245	-0.04999288	
0.0064	-0.06948935	0.04394245	-0.04999144	
0.0066	-0.06913715	0.04394245	-0.04999005	
0.0068	-0.0688166	0.0885729	-0.04998872	
0.007	-0.06852531	0.0885729	-0.04998569	
0.0072	-0.06826106	0.0885729	-0.04998278	
0.0074	-0.06802183	0.0885729	-0.04997998	
0.0076	-0.06780575	0.0885729	-0.04997729	
0.0078	-0.06761113	0.1499033	-0.04997471	
0.007999999	-0.0674364	0.1499033	-0.04996982	
0.0082	-0.06728012	0.1499033	-0.04996512	
0.0084	-0.06714095	0.1499033	-0.04996062	
0.008599999	-0.06701767	0.1499033	-0.04995628	
0.0088	-0.06690916	0.2245002	-0.04995212	
0.009	-0.06681436	0.2245002	-0.0499452	
0.0092	-0.06673231	0.2245002	-0.04993854	
0.0094	-0.06666211	0.2245002	-0.04993215	
0.0096	-0.06660294	0.2245002	-0.04992601	
0.0098	-0.06655402	0.3079775	-0.04992011	
0.01	-0.06651465	0.3079775	-0.04991117	
0.0102	-0.06648416	0.3079775	-0.04990257	
0.0104	-0.06646194	0.3079775	-0.04989432	
0.0106	-0.06644743	0.3079775	-0.04988639	
0.0108	-0.06644008	0.3963148	-0.04987876	
0.011	-0.06643941	0.3963148	-0.04986798	
0.0112	-0.06644495	0.3963148	-0.04985762	
0.0114	-0.06645628	0.3963148	-0.04984766	
0.0116	-0.06647301	0.3963148	-0.04983809	
0.0118	-0.06649475	0.4862027	-0.0498289	
0.012	-0.06652118	0.4862027	-0.04981655	
0.0122	-0.06655194	0.4862027	-0.04980468	
0.0124	-0.06658676	0.4862027	-0.04979327	
0.0126	-0.06662536	0.4862027	-0.04978231	
0.0128	-0.06666747	0.5751796	-0.04977178	
0.013	-0.06671284	0.5751796	-0.04975818	
0.0132	-0.06676126	0.5751796	-0.04974511	
0.0134	-0.0668125	0.5751796	-0.04973255	
0.0136	-0.06686636	0.5751796	-0.04972048	
0.0138	-0.06692267	0.661488	-0.04970889	
0.014	-0.06698125	0.661488	-0.04969437	
0.0142	-0.06704193	0.661488	-0.04968041	
0.0144	-0.06710457	0.661488	-0.04966701	
0.0146	-0.06716902	0.661488	-0.04965413	
0.0148	-0.06723516	0.7441304	-0.04964175	
0.015	-0.06730284	0.7441304	-0.04962662	
0.0152	-0.06737198	0.7441304	-0.04961208	
0.0154	-0.06744245	0.7441304	-0.04959812	
0.0156	-0.06751414	0.7441304	-0.0495847	
0.0158	-0.06758697	0.8224453	-0.0495718	
0.016	-0.06766086	0.8224453	-0.04955635	
0.0162	-0.0677357	0.8224453	-0.04954149	
0.0164	-0.06781144	0.8224453	-0.04952722	
0.0166	-0.06788799	0.8224453	-0.04951351	
0.0168	-0.0679653	0.896154	-0.04950034	
0.017	-0.06804329	0.896154	-0.04948479	
0.0172	-0.0681219	0.896154	-0.04946985	
0.0174	-0.06820108	0.896154	-0.0494555	
0.0176	-0.06828078	0.896154	-0.04944171	
0.0178	-0.06836095	0.9650792	-0.04942847	
0.018	-0.06844154	0.9650792	-0.04941304	
0.0182	-0.06852252	0.9650792	-0.04939821	
0.0184	-0.06860384	0.9650792	-0.04938396	
0.0186	-0.06868546	0.9650792	-0.04937028	
0.0188	-0.06876735	1.029338	-0.04935713	
0.019	-0.06884947	1.029338	-0.04934198	
0.0192	-0.06893181	1.029338	-0.04932741	
0.0194	-0.06901432	1.029338	-0.04931343	
0.0196	-0.06909698	1.029338	-0.04929999	
0.0198	-0.06917978	1.089136	-0.04928707	
0.02	-0.06926268	1.089136	-0.04927232	
0.0202	-0.06934565	1.089136	-0.04925815	
0.0204	-0.06942869	1.089136	-0.04924453	
0.0206	-0.06951176	1.089136	-0.04923145	
0.0208	-0.06959487	1.144615	-0.04921888	
0.021	-0.06967799	1.144615	-0.04920463	
0.0212	-0.06976109	1.144615	-0.04919093	
0.0214	-0.06984418	1.144615	-0.04917778	
0.0216	-0.06992722	1.144615	-0.04916513	
0.0218	-0.07001022	1.195943	-0.04915299	
0.022	-0.07009316	1.195943	-0.04913931	
0.0222	-0.07017604	1.195943	-0.04912616	
0.0224	-0.07025882	1.195943	-0.04911353	
0.0226	-0.07034151	1.195943	-0.04910139	
0.0228	-0.07042411	1.243423	-0.04908974	
0.023	-0.0705066	1.243423	-0.04907668	
0.0232	-0.07058898	1.243423	-0.04906413	
0.0234	-0.07067122	1.243423	-0.04905207	
0.0236	-0.07075335	1.243423	-0.04904048	
0.0238	-0.07083534	1.287325	-0.04902935	
0.024	-0.07091717	1.287325	-0.04901693	
0.0242	-0.07099887	1.287325	-0.04900501	
0.0244	-0.07108042	1.287325	-0.04899354	
0.0246	-0.07116181	1.287325	-0.04898253	
0.0248	-0.07124303	1.327824	-0.04897195	
0.025	-0.07132409	1.327824	-0.04896019	
0.0252	-0.07140499	1.327824	-0.0489489	
0.0254	-0.07148571	1.327824	-0.04893805	
0.0256	-0.07156625	1.327824	-0.04892762	
0.0258	-0.07164661	1.365209	-0.04891761	
0.026	-0.07172679	1.365209	-0.04890652	
0.0262	-0.0718068	1.365209	-0.04889586	
0.0264	-0.07188661	1.365209	-0.04888563	
0.0266	-0.07196623	1.365209	-0.04887579	
0.0268	-0.07204567	1.399632	-0.04886634	
0.027	-0.07212491	1.399632	-0.04885592	
0.0272	-0.07220396	1.399632	-0.04884589	
0.0274	-0.07228282	1.399632	-0.04883626	
0.0276	-0.07236148	1.399632	-0.04882701	
0.0278	-0.07243994	1.431385	-0.04881813	
0.028	-0.07251821	1.431385	-0.04880834	
0.0282	-0.07259627	1.431385	-0.04879894	
0.0284	-0.07267413	1.431385	-0.04878991	
0.0286	-0.07275178	1.431385	-0.04878123	
0.0288	-0.07282924	1.460537	-0.0487729	
0.029	-0.07290649	1.460537	-0.04876374	
0.0292	-0.07298354	1.460537	-0.04875495	
0.0294	-0.07306039	1.460537	-0.0487465	
0.0296	-0.07313704	1.460537	-0.04873838	
0.0298	-0.07321348	1.487324	-0.04873058	
0.03	-0.07328971	1.487324	-0.04872204	
0.0302	-0.07336574	1.487324	-0.04871383	
0.0304	-0.07344156	1.487324	-0.04870594	
0.0306	-0.07351717	1.487324	-0.04869837	
0.0308	-0.07359258	1.511968	-0.04869108	
0.031	-0.07366779	1.511968	-0.04868312	
0.0312	-0.07374278	1.511968	-0.04867547	
0.0314	-0.07381757	1.511968	-0.04866812	
0.0316	-0.07389216	1.511968	-0.04866106	
0.0318	-0.07396654	1.534501	-0.04865427	
0.032	-0.07404071	1.534501	-0.04864687	
0.0322	-0.07411469	1.534501	-0.04863976	
0.0324	-0.07418845	1.534501	-0.04863293	
0.0326	-0.07426201	1.534501	-0.04862637	
0.0328	-0.07433537	1.555183	-0.04862006	
0.033	-0.07440852	1.555183	-0.04861319	
0.0332	-0.07448146	1.555183	-0.04860658	
0.0334	-0.0745542	1.555183	-0.04860024	
0.0336	-0.07462674	1.555183	-0.04859414	
0.0338	-0.07469908	1.574024	-0.04858829	
0.034	-0.07477121	1.574024	-0.04858192	
0.0342	-0.07484314	1.574024	-0.04857581	
0.0344	-0.07491487	1.574024	-0.04856994	
0.0346	-0.0749864	1.574024	-0.04856429	
0.0348	-0.07505772	1.591234	-0.04855886	
0.035	-0.07512885	1.591234	-0.04855298	
0.0352	-0.07519977	1.591234	-0.04854732	
0.0354	-0.07527049	1.591234	-0.04854189	
0.0356	-0.07534102	1.591234	-0.04853667	
0.0358	-0.07541135	1.606865	-0.04853166	
0.036	-0.07548147	1.606865	-0.04852623	
0.0362	-0.07555141	1.606865	-0.04852101	
0.0364	-0.07562114	1.606865	-0.04851599	
0.0366	-0.07569067	1.606865	-0.04851118	
0.0368	-0.07576001	1.62108	-0.04850655	
0.037	-0.07582915	1.62108	-0.04850154	
0.0372	-0.07589809	1.62108	-0.04849674	
0.0374	-0.07596684	1.62108	-0.04849212	
0.0376	-0.07603539	1.62108	-0.04848768	
0.0378	-0.07610375	1.633974	-0.04848341	
0.038	-0.0761719	1.633974	-0.04847881	
0.0382	-0.07623988	1.633974	-0.04847439	
0.0384	-0.07630765	1.633974	-0.04847014	
0.0386	-0.07637525	1.633974	-0.04846606	
0.0388	-0.07644264	1.645548	-0.04846213	
0.039	-0.07650983	1.645548	-0.04845791	
0.0392	-0.07657684	1.645548	-0.04845386	
0.0394	-0.07664366	1.645548	-0.04844996	
0.0396	-0.07671029	1.645548	-0.04844621	
0.0398	-0.07677673	1.656001	-0.04844262	
0.04	-0.07684297	1.656001	-0.04843875	
0.0402	-0.07690904	1.656001	-0.04843503	
0.0404	-0.07697491	1.656001	-0.04843146	
0.0406	-0.07545715	1.656001	-0.04842803	
0.0408	-0.07407823	1.665322	-0.04842474	
0.041	-0.07282424	1.665322	-0.0484212	
0.0412	-0.07168292	1.665322	-0.04841781	
0.0414	-0.07064342	1.665322	-0.04841455	
0.0416	-0.06969615	1.665322	-0.04841142	
0.0418	-0.0688326	1.678775	-0.04840841	
0.042	-0.06804515	1.678775	-0.04840499	
0.0422	-0.06732703	1.678775	-0.04840171	
0.0424	-0.06667215	1.678775	-0.04839855	
0.0426	-0.06607509	1.678775	-0.04839552	
0.0428	-0.06553091	1.725202	-0.04839261	
0.043	-0.06503522	1.725202	-0.04838799	
0.0432	-0.064584	1.725202	-0.04838355	
0.0434	-0.06417366	1.725202	-0.04837928	
0.0436	-0.06380091	1.725202	-0.04837519	
0.0438	-0.06346279	1.812013	-0.04837125	
0.044	-0.06315657	1.812013	-0.04836406	
0.0442	-0.0628798	1.812013	-0.04835716	
0.0444	-0.06263022	1.812013	-0.04835052	
0.0446	-0.06240577	1.812013	-0.04834415	
0.0448	-0.06220457	1.936956	-0.04833803	
0.045	-0.06202489	1.936956	-0.04832724	
0.0452	-0.06186514	1.936956	-0.04831688	
0.0454	-0.06172387	1.936956	-0.04830693	
0.0456	-0.06159972	1.936956	-0.04829737	
0.0458	-0.06149147	2.092037	-0.04828818	
0.046	-0.06139797	2.092037	-0.04827327	
0.0462	-0.06131818	2.092037	-0.04825895	
0.0464	-0.06125111	2.092037	-0.04824518	
0.0466	-0.06119588	2.092037	-0.04823196	
0.0468	-0.06115165	2.266891	-0.04821926	
0.047	-0.06111765	2.266891	-0.04820019	
0.0472	-0.06109316	2.266891	-0.04818188	
0.0474	-0.06107752	2.266891	-0.04816428	
0.0476	-0.06107013	2.266891	-0.04814738	
0.0478	-0.0610704	2.451829	-0.04813113	
0.048	-0.06107781	2.451829	-0.04810828	
0.0482	-0.06109187	2.451829	-0.04808632	
0.0484	-0.0611121	2.451829	-0.04806522	
0.0486	-0.0611381	2.451829	-0.04804494	
0.0488	-0.06116946	2.63938	-0.04802546	
0.049	-0.0612058	2.63938	-0.04799939	
0.0492	-0.06124679	2.63938	-0.04797434	
0.0494	-0.06129211	2.63938	-0.04795028	
0.0496	-0.06134144	2.63938	-0.04792716	
0.0498	-0.06139452	2.82372	-0.04790495	
0.05	-0.06145108	2.82372	-0.04787638	
0.0502	-0.06151088	2.82372	-0.04784892	
