Time	MV	Muscle2	Len	
0	-0.1	0	-0.05	
0.0002	-0.1	0	-0.05	
0.0004	-0.09872524	0	-0.05	
0.0006	-0.09755266	0	-0.05	
0.0008	-0.09647334	0	-0.05	
0.0009999999	-0.09547926	0	-0.05	
0.0012	-0.09456321	0	-0.05	
0.0014	-0.09371868	0	-0.05	
0.0016	-0.09293979	0	-0.05	
0.0018	-0.09222121	0	-0.05	
0.002	-0.0915581	0	-0.05	
0.0022	-0.09094607	0	-0.05	
0.0024	-0.09038112	0	-0.05	
0.0026	-0.08818138	0	-0.05	
0.0028	-0.08618664	0	-0.05	
0.003	-0.08437519	0	-0.05	
0.0032	-0.08272804	0	-0.05	
0.0034	-0.08122853	0	-0.05	
0.0036	-0.07986203	0	-0.05	
0.0038	-0.07861561	0	-0.05	
0.004	-0.07747783	0	-0.05	
0.0042	-0.07643855	0	-0.05	
0.0044	-0.07548872	0	-0.05	
0.0046	-0.07462031	0	-0.05	
0.0048	-0.07382612	0	-0.05	
0.005	-0.07309967	0	-0.05	
0.0052	-0.07243518	0	-0.05	
0.0054	-0.07182742	0	-0.05	
0.0056	-0.07127167	0	-0.05	
0.0058	-0.07076367	0	-0.05	
0.006	-0.07029957	0	-0.05	
0.0062	-0.06987585	0	-0.05	
0.0064	-0.06948935	0	-0.05	
0.0066	-0.06913715	0	-0.05	
0.0068	-0.0688166	0	-0.05	
0.007	-0.06852531	0	-0.05	
0.0072	-0.06826106	0	-0.05	
0.0074	-0.06802183	0	-0.05	
0.0076	-0.06780575	0	-0.05	
0.0078	-0.06761113	0	-0.05	
0.007999999	-0.0674364	0	-0.05	
0.0082	-0.06728012	0	-0.05	
0.0084	-0.06714095	0	-0.05	
0.008599999	-0.06701767	0	-0.05	
0.0088	-0.06690916	0	-0.05	
0.009	-0.06681436	0	-0.05	
0.0092	-0.06673231	0	-0.05	
0.0094	-0.06666211	0	-0.05	
0.0096	-0.06660294	0	-0.05	
0.0098	-0.06655402	0	-0.05	
0.01	-0.06651465	0	-0.05	
0.0102	-0.06648416	0	-0.05	
0.0104	-0.06646194	0	-0.05	
0.0106	-0.06644743	0	-0.05	
0.0108	-0.06644008	0	-0.05	
0.011	-0.06643941	0	-0.05	
0.0112	-0.06644495	0	-0.05	
0.0114	-0.06645628	0	-0.05	
0.0116	-0.06647301	0	-0.05	
0.0118	-0.06649475	0	-0.05	
0.012	-0.06652118	0	-0.05	
0.0122	-0.06655194	0	-0.05	
0.0124	-0.06658676	0	-0.05	
0.0126	-0.06662536	0	-0.05	
0.0128	-0.06666747	0	-0.05	
0.013	-0.06671284	0	-0.05	
0.0132	-0.06676126	0	-0.05	
0.0134	-0.0668125	0	-0.05	
0.0136	-0.06686636	0	-0.05	
0.0138	-0.06692267	0	-0.05	
0.014	-0.06698125	0	-0.05	
0.0142	-0.06704193	0	-0.05	
0.0144	-0.06710457	0	-0.05	
0.0146	-0.06716902	0	-0.05	
0.0148	-0.06723516	0	-0.05	
0.015	-0.06730284	0	-0.05	
0.0152	-0.06737198	0	-0.05	
0.0154	-0.06744245	0	-0.05	
0.0156	-0.06751414	0	-0.05	
0.0158	-0.06758697	0	-0.05	
0.016	-0.06766086	0	-0.05	
0.0162	-0.0677357	0	-0.05	
0.0164	-0.06781144	0	-0.05	
0.0166	-0.06788799	0	-0.05	
0.0168	-0.0679653	0	-0.05	
0.017	-0.06804329	0	-0.05	
0.0172	-0.0681219	0	-0.05	
0.0174	-0.06820108	0	-0.05	
0.0176	-0.06828078	0	-0.05	
0.0178	-0.06836095	0	-0.05	
0.018	-0.06844154	0	-0.05	
0.0182	-0.06852252	0	-0.05	
0.0184	-0.06860384	0	-0.05	
0.0186	-0.06868546	0	-0.05	
0.0188	-0.06876735	0	-0.05	
0.019	-0.06884947	0	-0.05	
0.0192	-0.06893181	0	-0.05	
0.0194	-0.06901432	0	-0.05	
0.0196	-0.06909698	0	-0.05	
0.0198	-0.06917978	0	-0.05	
0.02	-0.06926268	0	-0.05	
0.0202	-0.06934565	0	-0.05	
0.0204	-0.06942869	0	-0.05	
0.0206	-0.06951176	0	-0.05	
0.0208	-0.06959487	0	-0.05	
0.021	-0.06967799	0	-0.05	
0.0212	-0.06976109	0	-0.05	
0.0214	-0.06984418	0	-0.05	
0.0216	-0.06992722	0	-0.05	
0.0218	-0.07001022	0	-0.05	
0.022	-0.07009316	0	-0.05	
0.0222	-0.07017604	0	-0.05	
0.0224	-0.07025882	0	-0.05	
0.0226	-0.07034151	0	-0.05	
0.0228	-0.07042411	0	-0.05	
0.023	-0.0705066	0	-0.05	
0.0232	-0.07058898	0	-0.05	
0.0234	-0.07067122	0	-0.05	
0.0236	-0.07075335	0	-0.05	
0.0238	-0.07083534	0	-0.05	
0.024	-0.07091717	0	-0.05	
0.0242	-0.07099887	0	-0.05	
0.0244	-0.07108042	0	-0.05	
0.0246	-0.07116181	0	-0.05	
0.0248	-0.07124303	0	-0.05	
0.025	-0.07132409	0	-0.05	
0.0252	-0.07140499	0	-0.05	
0.0254	-0.07148571	0	-0.05	
0.0256	-0.07156625	0	-0.05	
0.0258	-0.07164661	0	-0.05	
0.026	-0.07172679	0	-0.05	
0.0262	-0.0718068	0	-0.05	
0.0264	-0.07188661	0	-0.05	
0.0266	-0.07196623	0	-0.05	
0.0268	-0.07204567	0	-0.05	
0.027	-0.07212491	0	-0.05	
0.0272	-0.07220396	0	-0.05	
0.0274	-0.07228282	0	-0.05	
0.0276	-0.07236148	0	-0.05	
0.0278	-0.07243994	0	-0.05	
0.028	-0.07251821	0	-0.05	
0.0282	-0.07259627	0	-0.05	
0.0284	-0.07267413	0	-0.05	
0.0286	-0.07275178	0	-0.05	
0.0288	-0.07282924	0	-0.05	
0.029	-0.07290649	0	-0.05	
0.0292	-0.07298354	0	-0.05	
0.0294	-0.07306039	0	-0.05	
0.0296	-0.07313704	0	-0.05	
0.0298	-0.07321348	0	-0.05	
0.03	-0.07328971	0	-0.05	
0.0302	-0.07336574	0	-0.05	
0.0304	-0.07344156	0	-0.05	
0.0306	-0.07351717	0	-0.05	
0.0308	-0.07359258	0	-0.05	
0.031	-0.07366779	0	-0.05	
0.0312	-0.07374278	0	-0.05	
0.0314	-0.07381757	0	-0.05	
0.0316	-0.07389216	0	-0.05	
0.0318	-0.07396654	0	-0.05	
0.032	-0.07404071	0	-0.05	
0.0322	-0.07411469	0	-0.05	
0.0324	-0.07418845	0	-0.05	
0.0326	-0.07426201	0	-0.05	
0.0328	-0.07433537	0	-0.05	
0.033	-0.07440852	0	-0.05	
0.0332	-0.07448146	0	-0.05	
0.0334	-0.0745542	0	-0.05	
0.0336	-0.07462674	0	-0.05	
0.0338	-0.07469908	0	-0.05	
0.034	-0.07477121	0	-0.05	
0.0342	-0.07484314	0	-0.05	
0.0344	-0.07491487	0	-0.05	
0.0346	-0.0749864	0	-0.05	
0.0348	-0.07505772	0	-0.05	
0.035	-0.07512885	0	-0.05	
0.0352	-0.07519977	0	-0.05	
0.0354	-0.07527049	0	-0.05	
0.0356	-0.07534102	0	-0.05	
0.0358	-0.07541135	0	-0.05	
0.036	-0.07548147	0	-0.05	
0.0362	-0.07555141	0	-0.05	
0.0364	-0.07562114	0	-0.05	
0.0366	-0.07569067	0	-0.05	
0.0368	-0.07576001	0	-0.05	
0.037	-0.07582915	0	-0.05	
0.0372	-0.07589809	0	-0.05	
0.0374	-0.07596684	0	-0.05	
0.0376	-0.07603539	0	-0.05	
0.0378	-0.07610375	0	-0.05	
0.038	-0.0761719	0	-0.05	
0.0382	-0.07623988	0	-0.05	
0.0384	-0.07630765	0	-0.05	
0.0386	-0.07637525	0	-0.05	
0.0388	-0.07644264	0	-0.05	
0.039	-0.07650983	0	-0.05	
0.0392	-0.07657684	0	-0.05	
0.0394	-0.07664366	0	-0.05	
0.0396	-0.07671029	0	-0.05	
0.0398	-0.07677673	0	-0.05	
0.04	-0.07684297	0	-0.05	
0.0402	-0.07690904	0	-0.05	
0.0404	-0.07697491	0	-0.05	
0.0406	-0.07545715	0	-0.05	
0.0408	-0.07407823	0	-0.05	
0.041	-0.07282424	0	-0.05	
0.0412	-0.07168292	0	-0.05	
0.0414	-0.07064342	0	-0.05	
0.0416	-0.06969615	0	-0.05	
0.0418	-0.0688326	0	-0.05	
0.042	-0.06804515	0	-0.05	
0.0422	-0.06732703	0	-0.05	
0.0424	-0.06667215	0	-0.05	
0.0426	-0.06607509	0	-0.05	
0.0428	-0.06553091	0	-0.05	
0.043	-0.06503522	0	-0.05	
0.0432	-0.064584	0	-0.05	
0.0434	-0.06417366	0	-0.05	
0.0436	-0.06380091	0	-0.05	
0.0438	-0.06346279	0	-0.05	
0.044	-0.06315657	0	-0.05	
0.0442	-0.0628798	0	-0.05	
0.0444	-0.06263022	0	-0.05	
0.0446	-0.06240577	0	-0.05	
0.0448	-0.06220457	0	-0.05	
0.045	-0.06202489	0	-0.05	
0.0452	-0.06186514	0	-0.05	
0.0454	-0.06172387	0	-0.05	
0.0456	-0.06159972	0	-0.05	
0.0458	-0.06149147	0	-0.05	
0.046	-0.06139797	0	-0.05	
0.0462	-0.06131818	0	-0.05	
0.0464	-0.06125111	0	-0.05	
0.0466	-0.06119588	0	-0.05	
0.0468	-0.06115165	0	-0.05	
0.047	-0.06111765	0	-0.05	
0.0472	-0.06109316	0	-0.05	
0.0474	-0.06107752	0	-0.05	
0.0476	-0.06107013	0	-0.05	
0.0478	-0.0610704	0	-0.05	
0.048	-0.06107781	0	-0.05	
0.0482	-0.06109187	0	-0.05	
0.0484	-0.0611121	0	-0.05	
0.0486	-0.0611381	0	-0.05	
0.0488	-0.06116946	0	-0.05	
0.049	-0.0612058	0	-0.05	
0.0492	-0.06124679	0	-0.05	
0.0494	-0.06129211	0	-0.05	
0.0496	-0.06134144	0	-0.05	
0.0498	-0.06139452	0	-0.05	
0.05	-0.06145108	0	-0.05	
0.0502	-0.06151088	0	-0.05	
0.0504	-0.06157368	0	-0.05	
0.0506	-0.06163929	0	-0.05	
0.0508	-0.0617075	0	-0.05	
0.051	-0.06177811	0	-0.05	
0.0512	-0.06185097	0	-0.05	
0.0514	-0.0619259	0	-0.05	
0.0516	-0.06200277	0	-0.05	
0.0518	-0.06208141	0	-0.05	
0.052	-0.06216171	0	-0.05	
0.0522	-0.06224354	0	-0.05	
0.0524	-0.06232678	0	-0.05	
0.0526	-0.06241133	0	-0.05	
0.0528	-0.06249708	0	-0.05	
0.053	-0.06258393	0	-0.05	
0.0532	-0.06267181	0	-0.05	
0.0534	-0.06276062	0	-0.05	
0.0536	-0.0628503	0	-0.05	
0.0538	-0.06294076	0	-0.05	
0.054	-0.06303193	0	-0.05	
0.0542	-0.06312377	0	-0.05	
0.0544	-0.06321619	0	-0.05	
0.0546	-0.06330916	0	-0.05	
0.0548	-0.06340262	0	-0.05	
0.055	-0.06349652	0	-0.05	
0.0552	-0.0635908	0	-0.05	
0.0554	-0.06368544	0	-0.05	
0.0556	-0.06378039	0	-0.05	
0.0558	-0.06387562	0	-0.05	
0.056	-0.06397107	0	-0.05	
0.0562	-0.06406675	0	-0.05	
0.0564	-0.06416258	0	-0.05	
0.0566	-0.06425858	0	-0.05	
0.0568	-0.06435468	0	-0.05	
0.057	-0.06445088	0	-0.05	
0.0572	-0.06454715	0	-0.05	
0.0574	-0.06464347	0	-0.05	
0.0576	-0.06473982	0	-0.05	
0.0578	-0.06483618	0	-0.05	
0.058	-0.06493253	0	-0.05	
0.0582	-0.06502885	0	-0.05	
0.0584	-0.06512514	0	-0.05	
0.0586	-0.06522137	0	-0.05	
0.0588	-0.06531753	0	-0.05	
0.059	-0.06541362	0	-0.05	
0.0592	-0.0655096	0	-0.05	
0.0594	-0.06560548	0	-0.05	
0.0596	-0.06570125	0	-0.05	
0.0598	-0.06579689	0	-0.05	
0.06	-0.0658924	0	-0.05	
0.0602	-0.06598777	0	-0.05	
0.0604	-0.06608298	0	-0.05	
0.0606	-0.06617804	0	-0.05	
0.0608	-0.06627294	0	-0.05	
0.061	-0.06636766	0	-0.05	
0.0612	-0.0664622	0	-0.05	
0.0614	-0.06655657	0	-0.05	
0.0616	-0.06665076	0	-0.05	
0.0618	-0.06674475	0	-0.05	
0.062	-0.06683855	0	-0.05	
0.0622	-0.06693214	0	-0.05	
0.0624	-0.06702553	0	-0.05	
0.0626	-0.06711872	0	-0.05	
0.0628	-0.0672117	0	-0.05	
0.063	-0.06730446	0	-0.05	
0.0632	-0.06739701	0	-0.05	
0.0634	-0.06748933	0	-0.05	
0.0636	-0.06758144	0	-0.05	
0.0638	-0.06767333	0	-0.05	
