Time	MV	Tension	Muscle2	Length	A	
0.007	-0.06852531	0.0885729	0.0008583125	0.9472135	8.966253	
0.0072	-0.06826106	0.0885729	0.0008583125	0.9472135	8.966253	
0.0074	-0.06802183	0.0885729	0.0008583125	0.9472135	8.966253	
0.0076	-0.06780575	0.0885729	0.0008583125	0.9472135	8.966253	
0.0078	-0.06761113	0.1499033	0.0009565483	0.9472135	12.35607	
0.007999999	-0.0674364	0.1499033	0.0009565483	0.9472135	12.35607	
0.0082	-0.06728012	0.1499033	0.0009565483	0.9472135	12.35607	
0.0084	-0.06714095	0.1499033	0.0009565483	0.9472135	12.35607	
0.008599999	-0.06701767	0.1499033	0.0009565483	0.9472135	12.35607	
0.0088	-0.06690916	0.2245002	0.001113812	0.9472135	15.07412	
0.009	-0.06681436	0.2245002	0.001113812	0.9472135	15.07412	
0.0092	-0.06673231	0.2245002	0.001113812	0.9472135	15.07412	
0.0094	-0.06666211	0.2245002	0.001113812	0.9472135	15.07412	
0.0096	-0.06660294	0.2245002	0.001113812	0.9472135	15.07412	
0.0098	-0.06655402	0.3079775	0.001240291	0.9472135	16.94939	
0.01	-0.06651465	0.3079775	0.001240291	0.9472135	16.94939	
0.0102	-0.06648416	0.3079775	0.001240291	0.9472135	16.94939	
0.0104	-0.06646194	0.3079775	0.001240291	0.9472135	16.94939	
0.0106	-0.06644743	0.3079775	0.001240291	0.9472135	16.94939	
0.0108	-0.06644008	0.3963148	0.001365979	0.9472135	18.02575	
0.011	-0.06643941	0.3963148	0.001365979	0.9472135	18.02575	
0.0112	-0.06644495	0.3963148	0.001365979	0.9472135	18.02575	
0.0114	-0.06645628	0.3963148	0.001365979	0.9472135	18.02575	
0.0116	-0.06647301	0.3963148	0.001365979	0.9472135	18.02575	
0.0118	-0.06649475	0.4862027	0.001490881	0.9472135	18.44628	
0.012	-0.06652118	0.4862027	0.001490881	0.9472135	18.44628	
0.0122	-0.06655194	0.4862027	0.001490881	0.9472135	18.44628	
0.0124	-0.06658676	0.4862027	0.001490881	0.9472135	18.44628	
0.0126	-0.06662536	0.4862027	0.001490881	0.9472135	18.44628	
0.0128	-0.06666747	0.5751796	0.001615003	0.9472135	18.37645	
0.013	-0.06671284	0.5751796	0.001615003	0.9472135	18.37645	
0.0132	-0.06676126	0.5751796	0.001615003	0.9472135	18.37645	
0.0134	-0.0668125	0.5751796	0.001615003	0.9472135	18.37645	
0.0136	-0.06686636	0.5751796	0.001615003	0.9472135	18.37645	
0.0138	-0.06692267	0.661488	0.00167867	0.9472134	17.9659	
0.014	-0.06698125	0.661488	0.00167867	0.9472134	17.9659	
0.0142	-0.06704193	0.661488	0.00167867	0.9472134	17.9659	
0.0144	-0.06710457	0.661488	0.00167867	0.9472134	17.9659	
0.0146	-0.06716902	0.661488	0.00167867	0.9472134	17.9659	
0.0148	-0.06723516	0.7441304	0.001771704	0.9472134	17.33462	
0.015	-0.06730284	0.7441304	0.001771704	0.9472134	17.33462	
0.0152	-0.06737198	0.7441304	0.001771704	0.9472134	17.33462	
0.0154	-0.06744245	0.7441304	0.001771704	0.9472134	17.33462	
0.0156	-0.06751414	0.7441304	0.001771704	0.9472134	17.33462	
0.0158	-0.06758697	0.8224453	0.00186412	0.9472133	16.57244	
0.016	-0.06766086	0.8224453	0.00186412	0.9472133	16.57244	
0.0162	-0.0677357	0.8224453	0.00186412	0.9472133	16.57244	
0.0164	-0.06781144	0.8224453	0.00186412	0.9472133	16.57244	
0.0166	-0.06788799	0.8224453	0.00186412	0.9472133	16.57244	
0.0168	-0.0679653	0.896154	0.00198576	0.9472133	15.74314	
0.017	-0.06804329	0.896154	0.00198576	0.9472133	15.74314	
0.0172	-0.0681219	0.896154	0.00198576	0.9472133	15.74314	
0.0174	-0.06820108	0.896154	0.00198576	0.9472133	15.74314	
0.0176	-0.06828078	0.896154	0.00198576	0.9472133	15.74314	
0.0178	-0.06836095	0.9650792	0.00204696	0.9472132	14.89052	
0.018	-0.06844154	0.9650792	0.00204696	0.9472132	14.89052	
0.0182	-0.06852252	0.9650792	0.00204696	0.9472132	14.89052	
0.0184	-0.06860384	0.9650792	0.00204696	0.9472132	14.89052	
0.0186	-0.06868546	0.9650792	0.00204696	0.9472132	14.89052	
0.0188	-0.06876735	1.029338	0.002107704	0.9472131	14.04329	
0.019	-0.06884947	1.029338	0.002107704	0.9472131	14.04329	
0.0192	-0.06893181	1.029338	0.002107704	0.9472131	14.04329	
0.0194	-0.06901432	1.029338	0.002107704	0.9472131	14.04329	
0.0196	-0.06909698	1.029338	0.002107704	0.9472131	14.04329	
0.0198	-0.06917978	1.089136	0.002227673	0.9472131	13.21968	
0.02	-0.06926268	1.089136	0.002227673	0.9472131	13.21968	
0.0202	-0.06934565	1.089136	0.002227673	0.9472131	13.21968	
0.0204	-0.06942869	1.089136	0.002227673	0.9472131	13.21968	
0.0206	-0.06951176	1.089136	0.002227673	0.9472131	13.21968	
0.0208	-0.06959487	1.144615	0.002346892	0.9472131	12.43057	
0.021	-0.06967799	1.144615	0.002346892	0.9472131	12.43057	
0.0212	-0.06976109	1.144615	0.002346892	0.9472131	12.43057	
0.0214	-0.06984418	1.144615	0.002346892	0.9472131	12.43057	
0.0216	-0.06992722	1.144615	0.002346892	0.9472131	12.43057	
0.0218	-0.07001022	1.195943	0.002405686	0.9472129	11.68186	
0.022	-0.07009316	1.195943	0.002405686	0.9472129	11.68186	
0.0222	-0.07017604	1.195943	0.002405686	0.9472129	11.68186	
0.0224	-0.07025882	1.195943	0.002405686	0.9472129	11.68186	
0.0226	-0.07034151	1.195943	0.002405686	0.9472129	11.68186	
0.0228	-0.07042411	1.243423	0.002464039	0.9472128	10.97615	
0.023	-0.0705066	1.243423	0.002464039	0.9472128	10.97615	
0.0232	-0.07058898	1.243423	0.002464039	0.9472128	10.97615	
0.0234	-0.07067122	1.243423	0.002464039	0.9472128	10.97615	
0.0236	-0.07075335	1.243423	0.002464039	0.9472128	10.97615	
0.0238	-0.07083534	1.287325	0.002551792	0.9472128	10.31397	
0.024	-0.07091717	1.287325	0.002551792	0.9472128	10.31397	
0.0242	-0.07099887	1.287325	0.002551792	0.9472128	10.31397	
0.0244	-0.07108042	1.287325	0.002551792	0.9472128	10.31397	
0.0246	-0.07116181	1.287325	0.002551792	0.9472128	10.31397	
0.0248	-0.07124303	1.327824	0.00260912	0.9472126	9.694458	
0.025	-0.07132409	1.327824	0.00260912	0.9472126	9.694458	
0.0252	-0.07140499	1.327824	0.00260912	0.9472126	9.694458	
0.0254	-0.07148571	1.327824	0.00260912	0.9472126	9.694458	
0.0256	-0.07156625	1.327824	0.00260912	0.9472126	9.694458	
0.0258	-0.07164661	1.365209	0.002695854	0.9472126	9.115995	
0.026	-0.07172679	1.365209	0.002695854	0.9472126	9.115995	
0.0262	-0.0718068	1.365209	0.002695854	0.9472126	9.115995	
0.0264	-0.07188661	1.365209	0.002695854	0.9472126	9.115995	
0.0266	-0.07196623	1.365209	0.002695854	0.9472126	9.115995	
0.0268	-0.07204567	1.399632	0.00275217	0.9472125	8.576491	
0.027	-0.07212491	1.399632	0.00275217	0.9472125	8.576491	
0.0272	-0.07220396	1.399632	0.00275217	0.9472125	8.576491	
0.0274	-0.07228282	1.399632	0.00275217	0.9472125	8.576491	
0.0276	-0.07236148	1.399632	0.00275217	0.9472125	8.576491	
0.0278	-0.07243994	1.431385	0.002867738	0.9472125	8.073644	
0.028	-0.07251821	1.431385	0.002867738	0.9472125	8.073644	
0.0282	-0.07259627	1.431385	0.002867738	0.9472125	8.073644	
0.0284	-0.07267413	1.431385	0.002867738	0.9472125	8.073644	
0.0286	-0.07275178	1.431385	0.002867738	0.9472125	8.073644	
0.0288	-0.07282924	1.460507	0.002893066	0.9472123	7.605056	
0.029	-0.07290649	1.460507	0.002893066	0.9472123	7.605056	
0.0292	-0.07298354	1.460507	0.002893066	0.9472123	7.605056	
0.0294	-0.07306039	1.460507	0.002893066	0.9472123	7.605056	
0.0296	-0.07313704	1.460507	0.002893066	0.9472123	7.605056	
0.0298	-0.07321348	1.487324	0.002977802	0.9472122	7.168423	
0.03	-0.07328971	1.487324	0.002977802	0.9472122	7.168423	
0.0302	-0.07336574	1.487324	0.002977802	0.9472122	7.168423	
0.0304	-0.07344156	1.487324	0.002977802	0.9472122	7.168423	
0.0306	-0.07351717	1.487324	0.002977802	0.9472122	7.168423	
0.0308	-0.07359258	1.511968	0.003091811	0.9472122	6.761437	
0.031	-0.07366779	1.511968	0.003091811	0.9472122	6.761437	
0.0312	-0.07374278	1.511968	0.003091811	0.9472122	6.761437	
0.0314	-0.07381757	1.511968	0.003091811	0.9472122	6.761437	
0.0316	-0.07389216	1.511968	0.003091811	0.9472122	6.761437	
0.0318	-0.07396654	1.534501	0.003145428	0.9472121	6.381968	
0.032	-0.07404071	1.534501	0.003145428	0.9472121	6.381968	
0.0322	-0.07411469	1.534501	0.003145428	0.9472121	6.381968	
0.0324	-0.07418845	1.534501	0.003145428	0.9472121	6.381968	
0.0326	-0.07426201	1.534501	0.003145428	0.9472121	6.381968	
0.0328	-0.07433537	1.555183	0.003258315	0.9472121	6.027986	
0.033	-0.07440852	1.555183	0.003258315	0.9472121	6.027986	
0.0332	-0.07448146	1.555183	0.003258315	0.9472121	6.027986	
0.0334	-0.0745542	1.555183	0.003258315	0.9472121	6.027986	
0.0336	-0.07462674	1.555183	0.003258315	0.9472121	6.027986	
0.0338	-0.07469908	1.574024	0.003310818	0.947212	5.697598	
0.034	-0.07477121	1.574024	0.003310818	0.947212	5.697598	
0.0342	-0.07484314	1.574024	0.003310818	0.947212	5.697598	
0.0344	-0.07491487	1.574024	0.003310818	0.947212	5.697598	
0.0346	-0.0749864	1.574024	0.003310818	0.947212	5.697598	
0.0348	-0.07505772	1.591234	0.003392757	0.9472119	5.389045	
0.035	-0.07512885	1.591234	0.003392757	0.9472119	5.389045	
0.0352	-0.07519977	1.591234	0.003392757	0.9472119	5.389045	
0.0354	-0.07527049	1.591234	0.003392757	0.9472119	5.389045	
0.0356	-0.07534102	1.591234	0.003392757	0.9472119	5.389045	
0.0358	-0.07541135	1.606895	0.003474146	0.9472119	5.100706	
0.036	-0.07548147	1.606895	0.003474146	0.9472119	5.100706	
0.0362	-0.07555141	1.606895	0.003474146	0.9472119	5.100706	
0.0364	-0.07562114	1.606895	0.003474146	0.9472119	5.100706	
0.0366	-0.07569067	1.606895	0.003474146	0.9472119	5.100706	
0.0368	-0.07576001	1.62108	0.003525151	0.9472117	4.831086	
0.037	-0.07582915	1.62108	0.003525151	0.9472117	4.831086	
0.0372	-0.07589809	1.62108	0.003525151	0.9472117	4.831086	
0.0374	-0.07596684	1.62108	0.003525151	0.9472117	4.831086	
0.0376	-0.07603539	1.62108	0.003525151	0.9472117	4.831086	
0.0378	-0.07610375	1.633974	0.003635441	0.9472117	4.578785	
0.038	-0.0761719	1.633974	0.003635441	0.9472117	4.578785	
0.0382	-0.07623988	1.633974	0.003635441	0.9472117	4.578785	
0.0384	-0.07630765	1.633974	0.003635441	0.9472117	4.578785	
0.0386	-0.07637525	1.633974	0.003635441	0.9472117	4.578785	
0.0388	-0.07644264	1.645548	0.003685362	0.9472116	4.342555	
0.039	-0.07650983	1.645548	0.003685362	0.9472116	4.342555	
0.0392	-0.07657684	1.645548	0.003685362	0.9472116	4.342555	
0.0394	-0.07664366	1.645548	0.003685362	0.9472116	4.342555	
0.0396	-0.07671029	1.645548	0.003685362	0.9472116	4.342555	
0.0398	-0.07677673	1.656001	0.003794577	0.9472116	4.121211	
0.04	-0.07684297	1.656001	0.003794577	0.9472116	4.121211	
0.0402	-0.07690904	1.656001	0.003794577	0.9472116	4.121211	
0.0404	-0.07697491	1.656001	0.003794577	0.9472116	4.121211	
0.0406	-0.07545715	1.656001	0.003794577	0.9472116	4.121211	
0.0408	-0.07407823	1.665322	0.003873269	0.9472116	3.913682	
0.041	-0.07282424	1.665322	0.003873269	0.9472116	3.913682	
0.0412	-0.07168292	1.665322	0.003873269	0.9472116	3.913682	
0.0414	-0.07064342	1.665322	0.003873269	0.9472116	3.913682	
0.0416	-0.06969615	1.665322	0.003873269	0.9472116	3.913682	
0.0418	-0.0688326	1.678745	0.003951432	0.9472115	4.745832	
0.042	-0.06804515	1.678745	0.003951432	0.9472115	4.745832	
0.0422	-0.06732703	1.678745	0.003951432	0.9472115	4.745832	
0.0424	-0.06667215	1.678745	0.003951432	0.9472115	4.745832	
0.0426	-0.06607509	1.678745	0.003951432	0.9472115	4.745832	
0.0428	-0.06553091	1.725202	0.004058909	0.9472115	11.36334	
0.043	-0.06503522	1.725202	0.004058909	0.9472115	11.36334	
0.0432	-0.064584	1.725202	0.004058909	0.9472115	11.36334	
0.0434	-0.06417366	1.725202	0.004058909	0.9472115	11.36334	
0.0436	-0.06380091	1.725202	0.004058909	0.9472115	11.36334	
0.0438	-0.06346279	1.811954	0.004106035	0.9472114	19.49236	
0.044	-0.06315657	1.811954	0.004106035	0.9472114	19.49236	
0.0442	-0.0628798	1.811954	0.004106035	0.9472114	19.49236	
0.0444	-0.06263022	1.811954	0.004106035	0.9472114	19.49236	
0.0446	-0.06240577	1.811954	0.004106035	0.9472114	19.49236	
0.0448	-0.06220457	1.936957	0.004152792	0.9472113	27.25106	
0.045	-0.06202489	1.936957	0.004152792	0.9472113	27.25106	
0.0452	-0.06186514	1.936957	0.004152792	0.9472113	27.25106	
0.0454	-0.06172387	1.936957	0.004152792	0.9472113	27.25106	
0.0456	-0.06159972	1.936957	0.004152792	0.9472113	27.25106	
0.0458	-0.06149147	2.092038	0.004258861	0.9472113	33.41099	
0.046	-0.06139797	2.092038	0.004258861	0.9472113	33.41099	
0.0462	-0.06131818	2.092038	0.004258861	0.9472113	33.41099	
0.0464	-0.06125111	2.092038	0.004258861	0.9472113	33.41099	
0.0466	-0.06119588	2.092038	0.004258861	0.9472113	33.41099	
0.0468	-0.06115165	2.266891	0.004364267	0.9472113	37.55924	
0.047	-0.06111765	2.266891	0.004364267	0.9472113	37.55924	
0.0472	-0.06109316	2.266891	0.004364267	0.9472113	37.55924	
0.0474	-0.06107752	2.266891	0.004364267	0.9472113	37.55924	
0.0476	-0.06107013	2.266891	0.004364267	0.9472113	37.55924	
0.0478	-0.0610704	2.451829	0.004349657	0.947211	39.81885	
0.048	-0.06107781	2.451829	0.004349657	0.947211	39.81885	
0.0482	-0.06109187	2.451829	0.004349657	0.947211	39.81885	
0.0484	-0.0611121	2.451829	0.004349657	0.947211	39.81885	
0.0486	-0.0611381	2.451829	0.004349657	0.947211	39.81885	
0.0488	-0.06116946	2.63938	0.004454347	0.947211	40.54862	
0.049	-0.0612058	2.63938	0.004454347	0.947211	40.54862	
0.0492	-0.06124679	2.63938	0.004454347	0.947211	40.54862	
0.0494	-0.06129211	2.63938	0.004454347	0.947211	40.54862	
0.0496	-0.06134144	2.63938	0.004454347	0.947211	40.54862	
0.0498	-0.06139452	2.82372	0.004498703	0.9472109	40.15258	
0.05	-0.06145108	2.82372	0.004498703	0.9472109	40.15258	
0.0502	-0.06151088	2.82372	0.004498703	0.9472109	40.15258	
0.0504	-0.06157368	2.82372	0.004498703	0.9472109	40.15258	
0.0506	-0.06163929	2.82372	0.004498703	0.9472109	40.15258	
0.0508	-0.0617075	3.001092	0.004542708	0.9472108	38.9898	
0.051	-0.06177811	3.001092	0.004542708	0.9472108	38.9898	
0.0512	-0.06185097	3.001092	0.004542708	0.9472108	38.9898	
0.0514	-0.0619259	3.001092	0.004542708	0.9472108	38.9898	
0.0516	-0.06200277	3.001092	0.004542708	0.9472108	38.9898	
0.0518	-0.06208141	3.16916	0.004616203	0.9472107	37.34456	
0.052	-0.06216171	3.16916	0.004616203	0.9472107	37.34456	
0.0522	-0.06224354	3.16916	0.004616203	0.9472107	37.34456	
0.0524	-0.06232678	3.16916	0.004616203	0.9472107	37.34456	
0.0526	-0.06241133	3.16916	0.004616203	0.9472107	37.34456	
0.0528	-0.06249708	3.326529	0.004629522	0.9472106	35.42679	
0.053	-0.06258393	3.326529	0.004629522	0.9472106	35.42679	
0.0532	-0.06267181	3.326529	0.004629522	0.9472106	35.42679	
0.0534	-0.06276062	3.326529	0.004629522	0.9472106	35.42679	
0.0536	-0.0628503	3.326529	0.004629522	0.9472106	35.42679	
0.0538	-0.06294076	3.472701	0.004642646	0.9472104	33.384	
0.054	-0.06303193	3.472701	0.004642646	0.9472104	33.384	
0.0542	-0.06312377	3.472701	0.004642646	0.9472104	33.384	
0.0544	-0.06321619	3.472701	0.004642646	0.9472104	33.384	
0.0546	-0.06330916	3.472701	0.004642646	0.9472104	33.384	
0.0548	-0.06340262	3.607675	0.004715255	0.9472103	31.3155	
0.055	-0.06349652	3.607675	0.004715255	0.9472103	31.3155	
0.0552	-0.0635908	3.607675	0.004715255	0.9472103	31.3155	
0.0554	-0.06368544	3.607675	0.004715255	0.9472103	31.3155	
0.0556	-0.06378039	3.607675	0.004715255	0.9472103	31.3155	
0.0558	-0.06387562	3.731507	0.004638175	0.94721	29.28543	
0.056	-0.06397107	3.731507	0.004638175	0.94721	29.28543	
0.0562	-0.06406675	3.731507	0.004638175	0.94721	29.28543	
0.0564	-0.06416258	3.731507	0.004638175	0.94721	29.28543	
0.0566	-0.06425858	3.731507	0.004638175	0.94721	29.28543	
0.0568	-0.06435468	3.844982	0.004740391	0.94721	27.33315	
0.057	-0.06445088	3.844982	0.004740391	0.94721	27.33315	
0.0572	-0.06454715	3.844982	0.004740391	0.94721	27.33315	
0.0574	-0.06464347	3.844982	0.004740391	0.94721	27.33315	
0.0576	-0.06473982	3.844982	0.004740391	0.94721	27.33315	
0.0578	-0.06483618	3.948367	0.004722611	0.9472097	25.48094	
0.058	-0.06493253	3.948367	0.004722611	0.9472097	25.48094	
0.0582	-0.06502885	3.948367	0.004722611	0.9472097	25.48094	
0.0584	-0.06512514	3.948367	0.004722611	0.9472097	25.48094	
0.0586	-0.06522137	3.948367	0.004722611	0.9472097	25.48094	
0.0588	-0.06531753	4.042431	0.004734631	0.9472095	23.73988	
0.059	-0.06541362	4.042431	0.004734631	0.9472095	23.73988	
0.0592	-0.0655096	4.042431	0.004734631	0.9472095	23.73988	
0.0594	-0.06560548	4.042431	0.004734631	0.9472095	23.73988	
0.0596	-0.06570125	4.042431	0.004734631	0.9472095	23.73988	
0.0598	-0.06579689	4.127834	0.004806144	0.9472095	22.11352	
0.06	-0.0658924	4.127834	0.004806144	0.9472095	22.11352	
0.0602	-0.06598777	4.127834	0.004806144	0.9472095	22.11352	
0.0604	-0.06608298	4.127834	0.004806144	0.9472095	22.11352	
0.0606	-0.06617804	4.127834	0.004806144	0.9472095	22.11352	
0.0608	-0.06627294	4.20505	0.004787654	0.9472092	20.60069	
0.061	-0.06636766	4.20505	0.004787654	0.9472092	20.60069	
0.0612	-0.0664622	4.20505	0.004787654	0.9472092	20.60069	
0.0614	-0.06655657	4.20505	0.004787654	0.9472092	20.60069	
0.0616	-0.06665076	4.20505	0.004787654	0.9472092	20.60069	
0.0618	-0.06674475	4.274827	0.00482881	0.9472091	19.19749	
0.062	-0.06683855	4.274827	0.00482881	0.9472091	19.19749	
0.0622	-0.06693214	4.274827	0.00482881	0.9472091	19.19749	
0.0624	-0.06702553	4.274827	0.00482881	0.9472091	19.19749	
0.0626	-0.06711872	4.274827	0.00482881	0.9472091	19.19749	
0.0628	-0.0672117	4.337673	0.004869634	0.947209	17.89834	
0.063	-0.06730446	4.337673	0.004869634	0.947209	17.89834	
0.0632	-0.06739701	4.337673	0.004869634	0.947209	17.89834	
0.0634	-0.06748933	4.337673	0.004869634	0.947209	17.89834	
0.0636	-0.06758144	4.337673	0.004869634	0.947209	17.89834	
0.0638	-0.06767333	4.394057	0.004850449	0.9472088	16.6968	
0.064	-0.067765	4.394057	0.004850449	0.9472088	16.6968	
0.0642	-0.06785644	4.394057	0.004850449	0.9472088	16.6968	
0.06439999	-0.06794765	4.394057	0.004850449	0.9472088	16.6968	
0.0646	-0.06803863	4.394057	0.004850449	0.9472088	16.6968	
0.0648	-0.06812938	4.444656	0.004950593	0.9472088	15.58621	
0.065	-0.0682199	4.444656	0.004950593	0.9472088	15.58621	
0.0652	-0.06831019	4.444656	0.004950593	0.9472088	15.58621	
0.0654	-0.06840024	4.444656	0.004950593	0.9472088	15.58621	
0.0656	-0.06849006	4.444656	0.004950593	0.9472088	15.58621	
0.0658	-0.06857964	4.489717	0.004960593	0.9472086	14.55987	
0.066	-0.06866899	4.489717	0.004960593	0.9472086	14.55987	
0.0662	-0.0687581	4.489717	0.004960593	0.9472086	14.55987	
0.0664	-0.06884698	4.489717	0.004960593	0.9472086	14.55987	
0.06659999	-0.06893562	4.489717	0.004960593	0.9472086	14.55987	
0.0668	-0.06902402	4.529754	0.004970418	0.9472084	13.61129	
0.067	-0.06911218	4.529754	0.004970418	0.9472084	13.61129	
0.0672	-0.06920011	4.529754	0.004970418	0.9472084	13.61129	
0.0674	-0.06928779	4.529754	0.004970418	0.9472084	13.61129	
0.0676	-0.06937524	4.529754	0.004970418	0.9472084	13.61129	
0.0678	-0.06946245	4.565215	0.00503975	0.9472083	12.73435	
0.068	-0.06954943	4.565215	0.00503975	0.9472083	12.73435	
0.0682	-0.06963615	4.565215	0.00503975	0.9472083	12.73435	
0.0684	-0.06972264	4.565215	0.00503975	0.9472083	12.73435	
0.0686	-0.06980891	4.565215	0.00503975	0.9472083	12.73435	
0.06879999	-0.06989492	4.59634	0.005048932	0.9472082	11.9233	
0.069	-0.06998071	4.59634	0.005048932	0.9472082	11.9233	
0.0692	-0.07006625	4.59634	0.005048932	0.9472082	11.9233	
0.0694	-0.07015156	4.59634	0.005048932	0.9472082	11.9233	
0.0696	-0.07023662	4.59634	0.005048932	0.9472082	11.9233	
0.0698	-0.07032146	4.623547	0.005087784	0.947208	11.17277	
0.07	-0.07040605	4.623547	0.005087784	0.947208	11.17277	
0.0702	-0.07049041	4.623547	0.005087784	0.947208	11.17277	
0.0704	-0.07057453	4.623547	0.005087784	0.947208	11.17277	
0.0706	-0.07065842	4.623547	0.005087784	0.947208	11.17277	
0.0708	-0.07074206	4.647109	0.005126318	0.9472079	10.47783	
0.07099999	-0.07082549	4.647109	0.005126318	0.9472079	10.47783	
0.0712	-0.07090867	4.647109	0.005126318	0.9472079	10.47783	
0.0714	-0.07099161	4.647109	0.005126318	0.9472079	10.47783	
0.0716	-0.07107434	4.647109	0.005126318	0.9472079	10.47783	
0.0718	-0.07115681	4.667305	0.005164538	0.9472078	9.833959	
0.072	-0.07123907	4.667305	0.005164538	0.9472078	9.833959	
0.0722	-0.07132109	4.667305	0.005164538	0.9472078	9.833959	
0.0724	-0.07140287	4.667305	0.005164538	0.9472078	9.833959	
0.0726	-0.07148443	4.667305	0.005164538	0.9472078	9.833959	
0.0728	-0.07156575	4.684389	0.005202444	0.9472077	9.236969	
0.073	-0.07164684	4.684389	0.005202444	0.9472077	9.236969	
0.07319999	-0.07172771	4.684389	0.005202444	0.9472077	9.236969	
0.0734	-0.07180835	4.684389	0.005202444	0.9472077	9.236969	
0.0736	-0.07188874	4.684389	0.005202444	0.9472077	9.236969	
0.0738	-0.07196893	4.698597	0.005240039	0.9472076	8.683055	
0.074	-0.07204887	4.698597	0.005240039	0.9472076	8.683055	
0.0742	-0.0721286	4.698597	0.005240039	0.9472076	8.683055	
0.0744	-0.0722081	4.698597	0.005240039	0.9472076	8.683055	
0.0746	-0.07228737	4.698597	0.005240039	0.9472076	8.683055	
0.0748	-0.07236642	4.710145	0.005277324	0.9472075	8.168757	
0.075	-0.07244524	4.710145	0.005277324	0.9472075	8.168757	
0.0752	-0.07252384	4.710145	0.005277324	0.9472075	8.168757	
0.07539999	-0.07260222	4.710145	0.005277324	0.9472075	8.168757	
0.0756	-0.07268038	4.710145	0.005277324	0.9472075	8.168757	
0.0758	-0.07275831	4.71923	0.005314302	0.9472073	7.69086	
0.076	-0.07283602	4.71923	0.005314302	0.9472073	7.69086	
0.0762	-0.07291351	4.71923	0.005314302	0.9472073	7.69086	
0.0764	-0.07299078	4.71923	0.005314302	0.9472073	7.69086	
0.0766	-0.07306784	4.71923	0.005314302	0.9472073	7.69086	
0.0768	-0.07314467	4.726037	0.005350974	0.9472072	7.246434	
0.077	-0.07322128	4.726037	0.005350974	0.9472072	7.246434	
0.0772	-0.07329768	4.726037	0.005350974	0.9472072	7.246434	
0.0774	-0.07337385	4.726037	0.005350974	0.9472072	7.246434	
0.07759999	-0.07344981	4.726037	0.005350974	0.9472072	7.246434	
0.0778	-0.07352556	4.730793	0.005447021	0.9472072	6.832847	
0.078	-0.07360109	4.730793	0.005447021	0.9472072	6.832847	
0.0782	-0.0736764	4.730793	0.005447021	0.9472072	6.832847	
0.0784	-0.07375149	4.730793	0.005447021	0.9472072	6.832847	
0.0786	-0.07382638	4.730793	0.005447021	0.9472072	6.832847	
0.0788	-0.07390105	4.733534	0.005482789	0.9472071	6.447662	
0.079	-0.07397551	4.733534	0.005482789	0.9472071	6.447662	
0.0792	-0.07404976	4.733534	0.005482789	0.9472071	6.447662	
0.0794	-0.07412379	4.733534	0.005482789	0.9472071	6.447662	
0.0796	-0.07419762	4.733534	0.005482789	0.9472071	6.447662	
