TimeSlice	Time	Body_2 Y	Body_2 X	Body_2 Z
0	0	0	0	0.2
1	0.001	-9.5253e-06	-4.31371e-07	0.2
2	0.002	-2.84145e-05	-1.53448e-06	0.199999
3	0.003	-5.65651e-05	-3.46041e-06	0.199999
4	0.004	-9.39017e-05	-6.32038e-06	0.199997
5	0.005	-0.00014036	-1.02097e-05	0.199996
6	0.006	-0.000195879	-1.52195e-05	0.199994
7	0.007	-0.000260397	-2.14418e-05	0.199991
8	0.008	-0.000333851	-2.89725e-05	0.199988
9	0.009	-0.000416175	-3.79119e-05	0.199984
10	0.01	-0.000507298	-4.83654e-05	0.199979
11	0.011	-0.000607149	-6.04431e-05	0.199974
12	0.012	-0.000715651	-7.426e-05	0.199968
13	0.013	-0.000832727	-8.9935e-05	0.199961
14	0.014	-0.000958296	-0.000107591	0.199953
15	0.015	-0.00109227	-0.000127355	0.199945
16	0.016	-0.00123458	-0.000149356	0.199935
17	0.017	-0.00138512	-0.000173727	0.199925
18	0.018	-0.00154381	-0.000200602	0.199914
19	0.019	-0.00171056	-0.000230118	0.199901
20	0.02	-0.00188528	-0.000262412	0.199887
21	0.021	-0.00206787	-0.000297625	0.199872
22	0.022	-0.00225826	-0.000335894	0.199856
23	0.023	-0.00245635	-0.000377362	0.199839
24	0.024	-0.00266204	-0.000422168	0.19982
25	0.025	-0.00287524	-0.000470451	0.1998
26	0.026	-0.00309587	-0.000522351	0.199779
27	0.027	-0.00332384	-0.000578005	0.199756
28	0.028	-0.00355906	-0.000637551	0.199731
29	0.029	-0.00380143	-0.000701122	0.199705
30	0.03	-0.00405089	-0.000768852	0.199677
31	0.031	-0.00430733	-0.000840872	0.199648
32	0.032	-0.00457069	-0.000917309	0.199617
33	0.033	-0.00484087	-0.000998287	0.199585
34	0.034	-0.00511781	-0.00108393	0.19955
35	0.035	-0.00540142	-0.00117436	0.199514
36	0.036	-0.00569164	-0.00126968	0.199476
37	0.037	-0.0059884	-0.00137001	0.199436
38	0.038	-0.00629162	-0.00147546	0.199395
39	0.039	-0.00660124	-0.00158612	0.199351
40	0.04	-0.0069172	-0.00170211	0.199305
41	0.041	-0.00723945	-0.00182351	0.199258
42	0.042	-0.00756792	-0.0019504	0.199209
43	0.043	-0.00790256	-0.00208289	0.199158
44	0.044	-0.00824333	-0.00222104	0.199104
45	0.045	-0.00859018	-0.00236492	0.199049
46	0.046	-0.00894307	-0.00251463	0.198992
47	0.047	-0.00930195	-0.0026702	0.198933
48	0.048	-0.0096668	-0.00283171	0.198872
49	0.049	-0.0100376	-0.00299921	0.198808
50	0.05	-0.0104143	-0.00317275	0.198743
51	0.051	-0.0107968	-0.00335237	0.198676
52	0.052	-0.0111852	-0.0035381	0.198607
53	0.053	-0.0115795	-0.00372999	0.198536
54	0.054	-0.0119796	-0.00392807	0.198463
55	0.055	-0.0123855	-0.00413234	0.198388
56	0.056	-0.0127971	-0.00434283	0.198311
57	0.057	-0.0132146	-0.00455956	0.198232
58	0.058	-0.0136379	-0.00478253	0.198151
59	0.059	-0.014067	-0.00501174	0.198068
60	0.06	-0.0145019	-0.00524719	0.197984
61	0.061	-0.0149427	-0.00548887	0.197897
62	0.062	-0.0153892	-0.00573677	0.197809
63	0.063	-0.0158416	-0.00599087	0.197719
64	0.064	-0.0162998	-0.00625115	0.197627
65	0.065	-0.0167639	-0.00651759	0.197533
66	0.066	-0.0172339	-0.00679016	0.197438
67	0.067	-0.0177099	-0.00706882	0.197341
68	0.068	-0.0181918	-0.00735353	0.197242
69	0.069	-0.0186796	-0.00764426	0.197141
70	0.07	-0.0191735	-0.00794095	0.197039
71	0.071	-0.0196734	-0.00824356	0.196936
72	0.072	-0.0201794	-0.00855205	0.19683
73	0.073	-0.0206916	-0.00886634	0.196723
74	0.074	-0.0212099	-0.0091864	0.196615
75	0.075	-0.0217343	-0.00951214	0.196505
76	0.076	-0.022265	-0.00984353	0.196394
77	0.077	-0.022802	-0.0101805	0.196281
78	0.078	-0.0233454	-0.0105229	0.196167
79	0.079	-0.0238951	-0.0108708	0.196051
80	0.08	-0.0244512	-0.0112241	0.195934
81	0.081	-0.0250138	-0.0115826	0.195816
82	0.082	-0.0255829	-0.0119464	0.195697
83	0.083	-0.0261585	-0.0123153	0.195576
84	0.084	-0.0267408	-0.0126893	0.195454
85	0.085	-0.0273297	-0.0130682	0.19533
86	0.086	-0.0279254	-0.0134521	0.195206
87	0.087	-0.0285278	-0.0138408	0.19508
88	0.088	-0.029137	-0.0142343	0.194953
89	0.089	-0.0297531	-0.0146325	0.194826
90	0.09	-0.030376	-0.0150353	0.194696
91	0.091	-0.0310059	-0.0154426	0.194566
92	0.092	-0.0316429	-0.0158544	0.194435
93	0.093	-0.0322868	-0.0162705	0.194303
94	0.094	-0.0329379	-0.016691	0.194169
95	0.095	-0.0335961	-0.0171157	0.194035
96	0.096	-0.0342615	-0.0175446	0.1939
97	0.097	-0.0349341	-0.0179775	0.193763
98	0.098	-0.0356139	-0.0184145	0.193626
99	0.099	-0.0363011	-0.0188555	0.193487
100	0.1	-0.0369956	-0.0193003	0.193348
101	0.101	-0.0376975	-0.019749	0.193207
102	0.102	-0.0384068	-0.0202015	0.193066
103	0.103	-0.0391236	-0.0206576	0.192924
104	0.104	-0.0398479	-0.0211174	0.19278
105	0.105	-0.0405797	-0.0215808	0.192636
106	0.106	-0.041319	-0.0220478	0.192491
107	0.107	-0.0420659	-0.0225182	0.192344
108	0.108	-0.0428205	-0.0229921	0.192197
109	0.109	-0.0435826	-0.0234694	0.192049
110	0.11	-0.0443525	-0.0239501	0.1919
111	0.111	-0.04513	-0.0244341	0.191749
112	0.112	-0.0459152	-0.0249213	0.191598
113	0.113	-0.0467081	-0.0254119	0.191446
114	0.114	-0.0475087	-0.0259056	0.191292
115	0.115	-0.0483171	-0.0264025	0.191138
116	0.116	-0.0491333	-0.0269026	0.190983
117	0.117	-0.0499572	-0.0274059	0.190826
118	0.118	-0.0507889	-0.0279123	0.190669
119	0.119	-0.0516284	-0.0284217	0.19051
120	0.12	-0.0524757	-0.0289343	0.19035
121	0.121	-0.0533307	-0.0294499	0.190189
122	0.122	-0.0541936	-0.0299687	0.190027
123	0.123	-0.0550643	-0.0304905	0.189864
124	0.124	-0.0559428	-0.0310153	0.1897
125	0.125	-0.056829	-0.0315432	0.189535
126	0.126	-0.0577231	-0.0320742	0.189368
127	0.127	-0.0586249	-0.0326083	0.1892
128	0.128	-0.0595345	-0.0331454	0.189031
129	0.129	-0.0604519	-0.0336856	0.18886
130	0.13	-0.0613771	-0.0342289	0.188689
131	0.131	-0.0623099	-0.0347753	0.188516
132	0.132	-0.0632505	-0.0353249	0.188341
133	0.133	-0.0641989	-0.0358776	0.188166
134	0.134	-0.0651549	-0.0364335	0.187989
135	0.135	-0.0661186	-0.0369925	0.18781
136	0.136	-0.06709	-0.0375548	0.187631
137	0.137	-0.068069	-0.0381203	0.187449
138	0.138	-0.0690557	-0.0386891	0.187267
139	0.139	-0.07005	-0.0392612	0.187083
140	0.14	-0.0710518	-0.0398366	0.186897
141	0.141	-0.0720612	-0.0404153	0.18671
142	0.142	-0.0730782	-0.0409975	0.186522
143	0.143	-0.0741027	-0.0415831	0.186332
144	0.144	-0.0751347	-0.0421721	0.186141
145	0.145	-0.0761742	-0.0427647	0.185948
146	0.146	-0.0772211	-0.0433607	0.185753
147	0.147	-0.0782754	-0.0439604	0.185557
148	0.148	-0.0793372	-0.0445637	0.18536
149	0.149	-0.0804063	-0.0451706	0.18516
150	0.15	-0.0814828	-0.0457812	0.18496
151	0.151	-0.0825666	-0.0463955	0.184757
152	0.152	-0.0836577	-0.0470136	0.184553
153	0.153	-0.0847561	-0.0476355	0.184348
154	0.154	-0.0858617	-0.0482613	0.184141
155	0.155	-0.0869746	-0.048891	0.183932
156	0.156	-0.0880946	-0.0495245	0.183721
157	0.157	-0.0892219	-0.0501621	0.183509
158	0.158	-0.0903563	-0.0508037	0.183296
159	0.159	-0.0914978	-0.0514493	0.18308
160	0.16	-0.0926464	-0.052099	0.182864
161	0.161	-0.0938022	-0.0527528	0.182645
162	0.162	-0.094965	-0.0534108	0.182425
163	0.163	-0.0961348	-0.054073	0.182203
164	0.164	-0.0973117	-0.0547394	0.181979
165	0.165	-0.0984956	-0.0554101	0.181754
166	0.166	-0.0996864	-0.0560851	0.181528
167	0.167	-0.100884	-0.0567645	0.181299
168	0.168	-0.102089	-0.0574482	0.181069
169	0.169	-0.103301	-0.0581363	0.180838
170	0.17	-0.104519	-0.0588288	0.180605
171	0.171	-0.105745	-0.0595258	0.18037
172	0.172	-0.106977	-0.0602272	0.180133
173	0.173	-0.108217	-0.0609332	0.179895
174	0.174	-0.109463	-0.0616437	0.179656
175	0.175	-0.110716	-0.0623588	0.179415
176	0.176	-0.111976	-0.0630784	0.179172
177	0.177	-0.113242	-0.0638026	0.178928
178	0.178	-0.114516	-0.0645315	0.178682
179	0.179	-0.115796	-0.065265	0.178435
180	0.18	-0.117083	-0.0660031	0.178186
181	0.181	-0.118377	-0.0667459	0.177936
182	0.182	-0.119678	-0.0674934	0.177684
183	0.183	-0.120985	-0.0682456	0.177431
184	0.184	-0.122299	-0.0690024	0.177176
185	0.185	-0.12362	-0.069764	0.17692
186	0.186	-0.124948	-0.0705303	0.176662
187	0.187	-0.126283	-0.0713013	0.176403
188	0.188	-0.127624	-0.0720771	0.176142
189	0.189	-0.128972	-0.0728575	0.17588
190	0.19	-0.130327	-0.0736427	0.175617
191	0.191	-0.131689	-0.0744327	0.175352
192	0.192	-0.133058	-0.0752273	0.175086
193	0.193	-0.134433	-0.0760267	0.174819
194	0.194	-0.135815	-0.0768308	0.17455
195	0.195	-0.137204	-0.0776397	0.17428
196	0.196	-0.138599	-0.0784532	0.174008
197	0.197	-0.140002	-0.0792714	0.173736
198	0.198	-0.141411	-0.0800944	0.173462
199	0.199	-0.142827	-0.080922	0.173186
200	0.2	-0.14425	-0.0817543	0.172909
201	0.201	-0.14568	-0.0825913	0.172631
202	0.202	-0.147117	-0.0834329	0.172352
203	0.203	-0.14856	-0.0842791	0.172072
204	0.204	-0.150011	-0.08513	0.17179
205	0.205	-0.151468	-0.0859855	0.171507
206	0.206	-0.152932	-0.0868456	0.171223
207	0.207	-0.154403	-0.0877103	0.170937
208	0.208	-0.155881	-0.0885795	0.170651
209	0.209	-0.157366	-0.0894532	0.170363
210	0.21	-0.158858	-0.0903315	0.170074
211	0.211	-0.160357	-0.0912143	0.169784
212	0.212	-0.161862	-0.0921016	0.169492
213	0.213	-0.163375	-0.0929933	0.1692
214	0.214	-0.164895	-0.0938895	0.168906
215	0.215	-0.166422	-0.0947901	0.168611
216	0.216	-0.167955	-0.0956951	0.168315
217	0.217	-0.169496	-0.0966045	0.168017
218	0.218	-0.171044	-0.0975183	0.167719
219	0.219	-0.172599	-0.0984364	0.167419
220	0.22	-0.174161	-0.0993588	0.167118
221	0.221	-0.17573	-0.100286	0.166816
222	0.222	-0.177306	-0.101217	0.166513
223	0.223	-0.178889	-0.102152	0.166208
224	0.224	-0.180479	-0.103091	0.165903
225	0.225	-0.182077	-0.104035	0.165596
226	0.226	-0.183681	-0.104983	0.165288
227	0.227	-0.185293	-0.105935	0.164979
228	0.228	-0.186912	-0.106891	0.164668
229	0.229	-0.188538	-0.107852	0.164357
230	0.23	-0.190171	-0.108816	0.164044
231	0.231	-0.191811	-0.109785	0.16373
232	0.232	-0.193459	-0.110757	0.163415
