TimeSlice	Time	Body_2 Y	Body_2 X	Body_2 Z
0	0	0	0	0.2
1	0.001	-8.70381e-06	-1.43516e-07	0.2
2	0.002	-2.5438e-05	-5.27793e-07	0.2
3	0.003	-4.97533e-05	-1.22166e-06	0.200001
4	0.004	-8.13141e-05	-2.27712e-06	0.200002
5	0.005	-0.000119839	-3.73671e-06	0.200004
6	0.006	-0.00016507	-5.63799e-06	0.200006
7	0.007	-0.000216753	-8.01631e-06	0.200008
8	0.008	-0.000274633	-1.09064e-05	0.200011
9	0.009	-0.000338446	-1.43434e-05	0.200015
10	0.01	-0.000407917	-1.8363e-05	0.20002
11	0.011	-0.000482763	-2.30021e-05	0.200025
12	0.012	-0.000562689	-2.82982e-05	0.20003
13	0.013	-0.00064739	-3.42902e-05	0.200037
14	0.014	-0.000736556	-4.10175e-05	0.200044
15	0.015	-0.000829864	-4.85201e-05	0.200052
16	0.016	-0.00092699	-5.68387e-05	0.200061
17	0.017	-0.0010276	-6.6014e-05	0.20007
18	0.018	-0.00113136	-7.60871e-05	0.20008
19	0.019	-0.00123794	-8.70988e-05	0.200092
20	0.02	-0.00134698	-9.90897e-05	0.200103
21	0.021	-0.00145816	-0.0001121	0.200116
22	0.022	-0.00157113	-0.000126169	0.20013
23	0.023	-0.00168556	-0.000141337	0.200144
24	0.024	-0.00180111	-0.000157639	0.200159
25	0.025	-0.00191745	-0.000175115	0.200176
26	0.026	-0.00203425	-0.000193798	0.200192
27	0.027	-0.0021512	-0.000213724	0.20021
28	0.028	-0.00226799	-0.000234925	0.200229
29	0.029	-0.0023843	-0.000257432	0.200248
30	0.03	-0.00249985	-0.000281276	0.200268
31	0.031	-0.00261434	-0.000306483	0.200288
32	0.032	-0.0027275	-0.00033308	0.20031
33	0.033	-0.00283906	-0.000361092	0.200332
34	0.034	-0.00294878	-0.00039054	0.200354
35	0.035	-0.00305639	-0.000421444	0.200377
36	0.036	-0.00316168	-0.000453823	0.200401
37	0.037	-0.00326443	-0.000487692	0.200425
38	0.038	-0.00336442	-0.000523067	0.200449
39	0.039	-0.00346148	-0.000559957	0.200474
40	0.04	-0.00355541	-0.000598374	0.200499
41	0.041	-0.00364607	-0.000638325	0.200524
42	0.042	-0.00373329	-0.000679816	0.200549
43	0.043	-0.00381694	-0.00072285	0.200575
44	0.044	-0.00389691	-0.000767428	0.2006
45	0.045	-0.00397308	-0.000813551	0.200625
46	0.046	-0.00404537	-0.000861216	0.20065
47	0.047	-0.00411368	-0.00091042	0.200675
48	0.048	-0.00417797	-0.000961155	0.200699
49	0.049	-0.00423818	-0.00101341	0.200723
50	0.05	-0.00429426	-0.00106719	0.200747
51	0.051	-0.00434621	-0.00112247	0.200769
52	0.052	-0.004394	-0.00117924	0.200792
53	0.053	-0.00443765	-0.00123749	0.200813
54	0.054	-0.00447715	-0.0012972	0.200834
55	0.055	-0.00451255	-0.00135836	0.200853
56	0.056	-0.00454388	-0.00142095	0.200872
57	0.057	-0.00457118	-0.00148495	0.20089
58	0.058	-0.00459452	-0.00155035	0.200906
59	0.059	-0.00461397	-0.00161712	0.200922
60	0.06	-0.0046296	-0.00168523	0.200936
61	0.061	-0.00464151	-0.00175468	0.200949
62	0.062	-0.00464979	-0.00182544	0.20096
63	0.063	-0.00465454	-0.00189749	0.20097
64	0.064	-0.00465589	-0.00197079	0.200978
65	0.065	-0.00465394	-0.00204535	0.200985
66	0.066	-0.00464882	-0.00212112	0.20099
67	0.067	-0.00464067	-0.00219808	0.200994
68	0.068	-0.00462962	-0.00227622	0.200995
69	0.069	-0.00461581	-0.00235552	0.200995
70	0.07	-0.00459939	-0.00243594	0.200994
71	0.071	-0.0045805	-0.00251747	0.20099
