TimeSlice	Time	Body_2 Y	Body_2 X	Body_2 Z
0	0	0	0	0.2
1	0.001	-8.82799e-06	-6.35243e-08	0.2
2	0.002	-2.59217e-05	-2.0714e-07	0.199999
3	0.003	-5.0922e-05	-4.34146e-07	0.199998
4	0.004	-8.35641e-05	-7.46681e-07	0.199996
5	0.005	-0.000123623	-1.14905e-06	0.199994
6	0.006	-0.000170885	-1.64842e-06	0.19999
7	0.007	-0.000225137	-2.25437e-06	0.199987
8	0.008	-0.000286158	-2.97849e-06	0.199982
9	0.009	-0.000353716	-3.83395e-06	0.199976
10	0.01	-0.000427569	-4.83522e-06	0.19997
11	0.011	-0.000507463	-5.99809e-06	0.199962
12	0.012	-0.000593134	-7.33939e-06	0.199953
13	0.013	-0.000684309	-8.87706e-06	0.199943
14	0.014	-0.000780706	-1.06301e-05	0.199932
15	0.015	-0.000882033	-1.26184e-05	0.19992
16	0.016	-0.000987993	-1.48631e-05	0.199906
17	0.017	-0.00109828	-1.73861e-05	0.19989
18	0.018	-0.00121259	-2.02107e-05	0.199874
19	0.019	-0.00133061	-2.33608e-05	0.199855
20	0.02	-0.00145203	-2.68617e-05	0.199835
21	0.021	-0.00157652	-3.07396e-05	0.199813
22	0.022	-0.00170376	-3.50217e-05	0.199789
23	0.023	-0.00183344	-3.97361e-05	0.199763
24	0.024	-0.00196525	-4.49121e-05	0.199735
25	0.025	-0.00209885	-5.05797e-05	0.199705
26	0.026	-0.00223395	-5.677e-05	0.199673
27	0.027	-0.00237022	-6.3515e-05	0.199639
28	0.028	-0.00250736	-7.08476e-05	0.199602
29	0.029	-0.00264507	-7.88013e-05	0.199563
30	0.03	-0.00278305	-8.74109e-05	0.199521
31	0.031	-0.00292101	-9.67113e-05	0.199477
32	0.032	-0.00305867	-0.000106739	0.19943
33	0.033	-0.00319574	-0.000117529	0.19938
34	0.034	-0.00333198	-0.000129121	0.199328
35	0.035	-0.0034671	-0.00014155	0.199273
36	0.036	-0.00360088	-0.000154856	0.199215
37	0.037	-0.00373306	-0.000169077	0.199154
38	0.038	-0.00386341	-0.000184253	0.19909
39	0.039	-0.00399173	-0.000200421	0.199023
40	0.04	-0.0041178	-0.000217622	0.198953
41	0.041	-0.00424143	-0.000235895	0.19888
42	0.042	-0.00436243	-0.00025528	0.198804
43	0.043	-0.00448063	-0.000275816	0.198725
44	0.044	-0.00459588	-0.000297542	0.198643
45	0.045	-0.00470802	-0.000320498	0.198557
46	0.046	-0.00481693	-0.000344722	0.198468
47	0.047	-0.00492248	-0.000370254	0.198376
48	0.048	-0.00502457	-0.00039713	0.19828
49	0.049	-0.0051231	-0.000425388	0.198182
50	0.05	-0.00521798	-0.000455065	0.19808
51	0.051	-0.00530916	-0.000486198	0.197974
52	0.052	-0.00539657	-0.00051882	0.197866
53	0.053	-0.00548017	-0.000552967	0.197754
54	0.054	-0.00555994	-0.000588673	0.197639
55	0.055	-0.00563584	-0.000625968	0.19752
56	0.056	-0.00570788	-0.000664884	0.197399
57	0.057	-0.00577606	-0.000705451	0.197274
58	0.058	-0.0058404	-0.000747698	0.197146
59	0.059	-0.00590093	-0.000791651	0.197014
60	0.06	-0.00595769	-0.000837337	0.19688
61	0.061	-0.00601073	-0.000884779	0.196742
62	0.062	-0.00606011	-0.000934	0.196601
63	0.063	-0.0061059	-0.000985022	0.196457
64	0.064	-0.00614819	-0.00103786	0.19631
65	0.065	-0.00618706	-0.00109254	0.19616
66	0.066	-0.00622261	-0.00114907	0.196007
67	0.067	-0.00625494	-0.00120747	0.195851
68	0.068	-0.00628418	-0.00126774	0.195692
69	0.069	-0.00631045	-0.00132991	0.19553
70	0.07	-0.00633387	-0.00139397	0.195366
71	0.071	-0.00635458	-0.00145994	0.195198
72	0.072	-0.00637272	-0.00152781	0.195028
73	0.073	-0.00638844	-0.00159759	0.194855
74	0.074	-0.00640188	-0.00166928	0.19468
75	0.075	-0.00641321	-0.00174288	0.194501
76	0.076	-0.00642257	-0.00181839	0.194321
77	0.077	-0.00643014	-0.0018958	0.194137
78	0.078	-0.00643609	-0.0019751	0.193951
79	0.079	-0.00644056	-0.00205628	0.193763
80	0.08	-0.00644375	-0.00213933	0.193573
81	0.081	-0.00644581	-0.00222424	0.193379
82	0.082	-0.00644692	-0.00231099	0.193184
83	0.083	-0.00644725	-0.00239957	0.192987
84	0.084	-0.00644697	-0.00248995	0.192787
85	0.085	-0.00644625	-0.00258213	0.192585
86	0.086	-0.00644526	-0.00267606	0.19238
87	0.087	-0.00644417	-0.00277174	0.192174
88	0.088	-0.00644315	-0.00286913	0.191966
89	0.089	-0.00644235	-0.00296822	0.191755
90	0.09	-0.00644196	-0.00306896	0.191543
91	0.091	-0.00644211	-0.00317133	0.191329
92	0.092	-0.00644297	-0.00327531	0.191112
93	0.093	-0.00644469	-0.00338085	0.190894
94	0.094	-0.00644741	-0.00348793	0.190674
95	0.095	-0.00645129	-0.00359651	0.190452
96	0.096	-0.00645645	-0.00370656	0.190228
97	0.097	-0.00646304	-0.00381804	0.190003
98	0.098	-0.00647119	-0.00393091	0.189775
99	0.099	-0.00648101	-0.00404514	0.189546
100	0.1	-0.00649262	-0.00416068	0.189315
101	0.101	-0.00650614	-0.00427751	0.189083
102	0.102	-0.00652168	-0.00439557	0.188848
103	0.103	-0.00653934	-0.00451484	0.188612
104	0.104	-0.0065592	-0.00463527	0.188374
105	0.105	-0.00658137	-0.00475682	0.188135
106	0.106	-0.00660592	-0.00487946	0.187894
107	0.107	-0.00663294	-0.00500314	0.187651
108	0.108	-0.00666248	-0.00512782	0.187407
109	0.109	-0.00669461	-0.00525347	0.187161
110	0.11	-0.0067294	-0.00538004	0.186913
111	0.111	-0.00676689	-0.0055075	0.186663
112	0.112	-0.00680712	-0.00563581	0.186412
113	0.113	-0.00685014	-0.00576493	0.186159
114	0.114	-0.00689597	-0.00589483	0.185905
115	0.115	-0.00694464	-0.00602546	0.185649
116	0.116	-0.00699618	-0.0061568	0.185391
117	0.117	-0.00705058	-0.00628881	0.185131
118	0.118	-0.00710786	-0.00642146	0.184869
119	0.119	-0.00716802	-0.00655471	0.184606
120	0.12	-0.00723106	-0.00668853	0.184341
121	0.121	-0.00729696	-0.0068229	0.184075
122	0.122	-0.00736571	-0.00695778	0.183806
123	0.123	-0.00743729	-0.00709315	0.183536
124	0.124	-0.00751166	-0.00722898	0.183264
125	0.125	-0.00758881	-0.00736524	0.18299
126	0.126	-0.00766868	-0.00750193	0.182714
127	0.127	-0.00775125	-0.007639	0.182436
128	0.128	-0.00783647	-0.00777645	0.182156
129	0.129	-0.00792428	-0.00791425	0.181875
130	0.13	-0.00801464	-0.00805239	0.181591
