TimeSlice	Time	Body_2 Y	Body_2 X	Body_2 Z
0	0	0	0	0.2
1	0.001	-9.64951e-06	3.86193e-07	0.2
2	0.002	-2.88489e-05	1.42092e-06	0.2
3	0.003	-5.75296e-05	3.2962e-06	0.199999
4	0.004	-9.56389e-05	6.16284e-06	0.199999
5	0.005	-0.000143132	1.01469e-05	0.199998
6	0.006	-0.000199969	1.53597e-05	0.199998
7	0.007	-0.00026611	2.19038e-05	0.199997
8	0.008	-0.000341517	2.98766e-05	0.199996
9	0.009	-0.000426152	3.93731e-05	0.199995
10	0.01	-0.000519975	5.04873e-05	0.199994
11	0.011	-0.000622947	6.33129e-05	0.199992
12	0.012	-0.000735026	7.79442e-05	0.19999
13	0.013	-0.000856171	9.44761e-05	0.199989
14	0.014	-0.000986339	0.000113004	0.199986
15	0.015	-0.00112549	0.000133624	0.199984
16	0.016	-0.00127357	0.000156433	0.199981
17	0.017	-0.00143055	0.000181527	0.199977
18	0.018	-0.00159637	0.000209003	0.199973
19	0.019	-0.001771	0.000238956	0.199968
20	0.02	-0.00195438	0.000271481	0.199963
21	0.021	-0.00214647	0.000306671	0.199957
22	0.022	-0.00234723	0.00034462	0.199951
23	0.023	-0.00255661	0.000385417	0.199943
24	0.024	-0.00277457	0.00042915	0.199935
25	0.025	-0.00300107	0.000475904	0.199926
26	0.026	-0.00323606	0.000525764	0.199915
27	0.027	-0.00347949	0.000578807	0.199904
28	0.028	-0.00373134	0.000635112	0.199891
29	0.029	-0.00399156	0.000694753	0.199878
30	0.03	-0.0042601	0.000757798	0.199863
31	0.031	-0.00453694	0.000824314	0.199847
32	0.032	-0.00482204	0.000894364	0.199829
33	0.033	-0.00511535	0.000968008	0.19981
34	0.034	-0.00541685	0.0010453	0.199789
35	0.035	-0.00572651	0.00112629	0.199766
36	0.036	-0.00604429	0.00121103	0.199742
37	0.037	-0.00637017	0.00129956	0.199716
38	0.038	-0.00670411	0.00139191	0.199688
39	0.039	-0.0070461	0.00148814	0.199659
40	0.04	-0.0073961	0.00158826	0.199627
41	0.041	-0.00775409	0.00169231	0.199593
42	0.042	-0.00812005	0.0018003	0.199557
43	0.043	-0.00849397	0.00191227	0.199519
44	0.044	-0.00887582	0.00202823	0.199478
45	0.045	-0.00926559	0.0021482	0.199436
46	0.046	-0.00966326	0.00227218	0.199391
