TimeSlice	Time	Body_2 Y	Body_2 X	Body_2 Z
0	0	0	0	0.2
1	0.001	-8.60209e-06	3.86193e-07	0.2
2	0.002	-2.49264e-05	1.42096e-06	0.200001
3	0.003	-4.83023e-05	3.29632e-06	0.200003
4	0.004	-7.81954e-05	6.16311e-06	0.200006
5	0.005	-0.000114162	1.01476e-05	0.20001
6	0.006	-0.000155818	1.53614e-05	0.200016
7	0.007	-0.000202817	2.19073e-05	0.200023
8	0.008	-0.00025484	2.98833e-05	0.200031
9	0.009	-0.000311582	3.9385e-05	0.200042
10	0.01	-0.000372748	5.0507e-05	0.200054
11	0.011	-0.000438048	6.33438e-05	0.200069
12	0.012	-0.000507196	7.79907e-05	0.200085
13	0.013	-0.000579907	9.45435e-05	0.200103
14	0.014	-0.000655896	0.000113099	0.200123
15	0.015	-0.000734882	0.000133753	0.200145
16	0.016	-0.000816584	0.000156605	0.200169
17	0.017	-0.000900725	0.000181752	0.200196
18	0.018	-0.00098703	0.000209291	0.200224
19	0.019	-0.00107523	0.000239319	0.200254
20	0.02	-0.00116506	0.000271931	0.200287
21	0.021	-0.00125627	0.000307223	0.200322
22	0.022	-0.00134861	0.000345288	0.200358
23	0.023	-0.00144183	0.000386215	0.200397
24	0.024	-0.00153572	0.000430095	0.200438
25	0.025	-0.00163005	0.000477012	0.20048
26	0.026	-0.00172462	0.000527051	0.200525
27	0.027	-0.00181922	0.000580291	0.200572
28	0.028	-0.00191369	0.00063681	0.20062
29	0.029	-0.00200784	0.000696681	0.20067
30	0.03	-0.00210154	0.000759974	0.200722
31	0.031	-0.00219462	0.000826755	0.200775
32	0.032	-0.00228698	0.000897087	0.20083
33	0.033	-0.00237848	0.000971028	0.200887
34	0.034	-0.00246904	0.00104863	0.200944
35	0.035	-0.00255856	0.00112995	0.201003
36	0.036	-0.00264697	0.00121503	0.201063
37	0.037	-0.0027342	0.00130391	0.201125
38	0.038	-0.00282022	0.00139663	0.201187
39	0.039	-0.00290499	0.00149323	0.20125
40	0.04	-0.00298847	0.00159374	0.201313
41	0.041	-0.00307066	0.00169818	0.201377
42	0.042	-0.00315155	0.00180658	0.201442
43	0.043	-0.00323116	0.00191896	0.201507
44	0.044	-0.00330949	0.00203533	0.201572
45	0.045	-0.00338658	0.00215571	0.201637
46	0.046	-0.00346246	0.0022801	0.201702
47	0.047	-0.00353716	0.00240852	0.201767
48	0.048	-0.00361074	0.00254096	0.201832
49	0.049	-0.00368326	0.00267744	0.201897
50	0.05	-0.00375476	0.00281794	0.201961
51	0.051	-0.00382532	0.00296246	0.202024
52	0.052	-0.003895	0.003111	0.202087
53	0.053	-0.00396388	0.00326355	0.202149
54	0.054	-0.00403203	0.0034201	0.20221
55	0.055	-0.00409953	0.00358063	0.20227
56	0.056	-0.00416645	0.00374513	0.202329
57	0.057	-0.00423288	0.00391359	0.202387
58	0.058	-0.00429891	0.00408599	0.202444
59	0.059	-0.0043646	0.0042623	0.202499
60	0.06	-0.00443004	0.00444252	0.202554
61	0.061	-0.00449532	0.00462662	0.202607
62	0.062	-0.00456051	0.00481457	0.202658
63	0.063	-0.0046257	0.00500637	0.202709
64	0.064	-0.00469095	0.00520197	0.202757
65	0.065	-0.00475634	0.00540136	0.202805
66	0.066	-0.00482195	0.00560451	0.202851
67	0.067	-0.00488785	0.00581141	0.202895
68	0.068	-0.0049541	0.00602202	0.202938
69	0.069	-0.00502077	0.00623631	0.20298
70	0.07	-0.00508793	0.00645427	0.20302
71	0.071	-0.00515562	0.00667587	0.203059
