TimeSlice	Time	Body_2 Y	Body_2 X	Body_2 Z
0	0	0	0	0.2
1	0.001	-9.59845e-06	4.57481e-07	0.2
2	0.002	-2.86578e-05	1.69444e-06	0.2
3	0.003	-5.70796e-05	3.9529e-06	0.2
4	0.004	-9.47872e-05	7.42565e-06	0.199999
5	0.005	-0.000141716	1.22742e-05	0.199999
6	0.006	-0.000197807	1.86401e-05	0.199999
7	0.007	-0.000263006	2.66516e-05	0.199999
8	0.008	-0.000337261	3.64282e-05	0.199999
9	0.009	-0.00042052	4.80844e-05	0.2
10	0.01	-0.000512731	6.17312e-05	0.2
11	0.011	-0.000613843	7.74778e-05	0.2
12	0.012	-0.000723803	9.54321e-05	0.2
13	0.013	-0.00084256	0.000115702	0.2
14	0.014	-0.000970058	0.000138393	0.2
15	0.015	-0.00110624	0.000163614	0.2
16	0.016	-0.00125107	0.000191469	0.2
17	0.017	-0.00140447	0.000222066	0.199999
18	0.018	-0.00156639	0.000255507	0.199998
19	0.019	-0.00173679	0.000291898	0.199997
20	0.02	-0.0019156	0.000331339	0.199996
21	0.021	-0.00210277	0.000373931	0.199994
22	0.022	-0.00229825	0.00041977	0.199991
23	0.023	-0.00250198	0.000468953	0.199988
24	0.024	-0.00271392	0.00052157	0.199984
25	0.025	-0.002934	0.000577712	0.19998
26	0.026	-0.00316219	0.000637463	0.199975
27	0.027	-0.00339844	0.000700906	0.199968
28	0.028	-0.00364268	0.000768119	0.199961
29	0.029	-0.00389489	0.000839175	0.199953
30	0.03	-0.00415501	0.000914145	0.199944
31	0.031	-0.00442301	0.000993094	0.199934
32	0.032	-0.00469883	0.00107608	0.199922
33	0.033	-0.00498245	0.00116317	0.199909
34	0.034	-0.00527383	0.00125441	0.199895
35	0.035	-0.00557292	0.00134985	0.199879
36	0.036	-0.0058797	0.00144953	0.199862
37	0.037	-0.00619413	0.00155349	0.199842
38	0.038	-0.00651619	0.00166177	0.199822
39	0.039	-0.00684584	0.0017744	0.199799
40	0.04	-0.00718307	0.00189141	0.199775
41	0.041	-0.00752784	0.00201282	0.199748
42	0.042	-0.00788014	0.00213865	0.19972
43	0.043	-0.00823994	0.00226892	0.199689
44	0.044	-0.00860723	0.00240363	0.199656
45	0.045	-0.00898199	0.00254281	0.199621
46	0.046	-0.00936421	0.00268645	0.199584
47	0.047	-0.00975387	0.00283457	0.199544
48	0.048	-0.010151	0.00298715	0.199502
49	0.049	-0.0105555	0.0031442	0.199457
50	0.05	-0.0109674	0.00330571	0.19941
51	0.051	-0.0113867	0.00347168	0.19936
52	0.052	-0.0118135	0.0036421	0.199308
53	0.053	-0.0122476	0.00381696	0.199253
54	0.054	-0.0126892	0.00399624	0.199195
55	0.055	-0.0131381	0.00417994	0.199134
56	0.056	-0.0135944	0.00436803	0.199071
57	0.057	-0.0140582	0.00456049	0.199005
58	0.058	-0.0145293	0.00475732	0.198936
59	0.059	-0.0150079	0.00495849	0.198864
60	0.06	-0.0154939	0.00516399	0.198789
61	0.061	-0.0159873	0.00537378	0.198712
62	0.062	-0.0164881	0.00558785	0.198631
63	0.063	-0.0169964	0.00580619	0.198548
64	0.064	-0.0175121	0.00602875	0.198461
65	0.065	-0.0180353	0.00625553	0.198372
66	0.066	-0.018566	0.0064865	0.19828
67	0.067	-0.0191041	0.00672163	0.198185
68	0.068	-0.0196498	0.0069609	0.198087
69	0.069	-0.0202029	0.00720429	0.197987
70	0.07	-0.0207636	0.00745177	0.197883
71	0.071	-0.0213319	0.00770332	0.197777
72	0.072	-0.0219077	0.00795892	0.197668
73	0.073	-0.022491	0.00821854	0.197556
74	0.074	-0.023082	0.00848215	0.197442
75	0.075	-0.0236806	0.00874974	0.197325
76	0.076	-0.0242868	0.00902127	0.197205
77	0.077	-0.0249006	0.00929673	0.197083
78	0.078	-0.0255221	0.00957608	0.196958
79	0.079	-0.0261513	0.00985932	0.196831
80	0.08	-0.0267882	0.0101464	0.196701
81	0.081	-0.0274328	0.0104373	0.196569
82	0.082	-0.0280852	0.010732	0.196435
83	0.083	-0.0287453	0.0110305	0.196299
84	0.084	-0.0294132	0.0113328	0.19616
85	0.085	-0.0300889	0.0116388	0.196019
86	0.086	-0.0307724	0.0119485	0.195876
87	0.087	-0.0314638	0.0122619	0.195731
88	0.088	-0.032163	0.012579	0.195584
89	0.089	-0.0328701	0.0128997	0.195435
90	0.09	-0.0335851	0.0132241	0.195284
91	0.091	-0.0343081	0.013552	0.195131
92	0.092	-0.0350389	0.0138835	0.194977
93	0.093	-0.0357778	0.0142186	0.194821
94	0.094	-0.0365246	0.0145572	0.194663
95	0.095	-0.0372794	0.0148993	0.194504
96	0.096	-0.0380423	0.015245	0.194343
97	0.097	-0.0388132	0.015594	0.194181
98	0.098	-0.0395921	0.0159466	0.194017
99	0.099	-0.0403791	0.0163026	0.193852
100	0.1	-0.0411742	0.0166619	0.193686
101	0.101	-0.0419775	0.0170247	0.193519
102	0.102	-0.0427888	0.0173909	0.19335
103	0.103	-0.0436083	0.0177604	0.19318
104	0.104	-0.044436	0.0181332	0.193009
105	0.105	-0.0452718	0.0185093	0.192837
106	0.106	-0.0461159	0.0188888	0.192664
107	0.107	-0.0469681	0.0192715	0.192489
108	0.108	-0.0478286	0.0196575	0.192314
109	0.109	-0.0486973	0.0200467	0.192138
110	0.11	-0.0495743	0.0204392	0.191961
111	0.111	-0.0504595	0.0208348	0.191784
112	0.112	-0.051353	0.0212337	0.191605
113	0.113	-0.0522547	0.0216358	0.191426
114	0.114	-0.0531648	0.022041	0.191245
