Time	1Vm	Delayed_Rect_K	Fast_Na	1It	
0	-0.07035987	-4.501241E-11	9.025013E-12	-3.598739E-11	
1E-06	-0.07034352	-4.338526E-11	9.032807E-12	-3.435245E-11	
2E-06	-0.07034435	-4.345159E-11	9.016227E-12	-3.443536E-11	
3E-06	-0.0703444	-4.344059E-11	9.000989E-12	-3.44396E-11	
4E-06	-0.07034448	-4.343317E-11	8.985915E-12	-3.444726E-11	
5E-06	-0.07034454	-4.342562E-11	8.971058E-12	-3.445456E-11	
6E-06	-0.07034462	-4.34181E-11	8.956413E-12	-3.446168E-11	
7E-06	-0.07034469	-4.341054E-11	8.941976E-12	-3.446856E-11	
8E-06	-0.07034475	-4.340301E-11	8.927742E-12	-3.447526E-11	
9E-06	-0.07034482	-4.339553E-11	8.913711E-12	-3.448182E-11	
1E-05	-0.07034488	-4.338803E-11	8.899876E-12	-3.448816E-11	
1.1E-05	-0.07034494	-4.338057E-11	8.886239E-12	-3.449433E-11	
1.2E-05	-0.070345	-4.337312E-11	8.872796E-12	-3.450032E-11	
1.3E-05	-0.07034506	-4.336563E-11	8.859541E-12	-3.450609E-11	
1.4E-05	-0.07034512	-4.335818E-11	8.846474E-12	-3.451171E-11	
1.5E-05	-0.07034517	-4.335077E-11	8.833588E-12	-3.451718E-11	
1.6E-05	-0.07034522	-4.334335E-11	8.820885E-12	-3.452246E-11	
1.7E-05	-0.07034528	-4.333595E-11	8.808361E-12	-3.452759E-11	
1.8E-05	-0.07034532	-4.332852E-11	8.796014E-12	-3.453251E-11	
1.9E-05	-0.07034537	-4.332116E-11	8.783841E-12	-3.453731E-11	
2E-05	-0.07034542	-4.331376E-11	8.771838E-12	-3.454192E-11	
2.1E-05	-0.07034547	-4.330641E-11	8.760003E-12	-3.454641E-11	
2.2E-05	-0.07034551	-4.329907E-11	8.748333E-12	-3.455074E-11	
2.3E-05	-0.07034555	-4.329176E-11	8.736829E-12	-3.455494E-11	
2.4E-05	-0.07034559	-4.328442E-11	8.725485E-12	-3.455893E-11	
2.5E-05	-0.07034563	-4.327709E-11	8.7143E-12	-3.456279E-11	
2.6E-05	-0.07034566	-4.326979E-11	8.703271E-12	-3.456652E-11	
2.7E-05	-0.0703457	-4.32625E-11	8.692396E-12	-3.45701E-11	
2.8E-05	-0.07034574	-4.325521E-11	8.681672E-12	-3.457354E-11	
2.9E-05	-0.07034577	-4.324797E-11	8.671099E-12	-3.457687E-11	
3E-05	-0.0703458	-4.324069E-11	8.660674E-12	-3.458002E-11	
3.1E-05	-0.07034583	-4.323345E-11	8.650394E-12	-3.458306E-11	
3.2E-05	-0.07034586	-4.322621E-11	8.640256E-12	-3.458596E-11	
3.3E-05	-0.07034589	-4.321899E-11	8.630261E-12	-3.458873E-11	
3.4E-05	-0.07034592	-4.32118E-11	8.620403E-12	-3.45914E-11	
3.5E-05	-0.07034594	-4.320454E-11	8.610683E-12	-3.459386E-11	
3.6E-05	-0.07034596	-4.319735E-11	8.601098E-12	-3.459625E-11	
3.7E-05	-0.07034598	-4.319018E-11	8.591647E-12	-3.459853E-11	
3.8E-05	-0.07034601	-4.318301E-11	8.582328E-12	-3.460068E-11	
3.9E-05	-0.07034602	-4.317584E-11	8.573138E-12	-3.46027E-11	
4E-05	-0.07034605	-4.316872E-11	8.564073E-12	-3.460464E-11	
4.1E-05	-0.07034606	-4.316156E-11	8.555136E-12	-3.460643E-11	
4.2E-05	-0.07034609	-4.315445E-11	8.54632E-12	-3.460813E-11	
4.3E-05	-0.0703461	-4.314729E-11	8.537629E-12	-3.460966E-11	
4.4E-05	-0.07034611	-4.314019E-11	8.529057E-12	-3.461113E-11	
