TimeSlice	Time	BD30FD2B-9C21-4F8A-9254-2AD6E017A678
2296	1.148	3.53286
2297	1.1485	3.52723
2298	1.149	3.5216
2299	1.1495	3.51596
2300	1.15	3.51032
2301	1.1505	3.50467
2302	1.151	3.49903
2303	1.1515	3.49338
2304	1.152	3.48773
2305	1.1525	3.48208
2306	1.153	3.47642
2307	1.1535	3.47076
2308	1.154	3.4651
2309	1.1545	3.45944
2310	1.155	3.45377
2311	1.1555	3.44811
2312	1.156	3.44244
2313	1.1565	3.43676
2314	1.157	3.43109
2315	1.1575	3.42541
2316	1.158	3.41973
2317	1.1585	3.41405
2318	1.159	3.40836
2319	1.1595	3.40268
2320	1.16	3.39699
2321	1.1605	3.39129
2322	1.161	3.3856
2323	1.1615	3.3799
2324	1.162	3.3742
2325	1.1625	3.3685
2326	1.163	3.3628
2327	1.1635	3.35709
2328	1.164	3.35138
2329	1.1645	3.34567
2330	1.165	3.33995
2331	1.1655	3.33424
2332	1.166	3.32852
2333	1.1665	3.3228
2334	1.167	3.31707
2335	1.1675	3.31134
2336	1.168	3.30562
2337	1.1685	3.29988
2338	1.169	3.29415
2339	1.1695	3.28841
2340	1.17	3.28268
2341	1.1705	3.27693
2342	1.171	3.27119
2343	1.1715	3.26544
2344	1.172	3.2597
2345	1.1725	3.25394
2346	1.173	3.24819
2347	1.1735	3.24243
2348	1.174	3.23668
2349	1.1745	3.23092
2350	1.175	3.22515
2351	1.1755	3.21939
2352	1.176	3.21362
2353	1.1765	3.20785
2354	1.177	3.20207
2355	1.1775	3.1963
2356	1.178	3.19052
2357	1.1785	3.18474
2358	1.179	3.17896
2359	1.1795	3.17317
2360	1.18	3.16738
2361	1.1805	3.16159
2362	1.181	3.1558
2363	1.1815	3.15
2364	1.182	3.14421
2365	1.1825	3.13841
2366	1.183	3.1326
2367	1.1835	3.1268
2368	1.184	3.12099
2369	1.1845	3.11518
2370	1.185	3.10937
2371	1.1855	3.10355
2372	1.186	3.09774
2373	1.1865	3.09192
2374	1.187	3.0861
2375	1.1875	3.08027
2376	1.188	3.07444
2377	1.1885	3.06861
2378	1.189	3.06278
2379	1.1895	3.05695
2380	1.19	3.05111
2381	1.1905	3.04527
2382	1.191	3.03943
2383	1.1915	3.03358
2384	1.192	3.02774
2385	1.1925	3.02189
2386	1.193	3.01604
2387	1.1935	3.01018
2388	1.194	3.00433
2389	1.1945	2.99847
2390	1.195	2.99261
2391	1.1955	2.98674
2392	1.196	2.98088
2393	1.1965	2.97501
2394	1.197	2.96914
2395	1.1975	2.96326
2396	1.198	2.95739
2397	1.1985	2.95151
2398	1.199	2.94563
2399	1.1995	2.93974
2400	1.2	2.93386
2401	1.2005	2.92797
2402	1.201	2.92208
2403	1.2015	2.91618
2404	1.202	2.91029
2405	1.2025	2.90439
2406	1.203	2.89849
2407	1.2035	2.89259
2408	1.204	2.88668
2409	1.2045	2.88077
2410	1.205	2.87486
2411	1.2055	2.86895
2412	1.206	2.86303
2413	1.2065	2.85711
2414	1.207	2.85119
2415	1.2075	2.84527
2416	1.208	2.83935
2417	1.2085	2.83342
2418	1.209	2.82749
2419	1.2095	2.82156
2420	1.21	2.81562
2421	1.2105	2.80968
2422	1.211	2.80374
2423	1.2115	2.7978
2424	1.212	2.79186
2425	1.2125	2.78591
2426	1.213	2.77996
2427	1.2135	2.77401
2428	1.214	2.76805
2429	1.2145	2.7621
2430	1.215	2.75614
2431	1.2155	2.75017
2432	1.216	2.74421
2433	1.2165	2.73824
2434	1.217	2.73227
2435	1.2175	2.7263
2436	1.218	2.72033
2437	1.2185	2.71435
2438	1.219	2.70837
2439	1.2195	2.70239
2440	1.22	2.6964
2441	1.2205	2.69042
2442	1.221	2.68443
2443	1.2215	2.67844
2444	1.222	2.67244
2445	1.2225	2.66645
2446	1.223	2.66045
2447	1.2235	2.65445
2448	1.224	2.64844
2449	1.2245	2.64244
2450	1.225	2.63643
2451	1.2255	2.63042
2452	1.226	2.6244
2453	1.2265	2.61839
2454	1.227	2.61237
2455	1.2275	2.60635
2456	1.228	2.60033
2457	1.2285	2.5943
2458	1.229	2.58827
2459	1.2295	2.58224
2460	1.23	2.57621
2461	1.2305	2.57017
2462	1.231	2.56413
2463	1.2315	2.55809
2464	1.232	2.55205
2465	1.2325	2.54601
2466	1.233	2.53996
2467	1.2335	2.53391
2468	1.234	2.52785
2469	1.2345	2.5218
2470	1.235	2.51574
2471	1.2355	2.50968
2472	1.236	2.50362
2473	1.2365	2.49755
2474	1.237	2.49149
2475	1.2375	2.48542
2476	1.238	2.47934
2477	1.2385	2.47327
2478	1.239	2.46719
2479	1.2395	2.46111
2480	1.24	2.45503
2481	1.2405	2.44895
2482	1.241	2.44286
2483	1.2415	2.43677
2484	1.242	2.43068
2485	1.2425	2.42458
2486	1.243	2.41849
2487	1.2435	2.41239
2488	1.244	2.40628
2489	1.2445	2.40018
2490	1.245	2.39407
2491	1.2455	2.38796
2492	1.246	2.38185
2493	1.2465	2.37574
2494	1.247	2.36962
2495	1.2475	2.3635
2496	1.248	2.35738
2497	1.2485	2.35126
2498	1.249	2.34513
2499	1.2495	2.339
2500	1.25	2.33287
2501	1.2505	2.32674
2502	1.251	2.3206
2503	1.2515	2.31446
2504	1.252	2.30832
2505	1.2525	2.30218
2506	1.253	2.29603
2507	1.2535	2.28988
2508	1.254	2.28373
2509	1.2545	2.27758
2510	1.255	2.27142
2511	1.2555	2.26527
2512	1.256	2.2591
2513	1.2565	2.25294
2514	1.257	2.24678
2515	1.2575	2.24061
2516	1.258	2.23444
2517	1.2585	2.22826
2518	1.259	2.22209
2519	1.2595	2.21591
2520	1.26	2.20973
2521	1.2605	2.20355
2522	1.261	2.19736
2523	1.2615	2.19118
2524	1.262	2.18499
2525	1.2625	2.17879
2526	1.263	2.1726
2527	1.2635	2.1664
2528	1.264	2.1602
2529	1.2645	2.154
2530	1.265	2.14779
2531	1.2655	2.14159
2532	1.266	2.13538
2533	1.2665	2.12916
2534	1.267	2.12295
2535	1.2675	2.11673
2536	1.268	2.11051
2537	1.2685	2.10429
2538	1.269	2.09807
2539	1.2695	2.09184
2540	1.27	2.08561
2541	1.2705	2.07938
2542	1.271	2.07314
2543	1.2715	2.06691
2544	1.272	2.06067
2545	1.2725	2.05443
2546	1.273	2.04818
2547	1.2735	2.04194
2548	1.274	2.03569
2549	1.2745	2.02944
2550	1.275	2.02318
2551	1.2755	2.01693
2552	1.276	2.01067
2553	1.2765	2.00441
2554	1.277	1.99814
2555	1.2775	1.99188
2556	1.278	1.98561
2557	1.2785	1.97934
2558	1.279	1.97306
2559	1.2795	1.96679
2560	1.28	1.96051
2561	1.2805	1.95423
2562	1.281	1.94794
2563	1.2815	1.94166
2564	1.282	1.93537
2565	1.2825	1.92908
2566	1.283	1.92279
2567	1.2835	1.91649
2568	1.284	1.91019
2569	1.2845	1.90389
2570	1.285	1.89759
2571	1.2855	1.89128
2572	1.286	1.88498
2573	1.2865	1.87867
2574	1.287	1.87235
2575	1.2875	1.86604
2576	1.288	1.85972
2577	1.2885	1.8534
2578	1.289	1.84708
2579	1.2895	1.84075
2580	1.29	1.83442
2581	1.2905	1.82809
2582	1.291	1.82176
2583	1.2915	1.81543
2584	1.292	1.80909
2585	1.2925	1.80275
2586	1.293	1.79641
2587	1.2935	1.79006
2588	1.294	1.78372
2589	1.2945	1.77737
2590	1.295	1.77102
2591	1.2955	1.76466
2592	1.296	1.7583
2593	1.2965	1.75194
2594	1.297	1.74558
2595	1.2975	1.73922
2596	1.298	1.73285
2597	1.2985	1.72648
2598	1.299	1.72011
2599	1.2995	1.71374
2600	1.3	1.70736
2601	1.3005	1.70098
2602	1.301	1.6946
2603	1.3015	1.68822
2604	1.302	1.68183
2605	1.3025	1.67544
2606	1.303	1.66905
2607	1.3035	1.66266
2608	1.304	1.65626
2609	1.3045	1.64986
2610	1.305	1.64346
2611	1.3055	1.63706
2612	1.306	1.63065
2613	1.3065	1.62424
2614	1.307	1.61783
2615	1.3075	1.61142
2616	1.308	1.605
2617	1.3085	1.59858
2618	1.309	1.59216
2619	1.3095	1.58574
2620	1.31	1.57932
2621	1.3105	1.57289
2622	1.311	1.56646
2623	1.3115	1.56002
2624	1.312	1.55359
2625	1.3125	1.54715
2626	1.313	1.54071
2627	1.3135	1.53427
2628	1.314	1.52782
2629	1.3145	1.52138
2630	1.315	1.51493
2631	1.3155	1.50847
2632	1.316	1.50202
2633	1.3165	1.49556
2634	1.317	1.4891
2635	1.3175	1.48264
2636	1.318	1.47617
2637	1.3185	1.46971
2638	1.319	1.46324
2639	1.3195	1.45676
2640	1.32	1.45029
2641	1.3205	1.44381
2642	1.321	1.43733
2643	1.3215	1.43085
2644	1.322	1.42437
2645	1.3225	1.41788
2646	1.323	1.41139
2647	1.3235	1.4049
2648	1.324	1.3984
2649	1.3245	1.39191
2650	1.325	1.38541
2651	1.3255	1.37891
2652	1.326	1.3724
2653	1.3265	1.3659
2654	1.327	1.35939
2655	1.3275	1.35288
2656	1.328	1.34636
2657	1.3285	1.33985
2658	1.329	1.33333
2659	1.3295	1.32681
2660	1.33	1.32028
2661	1.3305	1.31376
2662	1.331	1.30723
2663	1.3315	1.3007
2664	1.332	1.29416
2665	1.3325	1.28763
2666	1.333	1.28109
2667	1.3335	1.27455
2668	1.334	1.26801
2669	1.3345	1.26146
2670	1.335	1.25491
2671	1.3355	1.24836
2672	1.336	1.24181
2673	1.3365	1.23525
2674	1.337	1.22869
2675	1.3375	1.22213
2676	1.338	1.21557
2677	1.3385	1.20901
2678	1.339	1.20244
2679	1.3395	1.19587
2680	1.34	1.18929
2681	1.3405	1.18272
2682	1.341	1.17614
2683	1.3415	1.16956
2684	1.342	1.16298
2685	1.3425	1.15639
2686	1.343	1.14981
2687	1.3435	1.14322
2688	1.344	1.13662
2689	1.3445	1.13003
2690	1.345	1.12343
2691	1.3455	1.11683
2692	1.346	1.11023
2693	1.3465	1.10363
2694	1.347	1.09702
2695	1.3475	1.09041
2696	1.348	1.0838
2697	1.3485	1.07718
2698	1.349	1.07057
2699	1.3495	1.06395
2700	1.35	1.05733
2701	1.3505	1.0507
2702	1.351	1.04407
2703	1.3515	1.03745
2704	1.352	1.03081
2705	1.3525	1.02418
2706	1.353	1.01754
2707	1.3535	1.0109
2708	1.354	1.00426
2709	1.3545	0.997619
2710	1.355	0.990973
2711	1.3555	0.984324
2712	1.356	0.977673
2713	1.3565	0.971019
2714	1.357	0.964363
2715	1.3575	0.957705
2716	1.358	0.951044
2717	1.3585	0.94438
2718	1.359	0.937715
2719	1.3595	0.931046
2720	1.36	0.924375
2721	1.3605	0.917702
2722	1.361	0.911026
2723	1.3615	0.904348
2724	1.362	0.897668
2725	1.3625	0.890985
2726	1.363	0.884299
2727	1.3635	0.877611
2728	1.364	0.870921
2729	1.3645	0.864228
2730	1.365	0.857532
2731	1.3655	0.850835
2732	1.366	0.844134
2733	1.3665	0.837432
2734	1.367	0.830727
2735	1.3675	0.824019
2736	1.368	0.817309
2737	1.3685	0.810597
2738	1.369	0.803882
2739	1.3695	0.797164
2740	1.37	0.790444
2741	1.3705	0.783722
2742	1.371	0.776997
2743	1.3715	0.77027
2744	1.372	0.76354
2745	1.3725	0.756808
2746	1.373	0.750074
2747	1.3735	0.743337
2748	1.374	0.736597
2749	1.3745	0.729855
2750	1.375	0.723111
2751	1.3755	0.716364
2752	1.376	0.709615
2753	1.3765	0.702863
2754	1.377	0.696109
2755	1.3775	0.689352
2756	1.378	0.682593
2757	1.3785	0.675832
2758	1.379	0.669068
2759	1.3795	0.662301
2760	1.38	0.655532
2761	1.3805	0.648761
2762	1.381	0.641987
2763	1.3815	0.635211
2764	1.382	0.628432
2765	1.3825	0.621651
2766	1.383	0.614867
2767	1.3835	0.608081
2768	1.384	0.601293
2769	1.3845	0.594502
2770	1.385	0.587708
2771	1.3855	0.580912
2772	1.386	0.574114
2773	1.3865	0.567313
2774	1.387	0.56051
2775	1.3875	0.553704
2776	1.388	0.546896
2777	1.3885	0.540086
2778	1.389	0.533273
2779	1.3895	0.526457
2780	1.39	0.519639
2781	1.3905	0.512819
2782	1.391	0.505996
2783	1.3915	0.499171
2784	1.392	0.492343
2785	1.3925	0.485513
2786	1.393	0.47868
2787	1.3935	0.471845
2788	1.394	0.465007
2789	1.3945	0.458167
2790	1.395	0.451325
2791	1.3955	0.44448
2792	1.396	0.437633
2793	1.3965	0.430783
2794	1.397	0.42393
2795	1.3975	0.417076
2796	1.398	0.410218
2797	1.3985	0.403359
2798	1.399	0.396497
2799	1.3995	0.389632
2800	1.4	0.382765
2801	1.4005	0.375896
2802	1.401	0.369024
2803	1.4015	0.362149
2804	1.402	0.355273
2805	1.4025	0.348393
2806	1.403	0.341512
2807	1.4035	0.334628
2808	1.404	0.327741
2809	1.4045	0.320852
2810	1.405	0.31396
2811	1.4055	0.307066
2812	1.406	0.30017
2813	1.4065	0.293271
2814	1.407	0.28637
2815	1.4075	0.279466
2816	1.408	0.27256
2817	1.4085	0.265651
2818	1.409	0.25874
2819	1.4095	0.251826
2820	1.41	0.24491
2821	1.4105	0.237992
2822	1.411	0.231071
2823	1.4115	0.224147
2824	1.412	0.217221
2825	1.4125	0.210293
2826	1.413	0.203362
2827	1.4135	0.196429
2828	1.414	0.189493
2829	1.4145	0.182555
2830	1.415	0.175615
2831	1.4155	0.168672
2832	1.416	0.161726
2833	1.4165	0.154778
2834	1.417	0.147828
2835	1.4175	0.140875
2836	1.418	0.13392
2837	1.4185	0.126962
2838	1.419	0.120002
2839	1.4195	0.113039
2840	1.42	0.106074
2841	1.4205	0.0991065
2842	1.421	0.0921365
2843	1.4215	0.0851641
2844	1.422	0.0781892
2845	1.4225	0.0712118
2846	1.423	0.064232
2847	1.4235	0.0572497
2848	1.424	0.050265
2849	1.4245	0.0432778
2850	1.425	0.0362882
2851	1.4255	0.0292961
2852	1.426	0.0223016
2853	1.4265	0.0153046
2854	1.427	0.00830516
2855	1.4275	0.00130327
2856	1.428	-0.00570107
2857	1.4285	-0.0127079
2858	1.429	-0.0197171
2859	1.4295	-0.0267288
2860	1.43	-0.033743
2861	1.4305	-0.0407596
2862	1.431	-0.0477786
2863	1.4315	-0.0548001
2864	1.432	-0.0618241
2865	1.4325	-0.0688505
2866	1.433	-0.0758794
2867	1.4335	-0.0829107
2868	1.434	-0.0899445
2869	1.4345	-0.0969807
2870	1.435	-0.104019
2871	1.4355	-0.11106
2872	1.436	-0.118104
2873	1.4365	-0.12515
2874	1.437	-0.132199
2875	1.4375	-0.13925
2876	1.438	-0.146303
2877	1.4385	-0.153359
2878	1.439	-0.160417
2879	1.4395	-0.167478
2880	1.44	-0.174541
2881	1.4405	-0.181607
2882	1.441	-0.188675
2883	1.4415	-0.195745
2884	1.442	-0.202818
2885	1.4425	-0.209894
2886	1.443	-0.216972
2887	1.4435	-0.224052
2888	1.444	-0.231135
2889	1.4445	-0.23822
2890	1.445	-0.245308
2891	1.4455	-0.252398
2892	1.446	-0.259491
2893	1.4465	-0.266586
2894	1.447	-0.273683
2895	1.4475	-0.280783
2896	1.448	-0.287886
2897	1.4485	-0.294991
2898	1.449	-0.302098
2899	1.4495	-0.309208
2900	1.45	-0.31632
2901	1.4505	-0.323435
2902	1.451	-0.330552
2903	1.4515	-0.337672
2904	1.452	-0.344794
2905	1.4525	-0.351918
2906	1.453	-0.359045
2907	1.4535	-0.366174
2908	1.454	-0.373306
2909	1.4545	-0.380441
2910	1.455	-0.387577
2911	1.4555	-0.394717
2912	1.456	-0.401858
2913	1.4565	-0.409002
2914	1.457	-0.416149
2915	1.4575	-0.423298
2916	1.458	-0.43045
2917	1.4585	-0.437604
2918	1.459	-0.44476
2919	1.4595	-0.451919
2920	1.46	-0.45908
2921	1.4605	-0.466244
2922	1.461	-0.47341
2923	1.4615	-0.480579
2924	1.462	-0.48775
2925	1.4625	-0.494923
2926	1.463	-0.502099
2927	1.4635	-0.509278
2928	1.464	-0.516459
2929	1.4645	-0.523642
2930	1.465	-0.530828
2931	1.4655	-0.538016
2932	1.466	-0.545207
2933	1.4665	-0.5524
2934	1.467	-0.559596
2935	1.4675	-0.566794
2936	1.468	-0.573994
2937	1.4685	-0.581197
2938	1.469	-0.588403
2939	1.4695	-0.595611
2940	1.47	-0.602821
2941	1.4705	-0.610034
2942	1.471	-0.617249
2943	1.4715	-0.624467
2944	1.472	-0.631687
2945	1.4725	-0.63891
2946	1.473	-0.646135
2947	1.4735	-0.653362
2948	1.474	-0.660592
2949	1.4745	-0.667825
2950	1.475	-0.67506
2951	1.4755	-0.682297
2952	1.476	-0.689537
2953	1.4765	-0.696779
2954	1.477	-0.704024
2955	1.4775	-0.711271
2956	1.478	-0.71852
2957	1.4785	-0.725772
2958	1.479	-0.733027
2959	1.4795	-0.740284
2960	1.48	-0.747543
2961	1.4805	-0.754805
2962	1.481	-0.762069
2963	1.4815	-0.769336
2964	1.482	-0.776605
2965	1.4825	-0.783877
2966	1.483	-0.791151
2967	1.4835	-0.798428
2968	1.484	-0.805707
2969	1.4845	-0.812988
2970	1.485	-0.820272
2971	1.4855	-0.827558
2972	1.486	-0.834847
2973	1.4865	-0.842139
2974	1.487	-0.849432
2975	1.4875	-0.856728
2976	1.488	-0.864027
2977	1.4885	-0.871328
2978	1.489	-0.878632
2979	1.4895	-0.885938
2980	1.49	-0.893246
2981	1.4905	-0.900557
2982	1.491	-0.90787
2983	1.4915	-0.915186
2984	1.492	-0.922505
2985	1.4925	-0.929825
2986	1.493	-0.937148
2987	1.4935	-0.944474
2988	1.494	-0.951802
2989	1.4945	-0.959133
2990	1.495	-0.966466
2991	1.4955	-0.973801
2992	1.496	-0.981139
2993	1.4965	-0.988479
2994	1.497	-0.995822
2995	1.4975	-1.00317
2996	1.498	-1.01051
2997	1.4985	-1.01787
2998	1.499	-1.02522
2999	1.4995	-1.03257
3000	1.5	-1.03993
3001	1.5005	-1.04729
3002	1.501	-1.05465
3003	1.5015	-1.06202
3004	1.502	-1.06938
3005	1.5025	-1.07675
3006	1.503	-1.08413
3007	1.5035	-1.0915
3008	1.504	-1.09888
3009	1.5045	-1.10626
3010	1.505	-1.11364
3011	1.5055	-1.12102
3012	1.506	-1.12841
3013	1.5065	-1.1358
3014	1.507	-1.14319
3015	1.5075	-1.15059
3016	1.508	-1.15798
3017	1.5085	-1.16538
3018	1.509	-1.17278
3019	1.5095	-1.18019
3020	1.51	-1.1876
3021	1.5105	-1.195
3022	1.511	-1.20242
3023	1.5115	-1.20983
3024	1.512	-1.21725
3025	1.5125	-1.22466
3026	1.513	-1.23209
3027	1.5135	-1.23951
3028	1.514	-1.24694
3029	1.5145	-1.25436
3030	1.515	-1.2618
3031	1.5155	-1.26923
3032	1.516	-1.27667
3033	1.5165	-1.2841
3034	1.517	-1.29154
3035	1.5175	-1.29899
3036	1.518	-1.30643
3037	1.5185	-1.31388
3038	1.519	-1.32133
3039	1.5195	-1.32879
3040	1.52	-1.33624
3041	1.5205	-1.3437
3042	1.521	-1.35116
3043	1.5215	-1.35862
3044	1.522	-1.36609
3045	1.5225	-1.37356
3046	1.523	-1.38103
3047	1.5235	-1.3885
3048	1.524	-1.39597
3049	1.5245	-1.40345
3050	1.525	-1.41093
3051	1.5255	-1.41841
3052	1.526	-1.4259
3053	1.5265	-1.43339
3054	1.527	-1.44088
3055	1.5275	-1.44837
3056	1.528	-1.45586
3057	1.5285	-1.46336
3058	1.529	-1.47086
3059	1.5295	-1.47836
3060	1.53	-1.48587
3061	1.5305	-1.49338
3062	1.531	-1.50089
3063	1.5315	-1.5084
3064	1.532	-1.51591
3065	1.5325	-1.52343
3066	1.533	-1.53095
3067	1.5335	-1.53847
3068	1.534	-1.54599
3069	1.5345	-1.55352
3070	1.535	-1.56105
3071	1.5355	-1.56858
3072	1.536	-1.57612
3073	1.5365	-1.58365
3074	1.537	-1.59119
3075	1.5375	-1.59873
3076	1.538	-1.60628
3077	1.5385	-1.61382
3078	1.539	-1.62137
3079	1.5395	-1.62892
3080	1.54	-1.63648
3081	1.5405	-1.64403
3082	1.541	-1.65159
3083	1.5415	-1.65915
3084	1.542	-1.66672
3085	1.5425	-1.67428
3086	1.543	-1.68185
3087	1.5435	-1.68942
3088	1.544	-1.69699
3089	1.5445	-1.70457
3090	1.545	-1.71215
3091	1.5455	-1.71973
3092	1.546	-1.72731
3093	1.5465	-1.7349
3094	1.547	-1.74249
3095	1.5475	-1.75008
3096	1.548	-1.75767
3097	1.5485	-1.76526
3098	1.549	-1.77286
3099	1.5495	-1.78046
3100	1.55	-1.78807
3101	1.5505	-1.79567
3102	1.551	-1.80328
3103	1.5515	-1.81089
3104	1.552	-1.8185
3105	1.5525	-1.82612
3106	1.553	-1.83373
3107	1.5535	-1.84135
3108	1.554	-1.84898
3109	1.5545	-1.8566
3110	1.555	-1.86423
3111	1.5555	-1.87186
3112	1.556	-1.87949
3113	1.5565	-1.88712
3114	1.557	-1.89476
3115	1.5575	-1.9024
3116	1.558	-1.91004
3117	1.5585	-1.91769
3118	1.559	-1.92533
3119	1.5595	-1.93298
3120	1.56	-1.94064
3121	1.5605	-1.94829
3122	1.561	-1.95595
3123	1.5615	-1.96361
3124	1.562	-1.97127
3125	1.5625	-1.97893
3126	1.563	-1.9866
3127	1.5635	-1.99427
3128	1.564	-2.00194
3129	1.5645	-2.00961
3130	1.565	-2.01729
3131	1.5655	-2.02497
3132	1.566	-2.03265
3133	1.5665	-2.04033
3134	1.567	-2.04802
3135	1.5675	-2.05571
3136	1.568	-2.0634
3137	1.5685	-2.07109
3138	1.569	-2.07879
3139	1.5695	-2.08649
3140	1.57	-2.09419
3141	1.5705	-2.10189
3142	1.571	-2.1096
3143	1.5715	-2.1173
3144	1.572	-2.12501
3145	1.5725	-2.13273
3146	1.573	-2.14044
3147	1.5735	-2.14816
3148	1.574	-2.15588
3149	1.5745	-2.1636
3150	1.575	-2.17133
3151	1.5755	-2.17906
3152	1.576	-2.18679
3153	1.5765	-2.19452
3154	1.577	-2.20226
3155	1.5775	-2.20999
3156	1.578	-2.21773
3157	1.5785	-2.22548
3158	1.579	-2.23322
3159	1.5795	-2.24097
3160	1.58	-2.24872
3161	1.5805	-2.25647
3162	1.581	-2.26423
3163	1.5815	-2.27198
3164	1.582	-2.27974
3165	1.5825	-2.2875
3166	1.583	-2.29527
3167	1.5835	-2.30304
3168	1.584	-2.31081
3169	1.5845	-2.31858
3170	1.585	-2.32635
3171	1.5855	-2.33413
3172	1.586	-2.34191
3173	1.5865	-2.34969
3174	1.587	-2.35747
3175	1.5875	-2.36526
3176	1.588	-2.37305
3177	1.5885	-2.38084
3178	1.589	-2.38864
3179	1.5895	-2.39643
3180	1.59	-2.40423
3181	1.5905	-2.41203
3182	1.591	-2.41984
3183	1.5915	-2.42764
3184	1.592	-2.43545
3185	1.5925	-2.44326
3186	1.593	-2.45108
3187	1.5935	-2.45889
3188	1.594	-2.46671
3189	1.5945	-2.47453
3190	1.595	-2.48236
3191	1.5955	-2.49018
3192	1.596	-2.49801
3193	1.5965	-2.50584
3194	1.597	-2.51367
3195	1.5975	-2.52151
3196	1.598	-2.52935
3197	1.5985	-2.53719
3198	1.599	-2.54503
3199	1.5995	-2.55288
3200	1.6	-2.56073
3201	1.6005	-2.56858
3202	1.601	-2.57643
3203	1.6015	-2.58428
3204	1.602	-2.59214
3205	1.6025	-2.6
3206	1.603	-2.60787
3207	1.6035	-2.61573
3208	1.604	-2.6236
3209	1.6045	-2.63147
3210	1.605	-2.63934
3211	1.6055	-2.64722
3212	1.606	-2.65509
3213	1.6065	-2.66297
3214	1.607	-2.67086
3215	1.6075	-2.67874
3216	1.608	-2.68663
3217	1.6085	-2.69452
3218	1.609	-2.70241
3219	1.6095	-2.7103
3220	1.61	-2.7182
3221	1.6105	-2.7261
3222	1.611	-2.734
3223	1.6115	-2.74191
3224	1.612	-2.74981
3225	1.6125	-2.75772
3226	1.613	-2.76563
3227	1.6135	-2.77355
3228	1.614	-2.78147
3229	1.6145	-2.78938
3230	1.615	-2.79731
3231	1.6155	-2.80523
3232	1.616	-2.81316
3233	1.6165	-2.82109
3234	1.617	-2.82902
3235	1.6175	-2.83695
3236	1.618	-2.84489
3237	1.6185	-2.85283
3238	1.619	-2.86077
3239	1.6195	-2.86871
3240	1.62	-2.87666
3241	1.6205	-2.88461
3242	1.621	-2.89256
3243	1.6215	-2.90051
3244	1.622	-2.90847
3245	1.6225	-2.91642
3246	1.623	-2.92438
3247	1.6235	-2.93235
3248	1.624	-2.94031
3249	1.6245	-2.94828
3250	1.625	-2.95625
3251	1.6255	-2.96423
3252	1.626	-2.9722
3253	1.6265	-2.98018
3254	1.627	-2.98816
3255	1.6275	-2.99614
3256	1.628	-3.00413
3257	1.6285	-3.01212
3258	1.629	-3.02011
3259	1.6295	-3.0281
3260	1.63	-3.03609
3261	1.6305	-3.04409
3262	1.631	-3.05209
3263	1.6315	-3.06009
3264	1.632	-3.0681
3265	1.6325	-3.07611
3266	1.633	-3.08412
3267	1.6335	-3.09213
3268	1.634	-3.10014
3269	1.6345	-3.10816
3270	1.635	-3.11618
3271	1.6355	-3.1242
3272	1.636	-3.13223
3273	1.6365	-3.14025
3274	1.637	-3.14828
3275	1.6375	-3.15632
3276	1.638	-3.16435
3277	1.6385	-3.17239
3278	1.639	-3.18043
3279	1.6395	-3.18847
3280	1.64	-3.19651
3281	1.6405	-3.20456
3282	1.641	-3.21261
3283	1.6415	-3.22066
3284	1.642	-3.22871
3285	1.6425	-3.23677
3286	1.643	-3.24483
3287	1.6435	-3.25289
3288	1.644	-3.26095
3289	1.6445	-3.26902
3290	1.645	-3.27709
3291	1.6455	-3.28516
3292	1.646	-3.29323
3293	1.6465	-3.30131
3294	1.647	-3.30939
3295	1.6475	-3.31747
3296	1.648	-3.32555
3297	1.6485	-3.33364
3298	1.649	-3.34173
3299	1.6495	-3.34982
3300	1.65	-3.35791
3301	1.6505	-3.36601
3302	1.651	-3.3741
3303	1.6515	-3.38221
3304	1.652	-3.39031
3305	1.6525	-3.39841
3306	1.653	-3.40652
3307	1.6535	-3.41463
3308	1.654	-3.42275
3309	1.6545	-3.43086
3310	1.655	-3.43898
3311	1.6555	-3.4471
3312	1.656	-3.45522
3313	1.6565	-3.46335
3314	1.657	-3.47147
3315	1.6575	-3.4796
3316	1.658	-3.48774
3317	1.6585	-3.49587
3318	1.659	-3.50401
3319	1.6595	-3.51215
3320	1.66	-3.52029
3321	1.6605	-3.52844
3322	1.661	-3.53658
3323	1.6615	-3.54473
3324	1.662	-3.55288
3325	1.6625	-3.56104
3326	1.663	-3.5692
3327	1.6635	-3.57736
3328	1.664	-3.58552
3329	1.6645	-3.59368
3330	1.665	-3.60185
3331	1.6655	-3.61002
3332	1.666	-3.61819
3333	1.6665	-3.62636
3334	1.667	-3.63454
3335	1.6675	-3.64272
3336	1.668	-3.6509
3337	1.6685	-3.65909
3338	1.669	-3.66727
3339	1.6695	-3.67546
3340	1.67	-3.68365
3341	1.6705	-3.69185
3342	1.671	-3.70004
3343	1.6715	-3.70824
3344	1.672	-3.71644
3345	1.6725	-3.72465
3346	1.673	-3.73285
3347	1.6735	-3.74106
3348	1.674	-3.74927
3349	1.6745	-3.75748
3350	1.675	-3.7657
3351	1.6755	-3.77392
3352	1.676	-3.78214
3353	1.6765	-3.79036
3354	1.677	-3.79859
3355	1.6775	-3.80682
3356	1.678	-3.81505
3357	1.6785	-3.82328
3358	1.679	-3.83152
3359	1.6795	-3.83975
3360	1.68	-3.84799
3361	1.6805	-3.85624
3362	1.681	-3.86448
3363	1.6815	-3.87273
3364	1.682	-3.88098
3365	1.6825	-3.88923
3366	1.683	-3.89749
3367	1.6835	-3.90575
3368	1.684	-3.91401
3369	1.6845	-3.92227
