TimeSlice	Time	BD30FD2B-9C21-4F8A-9254-2AD6E017A678
1179	0.5895	8.29402
1180	0.59	8.29112
1181	0.5905	8.28823
1182	0.591	8.28533
1183	0.5915	8.28243
1184	0.592	8.27952
1185	0.5925	8.27662
1186	0.593	8.27371
1187	0.5935	8.2708
1188	0.594	8.26788
1189	0.5945	8.26497
1190	0.595	8.26205
1191	0.5955	8.25913
1192	0.596	8.2562
1193	0.5965	8.25328
1194	0.597	8.25035
1195	0.5975	8.24742
1196	0.598	8.24449
1197	0.5985	8.24155
1198	0.599	8.23861
1199	0.5995	8.23567
1200	0.6	8.23273
1201	0.6005	8.22978
1202	0.601	8.22684
1203	0.6015	8.22388
1204	0.602	8.22093
1205	0.6025	8.21798
1206	0.603	8.21502
1207	0.6035	8.21206
1208	0.604	8.2091
1209	0.6045	8.20613
1210	0.605	8.20316
1211	0.6055	8.20019
1212	0.606	8.19722
1213	0.6065	8.19425
1214	0.607	8.19127
1215	0.6075	8.18829
1216	0.608	8.18531
1217	0.6085	8.18232
1218	0.609	8.17933
1219	0.6095	8.17634
1220	0.61	8.17335
1221	0.6105	8.17036
1222	0.611	8.16736
1223	0.6115	8.16436
1224	0.612	8.16136
1225	0.6125	8.15836
1226	0.613	8.15535
1227	0.6135	8.15234
1228	0.614	8.14933
1229	0.6145	8.14631
1230	0.615	8.1433
1231	0.6155	8.14028
1232	0.616	8.13726
1233	0.6165	8.13423
1234	0.617	8.13121
1235	0.6175	8.12818
1236	0.618	8.12515
1237	0.6185	8.12211
1238	0.619	8.11908
1239	0.6195	8.11604
1240	0.62	8.113
1241	0.6205	8.10995
1242	0.621	8.10691
1243	0.6215	8.10386
1244	0.622	8.10081
1245	0.6225	8.09775
1246	0.623	8.0947
1247	0.6235	8.09164
1248	0.624	8.08858
1249	0.6245	8.08552
1250	0.625	8.08245
1251	0.6255	8.07938
1252	0.626	8.07631
1253	0.6265	8.07324
1254	0.627	8.07016
1255	0.6275	8.06709
1256	0.628	8.06401
1257	0.6285	8.06092
1258	0.629	8.05784
1259	0.6295	8.05475
1260	0.63	8.05166
1261	0.6305	8.04857
1262	0.631	8.04547
1263	0.6315	8.04237
1264	0.632	8.03928
1265	0.6325	8.03617
1266	0.633	8.03307
1267	0.6335	8.02996
1268	0.634	8.02685
1269	0.6345	8.02374
1270	0.635	8.02062
1271	0.6355	8.01751
1272	0.636	8.01439
1273	0.6365	8.01126
1274	0.637	8.00814
1275	0.6375	8.00501
1276	0.638	8.00188
1277	0.6385	7.99875
1278	0.639	7.99562
1279	0.6395	7.99248
1280	0.64	7.98934
1281	0.6405	7.9862
1282	0.641	7.98306
1283	0.6415	7.97991
1284	0.642	7.97676
1285	0.6425	7.97361
1286	0.643	7.97046
1287	0.6435	7.9673
1288	0.644	7.96414
1289	0.6445	7.96098
1290	0.645	7.95782
1291	0.6455	7.95465
1292	0.646	7.95148
1293	0.6465	7.94831
1294	0.647	7.94514
1295	0.6475	7.94196
1296	0.648	7.93878
1297	0.6485	7.9356
1298	0.649	7.93242
1299	0.6495	7.92923
1300	0.65	7.92604
1301	0.6505	7.92285
1302	0.651	7.91966
1303	0.6515	7.91646
1304	0.652	7.91327
1305	0.6525	7.91007
1306	0.653	7.90686
1307	0.6535	7.90366
1308	0.654	7.90045
1309	0.6545	7.89724
1310	0.655	7.89403
1311	0.6555	7.89081
1312	0.656	7.88759
1313	0.6565	7.88437
1314	0.657	7.88115
1315	0.6575	7.87792
1316	0.658	7.8747
1317	0.6585	7.87147
1318	0.659	7.86824
1319	0.6595	7.865
1320	0.66	7.86176
1321	0.6605	7.85852
1322	0.661	7.85528
1323	0.6615	7.85204
1324	0.662	7.84879
1325	0.6625	7.84554
1326	0.663	7.84229
1327	0.6635	7.83903
1328	0.664	7.83578
1329	0.6645	7.83252
1330	0.665	7.82926
1331	0.6655	7.82599
1332	0.666	7.82272
1333	0.6665	7.81946
1334	0.667	7.81618
1335	0.6675	7.81291
1336	0.668	7.80963
1337	0.6685	7.80635
1338	0.669	7.80307
1339	0.6695	7.79979
1340	0.67	7.7965
1341	0.6705	7.79321
1342	0.671	7.78992
1343	0.6715	7.78663
1344	0.672	7.78333
1345	0.6725	7.78003
1346	0.673	7.77673
1347	0.6735	7.77343
1348	0.674	7.77012
1349	0.6745	7.76681
1350	0.675	7.7635
1351	0.6755	7.76019
1352	0.676	7.75687
1353	0.6765	7.75356
1354	0.677	7.75024
1355	0.6775	7.74691
1356	0.678	7.74359
1357	0.6785	7.74026
1358	0.679	7.73693
1359	0.6795	7.7336
1360	0.68	7.73026
1361	0.6805	7.72692
1362	0.681	7.72358
1363	0.6815	7.72024
1364	0.682	7.71689
1365	0.6825	7.71355
1366	0.683	7.7102
1367	0.6835	7.70684
1368	0.684	7.70349
1369	0.6845	7.70013
1370	0.685	7.69677
1371	0.6855	7.69341
1372	0.686	7.69004
1373	0.6865	7.68668
1374	0.687	7.68331
1375	0.6875	7.67993
1376	0.688	7.67656
1377	0.6885	7.67318
1378	0.689	7.6698
1379	0.6895	7.66642
1380	0.69	7.66304
1381	0.6905	7.65965
1382	0.691	7.65626
1383	0.6915	7.65287
1384	0.692	7.64947
1385	0.6925	7.64608
1386	0.693	7.64268
1387	0.6935	7.63928
1388	0.694	7.63587
1389	0.6945	7.63247
1390	0.695	7.62906
1391	0.6955	7.62565
1392	0.696	7.62223
1393	0.6965	7.61882
1394	0.697	7.6154
1395	0.6975	7.61198
1396	0.698	7.60855
1397	0.6985	7.60513
1398	0.699	7.6017
1399	0.6995	7.59827
1400	0.7	7.59483
1401	0.7005	7.5914
1402	0.701	7.58796
1403	0.7015	7.58452
1404	0.702	7.58107
1405	0.7025	7.57763
1406	0.703	7.57418
1407	0.7035	7.57073
1408	0.704	7.56728
1409	0.7045	7.56382
1410	0.705	7.56036
1411	0.7055	7.5569
1412	0.706	7.55344
1413	0.7065	7.54997
1414	0.707	7.54651
1415	0.7075	7.54304
1416	0.708	7.53956
1417	0.7085	7.53609
1418	0.709	7.53261
1419	0.7095	7.52913
1420	0.71	7.52565
1421	0.7105	7.52216
1422	0.711	7.51868
1423	0.7115	7.51519
1424	0.712	7.51169
1425	0.7125	7.5082
1426	0.713	7.5047
1427	0.7135	7.5012
1428	0.714	7.4977
1429	0.7145	7.49419
1430	0.715	7.49069
1431	0.7155	7.48718
1432	0.716	7.48367
1433	0.7165	7.48015
1434	0.717	7.47663
1435	0.7175	7.47312
1436	0.718	7.46959
1437	0.7185	7.46607
1438	0.719	7.46254
1439	0.7195	7.45901
1440	0.72	7.45548
1441	0.7205	7.45195
1442	0.721	7.44841
1443	0.7215	7.44487
1444	0.722	7.44133
1445	0.7225	7.43779
1446	0.723	7.43424
1447	0.7235	7.43069
1448	0.724	7.42714
1449	0.7245	7.42359
1450	0.725	7.42003
1451	0.7255	7.41647
1452	0.726	7.41291
1453	0.7265	7.40935
1454	0.727	7.40578
1455	0.7275	7.40221
1456	0.728	7.39864
1457	0.7285	7.39507
1458	0.729	7.39149
1459	0.7295	7.38792
1460	0.73	7.38434
1461	0.7305	7.38075
1462	0.731	7.37717
1463	0.7315	7.37358
1464	0.732	7.36999
1465	0.7325	7.36639
1466	0.733	7.3628
1467	0.7335	7.3592
1468	0.734	7.3556
1469	0.7345	7.352
1470	0.735	7.34839
1471	0.7355	7.34479
1472	0.736	7.34118
1473	0.7365	7.33756
1474	0.737	7.33395
1475	0.7375	7.33033
1476	0.738	7.32671
1477	0.7385	7.32309
1478	0.739	7.31946
1479	0.7395	7.31584
1480	0.74	7.31221
1481	0.7405	7.30857
1482	0.741	7.30494
1483	0.7415	7.3013
1484	0.742	7.29766
1485	0.7425	7.29402
1486	0.743	7.29038
1487	0.7435	7.28673
1488	0.744	7.28308
1489	0.7445	7.27943
1490	0.745	7.27577
1491	0.7455	7.27212
1492	0.746	7.26846
1493	0.7465	7.2648
1494	0.747	7.26113
1495	0.7475	7.25747
1496	0.748	7.2538
1497	0.7485	7.25013
1498	0.749	7.24645
1499	0.7495	7.24278
1500	0.75	7.2391
1501	0.7505	7.23542
1502	0.751	7.23173
1503	0.7515	7.22805
1504	0.752	7.22436
1505	0.7525	7.22067
1506	0.753	7.21697
1507	0.7535	7.21328
1508	0.754	7.20958
1509	0.7545	7.20588
1510	0.755	7.20218
1511	0.7555	7.19847
1512	0.756	7.19476
1513	0.7565	7.19105
1514	0.757	7.18734
1515	0.7575	7.18362
1516	0.758	7.1799
1517	0.7585	7.17618
1518	0.759	7.17246
1519	0.7595	7.16874
1520	0.76	7.16501
1521	0.7605	7.16128
1522	0.761	7.15754
1523	0.7615	7.15381
1524	0.762	7.15007
1525	0.7625	7.14633
1526	0.763	7.14259
1527	0.7635	7.13884
1528	0.764	7.1351
1529	0.7645	7.13135
1530	0.765	7.12759
1531	0.7655	7.12384
1532	0.766	7.12008
1533	0.7665	7.11632
1534	0.767	7.11256
1535	0.7675	7.1088
1536	0.768	7.10503
1537	0.7685	7.10126
1538	0.769	7.09749
1539	0.7695	7.09371
1540	0.77	7.08994
1541	0.7705	7.08616
1542	0.771	7.08238
1543	0.7715	7.07859
1544	0.772	7.0748
1545	0.7725	7.07102
1546	0.773	7.06722
1547	0.7735	7.06343
1548	0.774	7.05963
1549	0.7745	7.05583
1550	0.775	7.05203
1551	0.7755	7.04823
1552	0.776	7.04442
1553	0.7765	7.04061
1554	0.777	7.0368
1555	0.7775	7.03299
1556	0.778	7.02917
1557	0.7785	7.02535
1558	0.779	7.02153
1559	0.7795	7.01771
1560	0.78	7.01388
1561	0.7805	7.01006
1562	0.781	7.00623
1563	0.7815	7.00239
1564	0.782	6.99856
1565	0.7825	6.99472
1566	0.783	6.99088
1567	0.7835	6.98703
1568	0.784	6.98319
1569	0.7845	6.97934
1570	0.785	6.97549
1571	0.7855	6.97164
1572	0.786	6.96778
1573	0.7865	6.96392
1574	0.787	6.96006
1575	0.7875	6.9562
1576	0.788	6.95234
1577	0.7885	6.94847
1578	0.789	6.9446
1579	0.7895	6.94073
1580	0.79	6.93685
1581	0.7905	6.93297
1582	0.791	6.92909
1583	0.7915	6.92521
1584	0.792	6.92133
1585	0.7925	6.91744
1586	0.793	6.91355
1587	0.7935	6.90966
1588	0.794	6.90576
1589	0.7945	6.90187
1590	0.795	6.89797
1591	0.7955	6.89407
1592	0.796	6.89016
1593	0.7965	6.88625
1594	0.797	6.88234
1595	0.7975	6.87843
1596	0.798	6.87452
1597	0.7985	6.8706
1598	0.799	6.86668
1599	0.7995	6.86276
1600	0.8	6.85884
1601	0.8005	6.85491
1602	0.801	6.85098
1603	0.8015	6.84705
1604	0.802	6.84312
1605	0.8025	6.83918
1606	0.803	6.83524
1607	0.8035	6.8313
1608	0.804	6.82736
1609	0.8045	6.82341
1610	0.805	6.81946
1611	0.8055	6.81551
1612	0.806	6.81156
1613	0.8065	6.8076
1614	0.807	6.80364
1615	0.8075	6.79968
1616	0.808	6.79572
1617	0.8085	6.79175
1618	0.809	6.78779
1619	0.8095	6.78382
1620	0.81	6.77984
1621	0.8105	6.77587
1622	0.811	6.77189
1623	0.8115	6.76791
1624	0.812	6.76393
1625	0.8125	6.75994
1626	0.813	6.75595
1627	0.8135	6.75196
1628	0.814	6.74797
1629	0.8145	6.74397
1630	0.815	6.73998
1631	0.8155	6.73598
1632	0.816	6.73197
1633	0.8165	6.72797
1634	0.817	6.72396
1635	0.8175	6.71995
1636	0.818	6.71594
1637	0.8185	6.71193
1638	0.819	6.70791
1639	0.8195	6.70389
1640	0.82	6.69987
1641	0.8205	6.69584
1642	0.821	6.69181
1643	0.8215	6.68779
1644	0.822	6.68375
1645	0.8225	6.67972
1646	0.823	6.67568
1647	0.8235	6.67164
1648	0.824	6.6676
1649	0.8245	6.66356
1650	0.825	6.65951
1651	0.8255	6.65546
1652	0.826	6.65141
1653	0.8265	6.64736
1654	0.827	6.6433
1655	0.8275	6.63924
1656	0.828	6.63518
1657	0.8285	6.63112
1658	0.829	6.62705
1659	0.8295	6.62298
1660	0.83	6.61891
1661	0.8305	6.61484
1662	0.831	6.61076
1663	0.8315	6.60668
1664	0.832	6.6026
1665	0.8325	6.59852
1666	0.833	6.59443
1667	0.8335	6.59034
1668	0.834	6.58625
1669	0.8345	6.58216
1670	0.835	6.57806
1671	0.8355	6.57397
1672	0.836	6.56986
1673	0.8365	6.56576
1674	0.837	6.56166
1675	0.8375	6.55755
1676	0.838	6.55344
1677	0.8385	6.54932
1678	0.839	6.54521
1679	0.8395	6.54109
1680	0.84	6.53697
1681	0.8405	6.53285
1682	0.841	6.52872
1683	0.8415	6.5246
1684	0.842	6.52047
1685	0.8425	6.51633
1686	0.843	6.5122
1687	0.8435	6.50806
1688	0.844	6.50392
1689	0.8445	6.49978
1690	0.845	6.49563
1691	0.8455	6.49149
1692	0.846	6.48734
1693	0.8465	6.48319
1694	0.847	6.47903
1695	0.8475	6.47487
1696	0.848	6.47071
1697	0.8485	6.46655
1698	0.849	6.46239
1699	0.8495	6.45822
1700	0.85	6.45405
1701	0.8505	6.44988
1702	0.851	6.44571
1703	0.8515	6.44153
1704	0.852	6.43735
1705	0.8525	6.43317
1706	0.853	6.42899
1707	0.8535	6.4248
1708	0.854	6.42061
1709	0.8545	6.41642
1710	0.855	6.41222
1711	0.8555	6.40803
1712	0.856	6.40383
1713	0.8565	6.39963
1714	0.857	6.39543
1715	0.8575	6.39122
1716	0.858	6.38701
1717	0.8585	6.3828
1718	0.859	6.37859
1719	0.8595	6.37437
1720	0.86	6.37015
1721	0.8605	6.36593
1722	0.861	6.36171
1723	0.8615	6.35748
1724	0.862	6.35325
1725	0.8625	6.34902
1726	0.863	6.34479
1727	0.8635	6.34056
1728	0.864	6.33632
1729	0.8645	6.33208
1730	0.865	6.32783
1731	0.8655	6.32359
1732	0.866	6.31934
1733	0.8665	6.31509
1734	0.867	6.31084
1735	0.8675	6.30658
1736	0.868	6.30233
1737	0.8685	6.29807
1738	0.869	6.2938
1739	0.8695	6.28954
1740	0.87	6.28527
1741	0.8705	6.281
1742	0.871	6.27673
1743	0.8715	6.27245
1744	0.872	6.26818
1745	0.8725	6.2639
1746	0.873	6.25962
1747	0.8735	6.25533
1748	0.874	6.25104
1749	0.8745	6.24675
1750	0.875	6.24246
1751	0.8755	6.23817
1752	0.876	6.23387
1753	0.8765	6.22957
1754	0.877	6.22527
1755	0.8775	6.22097
1756	0.878	6.21666
1757	0.8785	6.21235
1758	0.879	6.20804
1759	0.8795	6.20373
1760	0.88	6.19941
1761	0.8805	6.19509
1762	0.881	6.19077
1763	0.8815	6.18645
1764	0.882	6.18212
1765	0.8825	6.17779
1766	0.883	6.17346
1767	0.8835	6.16913
1768	0.884	6.16479
1769	0.8845	6.16045
1770	0.885	6.15611
1771	0.8855	6.15177
1772	0.886	6.14742
1773	0.8865	6.14307
1774	0.887	6.13872
1775	0.8875	6.13437
1776	0.888	6.13001
1777	0.8885	6.12566
1778	0.889	6.12129
1779	0.8895	6.11693
1780	0.89	6.11257
1781	0.8905	6.1082
1782	0.891	6.10383
1783	0.8915	6.09946
1784	0.892	6.09508
1785	0.8925	6.0907
1786	0.893	6.08632
1787	0.8935	6.08194
1788	0.894	6.07755
1789	0.8945	6.07317
1790	0.895	6.06878
1791	0.8955	6.06438
1792	0.896	6.05999
1793	0.8965	6.05559
1794	0.897	6.05119
1795	0.8975	6.04679
1796	0.898	6.04239
1797	0.8985	6.03798
1798	0.899	6.03357
1799	0.8995	6.02916
1800	0.9	6.02474
1801	0.9005	6.02033
1802	0.901	6.01591
1803	0.9015	6.01148
1804	0.902	6.00706
1805	0.9025	6.00263
1806	0.903	5.9982
1807	0.9035	5.99377
1808	0.904	5.98934
1809	0.9045	5.9849
1810	0.905	5.98046
1811	0.9055	5.97602
1812	0.906	5.97158
1813	0.9065	5.96713
1814	0.907	5.96268
1815	0.9075	5.95823
1816	0.908	5.95378
1817	0.9085	5.94932
1818	0.909	5.94486
1819	0.9095	5.9404
1820	0.91	5.93594
1821	0.9105	5.93147
1822	0.911	5.927
1823	0.9115	5.92253
1824	0.912	5.91806
1825	0.9125	5.91358
1826	0.913	5.9091
1827	0.9135	5.90462
1828	0.914	5.90014
1829	0.9145	5.89565
1830	0.915	5.89117
1831	0.9155	5.88668
1832	0.916	5.88218
1833	0.9165	5.87769
1834	0.917	5.87319
1835	0.9175	5.86869
1836	0.918	5.86419
1837	0.9185	5.85968
1838	0.919	5.85517
1839	0.9195	5.85066
1840	0.92	5.84615
1841	0.9205	5.84164
1842	0.921	5.83712
1843	0.9215	5.8326
1844	0.922	5.82808
1845	0.9225	5.82355
1846	0.923	5.81902
1847	0.9235	5.81449
1848	0.924	5.80996
1849	0.9245	5.80543
1850	0.925	5.80089
1851	0.9255	5.79635
1852	0.926	5.79181
1853	0.9265	5.78726
1854	0.927	5.78272
1855	0.9275	5.77817
1856	0.928	5.77362
1857	0.9285	5.76906
1858	0.929	5.7645
1859	0.9295	5.75995
1860	0.93	5.75538
1861	0.9305	5.75082
1862	0.931	5.74625
1863	0.9315	5.74168
1864	0.932	5.73711
1865	0.9325	5.73254
1866	0.933	5.72796
1867	0.9335	5.72338
1868	0.934	5.7188
1869	0.9345	5.71422
1870	0.935	5.70963
1871	0.9355	5.70504
1872	0.936	5.70045
1873	0.9365	5.69586
1874	0.937	5.69126
1875	0.9375	5.68667
1876	0.938	5.68206
1877	0.9385	5.67746
1878	0.939	5.67285
1879	0.9395	5.66825
1880	0.94	5.66364
1881	0.9405	5.65902
1882	0.941	5.65441
1883	0.9415	5.64979
1884	0.942	5.64517
1885	0.9425	5.64055
1886	0.943	5.63592
1887	0.9435	5.63129
1888	0.944	5.62666
1889	0.9445	5.62203
1890	0.945	5.61739
1891	0.9455	5.61276
1892	0.946	5.60812
1893	0.9465	5.60347
1894	0.947	5.59883
1895	0.9475	5.59418
1896	0.948	5.58953
1897	0.9485	5.58488
1898	0.949	5.58022
1899	0.9495	5.57557
1900	0.95	5.57091
1901	0.9505	5.56624
1902	0.951	5.56158
1903	0.9515	5.55691
1904	0.952	5.55224
1905	0.9525	5.54757
1906	0.953	5.5429
1907	0.9535	5.53822
1908	0.954	5.53354
1909	0.9545	5.52886
1910	0.955	5.52417
1911	0.9555	5.51949
1912	0.956	5.5148
1913	0.9565	5.51011
1914	0.957	5.50541
1915	0.9575	5.50072
1916	0.958	5.49602
1917	0.9585	5.49132
1918	0.959	5.48661
1919	0.9595	5.48191
1920	0.96	5.4772
1921	0.9605	5.47249
1922	0.961	5.46777
1923	0.9615	5.46306
1924	0.962	5.45834
1925	0.9625	5.45362
1926	0.963	5.44889
1927	0.9635	5.44417
1928	0.964	5.43944
1929	0.9645	5.43471
1930	0.965	5.42997
1931	0.9655	5.42524
1932	0.966	5.4205
1933	0.9665	5.41576
1934	0.967	5.41102
1935	0.9675	5.40627
1936	0.968	5.40152
1937	0.9685	5.39677
1938	0.969	5.39202
1939	0.9695	5.38726
1940	0.97	5.38251
1941	0.9705	5.37775
1942	0.971	5.37298
1943	0.9715	5.36822
1944	0.972	5.36345
1945	0.9725	5.35868
1946	0.973	5.35391
1947	0.9735	5.34913
1948	0.974	5.34435
1949	0.9745	5.33957
1950	0.975	5.33479
1951	0.9755	5.33001
1952	0.976	5.32522
1953	0.9765	5.32043
1954	0.977	5.31564
1955	0.9775	5.31084
1956	0.978	5.30605
1957	0.9785	5.30125
1958	0.979	5.29645
1959	0.9795	5.29164
1960	0.98	5.28683
1961	0.9805	5.28202
1962	0.981	5.27721
1963	0.9815	5.2724
1964	0.982	5.26758
1965	0.9825	5.26276
1966	0.983	5.25794
1967	0.9835	5.25312
1968	0.984	5.24829
1969	0.9845	5.24346
1970	0.985	5.23863
1971	0.9855	5.2338
1972	0.986	5.22896
1973	0.9865	5.22412
1974	0.987	5.21928
1975	0.9875	5.21444
1976	0.988	5.20959
1977	0.9885	5.20474
1978	0.989	5.19989
1979	0.9895	5.19504
1980	0.99	5.19018
1981	0.9905	5.18532
1982	0.991	5.18046
1983	0.9915	5.1756
1984	0.992	5.17073
1985	0.9925	5.16586
1986	0.993	5.16099
1987	0.9935	5.15612
1988	0.994	5.15125
1989	0.9945	5.14637
1990	0.995	5.14149
1991	0.9955	5.1366
1992	0.996	5.13172
1993	0.9965	5.12683
1994	0.997	5.12194
1995	0.9975	5.11705
1996	0.998	5.11215
1997	0.9985	5.10725
1998	0.999	5.10235
1999	0.9995	5.09745
2000	1	5.09255
2001	1.0005	5.08764
2002	1.001	5.08273
2003	1.0015	5.07782
2004	1.002	5.0729
2005	1.0025	5.06799
2006	1.003	5.06307
2007	1.0035	5.05814
2008	1.004	5.05322
2009	1.0045	5.04829
2010	1.005	5.04336
2011	1.0055	5.03843
2012	1.006	5.0335
2013	1.0065	5.02856
2014	1.007	5.02362
2015	1.0075	5.01868
2016	1.008	5.01373
2017	1.0085	5.00879
2018	1.009	5.00384
2019	1.0095	4.99889
2020	1.01	4.99393
2021	1.0105	4.98898
2022	1.011	4.98402
2023	1.0115	4.97905
2024	1.012	4.97409
2025	1.0125	4.96912
2026	1.013	4.96416
2027	1.0135	4.95918
2028	1.014	4.95421
2029	1.0145	4.94923
2030	1.015	4.94426
2031	1.0155	4.93928
2032	1.016	4.93429
2033	1.0165	4.92931
2034	1.017	4.92432
2035	1.0175	4.91933
2036	1.018	4.91433
2037	1.0185	4.90934
2038	1.019	4.90434
2039	1.0195	4.89934
2040	1.02	4.89434
2041	1.0205	4.88933
2042	1.021	4.88432
2043	1.0215	4.87931
2044	1.022	4.8743
2045	1.0225	4.86928
2046	1.023	4.86427
2047	1.0235	4.85925
2048	1.024	4.85422
2049	1.0245	4.8492
2050	1.025	4.84417
2051	1.0255	4.83914
2052	1.026	4.83411
2053	1.0265	4.82907
2054	1.027	4.82403
2055	1.0275	4.81899
2056	1.028	4.81395
2057	1.0285	4.80891
2058	1.029	4.80386
2059	1.0295	4.79881
2060	1.03	4.79376
2061	1.0305	4.7887
2062	1.031	4.78365
2063	1.0315	4.77859
2064	1.032	4.77353
2065	1.0325	4.76846
2066	1.033	4.76339
2067	1.0335	4.75833
2068	1.034	4.75325
2069	1.0345	4.74818
2070	1.035	4.7431
2071	1.0355	4.73802
2072	1.036	4.73294
2073	1.0365	4.72786
2074	1.037	4.72277
2075	1.0375	4.71768
2076	1.038	4.71259
2077	1.0385	4.7075
2078	1.039	4.7024
2079	1.0395	4.6973
2080	1.04	4.6922
2081	1.0405	4.6871
2082	1.041	4.68199
2083	1.0415	4.67688
2084	1.042	4.67177
2085	1.0425	4.66666
2086	1.043	4.66154
2087	1.0435	4.65642
2088	1.044	4.6513
2089	1.0445	4.64618
2090	1.045	4.64105
2091	1.0455	4.63593
2092	1.046	4.6308
2093	1.0465	4.62566
2094	1.047	4.62053
2095	1.0475	4.61539
2096	1.048	4.61025
2097	1.0485	4.6051
2098	1.049	4.59996
2099	1.0495	4.59481
2100	1.05	4.58966
2101	1.0505	4.58451
2102	1.051	4.57935
2103	1.0515	4.5742
2104	1.052	4.56904
2105	1.0525	4.56387
2106	1.053	4.55871
2107	1.0535	4.55354
2108	1.054	4.54837
2109	1.0545	4.5432
2110	1.055	4.53802
2111	1.0555	4.53285
2112	1.056	4.52767
2113	1.0565	4.52249
2114	1.057	4.5173
2115	1.0575	4.51211
2116	1.058	4.50692
2117	1.0585	4.50173
2118	1.059	4.49654
2119	1.0595	4.49134
2120	1.06	4.48614
2121	1.0605	4.48094
2122	1.061	4.47574
2123	1.0615	4.47053
2124	1.062	4.46532
2125	1.0625	4.46011
2126	1.063	4.45489
2127	1.0635	4.44968
2128	1.064	4.44446
2129	1.0645	4.43924
2130	1.065	4.43401
2131	1.0655	4.42879
2132	1.066	4.42356
2133	1.0665	4.41833
2134	1.067	4.41309
2135	1.0675	4.40786
2136	1.068	4.40262
2137	1.0685	4.39738
2138	1.069	4.39213
2139	1.0695	4.38689
2140	1.07	4.38164
2141	1.0705	4.37639
2142	1.071	4.37114
2143	1.0715	4.36588
2144	1.072	4.36062
2145	1.0725	4.35536
2146	1.073	4.3501
2147	1.0735	4.34483
2148	1.074	4.33957
2149	1.0745	4.33429
2150	1.075	4.32902
2151	1.0755	4.32375
2152	1.076	4.31847
2153	1.0765	4.31319
2154	1.077	4.30791
2155	1.0775	4.30262
2156	1.078	4.29733
2157	1.0785	4.29204
2158	1.079	4.28675
2159	1.0795	4.28146
2160	1.08	4.27616
2161	1.0805	4.27086
2162	1.081	4.26556
2163	1.0815	4.26025
2164	1.082	4.25494
2165	1.0825	4.24963
2166	1.083	4.24432
2167	1.0835	4.23901
2168	1.084	4.23369
2169	1.0845	4.22837
2170	1.085	4.22305
2171	1.0855	4.21773
2172	1.086	4.2124
2173	1.0865	4.20707
2174	1.087	4.20174
2175	1.0875	4.1964
2176	1.088	4.19107
2177	1.0885	4.18573
2178	1.089	4.18039
2179	1.0895	4.17504
2180	1.09	4.1697
2181	1.0905	4.16435
2182	1.091	4.159
2183	1.0915	4.15364
2184	1.092	4.14828
2185	1.0925	4.14293
2186	1.093	4.13757
2187	1.0935	4.1322
2188	1.094	4.12684
2189	1.0945	4.12147
2190	1.095	4.1161
2191	1.0955	4.11072
2192	1.096	4.10535
2193	1.0965	4.09997
2194	1.097	4.09459
2195	1.0975	4.0892
2196	1.098	4.08382
2197	1.0985	4.07843
2198	1.099	4.07304
2199	1.0995	4.06765
2200	1.1	4.06225
2201	1.1005	4.05685
2202	1.101	4.05145
2203	1.1015	4.04605
2204	1.102	4.04065
2205	1.1025	4.03524
2206	1.103	4.02983
2207	1.1035	4.02441
2208	1.104	4.019
2209	1.1045	4.01358
2210	1.105	4.00816
2211	1.1055	4.00274
2212	1.106	3.99731
2213	1.1065	3.99189
2214	1.107	3.98646
2215	1.1075	3.98102
2216	1.108	3.97559
2217	1.1085	3.97015
2218	1.109	3.96471
2219	1.1095	3.95927
2220	1.11	3.95383
2221	1.1105	3.94838
2222	1.111	3.94293
2223	1.1115	3.93748
2224	1.112	3.93202
2225	1.1125	3.92657
2226	1.113	3.92111
2227	1.1135	3.91565
2228	1.114	3.91018
2229	1.1145	3.90472
2230	1.115	3.89925
2231	1.1155	3.89377
2232	1.116	3.8883
2233	1.1165	3.88282
2234	1.117	3.87735
2235	1.1175	3.87186
2236	1.118	3.86638
2237	1.1185	3.86089
2238	1.119	3.85541
2239	1.1195	3.84991
2240	1.12	3.84442
2241	1.1205	3.83892
2242	1.121	3.83343
2243	1.1215	3.82792
2244	1.122	3.82242
2245	1.1225	3.81692
2246	1.123	3.81141
2247	1.1235	3.8059
2248	1.124	3.80038
2249	1.1245	3.79487
2250	1.125	3.78935
2251	1.1255	3.78383
2252	1.126	3.77831
2253	1.1265	3.77278
2254	1.127	3.76725
2255	1.1275	3.76172
2256	1.128	3.75619
2257	1.1285	3.75065
2258	1.129	3.74512
2259	1.1295	3.73958
2260	1.13	3.73403
2261	1.1305	3.72849
2262	1.131	3.72294
2263	1.1315	3.71739
2264	1.132	3.71184
2265	1.1325	3.70628
2266	1.133	3.70073
2267	1.1335	3.69517
2268	1.134	3.6896
2269	1.1345	3.68404
2270	1.135	3.67847
2271	1.1355	3.6729
2272	1.136	3.66733
2273	1.1365	3.66176
2274	1.137	3.65618
2275	1.1375	3.6506
2276	1.138	3.64502
2277	1.1385	3.63943
2278	1.139	3.63385
2279	1.1395	3.62826
2280	1.14	3.62267
2281	1.1405	3.61707
2282	1.141	3.61147
2283	1.1415	3.60588
2284	1.142	3.60027
2285	1.1425	3.59467
2286	1.143	3.58906
2287	1.1435	3.58345
2288	1.144	3.57784
2289	1.1445	3.57223
2290	1.145	3.56661
2291	1.1455	3.56099
2292	1.146	3.55537
2293	1.1465	3.54975
2294	1.147	3.54412
2295	1.1475	3.5385
