Time	ConeX	ConeY	ConeZ	
0	0	-0.2	0	
0.001	-0.0001067894	-0.2000066	-1.192093E-07	
0.002	-0.0003183183	-0.2000175	-5.39422E-07	
0.003	-0.0005899674	-0.2000308	-1.41561E-06	
0.004	-0.0009004337	-0.2000456	-2.920628E-06	
0.005	-0.001238769	-0.2000608	-5.170703E-06	
0.006	-0.001598642	-0.2000758	-8.246303E-06	
0.007	-0.001975829	-0.2000903	-1.219511E-05	
0.008	-0.002367126	-0.2001038	-1.705289E-05	
0.009000001	-0.002769887	-0.2001162	-2.281964E-05	
0.01	-0.003181842	-0.2001272	-2.949536E-05	
0.011	-0.003601011	-0.2001367	-3.706217E-05	
0.012	-0.004025673	-0.2001448	-4.550517E-05	
0.013	-0.004454351	-0.2001512	-5.478561E-05	
0.014	-0.004885785	-0.2001561	-6.486475E-05	
0.015	-0.005318924	-0.2001595	-7.570982E-05	
0.016	-0.005752902	-0.2001612	-8.725822E-05	
0.017	-0.006187027	-0.2001615	-9.946823E-05	
0.018	-0.006620746	-0.2001603	-0.0001122773	
0.019	-0.007053641	-0.2001575	-0.0001256317	
0.02	-0.007485397	-0.2001534	-0.0001394659	
0.021	-0.007915797	-0.2001477	-0.0001537383	
0.022	-0.008344694	-0.2001408	-0.0001683712	
0.023	-0.008772005	-0.2001325	-0.0001833022	
0.024	-0.0091977	-0.2001228	-0.0001984865	
0.025	-0.009621776	-0.2001119	-0.0002138376	
0.026	-0.01004427	-0.2000997	-0.0002293199	
0.027	-0.01046523	-0.2000863	-0.0002448648	
0.028	-0.01088472	-0.2000717	-0.0002604097	
0.029	-0.01130283	-0.200056	-0.0002759039	
0.03	-0.01171963	-0.200039	-0.0002913028	
0.031	-0.0121352	-0.2000209	-0.0003065348	
0.032	-0.01254963	-0.2000017	-0.0003215701	
0.033	-0.012963	-0.1999814	-0.0003363401	
0.034	-0.01337538	-0.1999601	-0.0003508121	
0.035	-0.01378684	-0.1999376	-0.0003649354	
0.036	-0.01419745	-0.1999141	-0.0003786802	
0.037	-0.01460728	-0.1998895	-0.0003919899	
0.038	-0.01501637	-0.1998639	-0.0004048347	
0.039	-0.01542478	-0.1998373	-0.0004171818	
0.04	-0.01583256	-0.1998097	-0.0004289985	
0.041	-0.01623975	-0.1997811	-0.0004402608	
0.042	-0.01664638	-0.1997515	-0.0004509419	
0.043	-0.01705249	-0.1997209	-0.0004610092	
0.044	-0.01745811	-0.1996893	-0.0004704505	
0.045	-0.01786326	-0.1996568	-0.0004792422	
0.046	-0.01826798	-0.1996233	-0.0004873693	
0.047	-0.01867227	-0.1995889	-0.0004948199	
0.048	-0.01907617	-0.1995535	-0.0005015791	
0.049	-0.0194797	-0.1995172	-0.0005076439	
0.05	-0.01988285	-0.19948	-0.0005130083	
0.051	-0.02028566	-0.1994418	-0.0005176753	
0.052	-0.02068814	-0.1994028	-0.000521636	
0.053	-0.02109029	-0.1993628	-0.0005248964	
0.054	-0.02149213	-0.199322	-0.0005274534	
0.055	-0.02189367	-0.1992802	-0.000529328	
0.056	-0.02229492	-0.1992375	-0.0005305111	
0.057	-0.02269589	-0.199194	-0.0005310297	
0.058	-0.02309659	-0.1991496	-0.0005308986	
0.059	-0.02349702	-0.1991043	-0.0005301207	
0.06	-0.02389719	-0.1990581	-0.0005287141	
0.061	-0.02429712	-0.199011	-0.0005266964	
0.062	-0.0246968	-0.1989631	-0.0005240977	
0.063	-0.02509624	-0.1989144	-0.0005209357	
0.064	-0.02549545	-0.1988647	-0.0005172312	
0.06500001	-0.02589443	-0.1988143	-0.0005130052	
0.066	-0.02629319	-0.1987629	-0.0005082756	
0.067	-0.02669173	-0.1987107	-0.000503093	
0.068	-0.02709006	-0.1986576	-0.0004974664	
0.06900001	-0.02748818	-0.1986037	-0.0004914314	
0.07	-0.02788609	-0.198549	-0.0004850119	
0.071	-0.0282838	-0.1984934	-0.0004782379	
0.072	-0.02868131	-0.198437	-0.0004711449	
0.07300001	-0.02907863	-0.1983798	-0.0004637539	
0.074	-0.02947575	-0.1983217	-0.0004561067	
0.075	-0.02987268	-0.1982628	-0.0004482269	
0.07600001	-0.03026942	-0.1982031	-0.0004401475	
0.07700001	-0.03066598	-0.1981425	-0.0004318923	
0.078	-0.03106235	-0.1980811	-0.0004235029	
0.079	-0.03145853	-0.198019	-0.0004150003	
0.08000001	-0.03185454	-0.197956	-0.0004064202	
0.081	-0.03225037	-0.1978921	-0.0003977984	
0.082	-0.03264602	-0.1978274	-0.0003891468	
0.083	-0.03304148	-0.197762	-0.0003805071	
0.08400001	-0.03343677	-0.1976957	-0.0003719062	
0.085	-0.03383189	-0.1976286	-0.0003633738	
0.086	-0.03422683	-0.1975607	-0.0003549218	
0.087	-0.03462159	-0.197492	-0.0003465891	
0.08800001	-0.03501618	-0.1974225	-0.0003383964	
0.089	-0.03541059	-0.1973522	-0.0003303617	
0.09	-0.03580483	-0.197281	-0.0003225207	
0.09100001	-0.0361989	-0.1972091	-0.0003148794	
0.09200001	-0.0365928	-0.1971364	-0.0003074616	
0.093	-0.03698652	-0.1970629	-0.0003002882	
0.094	-0.03738007	-0.1969886	-0.0002933771	
0.09500001	-0.03777344	-0.1969135	-0.000286749	
0.096	-0.03816664	-0.1968376	-0.0002804101	
0.097	-0.03855966	-0.1967608	-0.0002743751	
0.098	-0.03895251	-0.1966834	-0.000268665	
0.09900001	-0.03934519	-0.1966051	-0.0002632767	
0.1	-0.03973769	-0.196526	-0.0002582312	
0.101	-0.04013001	-0.1964461	-0.0002535373	
0.102	-0.04052216	-0.1963655	-0.0002491892	
0.103	-0.04091413	-0.1962841	-0.0002452046	
0.104	-0.04130593	-0.1962019	-0.0002415836	
0.105	-0.04169754	-0.1961189	-0.0002383292	
0.106	-0.04208897	-0.1960351	-0.0002354443	
0.107	-0.04248023	-0.1959505	-0.0002329201	
0.108	-0.0428713	-0.1958652	-0.0002307713	
0.109	-0.04326219	-0.195779	-0.0002289832	
0.11	-0.0436529	-0.1956921	-0.0002275586	
0.111	-0.04404342	-0.1956045	-0.0002264887	
0.112	-0.04443376	-0.195516	-0.0002257735	
0.113	-0.04482392	-0.1954267	-0.0002254039	
