Time	ConeX	ConeY	ConeZ	
0	0	-0.2	0	
0.001	-0.0003701749	-0.2000009	1.251698E-06	
0.002	-0.0007664197	-0.200001	3.236532E-06	
0.003	-0.001167128	-0.2000004	5.51045E-06	
0.004	-0.001568584	-0.1999989	7.787347E-06	
0.005	-0.001970104	-0.1999966	9.912253E-06	
0.006	-0.002371559	-0.1999934	1.181066E-05	
0.007	-0.002772931	-0.1999893	1.344383E-05	
0.008	-0.003174218	-0.1999844	1.481473E-05	
0.009000001	-0.003575422	-0.1999786	1.595318E-05	
0.01	-0.003976549	-0.199972	1.688004E-05	
0.011	-0.004377597	-0.1999645	1.762211E-05	
0.012	-0.004778572	-0.1999562	1.820922E-05	
0.013	-0.005179474	-0.1999471	1.868308E-05	
0.014	-0.005580304	-0.1999371	1.905561E-05	
0.015	-0.005981063	-0.1999263	1.934171E-05	
0.016	-0.006381752	-0.1999146	1.956522E-05	
0.017	-0.006782375	-0.1999021	1.973808E-05	
0.018	-0.007182931	-0.1998888	1.986623E-05	
0.019	-0.007583418	-0.1998746	1.995862E-05	
0.02	-0.00798384	-0.1998596	2.004802E-05	
0.021	-0.008384193	-0.1998438	2.011061E-05	
0.022	-0.00878448	-0.1998272	2.015233E-05	
0.023	-0.009184701	-0.1998097	2.018809E-05	
0.024	-0.009584855	-0.1997914	2.020896E-05	
0.025	-0.009984943	-0.1997723	2.022684E-05	
0.026	-0.01038496	-0.1997523	2.024174E-05	
0.027	-0.01078492	-0.1997316	2.025366E-05	
0.028	-0.0111848	-0.19971	2.02626E-05	
0.029	-0.01158462	-0.1996876	2.025962E-05	
0.03	-0.01198438	-0.1996644	2.02626E-05	
0.031	-0.01238406	-0.1996404	2.025962E-05	
0.032	-0.01278367	-0.1996155	2.026558E-05	
0.033	-0.01318322	-0.1995899	2.025962E-05	
0.034	-0.01358269	-0.1995634	2.025962E-05	
0.035	-0.01398209	-0.1995361	2.025664E-05	
0.036	-0.01438142	-0.1995081	2.025962E-05	
0.037	-0.01478068	-0.1994792	2.025366E-05	
0.038	-0.01517986	-0.1994494	2.025366E-05	
0.039	-0.01557897	-0.1994189	2.024472E-05	
0.04	-0.015978	-0.1993876	2.024472E-05	
0.041	-0.01637696	-0.1993555	2.023578E-05	
0.042	-0.01677584	-0.1993225	2.02328E-05	
0.043	-0.01717464	-0.1992888	2.022684E-05	
0.044	-0.01757336	-0.1992542	2.022088E-05	
0.045	-0.017972	-0.1992189	2.021491E-05	
0.046	-0.01837056	-0.1991827	2.020597E-05	
0.047	-0.01876903	-0.1991457	2.020597E-05	
0.048	-0.01916743	-0.199108	2.020001E-05	
0.049	-0.01956573	-0.1990694	2.019405E-05	
0.05	-0.01996395	-0.19903	2.018511E-05	
0.051	-0.02036208	-0.1989898	2.018213E-05	
0.052	-0.02076012	-0.1989488	2.017915E-05	
0.053	-0.02115808	-0.198907	2.017021E-05	
0.054	-0.02155594	-0.1988644	2.017021E-05	
0.055	-0.02195371	-0.1988211	2.016127E-05	
0.056	-0.02235139	-0.1987769	2.015829E-05	
0.057	-0.02274897	-0.1987319	2.014935E-05	
0.058	-0.02314645	-0.1986861	2.014041E-05	
0.059	-0.02354384	-0.1986395	2.013445E-05	
0.06	-0.02394113	-0.1985921	2.013147E-05	
0.061	-0.02433831	-0.1985439	2.012849E-05	
0.062	-0.0247354	-0.1984949	2.013147E-05	
0.063	-0.02513238	-0.1984452	2.012551E-05	
0.064	-0.02552926	-0.1983946	2.011955E-05	
0.06500001	-0.02592603	-0.1983432	2.011359E-05	
0.066	-0.02632269	-0.198291	2.011359E-05	
0.067	-0.02671925	-0.1982381	2.010763E-05	
0.068	-0.02711569	-0.1981843	2.009571E-05	
0.06900001	-0.02751203	-0.1981298	2.008975E-05	
0.07	-0.02790825	-0.1980744	2.00808E-05	
0.071	-0.02830435	-0.1980183	2.007782E-05	
0.072	-0.02870034	-0.1979613	2.007186E-05	
0.07300001	-0.02909622	-0.1979036	2.00659E-05	
0.074	-0.02949197	-0.197845	2.005696E-05	
0.075	-0.0298876	-0.1977857	2.005398E-05	
0.07600001	-0.03028311	-0.1977256	2.0051E-05	
0.07700001	-0.0306785	-0.1976647	2.004206E-05	
0.078	-0.03107376	-0.197603	2.00361E-05	
0.079	-0.0314689	-0.1975405	2.003014E-05	
0.08000001	-0.03186391	-0.1974772	2.002716E-05	
0.081	-0.03225879	-0.1974131	2.001822E-05	
0.082	-0.03265354	-0.1973483	2.000928E-05	
0.083	-0.03304816	-0.1972826	2.00063E-05	
0.08400001	-0.03344264	-0.1972162	2.000034E-05	
0.085	-0.03383699	-0.1971489	1.998842E-05	
0.086	-0.0342312	-0.1970809	1.997948E-05	
0.087	-0.03462527	-0.1970121	1.997352E-05	
0.08800001	-0.0350192	-0.1969425	1.996756E-05	
0.089	-0.035413	-0.1968721	1.996458E-05	
0.09	-0.03580664	-0.1968009	1.995265E-05	
0.09100001	-0.03620015	-0.1967289	1.994968E-05	
0.09200001	-0.03659351	-0.1966562	1.993775E-05	
0.093	-0.03698673	-0.1965826	1.993179E-05	
0.094	-0.03737979	-0.1965083	1.993179E-05	
0.09500001	-0.0377727	-0.1964332	1.992583E-05	
0.096	-0.03816546	-0.1963573	1.991689E-05	
0.097	-0.03855807	-0.1962806	1.991093E-05	
0.098	-0.03895052	-0.1962031	1.990497E-05	
0.09900001	-0.03934282	-0.1961249	1.989603E-05	
0.1	-0.03973496	-0.1960458	1.989007E-05	
0.101	-0.04012693	-0.195966	1.988709E-05	
0.102	-0.04051875	-0.1958853	1.987815E-05	
0.103	-0.0409104	-0.1958039	1.986921E-05	
0.104	-0.04130189	-0.1957218	1.985729E-05	
0.105	-0.04169322	-0.1956388	1.985133E-05	
0.106	-0.04208438	-0.195555	1.983941E-05	
0.107	-0.04247537	-0.1954705	1.983047E-05	
0.108	-0.04286619	-0.1953852	1.982451E-05	
0.109	-0.04325683	-0.1952991	1.98096E-05	
0.11	-0.04364731	-0.1952122	1.98096E-05	
0.111	-0.04403761	-0.1951246	1.979172E-05	
0.112	-0.04442773	-0.1950361	1.978576E-05	
0.113	-0.04481767	-0.1949469	1.97798E-05	
0.114	-0.04520744	-0.1948569	1.977086E-05	
0.115	-0.04559702	-0.1947661	1.97649E-05	
0.116	-0.04598642	-0.1946746	1.975596E-05	
0.117	-0.04637563	-0.1945822	1.974702E-05	
0.118	-0.04676467	-0.1944891	1.974106E-05	
0.119	-0.04715351	-0.1943952	1.973212E-05	
0.12	-0.04754216	-0.1943005	1.972616E-05	
0.121	-0.04793063	-0.1942051	1.970828E-05	
0.122	-0.0483189	-0.1941089	1.97053E-05	
0.123	-0.04870697	-0.1940119	1.969337E-05	
0.124	-0.04909486	-0.1939141	1.968145E-05	
0.125	-0.04948255	-0.1938155	1.967251E-05	
0.126	-0.04987004	-0.1937162	1.965463E-05	
0.127	-0.05025733	-0.1936161	1.964867E-05	
0.128	-0.05064442	-0.1935152	1.963675E-05	
0.129	-0.0510313	-0.1934135	1.963079E-05	
0.13	-0.05141798	-0.1933111	1.961887E-05	
0.131	-0.05180445	-0.1932079	1.960993E-05	
0.132	-0.05219072	-0.1931039	1.959801E-05	
0.133	-0.05257678	-0.1929992	1.958609E-05	
0.134	-0.05296263	-0.1928937	1.957715E-05	
0.135	-0.05334826	-0.1927874	1.956225E-05	
0.136	-0.05373369	-0.1926803	1.95533E-05	
0.137	-0.0541189	-0.1925725	1.95384E-05	
0.138	-0.05450388	-0.1924639	1.952648E-05	
0.139	-0.05488865	-0.1923545	1.95235E-05	
0.14	-0.05527321	-0.1922444	1.950264E-05	
0.141	-0.05565754	-0.1921335	1.94937E-05	
0.142	-0.05604165	-0.1920218	1.948774E-05	
0.143	-0.05642554	-0.1919093	1.947582E-05	
0.144	-0.05680919	-0.1917961	1.946986E-05	
0.145	-0.05719262	-0.1916821	1.946092E-05	
0.146	-0.05757583	-0.1915674	1.944304E-05	
0.147	-0.05795881	-0.1914518	1.94341E-05	
0.148	-0.05834155	-0.1913356	1.942217E-05	
0.149	-0.05872406	-0.1912185	1.941323E-05	
0.15	-0.05910633	-0.1911007	1.940429E-05	
0.151	-0.05948836	-0.1909821	1.939237E-05	
0.152	-0.05987016	-0.1908628	1.937747E-05	
0.153	-0.06025172	-0.1907427	1.936853E-05	
0.154	-0.06063304	-0.1906218	1.936257E-05	
0.155	-0.06101412	-0.1905002	1.934171E-05	
0.156	-0.06139495	-0.1903778	1.933277E-05	
0.157	-0.06177554	-0.1902547	1.932979E-05	
0.158	-0.06215588	-0.1901307	1.930893E-05	
0.159	-0.06253596	-0.1900061	1.930296E-05	
0.16	-0.06291581	-0.1898806	1.929402E-05	
0.161	-0.06329539	-0.1897545	1.92821E-05	
0.162	-0.06367473	-0.1896275	1.927018E-05	
0.163	-0.0640538	-0.1894998	1.925826E-05	
0.164	-0.06443263	-0.1893713	1.92523E-05	
0.165	-0.0648112	-0.1892421	1.92374E-05	
0.166	-0.0651895	-0.1891121	1.922548E-05	
0.167	-0.06556755	-0.1889814	1.921654E-05	
0.168	-0.06594533	-0.1888499	1.920164E-05	
0.169	-0.06632285	-0.1887176	1.918972E-05	
