Time	LeftOdor	RightOdor	ROS	LOS	LO	RO	OS	
2.224	290.6557	326.0521	326.0521	290.6557	0.8432703	0.9445515	0	
2.225	290.7278	326.1025	326.1025	290.7278	0.8438485	0.9452266	0	
2.226	290.799	326.1517	326.1517	290.799	0.8438485	0.9452266	0	
2.227	290.8695	326.1996	326.1996	290.8695	0.8444237	0.945894	0	
2.228	290.9392	326.2462	326.2462	290.9392	0.8444237	0.945894	0	
2.229	291.0081	326.2915	326.2915	291.0081	0.8449957	0.9465536	0	
2.23	291.0762	326.3354	326.3354	291.0762	0.8449957	0.9465536	0	
2.231	291.1433	326.3781	326.3781	291.1433	0.8455644	0.9472052	0	
2.232	291.2097	326.4194	326.4194	291.2097	0.8455644	0.9472052	0	
2.233	291.2753	326.4594	326.4594	291.2753	0.8461296	0.9478486	0	
2.234	291.3401	326.498	326.498	291.3401	0.8461296	0.9478486	0	
2.235	291.4039	326.5354	326.5354	291.4039	0.8466912	0.9484838	0	
2.236	291.467	326.5714	326.5714	291.467	0.8466912	0.9484838	0	
2.237	291.5291	326.6061	326.6061	291.5291	0.8472491	0.9491104	0	
2.238	291.5905	326.6394	326.6394	291.5905	0.8472491	0.9491104	0	
2.239	291.6509	326.6714	326.6714	291.6509	0.8478032	0.9497285	0	
2.24	291.7106	326.702	326.702	291.7106	0.8478032	0.9497285	0	
2.241	291.7693	326.7314	326.7314	291.7693	0.8483533	0.9503379	0	
2.242	291.8272	326.7593	326.7593	291.8272	0.8483533	0.9503379	0	
2.243	291.8842	326.7858	326.7858	291.8842	0.8488992	0.9509382	0	
2.244	291.9404	326.8111	326.8111	291.9404	0.8488992	0.9509382	0	
2.245	291.9956	326.8349	326.8349	291.9956	0.849441	0.9515296	0	
2.246	292.05	326.8574	326.8574	292.05	0.849441	0.9515296	0	
2.247	292.1033	326.8785	326.8785	292.1033	0.8499784	0.9521117	0	
2.248	292.1559	326.8982	326.8982	292.1559	0.8499784	0.9521117	0	
2.249	292.2075	326.9166	326.9166	292.2075	0.8505113	0.9526844	0	
2.25	292.2583	326.9336	326.9336	292.2583	0.8505113	0.9526844	0	
2.251	292.308	326.9492	326.9492	292.308	0.8510395	0.9532477	0	
2.252	292.3569	326.9634	326.9634	292.3569	0.8510395	0.9532477	0	
2.253	292.4049	326.9763	326.9763	292.4049	0.851563	0.9538013	0	
2.254	292.452	326.9877	326.9877	292.452	0.851563	0.9538013	0	
2.255	292.498	326.9978	326.9978	292.498	0.8520817	0.9543452	0	
2.256	292.5432	327.0065	327.0065	292.5432	0.8520817	0.9543452	0	
2.257	292.5875	327.0137	327.0137	292.5875	0.8525953	0.954879	0	
2.258	292.6308	327.0195	327.0195	292.6308	0.8525953	0.954879	0	
2.259	292.6731	327.0241	327.0241	292.6731	0.8531038	0.9554029	0	
2.26	292.7146	327.027	327.027	292.7146	0.8531038	0.9554029	0	
2.261	292.755	327.0288	327.0288	292.755	0.853607	0.9559166	0	
2.262	292.7945	327.0291	327.0291	292.7945	0.853607	0.9559166	0	
2.263	292.833	327.0279	327.0279	292.833	0.8541048	0.9564199	0	
2.264	292.8706	327.0254	327.0254	292.8706	0.8541048	0.9564199	0	
2.265	292.9071	327.0213	327.0213	292.9071	0.8545972	0.9569128	0	
2.266	292.9428	327.0159	327.0159	292.9428	0.8545972	0.9569128	0	
2.267	292.9774	327.0092	327.0092	292.9774	0.8550838	0.9573951	0	
2.268	293.0111	327.0009	327.0009	293.0111	0.8550838	0.9573951	0	
2.269	293.0437	326.9913	326.9913	293.0437	0.8555648	0.9578666	0	
2.27	293.0754	326.9801	326.9801	293.0754	0.8555648	0.9578666	0	
2.271	293.1061	326.9677	326.9677	293.1061	0.8560398	0.9583274	0	
2.272	293.1358	326.9537	326.9537	293.1358	0.8560398	0.9583274	0	
2.273	293.1645	326.9384	326.9384	293.1645	0.8565089	0.9587771	0	
2.274	293.1921	326.9216	326.9216	293.1921	0.8565089	0.9587771	0	
2.275	293.2188	326.9034	326.9034	293.2188	0.8569719	0.9592158	0	
2.276	293.2445	326.8837	326.8837	293.2445	0.8569719	0.9592158	0	
2.277	293.2691	326.8626	326.8626	293.2691	0.8574286	0.9596432	0	
2.278	293.2926	326.8401	326.8401	293.2926	0.8574286	0.9596432	0	
2.279	293.3152	326.8162	326.8162	293.3152	0.8578789	0.9600594	0	
2.28	293.3367	326.7907	326.7907	293.3367	0.8578789	0.9600594	0	
2.281	293.3572	326.764	326.764	293.3572	0.8583227	0.960464	0	
2.282	293.3767	326.7357	326.7357	293.3767	0.8583227	0.960464	0	
2.283	293.3952	326.7061	326.7061	293.3952	0.85876	0.9608572	0	
2.284	293.4125	326.675	326.675	293.4125	0.85876	0.9608572	0	
2.285	293.4289	326.6425	326.6425	293.4289	0.8591906	0.9612385	0	
2.286	293.4442	326.6084	326.6084	293.4442	0.8591906	0.9612385	0	
2.287	293.4584	326.5731	326.5731	293.4584	0.8596143	0.9616082	0	
2.288	293.4716	326.5362	326.5362	293.4716	0.8596143	0.9616082	0	
2.289	293.4837	326.4979	326.4979	293.4837	0.860031	0.9619659	0	
2.29	293.4947	326.458	326.458	293.4947	0.860031	0.9619659	0	
2.291	293.5048	326.4169	326.4169	293.5048	0.8604407	0.9623116	0	
2.292	293.5136	326.3743	326.3743	293.5136	0.8604407	0.9623116	0	
2.293	293.5215	326.3303	326.3303	293.5215	0.8608431	0.9626451	0	
2.294	293.5282	326.2847	326.2847	293.5282	0.8608431	0.9626451	0	
2.295	293.5338	326.2378	326.2378	293.5338	0.8612383	0.9629664	0	
2.296	293.5385	326.1894	326.1894	293.5385	0.8612383	0.9629664	0	
2.297	293.542	326.1396	326.1396	293.542	0.861626	0.9632755	0	
2.298	293.5443	326.0883	326.0883	293.5443	0.861626	0.9632755	0	
2.299	293.5456	326.0356	326.0356	293.5456	0.8620062	0.9635721	0	
2.3	293.5458	325.9814	325.9814	293.5458	0.8620062	0.9635721	0	
2.301	293.545	325.9259	325.9259	293.545	0.8623788	0.9638562	0	
2.302	293.543	325.8688	325.8688	293.543	0.8623788	0.9638562	0	
2.303	293.5399	325.8104	325.8104	293.5399	0.8627436	0.9641277	0	
2.304	293.5357	325.7505	325.7505	293.5357	0.8627436	0.9641277	0	
2.305	293.5304	325.6892	325.6892	293.5304	0.8631006	0.9643865	0	
2.306	293.5239	325.6264	325.6264	293.5239	0.8631006	0.9643865	0	
2.307	293.5164	325.5623	325.5623	293.5164	0.8634496	0.9646326	0	
2.308	293.5078	325.4966	325.4966	293.5078	0.8634496	0.9646326	0	
2.309	293.498	325.4295	325.4295	293.498	0.8637905	0.9648657	0	
2.31	293.487	325.3611	325.3611	293.487	0.8637905	0.9648657	0	
2.311	293.475	325.2912	325.2912	293.475	0.8641231	0.9650859	0	
2.312	293.4618	325.2198	325.2198	293.4618	0.8641231	0.9650859	0	
2.313	293.4474	325.1472	325.1472	293.4474	0.8644475	0.965293	0	
2.314	293.4319	325.0729	325.0729	293.4319	0.8644475	0.965293	0	
2.315	293.4154	324.9973	324.9973	293.4154	0.8647635	0.965487	0	
2.316	293.3976	324.9203	324.9203	293.3976	0.8647635	0.965487	0	
2.317	293.3788	324.8419	324.8419	293.3788	0.8650709	0.9656677	0	
2.318	293.3587	324.762	324.762	293.3587	0.8650709	0.9656677	0	
2.319	293.3375	324.6807	324.6807	293.3375	0.8653698	0.9658352	0	
2.32	293.3152	324.598	324.598	293.3152	0.8653698	0.9658352	0	
2.321	293.2917	324.5139	324.5139	293.2917	0.86566	0.9659894	0	
2.322	293.267	324.4283	324.4283	293.267	0.86566	0.9659894	0	
2.323	293.2412	324.3414	324.3414	293.2412	0.8659412	0.96613	0	
2.324	293.2143	324.2531	324.2531	293.2143	0.8659412	0.96613	0	
2.325	293.1861	324.1632	324.1632	293.1861	0.8662135	0.9662572	0	
2.326	293.1568	324.072	324.072	293.1568	0.8662135	0.9662572	0	
2.327	293.1263	323.9794	323.9794	293.1263	0.8664768	0.9663708	0	
2.328	293.0947	323.8854	323.8854	293.0947	0.8664768	0.9663708	0	
2.329	293.0618	323.79	323.79	293.0618	0.8667309	0.9664708	0	
2.33	293.0278	323.6932	323.6932	293.0278	0.8667309	0.9664708	0	
2.331	292.9926	323.5951	323.5951	292.9926	0.8669758	0.9665571	0	
2.332	292.9563	323.4955	323.4955	292.9563	0.8669758	0.9665571	0	
2.333	292.9187	323.3945	323.3945	292.9187	0.8672115	0.9666296	0	
2.334	292.88	323.2921	323.2921	292.88	0.8672115	0.9666296	0	
2.335	292.84	323.1883	323.1883	292.84	0.8674377	0.9666883	0	
2.336	292.799	323.0831	323.0831	292.799	0.8674377	0.9666883	0	
2.337	292.7567	322.9767	322.9767	292.7567	0.8676543	0.9667332	0	
2.338	292.7133	322.8687	322.8687	292.7133	0.8676543	0.9667332	0	
2.339	292.6686	322.7594	322.7594	292.6686	0.8678614	0.9667641	0	
2.34	292.6227	322.6488	322.6488	292.6227	0.8678614	0.9667641	0	
2.341	292.5757	322.5367	322.5367	292.5757	0.8680587	0.966781	0	
2.342	292.5273	322.4234	322.4234	292.5273	0.8680587	0.966781	0	
2.343	292.4778	322.3086	322.3086	292.4778	0.8682462	0.9667839	0	
2.344	292.4272	322.1925	322.1925	292.4272	0.8682462	0.9667839	0	
2.345	292.3753	322.075	322.075	292.3753	0.8684238	0.9667727	0	
2.346	292.3222	321.9561	321.9561	292.3222	0.8684238	0.9667727	0	
2.347	292.2679	321.8359	321.8359	292.2679	0.8685914	0.9667474	0	
2.348	292.2125	321.7143	321.7143	292.2125	0.8685914	0.9667474	0	
2.349	292.1557	321.5915	321.5915	292.1557	0.8687489	0.9667079	0	
2.35	292.0978	321.4672	321.4672	292.0978	0.8687489	0.9667079	0	
2.351	292.0387	321.3416	321.3416	292.0387	0.8688962	0.9666543	0	
2.352	291.9784	321.2147	321.2147	291.9784	0.8688962	0.9666543	0	
2.353	291.9168	321.0864	321.0864	291.9168	0.8690333	0.9665864	0	
2.354	291.8541	320.9568	320.9568	291.8541	0.8690333	0.9665864	0	
2.355	291.7901	320.8259	320.8259	291.7901	0.8691601	0.9665042	0	
2.356	291.7249	320.6936	320.6936	291.7249	0.8691601	0.9665042	0	
2.357	291.6585	320.5601	320.5601	291.6585	0.8692764	0.9664077	0	
2.358	291.5908	320.4252	320.4252	291.5908	0.8692764	0.9664077	0	
2.359	291.5219	320.289	320.289	291.5219	0.8693821	0.9662969	0	
2.36	291.4519	320.1515	320.1515	291.4519	0.8693821	0.9662969	0	
2.361	291.3806	320.0126	320.0126	291.3806	0.8694774	0.9661717	0	
2.362	291.308	319.8725	319.8725	291.308	0.8694774	0.9661717	0	
2.363	291.2343	319.7311	319.7311	291.2343	0.8695619	0.9660322	0	
2.364	291.1593	319.5884	319.5884	291.1593	0.8695619	0.9660322	0	
2.365	291.0831	319.4444	319.4444	291.0831	0.8696356	0.9658782	0	
2.366	291.0056	319.299	319.299	291.0056	0.8696356	0.9658782	0	
2.367	290.927	319.1524	319.1524	290.927	0.8696985	0.9657097	0	
2.368	290.8471	319.0045	319.0045	290.8471	0.8696985	0.9657097	0	
2.369	290.766	318.8553	318.8553	290.766	0.8697505	0.9655268	0	
2.37	290.6836	318.7049	318.7049	290.6836	0.8697505	0.9655268	0	
2.371	290.6001	318.5531	318.5531	290.6001	0.8697915	0.9653295	0	
2.372	290.5153	318.4002	318.4002	290.5153	0.8697915	0.9653295	0	
2.373	290.4292	318.246	318.246	290.4292	0.8698214	0.9651177	0	
2.374	290.3419	318.0905	318.0905	290.3419	0.8698214	0.9651177	0	
2.375	290.2535	317.9337	317.9337	290.2535	0.8698403	0.9648913	0	
2.376	290.1637	317.7757	317.7757	290.1637	0.8698403	0.9648913	0	
2.377	290.0728	317.6164	317.6164	290.0728	0.8698478	0.9646505	0	
2.378	289.9806	317.4559	317.4559	289.9806	0.8698478	0.9646505	0	
2.379	289.8872	317.2942	317.2942	289.8872	0.869844	0.9643951	0	
2.38	289.7926	317.1313	317.1313	289.7926	0.869844	0.9643951	0	
2.381	289.6967	316.9671	316.9671	289.6967	0.869829	0.9641253	0	
2.382	289.5996	316.8017	316.8017	289.5996	0.869829	0.9641253	0	
2.383	289.5012	316.6351	316.6351	289.5012	0.8698025	0.9638408	0	
2.384	289.4016	316.4672	316.4672	289.4016	0.8698025	0.9638408	0	
2.385	289.3008	316.2981	316.2981	289.3008	0.8697644	0.9635419	0	
2.386	289.1988	316.1279	316.1279	289.1988	0.8697644	0.9635419	0	
2.387	289.0956	315.9564	315.9564	289.0956	0.8697149	0.9632285	0	
2.388	288.9911	315.7838	315.7838	288.9911	0.8697149	0.9632285	0	
2.389	288.8853	315.6098	315.6098	288.8853	0.8696538	0.9629005	0	
2.39	288.7784	315.4348	315.4348	288.7784	0.8696538	0.9629005	0	
2.391	288.6702	315.2585	315.2585	288.6702	0.8695809	0.962558	0	
2.392	288.5607	315.0811	315.0811	288.5607	0.8695809	0.962558	0	
2.393	288.4501	314.9024	314.9024	288.4501	0.8694962	0.962201	0	
2.394	288.3382	314.7227	314.7227	288.3382	0.8694962	0.962201	0	
2.395	288.2252	314.5418	314.5418	288.2252	0.8693998	0.9618295	0	
2.396	288.1108	314.3597	314.3597	288.1108	0.8693998	0.9618295	0	
2.397	287.9953	314.1765	314.1765	287.9953	0.8692915	0.9614435	0	
2.398	287.8785	313.9921	313.9921	287.8785	0.8692915	0.9614435	0	
2.399	287.7604	313.8065	313.8065	287.7604	0.8691714	0.961043	0	
2.4	287.6412	313.6199	313.6199	287.6412	0.8691714	0.961043	0	
2.401	287.5208	313.432	313.432	287.5208	0.8690392	0.9606281	0	
2.402	287.3991	313.2431	313.2431	287.3991	0.8690392	0.9606281	0	
2.403	287.2762	313.053	313.053	287.2762	0.868895	0.9601987	0	
2.404	287.1521	312.8618	312.8618	287.1521	0.868895	0.9601987	0	
2.405	287.0268	312.6695	312.6695	287.0268	0.8687387	0.9597549	0	
2.406	286.9001	312.476	312.476	286.9001	0.8687387	0.9597549	0	
2.407	286.7724	312.2815	312.2815	286.7724	0.8685702	0.9592967	0	
2.408	286.6433	312.0858	312.0858	286.6433	0.8685702	0.9592967	0	
2.409	286.5132	311.8891	311.8891	286.5132	0.8683896	0.9588241	0	
2.41	286.3817	311.6912	311.6912	286.3817	0.8683896	0.9588241	0	
2.411	286.2491	311.4922	311.4922	286.2491	0.8681968	0.9583371	0	
2.412	286.1152	311.2923	311.2923	286.1152	0.8681968	0.9583371	0	
2.413	285.9802	311.0911	311.0911	285.9802	0.8679917	0.9578359	0	
2.414	285.8438	310.889	310.889	285.8438	0.8679917	0.9578359	0	
2.415	285.7064	310.6857	310.6857	285.7064	0.8677742	0.9573203	0	
2.416	285.5677	310.4814	310.4814	285.5677	0.8677742	0.9573203	0	
2.417	285.4279	310.276	310.276	285.4279	0.8675444	0.9567904	0	
2.418	285.2867	310.0696	310.0696	285.2867	0.8675444	0.9567904	0	
2.419	285.1444	309.8621	309.8621	285.1444	0.8673022	0.9562463	0	
2.42	285.001	309.6537	309.6537	285.001	0.8673022	0.9562463	0	
2.421	284.8564	309.4441	309.4441	284.8564	0.8670475	0.9556881	0	
2.422	284.7104	309.2336	309.2336	284.7104	0.8670475	0.9556881	0	
2.423	284.5634	309.0219	309.0219	284.5634	0.8667803	0.9551156	0	
2.424	284.4151	308.8093	308.8093	284.4151	0.8667803	0.9551156	0	
2.425	284.2657	308.5956	308.5956	284.2657	0.8665007	0.954529	0	
2.426	284.1151	308.381	308.381	284.1151	0.8665007	0.954529	0	
2.427	283.9632	308.1652	308.1652	283.9632	0.8662084	0.9539284	0	
2.428	283.8102	307.9486	307.9486	283.8102	0.8662084	0.9539284	0	
2.429	283.656	307.7309	307.7309	283.656	0.8659036	0.9533136	0	
2.43	283.5006	307.5122	307.5122	283.5006	0.8659036	0.9533136	0	
2.431	283.3441	307.2926	307.2926	283.3441	0.8655863	0.9526849	0	
2.432	283.1864	307.072	307.072	283.1864	0.8655863	0.9526849	0	
2.433	283.0275	306.8503	306.8503	283.0275	0.8652562	0.9520422	0	
2.434	282.8674	306.6278	306.6278	282.8674	0.8652562	0.9520422	0	
2.435	282.7062	306.4042	306.4042	282.7062	0.8649135	0.9513856	0	
2.436	282.5437	306.1798	306.1798	282.5437	0.8649135	0.9513856	0	
2.437	282.3802	305.9543	305.9543	282.3802	0.864558	0.9507151	0	
2.438	282.2155	305.7279	305.7279	282.2155	0.864558	0.9507151	0	
2.439	282.0496	305.5005	305.5005	282.0496	0.8641898	0.9500308	0	
2.44	281.8825	305.2722	305.2722	281.8825	0.8641898	0.9500308	0	
2.441	281.7144	305.043	305.043	281.7144	0.8638089	0.9493328	0	
2.442	281.545	304.8128	304.8128	281.545	0.8638089	0.9493328	0	
2.443	281.3745	304.5817	304.5817	281.3745	0.8634151	0.948621	0	
2.444	281.2029	304.3497	304.3497	281.2029	0.8634151	0.948621	0	
2.445	281.0301	304.1167	304.1167	281.0301	0.8630086	0.9478956	0	
2.446	280.8562	303.883	303.883	280.8562	0.8630086	0.9478956	0	
2.447	280.6812	303.6481	303.6481	280.6812	0.8625894	0.9471566	0	
2.448	280.5049	303.4126	303.4126	280.5049	0.8625894	0.9471566	0	
2.449	280.3276	303.176	303.176	280.3276	0.8621572	0.946404	0	
2.45	280.1492	302.9386	302.9386	280.1492	0.8621572	0.946404	0	
2.451	279.9696	302.7004	302.7004	279.9696	0.8617122	0.9456379	0	
2.452	279.7889	302.4612	302.4612	279.7889	0.8617122	0.9456379	0	
2.453	279.6072	302.2211	302.2211	279.6072	0.8612544	0.9448585	0	
2.454	279.4242	301.9803	301.9803	279.4242	0.8612544	0.9448585	0	
2.455	279.2402	301.7385	301.7385	279.2402	0.8607838	0.9440656	0	
2.456	279.0551	301.4959	301.4959	279.0551	0.8607838	0.9440656	0	
2.457	278.8688	301.2524	301.2524	278.8688	0.8603002	0.9432595	0	
2.458	278.6815	301.0081	301.0081	278.6815	0.8603002	0.9432595	0	
2.459	278.493	300.763	300.763	278.493	0.8598038	0.94244	0	
2.46	278.3035	300.517	300.517	278.3035	0.8598038	0.94244	0	
2.461	278.1129	300.2701	300.2701	278.1129	0.8592945	0.9416074	0	
2.462	277.9211	300.0226	300.0226	277.9211	0.8592945	0.9416074	0	
2.463	277.7283	299.7741	299.7741	277.7283	0.8587723	0.9407617	0	
2.464	277.5344	299.5248	299.5248	277.5344	0.8587723	0.9407617	0	
2.465	277.3395	299.2747	299.2747	277.3395	0.8582371	0.939903	0	
2.466	277.1434	299.0238	299.0238	277.1434	0.8582371	0.939903	0	
2.467	276.9464	298.7722	298.7722	276.9464	0.8576891	0.9390312	0	
2.468	276.7481	298.5197	298.5197	276.7481	0.8576891	0.9390312	0	
2.469	276.5489	298.2664	298.2664	276.5489	0.8571283	0.9381467	0	
2.47	276.3485	298.0124	298.0124	276.3485	0.8571283	0.9381467	0	
2.471	276.1472	297.7575	297.7575	276.1472	0.8565545	0.9372491	0	
2.472	275.9448	297.5019	297.5019	275.9448	0.8565545	0.9372491	0	
2.473	275.7414	297.2455	297.2455	275.7414	0.8559679	0.9363389	0	
2.474	275.5368	296.9885	296.9885	275.5368	0.8559679	0.9363389	0	
2.475	275.3314	296.7306	296.7306	275.3314	0.8553684	0.9354159	0	
2.476	275.1248	296.472	296.472	275.1248	0.8553684	0.9354159	0	
2.477	274.9174	296.2126	296.2126	274.9174	0.8547561	0.9344804	0	
2.478	274.709	295.9525	295.9525	274.709	0.8547561	0.9344804	0	
2.479	274.4998	295.6917	295.6917	274.4998	0.854131	0.9335322	0	
2.48	274.2896	295.4301	295.4301	274.2896	0.854131	0.9335322	0	
2.481	274.0786	295.1679	295.1679	274.0786	0.8534931	0.9325716	0	
2.482	273.8669	294.9049	294.9049	273.8669	0.8534931	0.9325716	0	
2.483	273.6543	294.6413	294.6413	273.6543	0.8528425	0.9315987	0	
2.484	273.4411	294.377	294.377	273.4411	0.8528425	0.9315987	0	
2.485	273.2272	294.1119	294.1119	273.2272	0.8521792	0.9306134	0	
2.486	273.0126	293.8461	293.8461	273.0126	0.8521792	0.9306134	0	
2.487	272.7975	293.5798	293.5798	272.7975	0.8515035	0.929616	0	
2.488	272.5816	293.3127	293.3127	272.5816	0.8515035	0.929616	0	
2.489	272.3654	293.0451	293.0451	272.3654	0.8508153	0.9286063	0	
2.49	272.1486	292.7768	292.7768	272.1486	0.8508153	0.9286063	0	
2.491	271.9313	292.5078	292.5078	271.9313	0.8501149	0.9275847	0	
2.492	271.7137	292.2384	292.2384	271.7137	0.8501149	0.9275847	0	
2.493	271.4956	291.9682	291.9682	271.4956	0.8494023	0.9265511	0	
2.494	271.2772	291.6974	291.6974	271.2772	0.8494023	0.9265511	0	
2.495	271.0584	291.4261	291.4261	271.0584	0.8486778	0.9255056	0	
2.496	270.8394	291.1544	291.1544	270.8394	0.8486778	0.9255056	0	
2.497	270.6201	290.8819	290.8819	270.6201	0.8479414	0.9244484	0	
2.498	270.4006	290.609	290.609	270.4006	0.8479414	0.9244484	0	
2.499	270.1809	290.3356	290.3356	270.1809	0.8471935	0.9233796	0	
2.5	269.9611	290.0616	290.0616	269.9611	0.8471935	0.9233796	0	
2.501	269.7411	289.7871	289.7871	269.7411	0.846434	0.9222993	0	
2.502	269.5211	289.5122	289.5122	269.5211	0.846434	0.9222993	0	
2.503	269.3011	289.2368	289.2368	269.3011	0.8456634	0.9212074	0	
2.504	269.0809	288.961	288.961	269.0809	0.8456634	0.9212074	0	
2.505	268.8608	288.6847	288.6847	268.8608	0.8448818	0.9201044	0	
2.506	268.6408	288.4079	288.4079	268.6408	0.8448818	0.9201044	0	
2.507	268.4208	288.1308	288.1308	268.4208	0.8440894	0.9189901	0	
2.508	268.2009	287.8533	287.8533	268.2009	0.8440894	0.9189901	0	
2.509	267.9811	287.5754	287.5754	267.9811	0.8432865	0.9178649	0	
2.51	267.7615	287.2971	287.2971	267.7615	0.8432865	0.9178649	0	
2.511	267.5421	287.0184	287.0184	267.5421	0.8424732	0.9167287	0	
2.512	267.323	286.7394	286.7394	267.323	0.8424732	0.9167287	0	
2.513	267.104	286.4601	286.4601	267.104	0.84165	0.9155817	0	
2.514	266.8854	286.1806	286.1806	266.8854	0.84165	0.9155817	0	
2.515	266.6671	285.9007	285.9007	266.6671	0.840817	0.9144241	0	
2.516	266.4492	285.6205	285.6205	266.4492	0.840817	0.9144241	0	
2.517	266.2316	285.3401	285.3401	266.2316	0.8399746	0.913256	0	
2.518	266.0145	285.0595	285.0595	266.0145	0.8399746	0.913256	0	
2.519	265.7977	284.7785	284.7785	265.7977	0.839123	0.9120777	0	
2.52	265.5814	284.4975	284.4975	265.5814	0.839123	0.9120777	0	
2.521	265.3656	284.2161	284.2161	265.3656	0.8382624	0.910889	0	
2.522	265.1502	283.9347	283.9347	265.1502	0.8382624	0.910889	0	
2.523	264.9353	283.653	283.653	264.9353	0.8373933	0.9096905	0	
2.524	264.7209	283.3712	283.3712	264.7209	0.8373933	0.9096905	0	
2.525	264.5071	283.0893	283.0893	264.5071	0.8365159	0.908482	0	
2.526	264.2938	282.8073	282.8073	264.2938	0.8365159	0.908482	0	
2.527	264.081	282.525	282.525	264.081	0.8356304	0.9072638	0	
2.528	263.8688	282.2428	282.2428	263.8688	0.8356304	0.9072638	0	
2.529	263.6572	281.9604	281.9604	263.6572	0.8347373	0.9060362	0	
2.53	263.4462	281.6779	281.6779	263.4462	0.8347373	0.9060362	0	
2.531	263.2357	281.3954	281.3954	263.2357	0.8338367	0.9047992	0	
2.532	263.0258	281.1129	281.1129	263.0258	0.8338367	0.9047992	0	
2.533	262.8166	280.8304	280.8304	262.8166	0.832929	0.903553	0	
2.534	262.6081	280.5478	280.5478	262.6081	0.832929	0.903553	0	
2.535	262.4001	280.2651	280.2651	262.4001	0.8320144	0.9022979	0	
2.536	262.1928	279.9826	279.9826	262.1928	0.8320144	0.9022979	0	
2.537	261.9862	279.7	279.7	261.9862	0.8310933	0.9010339	0	
2.538	261.7803	279.4175	279.4175	261.7803	0.8310933	0.9010339	0	
2.539	261.575	279.135	279.135	261.575	0.8301659	0.8997613	0	
2.54	261.3704	278.8526	278.8526	261.3704	0.8301659	0.8997613	0	
2.541	261.1665	278.5702	278.5702	261.1665	0.8292326	0.8984804	0	
2.542	260.9634	278.2881	278.2881	260.9634	0.8292326	0.8984804	0	
2.543	260.7609	278.0059	278.0059	260.7609	0.8282936	0.8971911	0	
2.544	260.5593	277.7238	277.7238	260.5593	0.8282936	0.8971911	0	
2.545	260.3582	277.4419	277.4419	260.3582	0.8273492	0.8958938	0	
2.546	260.158	277.1602	277.1602	260.158	0.8273492	0.8958938	0	
2.547	259.9585	276.8785	276.8785	259.9585	0.8263997	0.8945886	0	
2.548	259.7598	276.5971	276.5971	259.7598	0.8263997	0.8945886	0	
2.549	259.5618	276.3157	276.3157	259.5618	0.8254454	0.8932757	0	
2.55	259.3646	276.0346	276.0346	259.3646	0.8254454	0.8932757	0	
2.551	259.1682	275.7537	275.7537	259.1682	0.8244866	0.8919554	0	
2.552	258.9725	275.473	275.473	258.9725	0.8244866	0.8919554	0	
2.553	258.7776	275.1924	275.1924	258.7776	0.8235235	0.8906279	0	
2.554	258.5836	274.9122	274.9122	258.5836	0.8235235	0.8906279	0	
2.555	258.3903	274.6321	274.6321	258.3903	0.8225565	0.8892933	0	
2.556	258.1979	274.3524	274.3524	258.1979	0.8225565	0.8892933	0	
2.557	258.0062	274.0728	274.0728	258.0062	0.8215857	0.8879518	0	
2.558	257.8154	273.7936	273.7936	257.8154	0.8215857	0.8879518	0	
2.559	257.6254	273.5146	273.5146	257.6254	0.8206116	0.8866036	0	
2.56	257.4362	273.2359	273.2359	257.4362	0.8206116	0.8866036	0	
2.561	257.2479	272.9576	272.9576	257.2479	0.8196342	0.885249	0	
2.562	257.0604	272.6795	272.6795	257.0604	0.8196342	0.885249	0	
2.563	256.8737	272.4018	272.4018	256.8737	0.8186539	0.8838881	0	
2.564	256.6879	272.1245	272.1245	256.6879	0.8186539	0.8838881	0	
2.565	256.5029	271.8473	271.8473	256.5029	0.8176711	0.8825212	0	
2.566	256.3188	271.5707	271.5707	256.3188	0.8176711	0.8825212	0	
2.567	256.1355	271.2943	271.2943	256.1355	0.8166858	0.8811485	0	
2.568	255.9531	271.0184	271.0184	255.9531	0.8166858	0.8811485	0	
2.569	255.7716	270.7428	270.7428	255.7716	0.8156984	0.87977	0	
2.57	255.5909	270.4676	270.4676	255.5909	0.8156984	0.87977	0	
2.571	255.411	270.1928	270.1928	255.411	0.8147091	0.8783861	0	
2.572	255.2321	269.9184	269.9184	255.2321	0.8147091	0.8783861	0	
2.573	255.0541	269.6445	269.6445	255.0541	0.8137181	0.8769971	0	
2.574	254.8768	269.371	269.371	254.8768	0.8137181	0.8769971	0	
2.575	254.7005	269.0979	269.0979	254.7005	0.8127258	0.875603	0	
2.576	254.5251	268.8253	268.8253	254.5251	0.8127258	0.875603	0	
2.577	254.3505	268.5531	268.5531	254.3505	0.8117324	0.8742041	0	
2.578	254.1768	268.2815	268.2815	254.1768	0.8117324	0.8742041	0	
2.579	254.004	268.0102	268.0102	254.004	0.8107379	0.8728006	0	
2.58	253.8322	267.7395	267.7395	253.8322	0.8107379	0.8728006	0	
2.581	253.6612	267.4692	267.4692	253.6612	0.8097428	0.8713928	0	
2.582	253.4911	267.1996	267.1996	253.4911	0.8097428	0.8713928	0	
2.583	253.3218	266.9302	266.9302	253.3218	0.8087473	0.8699808	0	
2.584	253.1535	266.6616	266.6616	253.1535	0.8087473	0.8699808	0	
2.585	252.9861	266.3933	266.3933	252.9861	0.8077515	0.8685648	0	
2.586	252.8196	266.1257	266.1257	252.8196	0.8077515	0.8685648	0	
