Time	LeftOdor	RightOdor	ROS	LOS	LO	RO	OS	
0	309.8391	309.8391	309.8391	309.8391	0	0	0	
0.001	309.8391	309.8391	309.8391	309.8391	0.01859034	0.01859034	0	
0.002	309.7626	309.9156	309.9156	309.7626	0.01859034	0.01859034	0	
0.003	309.6227	310.0551	310.0551	309.6227	0.0367959	0.03682184	0	
0.004	309.4316	310.2448	310.2448	309.4316	0.0367959	0.03682184	0	
0.005	309.1976	310.4755	310.4755	309.1976	0.05461184	0.05471393	0	
0.006	308.9292	310.738	310.738	308.9292	0.05461184	0.05471393	0	
0.007	308.6319	311.0263	311.0263	308.6319	0.07203751	0.07228123	0	
0.008	308.3116	311.3339	311.3339	308.3116	0.07203751	0.07228123	0	
0.009000001	307.9718	311.6569	311.6569	307.9718	0.08907507	0.08953503	0	
0.01	307.6169	311.9906	311.9906	307.6169	0.08907507	0.08953503	0	
0.011	307.249	312.3326	312.3326	307.249	0.1057285	0.1064843	0	
0.012	306.8714	312.6797	312.6797	306.8714	0.1057285	0.1064843	0	
0.013	306.4853	313.0304	313.0304	306.4853	0.1220031	0.1231364	0	
0.014	306.0933	313.3823	313.3823	306.0933	0.1220031	0.1231364	0	
0.015	305.696	313.7345	313.7345	305.696	0.1379048	0.1394978	0	
0.016	305.2953	314.0855	314.0855	305.2953	0.1379048	0.1394978	0	
0.017	304.8917	314.4349	314.4349	304.8917	0.1534402	0.1555739	0	
0.018	304.4865	314.7813	314.7813	304.4865	0.1534402	0.1555739	0	
0.019	304.0797	315.1247	315.1247	304.0797	0.1686162	0.1713699	0	
0.02	303.6728	315.4641	315.4641	303.6728	0.1686162	0.1713699	0	
0.021	303.2654	315.7998	315.7998	303.2654	0.1834398	0.1868905	0	
0.022	302.8589	316.1306	316.1306	302.8589	0.1834398	0.1868905	0	
0.023	302.4527	316.4572	316.4572	302.4527	0.1979181	0.2021401	0	
0.024	302.0479	316.7787	316.7787	302.0479	0.1979181	0.2021401	0	
0.025	301.644	317.0956	317.0956	301.644	0.2120584	0.217123	0	
0.026	301.2419	317.4071	317.4071	301.2419	0.2120584	0.217123	0	
0.027	300.8412	317.7139	317.7139	300.8412	0.2258677	0.2318434	0	
0.028	300.4428	318.0154	318.0154	300.4428	0.2258677	0.2318434	0	
0.029	300.0461	318.312	318.312	300.0461	0.2393531	0.2463053	0	
0.03	299.6517	318.6032	318.6032	299.6517	0.2393531	0.2463053	0	
0.031	299.2592	318.8895	318.8895	299.2592	0.2525216	0.2605126	0	
0.032	298.8695	319.1705	319.1705	298.8695	0.2525216	0.2605126	0	
0.033	298.4818	319.4467	319.4467	298.4818	0.2653801	0.2744691	0	
0.034	298.097	319.7177	319.7177	298.097	0.2653801	0.2744691	0	
0.035	297.7141	319.984	319.984	297.7141	0.2779353	0.2881788	0	
0.036	297.3344	320.2451	320.2451	297.3344	0.2779353	0.2881788	0	
0.037	296.9568	320.5014	320.5014	296.9568	0.290194	0.3016453	0	
0.038	296.5824	320.7527	320.7527	296.5824	0.290194	0.3016453	0	
0.039	296.2102	320.9996	320.9996	296.2102	0.3021627	0.3148723	0	
0.04	295.8412	321.2414	321.2414	295.8412	0.3021627	0.3148723	0	
0.041	295.4746	321.4788	321.4788	295.4746	0.313848	0.3278636	0	
0.042	295.1111	321.7113	321.7113	295.1111	0.313848	0.3278636	0	
0.043	294.7502	321.9395	321.9395	294.7502	0.325256	0.3406227	0	
0.044	294.3924	322.1629	322.1629	294.3924	0.325256	0.3406227	0	
0.045	294.0371	322.3821	322.3821	294.0371	0.3363931	0.3531532	0	
0.046	293.6852	322.5966	322.5966	293.6852	0.3363931	0.3531532	0	
0.047	293.3358	322.8069	322.8069	293.3358	0.3472654	0.3654585	0	
0.048	292.9896	323.0128	323.0128	292.9896	0.3472654	0.3654585	0	
0.049	292.6459	323.2146	323.2146	292.6459	0.3578789	0.3775422	0	
0.05	292.3057	323.4119	323.4119	292.3057	0.3578789	0.3775422	0	
0.051	291.968	323.6052	323.6052	291.968	0.3682394	0.3894077	0	
0.052	291.6338	323.7943	323.7943	291.6338	0.3682394	0.3894077	0	
0.053	291.3021	323.9794	323.9794	291.3021	0.3783527	0.4010583	0	
0.054	290.9738	324.1602	324.1602	290.9738	0.3783527	0.4010583	0	
0.055	290.6482	324.3374	324.3374	290.6482	0.3882246	0.4124974	0	
0.056	290.3259	324.5103	324.5103	290.3259	0.3882246	0.4124974	0	
0.057	290.0064	324.6797	324.6797	290.0064	0.3978604	0.4237282	0	
0.058	289.6902	324.8448	324.8448	289.6902	0.3978604	0.4237282	0	
0.059	289.3768	325.0064	325.0064	289.3768	0.4072658	0.434754	0	
0.06	289.0667	325.1639	325.1639	289.0667	0.4072658	0.434754	0	
0.061	288.7594	325.318	325.318	288.7594	0.4164461	0.445578	0	
0.062	288.4555	325.4681	325.4681	288.4555	0.4164461	0.445578	0	
0.063	288.1543	325.6147	325.6147	288.1543	0.4254064	0.4562033	0	
0.064	287.8565	325.7574	325.7574	287.8565	0.4254064	0.4562033	0	
0.06500001	287.5615	325.8968	325.8968	287.5615	0.4341519	0.466633	0	
0.066	287.27	326.0323	326.0323	287.27	0.4341519	0.466633	0	
0.067	286.981	326.1646	326.1646	286.981	0.4426878	0.4768702	0	
0.068	286.6957	326.2931	326.2931	286.6957	0.4426878	0.4768702	0	
0.06900001	286.413	326.4185	326.4185	286.413	0.4510188	0.4869179	0	
0.07	286.1339	326.54	326.54	286.1339	0.4510188	0.4869179	0	
0.071	285.8575	326.6585	326.6585	285.8575	0.4591499	0.4967791	0	
0.072	285.5845	326.7733	326.7733	285.5845	0.4591499	0.4967791	0	
0.07300001	285.3143	326.885	326.885	285.3143	0.4670858	0.5064566	0	
0.074	285.0475	326.9932	326.9932	285.0475	0.4670858	0.5064566	0	
0.075	284.7835	327.0983	327.0983	284.7835	0.474831	0.5159534	0	
0.07600001	284.5231	327.1999	327.1999	284.5231	0.474831	0.5159534	0	
0.07700001	284.2653	327.2985	327.2985	284.2653	0.4823903	0.5252723	0	
0.078	284.011	327.3936	327.3936	284.011	0.4823903	0.5252723	0	
0.079	283.7594	327.4858	327.4858	283.7594	0.4897681	0.5344159	0	
0.08000001	283.5114	327.5745	327.5745	283.5114	0.4897681	0.5344159	0	
0.081	283.2659	327.6605	327.6605	283.2659	0.4969687	0.5433872	0	
0.082	283.0241	327.743	327.743	283.0241	0.4969687	0.5433872	0	
0.083	282.7849	327.8227	327.8227	282.7849	0.5039964	0.5521889	0	
0.08400001	282.5493	327.899	327.899	282.5493	0.5039964	0.5521889	0	
0.085	282.3163	327.9726	327.9726	282.3163	0.5108554	0.5608234	0	
0.086	282.0869	328.0428	328.0428	282.0869	0.5108554	0.5608234	0	
0.087	281.8601	328.1104	328.1104	281.8601	0.5175499	0.5692936	0	
0.08800001	281.6369	328.1746	328.1746	281.6369	0.5175499	0.5692936	0	
0.089	281.4163	328.2363	328.2363	281.4163	0.5240839	0.5776019	0	
0.09	281.1993	328.2946	328.2946	281.1993	0.5240839	0.5776019	0	
0.09100001	280.9848	328.3503	328.3503	280.9848	0.5304613	0.5857509	0	
0.09200001	280.774	328.4029	328.4029	280.774	0.5304613	0.5857509	0	
0.093	280.5657	328.4529	328.4529	280.5657	0.536686	0.5937431	0	
0.094	280.361	328.4996	328.4996	280.361	0.536686	0.5937431	0	
0.09500001	280.1589	328.5439	328.5439	280.1589	0.5427618	0.6015808	0	
0.096	279.9603	328.585	328.585	279.9603	0.5427618	0.6015808	0	
0.097	279.7643	328.6237	328.6237	279.7643	0.5486924	0.6092666	0	
0.098	279.5717	328.6591	328.6591	279.5717	0.5486924	0.6092666	0	
0.09900001	279.3819	328.6921	328.6921	279.3819	0.5544815	0.6168028	0	
0.1	279.1954	328.722	328.722	279.1954	0.5544815	0.6168028	0	
0.101	279.0116	328.7495	328.7495	279.0116	0.5601326	0.6241917	0	
0.102	278.8313	328.774	328.774	278.8313	0.5601326	0.6241917	0	
0.103	278.6536	328.7961	328.7961	278.6536	0.5656492	0.6314356	0	
0.104	278.4793	328.815	328.815	278.4793	0.5656492	0.6314356	0	
0.105	278.3076	328.8316	328.8316	278.3076	0.5710346	0.6385368	0	
0.106	278.1393	328.8454	328.8454	278.1393	0.5710346	0.6385368	0	
0.107	277.9736	328.8567	328.8567	277.9736	0.5762923	0.6454974	0	
0.108	277.8113	328.865	328.865	277.8113	0.5762923	0.6454974	0	
0.109	277.6517	328.8711	328.8711	277.6517	0.5814255	0.6523198	0	
0.11	277.4955	328.8741	328.8741	277.4955	0.5814255	0.6523198	0	
0.111	277.3417	328.875	328.875	277.3417	0.5864376	0.6590059	0	
0.112	277.1914	328.8729	328.8729	277.1914	0.5864376	0.6590059	0	
0.113	277.0436	328.8686	328.8686	277.0436	0.5913315	0.6655579	0	
0.114	276.8993	328.8613	328.8613	276.8993	0.5913315	0.6655579	0	
0.115	276.7575	328.8519	328.8519	276.7575	0.5961103	0.6719778	0	
0.116	276.619	328.8395	328.8395	276.619	0.5961103	0.6719778	0	
0.117	276.4831	328.825	328.825	276.4831	0.600777	0.6782677	0	
0.118	276.3505	328.8076	328.8076	276.3505	0.600777	0.6782677	0	
0.119	276.2204	328.7881	328.7881	276.2204	0.6053347	0.6844296	0	
0.12	276.0936	328.7656	328.7656	276.0936	0.6053347	0.6844296	0	
0.121	275.9694	328.7411	328.7411	275.9694	0.6097862	0.6904655	0	
0.122	275.8484	328.7137	328.7137	275.8484	0.6097862	0.6904655	0	
0.123	275.7299	328.6843	328.6843	275.7299	0.6141343	0.6963772	0	
0.124	275.6148	328.6519	328.6519	275.6148	0.6141343	0.6963772	0	
0.125	275.5021	328.6176	328.6176	275.5021	0.6183817	0.7021668	0	
0.126	275.3927	328.5805	328.5805	275.3927	0.6183817	0.7021668	0	
0.127	275.2857	328.5414	328.5414	275.2857	0.6225312	0.7078359	0	
0.128	275.182	328.4994	328.4994	275.182	0.6225312	0.7078359	0	
0.129	275.0808	328.4554	328.4554	275.0808	0.6265854	0.7133865	0	
0.13	274.9828	328.4086	328.4086	274.9828	0.6265854	0.7133865	0	
0.131	274.8871	328.3599	328.3599	274.8871	0.6305469	0.7188204	0	
0.132	274.7948	328.3084	328.3084	274.7948	0.6305469	0.7188204	0	
0.133	274.7048	328.2549	328.2549	274.7048	0.6344182	0.7241393	0	
0.134	274.6181	328.1988	328.1988	274.6181	0.6344182	0.7241393	0	
0.135	274.5337	328.1406	328.1406	274.5337	0.6382019	0.729345	0	
0.136	274.4525	328.0797	328.0797	274.4525	0.6382019	0.729345	0	
0.137	274.3737	328.0169	328.0169	274.3737	0.6419003	0.734439	0	
0.138	274.2982	327.9515	327.9515	274.2982	0.6419003	0.734439	0	
0.139	274.2249	327.8841	327.8841	274.2249	0.6455158	0.7394233	0	
0.14	274.1548	327.8142	327.8142	274.1548	0.6455158	0.7394233	0	
0.141	274.0869	327.7422	327.7422	274.0869	0.6490507	0.7442994	0	
0.142	274.0223	327.6676	327.6676	274.0223	0.6490507	0.7442994	0	
0.143	273.96	327.5912	327.5912	273.96	0.6525073	0.7490689	0	
0.144	273.9007	327.512	327.512	273.9007	0.6525073	0.7490689	0	
0.145	273.8438	327.431	327.431	273.8438	0.6558878	0.7537334	0	
0.146	273.79	327.3475	327.3475	273.79	0.6558878	0.7537334	0	
0.147	273.7384	327.2621	327.2621	273.7384	0.6591944	0.7582945	0	
0.148	273.69	327.1742	327.1742	273.69	0.6591944	0.7582945	0	
0.149	273.6437	327.0844	327.0844	273.6437	0.6624291	0.7627536	0	
0.15	273.6006	326.9921	326.9921	273.6006	0.6624291	0.7627536	0	
0.151	273.5596	326.8979	326.8979	273.5596	0.6655941	0.7671124	0	
0.152	273.5218	326.8012	326.8012	273.5218	0.6655941	0.7671124	0	
0.153	273.486	326.7028	326.7028	273.486	0.6686914	0.7713724	0	
0.154	273.4534	326.6017	326.6017	273.4534	0.6686914	0.7713724	0	
0.155	273.4229	326.499	326.499	273.4229	0.6717229	0.7755349	0	
0.156	273.3954	326.3937	326.3937	273.3954	0.6717229	0.7755349	0	
0.157	273.3701	326.2868	326.2868	273.3701	0.6746907	0.7796014	0	
0.158	273.3477	326.1773	326.1773	273.3477	0.6746907	0.7796014	0	
0.159	273.3275	326.0662	326.0662	273.3275	0.6775964	0.7835734	0	
0.16	273.3103	325.9525	325.9525	273.3103	0.6775964	0.7835734	0	
0.161	273.2951	325.8372	325.8372	273.2951	0.6804422	0.7874522	0	
0.162	273.283	325.7194	325.7194	273.283	0.6804422	0.7874522	0	
0.163	273.2729	325.6	325.6	273.2729	0.6832298	0.7912391	0	
0.164	273.2657	325.4781	325.4781	273.2657	0.6832298	0.7912391	0	
0.165	273.2606	325.3546	325.3546	273.2606	0.6859608	0.7949356	0	
0.166	273.2584	325.2286	325.2286	273.2584	0.6859608	0.7949356	0	
0.167	273.2582	325.101	325.101	273.2582	0.688637	0.798543	0	
0.168	273.2609	324.9711	324.9711	273.2609	0.688637	0.798543	0	
0.169	273.2656	324.8394	324.8394	273.2656	0.6912602	0.8020625	0	
0.17	273.2731	324.7055	324.7055	273.2731	0.6912602	0.8020625	0	
0.171	273.2827	324.5701	324.5701	273.2827	0.693832	0.8054954	0	
0.172	273.2951	324.4321	324.4321	273.2951	0.693832	0.8054954	0	
0.173	273.3094	324.2927	324.2927	273.3094	0.696354	0.808843	0	
0.174	273.3266	324.1509	324.1509	273.3266	0.696354	0.808843	0	
0.175	273.3457	324.0076	324.0076	273.3457	0.6988276	0.8121066	0	
0.176	273.3675	323.862	323.862	273.3675	0.6988276	0.8121066	0	
0.177	273.3913	323.7149	323.7149	273.3913	0.7012546	0.8152873	0	
0.178	273.4178	323.5655	323.5655	273.4178	0.7012546	0.8152873	0	
0.179	273.4463	323.4146	323.4146	273.4463	0.7036363	0.8183864	0	
0.18	273.4774	323.2614	323.2614	273.4774	0.7036363	0.8183864	0	
0.181	273.5105	323.1068	323.1068	273.5105	0.7059742	0.8214051	0	
0.182	273.5462	322.9499	322.9499	273.5462	0.7059742	0.8214051	0	
0.183	273.5838	322.7916	322.7916	273.5838	0.7082697	0.8243445	0	
0.184	273.624	322.6311	322.6311	273.624	0.7082697	0.8243445	0	
0.185	273.6661	322.4691	322.4691	273.6661	0.7105243	0.8272058	0	
0.186	273.7108	322.3049	322.3049	273.7108	0.7105243	0.8272058	0	
0.187	273.7573	322.1394	322.1394	273.7573	0.7127392	0.82999	0	
0.188	273.8064	321.9716	321.9716	273.8064	0.7127392	0.82999	0	
0.189	273.8573	321.8026	321.8026	273.8573	0.7149159	0.8326984	0	
0.19	273.9107	321.6313	321.6313	273.9107	0.7149159	0.8326984	0	
0.191	273.966	321.4587	321.4587	273.966	0.7170556	0.835332	0	
0.192	274.0237	321.2841	321.2841	274.0237	0.7170556	0.835332	0	
0.193	274.0832	321.1081	321.1081	274.0832	0.7191595	0.8378918	0	
0.194	274.1452	320.93	320.93	274.1452	0.7191595	0.8378918	0	
0.195	274.2089	320.7506	320.7506	274.2089	0.7212288	0.8403791	0	
0.196	274.2751	320.5692	320.5692	274.2751	0.7212288	0.8403791	0	
0.197	274.343	320.3864	320.3864	274.343	0.7232648	0.8427947	0	
0.198	274.4133	320.2018	320.2018	274.4133	0.7232648	0.8427947	0	
0.199	274.4853	320.0157	320.0157	274.4853	0.7252687	0.8451397	0	
0.2	274.5596	319.8277	319.8277	274.5596	0.7252687	0.8451397	0	
0.201	274.6357	319.6385	319.6385	274.6357	0.7272414	0.8474153	0	
0.202	274.7141	319.4473	319.4473	274.7141	0.7272414	0.8474153	0	
0.203	274.7941	319.2549	319.2549	274.7941	0.7291842	0.8496222	0	
0.204	274.8764	319.0605	319.0605	274.8764	0.7291842	0.8496222	0	
0.205	274.9604	318.8649	318.8649	274.9604	0.7310981	0.8517617	0	
0.206	275.0466	318.6675	318.6675	275.0466	0.7310981	0.8517617	0	
0.207	275.1344	318.4689	318.4689	275.1344	0.7329842	0.8538346	0	
0.208	275.2244	318.2684	318.2684	275.2244	0.7329842	0.8538346	0	
0.209	275.3161	318.0668	318.0668	275.3161	0.7348436	0.8558419	0	
0.21	275.4099	317.8634	317.8634	275.4099	0.7348436	0.8558419	0	
0.211	275.5052	317.6589	317.6589	275.5052	0.736677	0.8577846	0	
0.212	275.6027	317.4525	317.4525	275.6027	0.736677	0.8577846	0	
0.213	275.7017	317.2451	317.2451	275.7017	0.7384855	0.8596636	0	
0.214	275.8028	317.036	317.036	275.8028	0.7384855	0.8596636	0	
0.215	275.9055	316.8257	316.8257	275.9055	0.7402701	0.8614799	0	
0.216	276.0101	316.6137	316.6137	276.0101	0.7402701	0.8614799	0	
0.217	276.1163	316.4006	316.4006	276.1163	0.7420317	0.8632344	0	
0.218	276.2245	316.186	316.186	276.2245	0.7420317	0.8632344	0	
0.219	276.3342	315.9702	315.9702	276.3342	0.7437711	0.8649279	0	
0.22	276.4458	315.7529	315.7529	276.4458	0.7437711	0.8649279	0	
0.221	276.5589	315.5345	315.5345	276.5589	0.7454892	0.8665615	0	
0.222	276.674	315.3145	315.3145	276.674	0.7454892	0.8665615	0	
0.223	276.7904	315.0936	315.0936	276.7904	0.7471868	0.8681358	0	
0.224	276.9087	314.8711	314.8711	276.9087	0.7471868	0.8681358	0	
0.225	277.0284	314.6477	314.6477	277.0284	0.7488648	0.869652	0	
0.226	277.15	314.4228	314.4228	277.15	0.7488648	0.869652	0	
0.227	277.2729	314.1969	314.1969	277.2729	0.7505239	0.8711107	0	
0.228	277.3976	313.9695	313.9695	277.3976	0.7505239	0.8711107	0	
0.229	277.5236	313.7412	313.7412	277.5236	0.7521648	0.872513	0	
0.23	277.6514	313.5116	313.5116	277.6514	0.7521648	0.872513	0	
0.231	277.7803	313.281	313.281	277.7803	0.7537884	0.8738596	0	
0.232	277.911	313.0491	313.0491	277.911	0.7537884	0.8738596	0	
0.233	278.0428	312.8164	312.8164	278.0428	0.7553952	0.8751514	0	
0.234	278.1762	312.5823	312.5823	278.1762	0.7553952	0.8751514	0	
0.235	278.3106	312.3474	312.3474	278.3106	0.7569858	0.8763892	0	
0.236	278.4465	312.1113	312.1113	278.4465	0.7569858	0.8763892	0	
0.237	278.5833	311.8744	311.8744	278.5833	0.7585611	0.8775738	0	
0.238	278.7215	311.6362	311.6362	278.7215	0.7585611	0.8775738	0	
0.239	278.8606	311.3973	311.3973	278.8606	0.7601216	0.8787062	0	
0.24	279.001	311.1573	311.1573	279.001	0.7601216	0.8787062	0	
0.241	279.1422	310.9164	310.9164	279.1422	0.7616676	0.8797871	0	
0.242	279.2845	310.6745	310.6745	279.2845	0.7616676	0.8797871	0	
0.243	279.4275	310.4319	310.4319	279.4275	0.7631999	0.8808172	0	
0.244	279.5715	310.1883	310.1883	279.5715	0.7631999	0.8808172	0	
0.245	279.7162	309.9439	309.9439	279.7162	0.7647189	0.8817976	0	
0.246	279.8618	309.6986	309.6986	279.8618	0.7647189	0.8817976	0	
0.247	280.008	309.4527	309.4527	280.008	0.766225	0.8827287	0	
0.248	280.1549	309.2057	309.2057	280.1549	0.766225	0.8827287	0	
0.249	280.3024	308.9583	308.9583	280.3024	0.7677186	0.8836116	0	
0.25	280.4506	308.7099	308.7099	280.4506	0.7677186	0.8836116	0	
0.251	280.5992	308.461	308.461	280.5992	0.7692002	0.884447	0	
0.252	280.7483	308.2111	308.2111	280.7483	0.7692002	0.884447	0	
0.253	280.8977	307.9608	307.9608	280.8977	0.7706701	0.8852357	0	
0.254	281.0478	307.7097	307.7097	281.0478	0.7706701	0.8852357	0	
0.255	281.1979	307.4581	307.4581	281.1979	0.7721285	0.8859785	0	
0.256	281.3485	307.2056	307.2056	281.3485	0.7721285	0.8859785	0	
0.257	281.4992	306.9528	306.9528	281.4992	0.7735758	0.8866761	0	
0.258	281.6503	306.6992	306.6992	281.6503	0.7735758	0.8866761	0	
0.259	281.8013	306.4453	306.4453	281.8013	0.7750124	0.8873293	0	
0.26	281.9526	306.1907	306.1907	281.9526	0.7750124	0.8873293	0	
0.261	282.1039	305.9357	305.9357	282.1039	0.7764384	0.8879388	0	
0.262	282.2552	305.6802	305.6802	282.2552	0.7764384	0.8879388	0	
0.263	282.4065	305.4241	305.4241	282.4065	0.777854	0.8885055	0	
0.264	282.5578	305.1676	305.1676	282.5578	0.777854	0.8885055	0	
0.265	282.7088	304.9107	304.9107	282.7088	0.7792594	0.88903	0	
0.266	282.8598	304.6534	304.6534	282.8598	0.7792594	0.88903	0	
0.267	283.0105	304.3957	304.3957	283.0105	0.7806548	0.8895132	0	
0.268	283.1611	304.1376	304.1376	283.1611	0.7806548	0.8895132	0	
0.269	283.3115	303.8793	303.8793	283.3115	0.7820404	0.8899557	0	
0.27	283.4616	303.6205	303.6205	283.4616	0.7820404	0.8899557	0	
0.271	283.6114	303.3615	303.3615	283.6114	0.7834163	0.8903582	0	
0.272	283.761	303.1021	303.1021	283.761	0.7834163	0.8903582	0	
0.273	283.9102	302.8426	302.8426	283.9102	0.7847826	0.8907216	0	
0.274	284.0591	302.5827	302.5827	284.0591	0.7847826	0.8907216	0	
0.275	284.2077	302.3226	302.3226	284.2077	0.7861394	0.8910465	0	
0.276	284.3559	302.0622	302.0622	284.3559	0.7861394	0.8910465	0	
0.277	284.5037	301.8017	301.8017	284.5037	0.7874869	0.8913337	0	
0.278	284.6512	301.541	301.541	284.6512	0.7874869	0.8913337	0	
0.279	284.7982	301.2801	301.2801	284.7982	0.788825	0.8915838	0	
0.28	284.9449	301.019	301.019	284.9449	0.788825	0.8915838	0	
0.281	285.0911	300.7579	300.7579	285.0911	0.790154	0.8917976	0	
0.282	285.2368	300.4966	300.4966	285.2368	0.790154	0.8917976	0	
0.283	285.3821	300.2352	300.2352	285.3821	0.7914739	0.8919758	0	
0.284	285.5269	299.9738	299.9738	285.5269	0.7914739	0.8919758	0	
0.285	285.6713	299.7122	299.7122	285.6713	0.7927846	0.8921189	0	
0.286	285.8151	299.4506	299.4506	285.8151	0.7927846	0.8921189	0	
0.287	285.9584	299.189	299.189	285.9584	0.7940865	0.8922279	0	
0.288	286.1012	298.9274	298.9274	286.1012	0.7940865	0.8922279	0	
0.289	286.2434	298.6657	298.6657	286.2434	0.7953793	0.8923033	0	
0.29	286.3851	298.4042	298.4042	286.3851	0.7953793	0.8923033	0	
0.291	286.5262	298.1426	298.1426	286.5262	0.7966633	0.8923458	0	
0.292	286.6667	297.8812	297.8812	286.6667	0.7966633	0.8923458	0	
0.293	286.8066	297.6198	297.6198	286.8066	0.7979385	0.892356	0	
0.294	286.9459	297.3585	297.3585	286.9459	0.7979385	0.892356	0	
0.295	287.0846	297.0972	297.0972	287.0846	0.7992048	0.8923347	0	
0.296	287.2226	296.8362	296.8362	287.2226	0.7992048	0.8923347	0	
0.297	287.3601	296.5753	296.5753	287.3601	0.8004623	0.8922826	0	
0.298	287.4968	296.3145	296.3145	287.4968	0.8004623	0.8922826	0	
0.299	287.6328	296.054	296.054	287.6328	0.801711	0.8922002	0	
0.3	287.7682	295.7936	295.7936	287.7682	0.801711	0.8922002	0	
0.301	287.9028	295.5335	295.5335	287.9028	0.8029509	0.8920882	0	
0.302	288.0367	295.2736	295.2736	288.0367	0.8029509	0.8920882	0	
0.303	288.1699	295.0138	295.0138	288.1699	0.8041822	0.8919472	0	
0.304	288.3023	294.7544	294.7544	288.3023	0.8041822	0.8919472	0	
0.305	288.434	294.4953	294.4953	288.434	0.8054045	0.891778	0	
0.306	288.5648	294.2364	294.2364	288.5648	0.8054045	0.891778	0	
0.307	288.6949	293.9779	293.9779	288.6949	0.8066182	0.8915811	0	
0.308	288.8241	293.7197	293.7197	288.8241	0.8066182	0.8915811	0	
0.309	288.9527	293.4619	293.4619	288.9527	0.807823	0.8913572	0	
0.31	289.0802	293.2045	293.2045	289.0802	0.807823	0.8913572	0	
0.311	289.207	292.9474	292.9474	289.207	0.809019	0.8911068	0	
0.312	289.3329	292.6907	292.6907	289.3329	0.809019	0.8911068	0	
0.313	289.4579	292.4344	292.4344	289.4579	0.8102061	0.8908308	0	
0.314	289.5821	292.1785	292.1785	289.5821	0.8102061	0.8908308	0	
0.315	289.7053	291.9232	291.9232	289.7053	0.8113843	0.8905296	0	
0.316	289.8275	291.6682	291.6682	289.8275	0.8113843	0.8905296	0	
0.317	289.949	291.4138	291.4138	289.949	0.8125535	0.8902038	0	
0.318	290.0693	291.1599	291.1599	290.0693	0.8125535	0.8902038	0	
0.319	290.1889	290.9063	290.9063	290.1889	0.8137137	0.8898541	0	
0.32	290.3072	290.6535	290.6535	290.3072	0.8137137	0.8898541	0	
0.321	290.4248	290.401	290.401	290.4248	0.8148649	0.8894811	0	
0.322	290.5412	290.1492	290.1492	290.5412	0.8148649	0.8894811	0	
0.323	290.6568	289.898	289.898	290.6568	0.816007	0.8890853	0	
0.324	290.7711	289.6473	289.6473	290.7711	0.816007	0.8890853	0	
0.325	290.8846	289.3972	289.3972	290.8846	0.81714	0.8886674	0	
0.326	290.9969	289.1479	289.1479	290.9969	0.81714	0.8886674	0	
0.327	291.1082	288.8989	288.8989	291.1082	0.8182636	0.8882279	0	
0.328	291.2184	288.6509	288.6509	291.2184	0.8182636	0.8882279	0	
0.329	291.3276	288.4033	288.4033	291.3276	0.819378	0.8877676	0	
0.33	291.4355	288.1565	288.1565	291.4355	0.819378	0.8877676	0	
0.331	291.5424	287.9103	287.9103	291.5424	0.820483	0.8872869	0	
0.332	291.6481	287.6649	287.6649	291.6481	0.820483	0.8872869	0	
0.333	291.7527	287.4202	287.4202	291.7527	0.8215786	0.8867863	0	
0.334	291.856	287.1762	287.1762	291.856	0.8215786	0.8867863	0	
0.335	291.9585	286.9329	286.9329	291.9585	0.8226645	0.8862666	0	
0.336	292.0594	286.6906	286.6906	292.0594	0.8226645	0.8862666	0	
0.337	292.1593	286.4488	286.4488	292.1593	0.8237407	0.8857282	0	
0.338	292.2579	286.208	286.208	292.2579	0.8237407	0.8857282	0	
0.339	292.3555	285.9678	285.9678	292.3555	0.8248073	0.8851718	0	
0.34	292.4515	285.7286	285.7286	292.4515	0.8248073	0.8851718	0	
0.341	292.5466	285.49	285.49	292.5466	0.825864	0.8845977	0	
0.342	292.6402	285.2525	285.2525	292.6402	0.825864	0.8845977	0	
0.343	292.7327	285.0156	285.0156	292.7327	0.8269106	0.8840067	0	
0.344	292.8237	284.7798	284.7798	292.8237	0.8269106	0.8840067	0	
0.345	292.9136	284.5447	284.5447	292.9136	0.8279472	0.8833992	0	
0.346	293.0021	284.3107	284.3107	293.0021	0.8279472	0.8833992	0	
0.347	293.0894	284.0774	284.0774	293.0894	0.8289736	0.8827759	0	
0.348	293.1752	283.8452	283.8452	293.1752	0.8289736	0.8827759	0	
0.349	293.2598	283.6137	283.6137	293.2598	0.8299897	0.8821373	0	
0.35	293.3429	283.3834	283.3834	293.3429	0.8299897	0.8821373	0	
0.351	293.4248	283.1538	283.1538	293.4248	0.8309954	0.8814838	0	
0.352	293.5051	282.9254	282.9254	293.5051	0.8309954	0.8814838	0	
0.353	293.5843	282.6978	282.6978	293.5843	0.8319905	0.880816	0	
0.354	293.6618	282.4713	282.4713	293.6618	0.8319905	0.880816	0	
0.355	293.7382	282.2456	282.2456	293.7382	0.832975	0.8801344	0	
0.356	293.8129	282.0212	282.0212	293.8129	0.832975	0.8801344	0	
0.357	293.8864	281.7975	281.7975	293.8864	0.8339487	0.8794396	0	
0.358	293.9583	281.5752	281.5752	293.9583	0.8339487	0.8794396	0	
0.359	294.0288	281.3536	281.3536	294.0288	0.8349115	0.878732	0	
0.36	294.0978	281.1334	281.1334	294.0978	0.8349115	0.878732	0	
0.361	294.1655	280.9139	280.9139	294.1655	0.8358632	0.8780122	0	
0.362	294.2315	280.6957	280.6957	294.2315	0.8358632	0.8780122	0	
