TimeSlice	Time	Body_2 Y	Body_2 Z	Body_2 X
0	0	0	-0.2	0
1	0.001	-8.53605e-06	-0.2	1.87193e-07
2	0.002	-2.46683e-05	-0.199999	7.74231e-07
3	0.003	-4.76296e-05	-0.199997	1.9383e-06
4	0.004	-7.67508e-05	-0.199994	3.80199e-06
5	0.005	-0.000111425	-0.19999	6.431e-06
6	0.006	-0.000151092	-0.199984	9.83848e-06
7	0.007	-0.000195226	-0.199976	1.39915e-05
8	0.008	-0.000243332	-0.199966	1.88177e-05
9	0.009	-0.000294945	-0.199954	2.42121e-05
10	0.01	-0.000349626	-0.199939	3.0043e-05
11	0.011	-0.000406958	-0.199922	3.61577e-05
12	0.012	-0.000466552	-0.199903	4.23873e-05
13	0.013	-0.00052804	-0.199881	4.85514e-05
14	0.014	-0.000591075	-0.199857	5.44618e-05
15	0.015	-0.000655336	-0.19983	5.99262e-05
16	0.016	-0.00072052	-0.1998	6.47512e-05
17	0.017	-0.000786348	-0.199768	6.87451e-05
18	0.018	-0.000852561	-0.199733	7.17203e-05
19	0.019	-0.000918921	-0.199696	7.34951e-05
20	0.02	-0.000985209	-0.199656	7.38957e-05
21	0.021	-0.00105123	-0.199613	7.27574e-05
22	0.022	-0.0011168	-0.199568	6.9926e-05
23	0.023	-0.00118177	-0.199521	6.52587e-05
24	0.024	-0.001246	-0.199471	5.86246e-05
25	0.025	-0.00130935	-0.199418	4.99056e-05
26	0.026	-0.00137174	-0.199363	3.89967e-05
27	0.027	-0.00143307	-0.199306	2.58058e-05
28	0.028	-0.00149326	-0.199246	1.02544e-05
29	0.029	-0.00155228	-0.199184	-7.72295e-06
30	0.03	-0.00161006	-0.19912	-2.81788e-05
31	0.031	-0.0016666	-0.199053	-5.1153e-05
32	0.032	-0.00172187	-0.198983	-7.66732e-05
33	0.033	-0.00177587	-0.198912	-0.000104755
34	0.034	-0.00182862	-0.198838	-0.000135403
35	0.035	-0.00188014	-0.198762	-0.000168611
36	0.036	-0.00193046	-0.198684	-0.000204363
37	0.037	-0.00197961	-0.198603	-0.000242632
38	0.038	-0.00202765	-0.19852	-0.000283386
39	0.039	-0.00207463	-0.198435	-0.000326582
40	0.04	-0.00212062	-0.198347	-0.00037217
41	0.041	-0.00216569	-0.198258	-0.000420096
42	0.042	-0.00220989	-0.198166	-0.000470297
43	0.043	-0.00225332	-0.198072	-0.000522707
44	0.044	-0.00229605	-0.197975	-0.000577256
45	0.045	-0.00233816	-0.197877	-0.000633869
46	0.046	-0.00237973	-0.197776	-0.000692471
47	0.047	-0.00242086	-0.197673	-0.000752982
48	0.048	-0.00246162	-0.197568	-0.000815322
49	0.049	-0.00250209	-0.19746	-0.000879408
50	0.05	-0.00254237	-0.197351	-0.00094516
51	0.051	-0.00258253	-0.197239	-0.00101249
52	0.052	-0.00262266	-0.197125	-0.00108133
53	0.053	-0.00266282	-0.197008	-0.00115159
54	0.054	-0.0027031	-0.19689	-0.0012232
55	0.055	-0.00274357	-0.196769	-0.00129607
56	0.056	-0.0027843	-0.196646	-0.00137014
57	0.057	-0.00282534	-0.19652	-0.00144532
58	0.058	-0.00286676	-0.196393	-0.00152157
59	0.059	-0.00290862	-0.196263	-0.00159879
60	0.06	-0.00295097	-0.196131	-0.00167695
61	0.061	-0.00299386	-0.195997	-0.00175596
62	0.062	-0.00303732	-0.19586	-0.00183579
63	0.063	-0.0030814	-0.195721	-0.00191637
64	0.064	-0.00312613	-0.19558	-0.00199765
65	0.065	-0.00317154	-0.195437	-0.0020796
66	0.066	-0.00321766	-0.195291	-0.00216217
67	0.067	-0.0032645	-0.195144	-0.00224532
68	0.068	-0.00331208	-0.194994	-0.00232902
69	0.069	-0.0033604	-0.194841	-0.00241323
70	0.07	-0.00340949	-0.194687	-0.00249792
71	0.071	-0.00345934	-0.19453	-0.00258308
72	0.072	-0.00350994	-0.194371	-0.00266868
73	0.073	-0.0035613	-0.19421	-0.0027547
74	0.074	-0.0036134	-0.194047	-0.00284112
75	0.075	-0.00366623	-0.193881	-0.00292793
76	0.076	-0.00371979	-0.193713	-0.00301512
77	0.077	-0.00377404	-0.193543	-0.00310267
78	0.078	-0.00382898	-0.193371	-0.00319059
79	0.079	-0.00388457	-0.193197	-0.00327887
80	0.08	-0.0039408	-0.19302	-0.00336749
81	0.081	-0.00399763	-0.192842	-0.00345647
82	0.082	-0.00405503	-0.192661	-0.0035458
83	0.083	-0.00411298	-0.192478	-0.00363548
84	0.084	-0.00417144	-0.192292	-0.00372551
85	0.085	-0.00423039	-0.192105	-0.00381589
86	0.086	-0.00428977	-0.191915	-0.00390662
87	0.087	-0.00434957	-0.191724	-0.00399772
88	0.088	-0.00440975	-0.19153	-0.00408917
89	0.089	-0.00447026	-0.191334	-0.00418099
90	0.09	-0.00453108	-0.191136	-0.00427318
91	0.091	-0.00459216	-0.190936	-0.00436573
92	0.092	-0.00465347	-0.190734	-0.00445866
93	0.093	-0.00471497	-0.19053	-0.00455197
94	0.094	-0.00477664	-0.190323	-0.00464566
95	0.095	-0.00483843	-0.190115	-0.00473972
96	0.096	-0.0049003	-0.189905	-0.00483417
97	0.097	-0.00496223	-0.189692	-0.004929
98	0.098	-0.00502418	-0.189478	-0.0050242
99	0.099	-0.00508612	-0.189261	-0.00511979
100	0.1	-0.00514802	-0.189043	-0.00521575
101	0.101	-0.00520984	-0.188823	-0.00531209
102	0.102	-0.00527156	-0.1886	-0.00540879
103	0.103	-0.00533314	-0.188376	-0.00550586
104	0.104	-0.00539456	-0.18815	-0.00560329
105	0.105	-0.0054558	-0.187921	-0.00570106
