TimeSlice	Time	Body_2 Y	Body_2 Z	Body_2 X
0	0	0	-0.2	0
1	0.001	-8.54381e-06	-0.2	2.21471e-07
2	0.002	-2.47099e-05	-0.199999	9.47782e-07
3	0.003	-4.77617e-05	-0.199998	2.45775e-06
4	0.004	-7.70735e-05	-0.199995	5.0009e-06
5	0.005	-0.000112096	-0.199992	8.79075e-06
6	0.006	-0.000152341	-0.199987	1.40058e-05
7	0.007	-0.000197367	-0.199981	2.07933e-05
8	0.008	-0.000246782	-0.199973	2.92741e-05
9	0.009	-0.000300234	-0.199964	3.95473e-05
10	0.01	-0.000357409	-0.199953	5.16947e-05
11	0.011	-0.000418031	-0.199941	6.57842e-05
12	0.012	-0.000481858	-0.199927	8.18734e-05
13	0.013	-0.00054868	-0.199912	0.000100012
14	0.014	-0.000618317	-0.199895	0.000120244
15	0.015	-0.000690617	-0.199877	0.000142611
16	0.016	-0.000765453	-0.199857	0.00016715
17	0.017	-0.000842723	-0.199836	0.000193898
18	0.018	-0.000922346	-0.199814	0.000222892
19	0.019	-0.00100426	-0.19979	0.000254169
20	0.02	-0.00108842	-0.199765	0.000287765
21	0.021	-0.0011748	-0.199739	0.00032372
22	0.022	-0.00126338	-0.199712	0.000362072
23	0.023	-0.00135415	-0.199684	0.00040286
24	0.024	-0.00144713	-0.199654	0.000446126
25	0.025	-0.00154233	-0.199624	0.000491911
26	0.026	-0.00163976	-0.199592	0.000540255
27	0.027	-0.00173946	-0.199559	0.0005912
28	0.028	-0.00184146	-0.199526	0.000644788
29	0.029	-0.00194577	-0.199491	0.000701059
30	0.03	-0.00205245	-0.199456	0.000760054
31	0.031	-0.00216153	-0.199419	0.000821812
32	0.032	-0.00227303	-0.199382	0.000886371
33	0.033	-0.00238699	-0.199344	0.000953768
34	0.034	-0.00250344	-0.199304	0.00102404
35	0.035	-0.00262241	-0.199264	0.00109722
36	0.036	-0.00274392	-0.199223	0.00117333
37	0.037	-0.002868	-0.199182	0.00125242
38	0.038	-0.00299467	-0.199139	0.00133451
39	0.039	-0.00312394	-0.199096	0.00141963
40	0.04	-0.00325581	-0.199052	0.0015078
41	0.041	-0.00339031	-0.199007	0.00159904
42	0.042	-0.00352742	-0.198961	0.00169339
43	0.043	-0.00366715	-0.198914	0.00179085
44	0.044	-0.0038095	-0.198867	0.00189146
45	0.045	-0.00395445	-0.198819	0.00199522
46	0.046	-0.00410199	-0.19877	0.00210217
47	0.047	-0.00425211	-0.198721	0.00221231
48	0.048	-0.00440479	-0.198671	0.00232566
49	0.049	-0.00455999	-0.19862	0.00244224
50	0.05	-0.00471771	-0.198568	0.00256206
51	0.051	-0.0048779	-0.198516	0.00268514
52	0.052	-0.00504054	-0.198463	0.00281149
53	0.053	-0.0052056	-0.19841	0.00294114
54	0.054	-0.00537303	-0.198356	0.00307409
55	0.055	-0.0055428	-0.198301	0.00321036
56	0.056	-0.00571486	-0.198246	0.00334998
57	0.057	-0.00588919	-0.19819	0.00349295
58	0.058	-0.00606573	-0.198134	0.00363929
59	0.059	-0.00624443	-0.198077	0.00378903
60	0.06	-0.00642526	-0.19802	0.00394217
61	0.061	-0.00660816	-0.197963	0.00409875
62	0.062	-0.00679309	-0.197905	0.00425879
63	0.063	-0.00697998	-0.197846	0.0044223
64	0.064	-0.0071688	-0.197788	0.00458931
65	0.065	-0.00735949	-0.197729	0.00475983
66	0.066	-0.00755199	-0.197669	0.00493391
67	0.067	-0.00774625	-0.19761	0.00511155
68	0.068	-0.00794221	-0.19755	0.00529279
69	0.069	-0.00813982	-0.19749	0.00547764
70	0.07	-0.00833901	-0.19743	0.00566615
71	0.071	-0.00853973	-0.19737	0.00585832
72	0.072	-0.00874192	-0.19731	0.0060542
73	0.073	-0.00894552	-0.19725	0.00625381
74	0.074	-0.00915046	-0.19719	0.00645716
75	0.075	-0.00935668	-0.19713	0.0066643
76	0.076	-0.00956411	-0.19707	0.00687525
77	0.077	-0.0097727	-0.19701	0.00709003
78	0.078	-0.00998237	-0.19695	0.00730868
79	0.079	-0.0101931	-0.196891	0.00753121
80	0.08	-0.0104047	-0.196831	0.00775765
81	0.081	-0.0106172	-0.196773	0.00798803
82	0.082	-0.0108305	-0.196714	0.00822236
83	0.083	-0.0110445	-0.196656	0.00846068
84	0.084	-0.0112592	-0.196598	0.00870301
85	0.085	-0.0114745	-0.196541	0.00894936
86	0.086	-0.0116903	-0.196484	0.00919976
87	0.087	-0.0119065	-0.196428	0.00945421
88	0.088	-0.0121231	-0.196373	0.00971275
89	0.089	-0.01234	-0.196318	0.00997538
90	0.09	-0.012557	-0.196264	0.0102421
91	0.091	-0.0127742	-0.196211	0.010513
92	0.092	-0.0129914	-0.196159	0.010788
93	0.093	-0.0132085	-0.196107	0.0110671
94	0.094	-0.0134255	-0.196057	0.0113504
95	0.095	-0.0136423	-0.196007	0.0116378
96	0.096	-0.0138588	-0.195958	0.0119294
97	0.097	-0.0140749	-0.195911	0.0122251
98	0.098	-0.0142905	-0.195864	0.012525
99	0.099	-0.0145056	-0.195819	0.0128291
100	0.1	-0.01472	-0.195775	0.0131373
101	0.101	-0.0149337	-0.195732	0.0134496
102	0.102	-0.0151465	-0.19569	0.013766
103	0.103	-0.0153585	-0.19565	0.0140866
104	0.104	-0.0155694	-0.195611	0.0144113
105	0.105	-0.0157793	-0.195573	0.0147401
106	0.106	-0.015988	-0.195537	0.015073
107	0.107	-0.0161954	-0.195502	0.0154099
108	0.108	-0.0164014	-0.195469	0.0157508
109	0.109	-0.016606	-0.195438	0.0160958
110	0.11	-0.0168091	-0.195408	0.0164447
111	0.111	-0.0170105	-0.19538	0.0167976
112	0.112	-0.0172103	-0.195353	0.0171544
113	0.113	-0.0174082	-0.195328	0.017515
114	0.114	-0.0176042	-0.195305	0.0178796
115	0.115	-0.0177982	-0.195284	0.0182479
116	0.116	-0.0179902	-0.195265	0.0186201
117	0.117	-0.01818	-0.195247	0.0189959
118	0.118	-0.0183676	-0.195231	0.0193755
119	0.119	-0.0185528	-0.195218	0.0197587
120	0.12	-0.0187356	-0.195206	0.0201455
121	0.121	-0.0189159	-0.195197	0.0205358
122	0.122	-0.0190937	-0.195189	0.0209296
123	0.123	-0.0192687	-0.195183	0.0213269
124	0.124	-0.019441	-0.19518	0.0217275
125	0.125	-0.0196105	-0.195179	0.0221314
126	0.126	-0.019777	-0.195179	0.0225386
127	0.127	-0.0199405	-0.195182	0.022949
128	0.128	-0.020101	-0.195188	0.0233626
129	0.129	-0.0202583	-0.195195	0.0237792
130	0.13	-0.0204124	-0.195205	0.0241987
131	0.131	-0.0205631	-0.195217	0.0246212
132	0.132	-0.0207105	-0.195231	0.0250466
133	0.133	-0.0208544	-0.195248	0.0254747
134	0.134	-0.0209948	-0.195267	0.0259055
135	0.135	-0.0211316	-0.195288	0.0263389
136	0.136	-0.0212648	-0.195312	0.0267749
137	0.137	-0.0213942	-0.195338	0.0272133
138	0.138	-0.0215198	-0.195367	0.027654
139	0.139	-0.0216415	-0.195398	0.0280971
140	0.14	-0.0217593	-0.195431	0.0285423
141	0.141	-0.0218732	-0.195467	0.0289897
142	0.142	-0.0219829	-0.195505	0.029439
143	0.143	-0.0220886	-0.195546	0.0298903
144	0.144	-0.0221902	-0.195589	0.0303434
145	0.145	-0.0222875	-0.195635	0.0307983
146	0.146	-0.0223806	-0.195683	0.0312547
147	0.147	-0.0224693	-0.195734	0.0317128
148	0.148	-0.0225538	-0.195787	0.0321722
149	0.149	-0.0226338	-0.195843	0.032633
150	0.15	-0.0227094	-0.195901	0.0330951
151	0.151	-0.0227805	-0.195962	0.0335582
152	0.152	-0.0228471	-0.196025	0.0340225
153	0.153	-0.0229091	-0.196091	0.0344876
154	0.154	-0.0229666	-0.196159	0.0349536
155	0.155	-0.0230195	-0.19623	0.0354203
156	0.156	-0.0230677	-0.196303	0.0358876
157	0.157	-0.0231112	-0.196379	0.0363554
158	0.158	-0.0231501	-0.196457	0.0368237
159	0.159	-0.0231843	-0.196537	0.0372922
160	0.16	-0.0232137	-0.19662	0.0377609
161	0.161	-0.0232384	-0.196705	0.0382297
162	0.162	-0.0232583	-0.196793	0.0386985
163	0.163	-0.0232735	-0.196883	0.0391671
164	0.164	-0.0232839	-0.196975	0.0396355
165	0.165	-0.0232895	-0.19707	0.0401036
166	0.166	-0.0232904	-0.197167	0.0405712
167	0.167	-0.0232864	-0.197267	0.0410382
168	0.168	-0.0232777	-0.197368	0.0415045
169	0.169	-0.0232643	-0.197472	0.0419701
170	0.17	-0.023246	-0.197579	0.0424348
171	0.171	-0.023223	-0.197687	0.0428985
172	0.172	-0.0231953	-0.197797	0.0433611
173	0.173	-0.0231628	-0.19791	0.0438225
174	0.174	-0.0231257	-0.198025	0.0442826
175	0.175	-0.0230838	-0.198142	0.0447413
176	0.176	-0.0230373	-0.19826	0.0451985
177	0.177	-0.0229862	-0.198381	0.045654
178	0.178	-0.0229304	-0.198504	0.0461079
179	0.179	-0.0228701	-0.198629	0.0465599
180	0.18	-0.0228052	-0.198756	0.0470101
181	0.181	-0.0227359	-0.198884	0.0474582
182	0.182	-0.022662	-0.199015	0.0479042
183	0.183	-0.0225837	-0.199147	0.0483481
184	0.184	-0.0225011	-0.199281	0.0487896
185	0.185	-0.0224141	-0.199416	0.0492288
186	0.186	-0.0223228	-0.199554	0.0496655
187	0.187	-0.0222272	-0.199693	0.0500997
188	0.188	-0.0221275	-0.199833	0.0505312
189	0.189	-0.0220236	-0.199975	0.05096
190	0.19	-0.0219156	-0.200119	0.051386
191	0.191	-0.0218036	-0.200263	0.0518091
192	0.192	-0.0216877	-0.20041	0.0522292
193	0.193	-0.0215678	-0.200557	0.0526463
194	0.194	-0.0214441	-0.200706	0.0530603
195	0.195	-0.0213165	-0.200857	0.0534711
196	0.196	-0.0211853	-0.201008	0.0538786
197	0.197	-0.0210505	-0.201161	0.0542828
198	0.198	-0.020912	-0.201314	0.0546837
199	0.199	-0.02077	-0.201469	0.055081
200	0.2	-0.0206247	-0.201625	0.0554749
201	0.201	-0.0204759	-0.201782	0.0558651
202	0.202	-0.0203239	-0.201939	0.0562517
203	0.203	-0.0201686	-0.202098	0.0566347
204	0.204	-0.0200102	-0.202257	0.0570138
205	0.205	-0.0198488	-0.202417	0.0573892
206	0.206	-0.0196844	-0.202578	0.0577608
207	0.207	-0.0195171	-0.202739	0.0581284
208	0.208	-0.019347	-0.202901	0.0584921
209	0.209	-0.0191742	-0.203064	0.0588519
210	0.21	-0.0189987	-0.203227	0.0592076
211	0.211	-0.0188207	-0.20339	0.0595592
212	0.212	-0.0186402	-0.203554	0.0599068
213	0.213	-0.0184573	-0.203719	0.0602503
214	0.214	-0.0182721	-0.203883	0.0605896
215	0.215	-0.0180847	-0.204048	0.0609247
216	0.216	-0.0178952	-0.204213	0.0612556
217	0.217	-0.0177037	-0.204378	0.0615823
218	0.218	-0.0175101	-0.204544	0.0619047
219	0.219	-0.0173148	-0.204709	0.0622229
220	0.22	-0.0171176	-0.204874	0.0625368
221	0.221	-0.0169188	-0.20504	0.0628463
222	0.222	-0.0167184	-0.205205	0.0631516
223	0.223	-0.0165165	-0.20537	0.0634526
224	0.224	-0.0163131	-0.205535	0.0637492
225	0.225	-0.0161085	-0.2057	0.0640415
226	0.226	-0.0159026	-0.205864	0.0643294
227	0.227	-0.0156955	-0.206028	0.064613
228	0.228	-0.0154874	-0.206192	0.0648922
229	0.229	-0.0152783	-0.206355	0.0651671
230	0.23	-0.0150684	-0.206518	0.0654377
231	0.231	-0.0148576	-0.20668	0.065704
232	0.232	-0.0146462	-0.206842	0.0659659
233	0.233	-0.0144341	-0.207003	0.0662235
234	0.234	-0.0142215	-0.207164	0.0664768
235	0.235	-0.0140084	-0.207324	0.0667258
236	0.236	-0.013795	-0.207483	0.0669705
237	0.237	-0.0135813	-0.207642	0.067211
238	0.238	-0.0133674	-0.207799	0.0674472
239	0.239	-0.0131534	-0.207956	0.0676792
240	0.24	-0.0129393	-0.208112	0.0679071
241	0.241	-0.0127254	-0.208268	0.0681307
242	0.242	-0.0125115	-0.208422	0.0683502
243	0.243	-0.0122979	-0.208575	0.0685655
244	0.244	-0.0120846	-0.208727	0.0687768
245	0.245	-0.0118716	-0.208879	0.068984
246	0.246	-0.0116592	-0.209029	0.0691871
247	0.247	-0.0114472	-0.209178	0.0693862
248	0.248	-0.0112358	-0.209326	0.0695814
249	0.249	-0.0110252	-0.209472	0.0697726
250	0.25	-0.0108153	-0.209618	0.0699598
251	0.251	-0.0106062	-0.209762	0.0701432
252	0.252	-0.010398	-0.209905	0.0703228
253	0.253	-0.0101908	-0.210047	0.0704985
254	0.254	-0.00998462	-0.210188	0.0706705
255	0.255	-0.00977957	-0.210327	0.0708387
256	0.256	-0.0095757	-0.210465	0.0710032
257	0.257	-0.00937308	-0.210601	0.0711641
258	0.258	-0.00917178	-0.210736	0.0713214
259	0.259	-0.00897185	-0.210869	0.0714751
260	0.26	-0.00877336	-0.211002	0.0716252
261	0.261	-0.00857638	-0.211132	0.0717719
262	0.262	-0.00838097	-0.211261	0.0719151
263	0.263	-0.00818718	-0.211389	0.0720549
264	0.264	-0.00799508	-0.211515	0.0721913
265	0.265	-0.00780473	-0.211639	0.0723244
266	0.266	-0.00761617	-0.211762	0.0724543
267	0.267	-0.00742947	-0.211883	0.0725809
268	0.268	-0.00724469	-0.212003	0.0727043
269	0.269	-0.00706187	-0.212121	0.0728246
270	0.27	-0.00688106	-0.212237	0.0729418
271	0.271	-0.00670233	-0.212351	0.0730559
272	0.272	-0.00652571	-0.212464	0.073167
273	0.273	-0.00635126	-0.212575	0.0732752
274	0.274	-0.00617903	-0.212685	0.0733804
275	0.275	-0.00600906	-0.212793	0.0734827
276	0.276	-0.0058414	-0.212899	0.0735823
277	0.277	-0.00567609	-0.213003	0.073679
278	0.278	-0.00551318	-0.213105	0.073773
279	0.279	-0.00535271	-0.213206	0.0738643
280	0.28	-0.00519472	-0.213304	0.0739529
281	0.281	-0.00503925	-0.213401	0.0740389
282	0.282	-0.00488634	-0.213497	0.0741224
283	0.283	-0.00473603	-0.21359	0.0742033
284	0.284	-0.00458835	-0.213681	0.0742817
285	0.285	-0.00444334	-0.213771	0.0743577
286	0.286	-0.00430104	-0.213859	0.0744313
287	0.287	-0.00416148	-0.213944	0.0745025
288	0.288	-0.0040247	-0.214028	0.0745714
289	0.289	-0.00389072	-0.21411	0.0746381
290	0.29	-0.00375957	-0.21419	0.0747024
291	0.291	-0.0036313	-0.214269	0.0747646
292	0.292	-0.00350592	-0.214345	0.0748246
293	0.293	-0.00338346	-0.214419	0.0748825
294	0.294	-0.00326395	-0.214492	0.0749382
295	0.295	-0.00314743	-0.214562	0.074992
296	0.296	-0.0030339	-0.214631	0.0750437
297	0.297	-0.00292341	-0.214698	0.0750934
298	0.298	-0.00281597	-0.214762	0.0751411
299	0.299	-0.0027116	-0.214825	0.075187
300	0.3	-0.00261033	-0.214886	0.0752309
301	0.301	-0.00251217	-0.214945	0.075273
302	0.302	-0.00241716	-0.215001	0.0753133
303	0.303	-0.0023253	-0.215056	0.0753517
304	0.304	-0.00223662	-0.215109	0.0753884
305	0.305	-0.00215113	-0.21516	0.0754234
306	0.306	-0.00206885	-0.215209	0.0754566
307	0.307	-0.00198981	-0.215256	0.0754882
308	0.308	-0.001914	-0.215301	0.075518
